isin,issuer_name,position_holder,net_short_position,position_date,source
NL0012365084,NSI N.V.,Millennium International Management LP,0.52,2017-06-20,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.98,2017-06-20,archive
NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.9,2017-06-19,archive
NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.56,2017-06-19,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.88,2017-06-19,archive
NL0011794037,Koninklijke Ahold Delhaize N.V.,Lone Pine Capital LLC,0.61,2017-06-19,archive
NL0010776944,Brunel International N.V.,BlackRock Investment Management (UK) Limited,0.91,2017-06-16,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.9,2017-06-16,archive
NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.78,2017-06-16,archive
NL0006237562,ARCADIS N.V.,Millennium International Management LP,0.0,2017-06-16,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.5,2017-06-16,archive
LU0569974404,Aperam S.A.,Pictet Asset Management S.A.,0.51,2017-06-16,archive
NL0000387058,TomTom N.V.,Systematica Investments Limited,0.49,2017-06-16,archive
NL0000337319,Koninklijke BAM Groep N.V.,AHL Partners LLP,0.48,2017-06-15,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.09,2017-06-15,archive
NL0006237562,ARCADIS N.V.,Millennium International Management LP,0.97,2017-06-15,archive
NL0000852523,TKH Group N.V.,AKO Capital LLP,1.29,2017-06-14,archive
NL0006237562,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,0.58,2017-06-14,archive
NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.68,2017-06-14,archive
NL0006237562,ARCADIS N.V.,Millennium International Management LP,0.73,2017-06-14,archive
NL0006237562,ARCADIS N.V.,Millennium International Management LP,0.5,2017-06-13,archive
NL0000387058,TomTom N.V.,Systematica Investments Limited,0.51,2017-06-13,archive
LU0569974404,Aperam S.A.,"Angelo, Gordon & Co. L.P.",0.04,2017-06-12,archive
NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.43,2017-06-12,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.49,2017-06-12,archive
NL0000337319,Koninklijke BAM Groep N.V.,AHL Partners LLP,0.56,2017-06-09,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.21,2017-06-09,archive
NL0010776944,Brunel International N.V.,Macquarie Funds Management Hong Kong Limited,0.81,2017-06-09,archive
NL0011821392,Signify N.V.,Tybourne Capital Management (HK) Limited,1.76,2017-06-09,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.19,2017-06-08,archive
NL0000009082,Koninklijke KPN N.V.,"AQR Capital Management, LLC",1.0,2017-06-07,archive
NL0000337319,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,0.7,2017-06-07,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.2,2017-06-06,archive
NL0000337319,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,0.69,2017-06-06,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.1,2017-06-06,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.18,2017-06-06,archive
NL0011872650,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,0.7,2017-06-05,archive
NL0000289213,Wereldhave N.V.,Capital Fund Management S.A.,0.69,2017-06-02,archive
NL0000339760,BE Semiconductor Industries N.V.,CQS (UK) LLP,0.7,2017-06-02,archive
NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.8,2017-06-02,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.89,2017-06-01,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.9,2017-05-31,archive
LU0569974404,Aperam S.A.,BNP Paribas S.A.,0.33,2017-05-29,archive
NL0010776944,Brunel International N.V.,Macquarie Funds Management Hong Kong Limited,0.7,2017-05-29,archive
NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.73,2017-05-29,archive
NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,0.49,2017-05-26,archive
NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.8,2017-05-25,archive
NL0010776944,Brunel International N.V.,BlackRock Investment Management (UK) Limited,0.8,2017-05-25,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.5,2017-05-25,archive
LU0569974404,Aperam S.A.,"Angelo, Gordon & Co. L.P.",1.32,2017-05-24,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.03,2017-05-24,archive
LU0569974404,Aperam S.A.,"Angelo, Gordon & Co. L.P.",1.46,2017-05-23,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.83,2017-05-23,archive
NL0011872650,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,0.61,2017-05-22,archive
NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.76,2017-05-22,archive
NL0000303709,AEGON Ltd.,Marshall Wace LLP,0.41,2017-05-22,archive
LU0569974404,Aperam S.A.,CQS (UK) LLP,3.4,2017-05-19,archive
NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.53,2017-05-19,archive
BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.51,2017-05-19,archive
NL0000387058,TomTom N.V.,"WorldQuant, LLC",0.44,2017-05-19,archive
LU0569974404,Aperam S.A.,BNP Paribas S.A.,0.57,2017-05-18,archive
NL0009269109,Koninklijke Heijmans N.V.,GSA Capital Partners LLP,0.48,2017-05-18,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.71,2017-05-18,archive
NL0000337319,Koninklijke BAM Groep N.V.,AHL Partners LLP,0.64,2017-05-17,archive
NL0000852523,TKH Group N.V.,AKO Capital LLP,1.33,2017-05-17,archive
NL0000337319,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,0.71,2017-05-17,archive
NL0000387058,TomTom N.V.,"WorldQuant, LLC",0.58,2017-05-17,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.18,2017-05-16,archive
NL0006237562,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,0.61,2017-05-16,archive
NL0000339760,BE Semiconductor Industries N.V.,CQS (UK) LLP,0.66,2017-05-16,archive
NL0009269109,Koninklijke Heijmans N.V.,GSA Capital Partners LLP,0.5,2017-05-16,archive
NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,0.58,2017-05-16,archive
NL0000337319,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,0.66,2017-05-15,archive
NL0000339760,BE Semiconductor Industries N.V.,CQS (UK) LLP,0.52,2017-05-15,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.9,2017-05-15,archive
NL0000387058,TomTom N.V.,"WorldQuant, LLC",0.69,2017-05-15,archive
LU0569974404,Aperam S.A.,Adage Capital Management L.P.,0.52,2017-05-12,archive
NL0000337319,Koninklijke BAM Groep N.V.,AHL Partners LLP,0.52,2017-05-12,archive
LU0569974404,Aperam S.A.,"Angelo, Gordon & Co. L.P.",1.53,2017-05-12,archive
NL0010776944,Brunel International N.V.,BlackRock Investment Management (UK) Limited,0.7,2017-05-12,archive
NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.65,2017-05-12,archive
NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.71,2017-05-11,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.2,2017-05-11,archive
NL0000360618,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.6,2017-05-11,archive
NL0009269109,Koninklijke Heijmans N.V.,GSA Capital Partners LLP,0.47,2017-05-11,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.89,2017-05-11,archive
NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.57,2017-05-11,archive
NL0006237562,ARCADIS N.V.,"WorldQuant, LLC",0.49,2017-05-11,archive
NL0011872650,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,0.5,2017-05-10,archive
NL0009269109,Koninklijke Heijmans N.V.,GSA Capital Partners LLP,0.5,2017-05-10,archive
NL0011794037,Koninklijke Ahold Delhaize N.V.,Lansdowne Partners (UK) LLP,0.64,2017-05-10,archive
NL0000289213,Wereldhave N.V.,Capital Fund Management S.A.,0.7,2017-05-09,archive
NL0000352565,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,1.29,2017-05-09,archive
NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,0.6,2017-05-09,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.22,2017-05-09,archive
NL0000387058,TomTom N.V.,Oxford Asset Management,0.48,2017-05-09,archive
NL0011821392,Signify N.V.,Tybourne Capital Management (HK) Limited,1.82,2017-05-09,archive
NL0000337319,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,0.51,2017-05-08,archive
NL0000292324,NSI N.V.,BlackRock Investment Management (UK) Limited,0.49,2017-05-08,archive
NL0009269109,Koninklijke Heijmans N.V.,GSA Capital Partners LLP,0.49,2017-05-08,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.68,2017-05-08,archive
NL0011821392,Signify N.V.,Tybourne Capital Management (HK) Limited,1.96,2017-05-08,archive
NL0000009082,Koninklijke KPN N.V.,BNP Paribas S.A.,0.58,2017-05-05,archive
NL0000387058,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,1.07,2017-05-05,archive
NL0011794037,Koninklijke Ahold Delhaize N.V.,Lansdowne Partners (UK) LLP,0.51,2017-05-05,archive
NL0011821392,Signify N.V.,Tybourne Capital Management (HK) Limited,2.06,2017-05-05,archive
LU0569974404,Aperam S.A.,CQS (UK) LLP,3.35,2017-05-04,archive
NL0000352565,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,0.82,2017-05-04,archive
NL0009269109,Koninklijke Heijmans N.V.,GSA Capital Partners LLP,0.59,2017-05-03,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.88,2017-05-03,archive
NL0000009082,Koninklijke KPN N.V.,Jupiter Investment Management Limited,0.5,2017-05-03,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.9,2017-05-03,archive
NL0000387058,TomTom N.V.,"WorldQuant, LLC",0.7,2017-05-03,archive
NL0000360618,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.58,2017-05-02,archive
NL0006237562,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,0.5,2017-05-02,archive
NL0000352565,Fugro N.V.,HBK Investments LP,0.98,2017-05-02,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.49,2017-05-02,archive
LU0323134006,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.42,2017-04-28,archive
LU0569974404,Aperam S.A.,BNP Paribas S.A.,0.62,2017-04-28,archive
NL0010558797,OCI N.V.,"Falcon Edge Capital, LP",0.47,2017-04-28,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.78,2017-04-28,archive
NL0011821392,Signify N.V.,Tybourne Capital Management (HK) Limited,2.11,2017-04-28,archive
NL0000387058,TomTom N.V.,"WorldQuant, LLC",0.61,2017-04-28,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.19,2017-04-27,archive
NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.8,2017-04-27,archive
NL0006237562,ARCADIS N.V.,"Lucerne Capital Management, L.P.",0.51,2017-04-27,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.81,2017-04-27,archive
NL0000387058,TomTom N.V.,"WorldQuant, LLC",0.53,2017-04-27,archive
NL0010558797,OCI N.V.,"Falcon Edge Capital, LP",0.53,2017-04-26,archive
NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.49,2017-04-26,archive
NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,0.51,2017-04-26,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.11,2017-04-26,archive
NL0006237562,ARCADIS N.V.,"WorldQuant, LLC",0.59,2017-04-26,archive
NL0000303709,AEGON Ltd.,Marshall Wace LLP,0.51,2017-04-25,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.5,2017-04-25,archive
NL0000852523,TKH Group N.V.,AKO Capital LLP,1.2,2017-04-24,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.05,2017-04-24,archive
NL0000852523,TKH Group N.V.,AKO Capital LLP,1.04,2017-04-21,archive
NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.77,2017-04-21,archive
LU0569974404,Aperam S.A.,BNP Paribas S.A.,0.54,2017-04-21,archive
NL0010558797,OCI N.V.,"Falcon Edge Capital, LP",0.68,2017-04-21,archive
NL0000387058,TomTom N.V.,Oxford Asset Management,0.58,2017-04-21,archive
NL0000852523,TKH Group N.V.,AKO Capital LLP,0.92,2017-04-20,archive
NL0006237562,ARCADIS N.V.,Dalton Strategic Partnership LLP,0.48,2017-04-20,archive
NL0010558797,OCI N.V.,"Falcon Edge Capital, LP",0.74,2017-04-20,archive
NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.57,2017-04-20,archive
BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.47,2017-04-20,archive
NL0000387058,TomTom N.V.,Systematica Investments Limited,0.48,2017-04-20,archive
NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",0.48,2017-04-20,archive
NL0000852523,TKH Group N.V.,AKO Capital LLP,0.89,2017-04-19,archive
NL0000009132,Akzo Nobel N.V.,Citadel Europe LLP,0.27,2017-04-19,archive
NL0010558797,OCI N.V.,"Falcon Edge Capital, LP",0.81,2017-04-19,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.77,2017-04-19,archive
NL0000852523,TKH Group N.V.,AKO Capital LLP,0.64,2017-04-18,archive
NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.6,2017-04-18,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.8,2017-04-18,archive
NL0000303709,AEGON Ltd.,Marshall Wace LLP,0.48,2017-04-13,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.8,2017-04-13,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,0.99,2017-04-13,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.79,2017-04-13,archive
NL0000387058,TomTom N.V.,Oxford Asset Management,0.69,2017-04-13,archive
NL0000852523,TKH Group N.V.,AKO Capital LLP,0.5,2017-04-12,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.28,2017-04-11,archive
NL0010558797,OCI N.V.,"Falcon Edge Capital, LP",0.9,2017-04-11,archive
NL0000303709,AEGON Ltd.,Marshall Wace LLP,0.52,2017-04-11,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.07,2017-04-11,archive
NL0010776944,Brunel International N.V.,BlackRock Investment Management (UK) Limited,0.6,2017-04-10,archive
NL0000387058,TomTom N.V.,Systematica Investments Limited,0.59,2017-04-10,archive
NL0010558797,OCI N.V.,"Falcon Edge Capital, LP",0.81,2017-04-07,archive
NL0010776944,Brunel International N.V.,Macquarie Funds Management Hong Kong Limited,0.61,2017-04-07,archive
NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,0.47,2017-04-07,archive
NL0000289213,Wereldhave N.V.,Capital Fund Management S.A.,0.69,2017-04-06,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.7,2017-04-06,archive
NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.47,2017-04-06,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.14,2017-04-06,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.37,2017-04-05,archive
NL0000360618,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.65,2017-04-05,archive
NL0010558797,OCI N.V.,"Falcon Edge Capital, LP",0.78,2017-04-05,archive
NL0000387058,TomTom N.V.,Systematica Investments Limited,0.6,2017-04-05,archive
LU0323134006,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.58,2017-04-04,archive
NL0010558797,OCI N.V.,"Falcon Edge Capital, LP",0.62,2017-04-04,archive
NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.49,2017-04-04,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.69,2017-04-04,archive
NL0000387058,TomTom N.V.,Systematica Investments Limited,0.59,2017-04-04,archive
NL0006237562,ARCADIS N.V.,"WorldQuant, LLC",0.68,2017-04-04,archive
LU0323134006,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.66,2017-04-03,archive
NL0000292324,NSI N.V.,BlackRock Investment Management (UK) Limited,0.56,2017-04-03,archive
LU0569974404,Aperam S.A.,BNP Paribas S.A.,0.48,2017-04-03,archive
NL0000289213,Wereldhave N.V.,Capital Fund Management S.A.,0.7,2017-04-03,archive
NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.63,2017-04-03,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.7,2017-04-03,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.89,2017-04-03,archive
NL0000387058,TomTom N.V.,Systematica Investments Limited,0.6,2017-04-03,archive
NL0000337319,Koninklijke BAM Groep N.V.,AHL Partners LLP,0.48,2017-03-31,archive
NL0000360618,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.51,2017-03-31,archive
NL0000009082,Koninklijke KPN N.V.,Jupiter Investment Management Limited,0.49,2017-03-31,archive
NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.55,2017-03-31,archive
NL0000387058,TomTom N.V.,Systematica Investments Limited,0.59,2017-03-31,archive
NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",0.58,2017-03-31,archive
NL0010558797,OCI N.V.,"AQR Capital Management, LLC",0.49,2017-03-30,archive
NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.69,2017-03-30,archive
NL0000387058,TomTom N.V.,Systematica Investments Limited,0.6,2017-03-30,archive
LU0323134006,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.64,2017-03-29,archive
NL0000292324,NSI N.V.,BlackRock Investment Management (UK) Limited,0.6,2017-03-29,archive
NL0006237562,ARCADIS N.V.,CapeView Capital LLP,0.48,2017-03-29,archive
NL0000289213,Wereldhave N.V.,Capital Fund Management S.A.,0.69,2017-03-29,archive
NL0000352565,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,0.73,2017-03-29,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.49,2017-03-29,archive
NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.49,2017-03-28,archive
NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.5,2017-03-28,archive
NL0006237562,ARCADIS N.V.,Dalton Strategic Partnership LLP,0.59,2017-03-28,archive
NL0006237562,ARCADIS N.V.,Lansdowne Partners (UK) LLP,1.2,2017-03-28,archive
NL0006237562,ARCADIS N.V.,CapeView Capital LLP,0.5,2017-03-27,archive
NL0010558797,OCI N.V.,"Falcon Edge Capital, LP",0.54,2017-03-27,archive
NL0006237562,ARCADIS N.V.,Lansdowne Partners (UK) LLP,1.11,2017-03-27,archive
NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.69,2017-03-27,archive
LU0569974404,Aperam S.A.,BNP Paribas S.A.,0.55,2017-03-24,archive
NL0010776944,Brunel International N.V.,Macquarie Funds Management Hong Kong Limited,0.5,2017-03-24,archive
NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,0.51,2017-03-24,archive
BE0003818359,Lakefront Biotherapeutics NV,"WorldQuant, LLC",0.46,2017-03-24,archive
NL0000009082,Koninklijke KPN N.V.,"AQR Capital Management, LLC",0.9,2017-03-23,archive
LU0569974404,Aperam S.A.,BNP Paribas S.A.,0.6,2017-03-23,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.98,2017-03-23,archive
BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.58,2017-03-23,archive
NL0000009132,Akzo Nobel N.V.,Citadel Europe LLP,0.59,2017-03-22,archive
NL0006237562,ARCADIS N.V.,"WorldQuant, LLC",0.71,2017-03-22,archive
NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",0.68,2017-03-22,archive
NL0000337319,Koninklijke BAM Groep N.V.,AHL Partners LLP,0.5,2017-03-21,archive
NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.6,2017-03-21,archive
NL0006237562,ARCADIS N.V.,CapeView Capital LLP,0.49,2017-03-21,archive
NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.59,2017-03-20,archive
NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.29,2017-03-20,archive
BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.58,2017-03-20,archive
NL0000387058,TomTom N.V.,Systematica Investments Limited,0.59,2017-03-20,archive
NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.6,2017-03-17,archive
NL0000289213,Wereldhave N.V.,Millennium International Management LP,1.08,2017-03-17,archive
BE0003818359,Lakefront Biotherapeutics NV,"WorldQuant, LLC",0.5,2017-03-17,archive
LU0569974404,Aperam S.A.,BNP Paribas S.A.,0.7,2017-03-16,archive
NL0000387058,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,1.2,2017-03-16,archive
NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.78,2017-03-16,archive
