isin,position_date,position_holder,issuer_name,net_short_position,source
NL0000337319,2018-07-13,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.59,archive
NL0010391025,2018-07-13,"WorldQuant, LLC",Pharming Group N.V.,1.04,archive
NL0009432491,2018-07-12,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,2.09,archive
NL0012866412,2018-07-12,CQS (UK) LLP,BE Semiconductor Industries N.V.,0.67,archive
NL0000352565,2018-07-12,HBK Investments LP,Fugro N.V.,1.3,archive
NL0000352565,2018-07-12,Jupiter Investment Management Limited,Fugro N.V.,1.51,archive
NL0006237562,2018-07-12,Lansdowne Partners (UK) LLP,ARCADIS N.V.,2.43,archive
NL0006237562,2018-07-12,Marshall Wace LLP,ARCADIS N.V.,2.52,archive
NL0010391025,2018-07-12,"WorldQuant, LLC",Pharming Group N.V.,0.94,archive
NL0000289213,2018-07-12,"WorldQuant, LLC",Wereldhave N.V.,0.81,archive
NL0000337319,2018-07-11,AHL Partners LLP,Koninklijke BAM Groep N.V.,0.6,archive
NL0000360618,2018-07-11,"AQR Capital Management, LLC",SBM Offshore N.V.,2.18,archive
LU0569974404,2018-07-11,"Arrowstreet Capital, Limited Partnership",Aperam S.A.,0.6,archive
NL0011279492,2018-07-11,Capital Fund Management S.A.,Flow Traders Ltd.,0.61,archive
NL0009739416,2018-07-11,Capital Fund Management S.A.,PostNL N.V.,1.1,archive
NL0009739416,2018-07-11,Jupiter Investment Management Limited,PostNL N.V.,1.2,archive
NL0009739416,2018-07-11,Marshall Wace LLP,PostNL N.V.,1.13,archive
NL0000289213,2018-07-11,Millennium International Management LP,Wereldhave N.V.,1.11,archive
NL0012866412,2018-07-11,"PDT Partners, LLC",BE Semiconductor Industries N.V.,0.46,archive
NL0010391025,2018-07-11,"WorldQuant, LLC",Pharming Group N.V.,0.88,archive
NL0006237562,2018-07-10,AKO Capital LLP,ARCADIS N.V.,1.19,archive
NL0000360618,2018-07-10,"AQR Capital Management, LLC",SBM Offshore N.V.,2.22,archive
NL0006237562,2018-07-10,BlackRock Investment Management (UK) Limited,ARCADIS N.V.,1.41,archive
NL0000352565,2018-07-10,HBK Investments LP,Fugro N.V.,1.29,archive
NL0006237562,2018-07-10,Marshall Wace Asia Limited,ARCADIS N.V.,0.75,archive
NL0006237562,2018-07-10,Marshall Wace LLP,ARCADIS N.V.,2.41,archive
NL0000387058,2018-07-10,Marshall Wace LLP,TomTom N.V.,0.76,archive
NL0000289213,2018-07-10,Millennium International Management LP,Wereldhave N.V.,1.09,archive
NL0000352565,2018-07-10,Oxford Asset Management,Fugro N.V.,1.18,archive
BE0003818359,2018-07-10,Oxford Asset Management,Lakefront Biotherapeutics NV,0.49,archive
NL0000352565,2018-07-10,"WorldQuant, LLC",Fugro N.V.,1.35,archive
NL0000337319,2018-07-10,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.68,archive
NL0010391025,2018-07-10,"WorldQuant, LLC",Pharming Group N.V.,0.76,archive
NL0009739416,2018-07-10,"WorldQuant, LLC",PostNL N.V.,0.99,archive
NL0012866412,2018-07-09,CQS (UK) LLP,BE Semiconductor Industries N.V.,0.7,archive
NL0000289213,2018-07-09,GSA Capital Partners LLP,Wereldhave N.V.,0.69,archive
NL0006237562,2018-07-09,Marshall Wace LLP,ARCADIS N.V.,2.1,archive
NL0009739416,2018-07-09,Marshall Wace LLP,PostNL N.V.,1.04,archive
NL0000352565,2018-07-09,Systematica Investments Limited,Fugro N.V.,0.99,archive
NL0000303709,2018-07-09,Viking Global Investors LP,AEGON Ltd.,0.52,archive
NL0000352565,2018-07-09,"WorldQuant, LLC",Fugro N.V.,1.27,archive
NL0009739416,2018-07-09,"WorldQuant, LLC",PostNL N.V.,1.01,archive
NL0000360618,2018-07-06,"AQR Capital Management, LLC",SBM Offshore N.V.,2.19,archive
NL0000352565,2018-07-06,BlueCrest Capital Management Limited,Fugro N.V.,0.73,archive
NL0000289213,2018-07-06,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.45,archive
NL0000289213,2018-07-06,GSA Capital Partners LLP,Wereldhave N.V.,0.7,archive
NL0000288876,2018-07-06,Marshall Wace LLP,Eurocommercial Properties N.V.,0.49,archive
NL0000352565,2018-07-06,Marshall Wace LLP,Fugro N.V.,1.36,archive
NL0000352565,2018-07-06,Oxford Asset Management,Fugro N.V.,1.24,archive
NL0000352565,2018-07-06,Sculptor Capital Management Europe Limited,Fugro N.V.,1.26,archive
NL0000352565,2018-07-06,Systematica Investments Limited,Fugro N.V.,1.0,archive
NL0000337319,2018-07-06,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.78,archive
NL0009739416,2018-07-06,"WorldQuant, LLC",PostNL N.V.,0.99,archive
NL0011821392,2018-07-06,"WorldQuant, LLC",Signify N.V.,0.47,archive
NL0000337319,2018-07-05,AHL Partners LLP,Koninklijke BAM Groep N.V.,0.52,archive
NL0006237562,2018-07-05,Lansdowne Partners (UK) LLP,ARCADIS N.V.,2.33,archive
NL0011821392,2018-07-05,Lansdowne Partners (UK) LLP,Signify N.V.,0.62,archive
NL0000387058,2018-07-05,Marshall Wace LLP,TomTom N.V.,0.87,archive
NL0000888691,2018-07-05,Millennium International Management LP,AMG Critical Materials N.V.,1.01,archive
NL0010391025,2018-07-05,Oxford Asset Management,Pharming Group N.V.,0.44,archive
NL0009739416,2018-07-05,"WorldQuant, LLC",PostNL N.V.,1.01,archive
NL0000289213,2018-07-05,"WorldQuant, LLC",Wereldhave N.V.,0.78,archive
NL0000337319,2018-07-04,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,0.97,archive
NL0006237562,2018-07-04,Lansdowne Partners (UK) LLP,ARCADIS N.V.,2.29,archive
NL0000352565,2018-07-04,Marshall Wace LLP,Fugro N.V.,1.01,archive
NL0000337319,2018-07-04,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.42,archive
NL0009739416,2018-07-04,Marshall Wace LLP,PostNL N.V.,0.92,archive
BE0003818359,2018-07-04,Oxford Asset Management,Lakefront Biotherapeutics NV,0.5,archive
NL0000337319,2018-07-04,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.88,archive
NL0011821392,2018-07-04,"WorldQuant, LLC",Signify N.V.,0.5,archive
NL0000289213,2018-07-04,"WorldQuant, LLC",Wereldhave N.V.,0.8,archive
NL0000352565,2018-07-03,AHL Partners LLP,Fugro N.V.,1.07,archive
NL0000387058,2018-07-03,"Arrowstreet Capital, Limited Partnership",TomTom N.V.,0.48,archive
NL0010773842,2018-07-03,B&G Master Fund Plc,NN Group N.V.,0.6,archive
NL0000289213,2018-07-03,"BlackRock Institutional Trust Company, National Association",Wereldhave N.V.,0.52,archive
NL0011821392,2018-07-03,BlackRock Investment Management (UK) Limited,Signify N.V.,0.8,archive
NL0011279492,2018-07-03,Capital Fund Management S.A.,Flow Traders Ltd.,0.59,archive
NL0000289213,2018-07-03,"Connor, Clark & Lunn Investment Management Ltd.",Wereldhave N.V.,0.5,archive
NL0012866412,2018-07-03,CQS (UK) LLP,BE Semiconductor Industries N.V.,0.65,archive
NL0012866412,2018-07-03,"Davidson Kempner European Partners, LLP",BE Semiconductor Industries N.V.,0.74,archive
NL0006237562,2018-07-03,Marshall Wace LLP,ARCADIS N.V.,2.01,archive
NL0012866412,2018-07-03,"PDT Partners, LLC",BE Semiconductor Industries N.V.,0.52,archive
NL0000289213,2018-07-03,"WorldQuant, LLC",Wereldhave N.V.,0.78,archive
NL0011821392,2018-07-02,Aravt Global,Signify N.V.,0.27,archive
NL0000352565,2018-07-02,Capital Fund Management S.A.,Fugro N.V.,1.92,archive
NL0010558797,2018-07-02,Capital Fund Management S.A.,OCI N.V.,0.8,archive
NL0000289213,2018-07-02,Capital Fund Management S.A.,Wereldhave N.V.,0.96,archive
NL0000289213,2018-07-02,Citadel Advisors II LLC,Wereldhave N.V.,0.82,archive
NL0000289213,2018-07-02,"Clinton Group, Inc",Wereldhave N.V.,0.6,archive
NL0000289213,2018-07-02,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.54,archive
NL0000337319,2018-07-02,"Davidson Kempner European Partners, LLP",Koninklijke BAM Groep N.V.,0.46,archive
NL0000289213,2018-07-02,GSA Capital Partners LLP,Wereldhave N.V.,0.61,archive
NL0009739416,2018-07-02,Jupiter Investment Management Limited,PostNL N.V.,1.1,archive
NL0011821392,2018-07-02,Lansdowne Partners (UK) LLP,Signify N.V.,0.5,archive
NL0009739416,2018-07-02,Marshall Wace LLP,PostNL N.V.,0.84,archive
NL0000289213,2018-07-02,Marshall Wace LLP,Wereldhave N.V.,2.66,archive
NL0000888691,2018-07-02,Millennium Capital Partners LLP,AMG Critical Materials N.V.,0.6,archive
BE0003818359,2018-07-02,"WorldQuant, LLC",Lakefront Biotherapeutics NV,0.61,archive
NL0009739416,2018-07-02,"WorldQuant, LLC",PostNL N.V.,0.9,archive
NL0011821392,2018-07-02,"WorldQuant, LLC",Signify N.V.,0.47,archive
NL0011821392,2018-06-29,Aravt Global,Signify N.V.,0.52,archive
NL0009739416,2018-06-29,Capital Fund Management S.A.,PostNL N.V.,1.0,archive
NL0000289213,2018-06-29,"Clinton Group, Inc",Wereldhave N.V.,0.59,archive
NL0006237562,2018-06-29,Marshall Wace Asia Limited,ARCADIS N.V.,0.5,archive
NL0000888691,2018-06-29,Millennium International Management LP,AMG Critical Materials N.V.,0.9,archive
NL0011821392,2018-06-29,Scopia Capital Management LP,Signify N.V.,2.08,archive
NL0009739416,2018-06-29,Systematica Investments Limited,PostNL N.V.,0.61,archive
NL0000303709,2018-06-29,Viking Global Investors LP,AEGON Ltd.,0.66,archive
NL0011821392,2018-06-29,"WorldQuant, LLC",Signify N.V.,0.51,archive
LU0569974404,2018-06-28,"Arrowstreet Capital, Limited Partnership",Aperam S.A.,0.5,archive
NL0010773842,2018-06-28,B&G Master Fund Plc,NN Group N.V.,0.59,archive
NL0000352565,2018-06-28,BlackRock Investment Management (UK) Limited,Fugro N.V.,0.48,archive
NL0000289213,2018-06-28,"Clinton Group, Inc",Wereldhave N.V.,0.6,archive
NL0000352565,2018-06-28,HBK Investments LP,Fugro N.V.,1.31,archive
NL0000352565,2018-06-28,Jupiter Investment Management Limited,Fugro N.V.,1.4,archive
NL0009739416,2018-06-28,Jupiter Investment Management Limited,PostNL N.V.,1.01,archive
NL0012866412,2018-06-28,Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.09,archive
NL0000303709,2018-06-28,Viking Global Investors LP,AEGON Ltd.,0.7,archive
NL0000352565,2018-06-28,"WorldQuant, LLC",Fugro N.V.,1.19,archive
NL0000289213,2018-06-27,"Clinton Group, Inc",Wereldhave N.V.,0.59,archive
LU0569974404,2018-06-27,CQS (UK) LLP,Aperam S.A.,0.44,archive
NL0000352565,2018-06-27,HBK Investments LP,Fugro N.V.,1.29,archive
NL0006237562,2018-06-27,Marshall Wace LLP,ARCADIS N.V.,1.91,archive
NL0000387058,2018-06-27,Marshall Wace LLP,TomTom N.V.,0.9,archive
NL0000352565,2018-06-27,"WorldQuant, LLC",Fugro N.V.,1.2,archive
NL0000337319,2018-06-27,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.93,archive
NL0000289213,2018-06-27,"WorldQuant, LLC",Wereldhave N.V.,0.69,archive
NL0000352565,2018-06-26,AHL Partners LLP,Fugro N.V.,1.18,archive
NL0010558797,2018-06-26,Capital Fund Management S.A.,OCI N.V.,0.7,archive
NL0000352565,2018-06-26,HBK Investments LP,Fugro N.V.,1.31,archive
NL0000352565,2018-06-26,Jupiter Investment Management Limited,Fugro N.V.,1.32,archive
NL0000288876,2018-06-26,Marshall Wace LLP,Eurocommercial Properties N.V.,0.5,archive
NL0010558797,2018-06-26,Marshall Wace LLP,OCI N.V.,0.59,archive
NL0011821392,2018-06-26,Tybourne Capital Management (HK) Limited,Signify N.V.,1.84,archive
NL0000337319,2018-06-26,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.89,archive
NL0006237562,2018-06-25,AKO Capital LLP,ARCADIS N.V.,1.21,archive
NL0000289213,2018-06-25,Capital Fund Management S.A.,Wereldhave N.V.,1.08,archive
NL0012866412,2018-06-25,"Davidson Kempner European Partners, LLP",BE Semiconductor Industries N.V.,0.89,archive
NL0009739416,2018-06-25,Jupiter Investment Management Limited,PostNL N.V.,0.91,archive
NL0000352565,2018-06-25,Marshall Wace LLP,Fugro N.V.,0.93,archive
NL0012866412,2018-06-25,Pictet Asset Management S.A.,BE Semiconductor Industries N.V.,0.49,archive
NL0000352565,2018-06-25,Systematica Investments Limited,Fugro N.V.,0.9,archive
NL0011821392,2018-06-25,Tybourne Capital Management (HK) Limited,Signify N.V.,1.77,archive
NL0000352565,2018-06-25,"WorldQuant, LLC",Fugro N.V.,1.19,archive
NL0000337319,2018-06-25,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.92,archive
NL0000352565,2018-06-22,Capital Fund Management S.A.,Fugro N.V.,1.8,archive
NL0000352565,2018-06-22,HBK Investments LP,Fugro N.V.,1.26,archive
NL0000337319,2018-06-22,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.39,archive
NL0000387058,2018-06-22,Marshall Wace LLP,TomTom N.V.,0.8,archive
NL0012866412,2018-06-22,Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.48,archive
NL0000352565,2018-06-22,"WorldQuant, LLC",Fugro N.V.,1.21,archive
NL0000289213,2018-06-22,"WorldQuant, LLC",Wereldhave N.V.,0.7,archive
NL0000289213,2018-06-21,Citadel Advisors II LLC,Wereldhave N.V.,0.61,archive
NL0012866412,2018-06-21,CQS (UK) LLP,BE Semiconductor Industries N.V.,0.79,archive
NL0006237562,2018-06-21,Marshall Wace LLP,ARCADIS N.V.,1.82,archive
NL0000289213,2018-06-21,Millennium International Management LP,Wereldhave N.V.,1.1,archive
NL0010391025,2018-06-21,"WorldQuant, LLC",Pharming Group N.V.,0.49,archive
NL0000352565,2018-06-20,BlueCrest Capital Management Limited,Fugro N.V.,0.62,archive
NL0000289213,2018-06-20,Citadel Advisors II LLC,Wereldhave N.V.,0.58,archive
NL0000352565,2018-06-20,HBK Investments LP,Fugro N.V.,1.3,archive
NL0000352565,2018-06-20,Jupiter Investment Management Limited,Fugro N.V.,1.2,archive
NL0010391025,2018-06-20,"WorldQuant, LLC",Pharming Group N.V.,0.5,archive
NL0000289213,2018-06-20,"WorldQuant, LLC",Wereldhave N.V.,0.65,archive
NL0009739416,2018-06-19,Capital Fund Management S.A.,PostNL N.V.,0.9,archive
NL0000289213,2018-06-19,Citadel Advisors II LLC,Wereldhave N.V.,0.49,archive
LU0569974404,2018-06-19,CQS (UK) LLP,Aperam S.A.,0.59,archive
NL0006237562,2018-06-19,Lansdowne Partners (UK) LLP,ARCADIS N.V.,2.12,archive
NL0000352565,2018-06-19,Marshall Wace LLP,Fugro N.V.,0.82,archive
NL0009739416,2018-06-19,Marshall Wace LLP,PostNL N.V.,0.79,archive
NL0010391025,2018-06-19,"PDT Partners, LLC",Pharming Group N.V.,0.46,archive
NL0000352565,2018-06-18,AHL Partners LLP,Fugro N.V.,1.2,archive
NL0010773842,2018-06-18,B&G Master Fund Plc,NN Group N.V.,0.68,archive
NL0000352565,2018-06-18,Jupiter Investment Management Limited,Fugro N.V.,1.12,archive
NL0006237562,2018-06-18,Lansdowne Partners (UK) LLP,ARCADIS N.V.,2.01,archive
NL0009739416,2018-06-18,Marshall Wace LLP,PostNL N.V.,0.81,archive
NL0000387058,2018-06-18,Marshall Wace LLP,TomTom N.V.,0.7,archive
NL0000289213,2018-06-18,Marshall Wace LLP,Wereldhave N.V.,2.58,archive
NL0000888691,2018-06-18,Millennium International Management LP,AMG Critical Materials N.V.,0.88,archive
NL0010391025,2018-06-18,"PDT Partners, LLC",Pharming Group N.V.,0.53,archive
BE0003818359,2018-06-18,"WorldQuant, LLC",Lakefront Biotherapeutics NV,0.59,archive
BE0003818359,2018-06-15,"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2.49,archive
NL0000387058,2018-06-15,"Arrowstreet Capital, Limited Partnership",TomTom N.V.,0.69,archive
NL0009739416,2018-06-15,Jupiter Investment Management Limited,PostNL N.V.,0.82,archive
NL0006237562,2018-06-15,Lansdowne Partners (UK) LLP,ARCADIS N.V.,1.92,archive
NL0000352565,2018-06-15,Marshall Wace LLP,Fugro N.V.,0.74,archive
NL0009739416,2018-06-15,Marshall Wace LLP,PostNL N.V.,0.72,archive
NL0000888691,2018-06-15,Millennium Capital Partners LLP,AMG Critical Materials N.V.,0.5,archive
NL0000888691,2018-06-15,Millennium International Management LP,AMG Critical Materials N.V.,0.9,archive
NL0010391025,2018-06-15,"PDT Partners, LLC",Pharming Group N.V.,0.6,archive
NL0009739416,2018-06-15,"WorldQuant, LLC",PostNL N.V.,0.86,archive
NL0000352565,2018-06-14,Capital Fund Management S.A.,Fugro N.V.,1.79,archive
NL0010558797,2018-06-14,Capital Fund Management S.A.,OCI N.V.,0.69,archive
NL0006237562,2018-06-14,GSA Capital Partners LLP,ARCADIS N.V.,0.5,archive
NL0000289213,2018-06-14,GSA Capital Partners LLP,Wereldhave N.V.,0.59,archive
NL0000888691,2018-06-14,Millennium International Management LP,AMG Critical Materials N.V.,0.55,archive
FR0013326246,2018-06-14,Omni Partners LLP,Unibail-Rodamco-Westfield SE,0.06,archive
NL0010391025,2018-06-14,"PDT Partners, LLC",Pharming Group N.V.,0.73,archive
NL0012866412,2018-06-14,Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.35,archive
NL0000337319,2018-06-14,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.81,archive
BE0003818359,2018-06-13,"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2.5,archive
NL0000352565,2018-06-13,Citadel Europe LLP,Fugro N.V.,0.8,archive
NL0000352565,2018-06-13,Jupiter Investment Management Limited,Fugro N.V.,1.0,archive
NL0000888691,2018-06-13,Millennium International Management LP,AMG Critical Materials N.V.,0.65,archive
NL0010391025,2018-06-13,"PDT Partners, LLC",Pharming Group N.V.,0.81,archive
NL0012866412,2018-06-13,Scopia Capital Management LP,BE Semiconductor Industries N.V.,3.1,archive
NL0009432491,2018-06-12,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,2.19,archive
BE0003818359,2018-06-12,"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2.49,archive
NL0012866412,2018-06-12,CQS (UK) LLP,BE Semiconductor Industries N.V.,0.91,archive
NL0009739416,2018-06-12,Jupiter Investment Management Limited,PostNL N.V.,0.7,archive
NL0009739416,2018-06-12,Marshall Wace LLP,PostNL N.V.,0.61,archive
NL0000387058,2018-06-12,Marshall Wace LLP,TomTom N.V.,0.61,archive
NL0000888691,2018-06-12,Millennium International Management LP,AMG Critical Materials N.V.,0.74,archive
NL0000352565,2018-06-12,RAM Active Investments SA,Fugro N.V.,0.47,archive
NL0012866412,2018-06-12,Scopia Capital Management LP,BE Semiconductor Industries N.V.,2.95,archive
NL0009739416,2018-06-12,Systematica Investments Limited,PostNL N.V.,0.5,archive
NL0000303709,2018-06-12,Viking Global Investors LP,AEGON Ltd.,0.89,archive
NL0000352565,2018-06-11,Capital Fund Management S.A.,Fugro N.V.,1.81,archive
NL0010558797,2018-06-11,Capital Fund Management S.A.,OCI N.V.,0.7,archive
NL0006237562,2018-06-11,Marshall Wace LLP,ARCADIS N.V.,1.7,archive
NL0000888691,2018-06-11,Millennium Capital Partners LLP,AMG Critical Materials N.V.,0.49,archive
NL0012866412,2018-06-11,Scopia Capital Management LP,BE Semiconductor Industries N.V.,2.88,archive
NL0000352565,2018-06-08,AHL Partners LLP,Fugro N.V.,1.19,archive
BE0003818359,2018-06-08,"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2.5,archive
NL0000360618,2018-06-08,"AQR Capital Management, LLC",SBM Offshore N.V.,2.21,archive
NL0000352565,2018-06-08,BlackRock Investment Management (UK) Limited,Fugro N.V.,0.51,archive
NL0009739416,2018-06-08,Jupiter Investment Management Limited,PostNL N.V.,0.62,archive
NL0000337319,2018-06-08,Linden Advisors LP,Koninklijke BAM Groep N.V.,0.58,archive
NL0000337319,2018-06-08,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.46,archive
NL0009739416,2018-06-08,Marshall Wace LLP,PostNL N.V.,0.52,archive
NL0000888691,2018-06-08,Millennium International Management LP,AMG Critical Materials N.V.,0.89,archive
NL0010391025,2018-06-08,"PDT Partners, LLC",Pharming Group N.V.,0.99,archive
NL0012866412,2018-06-08,Pictet Asset Management S.A.,BE Semiconductor Industries N.V.,0.54,archive
NL0000337319,2018-06-08,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.71,archive
BE0003818359,2018-06-07,"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2.49,archive
NL0000352565,2018-06-07,Capital Fund Management S.A.,Fugro N.V.,1.79,archive
NL0010558797,2018-06-07,Capital Fund Management S.A.,OCI N.V.,0.69,archive
NL0000337319,2018-06-07,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,0.86,archive
NL0000352565,2018-06-07,Marshall Wace LLP,Fugro N.V.,0.62,archive
NL0000387058,2018-06-07,Marshall Wace LLP,TomTom N.V.,0.53,archive
NL0000352565,2018-06-07,Systematica Investments Limited,Fugro N.V.,0.8,archive
NL0000303709,2018-06-07,Viking Global Investors LP,AEGON Ltd.,0.99,archive
NL0000337319,2018-06-07,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.67,archive
NL0000387058,2018-06-06,"Arrowstreet Capital, Limited Partnership",TomTom N.V.,0.7,archive
NL0009739416,2018-06-06,Capital Fund Management S.A.,PostNL N.V.,0.8,archive
NL0000337319,2018-06-06,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,0.91,archive
NL0011821392,2018-06-06,Lone Pine Capital LLC,Signify N.V.,1.4,archive
NL0010391025,2018-06-06,"PDT Partners, LLC",Pharming Group N.V.,1.02,archive
NL0000337319,2018-06-06,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.57,archive
NL0009739416,2018-06-06,"WorldQuant, LLC",PostNL N.V.,0.97,archive
BE0003818359,2018-06-05,AHL Partners LLP,Lakefront Biotherapeutics NV,0.59,archive
NL0000009082,2018-06-05,"AQR Capital Management, LLC",Koninklijke KPN N.V.,1.2,archive
NL0000387058,2018-06-05,"Arrowstreet Capital, Limited Partnership",TomTom N.V.,0.69,archive
NL0009739416,2018-06-05,"BlueMountain Capital Management, LLC",PostNL N.V.,0.49,archive
NL0000337319,2018-06-05,Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,0.86,archive
NL0000289213,2018-06-05,"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.48,archive
NL0000352565,2018-06-05,Lazard Asset Management LLC,Fugro N.V.,0.59,archive
