issuer_name,position_date,net_short_position,position_holder,isin,source
Alfen N.V.,2021-12-15,1.0,"Arrowstreet Capital, Limited Partnership",NL0012817175,archive
ArcelorMittal S.A.,2021-12-15,1.56,B&G Master Fund Plc,LU1598757687,archive
Basic-Fit N.V.,2021-12-15,0.78,Citadel Europe LLP,NL0011872650,archive
Unibail-Rodamco-Westfield SE,2021-12-15,0.71,Kintbury Capital LLP,FR0013326246,archive
SBM Offshore N.V.,2021-12-15,0.99,Marshall Wace LLP,NL0000360618,archive
Aperam S.A.,2021-12-15,0.9,Millennium Capital Partners LLP,LU0569974404,archive
Aperam S.A.,2021-12-15,0.51,Millennium International Management LP,LU0569974404,archive
ArcelorMittal S.A.,2021-12-14,1.87,B&G Master Fund Plc,LU1598757687,archive
AMG Critical Materials N.V.,2021-12-14,0.5,Citadel Advisors LLC,NL0000888691,archive
Basic-Fit N.V.,2021-12-14,0.84,Citadel Europe LLP,NL0011872650,archive
Alfen N.V.,2021-12-14,0.49,"D. E. Shaw & Co., L.P.",NL0012817175,archive
TomTom N.V.,2021-12-14,0.79,Marshall Wace LLP,NL0013332471,archive
AMG Critical Materials N.V.,2021-12-14,0.52,Qube Research & Technologies Ltd.,NL0000888691,archive
Galapagos NV,2021-12-14,0.93,Qube Research & Technologies Ltd.,BE0003818359,archive
Alfen N.V.,2021-12-13,0.5,"D. E. Shaw & Co., L.P.",NL0012817175,archive
PostNL N.V.,2021-12-13,2.5,Marshall Wace LLP,NL0009739416,archive
Aperam S.A.,2021-12-13,0.81,Millennium Capital Partners LLP,LU0569974404,archive
AMG Critical Materials N.V.,2021-12-13,0.47,"WorldQuant, LLC",NL0000888691,archive
Flow Traders Ltd.,2021-12-13,0.51,"WorldQuant, LLC",NL0011279492,archive
TomTom N.V.,2021-12-13,0.46,"WorldQuant, LLC",NL0013332471,archive
AMG Critical Materials N.V.,2021-12-10,0.45,Citadel Advisors LLC,NL0000888691,archive
Basic-Fit N.V.,2021-12-10,0.77,Citadel Europe LLP,NL0011872650,archive
AMG Critical Materials N.V.,2021-12-10,0.59,"WorldQuant, LLC",NL0000888691,archive
PostNL N.V.,2021-12-10,0.49,"WorldQuant, LLC",NL0009739416,archive
TomTom N.V.,2021-12-10,0.5,"WorldQuant, LLC",NL0013332471,archive
Basic-Fit N.V.,2021-12-09,0.81,Citadel Europe LLP,NL0011872650,archive
Unibail-Rodamco-Westfield SE,2021-12-09,0.61,Kintbury Capital LLP,FR0013326246,archive
AMG Critical Materials N.V.,2021-12-08,0.5,Citadel Advisors LLC,NL0000888691,archive
TomTom N.V.,2021-12-08,0.8,Marshall Wace LLP,NL0013332471,archive
Unibail-Rodamco-Westfield SE,2021-12-08,0.59,Marshall Wace LLP,FR0013326246,archive
Alfen N.V.,2021-12-07,0.48,"D. E. Shaw & Co., L.P.",NL0012817175,archive
Alfen N.V.,2021-12-07,0.79,Marshall Wace LLP,NL0012817175,archive
Galapagos NV,2021-12-07,1.07,Qube Research & Technologies Ltd.,BE0003818359,archive
AMG Critical Materials N.V.,2021-12-07,0.68,"WorldQuant, LLC",NL0000888691,archive
Alfen N.V.,2021-12-06,0.5,"D. E. Shaw & Co., L.P.",NL0012817175,archive
Unibail-Rodamco-Westfield SE,2021-12-06,0.58,Kintbury Capital LLP,FR0013326246,archive
PostNL N.V.,2021-12-06,2.41,Marshall Wace LLP,NL0009739416,archive
Unibail-Rodamco-Westfield SE,2021-12-06,0.64,Marshall Wace LLP,FR0013326246,archive
Signify N.V.,2021-12-06,0.32,Pictet Asset Management S.A.,NL0011821392,archive
AMG Critical Materials N.V.,2021-12-06,1.2,Systematica Investments Limited,NL0000888691,archive
AMG Critical Materials N.V.,2021-12-06,0.71,"WorldQuant, LLC",NL0000888691,archive
PostNL N.V.,2021-12-06,0.58,"WorldQuant, LLC",NL0009739416,archive
Basic-Fit N.V.,2021-12-03,0.7,Citadel Europe LLP,NL0011872650,archive
Aperam S.A.,2021-12-03,0.75,Millennium Capital Partners LLP,LU0569974404,archive
PostNL N.V.,2021-12-03,0.55,Millennium Capital Partners LLP,NL0009739416,archive
CM.com N.V.,2021-12-03,0.79,Whitebox Advisors LLC,NL0012747059,archive
Fugro N.V.,2021-12-03,0.69,"WorldQuant, LLC",NL00150003E1,archive
Unibail-Rodamco-Westfield SE,2021-12-02,0.63,Kintbury Capital LLP,FR0013326246,archive
PostNL N.V.,2021-12-02,2.35,Marshall Wace LLP,NL0009739416,archive
PostNL N.V.,2021-12-02,0.6,Millennium Capital Partners LLP,NL0009739416,archive
IMCD N.V.,2021-12-02,0.49,Millennium International Management LP,NL0010801007,archive
Galapagos NV,2021-12-02,1.1,Qube Research & Technologies Ltd.,BE0003818359,archive
AMG Critical Materials N.V.,2021-12-02,0.69,"WorldQuant, LLC",NL0000888691,archive
Unibail-Rodamco-Westfield SE,2021-12-01,0.51,Kintbury Capital LLP,FR0013326246,archive
TomTom N.V.,2021-12-01,0.73,Marshall Wace LLP,NL0013332471,archive
IMCD N.V.,2021-12-01,0.5,Millennium International Management LP,NL0010801007,archive
SBM Offshore N.V.,2021-11-30,0.51,"AQR Capital Management, LLC",NL0000360618,archive
Fugro N.V.,2021-11-30,1.61,BlackRock Investment Management (UK) Limited,NL00150003E1,archive
PostNL N.V.,2021-11-30,0.59,Millennium Capital Partners LLP,NL0009739416,archive
Koninklijke Vopak N.V.,2021-11-30,0.0,Millennium International Management LP,NL0009432491,archive
Koninklijke Vopak N.V.,2021-11-30,0.32,Qube Research & Technologies Ltd.,NL0009432491,archive
Basic-Fit N.V.,2021-11-29,0.69,Citadel Europe LLP,NL0011872650,archive
Unibail-Rodamco-Westfield SE,2021-11-29,0.62,Kintbury Capital LLP,FR0013326246,archive
Alfen N.V.,2021-11-29,0.88,Marshall Wace LLP,NL0012817175,archive
Koninklijke Vopak N.V.,2021-11-29,2.0,Millennium International Management LP,NL0009432491,archive
Galapagos NV,2021-11-29,1.09,Qube Research & Technologies Ltd.,BE0003818359,archive
Koninklijke Vopak N.V.,2021-11-29,0.59,Qube Research & Technologies Ltd.,NL0009432491,archive
Fugro N.V.,2021-11-29,0.75,"WorldQuant, LLC",NL00150003E1,archive
PostNL N.V.,2021-11-29,0.64,"WorldQuant, LLC",NL0009739416,archive
AMG Critical Materials N.V.,2021-11-26,0.49,Citadel Advisors LLC,NL0000888691,archive
TomTom N.V.,2021-11-26,0.49,Citadel Advisors LLC,NL0013332471,archive
Unibail-Rodamco-Westfield SE,2021-11-26,0.77,Kintbury Capital LLP,FR0013326246,archive
PostNL N.V.,2021-11-26,0.38,Kuvari Partners LLP,NL0009739416,archive
PostNL N.V.,2021-11-26,0.61,Millennium Capital Partners LLP,NL0009739416,archive
Koninklijke Vopak N.V.,2021-11-26,1.81,Millennium International Management LP,NL0009432491,archive
Galapagos NV,2021-11-26,1.1,Qube Research & Technologies Ltd.,BE0003818359,archive
Koninklijke Vopak N.V.,2021-11-26,0.6,Qube Research & Technologies Ltd.,NL0009432491,archive
AMG Critical Materials N.V.,2021-11-26,0.77,"WorldQuant, LLC",NL0000888691,archive
PostNL N.V.,2021-11-25,2.27,Marshall Wace LLP,NL0009739416,archive
SBM Offshore N.V.,2021-11-25,1.0,Marshall Wace LLP,NL0000360618,archive
Koninklijke Vopak N.V.,2021-11-25,1.6,Millennium International Management LP,NL0009432491,archive
AMG Critical Materials N.V.,2021-11-25,0.8,"WorldQuant, LLC",NL0000888691,archive
PostNL N.V.,2021-11-25,0.53,"WorldQuant, LLC",NL0009739416,archive
Unibail-Rodamco-Westfield SE,2021-11-24,0.78,Marshall Wace LLP,FR0013326246,archive
Koninklijke Vopak N.V.,2021-11-24,1.39,Millennium International Management LP,NL0009432491,archive
Signify N.V.,2021-11-23,0.46,Citadel Europe LLP,NL0011821392,archive
PostNL N.V.,2021-11-23,2.37,Marshall Wace LLP,NL0009739416,archive
Koninklijke Vopak N.V.,2021-11-23,1.18,Millennium International Management LP,NL0009432491,archive
CM.com N.V.,2021-11-23,0.8,Whitebox Advisors LLC,NL0012747059,archive
AMG Critical Materials N.V.,2021-11-22,0.59,Citadel Advisors LLC,NL0000888691,archive
TomTom N.V.,2021-11-22,0.5,Citadel Advisors LLC,NL0013332471,archive
PostNL N.V.,2021-11-22,0.52,Kuvari Partners LLP,NL0009739416,archive
PostNL N.V.,2021-11-22,2.4,Marshall Wace LLP,NL0009739416,archive
Koninklijke Vopak N.V.,2021-11-22,0.99,Millennium International Management LP,NL0009432491,archive
CM.com N.V.,2021-11-22,0.78,Whitebox Advisors LLC,NL0012747059,archive
Fugro N.V.,2021-11-22,0.88,"WorldQuant, LLC",NL00150003E1,archive
Basic-Fit N.V.,2021-11-19,0.78,Citadel Europe LLP,NL0011872650,archive
PostNL N.V.,2021-11-19,2.33,Marshall Wace LLP,NL0009739416,archive
Aperam S.A.,2021-11-19,0.6,Millennium Capital Partners LLP,LU0569974404,archive
Koninklijke Vopak N.V.,2021-11-19,0.81,Millennium International Management LP,NL0009432491,archive
Wereldhave N.V.,2021-11-19,0.92,Toscafund Asset Management LLP,NL0000289213,archive
PostNL N.V.,2021-11-18,2.25,Marshall Wace LLP,NL0009739416,archive
Aperam S.A.,2021-11-18,0.59,Millennium Capital Partners LLP,LU0569974404,archive
Koninklijke Vopak N.V.,2021-11-18,0.62,Millennium International Management LP,NL0009432491,archive
Koninklijke Vopak N.V.,2021-11-18,0.51,Qube Research & Technologies Ltd.,NL0009432491,archive
AMG Critical Materials N.V.,2021-11-18,0.71,"WorldQuant, LLC",NL0000888691,archive
Koninklijke Vopak N.V.,2021-11-17,0.47,"ExodusPoint Capital Management, LP",NL0009432491,archive
PostNL N.V.,2021-11-17,0.51,Millennium Capital Partners LLP,NL0009739416,archive
Koninklijke Vopak N.V.,2021-11-17,0.56,Millennium International Management LP,NL0009432491,archive
Galapagos NV,2021-11-17,1.01,Qube Research & Technologies Ltd.,BE0003818359,archive
AMG Critical Materials N.V.,2021-11-16,0.59,"PDT Partners, LLC",NL0000888691,archive
Fugro N.V.,2021-11-16,0.9,"WorldQuant, LLC",NL00150003E1,archive
ArcelorMittal S.A.,2021-11-15,2.2,B&G Master Fund Plc,LU1598757687,archive
Alfen N.V.,2021-11-15,0.96,Marshall Wace LLP,NL0012817175,archive
Fugro N.V.,2021-11-15,0.89,"WorldQuant, LLC",NL00150003E1,archive
Galapagos NV,2021-11-12,0.8,AHL Partners LLP,BE0003818359,archive
ArcelorMittal S.A.,2021-11-12,2.19,B&G Master Fund Plc,LU1598757687,archive
Pharming Group N.V.,2021-11-12,0.47,Linden Advisors LP,NL0010391025,archive
Unibail-Rodamco-Westfield SE,2021-11-12,0.8,Marshall Wace LLP,FR0013326246,archive
Aperam S.A.,2021-11-12,0.64,Millennium Capital Partners LLP,LU0569974404,archive
Galapagos NV,2021-11-12,0.82,Qube Research & Technologies Ltd.,BE0003818359,archive
Alfen N.V.,2021-11-11,1.05,Marshall Wace LLP,NL0012817175,archive
PostNL N.V.,2021-11-11,2.14,Marshall Wace LLP,NL0009739416,archive
PostNL N.V.,2021-11-11,0.42,Millennium Capital Partners LLP,NL0009739416,archive
Galapagos NV,2021-11-11,0.78,Qube Research & Technologies Ltd.,BE0003818359,archive
AMG Critical Materials N.V.,2021-11-11,0.6,"WorldQuant, LLC",NL0000888691,archive
Fugro N.V.,2021-11-11,0.9,"WorldQuant, LLC",NL00150003E1,archive
AMG Critical Materials N.V.,2021-11-10,0.68,Citadel Advisors LLC,NL0000888691,archive
Pharming Group N.V.,2021-11-10,0.43,Citadel Advisors LLC,NL0010391025,archive
PostNL N.V.,2021-11-10,0.45,Millennium International Management LP,NL0009739416,archive
Fugro N.V.,2021-11-09,1.5,BlackRock Investment Management (UK) Limited,NL00150003E1,archive
Basic-Fit N.V.,2021-11-09,0.85,Citadel Europe LLP,NL0011872650,archive
Signify N.V.,2021-11-09,0.5,Citadel Europe LLP,NL0011821392,archive
Basic-Fit N.V.,2021-11-09,0.56,"D. E. Shaw & Co. (London), LLP",NL0011872650,archive
Alfen N.V.,2021-11-09,0.9,Marshall Wace LLP,NL0012817175,archive
PostNL N.V.,2021-11-09,2.0,Marshall Wace LLP,NL0009739416,archive
PostNL N.V.,2021-11-09,0.51,Millennium International Management LP,NL0009739416,archive
SBM Offshore N.V.,2021-11-08,0.49,"AQR Capital Management, LLC",NL0000360618,archive
ArcelorMittal S.A.,2021-11-08,2.2,B&G Master Fund Plc,LU1598757687,archive
Basic-Fit N.V.,2021-11-08,0.92,Citadel Europe LLP,NL0011872650,archive
Basic-Fit N.V.,2021-11-08,0.57,Highbridge Capital Management LLC,NL0011872650,archive
PostNL N.V.,2021-11-08,1.92,Marshall Wace LLP,NL0009739416,archive
AMG Critical Materials N.V.,2021-11-08,0.5,"WorldQuant, LLC",NL0000888691,archive
ArcelorMittal S.A.,2021-11-05,2.19,B&G Master Fund Plc,LU1598757687,archive
Signify N.V.,2021-11-05,0.48,Citadel Europe LLP,NL0011821392,archive
AMG Critical Materials N.V.,2021-11-05,0.79,"Connor, Clark & Lunn Investment Management Ltd.",NL0000888691,archive
Alfen N.V.,2021-11-05,0.88,Marshall Wace LLP,NL0012817175,archive
PostNL N.V.,2021-11-05,0.56,Millennium Capital Partners LLP,NL0009739416,archive
Wereldhave N.V.,2021-11-05,0.48,Millennium International Management LP,NL0000289213,archive
Fugro N.V.,2021-11-05,0.8,"WorldQuant, LLC",NL00150003E1,archive
Basic-Fit N.V.,2021-11-04,0.83,Citadel Europe LLP,NL0011872650,archive
Basic-Fit N.V.,2021-11-04,0.6,"D. E. Shaw & Co. (London), LLP",NL0011872650,archive
Basic-Fit N.V.,2021-11-04,0.63,Highbridge Capital Management LLC,NL0011872650,archive
TomTom N.V.,2021-11-04,0.6,Marshall Wace LLP,NL0013332471,archive
PostNL N.V.,2021-11-04,0.65,Millennium International Management LP,NL0009739416,archive
Wereldhave N.V.,2021-11-04,0.58,Millennium International Management LP,NL0000289213,archive
Galapagos NV,2021-11-04,0.61,Qube Research & Technologies Ltd.,BE0003818359,archive
AMG Critical Materials N.V.,2021-11-04,1.11,Systematica Investments Limited,NL0000888691,archive
Fugro N.V.,2021-11-04,0.68,"WorldQuant, LLC",NL00150003E1,archive
Galapagos NV,2021-11-03,0.78,AHL Partners LLP,BE0003818359,archive
ArcelorMittal S.A.,2021-11-03,2.2,B&G Master Fund Plc,LU1598757687,archive
AMG Critical Materials N.V.,2021-11-03,0.74,Citadel Advisors LLC,NL0000888691,archive
Unibail-Rodamco-Westfield SE,2021-11-03,0.42,Kintbury Capital LLP,FR0013326246,archive
PostNL N.V.,2021-11-03,1.82,Marshall Wace LLP,NL0009739416,archive
Aperam S.A.,2021-11-03,0.53,Millennium Capital Partners LLP,LU0569974404,archive
AMG Critical Materials N.V.,2021-11-03,0.68,"PDT Partners, LLC",NL0000888691,archive
Fugro N.V.,2021-11-03,0.54,"WorldQuant, LLC",NL00150003E1,archive
Alfen N.V.,2021-11-02,0.99,"Arrowstreet Capital, Limited Partnership",NL0012817175,archive
AMG Critical Materials N.V.,2021-11-02,0.83,Citadel Advisors LLC,NL0000888691,archive
Pharming Group N.V.,2021-11-02,0.5,Citadel Advisors LLC,NL0010391025,archive
Signify N.V.,2021-11-02,0.5,Citadel Europe LLP,NL0011821392,archive
PostNL N.V.,2021-11-02,1.75,Marshall Wace LLP,NL0009739416,archive
Galapagos NV,2021-11-01,0.8,AHL Partners LLP,BE0003818359,archive
AMG Critical Materials N.V.,2021-11-01,0.76,Citadel Advisors LLC,NL0000888691,archive
Pharming Group N.V.,2021-11-01,0.49,Citadel Advisors LLC,NL0010391025,archive
AMG Critical Materials N.V.,2021-11-01,0.36,Qube Research & Technologies Ltd.,NL0000888691,archive
TomTom N.V.,2021-11-01,0.48,"WorldQuant, LLC",NL0013332471,archive
SBM Offshore N.V.,2021-10-29,0.51,"AQR Capital Management, LLC",NL0000360618,archive
AMG Critical Materials N.V.,2021-10-29,0.82,Citadel Advisors LLC,NL0000888691,archive
Signify N.V.,2021-10-29,0.47,Citadel Advisors LLC,NL0011821392,archive
Signify N.V.,2021-10-29,0.48,Citadel Europe LLP,NL0011821392,archive
PostNL N.V.,2021-10-29,1.6,Marshall Wace LLP,NL0009739416,archive
SBM Offshore N.V.,2021-10-29,0.9,Marshall Wace LLP,NL0000360618,archive
PostNL N.V.,2021-10-29,0.65,Millennium Capital Partners LLP,NL0009739416,archive
AMG Critical Materials N.V.,2021-10-29,0.75,"PDT Partners, LLC",NL0000888691,archive
AMG Critical Materials N.V.,2021-10-29,0.52,Qube Research & Technologies Ltd.,NL0000888691,archive
Galapagos NV,2021-10-29,0.5,Qube Research & Technologies Ltd.,BE0003818359,archive
Fugro N.V.,2021-10-28,1.4,BlackRock Investment Management (UK) Limited,NL00150003E1,archive
AMG Critical Materials N.V.,2021-10-28,0.98,Citadel Advisors LLC,NL0000888691,archive
Pharming Group N.V.,2021-10-28,0.56,Citadel Advisors LLC,NL0010391025,archive
Signify N.V.,2021-10-28,0.51,Citadel Advisors LLC,NL0011821392,archive
BE Semiconductor Industries N.V.,2021-10-28,0.54,CQS (UK) LLP,NL0012866412,archive
Unibail-Rodamco-Westfield SE,2021-10-28,0.52,Kintbury Capital LLP,FR0013326246,archive
PostNL N.V.,2021-10-28,0.73,Kuvari Partners LLP,NL0009739416,archive
Alfen N.V.,2021-10-28,0.99,Marshall Wace LLP,NL0012817175,archive
Koninklijke Vopak N.V.,2021-10-28,0.49,Marshall Wace LLP,NL0009432491,archive
PostNL N.V.,2021-10-28,0.59,Millennium Capital Partners LLP,NL0009739416,archive
AMG Critical Materials N.V.,2021-10-28,0.91,"PDT Partners, LLC",NL0000888691,archive
ARCADIS N.V.,2021-10-28,0.52,Pelham Capital Ltd.,NL0006237562,archive
Fugro N.V.,2021-10-27,1.31,BlackRock Investment Management (UK) Limited,NL00150003E1,archive
Signify N.V.,2021-10-27,0.45,Citadel Advisors LLC,NL0011821392,archive
BE Semiconductor Industries N.V.,2021-10-27,1.03,Lone Pine Capital LLC,NL0012866412,archive
PostNL N.V.,2021-10-27,1.5,Marshall Wace LLP,NL0009739416,archive
Galapagos NV,2021-10-26,0.44,Qube Research & Technologies Ltd.,BE0003818359,archive
AMG Critical Materials N.V.,2021-10-26,1.0,Systematica Investments Limited,NL0000888691,archive
Fugro N.V.,2021-10-25,1.27,BlackRock Investment Management (UK) Limited,NL00150003E1,archive
Koninklijke Vopak N.V.,2021-10-25,0.59,"ExodusPoint Capital Management, LP",NL0009432491,archive
CM.com N.V.,2021-10-25,0.66,Whitebox Advisors LLC,NL0012747059,archive
AMG Critical Materials N.V.,2021-10-22,0.73,Citadel Advisors LLC,NL0000888691,archive
Unibail-Rodamco-Westfield SE,2021-10-22,0.41,Kintbury Capital LLP,FR0013326246,archive
TomTom N.V.,2021-10-22,0.5,Marshall Wace LLP,NL0013332471,archive
Fugro N.V.,2021-10-21,1.06,BlackRock Investment Management (UK) Limited,NL00150003E1,archive
Fugro N.V.,2021-10-21,0.49,Capital Fund Management S.A.,NL00150003E1,archive
Signify N.V.,2021-10-21,0.57,Citadel Europe LLP,NL0011821392,archive
PostNL N.V.,2021-10-21,1.43,Marshall Wace LLP,NL0009739416,archive
Unibail-Rodamco-Westfield SE,2021-10-21,0.79,Marshall Wace LLP,FR0013326246,archive
BE Semiconductor Industries N.V.,2021-10-21,0.45,Millennium International Management LP,NL0012866412,archive
Galapagos NV,2021-10-21,0.5,Qube Research & Technologies Ltd.,BE0003818359,archive
CM.com N.V.,2021-10-21,0.5,Whitebox Advisors LLC,NL0012747059,archive
TomTom N.V.,2021-10-21,0.53,"WorldQuant, LLC",NL0013332471,archive
Galapagos NV,2021-10-20,0.71,AHL Partners LLP,BE0003818359,archive
Fugro N.V.,2021-10-20,0.96,BlackRock Investment Management (UK) Limited,NL00150003E1,archive
Signify N.V.,2021-10-20,0.5,Citadel Advisors LLC,NL0011821392,archive
PostNL N.V.,2021-10-20,0.63,Kuvari Partners LLP,NL0009739416,archive
Koninklijke Vopak N.V.,2021-10-20,0.52,Marshall Wace LLP,NL0009432491,archive
PostNL N.V.,2021-10-20,1.39,Marshall Wace LLP,NL0009739416,archive
Unibail-Rodamco-Westfield SE,2021-10-20,0.8,Marshall Wace LLP,FR0013326246,archive
TomTom N.V.,2021-10-20,0.49,"WorldQuant, LLC",NL0013332471,archive
Signify N.V.,2021-10-19,0.48,Citadel Advisors LLC,NL0011821392,archive
Alfen N.V.,2021-10-19,0.49,"D. E. Shaw & Co., L.P.",NL0012817175,archive
PostNL N.V.,2021-10-19,0.59,Kuvari Partners LLP,NL0009739416,archive
PostNL N.V.,2021-10-19,1.4,Marshall Wace LLP,NL0009739416,archive
Unibail-Rodamco-Westfield SE,2021-10-18,0.58,Kintbury Capital LLP,FR0013326246,archive
Signify N.V.,2021-10-15,0.49,Citadel Europe LLP,NL0011821392,archive
Koninklijke Vopak N.V.,2021-10-15,0.6,"ExodusPoint Capital Management, LP",NL0009432491,archive
Unibail-Rodamco-Westfield SE,2021-10-15,0.49,Kintbury Capital LLP,FR0013326246,archive
Pharming Group N.V.,2021-10-15,0.58,Linden Advisors LP,NL0010391025,archive
SBM Offshore N.V.,2021-10-15,0.89,Marshall Wace LLP,NL0000360618,archive
Fugro N.V.,2021-10-14,0.72,BlackRock Investment Management (UK) Limited,NL00150003E1,archive
Koninklijke BAM Groep N.V.,2021-10-14,0.49,Citadel Advisors LLC,NL0000337319,archive
Wereldhave N.V.,2021-10-14,0.49,Millennium International Management LP,NL0000289213,archive
Galapagos NV,2021-10-14,0.47,Qube Research & Technologies Ltd.,BE0003818359,archive
Galapagos NV,2021-10-13,0.61,AHL Partners LLP,BE0003818359,archive
Koninklijke BAM Groep N.V.,2021-10-13,0.5,Citadel Advisors LLC,NL0000337319,archive
Signify N.V.,2021-10-13,0.52,Citadel Advisors LLC,NL0011821392,archive
Alfen N.V.,2021-10-13,1.09,Marshall Wace LLP,NL0012817175,archive
Koninklijke Vopak N.V.,2021-10-13,0.48,Marshall Wace LLP,NL0009432491,archive
Galapagos NV,2021-10-13,0.51,Qube Research & Technologies Ltd.,BE0003818359,archive
Galapagos NV,2021-10-12,0.59,AHL Partners LLP,BE0003818359,archive
Fugro N.V.,2021-10-12,0.66,BlackRock Investment Management (UK) Limited,NL00150003E1,archive
BE Semiconductor Industries N.V.,2021-10-12,0.97,Lone Pine Capital LLC,NL0012866412,archive
PostNL N.V.,2021-10-12,1.32,Marshall Wace LLP,NL0009739416,archive
Signify N.V.,2021-10-11,0.48,Citadel Advisors LLC,NL0011821392,archive
BE Semiconductor Industries N.V.,2021-10-11,0.61,Lone Pine Capital LLC,NL0012866412,archive
ARCADIS N.V.,2021-10-11,0.49,Marshall Wace LLP,NL0006237562,archive
PostNL N.V.,2021-10-11,1.29,Marshall Wace LLP,NL0009739416,archive
Alfen N.V.,2021-10-08,0.51,"D. E. Shaw & Co., L.P.",NL0012817175,archive
Koninklijke Vopak N.V.,2021-10-08,0.5,"ExodusPoint Capital Management, LP",NL0009432491,archive
Galapagos NV,2021-10-08,0.67,Qube Research & Technologies Ltd.,BE0003818359,archive
Unibail-Rodamco-Westfield SE,2021-10-08,0.48,Tiger Global Management LLC,FR0013326246,archive
