issuer_name,position_date,isin,net_short_position,position_holder,source
Koninklijke Vopak N.V.,2016-12-16,NL0009432491,0.58,Marshall Wace LLP,archive
TomTom N.V.,2016-12-16,NL0000387058,0.49,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,2016-12-16,NL0009269109,0.67,Susquehanna International Securities Limited,archive
Wereldhave N.V.,2016-12-15,NL0000289213,0.86,BlackRock Investment Management (UK) Limited,archive
PostNL N.V.,2016-12-15,NL0009739416,1.8,Marshall Wace LLP,archive
TomTom N.V.,2016-12-15,NL0000387058,0.5,Marshall Wace LLP,archive
Wereldhave N.V.,2016-12-15,NL0000289213,0.71,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,2016-12-15,NL0009269109,0.59,Susquehanna International Securities Limited,archive
ARCADIS N.V.,2016-12-15,NL0006237562,1.05,TT International,archive
Wereldhave N.V.,2016-12-15,NL0000289213,1.11,"WorldQuant, LLC",archive
Aperam S.A.,2016-12-14,LU0569974404,0.35,Adage Capital Management L.P.,archive
OCI N.V.,2016-12-14,NL0010558797,0.69,"AQR Capital Management, LLC",archive
ARCADIS N.V.,2016-12-14,NL0006237562,0.98,Marshall Wace LLP,archive
TomTom N.V.,2016-12-14,NL0000387058,0.49,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,2016-12-14,NL0009269109,0.44,Susquehanna International Securities Limited,archive
ARCADIS N.V.,2016-12-14,NL0006237562,0.97,TT International,archive
Aperam S.A.,2016-12-13,LU0569974404,0.54,Adage Capital Management L.P.,archive
SBM Offshore N.V.,2016-12-13,NL0000360618,0.54,"BlackRock Institutional Trust Company, National Association",archive
Wereldhave N.V.,2016-12-13,NL0000289213,0.7,"BlackRock Institutional Trust Company, National Association",archive
Wereldhave N.V.,2016-12-13,NL0000289213,0.79,BlackRock Investment Management (UK) Limited,archive
Fugro N.V.,2016-12-13,NL0000352565,0.41,Sculptor Capital Management Europe Limited,archive
Fugro N.V.,2016-12-13,NL0000352565,1.08,UBS Asset Management (UK) Ltd.,archive
Aperam S.A.,2016-12-12,LU0569974404,1.05,Adage Capital Management L.P.,archive
SBM Offshore N.V.,2016-12-12,NL0000360618,0.49,"BlackRock Institutional Trust Company, National Association",archive
PostNL N.V.,2016-12-12,NL0009739416,1.72,Marshall Wace LLP,archive
SBM Offshore N.V.,2016-12-12,NL0000360618,0.49,Marshall Wace LLP,archive
Wereldhave N.V.,2016-12-12,NL0000289213,0.67,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,2016-12-12,NL0009269109,0.54,Susquehanna International Securities Limited,archive
Signify N.V.,2016-12-12,NL0011821392,2.21,Tybourne Capital Management (HK) Limited,archive
Aperam S.A.,2016-12-09,LU0569974404,1.2,Adage Capital Management L.P.,archive
Wereldhave N.V.,2016-12-09,NL0000289213,0.8,BlackRock Investment Management (UK) Limited,archive
SBM Offshore N.V.,2016-12-09,NL0000360618,0.79,Capital Fund Management S.A.,archive
Koninklijke Heijmans N.V.,2016-12-09,NL0009269109,0.71,GSA Capital Partners LLP,archive
Koninklijke Vopak N.V.,2016-12-09,NL0009432491,0.61,Marshall Wace LLP,archive
PostNL N.V.,2016-12-09,NL0009739416,1.63,Marshall Wace LLP,archive
Fugro N.V.,2016-12-09,NL0000352565,0.63,Sculptor Capital Management Europe Limited,archive
TomTom N.V.,2016-12-09,NL0000387058,0.49,Systematica Investments Limited,archive
Signify N.V.,2016-12-09,NL0011821392,2.06,Tybourne Capital Management (HK) Limited,archive
ArcelorMittal S.A.,2016-12-08,LU0323134006,1.05,"AQR Capital Management, LLC",archive
Aperam S.A.,2016-12-08,LU0569974404,0.55,BNP Paribas S.A.,archive
PostNL N.V.,2016-12-08,NL0009739416,1.46,Marshall Wace LLP,archive
Signify N.V.,2016-12-08,NL0011821392,1.99,Tybourne Capital Management (HK) Limited,archive
Fugro N.V.,2016-12-08,NL0000352565,1.39,UBS Asset Management (UK) Ltd.,archive
Aperam S.A.,2016-12-07,LU0569974404,1.37,Adage Capital Management L.P.,archive
Aperam S.A.,2016-12-07,LU0569974404,1.87,"Angelo, Gordon & Co. L.P.",archive
AEGON Ltd.,2016-12-07,NL0000303709,0.69,"AQR Capital Management, LLC",archive
Brunel International N.V.,2016-12-07,NL0010776944,0.49,BlackRock Investment Management (UK) Limited,archive
Fugro N.V.,2016-12-07,NL0000352565,0.59,BNP Paribas S.A.,archive
PostNL N.V.,2016-12-07,NL0009739416,1.21,Marshall Wace LLP,archive
SBM Offshore N.V.,2016-12-07,NL0000360618,0.57,Marshall Wace LLP,archive
TomTom N.V.,2016-12-07,NL0000387058,0.49,"PDT Partners, LLC",archive
Fugro N.V.,2016-12-07,NL0000352565,0.93,Sculptor Capital Management Europe Limited,archive
Signify N.V.,2016-12-07,NL0011821392,1.77,Tybourne Capital Management (HK) Limited,archive
PostNL N.V.,2016-12-07,NL0009739416,0.0,White Square Partners Fund LP,archive
Fugro N.V.,2016-12-06,NL0000352565,0.68,"AQR Capital Management, LLC",archive
Koninklijke BAM Groep N.V.,2016-12-06,NL0000337319,0.49,Marshall Wace LLP,archive
TomTom N.V.,2016-12-06,NL0000387058,0.5,Marshall Wace LLP,archive
TomTom N.V.,2016-12-06,NL0000387058,0.51,"PDT Partners, LLC",archive
ARCADIS N.V.,2016-12-06,NL0006237562,0.84,TT International,archive
TomTom N.V.,2016-12-05,NL0000387058,0.47,AHL Partners LLP,archive
Aperam S.A.,2016-12-05,LU0569974404,0.81,BNP Paribas S.A.,archive
Akzo Nobel N.V.,2016-12-05,NL0000009132,0.61,Citadel Europe LLP,archive
Koninklijke BAM Groep N.V.,2016-12-05,NL0000337319,0.5,Marshall Wace LLP,archive
Koninklijke Vopak N.V.,2016-12-05,NL0009432491,0.51,Marshall Wace LLP,archive
PostNL N.V.,2016-12-05,NL0009739416,0.74,Marshall Wace LLP,archive
Wereldhave N.V.,2016-12-05,NL0000289213,0.7,Marshall Wace LLP,archive
TomTom N.V.,2016-12-05,NL0000387058,0.49,"PDT Partners, LLC",archive
Aperam S.A.,2016-12-02,LU0569974404,1.69,Adage Capital Management L.P.,archive
TomTom N.V.,2016-12-02,NL0000387058,0.5,AHL Partners LLP,archive
PostNL N.V.,2016-12-02,NL0009739416,0.63,Marshall Wace LLP,archive
SBM Offshore N.V.,2016-12-02,NL0000360618,0.68,Marshall Wace LLP,archive
TomTom N.V.,2016-12-02,NL0000387058,0.49,Marshall Wace LLP,archive
Fugro N.V.,2016-12-02,NL0000352565,1.01,Sculptor Capital Management Europe Limited,archive
Aperam S.A.,2016-12-01,LU0569974404,1.76,Adage Capital Management L.P.,archive
OCI N.V.,2016-12-01,NL0010558797,0.79,"AQR Capital Management, LLC",archive
Akzo Nobel N.V.,2016-12-01,NL0000009132,0.57,Citadel Europe LLP,archive
TomTom N.V.,2016-12-01,NL0000387058,0.99,JPMorgan Asset Management (UK) Ltd.,archive
PostNL N.V.,2016-12-01,NL0009739416,0.56,Marshall Wace LLP,archive
Wereldhave N.V.,2016-12-01,NL0000289213,0.69,Marshall Wace LLP,archive
TomTom N.V.,2016-12-01,NL0000387058,0.5,"PDT Partners, LLC",archive
Aperam S.A.,2016-11-30,LU0569974404,1.8,Adage Capital Management L.P.,archive
SBM Offshore N.V.,2016-11-30,NL0000360618,0.72,Marshall Wace LLP,archive
ARCADIS N.V.,2016-11-30,NL0006237562,0.49,"WorldQuant, LLC",archive
Wereldhave N.V.,2016-11-30,NL0000289213,1.02,"WorldQuant, LLC",archive
ArcelorMittal S.A.,2016-11-29,LU0323134006,1.28,"AQR Capital Management, LLC",archive
Aperam S.A.,2016-11-29,LU0569974404,0.76,BNP Paribas S.A.,archive
SBM Offshore N.V.,2016-11-28,NL0000360618,0.52,"BlackRock Institutional Trust Company, National Association",archive
SBM Offshore N.V.,2016-11-28,NL0000360618,0.89,Capital Fund Management S.A.,archive
SBM Offshore N.V.,2016-11-28,NL0000360618,0.62,Marshall Wace LLP,archive
Aperam S.A.,2016-11-25,LU0569974404,1.74,"Angelo, Gordon & Co. L.P.",archive
Wereldhave N.V.,2016-11-25,NL0000289213,0.64,"BlackRock Institutional Trust Company, National Association",archive
Aperam S.A.,2016-11-25,LU0569974404,0.8,BNP Paribas S.A.,archive
Akzo Nobel N.V.,2016-11-25,NL0000009132,0.49,Citadel Europe LLP,archive
TomTom N.V.,2016-11-25,NL0000387058,0.58,Marshall Wace LLP,archive
Wereldhave N.V.,2016-11-25,NL0000289213,0.78,Marshall Wace LLP,archive
Aperam S.A.,2016-11-24,LU0569974404,1.45,"Angelo, Gordon & Co. L.P.",archive
Wereldhave N.V.,2016-11-24,NL0000289213,0.59,"BlackRock Institutional Trust Company, National Association",archive
Koninklijke Heijmans N.V.,2016-11-24,NL0009269109,0.62,GSA Capital Partners LLP,archive
ARCADIS N.V.,2016-11-24,NL0006237562,0.94,TT International,archive
Wereldhave N.V.,2016-11-24,NL0000289213,0.91,"WorldQuant, LLC",archive
Aperam S.A.,2016-11-23,LU0569974404,1.96,Adage Capital Management L.P.,archive
Wereldhave N.V.,2016-11-23,NL0000289213,0.6,"BlackRock Institutional Trust Company, National Association",archive
Akzo Nobel N.V.,2016-11-23,NL0000009132,0.5,Citadel Europe LLP,archive
ARCADIS N.V.,2016-11-23,NL0006237562,1.0,Marshall Wace LLP,archive
SBM Offshore N.V.,2016-11-22,NL0000360618,0.51,Marshall Wace LLP,archive
Wereldhave N.V.,2016-11-22,NL0000289213,0.82,Marshall Wace LLP,archive
Aperam S.A.,2016-11-21,LU0569974404,2.16,Adage Capital Management L.P.,archive
TomTom N.V.,2016-11-21,NL0000387058,0.49,AHL Partners LLP,archive
Aperam S.A.,2016-11-21,LU0569974404,0.73,BNP Paribas S.A.,archive
Akzo Nobel N.V.,2016-11-21,NL0000009132,0.48,Citadel Europe LLP,archive
Aperam S.A.,2016-11-21,LU0569974404,2.6,CQS (UK) LLP,archive
Wereldhave N.V.,2016-11-21,NL0000289213,0.79,Marshall Wace LLP,archive
TomTom N.V.,2016-11-21,NL0000387058,0.49,"PDT Partners, LLC",archive
ARCADIS N.V.,2016-11-21,NL0006237562,0.5,"WorldQuant, LLC",archive
Aperam S.A.,2016-11-18,LU0569974404,2.28,Adage Capital Management L.P.,archive
Koninklijke BAM Groep N.V.,2016-11-18,NL0000337319,0.5,"Algert Global, LLC",archive
Fugro N.V.,2016-11-18,NL0000352565,0.49,Arrowgrass Capital Partners LLP,archive
Akzo Nobel N.V.,2016-11-18,NL0000009132,0.52,Citadel Europe LLP,archive
Fugro N.V.,2016-11-18,NL0000352565,0.97,HBK Investments LP,archive
TomTom N.V.,2016-11-18,NL0000387058,0.61,Marshall Wace LLP,archive
Wereldhave N.V.,2016-11-18,NL0000289213,0.8,Marshall Wace LLP,archive
TomTom N.V.,2016-11-17,NL0000387058,0.5,AHL Partners LLP,archive
OCI N.V.,2016-11-17,NL0010558797,0.88,"AQR Capital Management, LLC",archive
Wereldhave N.V.,2016-11-17,NL0000289213,0.7,Capital Fund Management S.A.,archive
Akzo Nobel N.V.,2016-11-17,NL0000009132,0.61,Citadel Europe LLP,archive
Signify N.V.,2016-11-17,NL0011821392,1.56,Tybourne Capital Management (HK) Limited,archive
Fugro N.V.,2016-11-17,NL0000352565,1.47,UBS Asset Management (UK) Ltd.,archive
PostNL N.V.,2016-11-17,NL0009739416,0.7,White Square Partners Fund LP,archive
Fugro N.V.,2016-11-16,NL0000352565,0.78,"AQR Capital Management, LLC",archive
Wereldhave N.V.,2016-11-16,NL0000289213,0.5,"BlackRock Institutional Trust Company, National Association",archive
Signify N.V.,2016-11-16,NL0011821392,0.84,"Coatue Management, L.L.C.",archive
Fugro N.V.,2016-11-16,NL0000352565,1.31,UBS Asset Management (UK) Ltd.,archive
Wereldhave N.V.,2016-11-15,NL0000289213,0.72,Marshall Wace LLP,archive
Galapagos NV,2016-11-15,BE0003818359,0.51,Oxford Asset Management,archive
SBM Offshore N.V.,2016-11-15,NL0000360618,0.61,Oxford Asset Management,archive
PostNL N.V.,2016-11-15,NL0009739416,0.63,White Square Partners Fund LP,archive
ARCADIS N.V.,2016-11-14,NL0006237562,0.95,Marshall Wace LLP,archive
TomTom N.V.,2016-11-14,NL0000387058,0.56,Marshall Wace LLP,archive
ARCADIS N.V.,2016-11-14,NL0006237562,0.86,TT International,archive
Aperam S.A.,2016-11-11,LU0569974404,2.35,Adage Capital Management L.P.,archive
Koninklijke Vopak N.V.,2016-11-11,NL0009432491,0.49,"AQR Capital Management, LLC",archive
TomTom N.V.,2016-11-11,NL0000387058,0.6,Marshall Wace LLP,archive
ARCADIS N.V.,2016-11-11,NL0006237562,0.92,TT International,archive
Signify N.V.,2016-11-11,NL0011821392,1.4,Tybourne Capital Management (HK) Limited,archive
Aperam S.A.,2016-11-10,LU0569974404,2.48,Adage Capital Management L.P.,archive
TomTom N.V.,2016-11-10,NL0000387058,0.48,AHL Partners LLP,archive
Koninklijke BAM Groep N.V.,2016-11-10,NL0000337319,0.45,BlackRock Investment Management (UK) Limited,archive
Wereldhave N.V.,2016-11-10,NL0000289213,0.79,BlackRock Investment Management (UK) Limited,archive
ARCADIS N.V.,2016-11-10,NL0006237562,0.83,Marshall Wace LLP,archive
TomTom N.V.,2016-11-10,NL0000387058,1.04,Marshall Wace LLP,archive
Wereldhave N.V.,2016-11-10,NL0000289213,0.61,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2016-11-10,NL0000337319,0.49,Oxford Asset Management,archive
Signify N.V.,2016-11-10,NL0011821392,1.36,Tybourne Capital Management (HK) Limited,archive
PostNL N.V.,2016-11-10,NL0009739416,0.56,White Square Partners Fund LP,archive
Wereldhave N.V.,2016-11-09,NL0000289213,0.61,Capital Fund Management S.A.,archive
Wereldhave N.V.,2016-11-09,NL0000289213,0.7,Citadel Advisors LLC,archive
ARCADIS N.V.,2016-11-09,NL0006237562,0.68,"Lucerne Capital Management, L.P.",archive
TomTom N.V.,2016-11-09,NL0000387058,1.12,Marshall Wace LLP,archive
Wereldhave N.V.,2016-11-09,NL0000289213,0.5,Marshall Wace LLP,archive
Wereldhave N.V.,2016-11-09,NL0000289213,0.48,Millennium International Management LP,archive
TomTom N.V.,2016-11-09,NL0000387058,0.52,"PDT Partners, LLC",archive
ArcelorMittal S.A.,2016-11-08,LU0323134006,0.21,Adage Capital Management L.P.,archive
ASML Holding N.V.,2016-11-08,NL0010273215,0.49,"AQR Capital Management, LLC",archive
Fugro N.V.,2016-11-08,NL0000352565,0.87,"AQR Capital Management, LLC",archive
Fugro N.V.,2016-11-08,NL0000352565,1.13,JPMorgan Asset Management (UK) Ltd.,archive
ARCADIS N.V.,2016-11-08,NL0006237562,0.72,Marshall Wace LLP,archive
TomTom N.V.,2016-11-08,NL0000387058,1.22,Marshall Wace LLP,archive
Fugro N.V.,2016-11-08,NL0000352565,0.95,Sculptor Capital Management Europe Limited,archive
ASML Holding N.V.,2016-11-07,NL0010273215,0.5,"AQR Capital Management, LLC",archive
Signify N.V.,2016-11-07,NL0011821392,1.2,Tybourne Capital Management (HK) Limited,archive
PostNL N.V.,2016-11-04,NL0009739416,0.44,BlackRock Investment Management (UK) Limited,archive
Wereldhave N.V.,2016-11-04,NL0000289213,0.88,BlackRock Investment Management (UK) Limited,archive
Wereldhave N.V.,2016-11-04,NL0000289213,0.63,Citadel Advisors LLC,archive
Koninklijke Heijmans N.V.,2016-11-04,NL0009269109,0.5,GSA Capital Partners LLP,archive
SBM Offshore N.V.,2016-11-04,NL0000360618,0.59,Oxford Asset Management,archive
Koninklijke BAM Groep N.V.,2016-11-03,NL0000337319,0.59,BlackRock Investment Management (UK) Limited,archive
PostNL N.V.,2016-11-03,NL0009739416,0.59,BlackRock Investment Management (UK) Limited,archive
Koninklijke Heijmans N.V.,2016-11-03,NL0009269109,0.49,GSA Capital Partners LLP,archive
TomTom N.V.,2016-11-03,NL0000387058,1.37,Marshall Wace LLP,archive
Galapagos NV,2016-11-03,BE0003818359,0.45,Millennium International Management LP,archive
SBM Offshore N.V.,2016-11-03,NL0000360618,0.6,Oxford Asset Management,archive
TomTom N.V.,2016-11-03,NL0000387058,0.61,Oxford Asset Management,archive
Koninklijke KPN N.V.,2016-11-02,NL0000009082,0.8,"AQR Capital Management, LLC",archive
Wereldhave N.V.,2016-11-02,NL0000289213,0.49,"BlackRock Institutional Trust Company, National Association",archive
PostNL N.V.,2016-11-02,NL0009739416,0.71,BlackRock Investment Management (UK) Limited,archive
Wereldhave N.V.,2016-11-02,NL0000289213,0.5,Citadel Advisors LLC,archive
Wereldhave N.V.,2016-11-02,NL0000289213,0.63,Millennium International Management LP,archive
ARCADIS N.V.,2016-11-02,NL0006237562,1.0,TT International,archive
Fugro N.V.,2016-11-02,NL0000352565,1.21,UBS Asset Management (UK) Ltd.,archive
Fugro N.V.,2016-11-01,NL0000352565,0.71,BNP Paribas S.A.,archive
Wereldhave N.V.,2016-11-01,NL0000289213,0.5,Capital Fund Management S.A.,archive
Brunel International N.V.,2016-11-01,NL0010776944,0.59,JPMorgan Asset Management (UK) Ltd.,archive
ARCADIS N.V.,2016-11-01,NL0006237562,0.61,Marshall Wace LLP,archive
Galapagos NV,2016-11-01,BE0003818359,0.5,Millennium International Management LP,archive
Fugro N.V.,2016-11-01,NL0000352565,1.32,UBS Asset Management (UK) Ltd.,archive
Wereldhave N.V.,2016-10-31,NL0000289213,0.99,BlackRock Investment Management (UK) Limited,archive
TomTom N.V.,2016-10-31,NL0000387058,1.4,Marshall Wace LLP,archive
TomTom N.V.,2016-10-31,NL0000387058,0.5,Systematica Investments Limited,archive
Fugro N.V.,2016-10-28,NL0000352565,0.81,HBK Investments LP,archive
TomTom N.V.,2016-10-28,NL0000387058,0.47,"PDT Partners, LLC",archive
Wereldhave N.V.,2016-10-28,NL0000289213,0.83,"WorldQuant, LLC",archive
Fugro N.V.,2016-10-27,NL0000352565,0.96,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,2016-10-27,NL0000360618,0.9,Capital Fund Management S.A.,archive
ARCADIS N.V.,2016-10-27,NL0006237562,0.59,Marshall Wace LLP,archive
ARCADIS N.V.,2016-10-27,NL0006237562,0.93,TT International,archive
SBM Offshore N.V.,2016-10-26,NL0000360618,0.49,"BlackRock Institutional Trust Company, National Association",archive
PostNL N.V.,2016-10-26,NL0009739416,0.8,BlackRock Investment Management (UK) Limited,archive
Flow Traders Ltd.,2016-10-26,NL0011279492,0.5,GSA Capital Partners LLP,archive
Wereldhave N.V.,2016-10-26,NL0000289213,0.59,Millennium International Management LP,archive
Wereldhave N.V.,2016-10-26,NL0000289213,0.73,"WorldQuant, LLC",archive
Wereldhave N.V.,2016-10-25,NL0000289213,0.5,"BlackRock Institutional Trust Company, National Association",archive
Fugro N.V.,2016-10-25,NL0000352565,0.67,BNP Paribas S.A.,archive
SBM Offshore N.V.,2016-10-25,NL0000360618,0.89,Capital Fund Management S.A.,archive
Koninklijke Heijmans N.V.,2016-10-25,NL0009269109,0.5,GSA Capital Partners LLP,archive
Fugro N.V.,2016-10-25,NL0000352565,0.75,HBK Investments LP,archive
TomTom N.V.,2016-10-25,NL0000387058,1.32,Marshall Wace LLP,archive
TomTom N.V.,2016-10-25,NL0000387058,0.5,Oxford Asset Management,archive
Fugro N.V.,2016-10-25,NL0000352565,0.76,Sculptor Capital Management Europe Limited,archive
Wereldhave N.V.,2016-10-25,NL0000289213,0.66,"WorldQuant, LLC",archive
SBM Offshore N.V.,2016-10-24,NL0000360618,2.58,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,2016-10-24,NL0000360618,0.9,Capital Fund Management S.A.,archive
Fugro N.V.,2016-10-24,NL0000352565,0.64,HBK Investments LP,archive
SBM Offshore N.V.,2016-10-21,NL0000360618,0.89,Capital Fund Management S.A.,archive
SBM Offshore N.V.,2016-10-21,NL0000360618,0.59,Oxford Asset Management,archive
Signify N.V.,2016-10-21,NL0011821392,1.15,Tybourne Capital Management (HK) Limited,archive
Wereldhave N.V.,2016-10-21,NL0000289213,0.5,"WorldQuant, LLC",archive
TomTom N.V.,2016-10-20,NL0000387058,0.56,AHL Partners LLP,archive
OCI N.V.,2016-10-20,NL0010558797,0.1,"AQR Capital Management, LLC",archive
Fugro N.V.,2016-10-20,NL0000352565,0.59,Arrowgrass Capital Partners LLP,archive
PostNL N.V.,2016-10-20,NL0009739416,0.71,BlackRock Investment Management (UK) Limited,archive
Aperam S.A.,2016-10-20,LU0569974404,2.34,CQS (UK) LLP,archive
ARCADIS N.V.,2016-10-20,NL0006237562,0.48,Marshall Wace LLP,archive
TomTom N.V.,2016-10-20,NL0000387058,1.2,Marshall Wace LLP,archive
NSI N.V.,2016-10-19,NL0000292324,0.61,BlackRock Investment Management (UK) Limited,archive
Akzo Nobel N.V.,2016-10-19,NL0000009132,0.53,Citadel Europe LLP,archive
ARCADIS N.V.,2016-10-19,NL0006237562,0.5,Marshall Wace LLP,archive
Galapagos NV,2016-10-19,BE0003818359,0.49,Oxford Asset Management,archive
Fugro N.V.,2016-10-19,NL0000352565,0.49,"WorldQuant, LLC",archive
Aperam S.A.,2016-10-18,LU0569974404,1.32,"Angelo, Gordon & Co. L.P.",archive
Brunel International N.V.,2016-10-18,NL0010776944,0.51,BlackRock Investment Management (UK) Limited,archive
SBM Offshore N.V.,2016-10-18,NL0000360618,0.9,Capital Fund Management S.A.,archive
Akzo Nobel N.V.,2016-10-18,NL0000009132,0.63,Citadel Europe LLP,archive
Aperam S.A.,2016-10-18,LU0569974404,2.0,CQS (UK) LLP,archive
SBM Offshore N.V.,2016-10-17,NL0000360618,0.53,"BlackRock Institutional Trust Company, National Association",archive
Koninklijke BAM Groep N.V.,2016-10-17,NL0000337319,0.68,BlackRock Investment Management (UK) Limited,archive
TomTom N.V.,2016-10-17,NL0000387058,1.14,Marshall Wace LLP,archive
NSI N.V.,2016-10-14,NL0000292324,0.51,BlackRock Investment Management (UK) Limited,archive
Wereldhave N.V.,2016-10-14,NL0000289213,1.02,BlackRock Investment Management (UK) Limited,archive
Wereldhave N.V.,2016-10-14,NL0000289213,0.49,Citadel Advisors LLC,archive
Wereldhave N.V.,2016-10-14,NL0000289213,0.66,Millennium International Management LP,archive
TomTom N.V.,2016-10-13,NL0000387058,0.6,AHL Partners LLP,archive
Fugro N.V.,2016-10-13,NL0000352565,1.07,"AQR Capital Management, LLC",archive
Aperam S.A.,2016-10-13,LU0569974404,0.99,BNP Paribas S.A.,archive
TomTom N.V.,2016-10-13,NL0000387058,1.06,Marshall Wace LLP,archive
SBM Offshore N.V.,2016-10-12,NL0000360618,0.48,AHL Partners LLP,archive
SBM Offshore N.V.,2016-10-12,NL0000360618,0.49,"D.E. Shaw & Co., L.P.",archive
