net_short_position,position_date,issuer_name,isin,position_holder,source
1.29,2026-04-29,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
0.9,2026-04-29,Sligro Food Group N.V.,NL0000817179,Citadel Advisors LLC,current
0.71,2026-04-29,CVC Capital Partners plc,JE00BRX98089,Marshall Wace LLP,current
0.9,2026-04-29,PostNL N.V.,NL0009739416,Marshall Wace LLP,current
0.9,2026-04-29,Signify N.V.,NL0011821392,"PDT Partners, LLC",current
1.32,2026-04-28,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
1.17,2026-04-28,TomTom N.V.,NL0013332471,JPMorgan Asset Management (UK) Ltd.,current
1.8,2026-04-28,Signify N.V.,NL0011821392,Marshall Wace LLP,current
0.98,2026-04-28,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
1.27,2026-04-27,Adyen N.V.,NL0012969182,"AQR Capital Management, LLC",current
1.43,2026-04-27,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
1.3,2026-04-27,DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,current
2.15,2026-04-27,Fugro N.V.,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,current
2.06,2026-04-24,Fugro N.V.,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,current
0.82,2026-04-24,Basic-Fit N.V.,NL0011872650,Linden Advisors LP,current
1.04,2026-04-24,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
1.68,2026-04-23,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
0.8,2026-04-23,Sligro Food Group N.V.,NL0000817179,Citadel Advisors LLC,current
0.84,2026-04-23,Basic-Fit N.V.,NL0011872650,Eleva Capital SAS,current
1.11,2026-04-23,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
0.77,2026-04-22,Pharming Group N.V.,NL0010391025,Capstone Volatility Master (Cayman) Limited,current
1.71,2026-04-22,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
0.68,2026-04-22,Wereldhave N.V.,NL0000289213,Citadel Advisors LLC,current
1.55,2026-04-22,Akzo Nobel N.V.,NL0013267909,Davidson Kempner Capital Management LP,current
1.73,2026-04-22,Fugro N.V.,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,current
1.76,2026-04-22,Signify N.V.,NL0011821392,Marshall Wace LLP,current
1.09,2026-04-22,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
1.3,2026-04-21,Adyen N.V.,NL0012969182,"AQR Capital Management, LLC",current
0.91,2026-04-21,Signify N.V.,NL0011821392,Canada Pension Plan Investment Board,current
1.82,2026-04-21,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
0.7,2026-04-21,Wereldhave N.V.,NL0000289213,Citadel Advisors LLC,current
1.56,2026-04-21,Fugro N.V.,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,current
0.88,2026-04-21,Signify N.V.,NL0011821392,"PDT Partners, LLC",current
0.61,2026-04-21,ARCADIS N.V.,NL0006237562,White Creek Capital LLP,current
1.29,2026-04-20,Adyen N.V.,NL0012969182,"AQR Capital Management, LLC",current
0.87,2026-04-20,Signify N.V.,NL0011821392,Canada Pension Plan Investment Board,current
2.0,2026-04-20,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
1.06,2026-04-20,Basic-Fit N.V.,NL0011872650,"D. E. Shaw & Co., L.P.",current
1.45,2026-04-20,Fugro N.V.,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,current
0.7,2026-04-20,Basic-Fit N.V.,NL0011872650,Linden Advisors LP,current
1.16,2026-04-20,Akzo Nobel N.V.,NL0013267909,"O'Connor Alternative Investments, LLC",current
0.57,2026-04-20,ARCADIS N.V.,NL0006237562,White Creek Capital LLP,current
0.89,2026-04-17,IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",current
2.22,2026-04-17,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
0.71,2026-04-17,Sligro Food Group N.V.,NL0000817179,Citadel Advisors LLC,current
1.12,2026-04-17,Basic-Fit N.V.,NL0011872650,"D. E. Shaw & Co., L.P.",current
1.41,2026-04-17,Akzo Nobel N.V.,NL0013267909,Davidson Kempner Capital Management LP,current
1.02,2026-04-17,Basic-Fit N.V.,NL0011872650,Fosse Capital Partners LLP,current
1.06,2026-04-17,Fugro N.V.,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,current
0.91,2026-04-17,IMCD N.V.,NL0010801007,JPMorgan Asset Management (UK) Ltd.,current
1.22,2026-04-17,TomTom N.V.,NL0013332471,JPMorgan Asset Management (UK) Ltd.,current
0.59,2026-04-17,Basic-Fit N.V.,NL0011872650,Linden Advisors LP,current
0.81,2026-04-17,PostNL N.V.,NL0009739416,Marshall Wace LLP,current
0.9,2026-04-17,Signify N.V.,NL0011821392,"PDT Partners, LLC",current
0.6,2026-04-17,Basic-Fit N.V.,NL0011872650,Sculptor Capital Management Europe Limited,current
1.47,2026-04-17,InPost S.A.,LU2290522684,"Two Sigma Investments, LP",current
1.3,2026-04-16,Adyen N.V.,NL0012969182,"AQR Capital Management, LLC",current
2.32,2026-04-16,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
0.85,2026-04-16,IMCD N.V.,NL0010801007,JPMorgan Asset Management (UK) Ltd.,current
1.18,2026-04-16,Pharming Group N.V.,NL0010391025,Lazard Asset Management LLC,current
1.23,2026-04-15,DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,current
0.76,2026-04-15,IMCD N.V.,NL0010801007,JPMorgan Asset Management (UK) Ltd.,current
1.2,2026-04-15,Pharming Group N.V.,NL0010391025,Lazard Asset Management LLC,current
1.82,2026-04-15,Signify N.V.,NL0011821392,Marshall Wace LLP,current
1.15,2026-04-15,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
0.97,2026-04-14,IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",current
1.23,2026-04-14,Basic-Fit N.V.,NL0011872650,Fosse Capital Partners LLP,current
0.66,2026-04-14,IMCD N.V.,NL0010801007,JPMorgan Asset Management (UK) Ltd.,current
1.22,2026-04-14,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
0.5,2026-04-14,PostNL N.V.,NL0009739416,"PDT Partners, LLC",current
1.21,2026-04-13,Adyen N.V.,NL0012969182,"AQR Capital Management, LLC",current
1.01,2026-04-13,ARCADIS N.V.,NL0006237562,"AQR Capital Management, LLC",current
0.71,2026-04-13,CVC Capital Partners plc,JE00BRX98089,"AQR Capital Management, LLC",current
0.61,2026-04-13,Sligro Food Group N.V.,NL0000817179,Citadel Advisors LLC,current
0.89,2026-04-13,IMCD N.V.,NL0010801007,"PDT Partners, LLC",current
1.38,2026-04-10,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
0.9,2026-04-10,IMCD N.V.,NL0010801007,"PDT Partners, LLC",current
1.13,2026-04-09,Adyen N.V.,NL0012969182,"AQR Capital Management, LLC",current
2.42,2026-04-09,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
1.0,2026-04-09,DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,current
0.71,2026-04-09,NSI N.V.,NL0012365084,Numeric Investors LLC,current
0.89,2026-04-09,IMCD N.V.,NL0010801007,"PDT Partners, LLC",current
0.61,2026-04-08,Aalberts N.V.,NL0000852564,"AQR Capital Management, LLC",current
1.22,2026-04-08,Signify N.V.,NL0011821392,"AQR Capital Management, LLC",current
2.39,2026-04-08,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
0.5,2026-04-08,The Magnum Ice Cream Company N.V.,NL0015002MS2,Qube Research & Technologies Ltd.,current
0.66,2026-04-07,IMCD N.V.,NL0010801007,"BlackRock Advisors, LLC",current
1.0,2026-04-07,IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",current
0.76,2026-04-07,IMCD N.V.,NL0010801007,Capital Fund Management S.A.,current
2.41,2026-04-07,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
0.69,2026-04-07,ARCADIS N.V.,NL0006237562,"D. E. Shaw & Co., L.P.",current
1.46,2026-04-07,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
1.0,2026-04-02,Adyen N.V.,NL0012969182,"AQR Capital Management, LLC",current
0.61,2026-04-02,CVC Capital Partners plc,JE00BRX98089,"AQR Capital Management, LLC",current
0.99,2026-04-02,IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",current
0.5,2026-04-02,Sligro Food Group N.V.,NL0000817179,Citadel Advisors LLC,current
0.7,2026-04-02,ARCADIS N.V.,NL0006237562,"D. E. Shaw & Co., L.P.",current
0.62,2026-04-02,Basic-Fit N.V.,NL0011872650,Eleva Capital SAS,current
1.1,2026-04-01,Signify N.V.,NL0011821392,"AQR Capital Management, LLC",current
1.21,2026-04-01,IMCD N.V.,NL0010801007,"Arrowstreet Capital, Limited Partnership",current
0.74,2026-04-01,Signify N.V.,NL0011821392,Canada Pension Plan Investment Board,current
2.36,2026-04-01,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
0.69,2026-04-01,ARCADIS N.V.,NL0006237562,"D. E. Shaw & Co., L.P.",current
0.5,2026-04-01,Basic-Fit N.V.,NL0011872650,Eleva Capital SAS,current
1.79,2026-04-01,Signify N.V.,NL0011821392,Marshall Wace LLP,current
0.62,2026-03-31,IMCD N.V.,NL0010801007,Capital Fund Management S.A.,current
2.4,2026-03-31,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
1.21,2026-03-31,Signify N.V.,NL0011821392,Eleva Capital SAS,current
0.9,2026-03-30,Adyen N.V.,NL0012969182,"AQR Capital Management, LLC",current
1.05,2026-03-30,Signify N.V.,NL0011821392,Eleva Capital SAS,current
0.91,2026-03-30,DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,current
1.87,2026-03-30,Signify N.V.,NL0011821392,Marshall Wace LLP,current
1.59,2026-03-30,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
0.61,2026-03-30,NSI N.V.,NL0012365084,Numeric Investors LLC,current
0.7,2026-03-30,Theon International Plc,CY0200751713,"Two Sigma Investments, LP",current
0.9,2026-03-27,ARCADIS N.V.,NL0006237562,"AQR Capital Management, LLC",current
1.12,2026-03-27,IMCD N.V.,NL0010801007,"Arrowstreet Capital, Limited Partnership",current
1.09,2026-03-27,IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",current
0.51,2026-03-27,IMCD N.V.,NL0010801007,Capital Fund Management S.A.,current
0.7,2026-03-27,ARCADIS N.V.,NL0006237562,"D. E. Shaw & Co., L.P.",current
0.69,2026-03-26,ARCADIS N.V.,NL0006237562,"D. E. Shaw & Co., L.P.",current
1.96,2026-03-26,Signify N.V.,NL0011821392,Marshall Wace LLP,current
1.5,2026-03-26,InPost S.A.,LU2290522684,"Two Sigma Investments, LP",current
0.8,2026-03-25,Adyen N.V.,NL0012969182,"AQR Capital Management, LLC",current
0.5,2026-03-25,CVC Capital Partners plc,JE00BRX98089,"AQR Capital Management, LLC",current
0.82,2026-03-25,DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,current
0.56,2026-03-24,IMCD N.V.,NL0010801007,JPMorgan Asset Management (UK) Ltd.,current
1.14,2026-03-24,Pharming Group N.V.,NL0010391025,Lazard Asset Management LLC,current
2.0,2026-03-24,Signify N.V.,NL0011821392,Marshall Wace LLP,current
1.6,2026-03-24,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
0.9,2026-03-24,IMCD N.V.,NL0010801007,"PDT Partners, LLC",current
1.44,2026-03-24,InPost S.A.,LU2290522684,"Two Sigma Investments, LP",current
0.6,2026-03-24,Theon International Plc,CY0200751713,"Two Sigma Investments, LP",current
0.72,2026-03-23,Adyen N.V.,NL0012969182,"AQR Capital Management, LLC",current
1.01,2026-03-23,IMCD N.V.,NL0010801007,"Arrowstreet Capital, Limited Partnership",current
0.6,2026-03-23,Signify N.V.,NL0011821392,"BlackRock Financial Management, Inc.",current
2.3,2026-03-23,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
0.7,2026-03-23,PostNL N.V.,NL0009739416,Marshall Wace LLP,current
1.36,2026-03-23,InPost S.A.,LU2290522684,"Two Sigma Investments, LP",current
0.58,2026-03-20,Signify N.V.,NL0011821392,"BlackRock Financial Management, Inc.",current
0.75,2026-03-20,DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,current
1.52,2026-03-20,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
1.26,2026-03-20,InPost S.A.,LU2290522684,"Two Sigma Investments, LP",current
0.8,2026-03-19,ARCADIS N.V.,NL0006237562,"AQR Capital Management, LLC",current
0.6,2026-03-19,CVC Capital Partners plc,JE00BRX98089,Marshall Wace LLP,current
1.43,2026-03-19,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
0.6,2026-03-18,Adyen N.V.,NL0012969182,"AQR Capital Management, LLC",current
0.87,2026-03-18,DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,current
1.11,2026-03-18,InPost S.A.,LU2290522684,"Two Sigma Investments, LP",current
1.3,2026-03-16,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
0.8,2026-03-16,IMCD N.V.,NL0010801007,"PDT Partners, LLC",current
0.52,2026-03-13,Adyen N.V.,NL0012969182,"AQR Capital Management, LLC",current
0.98,2026-03-13,DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,current
0.52,2026-03-13,CVC Capital Partners plc,JE00BRX98089,Marshall Wace LLP,current
0.65,2026-03-12,Signify N.V.,NL0011821392,Canada Pension Plan Investment Board,current
0.64,2026-03-12,IMCD N.V.,NL0010801007,JPMorgan Asset Management (UK) Ltd.,current
0.57,2026-03-11,Signify N.V.,NL0011821392,Canada Pension Plan Investment Board,current
2.24,2026-03-11,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
1.91,2026-03-11,Signify N.V.,NL0011821392,Marshall Wace LLP,current
2.17,2026-03-10,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
0.96,2026-03-10,Pharming Group N.V.,NL0010391025,Lazard Asset Management LLC,current
1.21,2026-03-10,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
1.03,2026-03-10,InPost S.A.,LU2290522684,"Two Sigma Investments, LP",current
2.06,2026-03-09,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
0.7,2026-03-06,IMCD N.V.,NL0010801007,"BlackRock Advisors, LLC",current
1.88,2026-03-06,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
0.81,2026-03-06,Fugro N.V.,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,current
1.1,2026-03-05,IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",current
0.63,2026-03-05,Wereldhave N.V.,NL0000289213,Citadel Advisors LLC,current
1.11,2026-03-05,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
0.52,2026-03-04,Aalberts N.V.,NL0000852564,"AQR Capital Management, LLC",current
1.03,2026-03-04,Signify N.V.,NL0011821392,"AQR Capital Management, LLC",current
1.06,2026-03-04,IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",current
1.87,2026-03-04,Signify N.V.,NL0011821392,Marshall Wace LLP,current
0.71,2026-03-04,IMCD N.V.,NL0010801007,"PDT Partners, LLC",current
0.8,2026-03-04,Signify N.V.,NL0011821392,"PDT Partners, LLC",current
0.9,2026-03-04,InPost S.A.,LU2290522684,"Two Sigma Investments, LP",current
1.03,2026-03-03,DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,current
0.77,2026-03-03,Pharming Group N.V.,NL0010391025,Lazard Asset Management LLC,current
0.69,2026-03-03,PostNL N.V.,NL0009739416,Marshall Wace LLP,current
1.92,2026-03-03,Signify N.V.,NL0011821392,Marshall Wace LLP,current
0.52,2026-03-03,NSI N.V.,NL0012365084,Numeric Investors LLC,current
1.7,2026-03-02,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
0.59,2026-03-02,Theon International Plc,CY0200751713,"Two Sigma Investments, LP",current
0.69,2026-02-27,IMCD N.V.,NL0010801007,"BlackRock Advisors, LLC",current
1.18,2026-02-27,IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",current
1.88,2026-02-27,Signify N.V.,NL0011821392,Marshall Wace LLP,current
0.81,2026-02-27,InPost S.A.,LU2290522684,"Two Sigma Investments, LP",current
0.71,2026-02-26,ARCADIS N.V.,NL0006237562,"AQR Capital Management, LLC",current
1.9,2026-02-26,Signify N.V.,NL0011821392,Marshall Wace LLP,current
1.01,2026-02-26,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
0.78,2026-02-26,Signify N.V.,NL0011821392,"PDT Partners, LLC",current
1.12,2026-02-25,DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,current
1.29,2026-02-24,IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",current
0.7,2026-02-24,ARCADIS N.V.,NL0006237562,"D. E. Shaw & Co., L.P.",current
1.31,2026-02-24,Akzo Nobel N.V.,NL0013267909,Davidson Kempner Capital Management LP,current
1.63,2026-02-23,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
0.91,2026-02-23,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
0.8,2026-02-23,Signify N.V.,NL0011821392,"PDT Partners, LLC",current
1.58,2026-02-20,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
0.7,2026-02-20,Shell plc,GB00BP6MXD84,"Elliott Investment Management, L.P",current
1.84,2026-02-20,Signify N.V.,NL0011821392,Marshall Wace LLP,current
0.62,2026-02-19,ARCADIS N.V.,NL0006237562,"D. E. Shaw & Co., L.P.",current
0.7,2026-02-19,InPost S.A.,LU2290522684,"Two Sigma Investments, LP",current
1.39,2026-02-18,IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",current
1.62,2026-02-18,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
1.23,2026-02-18,Akzo Nobel N.V.,NL0013267909,Davidson Kempner Capital Management LP,current
0.72,2026-02-18,IMCD N.V.,NL0010801007,JPMorgan Asset Management (UK) Ltd.,current
0.81,2026-02-18,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
0.63,2026-02-18,IMCD N.V.,NL0010801007,"PDT Partners, LLC",current
0.58,2026-02-17,Wereldhave N.V.,NL0000289213,Citadel Advisors LLC,current
0.92,2026-02-17,Signify N.V.,NL0011821392,Eleva Capital SAS,current
1.07,2026-02-17,DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,current
0.6,2026-02-16,Wereldhave N.V.,NL0000289213,Citadel Advisors LLC,current
1.12,2026-02-16,DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,current
0.7,2026-02-16,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
0.79,2026-02-13,PostNL N.V.,NL0009739416,Marshall Wace LLP,current
1.71,2026-02-13,Signify N.V.,NL0011821392,Marshall Wace LLP,current
0.68,2026-02-13,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
0.61,2026-02-13,Theon International Plc,CY0200751713,"Two Sigma Investments, LP",current
0.73,2026-02-12,IMCD N.V.,NL0010801007,"BlackRock Advisors, LLC",current
1.45,2026-02-12,IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",current
1.58,2026-02-12,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
1.38,2026-02-12,DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,current
0.5,2026-02-12,The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,current
0.78,2026-02-12,Signify N.V.,NL0011821392,"PDT Partners, LLC",current
0.6,2026-02-12,InPost S.A.,LU2290522684,"Two Sigma Investments, LP",current
0.9,2026-02-11,IMCD N.V.,NL0010801007,"BlackRock Advisors, LLC",current
0.58,2026-02-10,Wereldhave N.V.,NL0000289213,Citadel Advisors LLC,current
1.1,2026-02-10,Akzo Nobel N.V.,NL0013267909,Davidson Kempner Capital Management LP,current
1.64,2026-02-10,Signify N.V.,NL0011821392,Marshall Wace LLP,current
0.5,2026-02-06,IMCD N.V.,NL0010801007,"PDT Partners, LLC",current
0.6,2026-02-05,ARCADIS N.V.,NL0006237562,"AQR Capital Management, LLC",current
1.05,2026-02-05,IMCD N.V.,NL0010801007,"BlackRock Advisors, LLC",current
1.6,2026-02-05,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
1.02,2026-02-05,Akzo Nobel N.V.,NL0013267909,Davidson Kempner Capital Management LP,current
1.5,2026-02-04,IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",current
0.66,2026-02-04,IMCD N.V.,NL0010801007,Caisse de dépôt et placement du Québec,current
0.89,2026-02-04,Pharming Group N.V.,NL0010391025,Lazard Asset Management LLC,current
0.82,2026-02-04,PostNL N.V.,NL0009739416,Marshall Wace LLP,current
1.51,2026-02-04,Signify N.V.,NL0011821392,Marshall Wace LLP,current
0.9,2026-02-03,IMCD N.V.,NL0010801007,"Arrowstreet Capital, Limited Partnership",current
1.5,2026-02-03,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
1.41,2026-02-03,DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,current
0.9,2026-02-03,Pharming Group N.V.,NL0010391025,Lazard Asset Management LLC,current
0.91,2026-02-02,Signify N.V.,NL0011821392,"AQR Capital Management, LLC",current
0.66,2026-02-02,Pharming Group N.V.,NL0010391025,Capstone Volatility Master (Cayman) Limited,current
1.42,2026-02-02,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
0.5,2026-02-02,ARCADIS N.V.,NL0006237562,"D. E. Shaw & Co., L.P.",current
0.93,2026-02-02,Akzo Nobel N.V.,NL0013267909,Davidson Kempner Capital Management LP,current
0.89,2026-02-02,Pharming Group N.V.,NL0010391025,Lazard Asset Management LLC,current
0.78,2026-02-02,PostNL N.V.,NL0009739416,Marshall Wace LLP,current
1.45,2026-02-02,Signify N.V.,NL0011821392,Marshall Wace LLP,current
0.8,2026-02-02,Signify N.V.,NL0011821392,"PDT Partners, LLC",current
1.25,2026-01-30,Signify N.V.,NL0011821392,Citadel Advisors LLC,current
