position_date,net_short_position,isin,issuer_name,position_holder,source
2024-11-25,1.84,NL0010558797,OCI N.V.,Marshall Wace LLP,archive
2024-11-25,0.97,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2024-11-25,1.01,LU0569974404,Aperam S.A.,Millennium Capital Partners LLP,archive
2024-11-25,0.2,NL0015002AG2,Ebusco Holding N.V.,Millennium Capital Partners LLP,archive
2024-11-25,0.04,NL0012817175,Alfen N.V.,Millennium International Management LP,archive
2024-11-25,0.97,LU0569974404,Aperam S.A.,Millennium International Management LP,archive
2024-11-25,0.49,NL0000888691,AMG Critical Materials N.V.,"PDT Partners, LLC",archive
2024-11-25,0.0,NL0015002AG2,Ebusco Holding N.V.,Quartys Limited,archive
2024-11-25,2.19,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-11-25,0.42,LU0569974404,Aperam S.A.,Qube Research & Technologies Ltd.,archive
2024-11-25,1.08,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,archive
2024-11-22,0.47,NL0000888691,AMG Critical Materials N.V.,Acadian Asset Management LLC.,archive
2024-11-22,0.71,NL0000379121,Randstad N.V.,AKO Capital LLP,archive
2024-11-22,1.18,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-11-22,0.0,NL0015002AG2,Ebusco Holding N.V.,Citadel Securities (Europe) Limited,archive
2024-11-22,1.08,NL0015002AG2,Ebusco Holding N.V.,Guevoura Fund Limited,archive
2024-11-22,0.53,NL0011794037,Koninklijke Ahold Delhaize N.V.,Ilex Capital Partners (UK) LLP,archive
2024-11-22,0.43,NL0015002AG2,Ebusco Holding N.V.,Jane Street Group LLC,archive
2024-11-22,0.6,NL0011794037,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,archive
2024-11-22,1.15,NL0012817175,Alfen N.V.,Millennium International Management LP,archive
2024-11-22,0.8,NL0015002AG2,Ebusco Holding N.V.,Quartys Limited,archive
2024-11-22,2.39,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-11-22,0.9,NL0012047823,Avantium N.V.,Qube Research & Technologies Ltd.,archive
2024-11-21,0.8,NL0011872643,ASR Nederland N.V.,"AQR Capital Management, LLC",archive
2024-11-21,1.12,NL0010391025,Pharming Group N.V.,"Arrowstreet Capital, Limited Partnership",archive
2024-11-21,0.5,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,archive
2024-11-21,1.27,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-11-21,0.51,NL0015002AG2,Ebusco Holding N.V.,Citadel Securities (Europe) Limited,archive
2024-11-21,0.6,NL0009739416,PostNL N.V.,GSA Capital Partners LLP,archive
2024-11-21,0.8,NL0015002AG2,Ebusco Holding N.V.,Guevoura Fund Limited,archive
2024-11-21,0.6,NL0011794037,Koninklijke Ahold Delhaize N.V.,Ilex Capital Partners (UK) LLP,archive
2024-11-21,1.73,NL0010558797,OCI N.V.,Marshall Wace LLP,archive
2024-11-21,0.51,NL0000852523,TKH Group N.V.,Marshall Wace LLP,archive
2024-11-21,0.97,LU0569974404,Aperam S.A.,Millennium Capital Partners LLP,archive
2024-11-21,1.04,NL0012817175,Alfen N.V.,Millennium International Management LP,archive
2024-11-21,0.8,LU0569974404,Aperam S.A.,Millennium International Management LP,archive
2024-11-21,2.02,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,archive
2024-11-21,0.61,NL0012747059,CM.com N.V.,TFG Asset Management UK LLP,archive
2024-11-20,1.89,NL0012817175,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",archive
2024-11-20,1.33,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-11-20,0.91,NL0010558797,OCI N.V.,Citadel Advisors LLC,archive
2024-11-20,1.66,NL0010558797,OCI N.V.,Marshall Wace LLP,archive
2024-11-20,1.4,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,archive
2024-11-20,0.92,NL0012817175,Alfen N.V.,Millennium International Management LP,archive
2024-11-20,0.72,LU0569974404,Aperam S.A.,Millennium International Management LP,archive
2024-11-20,3.1,NL0010391025,Pharming Group N.V.,Millennium International Management LP,archive
2024-11-20,1.87,NL0012817175,Alfen N.V.,"PDT Partners, LLC",archive
2024-11-20,0.43,NL0011821392,Signify N.V.,"Point72 Europe (London), LLP",archive
2024-11-20,2.41,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-11-20,0.59,LU0569974404,Aperam S.A.,Qube Research & Technologies Ltd.,archive
2024-11-20,0.61,BE0003818359,Galapagos NV,Qube Research & Technologies Ltd.,archive
2024-11-19,0.69,NL0000379121,Randstad N.V.,AKO Capital LLP,archive
2024-11-19,1.29,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-11-19,0.98,NL0000009082,Koninklijke KPN N.V.,Marshall Wace LLP,archive
2024-11-19,0.82,LU0569974404,Aperam S.A.,Millennium Capital Partners LLP,archive
2024-11-19,0.82,NL0012817175,Alfen N.V.,Millennium International Management LP,archive
2024-11-19,1.94,NL0012817175,Alfen N.V.,"PDT Partners, LLC",archive
2024-11-19,2.38,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-11-19,1.1,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,archive
2024-11-19,1.92,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,archive
2024-11-18,1.11,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-11-18,1.41,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2024-11-18,0.59,NL0011794037,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,archive
2024-11-18,1.53,NL0010558797,OCI N.V.,Marshall Wace LLP,archive
2024-11-18,1.32,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,archive
2024-11-18,0.76,LU0569974404,Aperam S.A.,Millennium Capital Partners LLP,archive
2024-11-18,0.61,LU0569974404,Aperam S.A.,Millennium International Management LP,archive
2024-11-18,0.6,LU0569974404,Aperam S.A.,Qube Research & Technologies Ltd.,archive
2024-11-18,0.71,NL0010391025,Pharming Group N.V.,Qube Research & Technologies Ltd.,archive
2024-11-18,0.6,NL0012866412,BE Semiconductor Industries N.V.,"WorldQuant, LLC",archive
2024-11-15,0.52,NL0012866412,BE Semiconductor Industries N.V.,"AQR Capital Management, LLC",archive
2024-11-15,0.52,NL0012866412,BE Semiconductor Industries N.V.,"Connor, Clark & Lunn Investment Management Ltd.",archive
2024-11-15,0.6,NL0015002AG2,Ebusco Holding N.V.,Jane Street Group LLC,archive
2024-11-15,1.08,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2024-11-15,0.62,NL0012817175,Alfen N.V.,Millennium International Management LP,archive
2024-11-15,1.08,NL0013332471,TomTom N.V.,Otus Capital Management Ltd.,archive
2024-11-15,1.74,NL0012817175,Alfen N.V.,"PDT Partners, LLC",archive
2024-11-15,0.51,BE0003818359,Galapagos NV,Qube Research & Technologies Ltd.,archive
2024-11-15,0.26,NL0000888691,AMG Critical Materials N.V.,SIH Partners LLLP,archive
2024-11-15,0.51,NL0012747059,CM.com N.V.,TFG Asset Management UK LLP,archive
2024-11-15,0.43,NL0012817175,Alfen N.V.,"WorldQuant, LLC",archive
2024-11-14,0.46,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,archive
2024-11-14,1.05,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-11-14,0.83,NL0010558797,OCI N.V.,Citadel Advisors LLC,archive
2024-11-14,0.48,NL0012817175,Alfen N.V.,"Connor, Clark & Lunn Investment Management Ltd.",archive
2024-11-14,1.06,NL0000009082,Koninklijke KPN N.V.,Marshall Wace LLP,archive
2024-11-14,1.41,NL0010558797,OCI N.V.,Marshall Wace LLP,archive
2024-11-14,0.91,NL0015002AG2,Ebusco Holding N.V.,Millennium Capital Partners LLP,archive
2024-11-14,1.8,NL0012817175,Alfen N.V.,"PDT Partners, LLC",archive
2024-11-14,1.81,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,archive
2024-11-14,0.58,NL0000888691,AMG Critical Materials N.V.,SIH Partners LLLP,archive
2024-11-14,0.56,NL0012817175,Alfen N.V.,"WorldQuant, LLC",archive
2024-11-13,0.01,NL0011872650,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,archive
2024-11-13,0.54,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,archive
2024-11-13,1.1,NL0013267909,Akzo Nobel N.V.,Marshall Wace LLP,archive
2024-11-13,1.36,NL0010558797,OCI N.V.,Marshall Wace LLP,archive
2024-11-13,0.52,NL0012817175,Alfen N.V.,Millennium International Management LP,archive
2024-11-13,0.51,LU0569974404,Aperam S.A.,Millennium International Management LP,archive
2024-11-13,0.55,NL0011821392,Signify N.V.,"Point72 Europe (London), LLP",archive
2024-11-13,2.28,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-11-13,2.09,NL0000888691,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,archive
2024-11-13,0.54,LU0569974404,Aperam S.A.,Qube Research & Technologies Ltd.,archive
2024-11-13,1.09,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,archive
2024-11-13,1.76,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,archive
2024-11-13,1.6,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,archive
2024-11-13,0.54,NL0012866412,BE Semiconductor Industries N.V.,"WorldQuant, LLC",archive
2024-11-13,0.51,NL0009739416,PostNL N.V.,"WorldQuant, LLC",archive
2024-11-12,0.49,NL0012866412,BE Semiconductor Industries N.V.,"AQR Capital Management, LLC",archive
2024-11-12,1.98,NL0012817175,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",archive
2024-11-12,0.69,NL0006237562,ARCADIS N.V.,Boldhaven Management LLP,archive
2024-11-12,0.6,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,archive
2024-11-12,1.19,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-11-12,0.78,NL0010558797,OCI N.V.,Citadel Advisors LLC,archive
2024-11-12,0.82,NL0015002AG2,Ebusco Holding N.V.,Jane Street Group LLC,archive
2024-11-12,1.31,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2024-11-12,1.28,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,archive
2024-11-12,0.6,LU0569974404,Aperam S.A.,Millennium Capital Partners LLP,archive
2024-11-12,3.02,NL0010391025,Pharming Group N.V.,Millennium International Management LP,archive
2024-11-12,2.32,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-11-12,2.15,NL0000888691,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,archive
2024-11-12,1.14,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,archive
2024-11-12,1.66,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,archive
2024-11-12,0.66,NL0000888691,AMG Critical Materials N.V.,SIH Partners LLLP,archive
2024-11-12,0.64,NL0012817175,Alfen N.V.,"WorldQuant, LLC",archive
2024-11-11,0.5,NL0012866412,BE Semiconductor Industries N.V.,"AQR Capital Management, LLC",archive
2024-11-11,0.47,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,archive
2024-11-11,0.37,NL0015002AG2,Ebusco Holding N.V.,Citadel Securities (Europe) Limited,archive
2024-11-11,0.42,LU0569974404,Aperam S.A.,JPMorgan Asset Management (UK) Ltd.,archive
2024-11-11,0.99,NL0000009082,Koninklijke KPN N.V.,Marshall Wace LLP,archive
2024-11-11,1.21,NL0010558797,OCI N.V.,Marshall Wace LLP,archive
2024-11-11,0.49,NL0011821392,Signify N.V.,Mirabella Financial Services LLP,archive
2024-11-11,1.76,NL0012817175,Alfen N.V.,"PDT Partners, LLC",archive
2024-11-11,2.24,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-11-11,1.59,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,archive
2024-11-08,0.49,NL0012866412,BE Semiconductor Industries N.V.,"AQR Capital Management, LLC",archive
2024-11-08,0.53,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,archive
2024-11-08,1.22,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-11-08,0.79,NL0015002AG2,Ebusco Holding N.V.,Citadel Securities (Europe) Limited,archive
2024-11-08,0.51,NL0011821392,Signify N.V.,Mirabella Financial Services LLP,archive
2024-11-08,2.48,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-11-08,0.99,NL0011872650,Basic-Fit N.V.,Qube Research & Technologies Ltd.,archive
2024-11-08,1.6,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,archive
2024-11-08,1.51,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,archive
2024-11-07,0.79,NL0011821392,Signify N.V.,AKO Capital LLP,archive
2024-11-07,0.56,NL0012817175,Alfen N.V.,"Connor, Clark & Lunn Investment Management Ltd.",archive
2024-11-07,1.21,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2024-11-07,1.1,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2024-11-07,2.04,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-11-07,0.49,BE0003818359,Galapagos NV,Qube Research & Technologies Ltd.,archive
2024-11-07,1.58,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,archive
2024-11-07,0.58,NL0000888691,AMG Critical Materials N.V.,SIH Partners LLLP,archive
2024-11-06,1.18,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-11-06,1.04,NL0013267909,Akzo Nobel N.V.,Marshall Wace LLP,archive
2024-11-06,0.6,NL0011794037,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,archive
2024-11-06,1.12,NL0010558797,OCI N.V.,Marshall Wace LLP,archive
2024-11-06,1.38,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,archive
2024-11-06,2.9,NL0010391025,Pharming Group N.V.,Millennium International Management LP,archive
2024-11-06,1.86,NL0012817175,Alfen N.V.,"PDT Partners, LLC",archive
2024-11-06,2.23,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-11-06,1.25,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,archive
2024-11-06,0.78,NL0012817175,Alfen N.V.,"WorldQuant, LLC",archive
2024-11-05,1.27,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-11-05,0.49,NL0013332471,TomTom N.V.,Citadel Advisors LLC,archive
2024-11-05,1.1,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2024-11-05,1.04,NL0010558797,OCI N.V.,Marshall Wace LLP,archive
2024-11-05,1.02,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2024-11-05,0.48,LU0569974404,Aperam S.A.,Qube Research & Technologies Ltd.,archive
2024-11-05,0.84,NL0012817175,Alfen N.V.,"WorldQuant, LLC",archive
2024-11-04,0.51,NL0010558797,OCI N.V.,"Arrowstreet Capital, Limited Partnership",archive
2024-11-04,0.7,NL0006237562,ARCADIS N.V.,Boldhaven Management LLP,archive
2024-11-04,0.5,NL0011794037,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,archive
2024-11-04,0.94,NL0010558797,OCI N.V.,Marshall Wace LLP,archive
2024-11-04,0.99,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2024-11-04,1.4,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,archive
2024-11-04,2.8,NL0010391025,Pharming Group N.V.,Millennium International Management LP,archive
2024-11-04,1.92,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-11-04,2.09,NL0000888691,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,archive
2024-11-04,1.39,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,archive
2024-11-04,0.5,BE0003818359,Galapagos NV,Qube Research & Technologies Ltd.,archive
2024-11-04,1.64,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,archive
2024-11-04,1.42,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,archive
2024-11-01,0.58,NL0011872650,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,archive
2024-11-01,0.62,NL0010558797,OCI N.V.,Citadel Advisors LLC,archive
2024-11-01,1.09,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2024-11-01,0.81,NL0010558797,OCI N.V.,Marshall Wace LLP,archive
2024-11-01,2.1,NL0000888691,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,archive
2024-11-01,1.44,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,archive
2024-11-01,0.6,NL0011872650,Basic-Fit N.V.,Wellington Management International Ltd.,archive
2024-11-01,0.98,NL0012817175,Alfen N.V.,"WorldQuant, LLC",archive
2024-10-31,0.52,NL0010558797,OCI N.V.,Citadel Advisors LLC,archive
2024-10-31,2.71,NL0010391025,Pharming Group N.V.,Millennium International Management LP,archive
2024-10-31,1.86,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-10-31,1.51,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,archive
2024-10-30,0.56,NL0000888691,AMG Critical Materials N.V.,Acadian Asset Management LLC.,archive
2024-10-30,0.74,NL0011872650,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,archive
2024-10-30,1.39,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-10-30,0.5,NL0010558797,OCI N.V.,Marshall Wace LLP,archive
2024-10-30,1.31,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,archive
2024-10-30,0.56,LU0569974404,Aperam S.A.,Millennium Capital Partners LLP,archive
2024-10-30,1.76,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-10-30,1.48,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,archive
2024-10-30,1.52,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,archive
2024-10-30,0.2,NL0000352565,Fugro N.V.,TFG Asset Management UK LLP,archive
2024-10-29,1.19,BE0003818359,Galapagos NV,"Arrowstreet Capital, Limited Partnership",archive
2024-10-29,1.4,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-10-29,1.29,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,archive
2024-10-29,0.6,LU0569974404,Aperam S.A.,Millennium Capital Partners LLP,archive
2024-10-29,1.41,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,archive
2024-10-29,0.69,NL0010391025,Pharming Group N.V.,Qube Research & Technologies Ltd.,archive
2024-10-29,1.07,NL0012817175,Alfen N.V.,"WorldQuant, LLC",archive
2024-10-28,0.44,NL0012817175,Alfen N.V.,Millennium International Management LP,archive
2024-10-28,0.0,NL0010558797,OCI N.V.,Millennium International Management LP,archive
2024-10-28,0.39,NL0009739416,PostNL N.V.,Millennium International Management LP,archive
2024-10-28,0.44,NL0011821392,Signify N.V.,"Point72 Europe (London), LLP",archive
2024-10-28,1.64,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-10-28,1.31,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,archive
2024-10-28,0.7,NL0010391025,Pharming Group N.V.,Qube Research & Technologies Ltd.,archive
2024-10-28,1.31,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,archive
2024-10-28,1.11,NL0012817175,Alfen N.V.,"WorldQuant, LLC",archive
2024-10-25,0.69,NL0011821392,Signify N.V.,AKO Capital LLP,archive
2024-10-25,2.0,NL0012817175,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",archive
2024-10-25,1.38,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-10-25,1.12,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2024-10-25,0.54,NL0012817175,Alfen N.V.,Millennium International Management LP,archive
2024-10-25,0.75,NL0010558797,OCI N.V.,Millennium International Management LP,archive
2024-10-25,2.61,NL0010391025,Pharming Group N.V.,Millennium International Management LP,archive
2024-10-25,0.5,NL0011821392,Signify N.V.,"Point72 Europe (London), LLP",archive
2024-10-25,1.76,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-10-25,2.07,NL0000888691,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,archive
2024-10-25,1.58,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,archive
2024-10-25,0.68,NL0010391025,Pharming Group N.V.,Qube Research & Technologies Ltd.,archive
2024-10-25,0.05,NL0012817175,Alfen N.V.,Teacher Retirement System of Texas,archive
2024-10-24,1.44,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-10-24,0.91,NL0013267909,Akzo Nobel N.V.,Marshall Wace LLP,archive
2024-10-24,0.66,NL0012817175,Alfen N.V.,Millennium International Management LP,archive
2024-10-24,0.61,NL0010558797,OCI N.V.,Millennium International Management LP,archive
2024-10-24,2.51,NL0010391025,Pharming Group N.V.,Millennium International Management LP,archive
2024-10-24,0.5,NL0009739416,PostNL N.V.,Millennium International Management LP,archive
2024-10-24,1.99,NL0012817175,Alfen N.V.,"PDT Partners, LLC",archive
2024-10-24,0.57,NL0000888691,AMG Critical Materials N.V.,"PDT Partners, LLC",archive
2024-10-24,1.89,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-10-24,0.8,NL0010391025,Pharming Group N.V.,Qube Research & Technologies Ltd.,archive
2024-10-24,0.6,NL0013332471,TomTom N.V.,Qube Research & Technologies Ltd.,archive
2024-10-23,0.68,NL0000888691,AMG Critical Materials N.V.,"AQR Capital Management, LLC",archive
2024-10-23,1.6,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-10-23,0.78,NL0012817175,Alfen N.V.,Millennium International Management LP,archive
2024-10-23,0.6,NL0000888691,AMG Critical Materials N.V.,"PDT Partners, LLC",archive
2024-10-23,0.8,NL0012047823,Avantium N.V.,Qube Research & Technologies Ltd.,archive
2024-10-23,1.09,NL0011872650,Basic-Fit N.V.,Qube Research & Technologies Ltd.,archive
2024-10-23,1.13,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,archive
2024-10-22,0.76,NL0000379121,Randstad N.V.,AKO Capital LLP,archive
2024-10-22,0.47,NL0012817175,Alfen N.V.,"BlackRock Advisors, LLC",archive
2024-10-22,0.68,NL0012866412,BE Semiconductor Industries N.V.,Canada Pension Plan Investment Board,archive
2024-10-22,2.25,NL0010391025,Pharming Group N.V.,Millennium International Management LP,archive
2024-10-22,1.1,NL0011872650,Basic-Fit N.V.,Qube Research & Technologies Ltd.,archive
2024-10-22,0.66,NL0010391025,Pharming Group N.V.,Qube Research & Technologies Ltd.,archive
2024-10-21,0.57,NL0012817175,Alfen N.V.,"BlackRock Advisors, LLC",archive
2024-10-21,0.26,NL0012817175,Alfen N.V.,"BlackRock Financial Management, Inc.",archive
2024-10-21,0.59,NL0011794037,Koninklijke Ahold Delhaize N.V.,Ilex Capital Partners (UK) LLP,archive
2024-10-21,1.0,NL0000009082,Koninklijke KPN N.V.,Marshall Wace LLP,archive
2024-10-21,0.88,NL0012817175,Alfen N.V.,Millennium International Management LP,archive
2024-10-21,1.23,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,archive
2024-10-21,1.03,NL0012817175,Alfen N.V.,"WorldQuant, LLC",archive
2024-10-18,1.55,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-10-18,0.44,NL0015000CZ2,Ebusco Holding N.V.,Citadel Securities (Europe) Limited,archive
2024-10-18,0.92,NL0012817175,Alfen N.V.,Millennium International Management LP,archive
2024-10-18,1.08,NL0011872650,Basic-Fit N.V.,Qube Research & Technologies Ltd.,archive
2024-10-18,1.0,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,archive
2024-10-18,0.97,NL0012817175,Alfen N.V.,"WorldQuant, LLC",archive
2024-10-17,0.5,NL0012866412,BE Semiconductor Industries N.V.,"AQR Capital Management, LLC",archive
2024-10-17,0.48,NL0000360618,SBM Offshore N.V.,Balyasny Asset Management (UK) LLP,archive
2024-10-17,1.6,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-10-17,0.6,NL0011794037,Koninklijke Ahold Delhaize N.V.,Ilex Capital Partners (UK) LLP,archive
2024-10-17,1.08,NL0012817175,Alfen N.V.,Millennium International Management LP,archive
2024-10-17,0.52,LU0569974404,Aperam S.A.,Qube Research & Technologies Ltd.,archive
2024-10-17,1.19,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,archive
2024-10-17,0.76,NL0012817175,Alfen N.V.,"WorldQuant, LLC",archive
2024-10-16,0.93,NL0011821392,Signify N.V.,AKO Capital LLP,archive
2024-10-16,0.47,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,archive
2024-10-16,0.66,NL0012817175,Alfen N.V.,"Connor, Clark & Lunn Investment Management Ltd.",archive
2024-10-16,0.78,NL0000888691,AMG Critical Materials N.V.,"D. E. Shaw & Co., L.P.",archive
2024-10-16,0.8,NL0013267909,Akzo Nobel N.V.,Marshall Wace LLP,archive
2024-10-16,0.8,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2024-10-16,1.24,NL0012817175,Alfen N.V.,Millennium International Management LP,archive
2024-10-16,2.11,NL0010391025,Pharming Group N.V.,Millennium International Management LP,archive
2024-10-16,2.18,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-10-16,0.93,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,archive
2024-10-16,0.54,NL0012817175,Alfen N.V.,"WorldQuant, LLC",archive
2024-10-15,0.49,NL00150003E1,Fugro N.V.,Balyasny Asset Management (UK) LLP,archive
2024-10-15,0.5,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,archive
2024-10-15,1.53,NL0012817175,Alfen N.V.,Citadel Advisors LLC,archive
2024-10-15,0.8,NL0000888691,AMG Critical Materials N.V.,"D. E. Shaw & Co., L.P.",archive
2024-10-15,1.08,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2024-10-15,1.11,NL0013332471,TomTom N.V.,Otus Capital Management Ltd.,archive
2024-10-15,2.03,NL0012817175,Alfen N.V.,"PDT Partners, LLC",archive
2024-10-15,2.2,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-10-15,2.18,NL0000888691,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,archive
2024-10-15,1.66,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,archive
2024-10-14,0.5,NL0000888691,AMG Critical Materials N.V.,Actus Ray Partners Limited,archive
2024-10-14,0.59,NL0011794037,Koninklijke Ahold Delhaize N.V.,Ilex Capital Partners (UK) LLP,archive
2024-10-14,1.46,NL0012817175,Alfen N.V.,Millennium International Management LP,archive
2024-10-14,1.03,NL0013332471,TomTom N.V.,Otus Capital Management Ltd.,archive
2024-10-14,1.91,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,archive
2024-10-14,2.2,NL0000888691,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,archive
2024-10-14,0.71,NL0012047823,Avantium N.V.,Qube Research & Technologies Ltd.,archive
2024-10-14,1.2,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,archive
2024-10-11,1.0,NL0010391025,Pharming Group N.V.,"Arrowstreet Capital, Limited Partnership",archive
