position_date,net_short_position,isin,issuer_name,position_holder,source
2019-12-12,0.52,NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
2019-12-11,0.8,NL0000360618,SBM Offshore N.V.,AHL Partners LLP,archive
2019-12-11,0.37,NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",archive
2019-12-11,0.53,NL0000888691,AMG Critical Materials N.V.,JPMorgan Asset Management (UK) Ltd.,archive
2019-12-11,3.79,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-12-11,0.58,BE0003818359,Galapagos NV,Marshall Wace LLP,archive
2019-12-11,2.92,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,archive
2019-12-11,1.05,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2019-12-11,0.93,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,archive
2019-12-11,0.59,NL0000888691,AMG Critical Materials N.V.,"PDT Partners, LLC",archive
2019-12-11,0.73,NL0010391025,Pharming Group N.V.,"Point72 Asset Management, L.P.",archive
2019-12-11,0.68,NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
2019-12-11,0.88,NL0009739416,PostNL N.V.,Voleon Capital Management LP,archive
2019-12-10,0.65,NL0000289213,Wereldhave N.V.,Citadel Advisors II LLC,archive
2019-12-10,0.58,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2019-12-10,1.13,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2019-12-10,0.88,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,archive
2019-12-10,0.51,BE0003818359,Galapagos NV,Numeric Investors LLC,archive
2019-12-10,0.5,NL0010801007,IMCD N.V.,Voleon Capital Management LP,archive
2019-12-09,0.79,BE0003818359,Galapagos NV,"AQR Capital Management, LLC",archive
2019-12-09,0.49,NL0000289213,Wereldhave N.V.,Citadel Advisors II LLC,archive
2019-12-09,1.19,NL0000337319,Koninklijke BAM Groep N.V.,Lancaster Investment Management LLP,archive
2019-12-09,0.64,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2019-12-09,0.89,LU0569974404,Aperam S.A.,Marshall Wace LLP,archive
2019-12-09,2.39,NL0006237562,ARCADIS N.V.,Marshall Wace LLP,archive
2019-12-09,3.07,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,archive
2019-12-09,0.52,NL0011821392,Signify N.V.,Marshall Wace LLP,archive
2019-12-09,1.77,NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
2019-12-09,0.36,NL0012866412,BE Semiconductor Industries N.V.,"Tenor Capital Management Company, L.P.",archive
2019-12-09,0.88,NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
2019-12-06,0.59,NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",archive
2019-12-06,0.61,NL0010391025,Pharming Group N.V.,Kingdon Capital Management LLC,archive
2019-12-06,0.49,NL0011821392,Signify N.V.,Marshall Wace LLP,archive
2019-12-06,0.9,NL0011821392,Signify N.V.,Millennium Capital Partners LLP,archive
2019-12-06,0.69,NL0000888691,AMG Critical Materials N.V.,"PDT Partners, LLC",archive
2019-12-06,0.9,NL0000352565,Fugro N.V.,Systematica Investments Limited,archive
2019-12-06,0.93,NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
2019-12-06,0.47,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",archive
2019-12-05,0.87,BE0003818359,Galapagos NV,"AQR Capital Management, LLC",archive
2019-12-05,0.65,NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",archive
2019-12-05,0.59,NL0000352565,Fugro N.V.,Canada Pension Plan Investment Board,archive
2019-12-05,2.04,NL0000888691,AMG Critical Materials N.V.,Jupiter Investment Management Limited,archive
2019-12-05,0.78,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2019-12-05,0.49,NL0010776944,Brunel International N.V.,Marshall Wace LLP,archive
2019-12-05,3.87,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-12-05,0.89,NL0011821392,Signify N.V.,Millennium Capital Partners LLP,archive
2019-12-05,0.49,BE0003818359,Galapagos NV,Millennium International Management LP,archive
2019-12-05,0.89,NL0011821392,Signify N.V.,Millennium International Management LP,archive
2019-12-05,0.55,NL0000352565,Fugro N.V.,Voleon Capital Management LP,archive
2019-12-04,0.81,NL0000352565,Fugro N.V.,B&G Master Fund Plc,archive
2019-12-04,1.09,NL0000352565,Fugro N.V.,HBK Investments LP,archive
2019-12-04,0.47,NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
2019-12-04,1.29,NL0000337319,Koninklijke BAM Groep N.V.,Lancaster Investment Management LLP,archive
2019-12-04,3.99,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-12-04,1.29,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2019-12-04,0.5,NL0011821392,Signify N.V.,Marshall Wace LLP,archive
2019-12-04,0.9,NL0011821392,Signify N.V.,Millennium Capital Partners LLP,archive
2019-12-04,1.48,NL0012866412,BE Semiconductor Industries N.V.,Scopia Capital Management LP,archive
2019-12-04,0.63,NL0000352565,Fugro N.V.,Whitebox Advisors LLC,archive
2019-12-03,2.49,NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
2019-12-03,0.76,NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",archive
2019-12-03,0.5,NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
2019-12-03,4.07,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-12-03,1.34,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2019-12-03,0.82,NL0011821392,Signify N.V.,Millennium Capital Partners LLP,archive
2019-12-03,0.8,NL0000852523,TKH Group N.V.,SFM UK Management LLP,archive
2019-12-03,0.95,NL0009739416,PostNL N.V.,Voleon Capital Management LP,archive
2019-12-02,1.0,LU1598757687,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
2019-12-02,0.98,BE0003818359,Galapagos NV,"AQR Capital Management, LLC",archive
2019-12-02,1.49,NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",archive
2019-12-02,1.11,NL0000352565,Fugro N.V.,HBK Investments LP,archive
2019-12-02,0.66,NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,archive
2019-12-02,2.4,NL0006237562,ARCADIS N.V.,Marshall Wace LLP,archive
2019-12-02,4.18,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-12-02,1.0,NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,archive
2019-12-02,0.91,NL0011821392,Signify N.V.,Millennium International Management LP,archive
2019-12-02,0.61,NL0010391025,Pharming Group N.V.,"Point72 Asset Management, L.P.",archive
2019-12-02,1.56,NL0012866412,BE Semiconductor Industries N.V.,Scopia Capital Management LP,archive
2019-12-02,0.86,NL0009739416,PostNL N.V.,Voleon Capital Management LP,archive
2019-11-29,0.86,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2019-11-29,4.28,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-11-29,0.67,NL0009739416,PostNL N.V.,"PDT Partners, LLC",archive
2019-11-29,0.55,NL0010391025,Pharming Group N.V.,"Point72 Asset Management, L.P.",archive
2019-11-29,0.6,NL0000352565,Fugro N.V.,Voleon Capital Management LP,archive
2019-11-29,0.48,NL0000337319,Koninklijke BAM Groep N.V.,Voleon Capital Management LP,archive
2019-11-28,0.9,LU0569974404,Aperam S.A.,Marshall Wace LLP,archive
2019-11-28,4.38,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-11-28,3.19,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,archive
2019-11-28,0.9,NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,archive
2019-11-28,0.7,NL0011821392,Signify N.V.,Millennium Capital Partners LLP,archive
2019-11-28,0.59,NL0000352565,Fugro N.V.,Voleon Capital Management LP,archive
2019-11-28,0.48,NL0009269109,Koninklijke Heijmans N.V.,"WorldQuant, LLC",archive
2019-11-27,0.7,NL0000360618,SBM Offshore N.V.,AHL Partners LLP,archive
2019-11-27,0.48,NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
2019-11-27,0.67,NL0011821392,Signify N.V.,Millennium Capital Partners LLP,archive
2019-11-26,1.03,BE0003818359,Galapagos NV,"AQR Capital Management, LLC",archive
2019-11-26,1.4,NL0010558797,OCI N.V.,"AQR Capital Management, LLC",archive
2019-11-26,0.78,NL0000352565,Fugro N.V.,B&G Master Fund Plc,archive
2019-11-26,0.6,BE0003818359,Galapagos NV,Citadel Advisors LLC,archive
2019-11-26,0.47,NL0000288876,Eurocommercial Properties N.V.,Clearance Capital Limited,archive
2019-11-26,1.09,BE0003818359,Galapagos NV,"D. E. Shaw & Co., L.P.",archive
2019-11-26,0.5,NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
2019-11-26,0.53,NL0010391025,Pharming Group N.V.,Kingdon Capital Management LLC,archive
2019-11-26,0.93,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2019-11-26,4.46,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-11-26,0.64,BE0003818359,Galapagos NV,Marshall Wace LLP,archive
2019-11-26,1.41,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2019-11-26,0.56,BE0003818359,Galapagos NV,Millennium International Management LP,archive
2019-11-26,0.43,NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",archive
2019-11-26,0.51,NL0009269109,Koninklijke Heijmans N.V.,"WorldQuant, LLC",archive
2019-11-26,0.5,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",archive
2019-11-25,0.98,BE0003818359,Galapagos NV,"D. E. Shaw & Co., L.P.",archive
2019-11-25,0.49,NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
2019-11-25,0.59,NL0000337319,Koninklijke BAM Groep N.V.,Voleon Capital Management LP,archive
2019-11-25,0.58,NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",archive
2019-11-22,0.69,NL0000360618,SBM Offshore N.V.,AHL Partners LLP,archive
2019-11-22,1.14,BE0003818359,Galapagos NV,"AQR Capital Management, LLC",archive
2019-11-22,0.66,NL0000352565,Fugro N.V.,Canada Pension Plan Investment Board,archive
2019-11-22,0.53,NL0012866412,BE Semiconductor Industries N.V.,CQS (UK) LLP,archive
2019-11-22,1.09,NL0000352565,Fugro N.V.,HBK Investments LP,archive
2019-11-22,0.0,NL0000852531,Kendrion N.V.,JPMorgan Asset Management (UK) Ltd.,archive
2019-11-22,0.81,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2019-11-22,0.6,NL0000352565,Fugro N.V.,Voleon Capital Management LP,archive
2019-11-22,0.7,NL0009739416,PostNL N.V.,Voleon Capital Management LP,archive
2019-11-22,0.65,NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",archive
2019-11-22,0.49,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",archive
2019-11-21,0.9,LU1598757687,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
2019-11-21,1.21,BE0003818359,Galapagos NV,"AQR Capital Management, LLC",archive
2019-11-21,0.72,NL0000352565,Fugro N.V.,Canada Pension Plan Investment Board,archive
2019-11-21,0.49,NL0009739416,PostNL N.V.,Canada Pension Plan Investment Board,archive
2019-11-21,0.73,NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,archive
2019-11-21,1.31,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2019-11-21,1.89,NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
2019-11-20,0.7,NL0000360618,SBM Offshore N.V.,AHL Partners LLP,archive
2019-11-20,0.61,NL0006237562,ARCADIS N.V.,AKO Capital LLP,archive
2019-11-20,0.57,NL0009739416,PostNL N.V.,Canada Pension Plan Investment Board,archive
2019-11-20,0.71,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2019-11-20,3.23,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,archive
2019-11-20,0.81,NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,archive
2019-11-20,1.02,NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
2019-11-20,0.59,NL0000352565,Fugro N.V.,Voleon Capital Management LP,archive
2019-11-20,0.76,NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",archive
2019-11-19,0.53,NL0006237562,ARCADIS N.V.,AKO Capital LLP,archive
2019-11-19,0.89,NL0000352565,Fugro N.V.,Canada Pension Plan Investment Board,archive
2019-11-19,0.81,NL0011821392,Signify N.V.,ENA Investment Capital LLP,archive
2019-11-19,4.5,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-11-19,0.77,BE0003818359,Galapagos NV,Marshall Wace LLP,archive
2019-11-19,1.23,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2019-11-19,1.9,NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
2019-11-19,0.99,NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
2019-11-19,0.6,NL0009739416,PostNL N.V.,Voleon Capital Management LP,archive
2019-11-18,1.37,BE0003818359,Galapagos NV,"AQR Capital Management, LLC",archive
2019-11-18,0.5,NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
2019-11-18,0.62,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2019-11-18,0.8,LU0569974404,Aperam S.A.,Marshall Wace LLP,archive
2019-11-18,4.42,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-11-18,1.67,NL0012866412,BE Semiconductor Industries N.V.,Scopia Capital Management LP,archive
2019-11-18,0.98,NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",archive
2019-11-15,1.45,BE0003818359,Galapagos NV,"AQR Capital Management, LLC",archive
2019-11-15,1.39,NL0010558797,OCI N.V.,"AQR Capital Management, LLC",archive
2019-11-15,2.58,NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
2019-11-15,3.1,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,archive
2019-11-15,1.14,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2019-11-15,0.7,NL0009739416,PostNL N.V.,"PDT Partners, LLC",archive
2019-11-15,1.09,NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",archive
2019-11-14,0.8,LU1598757687,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
2019-11-14,0.52,BE0003818359,Galapagos NV,Citadel Advisors LLC,archive
2019-11-14,1.12,NL0000352565,Fugro N.V.,HBK Investments LP,archive
2019-11-14,0.51,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2019-11-14,1.09,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2019-11-14,1.72,NL0012866412,BE Semiconductor Industries N.V.,Scopia Capital Management LP,archive
2019-11-13,0.89,NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",archive
2019-11-13,4.31,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-11-13,3.03,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,archive
2019-11-13,0.58,NL0011821392,Signify N.V.,Millennium Capital Partners LLP,archive
2019-11-13,1.0,NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
2019-11-13,0.5,NL0009739416,PostNL N.V.,Voleon Capital Management LP,archive
2019-11-13,1.26,NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",archive
2019-11-12,0.6,NL0012969182,Adyen N.V.,"AQR Capital Management, LLC",archive
2019-11-12,0.52,NL0010776944,Brunel International N.V.,Marshall Wace LLP,archive
2019-11-12,2.94,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,archive
2019-11-12,0.7,NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,archive
2019-11-12,0.69,NL0000352565,Fugro N.V.,Voleon Capital Management LP,archive
2019-11-11,0.59,NL0012969182,Adyen N.V.,"AQR Capital Management, LLC",archive
2019-11-11,0.93,NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",archive
2019-11-11,0.5,NL0000289213,Wereldhave N.V.,Citadel Advisors II LLC,archive
2019-11-11,0.49,BE0003818359,Galapagos NV,Citadel Advisors LLC,archive
2019-11-11,4.25,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-11-11,0.88,BE0003818359,Galapagos NV,Marshall Wace LLP,archive
2019-11-11,0.99,NL0013332471,TomTom N.V.,Marshall Wace LLP,archive
2019-11-08,1.58,BE0003818359,Galapagos NV,"AQR Capital Management, LLC",archive
2019-11-08,0.68,NL0009739416,PostNL N.V.,Canada Pension Plan Investment Board,archive
2019-11-08,0.85,NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,archive
2019-11-08,0.18,NL0000337319,Koninklijke BAM Groep N.V.,"Lucerne Capital Management, L.P.",archive
2019-11-08,2.89,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,archive
2019-11-08,1.15,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2019-11-08,0.63,NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,archive
2019-11-08,0.81,NL0011821392,Signify N.V.,Millennium International Management LP,archive
2019-11-08,0.98,NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
2019-11-08,0.63,NL0000337319,Koninklijke BAM Groep N.V.,Voleon Capital Management LP,archive
2019-11-07,0.6,NL0012969182,Adyen N.V.,"AQR Capital Management, LLC",archive
2019-11-07,1.65,BE0003818359,Galapagos NV,"AQR Capital Management, LLC",archive
2019-11-07,1.09,NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",archive
2019-11-07,0.49,NL0000289213,Wereldhave N.V.,Citadel Advisors II LLC,archive
2019-11-07,0.49,NL0000337319,Koninklijke BAM Groep N.V.,GSA Capital Partners LLP,archive
2019-11-07,0.78,LU0569974404,Aperam S.A.,Marshall Wace LLP,archive
2019-11-07,1.2,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2019-11-07,0.69,NL0009739416,PostNL N.V.,"PDT Partners, LLC",archive
2019-11-06,0.59,NL0012969182,Adyen N.V.,"AQR Capital Management, LLC",archive
2019-11-06,1.17,NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",archive
2019-11-06,0.76,NL0009739416,PostNL N.V.,Canada Pension Plan Investment Board,archive
2019-11-06,0.61,NL0000337319,Koninklijke BAM Groep N.V.,GSA Capital Partners LLP,archive
2019-11-06,0.99,BE0003818359,Galapagos NV,Marshall Wace LLP,archive
2019-11-06,1.16,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2019-11-06,0.51,NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,archive
2019-11-06,0.72,NL0009739416,PostNL N.V.,"PDT Partners, LLC",archive
2019-11-06,0.49,NL0009739416,PostNL N.V.,Voleon Capital Management LP,archive
2019-11-05,0.6,NL0012969182,Adyen N.V.,"AQR Capital Management, LLC",archive
2019-11-05,1.77,BE0003818359,Galapagos NV,"AQR Capital Management, LLC",archive
2019-11-05,1.28,NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",archive
2019-11-05,0.84,NL0009739416,PostNL N.V.,Canada Pension Plan Investment Board,archive
2019-11-05,0.53,BE0003818359,Galapagos NV,Citadel Advisors LLC,archive
2019-11-05,0.64,NL0000288876,Eurocommercial Properties N.V.,Clearance Capital Limited,archive
2019-11-05,1.08,NL0000352565,Fugro N.V.,HBK Investments LP,archive
2019-11-05,2.95,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,archive
2019-11-05,0.62,NL0011821392,Signify N.V.,Millennium Capital Partners LLP,archive
2019-11-05,1.88,NL0012866412,BE Semiconductor Industries N.V.,Scopia Capital Management LP,archive
2019-11-05,1.88,NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,archive
2019-11-05,0.71,NL0000852523,TKH Group N.V.,SFM UK Management LLP,archive
2019-11-05,1.01,NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
2019-11-05,0.79,NL0000352565,Fugro N.V.,Voleon Capital Management LP,archive
2019-11-05,0.57,NL0009739416,PostNL N.V.,Voleon Capital Management LP,archive
2019-11-05,1.11,NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",archive
2019-11-04,0.59,NL0012969182,Adyen N.V.,"AQR Capital Management, LLC",archive
2019-11-04,1.01,BE0003818359,Galapagos NV,"D. E. Shaw & Co., L.P.",archive
2019-11-04,0.49,NL0000337319,Koninklijke BAM Groep N.V.,HBK Investments LP,archive
2019-11-04,0.88,LU0569974404,Aperam S.A.,Marshall Wace LLP,archive
2019-11-04,0.62,NL0000852523,TKH Group N.V.,SFM UK Management LLP,archive
2019-11-04,0.61,NL0000352565,Fugro N.V.,UBS Asset Management (UK) Ltd.,archive
2019-11-04,0.62,NL0009739416,PostNL N.V.,Voleon Capital Management LP,archive
2019-11-01,0.6,NL0012969182,Adyen N.V.,"AQR Capital Management, LLC",archive
2019-11-01,1.59,NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",archive
2019-11-01,1.23,NL0000289213,Wereldhave N.V.,Clearance Capital Limited,archive
2019-11-01,2.7,NL0000888691,AMG Critical Materials N.V.,"Eminence Capital, LP",archive
2019-11-01,1.4,NL0006237562,ARCADIS N.V.,Marshall Wace Asia Limited,archive
2019-11-01,0.48,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2019-11-01,2.35,NL0006237562,ARCADIS N.V.,Marshall Wace LLP,archive
2019-11-01,4.1,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-11-01,0.67,NL0009739416,PostNL N.V.,"PDT Partners, LLC",archive
2019-11-01,1.98,NL0012866412,BE Semiconductor Industries N.V.,Scopia Capital Management LP,archive
2019-11-01,0.57,NL0000852523,TKH Group N.V.,SFM UK Management LLP,archive
2019-11-01,0.91,NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
2019-11-01,0.51,NL0000337319,Koninklijke BAM Groep N.V.,Voleon Capital Management LP,archive
2019-11-01,1.02,NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",archive
2019-10-31,1.89,BE0003818359,Galapagos NV,"AQR Capital Management, LLC",archive
2019-10-31,1.38,NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",archive
2019-10-31,0.89,NL0000352565,Fugro N.V.,Capital Fund Management S.A.,archive
2019-10-31,0.64,NL0012866412,BE Semiconductor Industries N.V.,Citadel Europe LLP,archive
2019-10-31,4.03,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-10-31,3.08,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,archive
2019-10-31,0.91,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,archive
2019-10-31,2.13,NL0012866412,BE Semiconductor Industries N.V.,Scopia Capital Management LP,archive
2019-10-30,0.71,LU1598757687,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
2019-10-30,1.41,NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",archive
2019-10-30,1.39,NL0000888691,AMG Critical Materials N.V.,"Connor, Clark & Lunn Investment Management Ltd.",archive
2019-10-30,0.52,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,archive
2019-10-30,0.99,LU0569974404,Aperam S.A.,Marshall Wace LLP,archive
2019-10-30,3.97,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-10-30,1.09,BE0003818359,Galapagos NV,Marshall Wace LLP,archive
2019-10-30,0.7,NL0009739416,PostNL N.V.,"PDT Partners, LLC",archive
2019-10-30,2.25,NL0012866412,BE Semiconductor Industries N.V.,Scopia Capital Management LP,archive
2019-10-30,0.82,NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
2019-10-30,0.49,NL0000337319,Koninklijke BAM Groep N.V.,Voleon Capital Management LP,archive
2019-10-29,0.7,NL0000352565,Fugro N.V.,BlueCrest Capital Management Limited,archive
2019-10-29,0.46,BE0003818359,Galapagos NV,Citadel Advisors LLC,archive
2019-10-29,0.98,BE0003818359,Galapagos NV,"D. E. Shaw & Co., L.P.",archive
2019-10-29,3.85,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-10-29,1.09,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2019-10-29,0.56,NL0011821392,Signify N.V.,Millennium Capital Partners LLP,archive
2019-10-29,0.73,NL0011821392,Signify N.V.,Millennium International Management LP,archive
2019-10-29,2.4,NL0012866412,BE Semiconductor Industries N.V.,Scopia Capital Management LP,archive
2019-10-29,0.56,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",archive
2019-10-28,1.59,NL0000888691,AMG Critical Materials N.V.,"Arrowstreet Capital, Limited Partnership",archive
2019-10-28,0.59,BE0003818359,Galapagos NV,Citadel Advisors LLC,archive
2019-10-28,1.0,BE0003818359,Galapagos NV,"D. E. Shaw & Co., L.P.",archive
2019-10-28,3.74,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-10-28,1.1,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2019-10-28,0.43,NL0010776944,Brunel International N.V.,Otus Capital Management Ltd.,archive
2019-10-28,2.56,NL0012866412,BE Semiconductor Industries N.V.,Scopia Capital Management LP,archive
2019-10-28,1.16,NL0011821392,Signify N.V.,Tybourne Capital Management (HK) Limited,archive
2019-10-28,0.78,NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,archive
2019-10-28,0.92,NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",archive
2019-10-25,0.19,NL0010391025,Pharming Group N.V.,Citadel Advisors II LLC,archive
2019-10-25,0.51,NL0000289213,Wereldhave N.V.,Citadel Advisors II LLC,archive
2019-10-25,0.69,BE0003818359,Galapagos NV,Citadel Advisors LLC,archive
2019-10-25,2.53,NL0006237562,ARCADIS N.V.,Lansdowne Partners (UK) LLP,archive
2019-10-25,3.65,NL0000352565,Fugro N.V.,Marshall Wace LLP,archive
2019-10-25,1.1,BE0003818359,Galapagos NV,Marshall Wace LLP,archive
2019-10-25,0.81,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,archive
2019-10-25,0.88,NL0011821392,Signify N.V.,Millennium International Management LP,archive
2019-10-25,0.87,NL0000888691,AMG Critical Materials N.V.,"WorldQuant, LLC",archive
2019-10-25,0.6,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",archive
2019-10-24,0.65,NL0000352565,Fugro N.V.,BlueCrest Capital Management Limited,archive
2019-10-24,0.81,NL0012866412,BE Semiconductor Industries N.V.,Citadel Europe LLP,archive
2019-10-24,1.1,BE0003818359,Galapagos NV,"D. E. Shaw & Co., L.P.",archive
2019-10-24,1.45,NL0012866412,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",archive
2019-10-24,0.9,NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,archive
2019-10-24,2.63,NL0006237562,ARCADIS N.V.,Lansdowne Partners (UK) LLP,archive
2019-10-24,2.42,NL0006237562,ARCADIS N.V.,Marshall Wace LLP,archive
2019-10-24,1.09,NL0009739416,PostNL N.V.,Marshall Wace LLP,archive
2019-10-24,1.0,NL0013332471,TomTom N.V.,Marshall Wace LLP,archive
