position_date,isin,issuer_name,net_short_position,position_holder,source
2026-03-18,NL0000009082,Koninklijke KPN N.V.,0.47,Citadel Advisors LLC,archive
2026-03-18,NL0015000GX8,Envipco Holding N.V.,0.49,Citadel Securities (Europe) Limited,archive
2026-03-18,NL0013332471,TomTom N.V.,0.48,Marshall Wace LLP,archive
2026-03-18,NL0012365084,NSI N.V.,0.6,Millennium International Management LP,archive
2026-03-18,NL0012817175,Alfen N.V.,0.52,Qube Research & Technologies Ltd.,archive
2026-03-17,NL0011821392,Signify N.V.,0.79,"BlackRock Financial Management, Inc.",archive
2026-03-17,NL0012866412,BE Semiconductor Industries N.V.,0.57,Canada Pension Plan Investment Board,archive
2026-03-17,NL00150003E1,Fugro N.V.,0.48,Millennium International Management LP,archive
2026-03-17,LU1598757687,ArcelorMittal S.A.,0.49,"Two Sigma Investments, LP",archive
2026-03-16,NL0011821392,Signify N.V.,0.8,"BlackRock Financial Management, Inc.",archive
2026-03-16,NL0010801007,IMCD N.V.,0.61,Citadel Advisors LLC,archive
2026-03-16,NL0012969182,Adyen N.V.,0.49,"D. E. Shaw & Co., L.P.",archive
2026-03-16,NL0010801007,IMCD N.V.,0.4,Marshall Wace LLP,archive
2026-03-16,NL0012365084,NSI N.V.,0.52,Millennium International Management LP,archive
2026-03-13,NL0010801007,IMCD N.V.,0.56,Citadel Advisors LLC,archive
2026-03-13,NL0010801007,IMCD N.V.,0.59,Marshall Wace LLP,archive
2026-03-13,NL00150003E1,Fugro N.V.,0.55,Millennium International Management LP,archive
2026-03-12,NL0010391025,Pharming Group N.V.,0.44,Capital Fund Management S.A.,archive
2026-03-12,NL0015000GX8,Envipco Holding N.V.,0.46,Citadel Advisors LLC,archive
2026-03-11,LU0569974404,Aperam S.A.,0.48,Capital Fund Management S.A.,archive
2026-03-11,NL0010391025,Pharming Group N.V.,0.5,Capital Fund Management S.A.,archive
2026-03-11,NL0015000GX8,Envipco Holding N.V.,0.5,Citadel Advisors LLC,archive
2026-03-11,NL0010801007,IMCD N.V.,0.64,Citadel Advisors LLC,archive
2026-03-11,NL0000009082,Koninklijke KPN N.V.,0.58,Citadel Advisors LLC,archive
2026-03-11,NL0015000GX8,Envipco Holding N.V.,0.56,Citadel Securities (Europe) Limited,archive
2026-03-11,NL0013332471,TomTom N.V.,0.58,Marshall Wace LLP,archive
2026-03-11,NL0000379121,Randstad N.V.,0.51,"Point72 Europe (London), LLP",archive
2026-03-10,NL0013267909,Akzo Nobel N.V.,0.48,Albar Capital Partners LLP,archive
2026-03-10,NL0013267909,Akzo Nobel N.V.,0.47,BlackRock Investment Management (UK) Limited,archive
2026-03-10,LU0569974404,Aperam S.A.,0.5,Capital Fund Management S.A.,archive
2026-03-10,NL0010801007,IMCD N.V.,0.7,Citadel Advisors LLC,archive
2026-03-10,NL00150003E1,Fugro N.V.,0.67,Millennium International Management LP,archive
2026-03-09,NL0013267909,Akzo Nobel N.V.,0.5,Albar Capital Partners LLP,archive
2026-03-09,LU0569974404,Aperam S.A.,0.49,Capital Fund Management S.A.,archive
2026-03-09,NL0010391025,Pharming Group N.V.,0.66,Capital Fund Management S.A.,archive
2026-03-09,NL0000009082,Koninklijke KPN N.V.,0.6,Citadel Advisors LLC,archive
2026-03-09,NL0012817175,Alfen N.V.,0.49,Qube Research & Technologies Ltd.,archive
2026-03-06,NL0013267909,Akzo Nobel N.V.,0.47,Balyasny Asset Management LP,archive
2026-03-06,NL0000888691,AMG Critical Materials N.V.,0.45,Citadel Advisors LLC,archive
2026-03-06,NL0012817175,Alfen N.V.,0.48,GSA Capital Partners LLP,archive
2026-03-06,NL0010801007,IMCD N.V.,0.63,Marshall Wace LLP,archive
2026-03-06,NL0013332471,TomTom N.V.,0.68,Marshall Wace LLP,archive
2026-03-06,NL0011821392,Signify N.V.,0.39,"Point72 Europe (London), LLP",archive
2026-03-05,NL0013267909,Akzo Nobel N.V.,0.5,Balyasny Asset Management LP,archive
2026-03-05,NL0012866412,BE Semiconductor Industries N.V.,0.64,Canada Pension Plan Investment Board,archive
2026-03-05,NL0010391025,Pharming Group N.V.,0.77,Capital Fund Management S.A.,archive
2026-03-05,NL0000888691,AMG Critical Materials N.V.,0.55,Citadel Advisors LLC,archive
2026-03-05,NL0010801007,IMCD N.V.,0.62,Citadel Advisors LLC,archive
2026-03-04,NL0013267909,Akzo Nobel N.V.,0.44,Balyasny Asset Management LP,archive
2026-03-04,NL0000888691,AMG Critical Materials N.V.,0.47,Citadel Advisors LLC,archive
2026-03-04,NL0012817175,Alfen N.V.,0.79,Citadel Securities (Europe) Limited,archive
2026-03-04,NL0012817175,Alfen N.V.,0.55,GSA Capital Partners LLP,archive
2026-03-04,NL00150003E1,Fugro N.V.,0.78,Millennium International Management LP,archive
2026-03-03,NL0013267909,Akzo Nobel N.V.,0.56,Balyasny Asset Management LP,archive
2026-03-03,NL0000888691,AMG Critical Materials N.V.,0.5,Citadel Advisors LLC,archive
2026-03-03,NL0011821392,Signify N.V.,0.54,"Point72 Europe (London), LLP",archive
2026-03-02,NL0000888691,AMG Critical Materials N.V.,0.48,Citadel Advisors LLC,archive
2026-03-02,NL0000009082,Koninklijke KPN N.V.,0.53,Citadel Advisors LLC,archive
2026-03-02,NL0012817175,Alfen N.V.,0.8,Citadel Securities (Europe) Limited,archive
2026-03-02,NL0012969182,Adyen N.V.,0.58,"D. E. Shaw & Co., L.P.",archive
2026-03-02,NL00150003E1,Fugro N.V.,0.87,Millennium International Management LP,archive
2026-03-02,NL0010391025,Pharming Group N.V.,0.46,Qube Research & Technologies Ltd.,archive
2026-02-27,NL0013267909,Akzo Nobel N.V.,0.6,Balyasny Asset Management LP,archive
2026-02-27,NL0010801007,IMCD N.V.,0.54,"BlackRock Institutional Trust Company, National Association",archive
2026-02-27,NL00150003E1,Fugro N.V.,0.45,Citadel Advisors LLC,archive
2026-02-27,NL0010801007,IMCD N.V.,0.4,"D. E. Shaw & Co., L.P.",archive
2026-02-27,NL0012817175,Alfen N.V.,0.69,GSA Capital Partners LLP,archive
2026-02-27,NL0010801007,IMCD N.V.,0.13,Millennium International Management LP,archive
2026-02-27,NL0010801007,IMCD N.V.,0.0,Qube Research & Technologies Ltd.,archive
2026-02-27,NL0010801007,IMCD N.V.,0.47,Squarepoint Ops LLC,archive
2026-02-26,NL0000888691,AMG Critical Materials N.V.,0.55,Citadel Advisors LLC,archive
2026-02-26,NL00150003E1,Fugro N.V.,0.5,Citadel Advisors LLC,archive
2026-02-26,NL0000379121,Randstad N.V.,0.48,Marshall Wace LLP,archive
2026-02-26,NL00150003E1,Fugro N.V.,0.96,Millennium International Management LP,archive
2026-02-26,NL0010801007,IMCD N.V.,2.0,Millennium International Management LP,archive
2026-02-26,NL0015002K83,Havas N.V.,0.4,"Point72 Asset Management, L.P.",archive
2026-02-26,NL0010391025,Pharming Group N.V.,0.51,Qube Research & Technologies Ltd.,archive
2026-02-25,NL0010801007,IMCD N.V.,1.96,Millennium International Management LP,archive
2026-02-25,NL00150003E1,Fugro N.V.,0.47,Numeric Investors LLC,archive
2026-02-25,NL0012817175,Alfen N.V.,0.55,Qube Research & Technologies Ltd.,archive
2026-02-25,NL0010801007,IMCD N.V.,0.58,Qube Research & Technologies Ltd.,archive
2026-02-25,NL0010391025,Pharming Group N.V.,0.49,Qube Research & Technologies Ltd.,archive
2026-02-25,NL0010801007,IMCD N.V.,0.51,Squarepoint Ops LLC,archive
2026-02-24,NL0010391025,Pharming Group N.V.,0.84,Capital Fund Management S.A.,archive
2026-02-24,NL0011821392,Signify N.V.,0.47,Citadel Securities (Europe) Limited,archive
2026-02-24,NL0010801007,IMCD N.V.,0.7,"D. E. Shaw & Co., L.P.",archive
2026-02-24,NL0012817175,Alfen N.V.,0.79,GSA Capital Partners LLP,archive
2026-02-24,NL0000379121,Randstad N.V.,0.5,Marshall Wace LLP,archive
2026-02-24,NL0013332471,TomTom N.V.,0.7,Marshall Wace LLP,archive
2026-02-23,NL0010801007,IMCD N.V.,1.82,Millennium International Management LP,archive
2026-02-23,NL0012817175,Alfen N.V.,0.61,Qube Research & Technologies Ltd.,archive
2026-02-23,NL0010801007,IMCD N.V.,0.61,Qube Research & Technologies Ltd.,archive
