issuer_name,position_date,position_holder,net_short_position,isin,source
Fugro N.V.,2014-12-10,"AQR Capital Management, LLC",2.02,NL0000352565,archive
SBM Offshore N.V.,2014-12-10,"AQR Capital Management, LLC",2.39,NL0000360618,archive
SBM Offshore N.V.,2014-12-10,"BlackRock Institutional Trust Company, National Association",1.16,NL0000360618,archive
SBM Offshore N.V.,2014-12-10,BlueCrest Capital Management Limited,0.99,NL0000360618,archive
Wereldhave N.V.,2014-12-10,JPMorgan Asset Management (UK) Ltd.,0.65,NL0000289213,archive
Fugro N.V.,2014-12-10,Marshall Wace LLP,0.48,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-12-10,Marshall Wace LLP,0.91,NL0000337319,archive
SBM Offshore N.V.,2014-12-10,Marshall Wace LLP,0.6,NL0000360618,archive
Koninklijke BAM Groep N.V.,2014-12-10,Oxford Asset Management,0.88,NL0000337319,archive
SBM Offshore N.V.,2014-12-10,"WorldQuant, LLC",0.5,NL0000360618,archive
Koninklijke BAM Groep N.V.,2014-12-09,Marshall Wace LLP,0.82,NL0000337319,archive
SBM Offshore N.V.,2014-12-08,BlueCrest Capital Management Limited,1.0,NL0000360618,archive
SBM Offshore N.V.,2014-12-08,Man Investments Limited,0.51,NL0000360618,archive
SBM Offshore N.V.,2014-12-08,Marshall Wace LLP,0.56,NL0000360618,archive
Koninklijke BAM Groep N.V.,2014-12-05,Marshall Wace LLP,0.78,NL0000337319,archive
SBM Offshore N.V.,2014-12-05,Marshall Wace LLP,0.49,NL0000360618,archive
Fugro N.V.,2014-12-04,"AQR Capital Management, LLC",1.98,NL0000352565,archive
SBM Offshore N.V.,2014-12-04,Marshall Wace LLP,0.5,NL0000360618,archive
Aperam S.A.,2014-12-03,Adage Capital Management L.P.,4.73,LU0569974404,archive
Aperam S.A.,2014-12-03,CQS (UK) LLP,1.29,LU0569974404,archive
Fugro N.V.,2014-12-03,Marshall Wace LLP,0.56,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-12-03,Marshall Wace LLP,0.86,NL0000337319,archive
Fugro N.V.,2014-12-02,"AQR Capital Management, LLC",1.87,NL0000352565,archive
Fugro N.V.,2014-12-02,Marshall Wace LLP,0.67,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-12-01,Marshall Wace LLP,0.98,NL0000337319,archive
Eurocommercial Properties N.V.,2014-12-01,Wellington Management Company LLP,0.79,NL0000288876,archive
Fugro N.V.,2014-11-28,Marshall Wace LLP,0.78,NL0000352565,archive
SBM Offshore N.V.,2014-11-27,"Discovery Capital Management, LLC",1.58,NL0000360618,archive
SBM Offshore N.V.,2014-11-27,Egerton Capital (UK) LLP,0.75,NL0000360618,archive
Fugro N.V.,2014-11-27,Marshall Wace LLP,0.81,NL0000352565,archive
Fugro N.V.,2014-11-25,Marshall Wace LLP,0.77,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-11-25,Marshall Wace LLP,1.08,NL0000337319,archive
SBM Offshore N.V.,2014-11-24,BlueCrest Capital Management Limited,0.93,NL0000360618,archive
SBM Offshore N.V.,2014-11-21,"BlackRock Institutional Trust Company, National Association",1.2,NL0000360618,archive
Fugro N.V.,2014-11-21,Marshall Wace LLP,0.81,NL0000352565,archive
SBM Offshore N.V.,2014-11-20,BlueCrest Capital Management Limited,0.83,NL0000360618,archive
Fugro N.V.,2014-11-20,Marshall Wace LLP,1.04,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-11-20,Marshall Wace LLP,1.17,NL0000337319,archive
Aperam S.A.,2014-11-19,Adage Capital Management L.P.,4.65,LU0569974404,archive
SBM Offshore N.V.,2014-11-19,"BlackRock Institutional Trust Company, National Association",1.14,NL0000360618,archive
SBM Offshore N.V.,2014-11-18,"AQR Capital Management, LLC",2.29,NL0000360618,archive
SBM Offshore N.V.,2014-11-18,BlueCrest Capital Management Limited,0.74,NL0000360618,archive
Aperam S.A.,2014-11-18,CQS (UK) LLP,1.3,LU0569974404,archive
Fugro N.V.,2014-11-18,Marshall Wace LLP,1.19,NL0000352565,archive
Fugro N.V.,2014-11-18,"WorldQuant, LLC",0.43,NL0000352565,archive
Fugro N.V.,2014-11-17,"AQR Capital Management, LLC",1.69,NL0000352565,archive
SBM Offshore N.V.,2014-11-17,"AQR Capital Management, LLC",2.3,NL0000360618,archive
SBM Offshore N.V.,2014-11-17,"BlackRock Institutional Trust Company, National Association",1.04,NL0000360618,archive
SBM Offshore N.V.,2014-11-17,BlueCrest Capital Management Limited,0.67,NL0000360618,archive
Fugro N.V.,2014-11-17,Marshall Wace LLP,1.33,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-11-17,Marshall Wace LLP,1.27,NL0000337319,archive
Fugro N.V.,2014-11-17,"WorldQuant, LLC",0.58,NL0000352565,archive
Fugro N.V.,2014-11-14,"AQR Capital Management, LLC",1.7,NL0000352565,archive
Fugro N.V.,2014-11-14,Marshall Wace LLP,1.46,NL0000352565,archive
Fugro N.V.,2014-11-14,Oxford Asset Management,0.43,NL0000352565,archive
Fugro N.V.,2014-11-14,"WorldQuant, LLC",0.64,NL0000352565,archive
Aperam S.A.,2014-11-13,Adage Capital Management L.P.,4.46,LU0569974404,archive
Aperam S.A.,2014-11-12,Adage Capital Management L.P.,4.34,LU0569974404,archive
Fugro N.V.,2014-11-12,"AQR Capital Management, LLC",1.89,NL0000352565,archive
SBM Offshore N.V.,2014-11-12,"AQR Capital Management, LLC",2.2,NL0000360618,archive
SBM Offshore N.V.,2014-11-12,BlueCrest Capital Management Limited,0.59,NL0000360618,archive
SBM Offshore N.V.,2014-11-12,"Discovery Capital Management, LLC",1.23,NL0000360618,archive
TomTom N.V.,2014-11-12,"Hound Partners, LLC",1.41,NL0000387058,archive
Fugro N.V.,2014-11-12,Marshall Wace LLP,1.67,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-11-12,Marshall Wace LLP,1.38,NL0000337319,archive
SBM Offshore N.V.,2014-11-12,Marshall Wace LLP,0.42,NL0000360618,archive
Fugro N.V.,2014-11-12,"WorldQuant, LLC",0.55,NL0000352565,archive
Koninklijke Vopak N.V.,2014-11-11,Adelphi Capital LLP,0.48,NL0009432491,archive
SBM Offshore N.V.,2014-11-11,"BlackRock Institutional Trust Company, National Association",0.91,NL0000360618,archive
Fugro N.V.,2014-11-11,Marshall Wace LLP,1.81,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-11-11,Marshall Wace LLP,1.44,NL0000337319,archive
SBM Offshore N.V.,2014-11-11,Marshall Wace LLP,0.85,NL0000360618,archive
Fugro N.V.,2014-11-11,"WorldQuant, LLC",0.63,NL0000352565,archive
Aperam S.A.,2014-11-10,Adage Capital Management L.P.,4.2,LU0569974404,archive
SBM Offshore N.V.,2014-11-10,"BlackRock Institutional Trust Company, National Association",0.84,NL0000360618,archive
SBM Offshore N.V.,2014-11-10,Kynikos Associates LP,0.56,NL0000360618,archive
Fugro N.V.,2014-11-10,Marshall Wace LLP,2.02,NL0000352565,archive
SBM Offshore N.V.,2014-11-10,Marshall Wace LLP,0.92,NL0000360618,archive
Fugro N.V.,2014-11-10,Martin Currie Investment Management Ltd.,0.34,NL0000352565,archive
Fugro N.V.,2014-11-10,Oxford Asset Management,0.59,NL0000352565,archive
Fugro N.V.,2014-11-10,TT International,0.21,NL0000352565,archive
Fugro N.V.,2014-11-10,"WorldQuant, LLC",0.74,NL0000352565,archive
SBM Offshore N.V.,2014-11-07,"AQR Capital Management, LLC",2.13,NL0000360618,archive
Fugro N.V.,2014-11-07,"BlackRock Institutional Trust Company, National Association",0.48,NL0000352565,archive
Fugro N.V.,2014-11-07,Marshall Wace LLP,2.9,NL0000352565,archive
SBM Offshore N.V.,2014-11-07,Marshall Wace LLP,1.07,NL0000360618,archive
Fugro N.V.,2014-11-07,TT International,0.62,NL0000352565,archive
Fugro N.V.,2014-11-07,"WorldQuant, LLC",0.67,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-11-07,"WorldQuant, LLC",0.47,NL0000337319,archive
Fugro N.V.,2014-11-06,"AQR Capital Management, LLC",1.95,NL0000352565,archive
SBM Offshore N.V.,2014-11-06,"BlackRock Institutional Trust Company, National Association",0.73,NL0000360618,archive
Fugro N.V.,2014-11-06,Citadel Advisors II LLC,0.49,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-11-06,"Lucerne Capital Management, L.P.",0.33,NL0000337319,archive
SBM Offshore N.V.,2014-11-06,Man Investments Limited,0.48,NL0000360618,archive
Fugro N.V.,2014-11-06,Marshall Wace LLP,3.28,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-11-06,Marshall Wace LLP,1.55,NL0000337319,archive
Aperam S.A.,2014-11-05,Adage Capital Management L.P.,4.01,LU0569974404,archive
Fugro N.V.,2014-11-05,"AQR Capital Management, LLC",2.09,NL0000352565,archive
Fugro N.V.,2014-11-05,Marshall Wace LLP,3.99,NL0000352565,archive
SBM Offshore N.V.,2014-11-05,Marshall Wace LLP,1.16,NL0000360618,archive
Koninklijke BAM Groep N.V.,2014-11-05,"WorldQuant, LLC",0.59,NL0000337319,archive
Aperam S.A.,2014-11-04,Adage Capital Management L.P.,3.77,LU0569974404,archive
Fugro N.V.,2014-11-04,"AQR Capital Management, LLC",1.78,NL0000352565,archive
Fugro N.V.,2014-11-04,"BlackRock Institutional Trust Company, National Association",0.58,NL0000352565,archive
TomTom N.V.,2014-11-04,"BlueMountain Capital Management, LLC",1.62,NL0000387058,archive
Fugro N.V.,2014-11-04,GAM Investment Management Lugano SA,0.19,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-11-04,"Lucerne Capital Management, L.P.",0.61,NL0000337319,archive
SBM Offshore N.V.,2014-11-04,Man Investments Limited,0.5,NL0000360618,archive
Fugro N.V.,2014-11-04,Marshall Wace LLP,3.52,NL0000352565,archive
SBM Offshore N.V.,2014-11-04,Marshall Wace LLP,1.08,NL0000360618,archive
Fugro N.V.,2014-11-03,Marshall Wace LLP,2.73,NL0000352565,archive
SBM Offshore N.V.,2014-11-03,Marshall Wace LLP,1.1,NL0000360618,archive
Fugro N.V.,2014-11-03,Martin Currie Investment Management Ltd.,0.55,NL0000352565,archive
Fugro N.V.,2014-11-03,Oxford Asset Management,0.8,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-11-03,"WorldQuant, LLC",0.66,NL0000337319,archive
SBM Offshore N.V.,2014-11-03,"WorldQuant, LLC",0.45,NL0000360618,archive
Aperam S.A.,2014-10-31,Adage Capital Management L.P.,3.6,LU0569974404,archive
SBM Offshore N.V.,2014-10-31,"BlackRock Institutional Trust Company, National Association",0.6,NL0000360618,archive
Fugro N.V.,2014-10-31,BlackRock Investment Management (UK) Limited,0.16,NL0000352565,archive
Fugro N.V.,2014-10-31,Citadel Advisors II LLC,0.56,NL0000352565,archive
Fugro N.V.,2014-10-31,Marshall Wace LLP,2.32,NL0000352565,archive
Fugro N.V.,2014-10-31,Oxford Asset Management,0.73,NL0000352565,archive
SBM Offshore N.V.,2014-10-31,"WorldQuant, LLC",0.51,NL0000360618,archive
Aperam S.A.,2014-10-30,Adage Capital Management L.P.,3.48,LU0569974404,archive
Aperam S.A.,2014-10-30,"BlackRock Institutional Trust Company, National Association",0.71,LU0569974404,archive
Fugro N.V.,2014-10-30,Marshall Wace LLP,1.77,NL0000352565,archive
SBM Offshore N.V.,2014-10-30,Marshall Wace LLP,1.02,NL0000360618,archive
Fugro N.V.,2014-10-30,UBS Limited,0.47,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-10-30,"WorldQuant, LLC",0.76,NL0000337319,archive
Aperam S.A.,2014-10-29,Marshall Wace LLP,0.47,LU0569974404,archive
Koninklijke BAM Groep N.V.,2014-10-29,Marshall Wace LLP,1.69,NL0000337319,archive
Fugro N.V.,2014-10-29,UBS Limited,0.5,NL0000352565,archive
Aperam S.A.,2014-10-28,Adage Capital Management L.P.,3.35,LU0569974404,archive
SBM Offshore N.V.,2014-10-28,"BlackRock Institutional Trust Company, National Association",0.52,NL0000360618,archive
Fugro N.V.,2014-10-28,Marshall Wace LLP,1.14,NL0000352565,archive
SBM Offshore N.V.,2014-10-28,Marshall Wace LLP,0.9,NL0000360618,archive
SBM Offshore N.V.,2014-10-28,"WorldQuant, LLC",0.63,NL0000360618,archive
SBM Offshore N.V.,2014-10-27,BlueCrest Capital Management Limited,0.6,NL0000360618,archive
TomTom N.V.,2014-10-27,"Hound Partners, LLC",1.31,NL0000387058,archive
Aperam S.A.,2014-10-27,Marshall Wace LLP,0.56,LU0569974404,archive
SBM Offshore N.V.,2014-10-27,"WorldQuant, LLC",0.56,NL0000360618,archive
SBM Offshore N.V.,2014-10-24,"AQR Capital Management, LLC",2.01,NL0000360618,archive
Aperam S.A.,2014-10-24,"BlackRock Institutional Trust Company, National Association",0.65,LU0569974404,archive
TomTom N.V.,2014-10-24,"Hound Partners, LLC",1.23,NL0000387058,archive
Aperam S.A.,2014-10-24,Marshall Wace LLP,0.61,LU0569974404,archive
Fugro N.V.,2014-10-24,Marshall Wace LLP,1.25,NL0000352565,archive
SBM Offshore N.V.,2014-10-24,Marshall Wace LLP,0.8,NL0000360618,archive
Fugro N.V.,2014-10-24,Oxford Asset Management,0.62,NL0000352565,archive
SBM Offshore N.V.,2014-10-23,"AQR Capital Management, LLC",1.99,NL0000360618,archive
Fugro N.V.,2014-10-23,Lansdowne Partners (UK) LLP,0.45,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-10-23,"WorldQuant, LLC",0.89,NL0000337319,archive
TomTom N.V.,2014-10-22,"Hound Partners, LLC",1.11,NL0000387058,archive
Koninklijke BAM Groep N.V.,2014-10-22,Marshall Wace LLP,1.79,NL0000337319,archive
Aperam S.A.,2014-10-22,TT International,0.23,LU0569974404,archive
Koninklijke BAM Groep N.V.,2014-10-22,"WorldQuant, LLC",0.9,NL0000337319,archive
SBM Offshore N.V.,2014-10-21,"AQR Capital Management, LLC",2.03,NL0000360618,archive
SBM Offshore N.V.,2014-10-21,"BlackRock Institutional Trust Company, National Association",0.49,NL0000360618,archive
SBM Offshore N.V.,2014-10-21,BlueCrest Capital Management Limited,0.51,NL0000360618,archive
TomTom N.V.,2014-10-21,"BlueMountain Capital Management, LLC",1.59,NL0000387058,archive
TomTom N.V.,2014-10-21,"Hound Partners, LLC",0.78,NL0000387058,archive
Koninklijke BAM Groep N.V.,2014-10-21,Marshall Wace LLP,1.83,NL0000337319,archive
ArcelorMittal S.A.,2014-10-21,Odey Asset Management LLP,0.49,LU0323134006,archive
Aperam S.A.,2014-10-21,TT International,0.65,LU0569974404,archive
Aperam S.A.,2014-10-20,Adage Capital Management L.P.,2.99,LU0569974404,archive
Fugro N.V.,2014-10-20,BlackRock Investment Management (UK) Limited,0.58,NL0000352565,archive
TomTom N.V.,2014-10-20,"BlueMountain Capital Management, LLC",1.49,NL0000387058,archive
TomTom N.V.,2014-10-20,"Hound Partners, LLC",0.52,NL0000387058,archive
SBM Offshore N.V.,2014-10-20,Man Investments Limited,0.48,NL0000360618,archive
Aperam S.A.,2014-10-20,Marshall Wace LLP,0.55,LU0569974404,archive
SBM Offshore N.V.,2014-10-20,Marshall Wace LLP,0.77,NL0000360618,archive
ArcelorMittal S.A.,2014-10-20,Odey Asset Management LLP,0.51,LU0323134006,archive
Koninklijke BAM Groep N.V.,2014-10-20,"WorldQuant, LLC",0.82,NL0000337319,archive
TomTom N.V.,2014-10-17,"BlueMountain Capital Management, LLC",1.32,NL0000387058,archive
SBM Offshore N.V.,2014-10-17,Egerton Capital (UK) LLP,0.35,NL0000360618,archive
SBM Offshore N.V.,2014-10-17,Marshall Wace LLP,0.84,NL0000360618,archive
Koninklijke BAM Groep N.V.,2014-10-17,"WorldQuant, LLC",0.73,NL0000337319,archive
Fugro N.V.,2014-10-16,"AQR Capital Management, LLC",1.53,NL0000352565,archive
TomTom N.V.,2014-10-16,"BlueMountain Capital Management, LLC",1.13,NL0000387058,archive
Aperam S.A.,2014-10-16,BNP Paribas S.A.,0.65,LU0569974404,archive
Fugro N.V.,2014-10-16,GAM Investment Management Lugano SA,0.7,NL0000352565,archive
SBM Offshore N.V.,2014-10-16,Man Investments Limited,0.57,NL0000360618,archive
Aperam S.A.,2014-10-16,Marshall Wace LLP,0.62,LU0569974404,archive
Aperam S.A.,2014-10-16,TT International,0.87,LU0569974404,archive
Koninklijke BAM Groep N.V.,2014-10-16,"WorldQuant, LLC",0.66,NL0000337319,archive
Fugro N.V.,2014-10-15,"AQR Capital Management, LLC",1.45,NL0000352565,archive
SBM Offshore N.V.,2014-10-15,"AQR Capital Management, LLC",1.91,NL0000360618,archive
Fugro N.V.,2014-10-15,"BlackRock Institutional Trust Company, National Association",0.68,NL0000352565,archive
TomTom N.V.,2014-10-15,"BlueMountain Capital Management, LLC",0.91,NL0000387058,archive
Aperam S.A.,2014-10-15,BNP Paribas S.A.,0.58,LU0569974404,archive
Aperam S.A.,2014-10-15,CQS (UK) LLP,1.26,LU0569974404,archive
Fugro N.V.,2014-10-15,Marshall Wace LLP,1.15,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-10-15,"WorldQuant, LLC",0.57,NL0000337319,archive
SBM Offshore N.V.,2014-10-14,"BlackRock Institutional Trust Company, National Association",0.5,NL0000360618,archive
TomTom N.V.,2014-10-14,"BlueMountain Capital Management, LLC",0.84,NL0000387058,archive
TomTom N.V.,2014-10-13,"BlueMountain Capital Management, LLC",0.69,NL0000387058,archive
Aperam S.A.,2014-10-13,BNP Paribas S.A.,0.61,LU0569974404,archive
Fugro N.V.,2014-10-13,Marshall Wace LLP,1.09,NL0000352565,archive
ArcelorMittal S.A.,2014-10-13,Odey Asset Management LLP,0.49,LU0323134006,archive
Aperam S.A.,2014-10-10,"BlackRock Institutional Trust Company, National Association",0.51,LU0569974404,archive
TomTom N.V.,2014-10-10,"BlueMountain Capital Management, LLC",0.7,NL0000387058,archive
Fugro N.V.,2014-10-10,Lansdowne Partners (UK) LLP,0.58,NL0000352565,archive
Aperam S.A.,2014-10-10,Marshall Wace LLP,0.72,LU0569974404,archive
Fugro N.V.,2014-10-10,Marshall Wace LLP,1.1,NL0000352565,archive
Aperam S.A.,2014-10-10,TT International,0.76,LU0569974404,archive
Koninklijke BAM Groep N.V.,2014-10-09,BlackRock Investment Management (UK) Limited,0.32,NL0000337319,archive
Koninklijke BAM Groep N.V.,2014-10-09,Oxford Asset Management,0.94,NL0000337319,archive
Aperam S.A.,2014-10-09,TT International,0.54,LU0569974404,archive
Koninklijke BAM Groep N.V.,2014-10-08,BlackRock Investment Management (UK) Limited,0.52,NL0000337319,archive
Fugro N.V.,2014-10-08,Oxford Asset Management,0.5,NL0000352565,archive
Fugro N.V.,2014-10-08,"WorldQuant, LLC",0.42,NL0000352565,archive
Aperam S.A.,2014-10-07,Marshall Wace LLP,0.6,LU0569974404,archive
Fugro N.V.,2014-10-07,Marshall Wace LLP,1.05,NL0000352565,archive
Fugro N.V.,2014-10-07,"WorldQuant, LLC",0.5,NL0000352565,archive
ArcelorMittal S.A.,2014-10-06,"AQR Capital Management, LLC",0.59,LU0323134006,archive
SBM Offshore N.V.,2014-10-06,"AQR Capital Management, LLC",1.8,NL0000360618,archive
Aperam S.A.,2014-10-06,Marshall Wace LLP,0.51,LU0569974404,archive
Fugro N.V.,2014-10-06,Marshall Wace LLP,0.98,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-10-06,Marshall Wace LLP,1.96,NL0000337319,archive
Koninklijke BAM Groep N.V.,2014-10-06,Oxford Asset Management,0.83,NL0000337319,archive
Aperam S.A.,2014-10-06,TT International,0.33,LU0569974404,archive
Aperam S.A.,2014-10-03,"BlackRock Institutional Trust Company, National Association",0.49,LU0569974404,archive
SBM Offshore N.V.,2014-10-03,Man Investments Limited,0.63,NL0000360618,archive
Koninklijke BAM Groep N.V.,2014-10-03,Marshall Wace LLP,2.06,NL0000337319,archive
Aperam S.A.,2014-10-03,TT International,0.53,LU0569974404,archive
Koninklijke Vopak N.V.,2014-10-02,Adelphi Capital LLP,0.55,NL0009432491,archive
Fugro N.V.,2014-10-02,"AQR Capital Management, LLC",1.37,NL0000352565,archive
Aperam S.A.,2014-10-02,CQS (UK) LLP,1.39,LU0569974404,archive
TomTom N.V.,2014-10-01,"BlueMountain Capital Management, LLC",0.62,NL0000387058,archive
Aperam S.A.,2014-10-01,CQS (UK) LLP,1.66,LU0569974404,archive
SBM Offshore N.V.,2014-10-01,Man Investments Limited,0.53,NL0000360618,archive
Koninklijke BAM Groep N.V.,2014-10-01,Marshall Wace LLP,2.17,NL0000337319,archive
Aperam S.A.,2014-10-01,TT International,0.73,LU0569974404,archive
SBM Offshore N.V.,2014-09-30,Egerton Capital (UK) LLP,0.64,NL0000360618,archive
Fugro N.V.,2014-09-30,Marshall Wace LLP,0.89,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-09-30,Marshall Wace LLP,2.23,NL0000337319,archive
Aperam S.A.,2014-09-29,Adage Capital Management L.P.,3.76,LU0569974404,archive
Aperam S.A.,2014-09-29,"BlackRock Institutional Trust Company, National Association",0.52,LU0569974404,archive
TomTom N.V.,2014-09-29,"BlueMountain Capital Management, LLC",0.55,NL0000387058,archive
SBM Offshore N.V.,2014-09-29,Egerton Capital (UK) LLP,0.77,NL0000360618,archive
Koninklijke Vopak N.V.,2014-09-29,Fil Investment Services (UK) Limited,0.49,NL0009432491,archive
Koninklijke BAM Groep N.V.,2014-09-29,Marshall Wace LLP,2.31,NL0000337319,archive
Koninklijke BAM Groep N.V.,2014-09-29,Oxford Asset Management,0.73,NL0000337319,archive
Aperam S.A.,2014-09-29,TT International,0.67,LU0569974404,archive
Fugro N.V.,2014-09-26,"BlackRock Institutional Trust Company, National Association",0.71,NL0000352565,archive
Aperam S.A.,2014-09-26,BNP Paribas S.A.,0.53,LU0569974404,archive
Koninklijke BAM Groep N.V.,2014-09-26,Marshall Wace LLP,2.46,NL0000337319,archive
SBM Offshore N.V.,2014-09-26,Marshall Wace LLP,0.97,NL0000360618,archive
Aperam S.A.,2014-09-26,Millennium International Management LP,0.48,LU0569974404,archive
Fugro N.V.,2014-09-25,Lansdowne Partners (UK) LLP,0.66,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-09-25,Marshall Wace LLP,2.51,NL0000337319,archive
SBM Offshore N.V.,2014-09-25,Marshall Wace LLP,1.06,NL0000360618,archive
Aperam S.A.,2014-09-25,Millennium International Management LP,0.53,LU0569974404,archive
Fugro N.V.,2014-09-23,"BlackRock Institutional Trust Company, National Association",0.63,NL0000352565,archive
Fugro N.V.,2014-09-23,BlackRock Investment Management (UK) Limited,0.6,NL0000352565,archive
Koninklijke BAM Groep N.V.,2014-09-23,Marshall Wace LLP,2.67,NL0000337319,archive
SBM Offshore N.V.,2014-09-23,Marshall Wace LLP,1.1,NL0000360618,archive
Koninklijke Heijmans N.V.,2014-09-22,"BlackRock Institutional Trust Company, National Association",0.49,NL0009269109,archive
