isin,net_short_position,position_date,issuer_name,position_holder,source
LU2290522684,1.6,2025-10-13,InPost S.A.,Marshall Wace LLP,archive
NL00150003E1,0.79,2025-10-13,Fugro N.V.,Millennium International Management LP,archive
NL0010391025,1.99,2025-10-13,Pharming Group N.V.,Millennium International Management LP,archive
NL0010776944,0.49,2025-10-10,Brunel International N.V.,Citadel Advisors LLC,archive
NL00150003E1,0.7,2025-10-10,Fugro N.V.,Citadel Advisors LLC,archive
NL0009739416,0.89,2025-10-10,PostNL N.V.,Citadel Advisors LLC,archive
NL0010391025,2.05,2025-10-10,Pharming Group N.V.,Millennium International Management LP,archive
NL0012817175,1.56,2025-10-10,Alfen N.V.,"PDT Partners, LLC",archive
NL00150003E1,0.8,2025-10-10,Fugro N.V.,"PDT Partners, LLC",archive
NL0009739416,0.51,2025-10-10,PostNL N.V.,"PDT Partners, LLC",archive
NL0012817175,0.79,2025-10-10,Alfen N.V.,Qube Research & Technologies Ltd.,archive
NL0015002IE0,1.61,2025-10-10,Avantium N.V.,Voleon Capital Management LP,archive
NL0012866412,0.68,2025-10-09,BE Semiconductor Industries N.V.,"Arrowstreet Capital, Limited Partnership",archive
NL00150003E1,0.69,2025-10-09,Fugro N.V.,Citadel Advisors LLC,archive
NL0010391025,1.17,2025-10-09,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0011821392,1.2,2025-10-09,Signify N.V.,Citadel Advisors LLC,archive
NL0000379121,0.6,2025-10-09,Randstad N.V.,Marshall Wace LLP,archive
NL0012817175,1.61,2025-10-09,Alfen N.V.,"PDT Partners, LLC",archive
NL0012817175,0.65,2025-10-09,Alfen N.V.,Qube Research & Technologies Ltd.,archive
NL0015002IE0,1.44,2025-10-09,Avantium N.V.,Voleon Capital Management LP,archive
LU0569974404,0.49,2025-10-08,Aperam S.A.,Citadel Advisors LLC,archive
NL0011821392,1.19,2025-10-08,Signify N.V.,Citadel Advisors LLC,archive
NL0012817175,1.74,2025-10-08,Alfen N.V.,"PDT Partners, LLC",archive
NL0012817175,0.83,2025-10-08,Alfen N.V.,Qube Research & Technologies Ltd.,archive
NL0015002IE0,1.33,2025-10-08,Avantium N.V.,Voleon Capital Management LP,archive
NL0011872650,0.82,2025-10-08,Basic-Fit N.V.,Wellington Management International Ltd.,archive
NL0010391025,1.22,2025-10-07,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0011821392,1.22,2025-10-07,Signify N.V.,Citadel Advisors LLC,archive
NL0012866412,0.81,2025-10-07,BE Semiconductor Industries N.V.,"D. E. Shaw & Co., L.P.",archive
LU2290522684,1.5,2025-10-07,InPost S.A.,Marshall Wace LLP,archive
NL0000379121,0.59,2025-10-07,Randstad N.V.,Marshall Wace LLP,archive
NL0000352565,0.62,2025-10-07,Fugro N.V.,Numeric Investors LLC,archive
NL0012817175,1.86,2025-10-07,Alfen N.V.,"PDT Partners, LLC",archive
NL0012817175,0.91,2025-10-07,Alfen N.V.,Qube Research & Technologies Ltd.,archive
NL00150003E1,0.8,2025-10-07,Fugro N.V.,Wellington Management International Ltd.,archive
NL0012866412,0.79,2025-10-06,BE Semiconductor Industries N.V.,"Arrowstreet Capital, Limited Partnership",archive
NL0011821392,0.79,2025-10-06,Signify N.V.,"BlackRock Advisors, LLC",archive
NL0010391025,1.15,2025-10-06,Pharming Group N.V.,Citadel Advisors LLC,archive
LU2290522684,0.68,2025-10-06,InPost S.A.,Kintbury Capital LLP,archive
NL0011872650,0.49,2025-10-06,Basic-Fit N.V.,"PDT Partners, LLC",archive
NL0012866412,0.49,2025-10-03,BE Semiconductor Industries N.V.,"AQR Capital Management, LLC",archive
LU0569974404,0.5,2025-10-03,Aperam S.A.,Citadel Advisors LLC,archive
NL0015002AH0,0.49,2025-10-03,Havas N.V.,Citadel Advisors LLC,archive
NL0010391025,1.04,2025-10-03,Pharming Group N.V.,Citadel Advisors LLC,archive
LU2290522684,0.78,2025-10-03,InPost S.A.,Kintbury Capital LLP,archive
NL0011872650,0.46,2025-10-03,Basic-Fit N.V.,Marchant MC Ltd.,archive
NL0012817175,0.05,2025-10-03,Alfen N.V.,Millennium Capital (DIFC) Limited,archive
NL0012817175,0.82,2025-10-03,Alfen N.V.,Qube Research & Technologies Ltd.,archive
NL0000009538,0.59,2025-10-02,Koninklijke Philips N.V.,"AQR Capital Management, LLC",archive
NL0011821392,0.92,2025-10-02,Signify N.V.,Citadel Advisors Europe Limited,archive
NL0012866412,0.7,2025-10-02,BE Semiconductor Industries N.V.,"D. E. Shaw & Co., L.P.",archive
NL0011872650,0.53,2025-10-02,Basic-Fit N.V.,Marchant MC Ltd.,archive
NL0010391025,1.96,2025-10-02,Pharming Group N.V.,Millennium International Management LP,archive
NL0015002IE0,1.21,2025-10-02,Avantium N.V.,Voleon Capital Management LP,archive
NL0009739416,0.49,2025-10-02,PostNL N.V.,"WorldQuant, LLC",archive
NL0010801007,0.59,2025-10-01,IMCD N.V.,"AQR Capital Management, LLC",archive
NL0000888691,0.48,2025-10-01,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL0011821392,1.1,2025-10-01,Signify N.V.,Citadel Advisors LLC,archive
NL0010391025,0.39,2025-10-01,Pharming Group N.V.,Highbridge Capital Management LLC,archive
NL0010776944,0.47,2025-10-01,Brunel International N.V.,Marshall Wace LLP,archive
LU2290522684,1.43,2025-10-01,InPost S.A.,Marshall Wace LLP,archive
NL0011821392,0.5,2025-10-01,Signify N.V.,Millennium Capital (DIFC) Limited,archive
LU0569974404,0.42,2025-10-01,Aperam S.A.,Millennium International Management LP,archive
NL0012817175,1.01,2025-10-01,Alfen N.V.,Qube Research & Technologies Ltd.,archive
NL0012817175,0.69,2025-10-01,Alfen N.V.,Trexquant Investment LP,archive
NL0000888691,0.5,2025-09-30,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL00150003E1,0.72,2025-09-30,Fugro N.V.,Citadel Advisors LLC,archive
NL0012817175,0.79,2025-09-30,Alfen N.V.,GSA Capital Partners LLP,archive
NL0010391025,0.53,2025-09-30,Pharming Group N.V.,Highbridge Capital Management LLC,archive
NL00150003E1,0.89,2025-09-30,Fugro N.V.,Millennium International Management LP,archive
NL0010391025,2.02,2025-09-30,Pharming Group N.V.,Millennium International Management LP,archive
NL0012817175,1.99,2025-09-30,Alfen N.V.,"PDT Partners, LLC",archive
NL0009739416,0.57,2025-09-30,PostNL N.V.,"WorldQuant, LLC",archive
NL0010801007,0.79,2025-09-29,IMCD N.V.,"BlackRock Institutional Trust Company, National Association",archive
NL0010391025,1.1,2025-09-29,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0010391025,0.38,2025-09-29,Pharming Group N.V.,Citadel Securities (Europe) Limited,archive
NL0011821392,0.49,2025-09-29,Signify N.V.,Millennium Capital (DIFC) Limited,archive
NL00150003E1,0.7,2025-09-29,Fugro N.V.,"PDT Partners, LLC",archive
NL0012817175,0.48,2025-09-26,Alfen N.V.,"AQR Capital Management, LLC",archive
NL0012866412,0.89,2025-09-26,BE Semiconductor Industries N.V.,"Arrowstreet Capital, Limited Partnership",archive
NL0010801007,0.8,2025-09-26,IMCD N.V.,"BlackRock Institutional Trust Company, National Association",archive
LU0569974404,0.48,2025-09-26,Aperam S.A.,Citadel Advisors LLC,archive
NL0010391025,1.01,2025-09-26,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0009739416,0.9,2025-09-26,PostNL N.V.,Citadel Advisors LLC,archive
NL0010391025,0.54,2025-09-26,Pharming Group N.V.,Citadel Securities (Europe) Limited,archive
NL00150003E1,0.48,2025-09-26,Fugro N.V.,Marshall Wace LLP,archive
LU2290522684,1.33,2025-09-26,InPost S.A.,Marshall Wace LLP,archive
NL0010391025,2.17,2025-09-26,Pharming Group N.V.,Millennium International Management LP,archive
NL0015002IE0,1.12,2025-09-26,Avantium N.V.,Voleon Capital Management LP,archive
NL0000888691,0.67,2025-09-25,AMG Critical Materials N.V.,Actus Ray Partners Limited,archive
NL0010391025,0.71,2025-09-25,Pharming Group N.V.,"Algert Global, LLC",archive
NL0000888691,0.49,2025-09-25,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL00150003E1,0.68,2025-09-25,Fugro N.V.,Citadel Advisors LLC,archive
NL0012817175,0.81,2025-09-25,Alfen N.V.,GSA Capital Partners LLP,archive
NL00150003E1,0.52,2025-09-25,Fugro N.V.,Marshall Wace LLP,archive
CY0200751713,0.47,2025-09-25,Theon International Plc,Millennium International Management LP,archive
NL0015002IE0,1.02,2025-09-25,Avantium N.V.,Voleon Capital Management LP,archive
NL0010776944,0.49,2025-09-25,Brunel International N.V.,"WorldQuant, LLC",archive
NL0000852564,0.68,2025-09-24,Aalberts N.V.,"BlackRock Advisors, LLC",archive
LU0569974404,0.51,2025-09-24,Aperam S.A.,Citadel Advisors LLC,archive
NL0010391025,0.72,2025-09-24,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0010391025,0.76,2025-09-24,Pharming Group N.V.,Highbridge Capital Management LLC,archive
LU2290522684,1.22,2025-09-24,InPost S.A.,Marshall Wace LLP,archive
LU2290522684,0.46,2025-09-24,InPost S.A.,Wellington Management International Ltd.,archive
NL0011872650,0.49,2025-09-23,Basic-Fit N.V.,Acadian Asset Management LLC.,archive
NL0012866412,0.97,2025-09-23,BE Semiconductor Industries N.V.,"Arrowstreet Capital, Limited Partnership",archive
NL0012866412,0.98,2025-09-23,BE Semiconductor Industries N.V.,Canada Pension Plan Investment Board,archive
LU0569974404,0.49,2025-09-23,Aperam S.A.,Citadel Advisors LLC,archive
NL0012817175,0.79,2025-09-23,Alfen N.V.,GSA Capital Partners LLP,archive
NL0012817175,0.46,2025-09-23,Alfen N.V.,Millennium International Management LP,archive
NL00150003E1,0.93,2025-09-23,Fugro N.V.,Millennium International Management LP,archive
NL0012866412,0.48,2025-09-23,BE Semiconductor Industries N.V.,Numeric Investors LLC,archive
NL0015002IE0,0.6,2025-09-23,Avantium N.V.,Voleon Capital Management LP,archive
NL0012817175,0.58,2025-09-22,Alfen N.V.,"AQR Capital Management, LLC",archive
NL00150003E1,0.28,2025-09-22,Fugro N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000888691,0.59,2025-09-22,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
LU0569974404,0.5,2025-09-22,Aperam S.A.,Citadel Advisors LLC,archive
NL00150003E1,0.7,2025-09-22,Fugro N.V.,Citadel Advisors LLC,archive
NL0009739416,0.87,2025-09-22,PostNL N.V.,Citadel Advisors LLC,archive
NL00150003E1,0.7,2025-09-22,Fugro N.V.,Marshall Wace LLP,archive
NL0010391025,2.02,2025-09-22,Pharming Group N.V.,Millennium International Management LP,archive
NL0015002IE0,0.59,2025-09-22,Avantium N.V.,Voleon Capital Management LP,archive
NL00150003E1,0.72,2025-09-22,Fugro N.V.,Wellington Management International Ltd.,archive
NL0012817175,0.6,2025-09-19,Alfen N.V.,"AQR Capital Management, LLC",archive
NL0015002AH0,0.51,2025-09-19,Havas N.V.,Citadel Advisors LLC,archive
NL0010391025,0.83,2025-09-19,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0009739416,0.9,2025-09-19,PostNL N.V.,Citadel Advisors LLC,archive
LU2290522684,1.11,2025-09-19,InPost S.A.,Marshall Wace LLP,archive
NL0012817175,0.76,2025-09-19,Alfen N.V.,Millennium Capital (DIFC) Limited,archive
CY0200751713,0.52,2025-09-19,Theon International Plc,Millennium International Management LP,archive
NL0012817175,1.19,2025-09-19,Alfen N.V.,Qube Research & Technologies Ltd.,archive
NL0011821392,0.51,2025-09-19,Signify N.V.,Squarepoint Ops LLC,archive
NL0000888691,0.65,2025-09-18,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL0015002AH0,0.49,2025-09-18,Havas N.V.,Citadel Advisors LLC,archive
NL0011821392,1.09,2025-09-18,Signify N.V.,Citadel Advisors LLC,archive
NL0015002AG2,0.47,2025-09-18,Ebusco Holding N.V.,Citadel Securities (Europe) Limited,archive
NL0013267909,0.46,2025-09-18,Akzo Nobel N.V.,Kintbury Capital LLP,archive
NL00150003E1,0.5,2025-09-18,Fugro N.V.,Marshall Wace LLP,archive
NL0010391025,1.9,2025-09-18,Pharming Group N.V.,Millennium International Management LP,archive
NL0010776944,0.5,2025-09-18,Brunel International N.V.,"WorldQuant, LLC",archive
LU2290522684,1.02,2025-09-17,InPost S.A.,Marshall Wace LLP,archive
NL0012817175,0.67,2025-09-17,Alfen N.V.,Millennium Capital (DIFC) Limited,archive
NL0012817175,1.24,2025-09-17,Alfen N.V.,Qube Research & Technologies Ltd.,archive
NL0015002AG2,0.58,2025-09-16,Ebusco Holding N.V.,Citadel Securities (Europe) Limited,archive
NL0000379121,0.61,2025-09-16,Randstad N.V.,Marshall Wace LLP,archive
NL0012817175,0.58,2025-09-16,Alfen N.V.,Millennium International Management LP,archive
NL00150003E1,1.08,2025-09-16,Fugro N.V.,Millennium International Management LP,archive
NL0000888691,0.78,2025-09-15,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL0010391025,0.9,2025-09-15,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0012817175,1.12,2025-09-15,Alfen N.V.,Qube Research & Technologies Ltd.,archive
NL00150003E1,0.62,2025-09-15,Fugro N.V.,Wellington Management International Ltd.,archive
NL0009739416,0.67,2025-09-15,PostNL N.V.,"WorldQuant, LLC",archive
NL0000888691,0.8,2025-09-12,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL0010391025,0.85,2025-09-12,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0010776944,0.59,2025-09-12,Brunel International N.V.,Marshall Wace LLP,archive
NL0012817175,0.68,2025-09-12,Alfen N.V.,Millennium International Management LP,archive
LU0569974404,0.51,2025-09-12,Aperam S.A.,Millennium International Management LP,archive
NL0010391025,1.8,2025-09-12,Pharming Group N.V.,Millennium International Management LP,archive
NL0009739416,0.71,2025-09-12,PostNL N.V.,"WorldQuant, LLC",archive
NL0010391025,0.62,2025-09-11,Pharming Group N.V.,"Algert Global, LLC",archive
NL0010801007,0.7,2025-09-11,IMCD N.V.,"BlackRock Institutional Trust Company, National Association",archive
NL0000888691,0.71,2025-09-11,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL0010391025,0.76,2025-09-11,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0000009165,0.51,2025-09-11,Heineken N.V.,Marshall Wace LLP,archive
NL0000379121,0.59,2025-09-11,Randstad N.V.,Marshall Wace LLP,archive
NL0010391025,1.75,2025-09-11,Pharming Group N.V.,Millennium International Management LP,archive
NL00150003E1,0.69,2025-09-11,Fugro N.V.,"PDT Partners, LLC",archive
NL0000888691,0.69,2025-09-10,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL0010391025,0.61,2025-09-10,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0000009082,0.47,2025-09-10,Koninklijke KPN N.V.,Marshall Wace LLP,archive
NL0010776944,0.49,2025-09-10,Brunel International N.V.,Numeric Investors LLC,archive
NL0011821392,1.1,2025-09-09,Signify N.V.,Citadel Advisors LLC,archive
NL0015002AG2,0.68,2025-09-09,Ebusco Holding N.V.,Citadel Securities (Europe) Limited,archive
NL0012817175,0.77,2025-09-09,Alfen N.V.,Millennium International Management LP,archive
NL0015001OJ9,0.0,2025-09-09,MFE-MEDIAFOREUROPE N.V.,Syquant Capital,archive
NL0000360618,0.69,2025-09-08,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
NL0011821392,0.8,2025-09-08,Signify N.V.,Citadel Advisors Europe Limited,archive
NL0000888691,0.57,2025-09-08,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL0012817175,0.8,2025-09-08,Alfen N.V.,GSA Capital Partners LLP,archive
NL0010391025,1.6,2025-09-08,Pharming Group N.V.,Millennium International Management LP,archive
LU2290522684,0.51,2025-09-08,InPost S.A.,Wellington Management International Ltd.,archive
NL00150003E1,0.47,2025-09-08,Fugro N.V.,"WorldQuant, LLC",archive
NL0009739416,0.69,2025-09-08,PostNL N.V.,"WorldQuant, LLC",archive
NL0010391025,0.5,2025-09-05,Pharming Group N.V.,"Algert Global, LLC",archive
NL0010558797,0.47,2025-09-05,OCI N.V.,Citadel Advisors LLC,archive
NL0010391025,0.59,2025-09-05,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0009739416,0.85,2025-09-05,PostNL N.V.,Citadel Advisors LLC,archive
LU2290522684,0.81,2025-09-05,InPost S.A.,Kintbury Capital LLP,archive
NL0012817175,0.88,2025-09-05,Alfen N.V.,Millennium International Management LP,archive
NL0011821392,0.8,2025-09-04,Signify N.V.,"BlackRock Advisors, LLC",archive
NL0000888691,0.61,2025-09-04,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL0015002IE0,0.49,2025-09-04,Avantium N.V.,"Connor, Clark & Lunn Investment Management Ltd.",archive
NL0000009082,0.57,2025-09-04,Koninklijke KPN N.V.,Marshall Wace LLP,archive
NL00150003E1,1.1,2025-09-04,Fugro N.V.,Millennium International Management LP,archive
NL0000352565,0.52,2025-09-04,Fugro N.V.,Numeric Investors LLC,archive
NL0015002IE0,1.75,2025-09-04,Avantium N.V.,Voleon Capital Management LP,archive
NL0011821392,0.71,2025-09-03,Signify N.V.,Citadel Advisors Europe Limited,archive
NL0000888691,0.57,2025-09-03,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL0011821392,1.02,2025-09-03,Signify N.V.,Citadel Advisors LLC,archive
NL0010391025,1.07,2025-09-03,Pharming Group N.V.,Highbridge Capital Management LLC,archive
NL0010583399,0.51,2025-09-03,Corbion N.V.,JPMorgan Asset Management (UK) Ltd.,archive
LU2290522684,0.71,2025-09-03,InPost S.A.,Kintbury Capital LLP,archive
NL0000379121,0.69,2025-09-03,Randstad N.V.,Marshall Wace LLP,archive
NL0012817175,0.93,2025-09-03,Alfen N.V.,Millennium International Management LP,archive
NL0010558797,0.49,2025-09-03,OCI N.V.,Numeric Investors LLC,archive
NL0011821392,0.49,2025-09-03,Signify N.V.,Squarepoint Ops LLC,archive
NL0009739416,0.7,2025-09-03,PostNL N.V.,"WorldQuant, LLC",archive
NL0011821392,0.62,2025-09-02,Signify N.V.,Citadel Advisors Europe Limited,archive
NL0010391025,0.61,2025-09-02,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0010776944,0.6,2025-09-02,Brunel International N.V.,Marshall Wace LLP,archive
NL0000379121,0.71,2025-09-02,Randstad N.V.,Marshall Wace LLP,archive
NL0012817175,1.24,2025-09-02,Alfen N.V.,Qube Research & Technologies Ltd.,archive
NL0010776944,0.6,2025-09-02,Brunel International N.V.,Qube Research & Technologies Ltd.,archive
NL0015002IE0,1.51,2025-09-02,Avantium N.V.,Voleon Capital Management LP,archive
NL0010776944,0.5,2025-09-01,Brunel International N.V.,Citadel Advisors LLC,archive
NL0010391025,0.59,2025-09-01,Pharming Group N.V.,Citadel Advisors LLC,archive
NL0009739416,0.49,2025-09-01,PostNL N.V.,Marshall Wace LLP,archive
NL0000379121,0.69,2025-09-01,Randstad N.V.,Marshall Wace LLP,archive
NL0012817175,0.74,2025-09-01,Alfen N.V.,Millennium Capital (DIFC) Limited,archive
NL0010391025,1.53,2025-09-01,Pharming Group N.V.,Millennium International Management LP,archive
NL00150003E1,0.7,2025-09-01,Fugro N.V.,"PDT Partners, LLC",archive
NL0012817175,1.13,2025-09-01,Alfen N.V.,Qube Research & Technologies Ltd.,archive
NL0000852564,0.73,2025-08-29,Aalberts N.V.,"BlackRock Advisors, LLC",archive
NL00150003E1,0.56,2025-08-29,Fugro N.V.,BlackRock Investment Management (UK) Limited,archive
NL0011821392,0.51,2025-08-29,Signify N.V.,Citadel Advisors Europe Limited,archive
NL0012817175,0.7,2025-08-29,Alfen N.V.,GSA Capital Partners LLP,archive
LU2290522684,0.9,2025-08-29,InPost S.A.,Marshall Wace LLP,archive
NL0000379121,0.7,2025-08-29,Randstad N.V.,Marshall Wace LLP,archive
NL0012817175,0.83,2025-08-29,Alfen N.V.,Millennium International Management LP,archive
NL0010391025,1.47,2025-08-29,Pharming Group N.V.,Millennium International Management LP,archive
NL0010558797,0.54,2025-08-29,OCI N.V.,Numeric Investors LLC,archive
NL0012817175,1.04,2025-08-29,Alfen N.V.,Qube Research & Technologies Ltd.,archive
NL0015001OJ9,2.26,2025-08-29,MFE-MEDIAFOREUROPE N.V.,Syquant Capital,archive
NL0015002IE0,1.41,2025-08-29,Avantium N.V.,Voleon Capital Management LP,archive
NL00150003E1,0.56,2025-08-29,Fugro N.V.,"WorldQuant, LLC",archive
NL0010801007,0.6,2025-08-28,IMCD N.V.,"AQR Capital Management, LLC",archive
NL00150003E1,0.68,2025-08-28,Fugro N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000888691,0.62,2025-08-28,AMG Critical Materials N.V.,Citadel Advisors LLC,archive
NL0015002AH0,0.59,2025-08-28,Havas N.V.,Citadel Advisors LLC,archive
NL0011821392,0.9,2025-08-28,Signify N.V.,Citadel Advisors LLC,archive
NL0010391025,1.22,2025-08-28,Pharming Group N.V.,Highbridge Capital Management LLC,archive
NL0012817175,0.94,2025-08-28,Alfen N.V.,Millennium International Management LP,archive
NL00150003E1,1.0,2025-08-28,Fugro N.V.,Millennium International Management LP,archive
NL0010391025,1.51,2025-08-28,Pharming Group N.V.,Millennium International Management LP,archive
NL00150003E1,0.69,2025-08-28,Fugro N.V.,"PDT Partners, LLC",archive
NL0009739416,0.49,2025-08-28,PostNL N.V.,"PDT Partners, LLC",archive
