isin,position_holder,position_date,issuer_name,net_short_position,source
NL0000289213,"Woodson Capital Master Fund, LP",2023-04-11,Wereldhave N.V.,1.49,archive
NL0011821392,AKO Capital LLP,2023-04-06,Signify N.V.,1.33,archive
NL0000337319,Citadel Advisors LLC,2023-04-06,Koninklijke BAM Groep N.V.,0.61,archive
NL0010391025,Citadel Advisors LLC,2023-04-06,Pharming Group N.V.,0.66,archive
NL0009739416,JPMorgan Asset Management (UK) Ltd.,2023-04-06,PostNL N.V.,0.52,archive
NL0012817175,Marshall Wace LLP,2023-04-06,Alfen N.V.,1.19,archive
NL0000009538,Viking Global Investors LP,2023-04-06,Koninklijke Philips N.V.,1.37,archive
NL0000289213,"Woodson Capital Master Fund, LP",2023-04-06,Wereldhave N.V.,1.5,archive
BE0003818359,"Arrowstreet Capital, Limited Partnership",2023-04-05,Galapagos NV,0.71,archive
NL0000337319,Citadel Advisors LLC,2023-04-05,Koninklijke BAM Groep N.V.,0.57,archive
NL0010391025,Citadel Advisors LLC,2023-04-05,Pharming Group N.V.,0.77,archive
NL0012817175,Marble Bar Asset Management LLP,2023-04-05,Alfen N.V.,0.77,archive
LU0569974404,Pantechnicon Advisors LLP,2023-04-05,Aperam S.A.,0.6,archive
NL0009739416,Qube Research & Technologies Ltd.,2023-04-05,PostNL N.V.,0.62,archive
NL00150003E1,Voleon Capital Management LP,2023-04-05,Fugro N.V.,0.58,archive
FR0013326246,CapeView Capital LLP,2023-04-04,Unibail-Rodamco-Westfield SE,0.5,archive
NL0010391025,Citadel Advisors LLC,2023-04-04,Pharming Group N.V.,0.81,archive
NL0013332471,Citadel Advisors LLC,2023-04-04,TomTom N.V.,0.8,archive
NL0012817175,Pictet Asset Management S.A.,2023-04-04,Alfen N.V.,0.47,archive
NL0000289213,"Woodson Capital Master Fund, LP",2023-04-04,Wereldhave N.V.,1.63,archive
NL0000888691,Citadel Advisors LLC,2023-04-03,AMG Critical Materials N.V.,0.5,archive
NL0015000CZ2,GSA Capital Partners LLP,2023-04-03,Ebusco Holding N.V.,0.44,archive
NL0012817175,Marble Bar Asset Management LLP,2023-04-03,Alfen N.V.,0.88,archive
NL0006237562,Boldhaven Management LLP,2023-03-31,ARCADIS N.V.,0.6,archive
NL0010391025,Citadel Advisors LLC,2023-03-31,Pharming Group N.V.,0.79,archive
NL0015000CZ2,GSA Capital Partners LLP,2023-03-31,Ebusco Holding N.V.,0.5,archive
NL0012817175,JPMorgan Asset Management (UK) Ltd.,2023-03-31,Alfen N.V.,0.94,archive
NL0013267909,Marshall Wace LLP,2023-03-31,Akzo Nobel N.V.,0.48,archive
NL0009739416,"WorldQuant, LLC",2023-03-31,PostNL N.V.,0.49,archive
NL0012817175,"Arrowstreet Capital, Limited Partnership",2023-03-30,Alfen N.V.,1.21,archive
NL0000009538,Citadel Advisors LLC,2023-03-30,Koninklijke Philips N.V.,0.74,archive
NL0000009538,Greenvale Capital LLP,2023-03-30,Koninklijke Philips N.V.,0.7,archive
NL0013267909,Marshall Wace LLP,2023-03-30,Akzo Nobel N.V.,0.58,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-03-30,BE Semiconductor Industries N.V.,3.81,archive
NL0000334118,Qube Research & Technologies Ltd.,2023-03-30,ASM International N.V.,0.51,archive
BE0003818359,Qube Research & Technologies Ltd.,2023-03-30,Galapagos NV,0.49,archive
NL0009739416,Qube Research & Technologies Ltd.,2023-03-30,PostNL N.V.,0.57,archive
BE0003818359,"Arrowstreet Capital, Limited Partnership",2023-03-29,Galapagos NV,0.61,archive
FR0013326246,CapeView Capital LLP,2023-03-29,Unibail-Rodamco-Westfield SE,0.49,archive
NL0010391025,Citadel Advisors LLC,2023-03-29,Pharming Group N.V.,0.84,archive
NL0013332471,Citadel Advisors LLC,2023-03-29,TomTom N.V.,0.71,archive
NL0012817175,JPMorgan Asset Management (UK) Ltd.,2023-03-29,Alfen N.V.,0.8,archive
FR0013326246,Kintbury Capital LLP,2023-03-29,Unibail-Rodamco-Westfield SE,0.83,archive
NL0013267909,Marshall Wace LLP,2023-03-29,Akzo Nobel N.V.,0.64,archive
NL0000337319,Marshall Wace LLP,2023-03-29,Koninklijke BAM Groep N.V.,0.59,archive
NL0000009538,Marshall Wace LLP,2023-03-29,Koninklijke Philips N.V.,0.49,archive
NL0010391025,Citadel Advisors LLC,2023-03-28,Pharming Group N.V.,0.79,archive
NL0012817175,Marble Bar Asset Management LLP,2023-03-28,Alfen N.V.,1.0,archive
LU0569974404,Pantechnicon Advisors LLP,2023-03-28,Aperam S.A.,0.58,archive
NL0000009538,Viking Global Investors LP,2023-03-28,Koninklijke Philips N.V.,1.4,archive
NL0010391025,"WorldQuant, LLC",2023-03-28,Pharming Group N.V.,0.37,archive
NL0012817175,"Arrowstreet Capital, Limited Partnership",2023-03-27,Alfen N.V.,1.11,archive
NL0011872650,JPMorgan Asset Management (UK) Ltd.,2023-03-27,Basic-Fit N.V.,0.56,archive
NL0000009538,Marshall Wace LLP,2023-03-27,Koninklijke Philips N.V.,0.5,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-03-27,BE Semiconductor Industries N.V.,3.61,archive
NL0010391025,"WorldQuant, LLC",2023-03-27,Pharming Group N.V.,0.63,archive
BE0003818359,"Arrowstreet Capital, Limited Partnership",2023-03-24,Galapagos NV,0.52,archive
NL0010558797,Citadel Advisors LLC,2023-03-24,OCI N.V.,0.48,archive
NL0012817175,Marble Bar Asset Management LLP,2023-03-24,Alfen N.V.,0.91,archive
NL0012817175,Marshall Wace LLP,2023-03-24,Alfen N.V.,1.29,archive
LU0569974404,Pantechnicon Advisors LLP,2023-03-24,Aperam S.A.,0.6,archive
NL0009739416,Qube Research & Technologies Ltd.,2023-03-24,PostNL N.V.,0.6,archive
NL0000289213,Toscafund Asset Management LLP,2023-03-24,Wereldhave N.V.,1.33,archive
NL0012817175,"WorldQuant, LLC",2023-03-24,Alfen N.V.,0.53,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-03-23,BE Semiconductor Industries N.V.,3.54,archive
NL0010391025,"WorldQuant, LLC",2023-03-23,Pharming Group N.V.,0.75,archive
NL0012817175,AllianceBernstein L.P.,2023-03-22,Alfen N.V.,0.55,archive
NL0012817175,"Arrowstreet Capital, Limited Partnership",2023-03-22,Alfen N.V.,1.01,archive
NL0000009538,Citadel Advisors LLC,2023-03-22,Koninklijke Philips N.V.,0.6,archive
NL0010391025,Citadel Advisors LLC,2023-03-22,Pharming Group N.V.,0.85,archive
FR0013326246,Kintbury Capital LLP,2023-03-22,Unibail-Rodamco-Westfield SE,0.71,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-03-22,BE Semiconductor Industries N.V.,3.42,archive
NL0000009538,Viking Global Investors LP,2023-03-22,Koninklijke Philips N.V.,1.39,archive
NL0010391025,"WorldQuant, LLC",2023-03-22,Pharming Group N.V.,0.84,archive
NL0012817175,Marble Bar Asset Management LLP,2023-03-21,Alfen N.V.,0.8,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-03-21,BE Semiconductor Industries N.V.,3.36,archive
NL0009739416,Qube Research & Technologies Ltd.,2023-03-21,PostNL N.V.,0.58,archive
NL0010391025,"WorldQuant, LLC",2023-03-21,Pharming Group N.V.,0.69,archive
NL0010558797,Citadel Advisors LLC,2023-03-20,OCI N.V.,0.51,archive
NL0012817175,Marshall Wace LLP,2023-03-20,Alfen N.V.,1.39,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-03-20,BE Semiconductor Industries N.V.,3.26,archive
NL0010391025,"WorldQuant, LLC",2023-03-20,Pharming Group N.V.,0.54,archive
NL0009739416,"WorldQuant, LLC",2023-03-20,PostNL N.V.,0.54,archive
NL0012817175,"Arrowstreet Capital, Limited Partnership",2023-03-17,Alfen N.V.,0.91,archive
NL0010391025,Citadel Advisors LLC,2023-03-17,Pharming Group N.V.,0.98,archive
NL0013332471,Citadel Advisors LLC,2023-03-17,TomTom N.V.,0.61,archive
NL0012817175,"Clear Sky Advisers, LLC",2023-03-17,Alfen N.V.,0.46,archive
NL0000009538,Marshall Wace LLP,2023-03-17,Koninklijke Philips N.V.,0.49,archive
NL0012817175,Pictet Asset Management S.A.,2023-03-17,Alfen N.V.,0.59,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-03-17,BE Semiconductor Industries N.V.,3.17,archive
NL0009739416,Qube Research & Technologies Ltd.,2023-03-17,PostNL N.V.,0.61,archive
NL00150003E1,Voleon Capital Management LP,2023-03-17,Fugro N.V.,0.61,archive
NL0011821392,AKO Capital LLP,2023-03-16,Signify N.V.,1.22,archive
NL0010801007,"AQR Capital Management, LLC",2023-03-16,IMCD N.V.,0.45,archive
FR0013326246,Kintbury Capital LLP,2023-03-16,Unibail-Rodamco-Westfield SE,0.63,archive
NL0012817175,Marshall Wace LLP,2023-03-16,Alfen N.V.,1.49,archive
NL0010391025,Millennium International Management LP,2023-03-16,Pharming Group N.V.,0.44,archive
BE0003818359,Qube Research & Technologies Ltd.,2023-03-16,Galapagos NV,0.5,archive
NL0011872650,CapeView Capital LLP,2023-03-15,Basic-Fit N.V.,0.49,archive
NL0012817175,"Clear Sky Advisers, LLC",2023-03-15,Alfen N.V.,0.51,archive
FR0013326246,Kintbury Capital LLP,2023-03-15,Unibail-Rodamco-Westfield SE,0.57,archive
NL0012817175,Marshall Wace LLP,2023-03-15,Alfen N.V.,1.5,archive
NL0012866412,"WorldQuant, LLC",2023-03-15,BE Semiconductor Industries N.V.,0.49,archive
NL0012817175,"Arrowstreet Capital, Limited Partnership",2023-03-14,Alfen N.V.,0.81,archive
NL0000009538,Citadel Advisors LLC,2023-03-14,Koninklijke Philips N.V.,0.5,archive
NL0013332471,Citadel Advisors LLC,2023-03-14,TomTom N.V.,0.57,archive
NL0000360618,JPMorgan Asset Management (UK) Ltd.,2023-03-14,SBM Offshore N.V.,0.69,archive
NL0013267909,Marshall Wace LLP,2023-03-14,Akzo Nobel N.V.,0.7,archive
NL0000009538,Marshall Wace LLP,2023-03-14,Koninklijke Philips N.V.,0.56,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-03-14,BE Semiconductor Industries N.V.,3.0,archive
NL0009739416,"WorldQuant, LLC",2023-03-14,PostNL N.V.,0.49,archive
NL0011821392,AKO Capital LLP,2023-03-13,Signify N.V.,1.17,archive
NL0011872650,CapeView Capital LLP,2023-03-13,Basic-Fit N.V.,0.53,archive
FR0013326246,CapeView Capital LLP,2023-03-13,Unibail-Rodamco-Westfield SE,0.5,archive
NL0013332471,Citadel Advisors LLC,2023-03-13,TomTom N.V.,0.6,archive
NL0000009538,Marshall Wace LLP,2023-03-13,Koninklijke Philips N.V.,0.62,archive
NL0010391025,Millennium International Management LP,2023-03-13,Pharming Group N.V.,0.58,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-03-13,BE Semiconductor Industries N.V.,2.8,archive
NL0011872650,CapeView Capital LLP,2023-03-10,Basic-Fit N.V.,0.49,archive
FR0013326246,Kintbury Capital LLP,2023-03-10,Unibail-Rodamco-Westfield SE,0.49,archive
NL0012817175,Marble Bar Asset Management LLP,2023-03-10,Alfen N.V.,0.77,archive
NL0013267909,Marshall Wace LLP,2023-03-10,Akzo Nobel N.V.,0.62,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-03-10,BE Semiconductor Industries N.V.,2.76,archive
NL00150003E1,Voleon Capital Management LP,2023-03-10,Fugro N.V.,0.54,archive
NL0010391025,Millennium International Management LP,2023-03-09,Pharming Group N.V.,0.61,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-03-09,BE Semiconductor Industries N.V.,2.66,archive
NL0000289213,"Woodson Capital Master Fund, LP",2023-03-09,Wereldhave N.V.,1.87,archive
NL0000337319,Citadel Advisors LLC,2023-03-08,Koninklijke BAM Groep N.V.,0.48,archive
NL0012817175,Pictet Asset Management S.A.,2023-03-08,Alfen N.V.,0.6,archive
NL0000289213,Toscafund Asset Management LLP,2023-03-08,Wereldhave N.V.,1.28,archive
NL0000289213,"Woodson Capital Master Fund, LP",2023-03-08,Wereldhave N.V.,1.98,archive
NL0012866412,"WorldQuant, LLC",2023-03-08,BE Semiconductor Industries N.V.,0.51,archive
NL0012817175,AllianceBernstein L.P.,2023-03-07,Alfen N.V.,0.6,archive
NL0000009538,Marshall Wace LLP,2023-03-07,Koninklijke Philips N.V.,0.7,archive
NL00150003E1,Voleon Capital Management LP,2023-03-07,Fugro N.V.,0.6,archive
NL0012817175,AllianceBernstein L.P.,2023-03-06,Alfen N.V.,0.59,archive
NL0013332471,Citadel Advisors LLC,2023-03-06,TomTom N.V.,0.59,archive
NL0012817175,Marshall Wace LLP,2023-03-06,Alfen N.V.,1.42,archive
NL0000009538,Marshall Wace LLP,2023-03-06,Koninklijke Philips N.V.,0.69,archive
NL0000289213,"Woodson Capital Master Fund, LP",2023-03-06,Wereldhave N.V.,2.04,archive
NL0009739416,"WorldQuant, LLC",2023-03-03,PostNL N.V.,0.5,archive
NL0011872650,"D. E. Shaw & Co., L.P.",2023-03-02,Basic-Fit N.V.,0.51,archive
NL0009739416,Marshall Wace LLP,2023-03-02,PostNL N.V.,0.49,archive
NL0012817175,"Arrowstreet Capital, Limited Partnership",2023-03-01,Alfen N.V.,0.7,archive
NL0013332471,Citadel Advisors LLC,2023-03-01,TomTom N.V.,0.68,archive
FR0013326246,Kintbury Capital LLP,2023-03-01,Unibail-Rodamco-Westfield SE,0.51,archive
NL0012817175,Marble Bar Asset Management LLP,2023-03-01,Alfen N.V.,0.81,archive
NL0009739416,Marshall Wace LLP,2023-03-01,PostNL N.V.,0.54,archive
NL0012817175,Pictet Asset Management S.A.,2023-03-01,Alfen N.V.,0.55,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-03-01,BE Semiconductor Industries N.V.,2.51,archive
NL0009739416,Qube Research & Technologies Ltd.,2023-03-01,PostNL N.V.,0.45,archive
NL0000289213,"Woodson Capital Master Fund, LP",2023-03-01,Wereldhave N.V.,2.16,archive
NL0009739416,Marshall Wace LLP,2023-02-28,PostNL N.V.,0.74,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-02-28,BE Semiconductor Industries N.V.,2.38,archive
NL0009739416,Qube Research & Technologies Ltd.,2023-02-28,PostNL N.V.,0.58,archive
NL0013267909,Marshall Wace LLP,2023-02-27,Akzo Nobel N.V.,0.51,archive
NL0009739416,Marshall Wace LLP,2023-02-27,PostNL N.V.,0.91,archive
NL0009739416,Millennium Capital Partners LLP,2023-02-27,PostNL N.V.,0.41,archive
NL0011821392,Millennium International Management LP,2023-02-27,Signify N.V.,0.49,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-02-27,BE Semiconductor Industries N.V.,2.26,archive
NL0000289213,"Woodson Capital Master Fund, LP",2023-02-27,Wereldhave N.V.,2.27,archive
NL0000337319,Citadel Advisors LLC,2023-02-24,Koninklijke BAM Groep N.V.,0.55,archive
NL0000337319,Marshall Wace LLP,2023-02-24,Koninklijke BAM Groep N.V.,0.61,archive
NL0010391025,Millennium International Management LP,2023-02-24,Pharming Group N.V.,0.5,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-02-24,BE Semiconductor Industries N.V.,2.17,archive
NL00150003E1,Voleon Capital Management LP,2023-02-24,Fugro N.V.,0.5,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-02-23,BE Semiconductor Industries N.V.,2.08,archive
NL0013332471,Citadel Advisors LLC,2023-02-22,TomTom N.V.,0.77,archive
NL0012866412,"Davidson Kempner European Partners, LLP",2023-02-22,BE Semiconductor Industries N.V.,0.7,archive
NL0012866412,Marshall Wace LLP,2023-02-22,BE Semiconductor Industries N.V.,0.48,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-02-22,BE Semiconductor Industries N.V.,1.89,archive
NL0000009538,Viking Global Investors LP,2023-02-22,Koninklijke Philips N.V.,1.45,archive
NL0012817175,"Arrowstreet Capital, Limited Partnership",2023-02-21,Alfen N.V.,0.61,archive
NL0000337319,Citadel Advisors LLC,2023-02-21,Koninklijke BAM Groep N.V.,0.6,archive
NL0012817175,JPMorgan Asset Management (UK) Ltd.,2023-02-21,Alfen N.V.,0.73,archive
FR0013326246,Kintbury Capital LLP,2023-02-21,Unibail-Rodamco-Westfield SE,0.49,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-02-21,BE Semiconductor Industries N.V.,1.63,archive
NL0000009538,Viking Global Investors LP,2023-02-21,Koninklijke Philips N.V.,1.5,archive
NL0000337319,Citadel Advisors LLC,2023-02-20,Koninklijke BAM Groep N.V.,0.58,archive
NL0010391025,Millennium International Management LP,2023-02-20,Pharming Group N.V.,0.47,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-02-17,BE Semiconductor Industries N.V.,1.56,archive
NL0000009538,Viking Global Investors LP,2023-02-17,Koninklijke Philips N.V.,1.49,archive
NL0013332471,Citadel Advisors LLC,2023-02-16,TomTom N.V.,0.88,archive
FR0013326246,Kintbury Capital LLP,2023-02-16,Unibail-Rodamco-Westfield SE,0.53,archive
NL0012866412,Millennium International Management LP,2023-02-16,BE Semiconductor Industries N.V.,0.45,archive
NL0011821392,Millennium International Management LP,2023-02-16,Signify N.V.,0.59,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-02-16,BE Semiconductor Industries N.V.,1.61,archive
NL0010391025,Lazard Asset Management LLC,2023-02-15,Pharming Group N.V.,0.49,archive
NL0012817175,Marble Bar Asset Management LLP,2023-02-15,Alfen N.V.,0.77,archive
NL0012817175,Marshall Wace LLP,2023-02-15,Alfen N.V.,1.3,archive
NL0012866412,Millennium International Management LP,2023-02-15,BE Semiconductor Industries N.V.,0.54,archive
NL0010801007,"AQR Capital Management, LLC",2023-02-14,IMCD N.V.,0.59,archive
NL0012817175,Marble Bar Asset Management LLP,2023-02-14,Alfen N.V.,0.67,archive
NL0013267909,Marshall Wace LLP,2023-02-14,Akzo Nobel N.V.,0.49,archive
NL0012817175,Marshall Wace LLP,2023-02-13,Alfen N.V.,1.29,archive
NL0000009538,Marshall Wace LLP,2023-02-13,Koninklijke Philips N.V.,0.78,archive
NL0011821392,Millennium International Management LP,2023-02-13,Signify N.V.,0.69,archive
NL0009269109,SIH Partners LLLP,2023-02-13,Koninklijke Heijmans N.V.,0.44,archive
NL0012817175,Marshall Wace LLP,2023-02-10,Alfen N.V.,1.33,archive
NL0012866412,Marshall Wace LLP,2023-02-10,BE Semiconductor Industries N.V.,0.53,archive
NL0012866412,Millennium International Management LP,2023-02-10,BE Semiconductor Industries N.V.,0.63,archive
NL0000009538,Viking Global Investors LP,2023-02-10,Koninklijke Philips N.V.,1.54,archive
NL0013267909,Marshall Wace LLP,2023-02-08,Akzo Nobel N.V.,0.58,archive
NL0000337319,Marshall Wace LLP,2023-02-08,Koninklijke BAM Groep N.V.,0.58,archive
NL0009739416,Marshall Wace LLP,2023-02-08,PostNL N.V.,1.27,archive
NL0011821392,Millennium International Management LP,2023-02-08,Signify N.V.,0.7,archive
NL0009269109,SIH Partners LLLP,2023-02-08,Koninklijke Heijmans N.V.,0.51,archive
NL0013332471,Citadel Advisors LLC,2023-02-07,TomTom N.V.,0.9,archive
NL0012866412,Millennium International Management LP,2023-02-07,BE Semiconductor Industries N.V.,0.7,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-02-07,BE Semiconductor Industries N.V.,1.54,archive
NL0012866412,Millennium International Management LP,2023-02-06,BE Semiconductor Industries N.V.,0.69,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-02-06,BE Semiconductor Industries N.V.,1.44,archive
NL0011872650,SIH Partners LLLP,2023-02-06,Basic-Fit N.V.,0.49,archive
NL0000009538,Viking Global Investors LP,2023-02-06,Koninklijke Philips N.V.,1.79,archive
FR0013326246,Kintbury Capital LLP,2023-02-03,Unibail-Rodamco-Westfield SE,0.49,archive
NL0013267909,Marshall Wace LLP,2023-02-03,Akzo Nobel N.V.,0.6,archive
NL0011821392,Millennium Capital Partners LLP,2023-02-03,Signify N.V.,0.48,archive
NL0011821392,Millennium International Management LP,2023-02-03,Signify N.V.,0.66,archive
LU0569974404,Pantechnicon Advisors LLP,2023-02-03,Aperam S.A.,0.54,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-02-03,BE Semiconductor Industries N.V.,1.38,archive
NL0011872650,SIH Partners LLLP,2023-02-03,Basic-Fit N.V.,0.5,archive
NL0009269109,SIH Partners LLLP,2023-02-03,Koninklijke Heijmans N.V.,0.49,archive
NL0000009538,Viking Global Investors LP,2023-02-03,Koninklijke Philips N.V.,1.81,archive
NL0012866412,"WorldQuant, LLC",2023-02-03,BE Semiconductor Industries N.V.,0.46,archive
NL0000009538,Citadel Advisors Europe Limited,2023-02-02,Koninklijke Philips N.V.,0.44,archive
NL0012817175,Marble Bar Asset Management LLP,2023-02-02,Alfen N.V.,0.76,archive
NL0011821392,Millennium Capital Partners LLP,2023-02-02,Signify N.V.,0.54,archive
NL0011872650,SIH Partners LLLP,2023-02-02,Basic-Fit N.V.,0.49,archive
NL0000009538,Viking Global Investors LP,2023-02-02,Koninklijke Philips N.V.,1.94,archive
NL0000009538,Greenvale Capital LLP,2023-02-01,Koninklijke Philips N.V.,0.65,archive
NL0000360618,JPMorgan Asset Management (UK) Ltd.,2023-02-01,SBM Offshore N.V.,0.7,archive
NL0012817175,Marshall Wace LLP,2023-02-01,Alfen N.V.,1.29,archive
NL0011821392,Millennium Capital Partners LLP,2023-02-01,Signify N.V.,0.61,archive
NL0010558797,Millennium International Management LP,2023-02-01,OCI N.V.,0.48,archive
NL0015000CZ2,Otus Capital Management Ltd.,2023-02-01,Ebusco Holding N.V.,0.83,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-02-01,BE Semiconductor Industries N.V.,1.27,archive
NL0000009538,Marshall Wace LLP,2023-01-31,Koninklijke Philips N.V.,0.83,archive
NL0012866412,Millennium International Management LP,2023-01-31,BE Semiconductor Industries N.V.,0.87,archive
NL0012866412,"Point72 Asset Management, L.P.",2023-01-31,BE Semiconductor Industries N.V.,1.5,archive
NL0000289213,Toscafund Asset Management LLP,2023-01-31,Wereldhave N.V.,1.3,archive
