position_holder,net_short_position,issuer_name,isin,position_date,source
Millennium International Management LP,1.0,Lakefront Biotherapeutics NV,BE0003818359,2016-02-08,archive
Odey Asset Management LLP,1.62,ArcelorMittal S.A.,LU0323134006,2016-02-08,archive
Adage Capital Management L.P.,0.65,ArcelorMittal S.A.,LU0323134006,2016-02-05,archive
BlackRock Investment Management (UK) Limited,0.49,SBM Offshore N.V.,NL0000360618,2016-02-05,archive
Marshall Wace LLP,0.8,ArcelorMittal S.A.,LU0323134006,2016-02-05,archive
Marshall Wace LLP,1.39,SBM Offshore N.V.,NL0000360618,2016-02-05,archive
Millennium International Management LP,0.93,Lakefront Biotherapeutics NV,BE0003818359,2016-02-05,archive
Millennium International Management LP,0.57,Wereldhave N.V.,NL0000289213,2016-02-05,archive
"WorldQuant, LLC",1.29,PostNL N.V.,NL0009739416,2016-02-05,archive
"AQR Capital Management, LLC",2.19,SBM Offshore N.V.,NL0000360618,2016-02-04,archive
BlackRock Investment Management (UK) Limited,0.64,Aperam S.A.,LU0569974404,2016-02-04,archive
"Davidson Kempner European Partners, LLP",1.64,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-02-04,archive
Millennium International Management LP,0.86,Lakefront Biotherapeutics NV,BE0003818359,2016-02-04,archive
Millennium International Management LP,0.61,Wereldhave N.V.,NL0000289213,2016-02-04,archive
Pine River Capital Management L.P.,0.64,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-02-04,archive
"WorldQuant, LLC",0.77,Koninklijke Heijmans N.V.,NL0009269109,2016-02-04,archive
"WorldQuant, LLC",1.34,PostNL N.V.,NL0009739416,2016-02-04,archive
"Angelo, Gordon & Co. L.P.",0.8,Aperam S.A.,LU0569974404,2016-02-03,archive
"BlackRock Institutional Trust Company, National Association",0.48,SBM Offshore N.V.,NL0000360618,2016-02-03,archive
"D.E. Shaw & Co., L.P.",1.7,SBM Offshore N.V.,NL0000360618,2016-02-03,archive
Marshall Wace LLP,0.75,ArcelorMittal S.A.,LU0323134006,2016-02-03,archive
Millennium International Management LP,0.91,Lakefront Biotherapeutics NV,BE0003818359,2016-02-03,archive
"WorldQuant, LLC",1.41,PostNL N.V.,NL0009739416,2016-02-03,archive
BlackRock Investment Management (UK) Limited,0.5,SBM Offshore N.V.,NL0000360618,2016-02-02,archive
"Lucerne Capital Management, LP",1.02,Fugro N.V.,NL0000352565,2016-02-02,archive
Marshall Wace LLP,1.41,SBM Offshore N.V.,NL0000360618,2016-02-02,archive
Millennium International Management LP,0.56,Wereldhave N.V.,NL0000289213,2016-02-02,archive
"WorldQuant, LLC",1.55,PostNL N.V.,NL0009739416,2016-02-02,archive
"WorldQuant, LLC",0.97,SBM Offshore N.V.,NL0000360618,2016-02-02,archive
BlackRock Investment Management (UK) Limited,0.51,Aperam S.A.,LU0569974404,2016-02-01,archive
"Davidson Kempner European Partners, LLP",1.79,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-02-01,archive
Millennium International Management LP,0.82,Lakefront Biotherapeutics NV,BE0003818359,2016-02-01,archive
Odey Asset Management LLP,1.41,ArcelorMittal S.A.,LU0323134006,2016-02-01,archive
"WorldQuant, LLC",1.67,PostNL N.V.,NL0009739416,2016-02-01,archive
"AQR Capital Management, LLC",0.5,ASML Holding N.V.,NL0010273215,2016-01-29,archive
"AQR Capital Management, LLC",2.39,Fugro N.V.,NL0000352565,2016-01-29,archive
Marshall Wace LLP,0.82,ArcelorMittal S.A.,LU0323134006,2016-01-29,archive
Marshall Wace LLP,1.92,Fugro N.V.,NL0000352565,2016-01-29,archive
Millennium International Management LP,0.78,Lakefront Biotherapeutics NV,BE0003818359,2016-01-29,archive
Oxford Asset Management,0.59,Koninklijke Heijmans N.V.,NL0009269109,2016-01-29,archive
"Valiant Capital Management, LP",0.56,SBM Offshore N.V.,NL0000360618,2016-01-29,archive
"WorldQuant, LLC",1.07,SBM Offshore N.V.,NL0000360618,2016-01-29,archive
Man Investments Limited,0.47,SBM Offshore N.V.,NL0000360618,2016-01-28,archive
Marshall Wace LLP,1.82,Fugro N.V.,NL0000352565,2016-01-28,archive
Millennium International Management LP,0.61,Lakefront Biotherapeutics NV,BE0003818359,2016-01-28,archive
Pine River Capital Management L.P.,0.59,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-01-28,archive
Adage Capital Management L.P.,0.56,ArcelorMittal S.A.,LU0323134006,2016-01-27,archive
Macquarie Funds Management Hong Kong Limited,0.51,Koninklijke Heijmans N.V.,NL0009269109,2016-01-27,archive
Marshall Wace LLP,0.94,ArcelorMittal S.A.,LU0323134006,2016-01-27,archive
Millennium International Management LP,0.51,Lakefront Biotherapeutics NV,BE0003818359,2016-01-27,archive
"WorldQuant, LLC",0.82,Koninklijke Heijmans N.V.,NL0009269109,2016-01-27,archive
"WorldQuant, LLC",1.79,PostNL N.V.,NL0009739416,2016-01-27,archive
"WorldQuant, LLC",1.1,SBM Offshore N.V.,NL0000360618,2016-01-27,archive
"Angelo, Gordon & Co. L.P.",0.72,Aperam S.A.,LU0569974404,2016-01-26,archive
Capital Fund Management S.A.,1.0,PostNL N.V.,NL0009739416,2016-01-26,archive
"Lucerne Capital Management, LP",0.91,Fugro N.V.,NL0000352565,2016-01-26,archive
"Luminus Management, LLC",0.68,ArcelorMittal S.A.,LU0323134006,2016-01-26,archive
Marshall Wace LLP,1.3,SBM Offshore N.V.,NL0000360618,2016-01-26,archive
Rotella Acrospire LLC,0.46,Koninklijke Heijmans N.V.,NL0009269109,2016-01-26,archive
"WorldQuant, LLC",1.82,PostNL N.V.,NL0009739416,2016-01-26,archive
"WorldQuant, LLC",1.06,SBM Offshore N.V.,NL0000360618,2016-01-26,archive
"WorldQuant, LLC",0.49,TomTom N.V.,NL0000387058,2016-01-26,archive
Adage Capital Management L.P.,4.91,Aperam S.A.,LU0569974404,2016-01-25,archive
"Basso Capital Management, L.P",0.57,Aperam S.A.,LU0569974404,2016-01-25,archive
"WorldQuant, LLC",1.78,PostNL N.V.,NL0009739416,2016-01-25,archive
Adage Capital Management L.P.,4.78,Aperam S.A.,LU0569974404,2016-01-22,archive
"Angelo, Gordon & Co. L.P.",0.81,Aperam S.A.,LU0569974404,2016-01-22,archive
Capital Fund Management S.A.,0.47,ArcelorMittal S.A.,LU0323134006,2016-01-22,archive
"D.E. Shaw & Co., L.P.",1.6,SBM Offshore N.V.,NL0000360618,2016-01-22,archive
"Discovery Capital Management, LLC",0.25,SBM Offshore N.V.,NL0000360618,2016-01-22,archive
Man Investments Limited,0.58,SBM Offshore N.V.,NL0000360618,2016-01-22,archive
Marshall Wace LLP,1.05,ArcelorMittal S.A.,LU0323134006,2016-01-22,archive
"WorldQuant, LLC",1.64,PostNL N.V.,NL0009739416,2016-01-22,archive
"WorldQuant, LLC",0.91,SBM Offshore N.V.,NL0000360618,2016-01-22,archive
Adage Capital Management L.P.,4.66,Aperam S.A.,LU0569974404,2016-01-21,archive
Marshall Wace LLP,1.19,ArcelorMittal S.A.,LU0323134006,2016-01-21,archive
"WorldQuant, LLC",0.85,SBM Offshore N.V.,NL0000360618,2016-01-21,archive
"AQR Capital Management, LLC",1.85,ArcelorMittal S.A.,LU0323134006,2016-01-20,archive
Capital Fund Management S.A.,0.58,ArcelorMittal S.A.,LU0323134006,2016-01-20,archive
"Discovery Capital Management, LLC",0.7,SBM Offshore N.V.,NL0000360618,2016-01-20,archive
Marshall Wace LLP,1.32,ArcelorMittal S.A.,LU0323134006,2016-01-20,archive
Marshall Wace LLP,0.42,PostNL N.V.,NL0009739416,2016-01-20,archive
Millennium International Management LP,0.46,Wereldhave N.V.,NL0000289213,2016-01-20,archive
Odey Asset Management LLP,1.39,ArcelorMittal S.A.,LU0323134006,2016-01-20,archive
Oxford Asset Management,0.91,PostNL N.V.,NL0009739416,2016-01-20,archive
"WorldQuant, LLC",0.74,Koninklijke Heijmans N.V.,NL0009269109,2016-01-20,archive
"WorldQuant, LLC",1.52,PostNL N.V.,NL0009739416,2016-01-20,archive
"Angelo, Gordon & Co. L.P.",0.7,Aperam S.A.,LU0569974404,2016-01-19,archive
Capital Fund Management S.A.,0.91,PostNL N.V.,NL0009739416,2016-01-19,archive
"Davidson Kempner European Partners, LLP",1.83,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-01-19,archive
"Discovery Capital Management, LLC",1.01,SBM Offshore N.V.,NL0000360618,2016-01-19,archive
"Luminus Management, LLC",0.33,ArcelorMittal S.A.,LU0323134006,2016-01-19,archive
Marshall Wace LLP,0.54,PostNL N.V.,NL0009739416,2016-01-19,archive
Marshall Wace LLP,1.21,TomTom N.V.,NL0000387058,2016-01-19,archive
Odey Asset Management LLP,1.11,ArcelorMittal S.A.,LU0323134006,2016-01-19,archive
Rotella Acrospire LLC,0.59,Koninklijke Heijmans N.V.,NL0009269109,2016-01-19,archive
"WorldQuant, LLC",1.46,PostNL N.V.,NL0009739416,2016-01-19,archive
"WorldQuant, LLC",0.71,SBM Offshore N.V.,NL0000360618,2016-01-19,archive
"WorldQuant, LLC",0.5,TomTom N.V.,NL0000387058,2016-01-19,archive
AKO Capital LLP,1.34,SBM Offshore N.V.,NL0000360618,2016-01-18,archive
Marshall Wace LLP,0.67,PostNL N.V.,NL0009739416,2016-01-18,archive
Millennium International Management LP,0.5,Wereldhave N.V.,NL0000289213,2016-01-18,archive
Oxford Asset Management,0.82,PostNL N.V.,NL0009739416,2016-01-18,archive
"WorldQuant, LLC",0.69,Koninklijke Heijmans N.V.,NL0009269109,2016-01-18,archive
AKO Capital LLP,1.42,SBM Offshore N.V.,NL0000360618,2016-01-15,archive
"BlackRock Institutional Trust Company, National Association",0.59,SBM Offshore N.V.,NL0000360618,2016-01-15,archive
"Davidson Kempner European Partners, LLP",0.5,Shell plc,GB00B03MLX29,2016-01-15,archive
"Discovery Capital Management, LLC",1.34,SBM Offshore N.V.,NL0000360618,2016-01-15,archive
HBK Investments LP,0.0,ArcelorMittal S.A.,LU0323134006,2016-01-15,archive
"Lucerne Capital Management, LP",0.67,Fugro N.V.,NL0000352565,2016-01-15,archive
Marshall Wace LLP,1.23,ArcelorMittal S.A.,LU0323134006,2016-01-15,archive
Marshall Wace LLP,0.77,PostNL N.V.,NL0009739416,2016-01-15,archive
Millennium International Management LP,0.48,Wereldhave N.V.,NL0000289213,2016-01-15,archive
Odey Asset Management LLP,1.35,ArcelorMittal S.A.,LU0323134006,2016-01-15,archive
Sculptor Capital LP,0.0,ArcelorMittal S.A.,LU0323134006,2016-01-15,archive
"WorldQuant, LLC",1.31,PostNL N.V.,NL0009739416,2016-01-15,archive
"WorldQuant, LLC",0.6,SBM Offshore N.V.,NL0000360618,2016-01-15,archive
"AQR Capital Management, LLC",0.7,ArcelorMittal S.A.,LU0323134006,2016-01-14,archive
"Davidson Kempner European Partners, LLP",1.72,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-01-14,archive
Man Investments Limited,0.52,Koninklijke BAM Groep N.V.,NL0000337319,2016-01-14,archive
Man Investments Limited,0.6,SBM Offshore N.V.,NL0000360618,2016-01-14,archive
Marshall Wace LLP,1.31,ArcelorMittal S.A.,LU0323134006,2016-01-14,archive
Marshall Wace LLP,0.96,PostNL N.V.,NL0009739416,2016-01-14,archive
Marshall Wace LLP,1.3,TomTom N.V.,NL0000387058,2016-01-14,archive
UBS Asset Management (UK) Ltd.,0.52,Fugro N.V.,NL0000352565,2016-01-14,archive
"WorldQuant, LLC",0.53,SBM Offshore N.V.,NL0000360618,2016-01-14,archive
"AQR Capital Management, LLC",2.49,Fugro N.V.,NL0000352565,2016-01-13,archive
Capital Fund Management S.A.,0.81,PostNL N.V.,NL0009739416,2016-01-13,archive
"Luminus Management, LLC",0.68,ArcelorMittal S.A.,LU0323134006,2016-01-13,archive
Marshall Wace LLP,1.28,PostNL N.V.,NL0009739416,2016-01-13,archive
Millennium International Management LP,0.52,Wereldhave N.V.,NL0000289213,2016-01-13,archive
Odey Asset Management LLP,1.45,ArcelorMittal S.A.,LU0323134006,2016-01-13,archive
UBS Asset Management (UK) Ltd.,0.6,Fugro N.V.,NL0000352565,2016-01-13,archive
"WorldQuant, LLC",1.23,PostNL N.V.,NL0009739416,2016-01-13,archive
"Davidson Kempner European Partners, LLP",1.62,Koninklijke Ahold Delhaize N.V.,NL0010672325,2016-01-12,archive
Man Investments Limited,0.54,SBM Offshore N.V.,NL0000360618,2016-01-12,archive
Marshall Wace LLP,1.21,ArcelorMittal S.A.,LU0323134006,2016-01-12,archive
Marshall Wace LLP,1.56,PostNL N.V.,NL0009739416,2016-01-12,archive
Marshall Wace LLP,1.29,SBM Offshore N.V.,NL0000360618,2016-01-12,archive
Marshall Wace LLP,1.26,TomTom N.V.,NL0000387058,2016-01-12,archive
Adage Capital Management L.P.,4.53,Aperam S.A.,LU0569974404,2016-01-11,archive
Adage Capital Management L.P.,0.62,ArcelorMittal S.A.,LU0323134006,2016-01-11,archive
"AQR Capital Management, LLC",0.61,Koninklijke Vopak N.V.,NL0009432491,2016-01-11,archive
Capital Fund Management S.A.,0.7,Fugro N.V.,NL0000352565,2016-01-11,archive
Marshall Wace LLP,1.43,TomTom N.V.,NL0000387058,2016-01-11,archive
"AQR Capital Management, LLC",0.59,Koninklijke Vopak N.V.,NL0009432491,2016-01-08,archive
Capital Fund Management S.A.,0.67,ArcelorMittal S.A.,LU0323134006,2016-01-08,archive
Capital Fund Management S.A.,0.71,PostNL N.V.,NL0009739416,2016-01-08,archive
JPMorgan Asset Management (UK) Ltd.,0.7,TomTom N.V.,NL0000387058,2016-01-08,archive
"WorldQuant, LLC",0.58,Koninklijke Heijmans N.V.,NL0009269109,2016-01-08,archive
AKO Capital LLP,1.03,TKH Group N.V.,NL0000852523,2016-01-07,archive
"AQR Capital Management, LLC",2.5,Fugro N.V.,NL0000352565,2016-01-07,archive
"AQR Capital Management, LLC",0.6,Koninklijke Vopak N.V.,NL0009432491,2016-01-07,archive
JPMorgan Asset Management (UK) Ltd.,0.63,TomTom N.V.,NL0000387058,2016-01-07,archive
Man Investments Limited,0.48,SBM Offshore N.V.,NL0000360618,2016-01-07,archive
Marshall Wace LLP,1.69,PostNL N.V.,NL0009739416,2016-01-07,archive
Rotella Acrospire LLC,0.6,Koninklijke Heijmans N.V.,NL0009269109,2016-01-07,archive
"WorldQuant, LLC",0.49,Lakefront Biotherapeutics NV,BE0003818359,2016-01-07,archive
"WorldQuant, LLC",1.1,PostNL N.V.,NL0009739416,2016-01-07,archive
"WorldQuant, LLC",0.45,SBM Offshore N.V.,NL0000360618,2016-01-07,archive
"AQR Capital Management, LLC",2.49,Fugro N.V.,NL0000352565,2016-01-06,archive
JPMorgan Asset Management (UK) Ltd.,0.51,TomTom N.V.,NL0000387058,2016-01-06,archive
Marshall Wace LLP,1.42,SBM Offshore N.V.,NL0000360618,2016-01-06,archive
"WorldQuant, LLC",1.07,PostNL N.V.,NL0009739416,2016-01-06,archive
"WorldQuant, LLC",0.5,SBM Offshore N.V.,NL0000360618,2016-01-06,archive
Marshall Wace LLP,1.35,TomTom N.V.,NL0000387058,2016-01-05,archive
Odey Asset Management LLP,1.5,ArcelorMittal S.A.,LU0323134006,2016-01-05,archive
"WorldQuant, LLC",0.48,SBM Offshore N.V.,NL0000360618,2016-01-05,archive
Marshall Wace LLP,1.11,ArcelorMittal S.A.,LU0323134006,2016-01-04,archive
Marshall Wace LLP,1.77,PostNL N.V.,NL0009739416,2016-01-04,archive
Marshall Wace LLP,1.4,TomTom N.V.,NL0000387058,2016-01-04,archive
"WorldQuant, LLC",0.5,SBM Offshore N.V.,NL0000360618,2016-01-04,archive
"Sophos Capital Management, L.P.",0.6,SBM Offshore N.V.,NL0000360618,2015-12-31,archive
Rotella Acrospire LLC,0.57,Koninklijke Heijmans N.V.,NL0009269109,2015-12-30,archive
Man Investments Limited,0.58,SBM Offshore N.V.,NL0000360618,2015-12-29,archive
Marshall Wace LLP,1.73,Fugro N.V.,NL0000352565,2015-12-29,archive
Marshall Wace LLP,1.84,PostNL N.V.,NL0009739416,2015-12-29,archive
Marshall Wace LLP,1.91,PostNL N.V.,NL0009739416,2015-12-28,archive
Marshall Wace LLP,0.49,Wolters Kluwer N.V.,NL0000395903,2015-12-28,archive
"WorldQuant, LLC",1.17,PostNL N.V.,NL0009739416,2015-12-24,archive
Adage Capital Management L.P.,0.52,ArcelorMittal S.A.,LU0323134006,2015-12-23,archive
Crédit Industriel et Commercial,0.0,Ease2pay N.V.,NL0000345627,2015-12-23,archive
"Luminus Management, LLC",0.56,ArcelorMittal S.A.,LU0323134006,2015-12-23,archive
Marshall Wace LLP,0.5,Wolters Kluwer N.V.,NL0000395903,2015-12-23,archive
Oxford Asset Management,0.76,PostNL N.V.,NL0009739416,2015-12-23,archive
Rotella Acrospire LLC,0.66,Koninklijke Heijmans N.V.,NL0009269109,2015-12-23,archive
Capital Fund Management S.A.,0.6,PostNL N.V.,NL0009739416,2015-12-22,archive
Marshall Wace LLP,2.19,PostNL N.V.,NL0009739416,2015-12-22,archive
"WorldQuant, LLC",1.2,PostNL N.V.,NL0009739416,2015-12-22,archive
Crédit Industriel et Commercial,0.85,Ease2pay N.V.,NL0000345627,2015-12-21,archive
"AQR Capital Management, LLC",2.1,ArcelorMittal S.A.,LU0323134006,2015-12-18,archive
Capital Fund Management S.A.,0.5,SBM Offshore N.V.,NL0000360618,2015-12-18,archive
Macquarie Funds Management Hong Kong Limited,0.46,Koninklijke Heijmans N.V.,NL0009269109,2015-12-18,archive
Marshall Wace LLP,1.65,Fugro N.V.,NL0000352565,2015-12-18,archive
Marshall Wace LLP,1.52,TomTom N.V.,NL0000387058,2015-12-18,archive
Millennium International Management LP,0.46,Wereldhave N.V.,NL0000289213,2015-12-18,archive
Odey Asset Management LLP,1.44,ArcelorMittal S.A.,LU0323134006,2015-12-18,archive
"WorldQuant, LLC",1.18,PostNL N.V.,NL0009739416,2015-12-18,archive
Adage Capital Management L.P.,4.4,Aperam S.A.,LU0569974404,2015-12-17,archive
"AQR Capital Management, LLC",2.19,ArcelorMittal S.A.,LU0323134006,2015-12-17,archive
"D.E. Shaw & Co., L.P.",1.52,SBM Offshore N.V.,NL0000360618,2015-12-17,archive
Marshall Wace LLP,1.33,SBM Offshore N.V.,NL0000360618,2015-12-17,archive
Odey Asset Management LLP,1.32,ArcelorMittal S.A.,LU0323134006,2015-12-17,archive
Oxford Asset Management,0.48,Lakefront Biotherapeutics NV,BE0003818359,2015-12-17,archive
"WorldQuant, LLC",0.58,Lakefront Biotherapeutics NV,BE0003818359,2015-12-17,archive
"AQR Capital Management, LLC",2.59,Fugro N.V.,NL0000352565,2015-12-16,archive
"AQR Capital Management, LLC",0.59,Koninklijke Vopak N.V.,NL0009432491,2015-12-16,archive
Capital Fund Management S.A.,0.49,SBM Offshore N.V.,NL0000360618,2015-12-16,archive
Odey Asset Management LLP,1.25,ArcelorMittal S.A.,LU0323134006,2015-12-16,archive
AKO Capital LLP,0.41,ARCADIS N.V.,NL0006237562,2015-12-15,archive
"AQR Capital Management, LLC",0.6,Koninklijke Vopak N.V.,NL0009432491,2015-12-15,archive
Capital Fund Management S.A.,0.72,ArcelorMittal S.A.,LU0323134006,2015-12-15,archive
Capital Fund Management S.A.,0.5,PostNL N.V.,NL0009739416,2015-12-15,archive
Capital Fund Management S.A.,0.5,SBM Offshore N.V.,NL0000360618,2015-12-15,archive
Marshall Wace LLP,1.01,ArcelorMittal S.A.,LU0323134006,2015-12-15,archive
Oxford Asset Management,0.68,Koninklijke Heijmans N.V.,NL0009269109,2015-12-15,archive
AKO Capital LLP,0.62,ARCADIS N.V.,NL0006237562,2015-12-14,archive
"Davidson Kempner European Partners, LLP",1.58,Koninklijke Ahold Delhaize N.V.,NL0010672325,2015-12-14,archive
Marshall Wace LLP,0.86,ArcelorMittal S.A.,LU0323134006,2015-12-14,archive
Oxford Asset Management,0.7,Koninklijke Heijmans N.V.,NL0009269109,2015-12-14,archive
UBS Asset Management (UK) Ltd.,0.97,Fugro N.V.,NL0000352565,2015-12-14,archive
Capital Fund Management S.A.,0.61,ArcelorMittal S.A.,LU0323134006,2015-12-11,archive
Macquarie Funds Management Hong Kong Limited,0.51,Koninklijke Heijmans N.V.,NL0009269109,2015-12-11,archive
Marshall Wace LLP,2.29,PostNL N.V.,NL0009739416,2015-12-11,archive
Marshall Wace LLP,1.21,SBM Offshore N.V.,NL0000360618,2015-12-11,archive
Millennium International Management LP,0.43,ArcelorMittal S.A.,LU0323134006,2015-12-11,archive
Odey Asset Management LLP,1.08,ArcelorMittal S.A.,LU0323134006,2015-12-11,archive
Sculptor Capital LP,0.54,ArcelorMittal S.A.,LU0323134006,2015-12-11,archive
"WorldQuant, LLC",1.2,PostNL N.V.,NL0009739416,2015-12-11,archive
Adage Capital Management L.P.,0.49,ArcelorMittal S.A.,LU0323134006,2015-12-10,archive
Capital Fund Management S.A.,0.54,ArcelorMittal S.A.,LU0323134006,2015-12-10,archive
Capital Fund Management S.A.,0.6,Fugro N.V.,NL0000352565,2015-12-10,archive
Marshall Wace LLP,1.51,Fugro N.V.,NL0000352565,2015-12-10,archive
Millennium International Management LP,0.53,ArcelorMittal S.A.,LU0323134006,2015-12-10,archive
"WorldQuant, LLC",0.69,Lakefront Biotherapeutics NV,BE0003818359,2015-12-10,archive
"WorldQuant, LLC",0.49,TomTom N.V.,NL0000387058,2015-12-10,archive
Adage Capital Management L.P.,4.34,Aperam S.A.,LU0569974404,2015-12-09,archive
Adage Capital Management L.P.,0.52,ArcelorMittal S.A.,LU0323134006,2015-12-09,archive
"AQR Capital Management, LLC",2.29,SBM Offshore N.V.,NL0000360618,2015-12-09,archive
"D.E. Shaw & Co., L.P.",1.61,SBM Offshore N.V.,NL0000360618,2015-12-09,archive
Marshall Wace LLP,0.73,ArcelorMittal S.A.,LU0323134006,2015-12-09,archive
Marshall Wace LLP,1.44,TomTom N.V.,NL0000387058,2015-12-09,archive
Millennium International Management LP,0.64,ArcelorMittal S.A.,LU0323134006,2015-12-09,archive
Adage Capital Management L.P.,0.66,ArcelorMittal S.A.,LU0323134006,2015-12-08,archive
Marshall Wace LLP,0.66,ArcelorMittal S.A.,LU0323134006,2015-12-08,archive
Marshall Wace LLP,2.37,PostNL N.V.,NL0009739416,2015-12-08,archive
Marshall Wace LLP,1.12,SBM Offshore N.V.,NL0000360618,2015-12-08,archive
Marshall Wace LLP,1.27,TomTom N.V.,NL0000387058,2015-12-08,archive
Oxford Asset Management,0.5,ArcelorMittal S.A.,LU0323134006,2015-12-08,archive
"WorldQuant, LLC",1.1,PostNL N.V.,NL0009739416,2015-12-08,archive
Adage Capital Management L.P.,0.76,ArcelorMittal S.A.,LU0323134006,2015-12-07,archive
Millennium International Management LP,0.79,ArcelorMittal S.A.,LU0323134006,2015-12-07,archive
"WorldQuant, LLC",0.5,TomTom N.V.,NL0000387058,2015-12-07,archive
