position_holder,net_short_position,isin,issuer_name,position_date,source
BlackRock Investment Management (UK) Limited,0.35,NL0010776944,Brunel International N.V.,2018-05-04,archive
CQS (UK) LLP,0.0,NL0000339760,BE Semiconductor Industries N.V.,2018-05-04,archive
"Davidson Kempner European Partners, LLP",0.0,NL0000339760,BE Semiconductor Industries N.V.,2018-05-04,archive
"Goldman Sachs Group Inc., The",0.9,NL0012650360,RHI Magnesita N.V.,2018-05-04,archive
Marshall Wace LLP,1.73,NL0006237562,ARCADIS N.V.,2018-05-04,archive
Marshall Wace LLP,0.8,NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-05-04,archive
Marshall Wace LLP,2.48,NL0000289213,Wereldhave N.V.,2018-05-04,archive
Oxford Asset Management,1.2,NL0000352565,Fugro N.V.,2018-05-04,archive
"PDT Partners, LLC",0.64,NL0012866412,BE Semiconductor Industries N.V.,2018-05-04,archive
Scopia Capital Management LP,0.0,NL0000339760,BE Semiconductor Industries N.V.,2018-05-04,archive
"WorldQuant, LLC",0.83,NL0000352565,Fugro N.V.,2018-05-04,archive
"WorldQuant, LLC",0.59,BE0003818359,Galapagos NV,2018-05-04,archive
"WorldQuant, LLC",0.67,NL0000337319,Koninklijke BAM Groep N.V.,2018-05-04,archive
"WorldQuant, LLC",1.19,NL0009739416,PostNL N.V.,2018-05-04,archive
"BlackRock Institutional Trust Company, National Association",0.37,NL0000352565,Fugro N.V.,2018-05-03,archive
BlackRock Investment Management (UK) Limited,0.7,NL0011821392,Signify N.V.,2018-05-03,archive
"BlueMountain Capital Management, LLC",0.9,NL0009739416,PostNL N.V.,2018-05-03,archive
Capital Fund Management S.A.,0.5,NL0011279492,Flow Traders Ltd.,2018-05-03,archive
GSA Capital Partners LLP,0.6,NL0000289213,Wereldhave N.V.,2018-05-03,archive
JPMorgan Asset Management (UK) Ltd.,0.77,NL0000337319,Koninklijke BAM Groep N.V.,2018-05-03,archive
Marshall Wace LLP,0.59,NL0010558797,OCI N.V.,2018-05-03,archive
Millennium International Management LP,0.59,BE0003818359,Galapagos NV,2018-05-03,archive
"PDT Partners, LLC",0.0,NL0000339760,BE Semiconductor Industries N.V.,2018-05-03,archive
Scopia Capital Management LP,2.82,NL0000339760,BE Semiconductor Industries N.V.,2018-05-03,archive
Sculptor Capital Management Europe Limited,0.92,NL0006237562,ARCADIS N.V.,2018-05-03,archive
"WorldQuant, LLC",0.77,NL0000337319,Koninklijke BAM Groep N.V.,2018-05-03,archive
"WorldQuant, LLC",1.25,NL0009739416,PostNL N.V.,2018-05-03,archive
AHL Partners LLP,0.61,BE0003818359,Galapagos NV,2018-05-02,archive
BlackRock Investment Management (UK) Limited,0.67,NL0011821392,Signify N.V.,2018-05-02,archive
BlueCrest Capital Management Limited,0.59,NL0000352565,Fugro N.V.,2018-05-02,archive
Citadel Advisors II LLC,0.88,NL0000337319,Koninklijke BAM Groep N.V.,2018-05-02,archive
Jupiter Investment Management Limited,0.92,NL0000352565,Fugro N.V.,2018-05-02,archive
Marshall Wace LLP,1.59,NL0000337319,Koninklijke BAM Groep N.V.,2018-05-02,archive
Marshall Wace LLP,1.45,NL0010391025,Pharming Group N.V.,2018-05-02,archive
Millennium International Management LP,0.87,NL0000888691,AMG Critical Materials N.V.,2018-05-02,archive
Scopia Capital Management LP,2.75,NL0000339760,BE Semiconductor Industries N.V.,2018-05-02,archive
Sculptor Capital Management Europe Limited,0.76,NL0006237562,ARCADIS N.V.,2018-05-02,archive
"WorldQuant, LLC",0.78,NL0000352565,Fugro N.V.,2018-05-02,archive
"AQR Capital Management, LLC",2.59,BE0003818359,Galapagos NV,2018-04-30,archive
Aravt Global,0.62,NL0011821392,Signify N.V.,2018-04-30,archive
Millennium International Management LP,0.6,BE0003818359,Galapagos NV,2018-04-30,archive
"PDT Partners, LLC",0.64,NL0000339760,BE Semiconductor Industries N.V.,2018-04-30,archive
"PDT Partners, LLC",1.45,NL0010391025,Pharming Group N.V.,2018-04-30,archive
Scopia Capital Management LP,2.24,NL0000339760,BE Semiconductor Industries N.V.,2018-04-30,archive
"WorldQuant, LLC",0.47,NL0000289213,Wereldhave N.V.,2018-04-30,archive
AHL Partners LLP,1.39,NL0000352565,Fugro N.V.,2018-04-27,archive
"AQR Capital Management, LLC",2.17,NL0000360618,SBM Offshore N.V.,2018-04-27,archive
"Arrowstreet Capital, Limited Partnership",0.7,NL0000387058,TomTom N.V.,2018-04-27,archive
BNP Paribas S.A.,0.48,NL0000009082,Koninklijke KPN N.V.,2018-04-27,archive
"Davidson Kempner European Partners, LLP",0.81,NL0000339760,BE Semiconductor Industries N.V.,2018-04-27,archive
HBK Investments LP,1.1,NL0000352565,Fugro N.V.,2018-04-27,archive
Marshall Wace LLP,1.68,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-27,archive
Marshall Wace LLP,1.58,NL0010391025,Pharming Group N.V.,2018-04-27,archive
"PDT Partners, LLC",1.39,NL0010391025,Pharming Group N.V.,2018-04-27,archive
Systematica Investments Limited,0.49,NL0010558797,OCI N.V.,2018-04-27,archive
"WorldQuant, LLC",0.8,NL0000352565,Fugro N.V.,2018-04-27,archive
"WorldQuant, LLC",0.66,BE0003818359,Galapagos NV,2018-04-27,archive
"WorldQuant, LLC",0.62,NL0000289213,Wereldhave N.V.,2018-04-27,archive
B&G Master Fund Plc,0.7,NL0010773842,NN Group N.V.,2018-04-26,archive
"BlackRock Institutional Trust Company, National Association",0.49,NL0000289213,Wereldhave N.V.,2018-04-26,archive
BlackRock Investment Management (UK) Limited,0.5,NL0011821392,Signify N.V.,2018-04-26,archive
BNP Paribas S.A.,0.35,NL0000339760,BE Semiconductor Industries N.V.,2018-04-26,archive
"Davidson Kempner European Partners, LLP",0.72,NL0000339760,BE Semiconductor Industries N.V.,2018-04-26,archive
HBK Investments LP,1.09,NL0000352565,Fugro N.V.,2018-04-26,archive
Kintbury Capital LLP,0.64,NL0011821392,Signify N.V.,2018-04-26,archive
Marshall Wace LLP,1.8,NL0006237562,ARCADIS N.V.,2018-04-26,archive
Marshall Wace LLP,0.42,NL0000352565,Fugro N.V.,2018-04-26,archive
Marshall Wace LLP,2.3,NL0000289213,Wereldhave N.V.,2018-04-26,archive
Millennium Capital Partners LLP,0.41,NL0000888691,AMG Critical Materials N.V.,2018-04-26,archive
"PDT Partners, LLC",0.52,NL0000339760,BE Semiconductor Industries N.V.,2018-04-26,archive
TT International,0.25,NL0011821392,Signify N.V.,2018-04-26,archive
"WorldQuant, LLC",1.39,NL0009739416,PostNL N.V.,2018-04-26,archive
"WorldQuant, LLC",0.74,NL0000289213,Wereldhave N.V.,2018-04-26,archive
Abaco Asset Management LLP,0.43,NL0011279492,Flow Traders Ltd.,2018-04-25,archive
BNP Paribas S.A.,0.5,NL0000009082,Koninklijke KPN N.V.,2018-04-25,archive
GSA Capital Partners LLP,0.49,NL0000289213,Wereldhave N.V.,2018-04-25,archive
HBK Investments LP,1.22,NL0000352565,Fugro N.V.,2018-04-25,archive
JPMorgan Asset Management (UK) Ltd.,0.95,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-25,archive
Scopia Capital Management LP,2.21,NL0011821392,Signify N.V.,2018-04-25,archive
"WorldQuant, LLC",0.7,BE0003818359,Galapagos NV,2018-04-25,archive
"WorldQuant, LLC",0.87,NL0000289213,Wereldhave N.V.,2018-04-25,archive
Abaco Asset Management LLP,0.54,NL0011279492,Flow Traders Ltd.,2018-04-24,archive
AHL Partners LLP,1.47,NL0000352565,Fugro N.V.,2018-04-24,archive
"AQR Capital Management, LLC",2.39,NL0009432491,Koninklijke Vopak N.V.,2018-04-24,archive
"Arrowstreet Capital, Limited Partnership",0.5,NL0010558797,OCI N.V.,2018-04-24,archive
"Arrowstreet Capital, Limited Partnership",0.6,NL0000387058,TomTom N.V.,2018-04-24,archive
"Bridgewater Associates, LP",0.48,NL0010273215,ASML Holding N.V.,2018-04-24,archive
"Bridgewater Associates, LP",0.48,NL0011821202,ING Groep N.V.,2018-04-24,archive
"Bridgewater Associates, LP",0.48,NL0000009538,Koninklijke Philips N.V.,2018-04-24,archive
Capital Fund Management S.A.,1.82,NL0000352565,Fugro N.V.,2018-04-24,archive
HBK Investments LP,1.19,NL0000352565,Fugro N.V.,2018-04-24,archive
Oxford Asset Management,1.11,NL0000352565,Fugro N.V.,2018-04-24,archive
"PDT Partners, LLC",1.23,NL0010391025,Pharming Group N.V.,2018-04-24,archive
RAM Active Investments SA,0.77,NL0000352565,Fugro N.V.,2018-04-24,archive
Scopia Capital Management LP,2.1,NL0011821392,Signify N.V.,2018-04-24,archive
"WorldQuant, LLC",0.85,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-24,archive
"WorldQuant, LLC",0.95,NL0000289213,Wereldhave N.V.,2018-04-24,archive
AHL Partners LLP,0.5,BE0003818359,Galapagos NV,2018-04-23,archive
"AQR Capital Management, LLC",2.4,NL0009432491,Koninklijke Vopak N.V.,2018-04-23,archive
Balyasny Asset Management (UK) LLP,0.41,NL0009432491,Koninklijke Vopak N.V.,2018-04-23,archive
"BlackRock Institutional Trust Company, National Association",0.56,NL0000289213,Wereldhave N.V.,2018-04-23,archive
Capital Fund Management S.A.,1.79,NL0000352565,Fugro N.V.,2018-04-23,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.49,NL0000360618,SBM Offshore N.V.,2018-04-23,archive
"Goldman Sachs Group Inc., The",0.8,NL0012650360,RHI Magnesita N.V.,2018-04-23,archive
HBK Investments LP,1.21,NL0000352565,Fugro N.V.,2018-04-23,archive
Marshall Wace LLP,0.49,NL0000303709,AEGON Ltd.,2018-04-23,archive
Marshall Wace LLP,0.7,NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-04-23,archive
Marshall Wace LLP,1.78,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-23,archive
Marshall Wace LLP,0.61,NL0010558797,OCI N.V.,2018-04-23,archive
Scopia Capital Management LP,2.05,NL0011821392,Signify N.V.,2018-04-23,archive
Systematica Investments Limited,0.9,NL0000352565,Fugro N.V.,2018-04-23,archive
Systematica Investments Limited,0.5,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-23,archive
"WorldQuant, LLC",0.92,NL0000352565,Fugro N.V.,2018-04-23,archive
"WorldQuant, LLC",0.9,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-23,archive
Abaco Asset Management LLP,0.6,NL0011279492,Flow Traders Ltd.,2018-04-20,archive
"AQR Capital Management, LLC",2.39,NL0009432491,Koninklijke Vopak N.V.,2018-04-20,archive
Capital Fund Management S.A.,1.8,NL0000352565,Fugro N.V.,2018-04-20,archive
Jupiter Investment Management Limited,0.49,NL0009432491,Koninklijke Vopak N.V.,2018-04-20,archive
Marshall Wace LLP,1.7,NL0006237562,ARCADIS N.V.,2018-04-20,archive
Marshall Wace LLP,0.61,NL0000352565,Fugro N.V.,2018-04-20,archive
Marshall Wace LLP,2.23,NL0000289213,Wereldhave N.V.,2018-04-20,archive
Millennium International Management LP,0.57,BE0003818359,Galapagos NV,2018-04-20,archive
Oxford Asset Management,1.02,NL0000352565,Fugro N.V.,2018-04-20,archive
Scopia Capital Management LP,1.93,NL0000339760,BE Semiconductor Industries N.V.,2018-04-20,archive
"WorldQuant, LLC",1.0,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-20,archive
Scopia Capital Management LP,1.94,NL0011821392,Signify N.V.,2018-04-19,archive
Abaco Asset Management LLP,0.54,NL0011279492,Flow Traders Ltd.,2018-04-18,archive
AHL Partners LLP,1.59,NL0000352565,Fugro N.V.,2018-04-18,archive
Balyasny Asset Management (UK) LLP,0.5,NL0009432491,Koninklijke Vopak N.V.,2018-04-18,archive
"Bridgewater Associates, LP",0.57,NL0010273215,ASML Holding N.V.,2018-04-18,archive
"Bridgewater Associates, LP",0.57,NL0011821202,ING Groep N.V.,2018-04-18,archive
"Bridgewater Associates, LP",0.57,NL0000009538,Koninklijke Philips N.V.,2018-04-18,archive
Citadel Advisors II LLC,0.92,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-18,archive
"Goldman Sachs Group Inc., The",0.71,NL0012650360,RHI Magnesita N.V.,2018-04-18,archive
HBK Investments LP,1.18,NL0000352565,Fugro N.V.,2018-04-18,archive
Marshall Wace LLP,0.5,NL0000303709,AEGON Ltd.,2018-04-18,archive
Marshall Wace LLP,0.69,NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-04-18,archive
Marshall Wace LLP,1.69,NL0010391025,Pharming Group N.V.,2018-04-18,archive
Millennium Capital Partners LLP,0.52,NL0000888691,AMG Critical Materials N.V.,2018-04-18,archive
Oxford Asset Management,0.93,NL0000352565,Fugro N.V.,2018-04-18,archive
"PDT Partners, LLC",1.11,NL0010391025,Pharming Group N.V.,2018-04-18,archive
Viking Global Investors LP,0.82,NL0000303709,AEGON Ltd.,2018-04-18,archive
"WorldQuant, LLC",0.8,NL0000352565,Fugro N.V.,2018-04-18,archive
"WorldQuant, LLC",1.0,NL0000289213,Wereldhave N.V.,2018-04-18,archive
"AQR Capital Management, LLC",2.22,NL0000360618,SBM Offshore N.V.,2018-04-17,archive
"Arrowstreet Capital, Limited Partnership",0.5,NL0000387058,TomTom N.V.,2018-04-17,archive
"BlackRock Institutional Trust Company, National Association",0.54,NL0000352565,Fugro N.V.,2018-04-17,archive
"BlackRock Institutional Trust Company, National Association",0.6,NL0000289213,Wereldhave N.V.,2018-04-17,archive
BlueCrest Capital Management Limited,0.65,NL0000352565,Fugro N.V.,2018-04-17,archive
"Bridgewater Associates, LP",0.49,NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-04-17,archive
Marshall Wace LLP,0.53,NL0000352565,Fugro N.V.,2018-04-17,archive
Marshall Wace LLP,1.71,NL0010391025,Pharming Group N.V.,2018-04-17,archive
Millennium International Management LP,0.7,NL0000888691,AMG Critical Materials N.V.,2018-04-17,archive
Sculptor Capital Management Europe Limited,0.58,NL0006237562,ARCADIS N.V.,2018-04-17,archive
Systematica Investments Limited,0.82,NL0000352565,Fugro N.V.,2018-04-17,archive
"WorldQuant, LLC",0.61,BE0003818359,Galapagos NV,2018-04-17,archive
"Goldman Sachs Group Inc., The",0.6,NL0012650360,RHI Magnesita N.V.,2018-04-16,archive
Marshall Wace LLP,0.47,NL0000352565,Fugro N.V.,2018-04-16,archive
Marshall Wace LLP,1.88,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-16,archive
Marshall Wace LLP,0.51,NL0010558797,OCI N.V.,2018-04-16,archive
"PDT Partners, LLC",1.04,NL0010391025,Pharming Group N.V.,2018-04-16,archive
RAM Active Investments SA,0.66,NL0000352565,Fugro N.V.,2018-04-16,archive
Renaissance Technologies LLC,0.49,NL0011660485,Sif Holding N.V.,2018-04-16,archive
TT International,0.37,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-16,archive
"WorldQuant, LLC",0.49,NL0010558797,OCI N.V.,2018-04-16,archive
Adelphi Capital LLP,0.52,NL0006237562,ARCADIS N.V.,2018-04-13,archive
"Bridgewater Associates, LP",0.65,NL0010273215,ASML Holding N.V.,2018-04-13,archive
"Bridgewater Associates, LP",0.66,NL0011821202,ING Groep N.V.,2018-04-13,archive
"Bridgewater Associates, LP",0.66,NL0000009538,Koninklijke Philips N.V.,2018-04-13,archive
Marshall Wace LLP,0.47,NL0011540547,ABN AMRO Bank NV,2018-04-13,archive
Sculptor Capital Management Europe Limited,0.63,NL0006237562,ARCADIS N.V.,2018-04-13,archive
"WorldQuant, LLC",0.78,NL0000352565,Fugro N.V.,2018-04-13,archive
"WorldQuant, LLC",1.47,NL0009739416,PostNL N.V.,2018-04-13,archive
Abaco Asset Management LLP,0.48,NL0011279492,Flow Traders Ltd.,2018-04-12,archive
CQS (UK) LLP,0.69,LU0569974404,Aperam S.A.,2018-04-12,archive
Jupiter Investment Management Limited,0.82,NL0000352565,Fugro N.V.,2018-04-12,archive
Jupiter Investment Management Limited,0.59,NL0009432491,Koninklijke Vopak N.V.,2018-04-12,archive
Millennium Capital Partners LLP,0.49,NL0000888691,AMG Critical Materials N.V.,2018-04-12,archive
Oxford Asset Management,0.8,NL0000352565,Fugro N.V.,2018-04-12,archive
Sculptor Capital Management Europe Limited,0.74,NL0006237562,ARCADIS N.V.,2018-04-12,archive
Systematica Investments Limited,0.71,NL0000352565,Fugro N.V.,2018-04-12,archive
"WorldQuant, LLC",0.98,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-12,archive
Abaco Asset Management LLP,0.5,NL0011279492,Flow Traders Ltd.,2018-04-11,archive
"AQR Capital Management, LLC",2.61,BE0003818359,Galapagos NV,2018-04-11,archive
Arrowgrass Capital Partners LLP,0.63,NL0000352565,Fugro N.V.,2018-04-11,archive
AXA Investment Managers Chorus Limited,0.7,NL0000352565,Fugro N.V.,2018-04-11,archive
"Bridgewater Associates, LP",0.59,NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-04-11,archive
CQS (UK) LLP,0.73,LU0569974404,Aperam S.A.,2018-04-11,archive
Sculptor Capital Management Europe Limited,0.81,NL0006237562,ARCADIS N.V.,2018-04-11,archive
"WorldQuant, LLC",0.59,BE0003818359,Galapagos NV,2018-04-11,archive
"AQR Capital Management, LLC",2.12,NL0000360618,SBM Offshore N.V.,2018-04-10,archive
Arrowgrass Capital Partners LLP,0.59,NL0000352565,Fugro N.V.,2018-04-10,archive
B&G Master Fund Plc,0.7,NL0000303709,AEGON Ltd.,2018-04-10,archive
"BlueMountain Capital Management, LLC",0.8,NL0009739416,PostNL N.V.,2018-04-10,archive
"Bridgewater Associates, LP",0.76,NL0010273215,ASML Holding N.V.,2018-04-10,archive
"Bridgewater Associates, LP",0.77,NL0011821202,ING Groep N.V.,2018-04-10,archive
"Bridgewater Associates, LP",0.77,NL0000009538,Koninklijke Philips N.V.,2018-04-10,archive
Canada Pension Plan Investment Board,0.81,NL0000352565,Fugro N.V.,2018-04-10,archive
"Goldman Sachs Group Inc., The",0.54,NL0012650360,RHI Magnesita N.V.,2018-04-10,archive
HBK Investments LP,1.26,NL0000352565,Fugro N.V.,2018-04-10,archive
Marshall Wace LLP,1.6,NL0006237562,ARCADIS N.V.,2018-04-10,archive
Marshall Wace LLP,0.55,NL0000352565,Fugro N.V.,2018-04-10,archive
Marshall Wace LLP,0.7,NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-04-10,archive
"PDT Partners, LLC",0.91,NL0010391025,Pharming Group N.V.,2018-04-10,archive
"WorldQuant, LLC",1.59,NL0009739416,PostNL N.V.,2018-04-10,archive
Capital Fund Management S.A.,0.8,NL0010558797,OCI N.V.,2018-04-09,archive
Capital Fund Management S.A.,0.5,NL0009739416,PostNL N.V.,2018-04-09,archive
HBK Investments LP,1.31,NL0000352565,Fugro N.V.,2018-04-09,archive
Lansdowne Partners (UK) LLP,1.62,NL0006237562,ARCADIS N.V.,2018-04-09,archive
Marshall Wace LLP,1.98,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-09,archive
"WorldQuant, LLC",1.62,NL0009739416,PostNL N.V.,2018-04-09,archive
Arrowgrass Capital Partners LLP,0.61,NL0000352565,Fugro N.V.,2018-04-06,archive
"Bridgewater Associates, LP",0.86,NL0010273215,ASML Holding N.V.,2018-04-06,archive
"Bridgewater Associates, LP",0.86,NL0011821202,ING Groep N.V.,2018-04-06,archive
"Bridgewater Associates, LP",0.68,NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-04-06,archive
"Bridgewater Associates, LP",0.86,NL0000009538,Koninklijke Philips N.V.,2018-04-06,archive
Canada Pension Plan Investment Board,0.73,NL0000352565,Fugro N.V.,2018-04-06,archive
Marshall Wace LLP,1.65,NL0010391025,Pharming Group N.V.,2018-04-06,archive
Marshall Wace LLP,2.11,NL0000289213,Wereldhave N.V.,2018-04-06,archive
Oxford Asset Management,0.72,NL0000352565,Fugro N.V.,2018-04-06,archive
RAM Active Investments SA,0.53,NL0000352565,Fugro N.V.,2018-04-06,archive
Viking Global Investors LP,0.76,NL0000303709,AEGON Ltd.,2018-04-06,archive
"WorldQuant, LLC",0.66,BE0003818359,Galapagos NV,2018-04-06,archive
"WorldQuant, LLC",1.02,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-06,archive
"WorldQuant, LLC",0.58,NL0010558797,OCI N.V.,2018-04-06,archive
AHL Partners LLP,1.63,NL0000352565,Fugro N.V.,2018-04-05,archive
Arrowgrass Capital Partners LLP,0.59,NL0000352565,Fugro N.V.,2018-04-05,archive
"BlackRock Institutional Trust Company, National Association",0.65,NL0000352565,Fugro N.V.,2018-04-05,archive
Capital Fund Management S.A.,1.1,NL0000289213,Wereldhave N.V.,2018-04-05,archive
CQS (UK) LLP,0.69,LU0569974404,Aperam S.A.,2018-04-05,archive
HBK Investments LP,1.23,NL0000352565,Fugro N.V.,2018-04-05,archive
JPMorgan Asset Management (UK) Ltd.,1.04,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-05,archive
Marshall Wace LLP,0.69,NL0011794037,Koninklijke Ahold Delhaize N.V.,2018-04-05,archive
Marshall Wace LLP,1.74,NL0010391025,Pharming Group N.V.,2018-04-05,archive
"PDT Partners, LLC",0.83,NL0010391025,Pharming Group N.V.,2018-04-05,archive
Renaissance Technologies LLC,0.59,NL0011660485,Sif Holding N.V.,2018-04-05,archive
Capital Fund Management S.A.,1.71,NL0000352565,Fugro N.V.,2018-04-04,archive
Citadel Advisors II LLC,0.48,NL0000289213,Wereldhave N.V.,2018-04-04,archive
"D. E. Shaw & Co., L.P.",0.47,NL0000289213,Wereldhave N.V.,2018-04-04,archive
HBK Investments LP,1.32,NL0000352565,Fugro N.V.,2018-04-04,archive
Marshall Wace LLP,1.51,NL0006237562,ARCADIS N.V.,2018-04-04,archive
Marshall Wace LLP,1.87,NL0010391025,Pharming Group N.V.,2018-04-04,archive
Millennium Capital Partners LLP,0.5,NL0000888691,AMG Critical Materials N.V.,2018-04-04,archive
Scopia Capital Management LP,1.89,NL0011821392,Signify N.V.,2018-04-04,archive
"WorldQuant, LLC",1.79,NL0009739416,PostNL N.V.,2018-04-04,archive
AHL Partners LLP,1.5,NL0000352565,Fugro N.V.,2018-04-03,archive
AHL Partners LLP,0.49,NL0000337319,Koninklijke BAM Groep N.V.,2018-04-03,archive
B&G Master Fund Plc,0.62,NL0000303709,AEGON Ltd.,2018-04-03,archive
"BlueMountain Capital Management, LLC",0.49,NL0000360618,SBM Offshore N.V.,2018-04-03,archive
