issuer_name,net_short_position,isin,position_holder,position_date,source
Fugro N.V.,1.97,NL0000352565,Marshall Wace LLP,2018-08-22,archive
Koninklijke BAM Groep N.V.,0.94,NL0000337319,Marshall Wace LLP,2018-08-22,archive
AMG Critical Materials N.V.,0.78,NL0000888691,Millennium International Management LP,2018-08-22,archive
Flow Traders Ltd.,0.55,NL0011279492,Millennium International Management LP,2018-08-22,archive
Wereldhave N.V.,1.09,NL0000289213,Millennium International Management LP,2018-08-22,archive
Koninklijke BAM Groep N.V.,0.5,NL0000337319,Susquehanna International Securities Limited,2018-08-22,archive
Wereldhave N.V.,0.79,NL0000289213,"WorldQuant, LLC",2018-08-22,archive
Wereldhave N.V.,0.79,NL0000289213,Capital Fund Management S.A.,2018-08-21,archive
Koninklijke BAM Groep N.V.,0.73,NL0000337319,Citadel Advisors II LLC,2018-08-21,archive
BE Semiconductor Industries N.V.,0.5,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",2018-08-21,archive
ARCADIS N.V.,0.57,NL0006237562,GSA Capital Partners LLP,2018-08-21,archive
Koninklijke BAM Groep N.V.,1.03,NL0000337319,Marshall Wace LLP,2018-08-21,archive
Pharming Group N.V.,0.99,NL0010391025,Marshall Wace LLP,2018-08-21,archive
AMG Critical Materials N.V.,0.81,NL0000888691,Millennium International Management LP,2018-08-21,archive
Fugro N.V.,0.68,NL0000352565,Oxford Asset Management,2018-08-21,archive
ARCADIS N.V.,1.0,NL0006237562,Pelham Capital Ltd.,2018-08-21,archive
Koninklijke Heijmans N.V.,0.53,NL0009269109,Voleon Capital Management LP,2018-08-21,archive
Fugro N.V.,0.65,NL0000352565,"WorldQuant, LLC",2018-08-21,archive
PostNL N.V.,1.52,NL0009739416,"WorldQuant, LLC",2018-08-21,archive
Aperam S.A.,1.0,LU0569974404,"Arrowstreet Capital, Limited Partnership",2018-08-20,archive
PostNL N.V.,2.42,NL0009739416,Marshall Wace LLP,2018-08-20,archive
ARCADIS N.V.,0.94,NL0006237562,Pelham Capital Ltd.,2018-08-20,archive
BE Semiconductor Industries N.V.,4.66,NL0012866412,Scopia Capital Management LP,2018-08-20,archive
AMG Critical Materials N.V.,0.22,NL0000888691,TT International,2018-08-20,archive
AMG Critical Materials N.V.,1.02,NL0000888691,AHL Partners LLP,2018-08-17,archive
Koninklijke BAM Groep N.V.,0.7,NL0000337319,AHL Partners LLP,2018-08-17,archive
Koninklijke KPN N.V.,1.5,NL0000009082,"AQR Capital Management, LLC",2018-08-17,archive
SBM Offshore N.V.,2.51,NL0000360618,"AQR Capital Management, LLC",2018-08-17,archive
Fugro N.V.,2.13,NL0000352565,Marshall Wace LLP,2018-08-17,archive
TomTom N.V.,1.09,NL0000387058,Marshall Wace LLP,2018-08-17,archive
ARCADIS N.V.,0.62,NL0006237562,Pelham Capital Ltd.,2018-08-17,archive
BE Semiconductor Industries N.V.,4.56,NL0012866412,Scopia Capital Management LP,2018-08-17,archive
BE Semiconductor Industries N.V.,0.97,NL0012866412,"WorldQuant, LLC",2018-08-17,archive
PostNL N.V.,1.21,NL0009739416,AHL Partners LLP,2018-08-16,archive
Koninklijke KPN N.V.,0.14,NL0000009082,BNP Paribas S.A.,2018-08-16,archive
RHI Magnesita N.V.,0.86,NL0012650360,"Goldman Sachs Group Inc., The",2018-08-16,archive
ARCADIS N.V.,0.67,NL0006237562,GSA Capital Partners LLP,2018-08-16,archive
ARCADIS N.V.,2.79,NL0006237562,Marshall Wace LLP,2018-08-16,archive
Galapagos NV,0.46,BE0003818359,Marshall Wace LLP,2018-08-16,archive
Koninklijke BAM Groep N.V.,1.18,NL0000337319,Marshall Wace LLP,2018-08-16,archive
PostNL N.V.,2.34,NL0009739416,Marshall Wace LLP,2018-08-16,archive
AMG Critical Materials N.V.,0.7,NL0000888691,Millennium International Management LP,2018-08-16,archive
ARCADIS N.V.,0.55,NL0006237562,Pelham Capital Ltd.,2018-08-16,archive
BE Semiconductor Industries N.V.,4.44,NL0012866412,Scopia Capital Management LP,2018-08-16,archive
ARCADIS N.V.,1.39,NL0006237562,Sculptor Capital Management Europe Limited,2018-08-16,archive
BE Semiconductor Industries N.V.,1.0,NL0012866412,"WorldQuant, LLC",2018-08-16,archive
Pharming Group N.V.,1.6,NL0010391025,"WorldQuant, LLC",2018-08-16,archive
Galapagos NV,2.29,BE0003818359,"AQR Capital Management, LLC",2018-08-15,archive
Aperam S.A.,0.93,LU0569974404,"Arrowstreet Capital, Limited Partnership",2018-08-15,archive
Fugro N.V.,2.09,NL0000352565,Marshall Wace LLP,2018-08-15,archive
TomTom N.V.,1.1,NL0000387058,Marshall Wace LLP,2018-08-15,archive
BE Semiconductor Industries N.V.,4.33,NL0012866412,Scopia Capital Management LP,2018-08-15,archive
PostNL N.V.,0.8,NL0009739416,Systematica Investments Limited,2018-08-15,archive
PostNL N.V.,1.42,NL0009739416,"WorldQuant, LLC",2018-08-15,archive
Koninklijke BAM Groep N.V.,0.61,NL0000337319,AHL Partners LLP,2018-08-14,archive
PostNL N.V.,1.1,NL0009739416,AHL Partners LLP,2018-08-14,archive
PostNL N.V.,0.63,NL0009739416,"BlackRock Institutional Trust Company, National Association",2018-08-14,archive
RHI Magnesita N.V.,0.91,NL0012650360,"Goldman Sachs Group Inc., The",2018-08-14,archive
Pharming Group N.V.,1.08,NL0010391025,Marshall Wace LLP,2018-08-14,archive
PostNL N.V.,2.24,NL0009739416,Marshall Wace LLP,2018-08-14,archive
BE Semiconductor Industries N.V.,4.22,NL0012866412,Scopia Capital Management LP,2018-08-14,archive
BE Semiconductor Industries N.V.,0.96,NL0012866412,"WorldQuant, LLC",2018-08-14,archive
PostNL N.V.,1.37,NL0009739416,"WorldQuant, LLC",2018-08-14,archive
Flow Traders Ltd.,0.98,NL0011279492,Capital Fund Management S.A.,2018-08-13,archive
Signify N.V.,0.46,NL0011821392,Lansdowne Partners (UK) LLP,2018-08-13,archive
Fugro N.V.,2.15,NL0000352565,Marshall Wace LLP,2018-08-13,archive
PostNL N.V.,2.13,NL0009739416,Marshall Wace LLP,2018-08-13,archive
AMG Critical Materials N.V.,0.5,NL0000888691,Millennium Capital Partners LLP,2018-08-13,archive
Fugro N.V.,0.79,NL0000352565,Oxford Asset Management,2018-08-13,archive
BE Semiconductor Industries N.V.,0.87,NL0012866412,"WorldQuant, LLC",2018-08-13,archive
PostNL N.V.,1.26,NL0009739416,"WorldQuant, LLC",2018-08-13,archive
AMG Critical Materials N.V.,0.92,NL0000888691,AHL Partners LLP,2018-08-10,archive
AEGON Ltd.,0.62,NL0000303709,B&G Master Fund Plc,2018-08-10,archive
Koninklijke KPN N.V.,0.51,NL0000009082,BNP Paribas S.A.,2018-08-10,archive
Flow Traders Ltd.,1.0,NL0011279492,Capital Fund Management S.A.,2018-08-10,archive
Fugro N.V.,1.79,NL0000352565,Capital Fund Management S.A.,2018-08-10,archive
PostNL N.V.,1.1,NL0009739416,Capital Fund Management S.A.,2018-08-10,archive
Flow Traders Ltd.,0.39,NL0011279492,Citadel Advisors II LLC,2018-08-10,archive
Wereldhave N.V.,0.54,NL0000289213,"D. E. Shaw & Co., L.P.",2018-08-10,archive
Fugro N.V.,1.31,NL0000352565,HBK Investments LP,2018-08-10,archive
Fugro N.V.,1.9,NL0000352565,Jupiter Investment Management Limited,2018-08-10,archive
PostNL N.V.,1.09,NL0009739416,Jupiter Investment Management Limited,2018-08-10,archive
Wereldhave N.V.,2.48,NL0000289213,Marshall Wace LLP,2018-08-10,archive
Flow Traders Ltd.,0.88,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",2018-08-10,archive
Fugro N.V.,0.61,NL0000352565,RAM Active Investments SA,2018-08-10,archive
Fugro N.V.,0.74,NL0000352565,"WorldQuant, LLC",2018-08-10,archive
Pharming Group N.V.,1.22,NL0010391025,Canada Pension Plan Investment Board,2018-08-09,archive
OCI N.V.,0.69,NL0010558797,Capital Fund Management S.A.,2018-08-09,archive
Koninklijke BAM Groep N.V.,0.8,NL0000337319,Citadel Advisors II LLC,2018-08-09,archive
Wereldhave N.V.,0.7,NL0000289213,Citadel Advisors II LLC,2018-08-09,archive
Fugro N.V.,1.29,NL0000352565,HBK Investments LP,2018-08-09,archive
Fugro N.V.,2.01,NL0000352565,Marshall Wace LLP,2018-08-09,archive
Pharming Group N.V.,1.14,NL0010391025,Marshall Wace LLP,2018-08-09,archive
PostNL N.V.,2.04,NL0009739416,Marshall Wace LLP,2018-08-09,archive
Fugro N.V.,1.1,NL0000352565,Systematica Investments Limited,2018-08-09,archive
Koninklijke BAM Groep N.V.,0.48,NL0000337319,Systematica Investments Limited,2018-08-09,archive
BE Semiconductor Industries N.V.,0.7,NL0012866412,"WorldQuant, LLC",2018-08-09,archive
Fugro N.V.,0.82,NL0000352565,"WorldQuant, LLC",2018-08-09,archive
Pharming Group N.V.,1.58,NL0010391025,"WorldQuant, LLC",2018-08-09,archive
PostNL N.V.,1.11,NL0009739416,"WorldQuant, LLC",2018-08-09,archive
Fugro N.V.,1.29,NL0000352565,AHL Partners LLP,2018-08-08,archive
PostNL N.V.,1.03,NL0009739416,AHL Partners LLP,2018-08-08,archive
Koninklijke Vopak N.V.,1.99,NL0009432491,"AQR Capital Management, LLC",2018-08-08,archive
Pharming Group N.V.,1.17,NL0010391025,Canada Pension Plan Investment Board,2018-08-08,archive
Flow Traders Ltd.,0.52,NL0011279492,Citadel Advisors II LLC,2018-08-08,archive
Wereldhave N.V.,0.69,NL0000289213,Citadel Advisors II LLC,2018-08-08,archive
RHI Magnesita N.V.,0.89,NL0012650360,"Goldman Sachs Group Inc., The",2018-08-08,archive
Fugro N.V.,1.81,NL0000352565,Jupiter Investment Management Limited,2018-08-08,archive
Fugro N.V.,1.91,NL0000352565,Marshall Wace LLP,2018-08-08,archive
Koninklijke BAM Groep N.V.,1.27,NL0000337319,Marshall Wace LLP,2018-08-08,archive
PostNL N.V.,1.97,NL0009739416,Marshall Wace LLP,2018-08-08,archive
AMG Critical Materials N.V.,0.65,NL0000888691,Millennium International Management LP,2018-08-08,archive
Fugro N.V.,0.87,NL0000352565,Oxford Asset Management,2018-08-08,archive
Fugro N.V.,0.95,NL0000352565,"WorldQuant, LLC",2018-08-08,archive
PostNL N.V.,0.98,NL0009739416,"WorldQuant, LLC",2018-08-08,archive
PostNL N.V.,0.97,NL0009739416,AHL Partners LLP,2018-08-07,archive
Koninklijke KPN N.V.,1.4,NL0000009082,"AQR Capital Management, LLC",2018-08-07,archive
Wereldhave N.V.,0.7,NL0000289213,"BlackRock Institutional Trust Company, National Association",2018-08-07,archive
Pharming Group N.V.,0.97,NL0010391025,Canada Pension Plan Investment Board,2018-08-07,archive
Flow Traders Ltd.,0.91,NL0011279492,Capital Fund Management S.A.,2018-08-07,archive
Fugro N.V.,1.88,NL0000352565,Capital Fund Management S.A.,2018-08-07,archive
Koninklijke BAM Groep N.V.,0.79,NL0000337319,Citadel Advisors II LLC,2018-08-07,archive
Wereldhave N.V.,0.48,NL0000289213,"D. E. Shaw & Co., L.P.",2018-08-07,archive
Koninklijke BAM Groep N.V.,0.6,NL0000337319,Gladstone Capital Management LLP,2018-08-07,archive
Fugro N.V.,1.74,NL0000352565,Marshall Wace LLP,2018-08-07,archive
Koninklijke Ahold Delhaize N.V.,1.03,NL0011794037,Marshall Wace LLP,2018-08-07,archive
PostNL N.V.,1.79,NL0009739416,Marshall Wace LLP,2018-08-07,archive
TomTom N.V.,1.01,NL0000387058,Marshall Wace LLP,2018-08-07,archive
Fugro N.V.,1.1,NL0000352565,"WorldQuant, LLC",2018-08-07,archive
Pharming Group N.V.,1.79,NL0010391025,"WorldQuant, LLC",2018-08-07,archive
PostNL N.V.,0.8,NL0009739416,"WorldQuant, LLC",2018-08-07,archive
Pharming Group N.V.,0.65,NL0010391025,Canada Pension Plan Investment Board,2018-08-06,archive
Koninklijke BAM Groep N.V.,0.56,NL0000337319,Gladstone Capital Management LLP,2018-08-06,archive
ARCADIS N.V.,0.79,NL0006237562,GSA Capital Partners LLP,2018-08-06,archive
Fugro N.V.,1.72,NL0000352565,Jupiter Investment Management Limited,2018-08-06,archive
PostNL N.V.,1.18,NL0009739416,Jupiter Investment Management Limited,2018-08-06,archive
Fugro N.V.,1.64,NL0000352565,Marshall Wace LLP,2018-08-06,archive
PostNL N.V.,1.64,NL0009739416,Marshall Wace LLP,2018-08-06,archive
Wereldhave N.V.,2.5,NL0000289213,Marshall Wace LLP,2018-08-06,archive
AMG Critical Materials N.V.,0.74,NL0000888691,Millennium International Management LP,2018-08-06,archive
Wereldhave N.V.,1.1,NL0000289213,Millennium International Management LP,2018-08-06,archive
Fugro N.V.,1.26,NL0000352565,Sculptor Capital Management Europe Limited,2018-08-06,archive
Koninklijke BAM Groep N.V.,0.5,NL0000337319,Systematica Investments Limited,2018-08-06,archive
BE Semiconductor Industries N.V.,0.62,NL0012866412,"WorldQuant, LLC",2018-08-06,archive
Fugro N.V.,1.33,NL0000352565,AHL Partners LLP,2018-08-03,archive
PostNL N.V.,0.83,NL0009739416,AHL Partners LLP,2018-08-03,archive
AEGON Ltd.,0.58,NL0000303709,B&G Master Fund Plc,2018-08-03,archive
Fugro N.V.,0.73,NL0000352565,BlueCrest Capital Management Limited,2018-08-03,archive
Fugro N.V.,1.32,NL0000352565,HBK Investments LP,2018-08-03,archive
Wereldhave N.V.,0.6,NL0000289213,"Lucerne Capital Management, L.P.",2018-08-03,archive
Fugro N.V.,1.47,NL0000352565,Marshall Wace LLP,2018-08-03,archive
Wereldhave N.V.,2.49,NL0000289213,Marshall Wace LLP,2018-08-03,archive
AMG Critical Materials N.V.,0.46,NL0000888691,Millennium Capital Partners LLP,2018-08-03,archive
AMG Critical Materials N.V.,0.81,NL0000888691,Millennium International Management LP,2018-08-03,archive
Wereldhave N.V.,1.09,NL0000289213,Millennium International Management LP,2018-08-03,archive
ASM International N.V.,0.49,NL0000334118,Renaissance Technologies LLC,2018-08-03,archive
AMG Critical Materials N.V.,0.5,NL0000888691,TT International,2018-08-03,archive
AEGON Ltd.,0.51,NL0000303709,Viking Global Investors LP,2018-08-03,archive
ASM International N.V.,0.49,NL0000334118,"WorldQuant, LLC",2018-08-03,archive
Wereldhave N.V.,0.89,NL0000289213,"WorldQuant, LLC",2018-08-03,archive
Fugro N.V.,1.26,NL0000352565,AHL Partners LLP,2018-08-02,archive
SBM Offshore N.V.,2.42,NL0000360618,"AQR Capital Management, LLC",2018-08-02,archive
Aperam S.A.,0.8,LU0569974404,"Arrowstreet Capital, Limited Partnership",2018-08-02,archive
AEGON Ltd.,0.6,NL0000303709,B&G Master Fund Plc,2018-08-02,archive
Wereldhave N.V.,0.7,NL0000289213,GSA Capital Partners LLP,2018-08-02,archive
Koninklijke BAM Groep N.V.,1.39,NL0000337319,Marshall Wace LLP,2018-08-02,archive
Pharming Group N.V.,0.8,NL0010391025,Marshall Wace LLP,2018-08-02,archive
AMG Critical Materials N.V.,0.55,NL0000888691,Millennium Capital Partners LLP,2018-08-02,archive
AMG Critical Materials N.V.,0.91,NL0000888691,Millennium International Management LP,2018-08-02,archive
ASM International N.V.,0.54,NL0000334118,Renaissance Technologies LLC,2018-08-02,archive
Fugro N.V.,1.26,NL0000352565,"WorldQuant, LLC",2018-08-02,archive
PostNL N.V.,0.78,NL0009739416,"WorldQuant, LLC",2018-08-02,archive
AMG Critical Materials N.V.,0.8,NL0000888691,AHL Partners LLP,2018-08-01,archive
Fugro N.V.,1.18,NL0000352565,AHL Partners LLP,2018-08-01,archive
ARCADIS N.V.,1.38,NL0006237562,BlackRock Investment Management (UK) Limited,2018-08-01,archive
ARCADIS N.V.,0.81,NL0006237562,GSA Capital Partners LLP,2018-08-01,archive
ARCADIS N.V.,0.9,NL0006237562,Marshall Wace Asia Limited,2018-08-01,archive
Fugro N.V.,1.31,NL0000352565,Marshall Wace LLP,2018-08-01,archive
PostNL N.V.,1.34,NL0009739416,Marshall Wace LLP,2018-08-01,archive
ARCADIS N.V.,1.42,NL0006237562,Sculptor Capital Management Europe Limited,2018-08-01,archive
Fugro N.V.,1.3,NL0000352565,Sculptor Capital Management Europe Limited,2018-08-01,archive
Fugro N.V.,1.3,NL0000352565,"WorldQuant, LLC",2018-08-01,archive
Pharming Group N.V.,1.85,NL0010391025,"WorldQuant, LLC",2018-08-01,archive
Wereldhave N.V.,0.49,NL0000289213,"Clinton Group, Inc",2018-07-31,archive
Fugro N.V.,1.47,NL0000352565,Marshall Wace LLP,2018-07-31,archive
Pharming Group N.V.,0.73,NL0010391025,Marshall Wace LLP,2018-07-31,archive
TomTom N.V.,0.92,NL0000387058,Marshall Wace LLP,2018-07-31,archive
Fugro N.V.,1.27,NL0000352565,"WorldQuant, LLC",2018-07-31,archive
Pharming Group N.V.,1.78,NL0010391025,"WorldQuant, LLC",2018-07-31,archive
PostNL N.V.,0.72,NL0009739416,AHL Partners LLP,2018-07-30,archive
Koninklijke KPN N.V.,1.3,NL0000009082,"AQR Capital Management, LLC",2018-07-30,archive
Flow Traders Ltd.,0.82,NL0011279492,Capital Fund Management S.A.,2018-07-30,archive
Wereldhave N.V.,0.78,NL0000289213,Citadel Advisors II LLC,2018-07-30,archive
Wereldhave N.V.,0.6,NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",2018-07-30,archive
Pharming Group N.V.,0.52,NL0010391025,Marshall Wace LLP,2018-07-30,archive
Fugro N.V.,0.99,NL0000352565,Oxford Asset Management,2018-07-30,archive
Fugro N.V.,0.5,NL0000352565,RAM Active Investments SA,2018-07-30,archive
BE Semiconductor Industries N.V.,0.56,NL0012866412,"WorldQuant, LLC",2018-07-30,archive
Galapagos NV,0.47,BE0003818359,"WorldQuant, LLC",2018-07-30,archive
Pharming Group N.V.,1.59,NL0010391025,"WorldQuant, LLC",2018-07-30,archive
Wereldhave N.V.,0.98,NL0000289213,"WorldQuant, LLC",2018-07-30,archive
Fugro N.V.,1.03,NL0000352565,AHL Partners LLP,2018-07-27,archive
Signify N.V.,0.86,NL0011821392,BlackRock Investment Management (UK) Limited,2018-07-27,archive
Fugro N.V.,1.97,NL0000352565,Capital Fund Management S.A.,2018-07-27,archive
PostNL N.V.,1.09,NL0009739416,Capital Fund Management S.A.,2018-07-27,archive
Koninklijke BAM Groep N.V.,0.89,NL0000337319,Citadel Advisors II LLC,2018-07-27,archive
Wereldhave N.V.,0.51,NL0000289213,"D. E. Shaw & Co., L.P.",2018-07-27,archive
Fugro N.V.,1.28,NL0000352565,HBK Investments LP,2018-07-27,archive
Signify N.V.,0.55,NL0011821392,Lansdowne Partners (UK) LLP,2018-07-27,archive
Fugro N.V.,1.56,NL0000352565,Marshall Wace LLP,2018-07-27,archive
AMG Critical Materials N.V.,1.02,NL0000888691,Millennium International Management LP,2018-07-27,archive
Flow Traders Ltd.,0.72,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",2018-07-27,archive
BE Semiconductor Industries N.V.,4.18,NL0012866412,Scopia Capital Management LP,2018-07-27,archive
Fugro N.V.,1.38,NL0000352565,"WorldQuant, LLC",2018-07-27,archive
AMG Critical Materials N.V.,0.71,NL0000888691,AHL Partners LLP,2018-07-26,archive
Wereldhave N.V.,0.62,NL0000289213,"BlackRock Institutional Trust Company, National Association",2018-07-26,archive
Fugro N.V.,2.0,NL0000352565,Capital Fund Management S.A.,2018-07-26,archive
Wereldhave N.V.,0.5,NL0000289213,"Clinton Group, Inc",2018-07-26,archive
Pharming Group N.V.,0.82,NL0010391025,"Great Point Partners, LLC",2018-07-26,archive
Fugro N.V.,1.6,NL0000352565,Jupiter Investment Management Limited,2018-07-26,archive
ARCADIS N.V.,2.52,NL0006237562,Lansdowne Partners (UK) LLP,2018-07-26,archive
Fugro N.V.,1.62,NL0000352565,Marshall Wace LLP,2018-07-26,archive
Galapagos NV,0.52,BE0003818359,Marshall Wace LLP,2018-07-26,archive
Wereldhave N.V.,2.58,NL0000289213,Marshall Wace LLP,2018-07-26,archive
BE Semiconductor Industries N.V.,4.02,NL0012866412,Scopia Capital Management LP,2018-07-26,archive
ARCADIS N.V.,1.3,NL0006237562,Sculptor Capital Management Europe Limited,2018-07-26,archive
ARCADIS N.V.,0.51,NL0006237562,TT International,2018-07-26,archive
Signify N.V.,2.01,NL0011821392,Tybourne Capital Management (HK) Limited,2018-07-26,archive
ASM International N.V.,0.54,NL0000334118,"WorldQuant, LLC",2018-07-26,archive
Pharming Group N.V.,1.36,NL0010391025,"WorldQuant, LLC",2018-07-26,archive
PostNL N.V.,0.88,NL0009739416,"WorldQuant, LLC",2018-07-26,archive
SBM Offshore N.V.,2.3,NL0000360618,"AQR Capital Management, LLC",2018-07-25,archive
Wereldhave N.V.,0.49,NL0000289213,"Clinton Group, Inc",2018-07-25,archive
Wereldhave N.V.,0.41,NL0000289213,"D. E. Shaw & Co., L.P.",2018-07-25,archive
ARCADIS N.V.,0.72,NL0006237562,GSA Capital Partners LLP,2018-07-25,archive
Wereldhave N.V.,0.67,NL0000289213,GSA Capital Partners LLP,2018-07-25,archive
AMG Critical Materials N.V.,0.97,NL0000888691,Millennium International Management LP,2018-07-25,archive
BE Semiconductor Industries N.V.,3.68,NL0012866412,Scopia Capital Management LP,2018-07-25,archive
Fugro N.V.,1.01,NL0000352565,Systematica Investments Limited,2018-07-25,archive
Pharming Group N.V.,1.53,NL0010391025,"WorldQuant, LLC",2018-07-25,archive
Wereldhave N.V.,1.01,NL0000289213,"WorldQuant, LLC",2018-07-25,archive
Signify N.V.,0.79,NL0011821392,BlackRock Investment Management (UK) Limited,2018-07-24,archive
Fugro N.V.,0.69,NL0000352565,BlueCrest Capital Management Limited,2018-07-24,archive
OCI N.V.,0.79,NL0010558797,Capital Fund Management S.A.,2018-07-24,archive
Wereldhave N.V.,0.5,NL0000289213,"D. E. Shaw & Co., L.P.",2018-07-24,archive
Pharming Group N.V.,0.62,NL0010391025,"Great Point Partners, LLC",2018-07-24,archive
ARCADIS N.V.,0.68,NL0006237562,GSA Capital Partners LLP,2018-07-24,archive
Wereldhave N.V.,0.73,NL0000289213,GSA Capital Partners LLP,2018-07-24,archive
ARCADIS N.V.,2.8,NL0006237562,Marshall Wace LLP,2018-07-24,archive
Fugro N.V.,1.51,NL0000352565,Marshall Wace LLP,2018-07-24,archive
TomTom N.V.,0.8,NL0000387058,Marshall Wace LLP,2018-07-24,archive
Wereldhave N.V.,2.6,NL0000289213,Marshall Wace LLP,2018-07-24,archive
Signify N.V.,1.91,NL0011821392,Tybourne Capital Management (HK) Limited,2018-07-24,archive
