position_date,isin,issuer_name,position_holder,net_short_position,source
2017-03-23,BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.58,archive
2017-03-22,NL0000009132,Akzo Nobel N.V.,Citadel Europe LLP,0.59,archive
2017-03-22,NL0006237562,ARCADIS N.V.,"WorldQuant, LLC",0.71,archive
2017-03-22,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",0.68,archive
2017-03-21,NL0000337319,Koninklijke BAM Groep N.V.,AHL Partners LLP,0.5,archive
2017-03-21,NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.6,archive
2017-03-21,NL0006237562,ARCADIS N.V.,CapeView Capital LLP,0.49,archive
2017-03-20,NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.59,archive
2017-03-20,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.29,archive
2017-03-20,BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.58,archive
2017-03-20,NL0000387058,TomTom N.V.,Systematica Investments Limited,0.59,archive
2017-03-17,NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.6,archive
2017-03-17,NL0000289213,Wereldhave N.V.,Millennium International Management LP,1.08,archive
2017-03-17,BE0003818359,Lakefront Biotherapeutics NV,"WorldQuant, LLC",0.5,archive
2017-03-16,LU0569974404,Aperam S.A.,BNP Paribas S.A.,0.7,archive
2017-03-16,NL0000387058,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,1.2,archive
2017-03-16,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.78,archive
2017-03-16,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.38,archive
2017-03-15,NL0000387058,TomTom N.V.,Systematica Investments Limited,0.6,archive
2017-03-15,NL0006237562,ARCADIS N.V.,"WorldQuant, LLC",0.62,archive
2017-03-14,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.85,archive
2017-03-14,NL0000387058,TomTom N.V.,"PDT Partners, LLC",0.47,archive
2017-03-14,BE0003818359,Lakefront Biotherapeutics NV,"WorldQuant, LLC",0.49,archive
2017-03-14,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",0.78,archive
2017-03-13,NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.77,archive
2017-03-13,NL0009739416,PostNL N.V.,Marshall Wace LLP,0.49,archive
2017-03-10,NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.85,archive
2017-03-10,NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.79,archive
2017-03-09,NL0006237562,ARCADIS N.V.,Dalton Strategic Partnership LLP,0.62,archive
2017-03-09,NL0000387058,TomTom N.V.,Systematica Investments Limited,0.58,archive
2017-03-09,BE0003818359,Lakefront Biotherapeutics NV,"WorldQuant, LLC",0.51,archive
2017-03-08,LU0569974404,Aperam S.A.,BNP Paribas S.A.,0.69,archive
2017-03-08,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.9,archive
2017-03-08,NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,0.48,archive
2017-03-08,NL0000387058,TomTom N.V.,Systematica Investments Limited,0.61,archive
2017-03-07,NL0000009082,Koninklijke KPN N.V.,"AQR Capital Management, LLC",0.89,archive
2017-03-07,NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.59,archive
2017-03-07,NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.49,archive
2017-03-07,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.88,archive
2017-03-07,NL0009739416,PostNL N.V.,Marshall Wace LLP,0.56,archive
2017-03-07,NL0000289213,Wereldhave N.V.,Millennium International Management LP,1.31,archive
2017-03-07,BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.69,archive
2017-03-07,NL0006237562,ARCADIS N.V.,"WorldQuant, LLC",0.51,archive
2017-03-06,NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.53,archive
2017-03-06,NL0006237562,ARCADIS N.V.,Dalton Strategic Partnership LLP,0.52,archive
2017-03-03,NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.63,archive
2017-03-03,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.97,archive
2017-03-03,NL0009739416,PostNL N.V.,Marshall Wace LLP,0.67,archive
2017-03-02,NL0000337319,Koninklijke BAM Groep N.V.,Canada Pension Plan Investment Board,0.61,archive
2017-03-02,NL0000009132,Akzo Nobel N.V.,Citadel Europe LLP,0.8,archive
2017-03-02,NL0000009082,Koninklijke KPN N.V.,Jupiter Investment Management Limited,0.5,archive
2017-03-02,NL0010776944,Brunel International N.V.,Macquarie Funds Management Hong Kong Limited,0.49,archive
2017-03-02,NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.8,archive
2017-03-02,NL0009739416,PostNL N.V.,Marshall Wace LLP,0.76,archive
2017-03-02,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.41,archive
2017-03-02,BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.61,archive
2017-03-01,NL0000292324,NSI N.V.,BlackRock Investment Management (UK) Limited,0.59,archive
2017-03-01,NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.94,archive
2017-03-01,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.09,archive
2017-03-01,NL0009739416,PostNL N.V.,Marshall Wace LLP,0.85,archive
2017-03-01,NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,0.5,archive
2017-03-01,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.39,archive
2017-03-01,NL0000387058,TomTom N.V.,Systematica Investments Limited,0.52,archive
2017-03-01,NL0000352565,Fugro N.V.,UBS Asset Management (UK) Ltd.,0.28,archive
2017-02-28,NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.79,archive
2017-02-28,NL0009739416,PostNL N.V.,Marshall Wace LLP,0.97,archive
2017-02-28,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",0.88,archive
2017-02-27,NL0010776944,Brunel International N.V.,JPMorgan Asset Management (UK) Ltd.,0.48,archive
2017-02-27,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.92,archive
2017-02-27,NL0009739416,PostNL N.V.,Marshall Wace LLP,1.03,archive
2017-02-27,NL0000352565,Fugro N.V.,UBS Asset Management (UK) Ltd.,0.55,archive
2017-02-24,LU0323134006,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.84,archive
2017-02-24,NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.86,archive
2017-02-24,NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,1.02,archive
2017-02-24,NL0006237562,ARCADIS N.V.,Lansdowne Partners (UK) LLP,1.0,archive
2017-02-24,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.85,archive
2017-02-24,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",0.95,archive
2017-02-23,BE0003818359,Lakefront Biotherapeutics NV,AHL Partners LLP,0.42,archive
2017-02-23,NL0000360618,SBM Offshore N.V.,Capital Fund Management S.A.,0.48,archive
2017-02-23,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.74,archive
2017-02-23,NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,0.48,archive
2017-02-22,LU0569974404,Aperam S.A.,BNP Paribas S.A.,0.7,archive
2017-02-22,NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.7,archive
2017-02-22,NL0009739416,PostNL N.V.,Marshall Wace LLP,0.98,archive
2017-02-22,NL0000360618,SBM Offshore N.V.,Marshall Wace LLP,0.5,archive
2017-02-22,BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.7,archive
2017-02-21,NL0006237562,ARCADIS N.V.,CapeView Capital LLP,0.57,archive
2017-02-21,NL0009432491,Koninklijke Vopak N.V.,CapeView Capital LLP,0.49,archive
2017-02-21,NL0009269109,Koninklijke Heijmans N.V.,GSA Capital Partners LLP,0.69,archive
2017-02-21,NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.69,archive
2017-02-21,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.6,archive
2017-02-21,NL0006237562,ARCADIS N.V.,TT International,0.0,archive
2017-02-21,NL0000352565,Fugro N.V.,UBS Asset Management (UK) Ltd.,0.63,archive
2017-02-20,NL0009432491,Koninklijke Vopak N.V.,CapeView Capital LLP,0.5,archive
2017-02-20,NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.7,archive
2017-02-17,BE0003818359,Lakefront Biotherapeutics NV,AHL Partners LLP,0.52,archive
2017-02-17,NL0010558797,OCI N.V.,"AQR Capital Management, LLC",0.59,archive
2017-02-17,NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.68,archive
2017-02-17,NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.99,archive
2017-02-17,NL0010776944,Brunel International N.V.,Macquarie Funds Management Hong Kong Limited,0.59,archive
2017-02-17,NL0009269109,Koninklijke Heijmans N.V.,Susquehanna International Securities Limited,0.0,archive
2017-02-17,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",1.09,archive
2017-02-16,LU0323134006,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.89,archive
2017-02-16,NL0009269109,Koninklijke Heijmans N.V.,GSA Capital Partners LLP,0.77,archive
2017-02-16,NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,1.16,archive
2017-02-16,NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.65,archive
2017-02-16,NL0000289213,Wereldhave N.V.,Millennium International Management LP,1.2,archive
2017-02-16,NL0009269109,Koninklijke Heijmans N.V.,Susquehanna International Securities Limited,0.59,archive
2017-02-16,NL0000352565,Fugro N.V.,UBS Asset Management (UK) Ltd.,0.7,archive
2017-02-16,NL0000387058,TomTom N.V.,"WorldQuant, LLC",0.4,archive
2017-02-15,LU0569974404,Aperam S.A.,"Angelo, Gordon & Co. L.P.",1.64,archive
2017-02-15,LU0569974404,Aperam S.A.,BNP Paribas S.A.,0.63,archive
2017-02-15,BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.61,archive
2017-02-15,NL0000387058,TomTom N.V.,"WorldQuant, LLC",0.54,archive
2017-02-14,NL0000387058,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,1.11,archive
2017-02-14,NL0009739416,PostNL N.V.,Marshall Wace LLP,1.08,archive
2017-02-13,BE0003818359,Lakefront Biotherapeutics NV,AHL Partners LLP,0.62,archive
2017-02-13,NL0000303709,AEGON Ltd.,"AQR Capital Management, LLC",0.48,archive
2017-02-13,LU0569974404,Aperam S.A.,BNP Paribas S.A.,0.72,archive
2017-02-13,NL0000289213,Wereldhave N.V.,Millennium International Management LP,1.1,archive
2017-02-13,NL0000387058,TomTom N.V.,"PDT Partners, LLC",0.58,archive
2017-02-13,NL0000352565,Fugro N.V.,UBS Asset Management (UK) Ltd.,0.87,archive
2017-02-13,NL0000387058,TomTom N.V.,"WorldQuant, LLC",0.61,archive
2017-02-10,NL0000337319,Koninklijke BAM Groep N.V.,Canada Pension Plan Investment Board,0.57,archive
2017-02-10,NL0000360618,SBM Offshore N.V.,Capital Fund Management S.A.,0.59,archive
2017-02-10,NL0000337319,Koninklijke BAM Groep N.V.,"Davidson Kempner European Partners, LLP",0.7,archive
2017-02-10,NL0009269109,Koninklijke Heijmans N.V.,GSA Capital Partners LLP,0.88,archive
2017-02-10,BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.59,archive
2017-02-10,NL0000387058,TomTom N.V.,"WorldQuant, LLC",0.59,archive
2017-02-09,LU0323134006,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.83,archive
2017-02-09,NL0000009082,Koninklijke KPN N.V.,"AQR Capital Management, LLC",0.9,archive
2017-02-09,NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.71,archive
2017-02-09,NL0000009132,Akzo Nobel N.V.,Citadel Europe LLP,0.71,archive
2017-02-09,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.48,archive
2017-02-09,NL0000387058,TomTom N.V.,"PDT Partners, LLC",0.68,archive
2017-02-08,NL0000289213,Wereldhave N.V.,"BlackRock Institutional Trust Company, National Association",0.48,archive
2017-02-08,NL0010776944,Brunel International N.V.,BlackRock Investment Management (UK) Limited,0.5,archive
2017-02-08,NL0000009132,Akzo Nobel N.V.,Citadel Europe LLP,0.69,archive
2017-02-08,NL0000387058,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,0.77,archive
2017-02-08,NL0000387058,TomTom N.V.,"PDT Partners, LLC",0.73,archive
2017-02-08,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",1.18,archive
2017-02-07,BE0003818359,Lakefront Biotherapeutics NV,AHL Partners LLP,0.65,archive
2017-02-07,LU0323134006,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.88,archive
2017-02-07,NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.5,archive
2017-02-07,NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,1.08,archive
2017-02-07,NL0010776944,Brunel International N.V.,Macquarie Funds Management Hong Kong Limited,0.61,archive
2017-02-07,NL0000360618,SBM Offshore N.V.,Oxford Asset Management,0.59,archive
2017-02-06,NL0009739416,PostNL N.V.,Marshall Wace LLP,1.14,archive
2017-02-06,BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.5,archive
2017-02-06,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",1.2,archive
2017-02-03,NL0000289213,Wereldhave N.V.,Millennium International Management LP,1.03,archive
2017-02-03,NL0000360618,SBM Offshore N.V.,Oxford Asset Management,0.6,archive
2017-02-02,LU0569974404,Aperam S.A.,"Angelo, Gordon & Co. L.P.",1.5,archive
2017-02-02,NL0010558797,OCI N.V.,"AQR Capital Management, LLC",0.6,archive
2017-02-02,NL0000360618,SBM Offshore N.V.,"AQR Capital Management, LLC",2.61,archive
2017-02-02,NL0000289213,Wereldhave N.V.,Capital Fund Management S.A.,0.7,archive
2017-02-01,BE0003818359,Lakefront Biotherapeutics NV,AHL Partners LLP,0.55,archive
2017-02-01,NL0000009132,Akzo Nobel N.V.,Citadel Europe LLP,0.7,archive
2017-02-01,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.52,archive
2017-02-01,BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.6,archive
2017-01-31,NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.49,archive
2017-01-31,NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,1.19,archive
2017-01-31,NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.92,archive
2017-01-31,BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.59,archive
2017-01-31,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",1.18,archive
2017-01-30,NL0009432491,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.5,archive
2017-01-30,NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,1.25,archive
2017-01-30,BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.6,archive
2017-01-27,NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,1.3,archive
2017-01-27,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.41,archive
2017-01-27,BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.59,archive
2017-01-27,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",1.25,archive
2017-01-26,NL0000352565,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,1.0,archive
2017-01-26,BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.6,archive
2017-01-25,NL0010558797,OCI N.V.,"AQR Capital Management, LLC",0.59,archive
2017-01-25,NL0000289213,Wereldhave N.V.,"BlackRock Institutional Trust Company, National Association",0.59,archive
2017-01-25,NL0009269109,Koninklijke Heijmans N.V.,GSA Capital Partners LLP,0.9,archive
2017-01-25,NL0009739416,PostNL N.V.,Marshall Wace LLP,1.21,archive
2017-01-25,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.34,archive
2017-01-24,NL0011279492,Flow Traders Ltd.,GSA Capital Partners LLP,0.49,archive
2017-01-24,NL0000387058,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,0.86,archive
2017-01-24,NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.93,archive
2017-01-24,NL0006237562,ARCADIS N.V.,Lansdowne Partners (UK) LLP,0.9,archive
2017-01-24,NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.81,archive
2017-01-23,NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.71,archive
2017-01-20,NL0000009132,Akzo Nobel N.V.,Citadel Europe LLP,0.63,archive
2017-01-19,NL0010776944,Brunel International N.V.,Macquarie Funds Management Hong Kong Limited,0.5,archive
2017-01-19,NL0009739416,PostNL N.V.,Marshall Wace LLP,1.19,archive
2017-01-19,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.21,archive
2017-01-19,NL0000360618,SBM Offshore N.V.,Oxford Asset Management,0.59,archive
2017-01-19,NL0009269109,Koninklijke Heijmans N.V.,Susquehanna International Securities Limited,0.36,archive
2017-01-18,NL0000352565,Fugro N.V.,BNP Paribas S.A.,0.42,archive
2017-01-18,NL0009739416,PostNL N.V.,Marshall Wace LLP,1.29,archive
2017-01-18,NL0009269109,Koninklijke Heijmans N.V.,Susquehanna International Securities Limited,0.57,archive
2017-01-17,NL0000352565,Fugro N.V.,BNP Paribas S.A.,0.53,archive
2017-01-17,NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.83,archive
2017-01-17,NL0009269109,Koninklijke Heijmans N.V.,Susquehanna International Securities Limited,0.6,archive
2017-01-16,NL0000009132,Akzo Nobel N.V.,Citadel Europe LLP,0.51,archive
2017-01-16,NL0000387058,TomTom N.V.,Oxford Asset Management,0.71,archive
2017-01-16,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",1.32,archive
2017-01-13,NL0000352565,Fugro N.V.,"AQR Capital Management, LLC",0.48,archive
2017-01-13,NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,1.23,archive
2017-01-13,NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.49,archive
2017-01-13,NL0000352565,Fugro N.V.,HBK Investments LP,1.04,archive
2017-01-13,NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.59,archive
2017-01-13,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.1,archive
2017-01-13,BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.48,archive
2017-01-13,BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.59,archive
2017-01-13,NL0009269109,Koninklijke Heijmans N.V.,Susquehanna International Securities Limited,0.54,archive
2017-01-13,NL0006237562,ARCADIS N.V.,TT International,0.74,archive
2017-01-13,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",1.27,archive
2017-01-12,LU0569974404,Aperam S.A.,"Angelo, Gordon & Co. L.P.",1.48,archive
2017-01-12,NL0000303709,AEGON Ltd.,"AQR Capital Management, LLC",0.59,archive
2017-01-12,LU0569974404,Aperam S.A.,BNP Paribas S.A.,0.69,archive
2017-01-12,NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.54,archive
2017-01-12,LU0569974404,Aperam S.A.,CQS (UK) LLP,2.84,archive
2017-01-12,NL0011279492,Flow Traders Ltd.,GSA Capital Partners LLP,0.5,archive
2017-01-12,NL0006237562,ARCADIS N.V.,Lansdowne Partners (UK) LLP,0.8,archive
2017-01-12,NL0010776944,Brunel International N.V.,Macquarie Funds Management Hong Kong Limited,0.49,archive
2017-01-12,NL0009739416,PostNL N.V.,Marshall Wace LLP,1.39,archive
2017-01-12,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,1.02,archive
2017-01-12,NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.62,archive
2017-01-12,NL0009269109,Koninklijke Heijmans N.V.,Susquehanna International Securities Limited,0.62,archive
2017-01-11,LU0569974404,Aperam S.A.,"Angelo, Gordon & Co. L.P.",1.76,archive
2017-01-11,NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,1.11,archive
2017-01-11,LU0569974404,Aperam S.A.,CQS (UK) LLP,2.76,archive
2017-01-11,BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.5,archive
2017-01-10,NL0000360618,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.49,archive
2017-01-10,NL0000289213,Wereldhave N.V.,"BlackRock Institutional Trust Company, National Association",0.68,archive
2017-01-10,NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.68,archive
2017-01-10,NL0010776944,Brunel International N.V.,Macquarie Funds Management Hong Kong Limited,0.5,archive
2017-01-10,NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.68,archive
2017-01-10,NL0009269109,Koninklijke Heijmans N.V.,Susquehanna International Securities Limited,0.59,archive
2017-01-10,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",1.12,archive
2017-01-09,NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.7,archive
2017-01-09,NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.74,archive
2017-01-06,NL0009739416,PostNL N.V.,Marshall Wace LLP,1.49,archive
2017-01-06,NL0006237562,ARCADIS N.V.,TT International,0.59,archive
2017-01-05,NL0000337319,Koninklijke BAM Groep N.V.,"Algert Global, LLC",0.49,archive
2017-01-05,NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,1.01,archive
2017-01-05,NL0000360618,SBM Offshore N.V.,Capital Fund Management S.A.,0.69,archive
2017-01-05,NL0009269109,Koninklijke Heijmans N.V.,GSA Capital Partners LLP,0.8,archive
2017-01-05,NL0009739416,PostNL N.V.,Marshall Wace LLP,1.61,archive
2017-01-05,BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.48,archive
2017-01-04,NL0009269109,Koninklijke Heijmans N.V.,GSA Capital Partners LLP,0.79,archive
2017-01-04,NL0006237562,ARCADIS N.V.,Lansdowne Partners (UK) LLP,0.71,archive
2017-01-04,NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.88,archive
2017-01-04,NL0009739416,PostNL N.V.,Marshall Wace LLP,1.72,archive
2017-01-04,NL0009269109,Koninklijke Heijmans N.V.,Susquehanna International Securities Limited,0.64,archive
2017-01-03,NL0000352565,Fugro N.V.,BNP Paribas S.A.,0.46,archive
2017-01-03,NL0006237562,ARCADIS N.V.,Lansdowne Partners (UK) LLP,0.63,archive
2017-01-03,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.5,archive
2017-01-03,NL0009739416,PostNL N.V.,Marshall Wace LLP,1.82,archive
2017-01-03,NL0009269109,Koninklijke Heijmans N.V.,Susquehanna International Securities Limited,0.55,archive
2017-01-02,NL0006237562,ARCADIS N.V.,Kuvari Partners LLP,0.63,archive
2017-01-02,NL0006237562,ARCADIS N.V.,Lansdowne Partners (UK) LLP,0.57,archive
2017-01-02,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.49,archive
2017-01-02,NL0006237562,ARCADIS N.V.,TT International,0.42,archive
2016-12-30,NL0009269109,Koninklijke Heijmans N.V.,GSA Capital Partners LLP,0.8,archive
2016-12-30,NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.99,archive
2016-12-29,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",1.09,archive
2016-12-28,NL0006237562,ARCADIS N.V.,Marshall Wace LLP,1.0,archive
2016-12-28,NL0000337319,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.5,archive
2016-12-28,NL0000387058,TomTom N.V.,Marshall Wace LLP,0.45,archive
2016-12-27,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,0.9,archive
2016-12-27,BE0003818359,Lakefront Biotherapeutics NV,Oxford Asset Management,0.6,archive
2016-12-22,NL0000289213,Wereldhave N.V.,Capital Fund Management S.A.,0.69,archive
2016-12-22,NL0009432491,Koninklijke Vopak N.V.,Marshall Wace LLP,0.49,archive
2016-12-22,NL0009739416,PostNL N.V.,Marshall Wace LLP,1.9,archive
2016-12-22,NL0000387058,TomTom N.V.,Marshall Wace LLP,0.52,archive
2016-12-22,NL0000352565,Fugro N.V.,UBS Asset Management (UK) Ltd.,0.98,archive
2016-12-21,NL0011279492,Flow Traders Ltd.,GSA Capital Partners LLP,0.49,archive
2016-12-20,LU0323134006,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.84,archive
2016-12-20,NL0000352565,Fugro N.V.,"AQR Capital Management, LLC",0.54,archive
2016-12-20,NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.9,archive
2016-12-20,NL0000352565,Fugro N.V.,BNP Paribas S.A.,0.5,archive
2016-12-20,NL0009269109,Koninklijke Heijmans N.V.,GSA Capital Partners LLP,0.78,archive
2016-12-20,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,0.81,archive
2016-12-20,BE0003818359,Lakefront Biotherapeutics NV,Millennium International Management LP,0.51,archive
2016-12-19,NL0009269109,Koninklijke Heijmans N.V.,GSA Capital Partners LLP,0.8,archive
2016-12-19,NL0000289213,Wereldhave N.V.,Millennium International Management LP,0.52,archive
2016-12-19,NL0009269109,Koninklijke Heijmans N.V.,Susquehanna International Securities Limited,0.0,archive
2016-12-16,NL0000352565,Fugro N.V.,BNP Paribas S.A.,0.49,archive
2016-12-16,NL0009432491,Koninklijke Vopak N.V.,Marshall Wace LLP,0.58,archive
2016-12-16,NL0000387058,TomTom N.V.,Marshall Wace LLP,0.49,archive
2016-12-16,NL0009269109,Koninklijke Heijmans N.V.,Susquehanna International Securities Limited,0.67,archive
2016-12-15,NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.86,archive
2016-12-15,NL0009739416,PostNL N.V.,Marshall Wace LLP,1.8,archive
2016-12-15,NL0000387058,TomTom N.V.,Marshall Wace LLP,0.5,archive
2016-12-15,NL0000289213,Wereldhave N.V.,Marshall Wace LLP,0.71,archive
2016-12-15,NL0009269109,Koninklijke Heijmans N.V.,Susquehanna International Securities Limited,0.59,archive
2016-12-15,NL0006237562,ARCADIS N.V.,TT International,1.05,archive
2016-12-15,NL0000289213,Wereldhave N.V.,"WorldQuant, LLC",1.11,archive
2016-12-14,LU0569974404,Aperam S.A.,Adage Capital Management L.P.,0.35,archive
2016-12-14,NL0010558797,OCI N.V.,"AQR Capital Management, LLC",0.69,archive
2016-12-14,NL0006237562,ARCADIS N.V.,Marshall Wace LLP,0.98,archive
2016-12-14,NL0000387058,TomTom N.V.,Marshall Wace LLP,0.49,archive
2016-12-14,NL0009269109,Koninklijke Heijmans N.V.,Susquehanna International Securities Limited,0.44,archive
2016-12-14,NL0006237562,ARCADIS N.V.,TT International,0.97,archive
2016-12-13,LU0569974404,Aperam S.A.,Adage Capital Management L.P.,0.54,archive
2016-12-13,NL0000360618,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.54,archive
2016-12-13,NL0000289213,Wereldhave N.V.,"BlackRock Institutional Trust Company, National Association",0.7,archive
2016-12-13,NL0000289213,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,0.79,archive
2016-12-13,NL0000352565,Fugro N.V.,Sculptor Capital Management Europe Limited,0.41,archive
2016-12-13,NL0000352565,Fugro N.V.,UBS Asset Management (UK) Ltd.,1.08,archive
