position_date,isin,issuer_name,position_holder,net_short_position,source
2024-10-23,NL0011872650,Basic-Fit N.V.,Qube Research & Technologies Ltd.,1.09,archive
2024-10-23,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,1.13,archive
2024-10-22,NL0000379121,Randstad N.V.,AKO Capital LLP,0.76,archive
2024-10-22,NL0012817175,Alfen N.V.,"BlackRock Advisors, LLC",0.47,archive
2024-10-22,NL0012866412,BE Semiconductor Industries N.V.,Canada Pension Plan Investment Board,0.68,archive
2024-10-22,NL0010391025,Pharming Group N.V.,Millennium International Management LP,2.25,archive
2024-10-22,NL0011872650,Basic-Fit N.V.,Qube Research & Technologies Ltd.,1.1,archive
2024-10-22,NL0010391025,Pharming Group N.V.,Qube Research & Technologies Ltd.,0.66,archive
2024-10-21,NL0012817175,Alfen N.V.,"BlackRock Advisors, LLC",0.57,archive
2024-10-21,NL0012817175,Alfen N.V.,"BlackRock Financial Management, Inc.",0.26,archive
2024-10-21,NL0011794037,Koninklijke Ahold Delhaize N.V.,Ilex Capital Partners (UK) LLP,0.59,archive
2024-10-21,NL0000009082,Koninklijke KPN N.V.,Marshall Wace LLP,1.0,archive
2024-10-21,NL0012817175,Alfen N.V.,Millennium International Management LP,0.88,archive
2024-10-21,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,1.23,archive
2024-10-21,NL0012817175,Alfen N.V.,"WorldQuant, LLC",1.03,archive
2024-10-18,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.55,archive
2024-10-18,NL0015000CZ2,Ebusco Holding N.V.,Citadel Securities (Europe) Limited,0.44,archive
2024-10-18,NL0012817175,Alfen N.V.,Millennium International Management LP,0.92,archive
2024-10-18,NL0011872650,Basic-Fit N.V.,Qube Research & Technologies Ltd.,1.08,archive
2024-10-18,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,1.0,archive
2024-10-18,NL0012817175,Alfen N.V.,"WorldQuant, LLC",0.97,archive
2024-10-17,NL0012866412,BE Semiconductor Industries N.V.,"AQR Capital Management, LLC",0.5,archive
2024-10-17,NL0000360618,SBM Offshore N.V.,Balyasny Asset Management (UK) LLP,0.48,archive
2024-10-17,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.6,archive
2024-10-17,NL0011794037,Koninklijke Ahold Delhaize N.V.,Ilex Capital Partners (UK) LLP,0.6,archive
2024-10-17,NL0012817175,Alfen N.V.,Millennium International Management LP,1.08,archive
2024-10-17,LU0569974404,Aperam S.A.,Qube Research & Technologies Ltd.,0.52,archive
2024-10-17,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,1.19,archive
2024-10-17,NL0012817175,Alfen N.V.,"WorldQuant, LLC",0.76,archive
2024-10-16,NL0011821392,Signify N.V.,AKO Capital LLP,0.93,archive
2024-10-16,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.47,archive
2024-10-16,NL0012817175,Alfen N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.66,archive
2024-10-16,NL0000888691,AMG Critical Materials N.V.,"D. E. Shaw & Co., L.P.",0.78,archive
2024-10-16,NL0013267909,Akzo Nobel N.V.,Marshall Wace LLP,0.8,archive
2024-10-16,NL0009739416,PostNL N.V.,Marshall Wace LLP,0.8,archive
2024-10-16,NL0012817175,Alfen N.V.,Millennium International Management LP,1.24,archive
2024-10-16,NL0010391025,Pharming Group N.V.,Millennium International Management LP,2.11,archive
2024-10-16,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,2.18,archive
2024-10-16,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,0.93,archive
2024-10-16,NL0012817175,Alfen N.V.,"WorldQuant, LLC",0.54,archive
2024-10-15,NL00150003E1,Fugro N.V.,Balyasny Asset Management (UK) LLP,0.49,archive
2024-10-15,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.5,archive
2024-10-15,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.53,archive
2024-10-15,NL0000888691,AMG Critical Materials N.V.,"D. E. Shaw & Co., L.P.",0.8,archive
2024-10-15,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,1.08,archive
2024-10-15,NL0013332471,TomTom N.V.,Otus Capital Management Ltd.,1.11,archive
2024-10-15,NL0012817175,Alfen N.V.,"PDT Partners, LLC",2.03,archive
2024-10-15,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,2.2,archive
2024-10-15,NL0000888691,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,2.18,archive
2024-10-15,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,1.66,archive
2024-10-14,NL0000888691,AMG Critical Materials N.V.,Actus Ray Partners Limited,0.5,archive
2024-10-14,NL0011794037,Koninklijke Ahold Delhaize N.V.,Ilex Capital Partners (UK) LLP,0.59,archive
2024-10-14,NL0012817175,Alfen N.V.,Millennium International Management LP,1.46,archive
2024-10-14,NL0013332471,TomTom N.V.,Otus Capital Management Ltd.,1.03,archive
2024-10-14,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,1.91,archive
2024-10-14,NL0000888691,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,2.2,archive
2024-10-14,NL0012047823,Avantium N.V.,Qube Research & Technologies Ltd.,0.71,archive
2024-10-14,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,1.2,archive
2024-10-11,NL0010391025,Pharming Group N.V.,"Arrowstreet Capital, Limited Partnership",1.0,archive
2024-10-11,NL0012866412,BE Semiconductor Industries N.V.,Canada Pension Plan Investment Board,0.71,archive
2024-10-11,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.15,archive
2024-10-11,NL0000009082,Koninklijke KPN N.V.,Marshall Wace LLP,0.98,archive
2024-10-11,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,1.37,archive
2024-10-11,NL0010391025,Pharming Group N.V.,Millennium International Management LP,2.01,archive
2024-10-11,NL0013332471,TomTom N.V.,Otus Capital Management Ltd.,0.82,archive
2024-10-11,NL0012817175,Alfen N.V.,"PDT Partners, LLC",1.94,archive
2024-10-11,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,1.84,archive
2024-10-11,NL0000888691,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,2.19,archive
2024-10-11,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,0.77,archive
2024-10-11,NL0010391025,Pharming Group N.V.,Qube Research & Technologies Ltd.,0.53,archive
2024-10-11,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,1.13,archive
2024-10-10,NL0000379121,Randstad N.V.,AKO Capital LLP,0.87,archive
2024-10-10,NL0010391025,Pharming Group N.V.,"Arrowstreet Capital, Limited Partnership",0.91,archive
2024-10-10,NL00150003E1,Fugro N.V.,Balyasny Asset Management (UK) LLP,0.58,archive
2024-10-10,NL0000360618,SBM Offshore N.V.,Balyasny Asset Management (UK) LLP,0.59,archive
2024-10-10,NL0012866412,BE Semiconductor Industries N.V.,Canada Pension Plan Investment Board,0.65,archive
2024-10-10,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.26,archive
2024-10-10,NL0010391025,Pharming Group N.V.,GSA Capital Partners LLP,0.51,archive
2024-10-10,NL0012817175,Alfen N.V.,Millennium International Management LP,1.78,archive
2024-10-10,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,1.5,archive
2024-10-10,LU0569974404,Aperam S.A.,Qube Research & Technologies Ltd.,0.49,archive
2024-10-10,NL0012047823,Avantium N.V.,Qube Research & Technologies Ltd.,0.65,archive
2024-10-10,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,1.75,archive
2024-10-09,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.36,archive
2024-10-09,NL0000888691,AMG Critical Materials N.V.,"D. E. Shaw & Co., L.P.",0.78,archive
2024-10-09,NL0009739416,PostNL N.V.,GSA Capital Partners LLP,0.51,archive
2024-10-09,NL0009739416,PostNL N.V.,Marshall Wace LLP,0.71,archive
2024-10-09,NL0010391025,Pharming Group N.V.,Millennium International Management LP,1.93,archive
2024-10-09,NL0000888691,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,2.2,archive
2024-10-09,NL0012047823,Avantium N.V.,Qube Research & Technologies Ltd.,0.71,archive
2024-10-09,NL0011872650,Basic-Fit N.V.,Qube Research & Technologies Ltd.,1.1,archive
2024-10-09,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,1.01,archive
2024-10-08,NL0013267909,Akzo Nobel N.V.,AKO Capital LLP,1.12,archive
2024-10-08,NL0010391025,Pharming Group N.V.,"Arrowstreet Capital, Limited Partnership",0.83,archive
2024-10-08,NL0012817175,Alfen N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.78,archive
2024-10-08,NL0000009082,Koninklijke KPN N.V.,Marshall Wace LLP,1.07,archive
2024-10-08,NL0009739416,PostNL N.V.,Marshall Wace LLP,0.69,archive
2024-10-08,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,1.47,archive
2024-10-08,NL0012817175,Alfen N.V.,Millennium International Management LP,1.61,archive
2024-10-08,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,1.38,archive
2024-10-07,NL0012817175,Alfen N.V.,Citadel Securities (Europe) Limited,0.41,archive
2024-10-07,NL0012817175,Alfen N.V.,"Cubist Systematic Strategies, LLC",0.45,archive
2024-10-07,NL0010391025,Pharming Group N.V.,Millennium International Management LP,1.89,archive
2024-10-07,NL0013332471,TomTom N.V.,Otus Capital Management Ltd.,0.67,archive
2024-10-07,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,1.27,archive
2024-10-07,NL0000352565,Fugro N.V.,TFG Asset Management UK LLP,0.6,archive
2024-10-04,NL0013267909,Akzo Nobel N.V.,AKO Capital LLP,1.22,archive
2024-10-04,NL0011821392,Signify N.V.,BlackRock Investment Management (UK) Limited,0.22,archive
2024-10-04,NL0010391025,Pharming Group N.V.,Citadel Advisors LLC,0.47,archive
2024-10-04,NL0012817175,Alfen N.V.,"Cubist Systematic Strategies, LLC",0.54,archive
2024-10-04,NL0012047823,Avantium N.V.,Qube Research & Technologies Ltd.,0.88,archive
2024-10-04,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,1.84,archive
2024-10-03,NL0011821392,Signify N.V.,BlackRock Investment Management (UK) Limited,0.53,archive
2024-10-03,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.4,archive
2024-10-03,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,1.57,archive
2024-10-03,NL0012817175,Alfen N.V.,Millennium International Management LP,1.59,archive
2024-10-03,NL0000888691,AMG Critical Materials N.V.,"PDT Partners, LLC",0.5,archive
2024-10-03,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,1.44,archive
2024-10-03,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,1.79,archive
2024-10-03,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,0.8,archive
2024-10-03,NL0011872650,Basic-Fit N.V.,Wellington Management International Ltd.,0.53,archive
2024-10-02,NL0011821392,Signify N.V.,BlackRock Investment Management (UK) Limited,0.6,archive
2024-10-02,NL0012817175,Alfen N.V.,"Cubist Systematic Strategies, LLC",0.6,archive
2024-10-02,NL0013267909,Akzo Nobel N.V.,Marshall Wace LLP,0.72,archive
2024-10-02,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,1.8,archive
2024-10-02,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,0.79,archive
2024-10-01,NL00150003E1,Fugro N.V.,Balyasny Asset Management (UK) LLP,0.65,archive
2024-10-01,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.3,archive
2024-10-01,NL0012817175,Alfen N.V.,"Cubist Systematic Strategies, LLC",0.55,archive
2024-10-01,NL0000009082,Koninklijke KPN N.V.,Marshall Wace LLP,1.1,archive
2024-10-01,LU0569974404,Aperam S.A.,Millennium Capital Partners LLP,0.58,archive
2024-10-01,NL0012817175,Alfen N.V.,Millennium International Management LP,1.62,archive
2024-10-01,NL0010391025,Pharming Group N.V.,Millennium International Management LP,1.9,archive
2024-10-01,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,1.2,archive
2024-10-01,NL0011872650,Basic-Fit N.V.,Qube Research & Technologies Ltd.,1.0,archive
2024-10-01,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,0.8,archive
2024-10-01,NL0011872650,Basic-Fit N.V.,Wellington Management International Ltd.,0.68,archive
2024-09-30,NL0012817175,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",1.9,archive
2024-09-30,NL0010391025,Pharming Group N.V.,"Arrowstreet Capital, Limited Partnership",0.72,archive
2024-09-30,NL0012817175,Alfen N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.89,archive
2024-09-30,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,1.69,archive
2024-09-30,LU0569974404,Aperam S.A.,Millennium Capital Partners LLP,0.6,archive
2024-09-30,NL0012817175,Alfen N.V.,Millennium International Management LP,1.59,archive
2024-09-30,BMG3602E1084,Flow Traders Ltd.,"PDT Partners, LLC",0.48,archive
2024-09-30,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,1.12,archive
2024-09-30,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,0.79,archive
2024-09-27,NL0013267909,Akzo Nobel N.V.,AKO Capital LLP,1.38,archive
2024-09-27,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.42,archive
2024-09-27,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.29,archive
2024-09-27,NL0010391025,Pharming Group N.V.,Citadel Advisors LLC,0.52,archive
2024-09-27,NL0010391025,Pharming Group N.V.,Citadel Securities (Europe) Limited,0.33,archive
2024-09-27,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,1.18,archive
2024-09-27,LU1598757687,ArcelorMittal S.A.,Marshall Wace LLP,0.45,archive
2024-09-27,LU0569974404,Aperam S.A.,Millennium Capital Partners LLP,0.49,archive
2024-09-27,LU0569974404,Aperam S.A.,Qube Research & Technologies Ltd.,0.51,archive
2024-09-27,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,0.82,archive
2024-09-27,NL0006237562,ARCADIS N.V.,SIH Partners LLLP,0.34,archive
2024-09-27,NL0012817175,Alfen N.V.,Teacher Retirement System of Texas,0.59,archive
2024-09-26,NL0013267909,Akzo Nobel N.V.,AKO Capital LLP,1.48,archive
2024-09-26,NL0010391025,Pharming Group N.V.,"Arrowstreet Capital, Limited Partnership",0.65,archive
2024-09-26,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.54,archive
2024-09-26,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.46,archive
2024-09-26,NL0012817175,Alfen N.V.,Citadel Securities (Europe) Limited,0.58,archive
2024-09-26,NL0012047823,Avantium N.V.,Citadel Securities (Europe) Limited,0.46,archive
2024-09-26,NL0015000CZ2,Ebusco Holding N.V.,Citadel Securities (Europe) Limited,0.56,archive
2024-09-26,NL0010391025,Pharming Group N.V.,Citadel Securities (Europe) Limited,0.66,archive
2024-09-26,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,1.75,archive
2024-09-26,LU0569974404,Aperam S.A.,Millennium Capital Partners LLP,0.51,archive
2024-09-26,NL0012817175,Alfen N.V.,"PDT Partners, LLC",1.86,archive
2024-09-26,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,0.92,archive
2024-09-26,NL0011872650,Basic-Fit N.V.,Qube Research & Technologies Ltd.,0.96,archive
2024-09-26,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,0.97,archive
2024-09-25,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.6,archive
2024-09-25,NL0013267909,Akzo Nobel N.V.,Marshall Wace LLP,0.6,archive
2024-09-25,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,1.29,archive
2024-09-25,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,1.48,archive
2024-09-25,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,0.96,archive
2024-09-25,NL0012866412,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.49,archive
2024-09-24,NL0011872650,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,1.19,archive
2024-09-24,NL00150002Q7,Vivoryon Therapeutics N.V.,Citadel Securities (Europe) Limited,0.42,archive
2024-09-24,NL0012817175,Alfen N.V.,Millennium International Management LP,1.63,archive
2024-09-24,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,1.64,archive
2024-09-24,LU0569974404,Aperam S.A.,Qube Research & Technologies Ltd.,0.47,archive
2024-09-24,NL0006237562,ARCADIS N.V.,SIH Partners LLLP,0.69,archive
2024-09-23,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.55,archive
2024-09-23,NL0012817175,Alfen N.V.,Citadel Securities (Europe) Limited,0.73,archive
2024-09-23,LU1598757687,ArcelorMittal S.A.,Marshall Wace LLP,0.59,archive
2024-09-23,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,1.89,archive
2024-09-20,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.57,archive
2024-09-20,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.6,archive
2024-09-20,NL00150002Q7,Vivoryon Therapeutics N.V.,Citadel Securities (Europe) Limited,0.5,archive
2024-09-20,NL0013332471,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,1.49,archive
2024-09-20,NL0009739416,PostNL N.V.,Marshall Wace LLP,0.79,archive
2024-09-20,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,1.9,archive
2024-09-20,NL0010391025,Pharming Group N.V.,Millennium International Management LP,1.82,archive
2024-09-20,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,1.87,archive
2024-09-20,NL0000888691,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,2.1,archive
2024-09-20,NL0012047823,Avantium N.V.,Qube Research & Technologies Ltd.,0.9,archive
2024-09-20,NL0011872650,Basic-Fit N.V.,Qube Research & Technologies Ltd.,1.01,archive
2024-09-20,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,1.78,archive
2024-09-20,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,1.01,archive
2024-09-20,NL0013332471,TomTom N.V.,Qube Research & Technologies Ltd.,0.52,archive
2024-09-20,NL0006237562,ARCADIS N.V.,SIH Partners LLLP,0.72,archive
2024-09-19,NL0010391025,Pharming Group N.V.,"Arrowstreet Capital, Limited Partnership",0.5,archive
2024-09-19,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.46,archive
2024-09-19,NL00150002Q7,Vivoryon Therapeutics N.V.,Citadel Securities (Europe) Limited,0.49,archive
2024-09-19,NL0013332471,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,1.54,archive
2024-09-19,LU1598757687,ArcelorMittal S.A.,Marshall Wace LLP,0.66,archive
2024-09-19,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,1.88,archive
2024-09-19,NL0012817175,Alfen N.V.,Millennium International Management LP,1.57,archive
2024-09-19,NL0012817175,Alfen N.V.,"PDT Partners, LLC",1.91,archive
2024-09-19,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,1.17,archive
2024-09-19,NL0013332471,TomTom N.V.,Qube Research & Technologies Ltd.,0.48,archive
2024-09-19,NL0006237562,ARCADIS N.V.,SIH Partners LLLP,1.11,archive
2024-09-18,NL0000888691,AMG Critical Materials N.V.,Acadian Asset Management LLC.,0.6,archive
2024-09-18,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.5,archive
2024-09-18,NL0012817175,Alfen N.V.,Citadel Securities (Europe) Limited,0.68,archive
2024-09-18,NL0011872650,Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,0.7,archive
2024-09-18,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,1.31,archive
2024-09-18,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,1.94,archive
2024-09-18,NL0012817175,Alfen N.V.,Millennium International Management LP,1.66,archive
2024-09-18,NL0012817175,Alfen N.V.,"PDT Partners, LLC",1.88,archive
2024-09-18,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,1.3,archive
2024-09-18,NL0000888691,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,2.01,archive
2024-09-18,NL0006237562,ARCADIS N.V.,SIH Partners LLLP,0.51,archive
2024-09-17,NL0000888691,AMG Critical Materials N.V.,"AQR Capital Management, LLC",0.7,archive
2024-09-17,NL0010583399,Corbion N.V.,BlackRock Investment Management (UK) Limited,0.44,archive
2024-09-17,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.5,archive
2024-09-17,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.42,archive
2024-09-17,NL0012817175,Alfen N.V.,Millennium International Management LP,1.7,archive
2024-09-17,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,1.42,archive
2024-09-17,NL0012817175,Alfen N.V.,SIH Partners LLLP,0.31,archive
2024-09-17,NL0006237562,ARCADIS N.V.,SIH Partners LLLP,1.0,archive
2024-09-16,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.63,archive
2024-09-16,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.54,archive
2024-09-16,NL0000888691,AMG Critical Materials N.V.,"D. E. Shaw & Co., L.P.",0.88,archive
2024-09-16,NL0012817175,Alfen N.V.,Millennium International Management LP,2.1,archive
2024-09-16,NL0012817175,Alfen N.V.,"PDT Partners, LLC",1.91,archive
2024-09-16,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,1.7,archive
2024-09-16,NL0012817175,Alfen N.V.,Systematica Investments Limited,0.45,archive
2024-09-16,NL00150002Q7,Vivoryon Therapeutics N.V.,Voleon Capital Management LP,0.49,archive
2024-09-16,NL0012866412,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.5,archive
2024-09-13,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.43,archive
2024-09-13,NL0012817175,Alfen N.V.,Millennium International Management LP,2.07,archive
2024-09-13,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,1.62,archive
2024-09-13,NL0000888691,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,1.98,archive
2024-09-13,NL0011872650,Basic-Fit N.V.,Qube Research & Technologies Ltd.,0.99,archive
2024-09-13,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,0.99,archive
2024-09-13,NL0012817175,Alfen N.V.,SIH Partners LLLP,0.5,archive
2024-09-13,NL0006237562,ARCADIS N.V.,SIH Partners LLLP,1.24,archive
2024-09-12,BE0003818359,Lakefront Biotherapeutics NV,"Arrowstreet Capital, Limited Partnership",1.27,archive
2024-09-12,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.74,archive
2024-09-12,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.5,archive
2024-09-12,NL00150002Q7,Vivoryon Therapeutics N.V.,Citadel Securities (Europe) Limited,0.51,archive
2024-09-12,NL0012817175,Alfen N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.96,archive
2024-09-12,NL0012817175,Alfen N.V.,"Cubist Systematic Strategies, LLC",0.43,archive
2024-09-12,NL0012817175,Alfen N.V.,Millennium International Management LP,2.1,archive
2024-09-12,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,1.95,archive
2024-09-12,NL0006237562,ARCADIS N.V.,SIH Partners LLLP,1.13,archive
2024-09-12,NL00150002Q7,Vivoryon Therapeutics N.V.,Voleon Capital Management LP,0.57,archive
2024-09-11,NL0011872643,ASR Nederland N.V.,"AQR Capital Management, LLC",0.7,archive
2024-09-11,NL0011872650,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,1.26,archive
2024-09-11,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.89,archive
2024-09-11,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.47,archive
2024-09-11,NL0000888691,AMG Critical Materials N.V.,Marshall Wace LLP,1.25,archive
2024-09-11,NL0009739416,PostNL N.V.,Marshall Wace LLP,0.88,archive
2024-09-11,NL0012817175,Alfen N.V.,Millennium International Management LP,2.07,archive
2024-09-11,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,2.12,archive
2024-09-11,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,1.0,archive
2024-09-11,NL0012817175,Alfen N.V.,Systematica Investments Limited,0.5,archive
2024-09-11,NL0000352565,Fugro N.V.,TFG Asset Management UK LLP,0.57,archive
2024-09-11,NL00150002Q7,Vivoryon Therapeutics N.V.,Voleon Capital Management LP,0.77,archive
2024-09-10,NL0000888691,AMG Critical Materials N.V.,Acadian Asset Management LLC.,0.52,archive
2024-09-10,NL0011872650,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,1.42,archive
2024-09-10,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.52,archive
2024-09-10,NL00150002Q7,Vivoryon Therapeutics N.V.,Citadel Securities (Europe) Limited,0.7,archive
2024-09-10,NL0012817175,Alfen N.V.,"Cubist Systematic Strategies, LLC",0.58,archive
2024-09-10,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,2.01,archive
2024-09-10,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,2.2,archive
2024-09-10,NL0013332471,TomTom N.V.,Qube Research & Technologies Ltd.,0.51,archive
2024-09-10,NL0012817175,Alfen N.V.,SIH Partners LLLP,0.61,archive
2024-09-09,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.92,archive
2024-09-09,NL0012817175,Alfen N.V.,"Cubist Systematic Strategies, LLC",0.65,archive
2024-09-09,NL0009739416,PostNL N.V.,GSA Capital Partners LLP,0.49,archive
2024-09-09,NL0013267909,Akzo Nobel N.V.,Marshall Wace LLP,0.5,archive
2024-09-09,NL0012817175,Alfen N.V.,Millennium International Management LP,1.93,archive
2024-09-09,NL0010391025,Pharming Group N.V.,Millennium International Management LP,1.72,archive
2024-09-09,NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,2.18,archive
2024-09-09,BMG3602E1084,Flow Traders Ltd.,Qube Research & Technologies Ltd.,1.89,archive
2024-09-09,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,0.99,archive
2024-09-09,NL0006237562,ARCADIS N.V.,SIH Partners LLLP,0.99,archive
2024-09-06,NL0000888691,AMG Critical Materials N.V.,"AQR Capital Management, LLC",0.6,archive
2024-09-06,NL0012817175,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",1.82,archive
2024-09-06,NL0000888691,AMG Critical Materials N.V.,Capital Fund Management S.A.,1.03,archive
2024-09-06,LU1598757687,ArcelorMittal S.A.,Marshall Wace LLP,0.78,archive
2024-09-06,NL0012817175,Alfen N.V.,Millennium Capital Partners LLP,1.92,archive
2024-09-06,NL0012817175,Alfen N.V.,Millennium International Management LP,1.86,archive
2024-09-06,NL0010558797,OCI N.V.,Qube Research & Technologies Ltd.,1.0,archive
2024-09-06,NL0009739416,PostNL N.V.,Qube Research & Technologies Ltd.,1.01,archive
2024-09-06,NL0006237562,ARCADIS N.V.,SIH Partners LLLP,0.81,archive
2024-09-05,NL0012817175,Alfen N.V.,Citadel Advisors LLC,1.47,archive
2024-09-05,NL0012817175,Alfen N.V.,"Connor, Clark & Lunn Investment Management Ltd.",1.0,archive
2024-09-05,NL0013332471,TomTom N.V.,Marshall Wace LLP,0.49,archive
