isin,position_holder,issuer_name,net_short_position,position_date,source
NL0000888691,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2.19,2024-10-11,archive
NL0010558797,Qube Research & Technologies Ltd.,OCI N.V.,0.77,2024-10-11,archive
NL0010391025,Qube Research & Technologies Ltd.,Pharming Group N.V.,0.53,2024-10-11,archive
NL0009739416,Qube Research & Technologies Ltd.,PostNL N.V.,1.13,2024-10-11,archive
NL0000379121,AKO Capital LLP,Randstad N.V.,0.87,2024-10-10,archive
NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,0.91,2024-10-10,archive
NL00150003E1,Balyasny Asset Management (UK) LLP,Fugro N.V.,0.58,2024-10-10,archive
NL0000360618,Balyasny Asset Management (UK) LLP,SBM Offshore N.V.,0.59,2024-10-10,archive
NL0012866412,Canada Pension Plan Investment Board,BE Semiconductor Industries N.V.,0.65,2024-10-10,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.26,2024-10-10,archive
NL0010391025,GSA Capital Partners LLP,Pharming Group N.V.,0.51,2024-10-10,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,1.78,2024-10-10,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,1.5,2024-10-10,archive
LU0569974404,Qube Research & Technologies Ltd.,Aperam S.A.,0.49,2024-10-10,archive
NL0012047823,Qube Research & Technologies Ltd.,Avantium N.V.,0.65,2024-10-10,archive
BMG3602E1084,Qube Research & Technologies Ltd.,Flow Traders Ltd.,1.75,2024-10-10,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.36,2024-10-09,archive
NL0000888691,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.78,2024-10-09,archive
NL0009739416,GSA Capital Partners LLP,PostNL N.V.,0.51,2024-10-09,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,0.71,2024-10-09,archive
NL0010391025,Millennium International Management LP,Pharming Group N.V.,1.93,2024-10-09,archive
NL0000888691,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2.2,2024-10-09,archive
NL0012047823,Qube Research & Technologies Ltd.,Avantium N.V.,0.71,2024-10-09,archive
NL0011872650,Qube Research & Technologies Ltd.,Basic-Fit N.V.,1.1,2024-10-09,archive
NL0009739416,Qube Research & Technologies Ltd.,PostNL N.V.,1.01,2024-10-09,archive
NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,0.83,2024-10-08,archive
NL0012817175,"Connor, Clark & Lunn Investment Management Ltd.",Alfen N.V.,0.78,2024-10-08,archive
NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,1.07,2024-10-08,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,0.69,2024-10-08,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,1.47,2024-10-08,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,1.61,2024-10-08,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,1.38,2024-10-08,archive
NL0012817175,Citadel Securities (Europe) Limited,Alfen N.V.,0.41,2024-10-07,archive
NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,0.45,2024-10-07,archive
NL0010391025,Millennium International Management LP,Pharming Group N.V.,1.89,2024-10-07,archive
NL0013332471,Otus Capital Management Ltd.,TomTom N.V.,0.67,2024-10-07,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,1.27,2024-10-07,archive
NL0000352565,TFG Asset Management UK LLP,Fugro N.V.,0.6,2024-10-07,archive
NL0011821392,BlackRock Investment Management (UK) Limited,Signify N.V.,0.22,2024-10-04,archive
NL0010391025,Citadel Advisors LLC,Pharming Group N.V.,0.47,2024-10-04,archive
NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,0.54,2024-10-04,archive
NL0012047823,Qube Research & Technologies Ltd.,Avantium N.V.,0.88,2024-10-04,archive
BMG3602E1084,Qube Research & Technologies Ltd.,Flow Traders Ltd.,1.84,2024-10-04,archive
NL0011821392,BlackRock Investment Management (UK) Limited,Signify N.V.,0.53,2024-10-03,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.4,2024-10-03,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,1.57,2024-10-03,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,1.59,2024-10-03,archive
NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,0.5,2024-10-03,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,1.44,2024-10-03,archive
BMG3602E1084,Qube Research & Technologies Ltd.,Flow Traders Ltd.,1.79,2024-10-03,archive
NL0010558797,Qube Research & Technologies Ltd.,OCI N.V.,0.8,2024-10-03,archive
NL0011872650,Wellington Management International Ltd.,Basic-Fit N.V.,0.53,2024-10-03,archive
NL0011821392,BlackRock Investment Management (UK) Limited,Signify N.V.,0.6,2024-10-02,archive
NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,0.6,2024-10-02,archive
NL0013267909,Marshall Wace LLP,Akzo Nobel N.V.,0.72,2024-10-02,archive
BMG3602E1084,Qube Research & Technologies Ltd.,Flow Traders Ltd.,1.8,2024-10-02,archive
NL0010558797,Qube Research & Technologies Ltd.,OCI N.V.,0.79,2024-10-02,archive
NL00150003E1,Balyasny Asset Management (UK) LLP,Fugro N.V.,0.65,2024-10-01,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.3,2024-10-01,archive
NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,0.55,2024-10-01,archive
NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,1.1,2024-10-01,archive
LU0569974404,Millennium Capital Partners LLP,Aperam S.A.,0.58,2024-10-01,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,1.62,2024-10-01,archive
NL0010391025,Millennium International Management LP,Pharming Group N.V.,1.9,2024-10-01,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,1.2,2024-10-01,archive
NL0011872650,Qube Research & Technologies Ltd.,Basic-Fit N.V.,1.0,2024-10-01,archive
NL0010558797,Qube Research & Technologies Ltd.,OCI N.V.,0.8,2024-10-01,archive
NL0011872650,Wellington Management International Ltd.,Basic-Fit N.V.,0.68,2024-10-01,archive
NL0012817175,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,1.9,2024-09-30,archive
NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,0.72,2024-09-30,archive
NL0012817175,"Connor, Clark & Lunn Investment Management Ltd.",Alfen N.V.,0.89,2024-09-30,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,1.69,2024-09-30,archive
LU0569974404,Millennium Capital Partners LLP,Aperam S.A.,0.6,2024-09-30,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,1.59,2024-09-30,archive
BMG3602E1084,"PDT Partners, LLC",Flow Traders Ltd.,0.48,2024-09-30,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,1.12,2024-09-30,archive
NL0010558797,Qube Research & Technologies Ltd.,OCI N.V.,0.79,2024-09-30,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,0.42,2024-09-27,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.29,2024-09-27,archive
NL0010391025,Citadel Advisors LLC,Pharming Group N.V.,0.52,2024-09-27,archive
NL0010391025,Citadel Securities (Europe) Limited,Pharming Group N.V.,0.33,2024-09-27,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,1.18,2024-09-27,archive
LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.45,2024-09-27,archive
LU0569974404,Millennium Capital Partners LLP,Aperam S.A.,0.49,2024-09-27,archive
LU0569974404,Qube Research & Technologies Ltd.,Aperam S.A.,0.51,2024-09-27,archive
NL0010558797,Qube Research & Technologies Ltd.,OCI N.V.,0.82,2024-09-27,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,0.34,2024-09-27,archive
NL0012817175,Teacher Retirement System of Texas,Alfen N.V.,0.59,2024-09-27,archive
NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,0.65,2024-09-26,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,0.54,2024-09-26,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.46,2024-09-26,archive
NL0012817175,Citadel Securities (Europe) Limited,Alfen N.V.,0.58,2024-09-26,archive
NL0012047823,Citadel Securities (Europe) Limited,Avantium N.V.,0.46,2024-09-26,archive
NL0015000CZ2,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,0.56,2024-09-26,archive
NL0010391025,Citadel Securities (Europe) Limited,Pharming Group N.V.,0.66,2024-09-26,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,1.75,2024-09-26,archive
LU0569974404,Millennium Capital Partners LLP,Aperam S.A.,0.51,2024-09-26,archive
NL0012817175,"PDT Partners, LLC",Alfen N.V.,1.86,2024-09-26,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,0.92,2024-09-26,archive
NL0011872650,Qube Research & Technologies Ltd.,Basic-Fit N.V.,0.96,2024-09-26,archive
NL0009739416,Qube Research & Technologies Ltd.,PostNL N.V.,0.97,2024-09-26,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,0.6,2024-09-25,archive
NL0013267909,Marshall Wace LLP,Akzo Nobel N.V.,0.6,2024-09-25,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,1.29,2024-09-25,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,1.48,2024-09-25,archive
NL0010558797,Qube Research & Technologies Ltd.,OCI N.V.,0.96,2024-09-25,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.49,2024-09-25,archive
NL0011872650,BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,1.19,2024-09-24,archive
NL00150002Q7,Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,0.42,2024-09-24,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,1.63,2024-09-24,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,1.64,2024-09-24,archive
LU0569974404,Qube Research & Technologies Ltd.,Aperam S.A.,0.47,2024-09-24,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,0.69,2024-09-24,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.55,2024-09-23,archive
NL0012817175,Citadel Securities (Europe) Limited,Alfen N.V.,0.73,2024-09-23,archive
LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.59,2024-09-23,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,1.89,2024-09-23,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,0.57,2024-09-20,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.6,2024-09-20,archive
NL00150002Q7,Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,0.5,2024-09-20,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,0.79,2024-09-20,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,1.9,2024-09-20,archive
NL0010391025,Millennium International Management LP,Pharming Group N.V.,1.82,2024-09-20,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,1.87,2024-09-20,archive
NL0000888691,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2.1,2024-09-20,archive
NL0012047823,Qube Research & Technologies Ltd.,Avantium N.V.,0.9,2024-09-20,archive
NL0011872650,Qube Research & Technologies Ltd.,Basic-Fit N.V.,1.01,2024-09-20,archive
BMG3602E1084,Qube Research & Technologies Ltd.,Flow Traders Ltd.,1.78,2024-09-20,archive
NL0009739416,Qube Research & Technologies Ltd.,PostNL N.V.,1.01,2024-09-20,archive
NL0013332471,Qube Research & Technologies Ltd.,TomTom N.V.,0.52,2024-09-20,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,0.72,2024-09-20,archive
NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,0.5,2024-09-19,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,0.46,2024-09-19,archive
NL00150002Q7,Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,0.49,2024-09-19,archive
LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.66,2024-09-19,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,1.88,2024-09-19,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,1.57,2024-09-19,archive
NL0012817175,"PDT Partners, LLC",Alfen N.V.,1.91,2024-09-19,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,1.17,2024-09-19,archive
NL0013332471,Qube Research & Technologies Ltd.,TomTom N.V.,0.48,2024-09-19,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,1.11,2024-09-19,archive
NL0000888691,Acadian Asset Management LLC.,AMG Critical Materials N.V.,0.6,2024-09-18,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.5,2024-09-18,archive
NL0012817175,Citadel Securities (Europe) Limited,Alfen N.V.,0.68,2024-09-18,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,1.31,2024-09-18,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,1.94,2024-09-18,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,1.66,2024-09-18,archive
NL0012817175,"PDT Partners, LLC",Alfen N.V.,1.88,2024-09-18,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,1.3,2024-09-18,archive
NL0000888691,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2.01,2024-09-18,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,0.51,2024-09-18,archive
NL0000888691,"AQR Capital Management, LLC",AMG Critical Materials N.V.,0.7,2024-09-17,archive
NL0010583399,BlackRock Investment Management (UK) Limited,Corbion N.V.,0.44,2024-09-17,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,0.5,2024-09-17,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.42,2024-09-17,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,1.7,2024-09-17,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,1.42,2024-09-17,archive
NL0012817175,SIH Partners LLLP,Alfen N.V.,0.31,2024-09-17,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,1.0,2024-09-17,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,0.63,2024-09-16,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.54,2024-09-16,archive
NL0000888691,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.88,2024-09-16,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2.1,2024-09-16,archive
NL0012817175,"PDT Partners, LLC",Alfen N.V.,1.91,2024-09-16,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,1.7,2024-09-16,archive
NL0012817175,Systematica Investments Limited,Alfen N.V.,0.45,2024-09-16,archive
NL00150002Q7,Voleon Capital Management LP,Vivoryon Therapeutics N.V.,0.49,2024-09-16,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.5,2024-09-16,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.43,2024-09-13,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2.07,2024-09-13,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,1.62,2024-09-13,archive
NL0000888691,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,1.98,2024-09-13,archive
NL0011872650,Qube Research & Technologies Ltd.,Basic-Fit N.V.,0.99,2024-09-13,archive
NL0009739416,Qube Research & Technologies Ltd.,PostNL N.V.,0.99,2024-09-13,archive
NL0012817175,SIH Partners LLLP,Alfen N.V.,0.5,2024-09-13,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,1.24,2024-09-13,archive
BE0003818359,"Arrowstreet Capital, Limited Partnership",Galapagos NV,1.27,2024-09-12,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,0.74,2024-09-12,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.5,2024-09-12,archive
NL00150002Q7,Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,0.51,2024-09-12,archive
NL0012817175,"Connor, Clark & Lunn Investment Management Ltd.",Alfen N.V.,0.96,2024-09-12,archive
NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,0.43,2024-09-12,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2.1,2024-09-12,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,1.95,2024-09-12,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,1.13,2024-09-12,archive
NL00150002Q7,Voleon Capital Management LP,Vivoryon Therapeutics N.V.,0.57,2024-09-12,archive
NL0011872643,"AQR Capital Management, LLC",ASR Nederland N.V.,0.7,2024-09-11,archive
NL0011872650,BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,1.26,2024-09-11,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,0.89,2024-09-11,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.47,2024-09-11,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,1.25,2024-09-11,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,0.88,2024-09-11,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2.07,2024-09-11,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2.12,2024-09-11,archive
NL0009739416,Qube Research & Technologies Ltd.,PostNL N.V.,1.0,2024-09-11,archive
NL0012817175,Systematica Investments Limited,Alfen N.V.,0.5,2024-09-11,archive
NL0000352565,TFG Asset Management UK LLP,Fugro N.V.,0.57,2024-09-11,archive
NL00150002Q7,Voleon Capital Management LP,Vivoryon Therapeutics N.V.,0.77,2024-09-11,archive
NL0000888691,Acadian Asset Management LLC.,AMG Critical Materials N.V.,0.52,2024-09-10,archive
NL0011872650,BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,1.42,2024-09-10,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.52,2024-09-10,archive
NL00150002Q7,Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,0.7,2024-09-10,archive
NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,0.58,2024-09-10,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,2.01,2024-09-10,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2.2,2024-09-10,archive
NL0013332471,Qube Research & Technologies Ltd.,TomTom N.V.,0.51,2024-09-10,archive
NL0012817175,SIH Partners LLLP,Alfen N.V.,0.61,2024-09-10,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,0.92,2024-09-09,archive
NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,0.65,2024-09-09,archive
NL0009739416,GSA Capital Partners LLP,PostNL N.V.,0.49,2024-09-09,archive
NL0013267909,Marshall Wace LLP,Akzo Nobel N.V.,0.5,2024-09-09,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,1.93,2024-09-09,archive
NL0010391025,Millennium International Management LP,Pharming Group N.V.,1.72,2024-09-09,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2.18,2024-09-09,archive
BMG3602E1084,Qube Research & Technologies Ltd.,Flow Traders Ltd.,1.89,2024-09-09,archive
NL0009739416,Qube Research & Technologies Ltd.,PostNL N.V.,0.99,2024-09-09,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,0.99,2024-09-09,archive
NL0000888691,"AQR Capital Management, LLC",AMG Critical Materials N.V.,0.6,2024-09-06,archive
NL0012817175,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,1.82,2024-09-06,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,1.03,2024-09-06,archive
LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.78,2024-09-06,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,1.92,2024-09-06,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,1.86,2024-09-06,archive
NL0010558797,Qube Research & Technologies Ltd.,OCI N.V.,1.0,2024-09-06,archive
NL0009739416,Qube Research & Technologies Ltd.,PostNL N.V.,1.01,2024-09-06,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,0.81,2024-09-06,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.47,2024-09-05,archive
NL0012817175,"Connor, Clark & Lunn Investment Management Ltd.",Alfen N.V.,1.0,2024-09-05,archive
NL0013332471,Marshall Wace LLP,TomTom N.V.,0.49,2024-09-05,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,1.9,2024-09-05,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2.27,2024-09-05,archive
NL0009739416,Qube Research & Technologies Ltd.,PostNL N.V.,0.98,2024-09-05,archive
NL0012817175,SIH Partners LLLP,Alfen N.V.,0.5,2024-09-05,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,0.91,2024-09-05,archive
NL00150002Q7,Voleon Capital Management LP,Vivoryon Therapeutics N.V.,0.87,2024-09-05,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.38,2024-09-04,archive
NL0012047823,Citadel Securities (Europe) Limited,Avantium N.V.,0.53,2024-09-04,archive
NL00150002Q7,Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,0.63,2024-09-04,archive
NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,0.72,2024-09-04,archive
