isin,position_holder,issuer_name,position_date,net_short_position,source
NL0011821392,"PDT Partners, LLC",Signify N.V.,2026-02-12,0.78,current
LU2290522684,"Two Sigma Investments, LP",InPost S.A.,2026-02-12,0.6,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2026-02-12,1.43,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2026-02-12,2.9,current
NL0010801007,Acadian Asset Management LLC.,IMCD N.V.,2026-02-11,0.5,current
NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,2026-02-11,1.08,current
NL0010801007,"BlackRock Advisors, LLC",IMCD N.V.,2026-02-11,0.9,current
NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,2026-02-11,1.57,current
NL0010801007,"Two Sigma Investments, LP",IMCD N.V.,2026-02-11,0.6,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2026-02-11,1.39,current
NL0000289213,Citadel Advisors LLC,Wereldhave N.V.,2026-02-10,0.58,current
NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,2026-02-10,0.79,current
NL0013267909,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-02-10,1.1,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2026-02-10,1.64,current
CY0200751713,Qube Research & Technologies Ltd.,Theon International Plc,2026-02-10,0.5,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,2026-02-10,1.09,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2026-02-10,1.41,current
NL0009739416,Citadel Advisors LLC,PostNL N.V.,2026-02-06,0.59,current
NL0010391025,"D. E. Shaw & Co., L.P.",Pharming Group N.V.,2026-02-06,0.6,current
NL0011872650,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,2026-02-06,1.59,current
NL0010801007,"PDT Partners, LLC",IMCD N.V.,2026-02-06,0.5,current
NL0006237562,"AQR Capital Management, LLC",ARCADIS N.V.,2026-02-05,0.6,current
NL0010801007,"BlackRock Advisors, LLC",IMCD N.V.,2026-02-05,1.05,current
NL0011821392,Citadel Advisors Europe Limited,Signify N.V.,2026-02-05,0.93,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2026-02-05,1.6,current
NL0013267909,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-02-05,1.02,current
NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,2026-02-04,1.5,current
NL0010801007,Caisse de dépôt et placement du Québec,IMCD N.V.,2026-02-04,0.66,current
NL0010391025,"D. E. Shaw & Co., L.P.",Pharming Group N.V.,2026-02-04,0.59,current
NL0010391025,Lazard Asset Management LLC,Pharming Group N.V.,2026-02-04,0.89,current
NL0009739416,Marshall Wace LLP,PostNL N.V.,2026-02-04,0.82,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2026-02-04,1.51,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2026-02-04,1.38,current
NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,2026-02-03,1.12,current
NL0010801007,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,2026-02-03,0.9,current
NL0011821392,Citadel Advisors Europe Limited,Signify N.V.,2026-02-03,0.8,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2026-02-03,1.5,current
CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-02-03,1.41,current
NL0013267909,Kintbury Capital LLP,Akzo Nobel N.V.,2026-02-03,0.7,current
NL0010391025,Lazard Asset Management LLC,Pharming Group N.V.,2026-02-03,0.9,current
JE00BRX98089,Qube Research & Technologies Ltd.,CVC Capital Partners plc,2026-02-03,0.5,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2026-02-03,1.46,current
NL0011821392,"AQR Capital Management, LLC",Signify N.V.,2026-02-02,0.91,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,2026-02-02,0.66,current
NL0011821392,Citadel Advisors Europe Limited,Signify N.V.,2026-02-02,0.74,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2026-02-02,1.42,current
NL0006237562,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,2026-02-02,0.5,current
NL0013267909,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-02-02,0.93,current
NL0010391025,Lazard Asset Management LLC,Pharming Group N.V.,2026-02-02,0.89,current
NL0009739416,Marshall Wace LLP,PostNL N.V.,2026-02-02,0.78,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2026-02-02,1.45,current
NL0011821392,"PDT Partners, LLC",Signify N.V.,2026-02-02,0.8,current
NL0015000IY2,"AQR Capital Management, LLC",Universal Music Group N.V.,2026-01-30,0.5,current
NL0011821392,Citadel Advisors Europe Limited,Signify N.V.,2026-01-30,0.63,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2026-01-30,1.25,current
NL0011872650,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,2026-01-30,0.9,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2026-01-30,1.39,current
NL0011821392,"PDT Partners, LLC",Signify N.V.,2026-01-30,0.76,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,2026-01-30,1.19,current
NL0013267909,"AQR Capital Management, LLC",Akzo Nobel N.V.,2026-01-29,0.69,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,2026-01-29,0.72,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2026-01-29,1.1,current
NL0013267909,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-01-29,0.8,current
NL0011872650,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,2026-01-29,1.68,current
NL0010801007,"BlackRock Advisors, LLC",IMCD N.V.,2026-01-28,1.1,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2026-01-28,1.03,current
NL0000395903,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,2026-01-28,0.61,current
NL0013267909,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-01-28,0.67,current
NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,2026-01-27,1.07,current
NL0010801007,Caisse de dépôt et placement du Québec,IMCD N.V.,2026-01-27,0.57,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2026-01-27,0.9,current
NL0011821392,Eleva Capital SAS,Signify N.V.,2026-01-27,0.78,current
NL0011872650,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,2026-01-27,1.72,current
NL0009739416,Citadel Advisors LLC,PostNL N.V.,2026-01-26,0.62,current
NL0013267909,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-01-26,0.51,current
NL0013267909,Kintbury Capital LLP,Akzo Nobel N.V.,2026-01-26,0.5,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2026-01-26,1.49,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2026-01-26,1.5,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2026-01-26,2.72,current
NL0006237562,"AQR Capital Management, LLC",ARCADIS N.V.,2026-01-22,0.5,current
NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,2026-01-22,1.69,current
NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,2026-01-22,0.89,current
NL0010391025,Lazard Asset Management LLC,Pharming Group N.V.,2026-01-22,0.91,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2026-01-22,1.49,current
NL0010801007,"BlackRock Advisors, LLC",IMCD N.V.,2026-01-21,1.02,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,2026-01-21,0.87,current
NL0009739416,Marshall Wace LLP,PostNL N.V.,2026-01-21,0.89,current
NL0010801007,"Two Sigma Investments, LP",IMCD N.V.,2026-01-21,0.51,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2026-01-21,2.61,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2026-01-20,0.81,current
NL0000289213,Citadel Advisors LLC,Wereldhave N.V.,2026-01-20,0.6,current
NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,2026-01-20,0.9,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2026-01-19,0.77,current
NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2026-01-19,0.78,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2026-01-19,1.55,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2026-01-19,2.53,current
NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,2026-01-16,1.4,current
CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-01-16,1.38,current
NL0009739416,Marshall Wace LLP,PostNL N.V.,2026-01-16,0.9,current
NL0009739416,Citadel Advisors LLC,PostNL N.V.,2026-01-15,0.59,current
NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2026-01-15,0.81,current
NL0000395903,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,2026-01-15,0.51,current
NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2026-01-14,0.78,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2026-01-14,1.59,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,2026-01-14,1.28,current
NL0013267909,"AQR Capital Management, LLC",Akzo Nobel N.V.,2026-01-13,0.79,current
NL0009739416,Marshall Wace LLP,PostNL N.V.,2026-01-13,0.81,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,2026-01-13,1.3,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2026-01-13,2.41,current
NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,2026-01-12,1.7,current
NL0011872650,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,2026-01-12,0.89,current
NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2026-01-12,0.8,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2026-01-12,1.42,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2026-01-12,2.37,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,2026-01-09,0.91,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2026-01-09,0.6,current
NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,2026-01-09,1.69,current
NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,2026-01-09,0.88,current
GB00BP6MXD84,"Elliott Investment Management, L.P",Shell plc,2026-01-09,0.6,current
NL0011821392,"PDT Partners, LLC",Signify N.V.,2026-01-09,0.69,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,2026-01-09,1.29,current
NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,2026-01-08,1.39,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2026-01-08,0.57,current
NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,2026-01-08,1.7,current
NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2026-01-08,0.78,current
NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,2026-01-08,0.9,current
NL0011821392,"PDT Partners, LLC",Signify N.V.,2026-01-08,0.7,current
CY0200751713,"Two Sigma Investments, LP",Theon International Plc,2026-01-08,0.59,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2026-01-08,1.33,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2026-01-08,2.23,current
NL0013267909,"AQR Capital Management, LLC",Akzo Nobel N.V.,2026-01-07,0.82,current
NL0009739416,Citadel Advisors LLC,PostNL N.V.,2026-01-07,0.61,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2026-01-07,0.6,current
NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,2026-01-07,0.89,current
NL0013267909,"AQR Capital Management, LLC",Akzo Nobel N.V.,2026-01-06,0.77,current
NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,2026-01-06,1.41,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2026-01-06,1.67,current
CY0200751713,"Two Sigma Investments, LP",Theon International Plc,2026-01-06,0.6,current
NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,2026-01-05,1.39,current
CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-01-05,1.4,current
CY0200751713,"Two Sigma Investments, LP",Theon International Plc,2026-01-05,0.59,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2026-01-05,1.22,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2026-01-05,2.14,current
NL0013267909,"AQR Capital Management, LLC",Akzo Nobel N.V.,2026-01-02,0.8,current
NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,2026-01-02,1.68,current
NL0009739416,Marshall Wace LLP,PostNL N.V.,2026-01-02,0.78,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2026-01-02,1.78,current
LU2290522684,"Two Sigma Investments, LP",InPost S.A.,2026-01-02,0.54,current
CY0200751713,"Two Sigma Investments, LP",Theon International Plc,2026-01-02,0.6,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2026-01-02,2.08,current
NL0011821392,Citadel Advisors LLC,Signify N.V.,2025-12-30,0.5,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2025-12-30,1.18,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-12-30,2.11,current
NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,2025-12-29,1.77,current
NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2025-12-29,0.8,current
NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2025-12-24,0.79,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2025-12-24,1.02,current
NL0010801007,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,2025-12-23,0.8,current
NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,2025-12-23,1.4,current
NL0013267909,LMR Partners LLP,Akzo Nobel N.V.,2025-12-22,0.62,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2025-12-22,1.88,current
LU1598757687,"AQR Capital Management, LLC",ArcelorMittal S.A.,2025-12-19,0.5,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2025-12-19,0.99,current
NL00150003E1,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2025-12-18,0.68,current
NL0009739416,Citadel Advisors LLC,PostNL N.V.,2025-12-17,0.5,current
NL0011872650,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,2025-12-17,1.88,current
NL0010801007,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,2025-12-16,0.7,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-12-16,2.0,current
CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2025-12-15,1.3,current
NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,2025-12-12,1.39,current
NL0000289213,Citadel Advisors LLC,Wereldhave N.V.,2025-12-12,0.59,current
NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,2025-12-12,0.99,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,2025-12-12,1.3,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,2025-12-11,1.29,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-12-11,1.93,current
NL0013267909,LMR Partners LLP,Akzo Nobel N.V.,2025-12-10,0.51,current
NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,2025-12-09,1.4,current
NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2025-12-09,0.88,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,2025-12-09,1.3,current
NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2025-12-08,0.91,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-12-08,1.8,current
NL0013267909,"AQR Capital Management, LLC",Akzo Nobel N.V.,2025-12-05,0.7,current
NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,2025-12-05,1.39,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2025-12-05,1.9,current
NL0011821392,"AQR Capital Management, LLC",Signify N.V.,2025-12-04,0.81,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2025-12-04,1.89,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2025-12-04,1.08,current
NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,2025-12-03,1.4,current
NL0010391025,Lazard Asset Management LLC,Pharming Group N.V.,2025-12-03,0.83,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-12-02,1.74,current
NL0011872650,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,2025-12-01,0.99,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2025-12-01,1.19,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-12-01,1.69,current
NL0010801007,"BlackRock Advisors, LLC",IMCD N.V.,2025-11-28,0.9,current
NL0000289213,Citadel Advisors LLC,Wereldhave N.V.,2025-11-28,0.6,current
CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2025-11-28,1.2,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-11-28,1.78,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2025-11-27,1.71,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2025-11-27,1.27,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-11-27,1.84,current
NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2025-11-26,0.81,current
NL0010801007,"BlackRock Advisors, LLC",IMCD N.V.,2025-11-25,0.89,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,2025-11-25,1.2,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2025-11-25,1.36,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-11-25,1.93,current
NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,2025-11-24,1.82,current
NL0011872650,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,2025-11-24,1.0,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2025-11-24,1.62,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2025-11-24,1.41,current
NL0011821392,Eleva Capital SAS,Signify N.V.,2025-11-21,0.61,current
GB00BP6MXD84,"Elliott Investment Management, L.P",Shell plc,2025-11-21,0.59,current
NL0009739416,Marshall Wace LLP,PostNL N.V.,2025-11-21,0.89,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2025-11-21,1.51,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-11-21,1.85,current
NL0013267909,"AQR Capital Management, LLC",Akzo Nobel N.V.,2025-11-20,0.6,current
NL0011872650,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,2025-11-20,1.9,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2025-11-20,1.5,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-11-20,1.61,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2025-11-19,1.37,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-11-19,1.55,current
NL0013267909,"AQR Capital Management, LLC",Akzo Nobel N.V.,2025-11-18,0.51,current
NL0011821392,"AQR Capital Management, LLC",Signify N.V.,2025-11-18,0.7,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,2025-11-18,1.02,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2025-11-18,1.44,current
NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,2025-11-17,1.11,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2025-11-17,1.24,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-11-17,1.41,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2025-11-14,1.31,current
NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,2025-11-13,1.74,current
NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2025-11-13,0.79,current
NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,2025-11-13,1.0,current
NL0000289213,Citadel Advisors LLC,Wereldhave N.V.,2025-11-12,0.59,current
CH1216478797,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2025-11-12,1.11,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2025-11-12,1.27,current
NL0010801007,"BlackRock Advisors, LLC",IMCD N.V.,2025-11-11,0.99,current
NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2025-11-11,0.81,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2025-11-11,1.11,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,2025-11-11,1.11,current
NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,2025-11-10,1.69,current
NL0011872650,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,2025-11-10,0.9,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2025-11-10,1.09,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2025-11-10,1.3,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-11-10,1.37,current
NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,2025-11-07,1.3,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2025-11-07,1.2,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-11-07,1.44,current
NL0010391025,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,2025-11-06,1.14,current
NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2025-11-06,0.79,current
NL0010391025,Lazard Asset Management LLC,Pharming Group N.V.,2025-11-06,0.64,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-11-06,1.58,current
NL0000289213,Citadel Advisors LLC,Wereldhave N.V.,2025-11-05,0.62,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,2025-11-05,1.03,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2025-11-05,1.13,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-11-05,1.7,current
NL0010801007,"BlackRock Advisors, LLC",IMCD N.V.,2025-11-03,1.0,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2025-11-03,1.1,current
NL0012817175,Voleon Capital Management LP,Alfen N.V.,2025-11-03,1.0,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-11-03,1.69,current
NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,2025-10-31,1.26,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,2025-10-31,0.95,current
NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2025-10-30,0.88,current
NL0006237562,Squarepoint Ops LLC,ARCADIS N.V.,2025-10-30,0.86,current
NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,2025-10-29,1.0,current
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2025-10-29,1.72,current
NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,2025-10-28,1.7,current
NL0011821392,Marshall Wace LLP,Signify N.V.,2025-10-28,1.0,current
