position_date,isin,position_holder,issuer_name,net_short_position,source
2014-12-22,NL0000352565,Oxford Asset Management,Fugro N.V.,0.53,archive
2014-12-22,NL0000337319,Oxford Asset Management,Koninklijke BAM Groep N.V.,0.69,archive
2014-12-22,NL0000289213,"Two Sigma Investments, LP",Wereldhave N.V.,0.22,archive
2014-12-19,LU0569974404,Adage Capital Management L.P.,Aperam S.A.,4.75,archive
2014-12-19,NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.88,archive
2014-12-19,LU0569974404,"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.69,archive
2014-12-19,NL0000360618,Egerton Capital (UK) LLP,SBM Offshore N.V.,0.95,archive
2014-12-19,NL0000352565,Oxford Asset Management,Fugro N.V.,0.6,archive
2014-12-18,NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.98,archive
2014-12-18,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.8,archive
2014-12-18,NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,1.07,archive
2014-12-18,NL0000360618,BlueCrest Capital Management Limited,SBM Offshore N.V.,0.99,archive
2014-12-18,LU0569974404,BNP Paribas S.A.,Aperam S.A.,0.7,archive
2014-12-18,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.73,archive
2014-12-18,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.59,archive
2014-12-18,NL0000337319,Oxford Asset Management,Koninklijke BAM Groep N.V.,0.79,archive
2014-12-17,LU0569974404,Adage Capital Management L.P.,Aperam S.A.,4.68,archive
2014-12-17,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.72,archive
2014-12-17,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.67,archive
2014-12-16,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.61,archive
2014-12-16,NL0000360618,BlueCrest Capital Management Limited,SBM Offshore N.V.,1.0,archive
2014-12-16,NL0000289213,JPMorgan Asset Management (UK) Ltd.,Wereldhave N.V.,0.4,archive
2014-12-16,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.42,archive
2014-12-16,NL0000360618,"WorldQuant, LLC",SBM Offshore N.V.,0.59,archive
2014-12-15,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.18,archive
2014-12-15,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.6,archive
2014-12-15,NL0000360618,"WorldQuant, LLC",SBM Offshore N.V.,0.6,archive
2014-12-12,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.5,archive
2014-12-12,LU0569974404,"BlackRock Advisors, LLC",Aperam S.A.,0.51,archive
2014-12-12,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.01,archive
2014-12-12,NL0000289213,Susquehanna International Holdings LLC,Wereldhave N.V.,0.45,archive
2014-12-11,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.44,archive
2014-12-11,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.57,archive
2014-12-11,NL0000352565,Oxford Asset Management,Fugro N.V.,0.52,archive
2014-12-11,NL0000289213,Susquehanna International Holdings LLC,Wereldhave N.V.,0.53,archive
2014-12-11,NL0000289213,"Two Sigma Investments, LP",Wereldhave N.V.,0.59,archive
2014-12-10,NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,2.02,archive
2014-12-10,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.39,archive
2014-12-10,NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,1.16,archive
2014-12-10,NL0000360618,BlueCrest Capital Management Limited,SBM Offshore N.V.,0.99,archive
2014-12-10,NL0000289213,JPMorgan Asset Management (UK) Ltd.,Wereldhave N.V.,0.65,archive
2014-12-10,NL0000352565,Marshall Wace LLP,Fugro N.V.,0.48,archive
2014-12-10,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,0.91,archive
2014-12-10,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.6,archive
2014-12-10,NL0000337319,Oxford Asset Management,Koninklijke BAM Groep N.V.,0.88,archive
2014-12-10,NL0000360618,"WorldQuant, LLC",SBM Offshore N.V.,0.5,archive
2014-12-09,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,0.82,archive
2014-12-08,NL0000360618,BlueCrest Capital Management Limited,SBM Offshore N.V.,1.0,archive
2014-12-08,NL0000360618,Man Investments Limited,SBM Offshore N.V.,0.51,archive
2014-12-08,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.56,archive
2014-12-05,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,0.78,archive
2014-12-05,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.49,archive
2014-12-04,NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.98,archive
2014-12-04,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.5,archive
2014-12-03,LU0569974404,Adage Capital Management L.P.,Aperam S.A.,4.73,archive
2014-12-03,LU0569974404,CQS (UK) LLP,Aperam S.A.,1.29,archive
2014-12-03,NL0000352565,Marshall Wace LLP,Fugro N.V.,0.56,archive
2014-12-03,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,0.86,archive
2014-12-02,NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.87,archive
2014-12-02,NL0000352565,Marshall Wace LLP,Fugro N.V.,0.67,archive
2014-12-01,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,0.98,archive
2014-12-01,NL0000288876,Wellington Management Company LLP,Eurocommercial Properties N.V.,0.79,archive
2014-11-28,NL0000352565,Marshall Wace LLP,Fugro N.V.,0.78,archive
2014-11-27,NL0000360618,"Discovery Capital Management, LLC",SBM Offshore N.V.,1.58,archive
2014-11-27,NL0000360618,Egerton Capital (UK) LLP,SBM Offshore N.V.,0.75,archive
2014-11-27,NL0000352565,Marshall Wace LLP,Fugro N.V.,0.81,archive
2014-11-25,NL0000352565,Marshall Wace LLP,Fugro N.V.,0.77,archive
2014-11-25,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.08,archive
2014-11-24,NL0000360618,BlueCrest Capital Management Limited,SBM Offshore N.V.,0.93,archive
2014-11-21,NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,1.2,archive
2014-11-21,NL0000352565,Marshall Wace LLP,Fugro N.V.,0.81,archive
2014-11-20,NL0000360618,BlueCrest Capital Management Limited,SBM Offshore N.V.,0.83,archive
2014-11-20,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.04,archive
2014-11-20,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.17,archive
2014-11-19,LU0569974404,Adage Capital Management L.P.,Aperam S.A.,4.65,archive
2014-11-19,NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,1.14,archive
2014-11-18,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.29,archive
2014-11-18,NL0000360618,BlueCrest Capital Management Limited,SBM Offshore N.V.,0.74,archive
2014-11-18,LU0569974404,CQS (UK) LLP,Aperam S.A.,1.3,archive
2014-11-18,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.19,archive
2014-11-18,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.43,archive
2014-11-17,NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.69,archive
2014-11-17,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.3,archive
2014-11-17,NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,1.04,archive
2014-11-17,NL0000360618,BlueCrest Capital Management Limited,SBM Offshore N.V.,0.67,archive
2014-11-17,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.33,archive
2014-11-17,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.27,archive
2014-11-17,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.58,archive
2014-11-14,NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.7,archive
2014-11-14,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.46,archive
2014-11-14,NL0000352565,Oxford Asset Management,Fugro N.V.,0.43,archive
2014-11-14,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.64,archive
2014-11-13,LU0569974404,Adage Capital Management L.P.,Aperam S.A.,4.46,archive
2014-11-12,LU0569974404,Adage Capital Management L.P.,Aperam S.A.,4.34,archive
2014-11-12,NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.89,archive
2014-11-12,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.2,archive
2014-11-12,NL0000360618,BlueCrest Capital Management Limited,SBM Offshore N.V.,0.59,archive
2014-11-12,NL0000360618,"Discovery Capital Management, LLC",SBM Offshore N.V.,1.23,archive
2014-11-12,NL0000387058,"Hound Partners, LLC",TomTom N.V.,1.41,archive
2014-11-12,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.67,archive
2014-11-12,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.38,archive
2014-11-12,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.42,archive
2014-11-12,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.55,archive
2014-11-11,NL0009432491,Adelphi Capital LLP,Koninklijke Vopak N.V.,0.48,archive
2014-11-11,NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.91,archive
2014-11-11,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.81,archive
2014-11-11,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.44,archive
2014-11-11,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.85,archive
2014-11-11,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.63,archive
2014-11-10,LU0569974404,Adage Capital Management L.P.,Aperam S.A.,4.2,archive
2014-11-10,NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.84,archive
2014-11-10,NL0000360618,Kynikos Associates LP,SBM Offshore N.V.,0.56,archive
2014-11-10,NL0000352565,Marshall Wace LLP,Fugro N.V.,2.02,archive
2014-11-10,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.92,archive
2014-11-10,NL0000352565,Martin Currie Investment Management Ltd.,Fugro N.V.,0.34,archive
2014-11-10,NL0000352565,Oxford Asset Management,Fugro N.V.,0.59,archive
2014-11-10,NL0000352565,TT International,Fugro N.V.,0.21,archive
2014-11-10,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.74,archive
2014-11-07,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.13,archive
2014-11-07,NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.48,archive
2014-11-07,NL0000352565,Marshall Wace LLP,Fugro N.V.,2.9,archive
2014-11-07,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.07,archive
2014-11-07,NL0000352565,TT International,Fugro N.V.,0.62,archive
2014-11-07,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.67,archive
2014-11-07,NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.47,archive
2014-11-06,NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.95,archive
2014-11-06,NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.73,archive
2014-11-06,NL0000352565,Citadel Advisors II LLC,Fugro N.V.,0.49,archive
2014-11-06,NL0000337319,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,0.33,archive
2014-11-06,NL0000360618,Man Investments Limited,SBM Offshore N.V.,0.48,archive
2014-11-06,NL0000352565,Marshall Wace LLP,Fugro N.V.,3.28,archive
2014-11-06,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.55,archive
2014-11-05,LU0569974404,Adage Capital Management L.P.,Aperam S.A.,4.01,archive
2014-11-05,NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,2.09,archive
2014-11-05,NL0000352565,Marshall Wace LLP,Fugro N.V.,3.99,archive
2014-11-05,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.16,archive
2014-11-05,NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.59,archive
2014-11-04,LU0569974404,Adage Capital Management L.P.,Aperam S.A.,3.77,archive
2014-11-04,NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.78,archive
2014-11-04,NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.58,archive
2014-11-04,NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,1.62,archive
2014-11-04,NL0000352565,GAM Investment Management Lugano SA,Fugro N.V.,0.19,archive
2014-11-04,NL0000337319,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,0.61,archive
2014-11-04,NL0000360618,Man Investments Limited,SBM Offshore N.V.,0.5,archive
2014-11-04,NL0000352565,Marshall Wace LLP,Fugro N.V.,3.52,archive
2014-11-04,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.08,archive
2014-11-03,NL0000352565,Marshall Wace LLP,Fugro N.V.,2.73,archive
2014-11-03,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.1,archive
2014-11-03,NL0000352565,Martin Currie Investment Management Ltd.,Fugro N.V.,0.55,archive
2014-11-03,NL0000352565,Oxford Asset Management,Fugro N.V.,0.8,archive
2014-11-03,NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.66,archive
2014-11-03,NL0000360618,"WorldQuant, LLC",SBM Offshore N.V.,0.45,archive
2014-10-31,LU0569974404,Adage Capital Management L.P.,Aperam S.A.,3.6,archive
2014-10-31,NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.6,archive
2014-10-31,NL0000352565,BlackRock Investment Management (UK) Limited,Fugro N.V.,0.16,archive
2014-10-31,NL0000352565,Citadel Advisors II LLC,Fugro N.V.,0.56,archive
2014-10-31,NL0000352565,Marshall Wace LLP,Fugro N.V.,2.32,archive
2014-10-31,NL0000352565,Oxford Asset Management,Fugro N.V.,0.73,archive
2014-10-31,NL0000360618,"WorldQuant, LLC",SBM Offshore N.V.,0.51,archive
2014-10-30,LU0569974404,Adage Capital Management L.P.,Aperam S.A.,3.48,archive
2014-10-30,LU0569974404,"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.71,archive
2014-10-30,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.77,archive
2014-10-30,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.02,archive
2014-10-30,NL0000352565,UBS Limited,Fugro N.V.,0.47,archive
2014-10-30,NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.76,archive
2014-10-29,LU0569974404,Marshall Wace LLP,Aperam S.A.,0.47,archive
2014-10-29,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.69,archive
2014-10-29,NL0000352565,UBS Limited,Fugro N.V.,0.5,archive
2014-10-28,LU0569974404,Adage Capital Management L.P.,Aperam S.A.,3.35,archive
2014-10-28,NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.52,archive
2014-10-28,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.14,archive
2014-10-28,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.9,archive
2014-10-28,NL0000360618,"WorldQuant, LLC",SBM Offshore N.V.,0.63,archive
2014-10-27,NL0000360618,BlueCrest Capital Management Limited,SBM Offshore N.V.,0.6,archive
2014-10-27,NL0000387058,"Hound Partners, LLC",TomTom N.V.,1.31,archive
2014-10-27,LU0569974404,Marshall Wace LLP,Aperam S.A.,0.56,archive
2014-10-27,NL0000360618,"WorldQuant, LLC",SBM Offshore N.V.,0.56,archive
2014-10-24,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.01,archive
2014-10-24,LU0569974404,"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.65,archive
2014-10-24,NL0000387058,"Hound Partners, LLC",TomTom N.V.,1.23,archive
2014-10-24,LU0569974404,Marshall Wace LLP,Aperam S.A.,0.61,archive
2014-10-24,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.25,archive
2014-10-24,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.8,archive
2014-10-24,NL0000352565,Oxford Asset Management,Fugro N.V.,0.62,archive
2014-10-23,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.99,archive
2014-10-23,NL0000352565,Lansdowne Partners (UK) LLP,Fugro N.V.,0.45,archive
2014-10-23,NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.89,archive
2014-10-22,NL0000387058,"Hound Partners, LLC",TomTom N.V.,1.11,archive
2014-10-22,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.79,archive
2014-10-22,LU0569974404,TT International,Aperam S.A.,0.23,archive
2014-10-22,NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.9,archive
2014-10-21,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.03,archive
2014-10-21,NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.49,archive
2014-10-21,NL0000360618,BlueCrest Capital Management Limited,SBM Offshore N.V.,0.51,archive
2014-10-21,NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,1.59,archive
2014-10-21,NL0000387058,"Hound Partners, LLC",TomTom N.V.,0.78,archive
2014-10-21,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.83,archive
2014-10-21,LU0323134006,Odey Asset Management LLP,ArcelorMittal S.A.,0.49,archive
2014-10-21,LU0569974404,TT International,Aperam S.A.,0.65,archive
2014-10-20,LU0569974404,Adage Capital Management L.P.,Aperam S.A.,2.99,archive
2014-10-20,NL0000352565,BlackRock Investment Management (UK) Limited,Fugro N.V.,0.58,archive
2014-10-20,NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,1.49,archive
2014-10-20,NL0000387058,"Hound Partners, LLC",TomTom N.V.,0.52,archive
2014-10-20,NL0000360618,Man Investments Limited,SBM Offshore N.V.,0.48,archive
2014-10-20,LU0569974404,Marshall Wace LLP,Aperam S.A.,0.55,archive
2014-10-20,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.77,archive
2014-10-20,LU0323134006,Odey Asset Management LLP,ArcelorMittal S.A.,0.51,archive
2014-10-20,NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.82,archive
2014-10-17,NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,1.32,archive
2014-10-17,NL0000360618,Egerton Capital (UK) LLP,SBM Offshore N.V.,0.35,archive
2014-10-17,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.84,archive
2014-10-17,NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.73,archive
2014-10-16,NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.53,archive
2014-10-16,NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,1.13,archive
2014-10-16,LU0569974404,BNP Paribas S.A.,Aperam S.A.,0.65,archive
2014-10-16,NL0000352565,GAM Investment Management Lugano SA,Fugro N.V.,0.7,archive
2014-10-16,NL0000360618,Man Investments Limited,SBM Offshore N.V.,0.57,archive
2014-10-16,LU0569974404,Marshall Wace LLP,Aperam S.A.,0.62,archive
2014-10-16,LU0569974404,TT International,Aperam S.A.,0.87,archive
2014-10-16,NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.66,archive
2014-10-15,NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.45,archive
2014-10-15,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.91,archive
2014-10-15,NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.68,archive
2014-10-15,NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,0.91,archive
2014-10-15,LU0569974404,BNP Paribas S.A.,Aperam S.A.,0.58,archive
2014-10-15,LU0569974404,CQS (UK) LLP,Aperam S.A.,1.26,archive
2014-10-15,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.15,archive
2014-10-15,NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.57,archive
2014-10-14,NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.5,archive
2014-10-14,NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,0.84,archive
2014-10-13,NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,0.69,archive
2014-10-13,LU0569974404,BNP Paribas S.A.,Aperam S.A.,0.61,archive
2014-10-13,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.09,archive
2014-10-13,LU0323134006,Odey Asset Management LLP,ArcelorMittal S.A.,0.49,archive
2014-10-10,LU0569974404,"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.51,archive
2014-10-10,NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,0.7,archive
2014-10-10,NL0000352565,Lansdowne Partners (UK) LLP,Fugro N.V.,0.58,archive
2014-10-10,LU0569974404,Marshall Wace LLP,Aperam S.A.,0.72,archive
2014-10-10,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.1,archive
2014-10-10,LU0569974404,TT International,Aperam S.A.,0.76,archive
2014-10-09,NL0000337319,BlackRock Investment Management (UK) Limited,Koninklijke BAM Groep N.V.,0.32,archive
2014-10-09,NL0000337319,Oxford Asset Management,Koninklijke BAM Groep N.V.,0.94,archive
2014-10-09,LU0569974404,TT International,Aperam S.A.,0.54,archive
2014-10-08,NL0000337319,BlackRock Investment Management (UK) Limited,Koninklijke BAM Groep N.V.,0.52,archive
2014-10-08,NL0000352565,Oxford Asset Management,Fugro N.V.,0.5,archive
2014-10-08,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.42,archive
2014-10-07,LU0569974404,Marshall Wace LLP,Aperam S.A.,0.6,archive
2014-10-07,NL0000352565,Marshall Wace LLP,Fugro N.V.,1.05,archive
2014-10-07,NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.5,archive
2014-10-06,LU0323134006,"AQR Capital Management, LLC",ArcelorMittal S.A.,0.59,archive
2014-10-06,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.8,archive
2014-10-06,LU0569974404,Marshall Wace LLP,Aperam S.A.,0.51,archive
2014-10-06,NL0000352565,Marshall Wace LLP,Fugro N.V.,0.98,archive
2014-10-06,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.96,archive
2014-10-06,NL0000337319,Oxford Asset Management,Koninklijke BAM Groep N.V.,0.83,archive
2014-10-06,LU0569974404,TT International,Aperam S.A.,0.33,archive
2014-10-03,LU0569974404,"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.49,archive
2014-10-03,NL0000360618,Man Investments Limited,SBM Offshore N.V.,0.63,archive
2014-10-03,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.06,archive
2014-10-03,LU0569974404,TT International,Aperam S.A.,0.53,archive
2014-10-02,NL0009432491,Adelphi Capital LLP,Koninklijke Vopak N.V.,0.55,archive
2014-10-02,NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.37,archive
2014-10-02,LU0569974404,CQS (UK) LLP,Aperam S.A.,1.39,archive
2014-10-01,NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,0.62,archive
2014-10-01,LU0569974404,CQS (UK) LLP,Aperam S.A.,1.66,archive
2014-10-01,NL0000360618,Man Investments Limited,SBM Offshore N.V.,0.53,archive
2014-10-01,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.17,archive
2014-10-01,LU0569974404,TT International,Aperam S.A.,0.73,archive
2014-09-30,NL0000360618,Egerton Capital (UK) LLP,SBM Offshore N.V.,0.64,archive
2014-09-30,NL0000352565,Marshall Wace LLP,Fugro N.V.,0.89,archive
2014-09-30,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.23,archive
2014-09-29,LU0569974404,Adage Capital Management L.P.,Aperam S.A.,3.76,archive
2014-09-29,LU0569974404,"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.52,archive
2014-09-29,NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,0.55,archive
2014-09-29,NL0000360618,Egerton Capital (UK) LLP,SBM Offshore N.V.,0.77,archive
2014-09-29,NL0009432491,Fil Investment Services (UK) Limited,Koninklijke Vopak N.V.,0.49,archive
2014-09-29,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.31,archive
2014-09-29,NL0000337319,Oxford Asset Management,Koninklijke BAM Groep N.V.,0.73,archive
2014-09-29,LU0569974404,TT International,Aperam S.A.,0.67,archive
2014-09-26,NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.71,archive
2014-09-26,LU0569974404,BNP Paribas S.A.,Aperam S.A.,0.53,archive
2014-09-26,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.46,archive
2014-09-26,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.97,archive
2014-09-26,LU0569974404,Millennium International Management LP,Aperam S.A.,0.48,archive
2014-09-25,NL0000352565,Lansdowne Partners (UK) LLP,Fugro N.V.,0.66,archive
2014-09-25,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.51,archive
2014-09-25,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.06,archive
2014-09-25,LU0569974404,Millennium International Management LP,Aperam S.A.,0.53,archive
2014-09-23,NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.63,archive
2014-09-23,NL0000352565,BlackRock Investment Management (UK) Limited,Fugro N.V.,0.6,archive
2014-09-23,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.67,archive
2014-09-23,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.1,archive
2014-09-22,NL0009269109,"BlackRock Institutional Trust Company, National Association",Koninklijke Heijmans N.V.,0.49,archive
2014-09-22,NL0000360618,Egerton Capital (UK) LLP,SBM Offshore N.V.,0.91,archive
2014-09-22,NL0000352565,Marshall Wace LLP,Fugro N.V.,0.99,archive
2014-09-22,NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.74,archive
2014-09-22,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.09,archive
2014-09-22,LU0323134006,Odey Asset Management LLP,ArcelorMittal S.A.,0.54,archive
2014-09-22,LU0569974404,TT International,Aperam S.A.,0.5,archive
2014-09-19,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.1,archive
2014-09-18,NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.29,archive
2014-09-18,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.04,archive
2014-09-17,NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.3,archive
2014-09-17,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.74,archive
2014-09-16,LU0569974404,Adage Capital Management L.P.,Aperam S.A.,3.12,archive
2014-09-15,NL0000360618,Egerton Capital (UK) LLP,SBM Offshore N.V.,0.73,archive
2014-09-15,NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.9,archive
2014-09-12,LU0569974404,BNP Paribas S.A.,Aperam S.A.,0.47,archive
2014-09-11,NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.62,archive
