position_date,isin,position_holder,issuer_name,net_short_position,source
2025-06-10,NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,0.45,archive
2025-06-10,NL0011872650,Voleon Capital Management LP,Basic-Fit N.V.,0.48,archive
2025-06-10,NL0009739416,Voleon Capital Management LP,PostNL N.V.,0.69,archive
2025-06-09,NL0000888691,Acadian Asset Management LLC.,AMG Critical Materials N.V.,0.7,archive
2025-06-09,NL0000888691,Actus Ray Partners Limited,AMG Critical Materials N.V.,0.89,archive
2025-06-09,NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,1.3,archive
2025-06-09,NL0009739416,Citadel Advisors LLC,PostNL N.V.,0.6,archive
2025-06-09,NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,1.0,archive
2025-06-09,NL0012817175,Millennium International Management LP,Alfen N.V.,0.54,archive
2025-06-09,NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,0.51,archive
2025-06-09,NL0009739416,Voleon Capital Management LP,PostNL N.V.,0.7,archive
2025-06-06,BE0003818359,Citadel Advisors LLC,Lakefront Biotherapeutics NV,0.69,archive
2025-06-06,NL0009739416,Citadel Advisors LLC,PostNL N.V.,0.58,archive
2025-06-06,NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,0.66,archive
2025-06-06,NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,0.62,archive
2025-06-06,NL0000009538,Marshall Wace LLP,Koninklijke Philips N.V.,0.5,archive
2025-06-06,NL0013332471,Otus Capital Management Ltd.,TomTom N.V.,0.44,archive
2025-06-06,NL0012817175,"PDT Partners, LLC",Alfen N.V.,2.9,archive
2025-06-05,NL00150003E1,BlackRock Investment Management (UK) Limited,Fugro N.V.,0.7,archive
2025-06-05,NL0010558797,Citadel Advisors LLC,OCI N.V.,0.8,archive
2025-06-05,NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,0.73,archive
2025-06-05,NL0010776944,Marshall Wace LLP,Brunel International N.V.,0.51,archive
2025-06-05,NL0012817175,Millennium International Management LP,Alfen N.V.,0.69,archive
2025-06-05,NL0012817175,"PDT Partners, LLC",Alfen N.V.,2.89,archive
2025-06-04,NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,1.27,archive
2025-06-04,NL00150003E1,BlackRock Investment Management (UK) Limited,Fugro N.V.,0.67,archive
2025-06-04,NL0010391025,"D. E. Shaw & Co., L.P.",Pharming Group N.V.,0.49,archive
2025-06-04,NL0009739416,GSA Capital Partners LLP,PostNL N.V.,0.59,archive
2025-06-04,NL0012817175,Millennium International Management LP,Alfen N.V.,0.71,archive
2025-06-03,NL00150003E1,BlackRock Investment Management (UK) Limited,Fugro N.V.,0.56,archive
2025-06-03,NL0011821392,Citadel Advisors LLC,Signify N.V.,1.14,archive
2025-06-03,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,2.0,archive
2025-06-03,NL0011872650,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,1.59,archive
2025-06-03,NL00150003E1,Marshall Wace LLP,Fugro N.V.,0.82,archive
2025-06-03,NL0000009538,Marshall Wace LLP,Koninklijke Philips N.V.,0.48,archive
2025-06-03,NL0010776944,Numeric Investors LLC,Brunel International N.V.,0.51,archive
2025-06-02,NL0013267909,"BlackRock Financial Management, Inc.",Akzo Nobel N.V.,0.5,archive
2025-06-02,NL0011821392,Citadel Advisors LLC,Signify N.V.,1.09,archive
2025-06-02,NL0012817175,"PDT Partners, LLC",Alfen N.V.,2.9,archive
2025-06-02,NL0011821392,"Point72 Europe (London), LLP",Signify N.V.,0.45,archive
2025-06-02,NL0012817175,Voleon Capital Management LP,Alfen N.V.,0.71,archive
2025-06-02,NL0011872650,Wellington Management International Ltd.,Basic-Fit N.V.,0.91,archive
2025-05-30,NL0000888691,Citadel Advisors LLC,AMG Critical Materials N.V.,0.6,archive
2025-05-30,NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,0.68,archive
2025-05-30,LU2290522684,Kintbury Capital LLP,InPost S.A.,0.52,archive
2025-05-30,NL0012817175,Millennium International Management LP,Alfen N.V.,0.69,archive
2025-05-30,NL0012866412,Numeric Investors LLC,BE Semiconductor Industries N.V.,1.05,archive
2025-05-30,NL0010558797,Numeric Investors LLC,OCI N.V.,0.73,archive
2025-05-30,NL0011821392,"Point72 Europe (London), LLP",Signify N.V.,0.5,archive
2025-05-29,NL0000888691,Acadian Asset Management LLC.,AMG Critical Materials N.V.,0.88,archive
2025-05-29,NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,0.78,archive
2025-05-29,NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,0.7,archive
2025-05-29,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.49,archive
2025-05-28,BE0003818359,"Arrowstreet Capital, Limited Partnership",Lakefront Biotherapeutics NV,1.6,archive
2025-05-28,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.99,archive
2025-05-28,NL00150003E1,Marshall Wace LLP,Fugro N.V.,0.71,archive
2025-05-28,NL0012817175,Millennium International Management LP,Alfen N.V.,0.72,archive
2025-05-28,NL0012817175,"PDT Partners, LLC",Alfen N.V.,2.75,archive
2025-05-27,NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,1.4,archive
2025-05-27,NL0010558797,Citadel Advisors LLC,OCI N.V.,0.76,archive
2025-05-27,LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.58,archive
2025-05-27,LU2290522684,Marshall Wace LLP,InPost S.A.,0.7,archive
2025-05-27,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.58,archive
2025-05-27,NL0011872650,Wellington Management International Ltd.,Basic-Fit N.V.,0.81,archive
2025-05-27,NL0012817175,"WorldQuant, LLC",Alfen N.V.,0.41,archive
2025-05-26,NL0012817175,Millennium International Management LP,Alfen N.V.,0.61,archive
2025-05-26,NL0012817175,"PDT Partners, LLC",Alfen N.V.,2.85,archive
2025-05-26,NL0012817175,"WorldQuant, LLC",Alfen N.V.,0.54,archive
2025-05-23,NL0011821392,Citadel Advisors Europe Limited,Signify N.V.,0.48,archive
2025-05-23,NL00150003E1,Marshall Wace LLP,Fugro N.V.,0.64,archive
2025-05-23,NL0012817175,"WorldQuant, LLC",Alfen N.V.,0.62,archive
2025-05-22,NL0000888691,Acadian Asset Management LLC.,AMG Critical Materials N.V.,0.99,archive
2025-05-22,NL0012866412,"AQR Capital Management, LLC",BE Semiconductor Industries N.V.,0.7,archive
2025-05-22,NL0011821392,Citadel Advisors Europe Limited,Signify N.V.,0.53,archive
2025-05-22,NL0000888691,Citadel Advisors LLC,AMG Critical Materials N.V.,0.55,archive
2025-05-22,NL00150003E1,Citadel Advisors LLC,Fugro N.V.,0.49,archive
2025-05-22,BE0003818359,Citadel Advisors LLC,Lakefront Biotherapeutics NV,0.71,archive
2025-05-22,NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,0.88,archive
2025-05-22,NL0000009538,Marshall Wace LLP,Koninklijke Philips N.V.,0.51,archive
2025-05-22,NL0012817175,Millennium International Management LP,Alfen N.V.,0.55,archive
2025-05-21,NL0010801007,"AQR Capital Management, LLC",IMCD N.V.,0.61,archive
2025-05-21,NL0000888691,"BlackRock Advisors, LLC",AMG Critical Materials N.V.,0.47,archive
2025-05-21,NL0011821392,Citadel Advisors Europe Limited,Signify N.V.,0.6,archive
2025-05-21,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.44,archive
2025-05-21,NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,0.97,archive
2025-05-21,NL0012817175,"PDT Partners, LLC",Alfen N.V.,2.98,archive
2025-05-20,NL0000888691,Acadian Asset Management LLC.,AMG Critical Materials N.V.,1.02,archive
2025-05-20,NL0012866412,"AQR Capital Management, LLC",BE Semiconductor Industries N.V.,0.63,archive
2025-05-20,NL0000009538,"AQR Capital Management, LLC",Koninklijke Philips N.V.,0.6,archive
2025-05-20,NL0000888691,"BlackRock Advisors, LLC",AMG Critical Materials N.V.,0.5,archive
2025-05-20,NL0012866412,Canada Pension Plan Investment Board,BE Semiconductor Industries N.V.,0.93,archive
2025-05-20,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.57,archive
2025-05-20,NL00150003E1,Citadel Advisors LLC,Fugro N.V.,0.55,archive
2025-05-20,BE0003818359,Citadel Advisors LLC,Lakefront Biotherapeutics NV,0.66,archive
2025-05-20,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.6,archive
2025-05-20,NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,0.68,archive
2025-05-20,NL00150003E1,Marshall Wace LLP,Fugro N.V.,0.59,archive
2025-05-20,NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,1.0,archive
2025-05-20,NL0012817175,Millennium International Management LP,Alfen N.V.,0.65,archive
2025-05-20,BE0003818359,Qube Research & Technologies Ltd.,Lakefront Biotherapeutics NV,0.61,archive
2025-05-20,NL0012817175,Voleon Capital Management LP,Alfen N.V.,0.63,archive
2025-05-20,NL0009739416,Voleon Capital Management LP,PostNL N.V.,0.6,archive
2025-05-20,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.51,archive
2025-05-19,NL0015001OI1,Amber Capital UK LLP,MFE-MEDIAFOREUROPE N.V.,0.56,archive
2025-05-19,BE0003818359,"Arrowstreet Capital, Limited Partnership",Lakefront Biotherapeutics NV,1.53,archive
2025-05-19,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.75,archive
2025-05-19,NL0011821392,Citadel Advisors LLC,Signify N.V.,0.9,archive
2025-05-19,NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,0.92,archive
2025-05-19,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,2.07,archive
2025-05-19,NL00150003E1,Marshall Wace LLP,Fugro N.V.,0.67,archive
2025-05-19,NL0012817175,Millennium International Management LP,Alfen N.V.,0.72,archive
2025-05-19,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.69,archive
2025-05-19,NL0012817175,"PDT Partners, LLC",Alfen N.V.,3.01,archive
2025-05-19,NL0012817175,Voleon Capital Management LP,Alfen N.V.,0.59,archive
2025-05-19,NL0009739416,"WorldQuant, LLC",PostNL N.V.,0.49,archive
2025-05-16,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.69,archive
2025-05-16,NL0011821392,Citadel Advisors LLC,Signify N.V.,0.87,archive
2025-05-16,NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,0.87,archive
2025-05-16,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,2.1,archive
2025-05-16,NL0012817175,Millennium International Management LP,Alfen N.V.,0.86,archive
2025-05-16,NL0012817175,"PDT Partners, LLC",Alfen N.V.,3.21,archive
2025-05-16,NL0012817175,"WorldQuant, LLC",Alfen N.V.,0.77,archive
2025-05-15,BE0003818359,"Arrowstreet Capital, Limited Partnership",Lakefront Biotherapeutics NV,1.43,archive
2025-05-15,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.82,archive
2025-05-15,NL0012047823,"Connor, Clark & Lunn Investment Management Ltd.",Avantium N.V.,0.61,archive
2025-05-15,NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,0.74,archive
2025-05-15,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.93,archive
2025-05-15,NL00150003E1,Marshall Wace LLP,Fugro N.V.,0.77,archive
2025-05-15,LU2290522684,Marshall Wace LLP,InPost S.A.,0.69,archive
2025-05-15,NL0012866412,Numeric Investors LLC,BE Semiconductor Industries N.V.,0.91,archive
2025-05-15,NL0012817175,Trexquant Investment LP,Alfen N.V.,0.72,archive
2025-05-15,NL0012817175,"WorldQuant, LLC",Alfen N.V.,0.65,archive
2025-05-14,NL0010801007,"BlackRock Financial Management, Inc.",IMCD N.V.,0.51,archive
2025-05-14,NL0012817175,Citadel Advisors LLC,Alfen N.V.,1.04,archive
2025-05-14,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.59,archive
2025-05-14,NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,0.61,archive
2025-05-14,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.69,archive
2025-05-14,LU2290522684,Marshall Wace LLP,InPost S.A.,0.76,archive
2025-05-14,NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,0.93,archive
2025-05-14,NL0012817175,Millennium International Management LP,Alfen N.V.,0.93,archive
2025-05-14,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.75,archive
2025-05-14,NL0012817175,"PDT Partners, LLC",Alfen N.V.,3.08,archive
2025-05-13,NL0000888691,Acadian Asset Management LLC.,AMG Critical Materials N.V.,1.19,archive
2025-05-13,NL0011872650,Acadian Asset Management LLC.,Basic-Fit N.V.,0.88,archive
2025-05-13,NL0000852523,Capital Fund Management S.A.,TKH Group N.V.,0.64,archive
2025-05-13,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.97,archive
2025-05-13,NL00150003E1,Citadel Advisors LLC,Fugro N.V.,0.68,archive
2025-05-13,BE0003818359,Citadel Advisors LLC,Lakefront Biotherapeutics NV,0.72,archive
2025-05-13,NL0010558797,Citadel Advisors LLC,OCI N.V.,0.82,archive
2025-05-13,NL0011821392,Citadel Advisors LLC,Signify N.V.,0.92,archive
2025-05-13,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.47,archive
2025-05-13,NL0000852523,GLG Partners LP,TKH Group N.V.,0.48,archive
2025-05-13,NL0000852523,Marshall Wace LLP,TKH Group N.V.,0.84,archive
2025-05-13,NL0012817175,Millennium International Management LP,Alfen N.V.,0.84,archive
2025-05-13,NL00150003E1,Millennium International Management LP,Fugro N.V.,0.48,archive
2025-05-13,NL0012866412,Numeric Investors LLC,BE Semiconductor Industries N.V.,0.81,archive
2025-05-13,NL0012817175,"PDT Partners, LLC",Alfen N.V.,3.1,archive
2025-05-13,NL0012817175,Trexquant Investment LP,Alfen N.V.,0.6,archive
2025-05-12,NL0011821392,Citadel Advisors Europe Limited,Signify N.V.,0.52,archive
2025-05-12,NL0011821392,Citadel Advisors LLC,Signify N.V.,0.88,archive
2025-05-12,NL0012047823,"Connor, Clark & Lunn Investment Management Ltd.",Avantium N.V.,0.54,archive
2025-05-12,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,0.88,archive
2025-05-12,NL0010391025,"D. E. Shaw & Co., L.P.",Pharming Group N.V.,0.59,archive
2025-05-12,NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,0.59,archive
2025-05-12,NL00150003E1,Marshall Wace LLP,Fugro N.V.,0.86,archive
2025-05-12,NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,0.83,archive
2025-05-12,NL0000852523,Marshall Wace LLP,TKH Group N.V.,0.9,archive
2025-05-12,NL0012817175,"PDT Partners, LLC",Alfen N.V.,1.7,archive
2025-05-12,NL0009739416,"PDT Partners, LLC",PostNL N.V.,0.48,archive
2025-05-12,NL0011794037,"Point72 Europe (London), LLP",Koninklijke Ahold Delhaize N.V.,0.32,archive
2025-05-12,NL0012817175,Spark Investment Management LLC,Alfen N.V.,0.47,archive
2025-05-12,NL0012817175,Trexquant Investment LP,Alfen N.V.,0.5,archive
2025-05-12,NL0009739416,"WorldQuant, LLC",PostNL N.V.,0.59,archive
2025-05-09,BE0003818359,"Arrowstreet Capital, Limited Partnership",Lakefront Biotherapeutics NV,1.31,archive
2025-05-09,NL0010776944,Citadel Advisors LLC,Brunel International N.V.,0.5,archive
2025-05-09,NL00150003E1,Citadel Advisors LLC,Fugro N.V.,0.79,archive
2025-05-09,NL0011821392,Citadel Advisors LLC,Signify N.V.,0.93,archive
2025-05-09,NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,0.6,archive
2025-05-09,NL0012866412,Numeric Investors LLC,BE Semiconductor Industries N.V.,0.72,archive
2025-05-09,NL0009739416,"PDT Partners, LLC",PostNL N.V.,0.5,archive
2025-05-09,NL0009739416,Voleon Capital Management LP,PostNL N.V.,0.5,archive
2025-05-08,NL0012866412,"Arrowstreet Capital, Limited Partnership",BE Semiconductor Industries N.V.,1.1,archive
2025-05-08,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.44,archive
2025-05-08,NL00150003E1,Citadel Advisors LLC,Fugro N.V.,0.86,archive
2025-05-08,NL0011821392,Citadel Advisors LLC,Signify N.V.,0.82,archive
2025-05-08,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.61,archive
2025-05-08,NL0010391025,"D. E. Shaw & Co., L.P.",Pharming Group N.V.,0.64,archive
2025-05-08,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.8,archive
2025-05-08,NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,0.36,archive
2025-05-07,NL0000009538,"AQR Capital Management, LLC",Koninklijke Philips N.V.,0.5,archive
2025-05-07,NL00150003E1,Citadel Advisors LLC,Fugro N.V.,0.9,archive
2025-05-07,BE0003818359,Citadel Advisors LLC,Lakefront Biotherapeutics NV,0.67,archive
2025-05-07,NL0010558797,Citadel Advisors LLC,OCI N.V.,0.71,archive
2025-05-07,NL0011821392,Citadel Advisors LLC,Signify N.V.,0.69,archive
2025-05-07,NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,0.71,archive
2025-05-07,NL0010391025,Millennium International Management LP,Pharming Group N.V.,3.06,archive
2025-05-07,NL0009739416,"WorldQuant, LLC",PostNL N.V.,0.6,archive
2025-05-06,BE0003818359,"Arrowstreet Capital, Limited Partnership",Lakefront Biotherapeutics NV,1.2,archive
2025-05-06,BE0003818359,Citadel Advisors LLC,Lakefront Biotherapeutics NV,0.7,archive
2025-05-06,NL0011821392,Citadel Advisors LLC,Signify N.V.,0.59,archive
2025-05-06,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,0.99,archive
2025-05-06,NL00150003E1,Eleva Capital SAS,Fugro N.V.,0.13,archive
2025-05-06,NL0000379121,Marshall Wace LLP,Randstad N.V.,0.49,archive
2025-05-06,NL0011821392,Mirabella Financial Services LLP,Signify N.V.,0.44,archive
2025-05-05,NL0000852523,Capital Fund Management S.A.,TKH Group N.V.,0.52,archive
2025-05-05,NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,0.7,archive
2025-05-05,NL0009739416,Marshall Wace LLP,PostNL N.V.,0.68,archive
2025-05-05,NL0000852523,Marshall Wace LLP,TKH Group N.V.,0.87,archive
2025-05-05,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.94,archive
2025-05-05,NL0011821392,Mirabella Financial Services LLP,Signify N.V.,0.5,archive
2025-05-05,NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,0.79,archive
2025-05-05,NL0011872650,Voleon Capital Management LP,Basic-Fit N.V.,0.5,archive
2025-05-05,NL0011872650,Wellington Management International Ltd.,Basic-Fit N.V.,0.7,archive
2025-05-05,NL0009739416,"WorldQuant, LLC",PostNL N.V.,0.57,archive
2025-05-02,NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,1.33,archive
2025-05-02,NL0015000IY2,"AQR Capital Management, LLC",Universal Music Group N.V.,0.5,archive
2025-05-02,NL0012866412,"Arrowstreet Capital, Limited Partnership",BE Semiconductor Industries N.V.,1.02,archive
2025-05-02,NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,0.49,archive
2025-05-02,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.55,archive
2025-05-02,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.06,archive
2025-05-02,LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.65,archive
2025-05-02,NL00150003E1,Millennium International Management LP,Fugro N.V.,0.51,archive
2025-05-02,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.88,archive
2025-05-02,NL0011872650,Wellington Management International Ltd.,Basic-Fit N.V.,0.66,archive
2025-05-02,NL0009739416,"WorldQuant, LLC",PostNL N.V.,0.6,archive
2025-04-30,BE0003818359,"Arrowstreet Capital, Limited Partnership",Lakefront Biotherapeutics NV,1.13,archive
2025-04-30,NL0015002AG2,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,0.18,archive
2025-04-30,NL0009739416,"D. E. Shaw & Co., L.P.",PostNL N.V.,0.52,archive
2025-04-30,NL0012866412,Numeric Investors LLC,BE Semiconductor Industries N.V.,0.64,archive
2025-04-30,NL0012817175,"PDT Partners, LLC",Alfen N.V.,1.68,archive
2025-04-29,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.65,archive
2025-04-29,NL00150003E1,Citadel Advisors LLC,Fugro N.V.,0.82,archive
2025-04-29,NL0015002AG2,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,0.64,archive
2025-04-29,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.28,archive
2025-04-29,NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,0.68,archive
2025-04-29,NL0011821392,Mirabella Financial Services LLP,Signify N.V.,0.48,archive
2025-04-28,NL0011872643,"AQR Capital Management, LLC",ASR Nederland N.V.,0.46,archive
2025-04-28,NL0012866412,"Arrowstreet Capital, Limited Partnership",BE Semiconductor Industries N.V.,0.9,archive
2025-04-28,BMG3602E1084,Canada Pension Plan Investment Board,Flow Traders Ltd.,0.49,archive
2025-04-28,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.73,archive
2025-04-28,NL00150003E1,Citadel Advisors LLC,Fugro N.V.,0.74,archive
2025-04-28,NL0010558797,Citadel Advisors LLC,OCI N.V.,0.82,archive
2025-04-28,NL0015002AG2,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,0.7,archive
2025-04-28,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.33,archive
2025-04-28,LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,0.78,archive
2025-04-28,NL00150003E1,Marshall Wace LLP,Fugro N.V.,0.91,archive
2025-04-28,NL0012817175,"PDT Partners, LLC",Alfen N.V.,1.71,archive
2025-04-28,NL0009739416,"WorldQuant, LLC",PostNL N.V.,0.59,archive
2025-04-25,NL0011872650,Acadian Asset Management LLC.,Basic-Fit N.V.,0.91,archive
2025-04-25,NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,0.59,archive
2025-04-25,NL0012866412,Canada Pension Plan Investment Board,BE Semiconductor Industries N.V.,0.88,archive
2025-04-25,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.67,archive
2025-04-25,NL00150003E1,Citadel Advisors LLC,Fugro N.V.,0.62,archive
2025-04-25,NL0015002AG2,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,0.8,archive
2025-04-25,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.59,archive
2025-04-25,NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,0.74,archive
2025-04-25,NL0011821392,Mirabella Financial Services LLP,Signify N.V.,0.53,archive
2025-04-25,BE0003818359,Qube Research & Technologies Ltd.,Lakefront Biotherapeutics NV,0.51,archive
2025-04-25,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.48,archive
2025-04-24,NL0012866412,"Arrowstreet Capital, Limited Partnership",BE Semiconductor Industries N.V.,0.82,archive
2025-04-24,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.59,archive
2025-04-24,NL0010558797,Citadel Advisors LLC,OCI N.V.,0.72,archive
2025-04-24,NL0015002AG2,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,0.77,archive
2025-04-24,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.49,archive
2025-04-24,NL00150003E1,Marshall Wace LLP,Fugro N.V.,0.83,archive
2025-04-24,NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,0.8,archive
2025-04-24,NL0011821392,Mirabella Financial Services LLP,Signify N.V.,0.39,archive
2025-04-23,NL0000888691,Acadian Asset Management LLC.,AMG Critical Materials N.V.,1.23,archive
2025-04-23,BE0003818359,"Arrowstreet Capital, Limited Partnership",Lakefront Biotherapeutics NV,1.01,archive
2025-04-23,NL00150003E1,Citadel Advisors LLC,Fugro N.V.,0.56,archive
2025-04-23,NL0015002AG2,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,0.52,archive
2025-04-23,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,0.6,archive
2025-04-23,NL0000888691,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.68,archive
2025-04-23,NL0000852523,Marshall Wace LLP,TKH Group N.V.,0.9,archive
2025-04-23,NL0011821392,Mirabella Financial Services LLP,Signify N.V.,0.6,archive
2025-04-23,NL0012817175,"PDT Partners, LLC",Alfen N.V.,1.85,archive
2025-04-22,NL0011872650,Acadian Asset Management LLC.,Basic-Fit N.V.,0.87,archive
2025-04-22,NL0011872643,"AQR Capital Management, LLC",ASR Nederland N.V.,0.58,archive
2025-04-22,NL0012817175,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,0.47,archive
2025-04-22,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.67,archive
2025-04-22,NL0013332471,Citadel Advisors LLC,TomTom N.V.,0.49,archive
2025-04-22,NL0015002AG2,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,0.61,archive
2025-04-22,NL0012817175,"D. E. Shaw & Co., L.P.",Alfen N.V.,1.58,archive
2025-04-22,NL00150003E1,Marshall Wace LLP,Fugro N.V.,0.72,archive
2025-04-22,NL0000379121,Marshall Wace LLP,Randstad N.V.,0.51,archive
2025-04-22,NL0010391025,Millennium International Management LP,Pharming Group N.V.,2.98,archive
2025-04-22,NL0011872650,Walleye Capital LLC,Basic-Fit N.V.,0.48,archive
2025-04-17,NL0000888691,Acadian Asset Management LLC.,AMG Critical Materials N.V.,1.3,archive
2025-04-17,NL0011872650,BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,0.77,archive
2025-04-17,NL0006237562,Boldhaven Management LLP,ARCADIS N.V.,0.43,archive
2025-04-17,NL0010558797,Citadel Advisors LLC,OCI N.V.,0.6,archive
2025-04-17,NL0012866412,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,0.6,archive
2025-04-17,NL0009739416,GSA Capital Partners LLP,PostNL N.V.,0.69,archive
2025-04-17,NL00150003E1,Marshall Wace LLP,Fugro N.V.,0.6,archive
2025-04-17,NL0009739416,Marshall Wace LLP,PostNL N.V.,0.71,archive
2025-04-16,NL0012866412,"Arrowstreet Capital, Limited Partnership",BE Semiconductor Industries N.V.,0.71,archive
2025-04-16,NL0012866412,Canada Pension Plan Investment Board,BE Semiconductor Industries N.V.,0.99,archive
2025-04-16,NL0010558797,Citadel Advisors LLC,OCI N.V.,0.55,archive
2025-04-16,NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.5,archive
2025-04-15,NL0013267909,AKO Capital LLP,Akzo Nobel N.V.,1.2,archive
2025-04-15,NL0012817175,"AQR Capital Management, LLC",Alfen N.V.,0.5,archive
2025-04-15,NL0006237562,Boldhaven Management LLP,ARCADIS N.V.,0.54,archive
2025-04-15,NL0012817175,Citadel Advisors LLC,Alfen N.V.,0.58,archive
2025-04-15,BE0003818359,Citadel Advisors LLC,Lakefront Biotherapeutics NV,0.64,archive
2025-04-15,NL0006237562,Eleva Capital SAS,ARCADIS N.V.,0.59,archive
