issuer_name,isin,position_holder,net_short_position,position_date,source
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.39,2017-11-28,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",1.32,2017-11-28,archive
PostNL N.V.,NL0009739416,"WorldQuant, LLC",0.63,2017-11-28,archive
Flow Traders Ltd.,NL0011279492,Argonaut Capital Partners,0.52,2017-11-27,archive
Koninklijke Ahold Delhaize N.V.,NL0011794037,Lone Pine Capital LLC,0.46,2017-11-27,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,0.89,2017-11-27,archive
OCI N.V.,NL0010558797,Marshall Wace LLP,0.71,2017-11-27,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.4,2017-11-27,archive
Wereldhave N.V.,NL0000289213,"WorldQuant, LLC",0.49,2017-11-27,archive
Koninklijke Vopak N.V.,NL0009432491,BlackRock Investment Management (UK) Limited,0.6,2017-11-24,archive
Signify N.V.,NL0011821392,GLG Partners LP,0.69,2017-11-24,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.92,2017-11-24,archive
ArcelorMittal S.A.,LU1598757687,Marshall Wace LLP,0.49,2017-11-24,archive
Galapagos NV,BE0003818359,AHL Partners LLP,0.61,2017-11-23,archive
Flow Traders Ltd.,NL0011279492,GSA Capital Partners LLP,0.81,2017-11-23,archive
Galapagos NV,BE0003818359,Jupiter Investment Management Limited,0.58,2017-11-23,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,0.99,2017-11-23,archive
PostNL N.V.,NL0009739416,"WorldQuant, LLC",0.51,2017-11-23,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,1.15,2017-11-22,archive
Flow Traders Ltd.,NL0011279492,"Connor, Clark & Lunn Investment Management Ltd.",0.9,2017-11-22,archive
Aperam S.A.,LU0569974404,CQS (UK) LLP,0.51,2017-11-22,archive
Flow Traders Ltd.,NL0011279492,GSA Capital Partners LLP,0.79,2017-11-22,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.89,2017-11-22,archive
Galapagos NV,BE0003818359,Jupiter Investment Management Limited,0.6,2017-11-22,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,1.59,2017-11-22,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,1.02,2017-11-22,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.39,2017-11-22,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,1.6,2017-11-21,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,1.14,2017-11-21,archive
Koninklijke Vopak N.V.,NL0009432491,Marshall Wace LLP,0.79,2017-11-21,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.4,2017-11-21,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",1.22,2017-11-21,archive
Koninklijke BAM Groep N.V.,NL0000337319,BlackRock Investment Management (UK) Limited,0.58,2017-11-20,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,1.25,2017-11-20,archive
Flow Traders Ltd.,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",1.59,2017-11-20,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",1.05,2017-11-20,archive
Galapagos NV,BE0003818359,AHL Partners LLP,0.51,2017-11-17,archive
Koninklijke Ahold Delhaize N.V.,NL0011794037,"AQR Capital Management, LLC",0.2,2017-11-17,archive
Fugro N.V.,NL0000352565,"BlackRock Institutional Trust Company, National Association",0.51,2017-11-17,archive
Koninklijke BAM Groep N.V.,NL0000337319,Canada Pension Plan Investment Board,0.7,2017-11-17,archive
Wereldhave N.V.,NL0000289213,Capital Fund Management S.A.,0.69,2017-11-17,archive
Koninklijke Vopak N.V.,NL0009432491,Citadel Advisors II LLC,0.59,2017-11-17,archive
Galapagos NV,BE0003818359,Jupiter Investment Management Limited,0.5,2017-11-17,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,1.38,2017-11-17,archive
Fugro N.V.,NL0000352565,Oxford Asset Management,0.6,2017-11-17,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",1.1,2017-11-17,archive
Wereldhave N.V.,NL0000289213,"WorldQuant, LLC",0.5,2017-11-17,archive
BE Semiconductor Industries N.V.,NL0000339760,CQS (UK) LLP,1.51,2017-11-16,archive
Flow Traders Ltd.,NL0011279492,GSA Capital Partners LLP,0.8,2017-11-16,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.98,2017-11-16,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,1.48,2017-11-16,archive
Wereldhave N.V.,NL0000289213,Millennium International Management LP,0.69,2017-11-16,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.95,2017-11-16,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",1.06,2017-11-16,archive
Koninklijke Vopak N.V.,NL0009432491,Citadel Advisors II LLC,0.6,2017-11-15,archive
Fugro N.V.,NL0000352565,"Clinton Group, Inc",0.49,2017-11-15,archive
Fugro N.V.,NL0000352565,HBK Investments LP,2.01,2017-11-15,archive
ARCADIS N.V.,NL0006237562,Marshall Wace LLP,0.7,2017-11-15,archive
Koninklijke Vopak N.V.,NL0009432491,Marshall Wace LLP,0.82,2017-11-15,archive
Flow Traders Ltd.,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",1.72,2017-11-15,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.86,2017-11-15,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",0.98,2017-11-15,archive
Fugro N.V.,NL0000352565,AXA Investment Managers Chorus Limited,1.1,2017-11-14,archive
Koninklijke BAM Groep N.V.,NL0000337319,BlackRock Investment Management (UK) Limited,0.69,2017-11-14,archive
Wereldhave N.V.,NL0000289213,Capital Fund Management S.A.,0.7,2017-11-14,archive
Flow Traders Ltd.,NL0011279492,GSA Capital Partners LLP,0.78,2017-11-14,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.97,2017-11-14,archive
ArcelorMittal S.A.,LU1598757687,Marshall Wace LLP,0.51,2017-11-14,archive
OCI N.V.,NL0010558797,Marshall Wace LLP,0.69,2017-11-14,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",0.88,2017-11-14,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,1.25,2017-11-13,archive
Fugro N.V.,NL0000352565,Capital Fund Management S.A.,0.61,2017-11-13,archive
Fugro N.V.,NL0000352565,"Clinton Group, Inc",0.5,2017-11-13,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.89,2017-11-13,archive
Brunel International N.V.,NL0010776944,JPMorgan Asset Management (UK) Ltd.,0.38,2017-11-13,archive
ArcelorMittal S.A.,LU1598757687,Marshall Wace LLP,0.49,2017-11-13,archive
Koninklijke Vopak N.V.,NL0009432491,Marshall Wace LLP,0.74,2017-11-13,archive
Sif Holding N.V.,NL0011660485,Renaissance Technologies LLC,0.8,2017-11-13,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",0.73,2017-11-13,archive
Koninklijke Heijmans N.V.,NL0009269109,Citadel GP LLC,0.47,2017-11-10,archive
Signify N.V.,NL0011821392,GLG Partners LP,0.71,2017-11-10,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.92,2017-11-10,archive
ArcelorMittal S.A.,LU1598757687,Marshall Wace LLP,0.5,2017-11-10,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,1.53,2017-11-10,archive
Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",0.6,2017-11-10,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,1.37,2017-11-09,archive
Basic-Fit N.V.,NL0011872650,BlackRock Investment Management (UK) Limited,0.99,2017-11-09,archive
Wereldhave N.V.,NL0000289213,Capital Fund Management S.A.,0.69,2017-11-09,archive
Koninklijke Heijmans N.V.,NL0009269109,Citadel GP LLC,0.52,2017-11-09,archive
Koninklijke BAM Groep N.V.,NL0000337319,"Davidson Kempner European Partners, LLP",0.69,2017-11-09,archive
Flow Traders Ltd.,NL0011279492,GSA Capital Partners LLP,0.62,2017-11-09,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,1.43,2017-11-09,archive
Koninklijke Vopak N.V.,NL0009432491,Marshall Wace LLP,0.61,2017-11-09,archive
SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",2.18,2017-11-08,archive
SBM Offshore N.V.,NL0000360618,"BlackRock Institutional Trust Company, National Association",0.59,2017-11-08,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.81,2017-11-08,archive
Koninklijke Ahold Delhaize N.V.,NL0011794037,Lone Pine Capital LLC,0.51,2017-11-08,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,1.51,2017-11-08,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.32,2017-11-08,archive
Fugro N.V.,NL0000352565,Myriad Opportunities Master Fund Limited,0.48,2017-11-08,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,1.49,2017-11-07,archive
Signify N.V.,NL0011821392,Aravt Global,0.53,2017-11-07,archive
Fugro N.V.,NL0000352565,AXA Investment Managers Chorus Limited,1.0,2017-11-07,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.72,2017-11-07,archive
Brunel International N.V.,NL0010776944,JPMorgan Asset Management (UK) Ltd.,0.58,2017-11-07,archive
Koninklijke Vopak N.V.,NL0009432491,Marshall Wace LLP,0.5,2017-11-07,archive
Fugro N.V.,NL0000352565,Myriad Opportunities Master Fund Limited,0.53,2017-11-07,archive
Fugro N.V.,NL0000352565,Oxford Asset Management,0.5,2017-11-07,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.79,2017-11-07,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,1.54,2017-11-06,archive
Koninklijke Vopak N.V.,NL0009432491,Citadel Advisors II LLC,0.52,2017-11-06,archive
Flow Traders Ltd.,NL0011279492,"Connor, Clark & Lunn Investment Management Ltd.",0.82,2017-11-06,archive
Brunel International N.V.,NL0010776944,GSA Capital Partners LLP,0.49,2017-11-06,archive
Brunel International N.V.,NL0010776944,JPMorgan Asset Management (UK) Ltd.,0.67,2017-11-06,archive
OCI N.V.,NL0010558797,Marshall Wace LLP,0.78,2017-11-06,archive
Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,1.48,2017-11-06,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.84,2017-11-06,archive
Fugro N.V.,NL0000352565,"Arrowstreet Capital, Limited Partnership",1.19,2017-11-03,archive
SBM Offshore N.V.,NL0000360618,"Connor, Clark & Lunn Investment Management Ltd.",0.49,2017-11-03,archive
BE Semiconductor Industries N.V.,NL0000339760,CQS (UK) LLP,1.41,2017-11-03,archive
Signify N.V.,NL0011821392,GLG Partners LP,0.6,2017-11-03,archive
Brunel International N.V.,NL0010776944,GSA Capital Partners LLP,0.51,2017-11-03,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.69,2017-11-03,archive
Brunel International N.V.,NL0010776944,JPMorgan Asset Management (UK) Ltd.,0.77,2017-11-03,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,1.36,2017-11-03,archive
Sif Holding N.V.,NL0011660485,Renaissance Technologies LLC,0.79,2017-11-03,archive
Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,1.28,2017-11-03,archive
Koninklijke Vopak N.V.,NL0009432491,"AQR Capital Management, LLC",2.73,2017-11-02,archive
Fugro N.V.,NL0000352565,AXA Investment Managers Chorus Limited,0.92,2017-11-02,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,1.49,2017-11-02,archive
Wereldhave N.V.,NL0000289213,Millennium International Management LP,0.79,2017-11-02,archive
Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,1.1,2017-11-02,archive
Wereldhave N.V.,NL0000289213,"WorldQuant, LLC",0.49,2017-11-02,archive
OCI N.V.,NL0010558797,"AQR Capital Management, LLC",1.21,2017-11-01,archive
Flow Traders Ltd.,NL0011279492,GSA Capital Partners LLP,0.53,2017-11-01,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,1.41,2017-11-01,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,1.53,2017-11-01,archive
Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,0.92,2017-11-01,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.99,2017-11-01,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,1.6,2017-10-31,archive
Fugro N.V.,NL0000352565,Arrowgrass Capital Partners LLP,0.57,2017-10-31,archive
PostNL N.V.,NL0009739416,AXA Investment Managers Chorus Limited,0.6,2017-10-31,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.79,2017-10-31,archive
Brunel International N.V.,NL0010776944,Macquarie Funds Management Hong Kong Limited,0.48,2017-10-31,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,1.61,2017-10-31,archive
Fugro N.V.,NL0000352565,"PDT Partners, LLC",0.35,2017-10-31,archive
Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,0.84,2017-10-31,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",1.01,2017-10-31,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,1.52,2017-10-30,archive
Fugro N.V.,NL0000352565,AXA Investment Managers Chorus Limited,0.81,2017-10-30,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.9,2017-10-30,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,1.59,2017-10-30,archive
Fugro N.V.,NL0000352565,"PDT Partners, LLC",0.69,2017-10-30,archive
Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,0.57,2017-10-30,archive
Wereldhave N.V.,NL0000289213,"WorldQuant, LLC",0.59,2017-10-30,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,1.42,2017-10-27,archive
Koninklijke Vopak N.V.,NL0009432491,"AQR Capital Management, LLC",2.62,2017-10-27,archive
ARCADIS N.V.,NL0006237562,Marshall Wace LLP,0.69,2017-10-27,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,1.33,2017-10-27,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,1.43,2017-10-27,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.2,2017-10-27,archive
Wereldhave N.V.,NL0000289213,"WorldQuant, LLC",0.6,2017-10-27,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,1.34,2017-10-26,archive
Signify N.V.,NL0011821392,GLG Partners LP,0.5,2017-10-26,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",1.12,2017-10-26,archive
Fugro N.V.,NL0000352565,AXA Investment Managers Chorus Limited,0.72,2017-10-25,archive
BE Semiconductor Industries N.V.,NL0000339760,CQS (UK) LLP,1.26,2017-10-25,archive
Flow Traders Ltd.,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",1.82,2017-10-25,archive
Wereldhave N.V.,NL0000289213,"WorldQuant, LLC",0.51,2017-10-25,archive
Koninklijke Vopak N.V.,NL0009432491,"AQR Capital Management, LLC",2.5,2017-10-24,archive
OCI N.V.,NL0010558797,"AQR Capital Management, LLC",1.11,2017-10-24,archive
Flow Traders Ltd.,NL0011279492,"Connor, Clark & Lunn Investment Management Ltd.",0.7,2017-10-24,archive
Flow Traders Ltd.,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",1.69,2017-10-24,archive
ARCADIS N.V.,NL0006237562,AKO Capital LLP,0.7,2017-10-23,archive
Basic-Fit N.V.,NL0011872650,BlackRock Investment Management (UK) Limited,1.06,2017-10-23,archive
Koninklijke BAM Groep N.V.,NL0000337319,RAM Active Investments SA,0.53,2017-10-23,archive
Signify N.V.,NL0011821392,Scopia Capital Management LP,1.81,2017-10-23,archive
Fugro N.V.,NL0000352565,Capital Fund Management S.A.,0.51,2017-10-21,archive
Koninklijke Vopak N.V.,NL0009432491,"AQR Capital Management, LLC",2.43,2017-10-20,archive
SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",2.29,2017-10-20,archive
Fugro N.V.,NL0000352565,AXA Investment Managers Chorus Limited,0.62,2017-10-20,archive
SBM Offshore N.V.,NL0000360618,"Connor, Clark & Lunn Investment Management Ltd.",0.5,2017-10-20,archive
OCI N.V.,NL0010558797,Marshall Wace LLP,0.86,2017-10-20,archive
Signify N.V.,NL0011821392,Scopia Capital Management LP,1.73,2017-10-20,archive
Koninklijke Ahold Delhaize N.V.,NL0011794037,Lansdowne Partners (UK) LLP,0.66,2017-10-19,archive
Brunel International N.V.,NL0010776944,Macquarie Funds Management Hong Kong Limited,0.59,2017-10-19,archive
ARCADIS N.V.,NL0006237562,AKO Capital LLP,0.5,2017-10-18,archive
Signify N.V.,NL0011821392,"Coatue Management, L.L.C.",0.44,2017-10-18,archive
Flow Traders Ltd.,NL0011279492,GSA Capital Partners LLP,0.48,2017-10-18,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.2,2017-10-18,archive
Wereldhave N.V.,NL0000289213,Millennium International Management LP,0.88,2017-10-18,archive
Koninklijke Vopak N.V.,NL0009432491,BlackRock Investment Management (UK) Limited,0.58,2017-10-17,archive
Wereldhave N.V.,NL0000289213,Capital Fund Management S.A.,0.7,2017-10-17,archive
Signify N.V.,NL0011821392,"Coatue Management, L.L.C.",0.59,2017-10-17,archive
BE Semiconductor Industries N.V.,NL0000339760,CQS (UK) LLP,1.15,2017-10-17,archive
Flow Traders Ltd.,NL0011279492,GSA Capital Partners LLP,0.5,2017-10-17,archive
Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,1.23,2017-10-17,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,1.3,2017-10-17,archive
Wereldhave N.V.,NL0000289213,Marshall Wace LLP,1.19,2017-10-17,archive
Flow Traders Ltd.,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",1.38,2017-10-17,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",1.0,2017-10-17,archive
Koninklijke Vopak N.V.,NL0009432491,"AQR Capital Management, LLC",2.31,2017-10-16,archive
Fugro N.V.,NL0000352565,AXA Investment Managers Chorus Limited,0.51,2017-10-16,archive
PostNL N.V.,NL0009739416,AXA Investment Managers Chorus Limited,0.5,2017-10-16,archive
Signify N.V.,NL0011821392,"Coatue Management, L.L.C.",0.64,2017-10-16,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.17,2017-10-16,archive
Koninklijke Vopak N.V.,NL0009432491,BlackRock Investment Management (UK) Limited,0.61,2017-10-13,archive
Signify N.V.,NL0011821392,"Coatue Management, L.L.C.",0.71,2017-10-13,archive
Brunel International N.V.,NL0010776944,GSA Capital Partners LLP,0.49,2017-10-13,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.26,2017-10-13,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.32,2017-10-12,archive
Signify N.V.,NL0011821392,Scopia Capital Management LP,1.54,2017-10-12,archive
PostNL N.V.,NL0009739416,"WorldQuant, LLC",0.47,2017-10-12,archive
Koninklijke KPN N.V.,NL0000009082,"AQR Capital Management, LLC",0.99,2017-10-11,archive
OCI N.V.,NL0010558797,"AQR Capital Management, LLC",1.0,2017-10-11,archive
Koninklijke BAM Groep N.V.,NL0000337319,BlackRock Investment Management (UK) Limited,0.71,2017-10-11,archive
Flow Traders Ltd.,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",1.57,2017-10-11,archive
Koninklijke Vopak N.V.,NL0009432491,"AQR Capital Management, LLC",2.2,2017-10-10,archive
SBM Offshore N.V.,NL0000360618,"BlackRock Institutional Trust Company, National Association",0.68,2017-10-10,archive
Koninklijke Vopak N.V.,NL0009432491,BlackRock Investment Management (UK) Limited,0.57,2017-10-10,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.27,2017-10-10,archive
ARCADIS N.V.,NL0006237562,Marshall Wace LLP,0.79,2017-10-10,archive
Wereldhave N.V.,NL0000289213,Millennium International Management LP,0.9,2017-10-10,archive
Signify N.V.,NL0011821392,Scopia Capital Management LP,1.43,2017-10-10,archive
Koninklijke BAM Groep N.V.,NL0000337319,AHL Partners LLP,0.68,2017-10-09,archive
Basic-Fit N.V.,NL0011872650,BlackRock Investment Management (UK) Limited,1.19,2017-10-09,archive
Fugro N.V.,NL0000352565,HBK Investments LP,1.34,2017-10-09,archive
ARCADIS N.V.,NL0006237562,Lansdowne Partners (UK) LLP,1.31,2017-10-09,archive
Brunel International N.V.,NL0010776944,Macquarie Funds Management Hong Kong Limited,0.69,2017-10-09,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,1.23,2017-10-09,archive
OCI N.V.,NL0010558797,Marshall Wace LLP,0.98,2017-10-09,archive
Fugro N.V.,NL0000352565,"WorldQuant, LLC",0.91,2017-10-09,archive
PostNL N.V.,NL0009739416,"WorldQuant, LLC",0.5,2017-10-09,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,1.29,2017-10-06,archive
SBM Offshore N.V.,NL0000360618,"BlackRock Institutional Trust Company, National Association",0.72,2017-10-06,archive
Brunel International N.V.,NL0010776944,BlackRock Investment Management (UK) Limited,0.55,2017-10-06,archive
Signify N.V.,NL0011821392,Scopia Capital Management LP,1.33,2017-10-06,archive
Brunel International N.V.,NL0010776944,BlackRock Investment Management (UK) Limited,0.78,2017-10-05,archive
Koninklijke BAM Groep N.V.,NL0000337319,BlackRock Investment Management (UK) Limited,0.66,2017-10-05,archive
Aperam S.A.,LU0569974404,CQS (UK) LLP,0.08,2017-10-05,archive
Brunel International N.V.,NL0010776944,BlackRock Investment Management (UK) Limited,0.83,2017-10-04,archive
Flow Traders Ltd.,NL0011279492,"Connor, Clark & Lunn Investment Management Ltd.",0.6,2017-10-04,archive
ARCADIS N.V.,NL0006237562,Marshall Wace LLP,0.88,2017-10-04,archive
Signify N.V.,NL0011821392,Scopia Capital Management LP,1.23,2017-10-04,archive
Koninklijke Vopak N.V.,NL0009432491,"AQR Capital Management, LLC",2.1,2017-10-03,archive
Brunel International N.V.,NL0010776944,BlackRock Investment Management (UK) Limited,0.99,2017-10-03,archive
BE Semiconductor Industries N.V.,NL0000339760,BNP Paribas S.A.,0.45,2017-10-03,archive
BE Semiconductor Industries N.V.,NL0000339760,CQS (UK) LLP,1.09,2017-10-03,archive
Koninklijke Ahold Delhaize N.V.,NL0011794037,Lansdowne Partners (UK) LLP,0.7,2017-10-03,archive
Fugro N.V.,NL0000352565,Marshall Wace LLP,1.11,2017-10-03,archive
Fugro N.V.,NL0000352565,AHL Partners LLP,1.36,2017-10-02,archive
Brunel International N.V.,NL0010776944,BlackRock Investment Management (UK) Limited,1.25,2017-10-02,archive
Brunel International N.V.,NL0010776944,Macquarie Funds Management Hong Kong Limited,0.79,2017-10-02,archive
Flow Traders Ltd.,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",1.39,2017-10-02,archive
SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",2.39,2017-09-30,archive
