position_holder,net_short_position,isin,position_date,issuer_name,source
Marshall Wace LLP,1.04,NL0000360618,2015-06-03,SBM Offshore N.V.,archive
Odey Asset Management LLP,0.67,LU0323134006,2015-06-02,ArcelorMittal S.A.,archive
"WorldQuant, LLC",0.7,NL0000289213,2015-06-02,Wereldhave N.V.,archive
BNP Paribas S.A.,0.43,LU0569974404,2015-06-01,Aperam S.A.,archive
"Basso Capital Management, L.P",0.69,LU0569974404,2015-05-29,Aperam S.A.,archive
"BlackRock Institutional Trust Company, National Association",0.8,LU0569974404,2015-05-29,Aperam S.A.,archive
Man Investments Limited,0.7,NL0000360618,2015-05-29,SBM Offshore N.V.,archive
Marshall Wace LLP,0.63,NL0000337319,2015-05-29,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,0.71,NL0000395903,2015-05-29,Wolters Kluwer N.V.,archive
AKO Capital LLP,1.04,NL0006237562,2015-05-28,ARCADIS N.V.,archive
"AQR Capital Management, LLC",2.78,NL0000360618,2015-05-28,SBM Offshore N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.5,NL0000360618,2015-05-28,SBM Offshore N.V.,archive
"D.E. Shaw & Co., L.P.",1.71,NL0000360618,2015-05-28,SBM Offshore N.V.,archive
Man Investments Limited,0.65,NL0000360618,2015-05-28,SBM Offshore N.V.,archive
Marshall Wace LLP,0.5,NL0000337319,2015-05-27,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,1.16,NL0000360618,2015-05-27,SBM Offshore N.V.,archive
"WorldQuant, LLC",0.67,NL0000289213,2015-05-27,Wereldhave N.V.,archive
Man Investments Limited,0.73,NL0000352565,2015-05-26,Fugro N.V.,archive
Man Investments Limited,0.54,NL0000360618,2015-05-26,SBM Offshore N.V.,archive
Adage Capital Management L.P.,4.1,LU0569974404,2015-05-22,Aperam S.A.,archive
Marshall Wace LLP,1.28,NL0000360618,2015-05-22,SBM Offshore N.V.,archive
BlackRock Investment Management (UK) Limited,0.9,NL0010776944,2015-05-21,Brunel International N.V.,archive
Man Investments Limited,0.63,NL0000352565,2015-05-21,Fugro N.V.,archive
Man Investments Limited,0.57,NL0000352565,2015-05-20,Fugro N.V.,archive
"AQR Capital Management, LLC",1.05,LU0323134006,2015-05-19,ArcelorMittal S.A.,archive
Marshall Wace LLP,0.61,NL0000395903,2015-05-19,Wolters Kluwer N.V.,archive
Wellington Management Company LLP,0.14,NL0000288876,2015-05-19,Eurocommercial Properties N.V.,archive
"BlackRock Advisors, LLC",0.78,LU0569974404,2015-05-18,Aperam S.A.,archive
"BlackRock Institutional Trust Company, National Association",0.78,LU0569974404,2015-05-18,Aperam S.A.,archive
"D.E. Shaw & Co., L.P.",1.6,NL0000360618,2015-05-18,SBM Offshore N.V.,archive
UBS Global Asset Management (UK) Ltd.,0.46,NL0000360618,2015-05-18,SBM Offshore N.V.,archive
AKO Capital LLP,0.93,NL0006237562,2015-05-15,ARCADIS N.V.,archive
"AQR Capital Management, LLC",1.04,LU0323134006,2015-05-15,ArcelorMittal S.A.,archive
Wellington Management Company LLP,0.93,NL0000288876,2015-05-15,Eurocommercial Properties N.V.,archive
"WorldQuant, LLC",0.7,NL0000289213,2015-05-15,Wereldhave N.V.,archive
"AQR Capital Management, LLC",1.05,LU0323134006,2015-05-14,ArcelorMittal S.A.,archive
"D.E. Shaw & Co., L.P.",1.54,NL0000360618,2015-05-14,SBM Offshore N.V.,archive
Man Investments Limited,0.49,NL0000352565,2015-05-14,Fugro N.V.,archive
Marshall Wace LLP,1.36,NL0000360618,2015-05-14,SBM Offshore N.V.,archive
Odey Asset Management LLP,0.72,LU0323134006,2015-05-14,ArcelorMittal S.A.,archive
Wellington Management Company LLP,1.14,NL0000288876,2015-05-14,Eurocommercial Properties N.V.,archive
BlackRock Investment Management (UK) Limited,0.49,LU0569974404,2015-05-13,Aperam S.A.,archive
Marshall Wace LLP,0.53,NL0000395903,2015-05-13,Wolters Kluwer N.V.,archive
"AQR Capital Management, LLC",3.11,NL0000352565,2015-05-11,Fugro N.V.,archive
"AQR Capital Management, LLC",2.89,NL0000360618,2015-05-11,SBM Offshore N.V.,archive
BNP Paribas S.A.,0.53,LU0569974404,2015-05-11,Aperam S.A.,archive
"D.E. Shaw & Co., L.P.",1.42,NL0000360618,2015-05-11,SBM Offshore N.V.,archive
Marshall Wace LLP,1.49,NL0000360618,2015-05-11,SBM Offshore N.V.,archive
"WorldQuant, LLC",0.6,NL0000360618,2015-05-11,SBM Offshore N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.88,LU0569974404,2015-05-08,Aperam S.A.,archive
Man Investments Limited,0.57,NL0000352565,2015-05-08,Fugro N.V.,archive
Marshall Wace LLP,0.49,LU0323134006,2015-05-08,ArcelorMittal S.A.,archive
"WorldQuant, LLC",0.57,NL0000360618,2015-05-08,SBM Offshore N.V.,archive
"WorldQuant, LLC",0.6,NL0000289213,2015-05-08,Wereldhave N.V.,archive
AKO Capital LLP,0.88,NL0006237562,2015-05-07,ARCADIS N.V.,archive
BlueCrest Capital Management Limited,0.48,NL0000360618,2015-05-07,SBM Offshore N.V.,archive
CQS (UK) LLP,1.09,LU0569974404,2015-05-07,Aperam S.A.,archive
Marshall Wace LLP,1.58,NL0000360618,2015-05-07,SBM Offshore N.V.,archive
Citadel Europe LLP,0.49,NL0000303709,2015-05-06,AEGON Ltd.,archive
CQS (UK) LLP,1.2,LU0569974404,2015-05-06,Aperam S.A.,archive
"D.E. Shaw & Co., L.P.",1.3,NL0000360618,2015-05-06,SBM Offshore N.V.,archive
"Discovery Capital Management, LLC",1.66,NL0000360618,2015-05-06,SBM Offshore N.V.,archive
Man Investments Limited,0.44,NL0000360618,2015-05-06,SBM Offshore N.V.,archive
Adage Capital Management L.P.,4.01,LU0569974404,2015-05-05,Aperam S.A.,archive
BNP Paribas S.A.,0.44,LU0569974404,2015-05-05,Aperam S.A.,archive
CQS (UK) LLP,1.17,LU0569974404,2015-05-05,Aperam S.A.,archive
"D.E. Shaw & Co., L.P.",1.22,NL0000360618,2015-05-05,SBM Offshore N.V.,archive
Man Investments Limited,0.87,NL0000352565,2015-05-04,Fugro N.V.,archive
Man Investments Limited,0.59,NL0000360618,2015-05-04,SBM Offshore N.V.,archive
BlackRock Investment Management (UK) Limited,0.59,LU0569974404,2015-04-30,Aperam S.A.,archive
Man Investments Limited,0.94,NL0000352565,2015-04-30,Fugro N.V.,archive
Marshall Wace LLP,1.68,NL0000360618,2015-04-30,SBM Offshore N.V.,archive
Adage Capital Management L.P.,3.84,LU0569974404,2015-04-29,Aperam S.A.,archive
"BlackRock Institutional Trust Company, National Association",0.99,LU0569974404,2015-04-29,Aperam S.A.,archive
"BlackRock Institutional Trust Company, National Association",0.59,NL0000387058,2015-04-29,TomTom N.V.,archive
CQS (UK) LLP,1.33,LU0569974404,2015-04-29,Aperam S.A.,archive
"AQR Capital Management, LLC",2.96,NL0000360618,2015-04-28,SBM Offshore N.V.,archive
Marshall Wace LLP,0.58,LU0323134006,2015-04-28,ArcelorMittal S.A.,archive
Marshall Wace LLP,1.77,NL0000360618,2015-04-28,SBM Offshore N.V.,archive
Adage Capital Management L.P.,3.91,LU0569974404,2015-04-27,Aperam S.A.,archive
"D.E. Shaw & Co., L.P.",1.13,NL0000360618,2015-04-27,SBM Offshore N.V.,archive
JPMorgan Asset Management (UK) Ltd.,1.53,NL0000387058,2015-04-27,TomTom N.V.,archive
"AQR Capital Management, LLC",3.01,NL0000352565,2015-04-24,Fugro N.V.,archive
"AQR Capital Management, LLC",0.6,NL0009432491,2015-04-24,Koninklijke Vopak N.V.,archive
Marshall Wace LLP,0.66,LU0323134006,2015-04-24,ArcelorMittal S.A.,archive
"WorldQuant, LLC",0.59,NL0000289213,2015-04-24,Wereldhave N.V.,archive
"AQR Capital Management, LLC",0.59,NL0009432491,2015-04-23,Koninklijke Vopak N.V.,archive
"Discovery Capital Management, LLC",0.54,NL0000387058,2015-04-23,TomTom N.V.,archive
JPMorgan Asset Management (UK) Ltd.,0.0,NL0009269109,2015-04-23,Koninklijke Heijmans N.V.,archive
"AQR Capital Management, LLC",0.6,NL0009432491,2015-04-22,Koninklijke Vopak N.V.,archive
"AQR Capital Management, LLC",3.07,NL0000360618,2015-04-22,SBM Offshore N.V.,archive
"Basso Capital Management, L.P",0.53,LU0569974404,2015-04-22,Aperam S.A.,archive
"BlackRock Institutional Trust Company, National Association",1.0,LU0569974404,2015-04-22,Aperam S.A.,archive
"D.E. Shaw & Co., L.P.",1.03,NL0000360618,2015-04-22,SBM Offshore N.V.,archive
"Discovery Capital Management, LLC",0.61,NL0000387058,2015-04-22,TomTom N.V.,archive
Man Investments Limited,0.62,NL0000360618,2015-04-22,SBM Offshore N.V.,archive
Marshall Wace LLP,0.78,LU0323134006,2015-04-22,ArcelorMittal S.A.,archive
JPMorgan Asset Management (UK) Ltd.,1.43,NL0000387058,2015-04-21,TomTom N.V.,archive
Marshall Wace LLP,0.8,LU0323134006,2015-04-21,ArcelorMittal S.A.,archive
"BlackRock Institutional Trust Company, National Association",0.62,NL0000387058,2015-04-20,TomTom N.V.,archive
Marshall Wace LLP,1.86,NL0000360618,2015-04-20,SBM Offshore N.V.,archive
Numeric Investors LLC,0.47,NL0000852531,2015-04-20,Kendrion N.V.,archive
Susquehanna International Holdings LLC,0.38,LU0569974404,2015-04-20,Aperam S.A.,archive
"BlackRock Institutional Trust Company, National Association",0.57,NL0000387058,2015-04-17,TomTom N.V.,archive
BNP Paribas S.A.,0.54,LU0569974404,2015-04-17,Aperam S.A.,archive
CQS (UK) LLP,1.54,LU0569974404,2015-04-17,Aperam S.A.,archive
Marshall Wace LLP,1.74,NL0000360618,2015-04-17,SBM Offshore N.V.,archive
Marshall Wace LLP,0.4,NL0000387058,2015-04-17,TomTom N.V.,archive
BlueCrest Capital Management Limited,0.57,NL0000360618,2015-04-16,SBM Offshore N.V.,archive
"D.E. Shaw & Co., L.P.",0.93,NL0000360618,2015-04-16,SBM Offshore N.V.,archive
Marshall Wace LLP,0.48,LU0569974404,2015-04-16,Aperam S.A.,archive
Marshall Wace LLP,0.75,LU0323134006,2015-04-16,ArcelorMittal S.A.,archive
Marshall Wace LLP,1.65,NL0000360618,2015-04-16,SBM Offshore N.V.,archive
Marshall Wace LLP,0.52,NL0000387058,2015-04-16,TomTom N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.99,LU0569974404,2015-04-15,Aperam S.A.,archive
"BlueMountain Capital Management, LLC",0.41,NL0000387058,2015-04-15,TomTom N.V.,archive
BNP Paribas S.A.,0.72,LU0569974404,2015-04-15,Aperam S.A.,archive
Man Investments Limited,1.03,NL0000352565,2015-04-15,Fugro N.V.,archive
Marshall Wace LLP,0.53,LU0569974404,2015-04-15,Aperam S.A.,archive
Marshall Wace LLP,1.54,NL0000360618,2015-04-15,SBM Offshore N.V.,archive
Marshall Wace LLP,0.63,NL0000387058,2015-04-15,TomTom N.V.,archive
"AQR Capital Management, LLC",3.15,NL0000360618,2015-04-14,SBM Offshore N.V.,archive
"Discovery Capital Management, LLC",1.49,NL0000360618,2015-04-14,SBM Offshore N.V.,archive
Marshall Wace LLP,0.72,NL0000387058,2015-04-14,TomTom N.V.,archive
Millennium International Management LP,0.46,LU0323134006,2015-04-14,ArcelorMittal S.A.,archive
"Angelo, Gordon & Co. L.P.",0.54,LU0569974404,2015-04-13,Aperam S.A.,archive
"BlueMountain Capital Management, LLC",0.68,NL0000387058,2015-04-13,TomTom N.V.,archive
BNP Paribas S.A.,0.63,LU0569974404,2015-04-13,Aperam S.A.,archive
Man Investments Limited,0.92,NL0000352565,2015-04-13,Fugro N.V.,archive
UBS Global Asset Management (UK) Ltd.,0.5,NL0000360618,2015-04-13,SBM Offshore N.V.,archive
"WorldQuant, LLC",0.47,NL0000360618,2015-04-13,SBM Offshore N.V.,archive
"BlackRock Institutional Trust Company, National Association",1.0,LU0569974404,2015-04-10,Aperam S.A.,archive
"BlueMountain Capital Management, LLC",0.9,NL0000387058,2015-04-10,TomTom N.V.,archive
"D.E. Shaw & Co., L.P.",0.81,NL0000360618,2015-04-10,SBM Offshore N.V.,archive
"Hound Partners, LLC",1.99,NL0000387058,2015-04-10,TomTom N.V.,archive
Man Investments Limited,0.87,NL0000352565,2015-04-10,Fugro N.V.,archive
Man Investments Limited,0.56,NL0000360618,2015-04-10,SBM Offshore N.V.,archive
Marshall Wace LLP,0.61,LU0323134006,2015-04-10,ArcelorMittal S.A.,archive
Millennium International Management LP,0.57,LU0323134006,2015-04-10,ArcelorMittal S.A.,archive
UBS Global Asset Management (UK) Ltd.,2.67,NL0000352565,2015-04-10,Fugro N.V.,archive
"AQR Capital Management, LLC",3.2,NL0000360618,2015-04-09,SBM Offshore N.V.,archive
BlackRock Investment Management (UK) Limited,0.67,LU0569974404,2015-04-09,Aperam S.A.,archive
BlueCrest Capital Management Limited,0.69,NL0000360618,2015-04-09,SBM Offshore N.V.,archive
Citadel Europe LLP,0.5,NL0000303709,2015-04-09,AEGON Ltd.,archive
JPMorgan Asset Management (UK) Ltd.,0.44,NL0010776944,2015-04-09,Brunel International N.V.,archive
JPMorgan Asset Management (UK) Ltd.,1.52,NL0000387058,2015-04-09,TomTom N.V.,archive
Marshall Wace LLP,0.68,LU0569974404,2015-04-09,Aperam S.A.,archive
Marshall Wace LLP,1.32,NL0000360618,2015-04-09,SBM Offshore N.V.,archive
Numeric Investors LLC,0.51,NL0000852531,2015-04-09,Kendrion N.V.,archive
"AQR Capital Management, LLC",2.91,NL0000352565,2015-04-08,Fugro N.V.,archive
"Hound Partners, LLC",1.71,NL0000387058,2015-04-08,TomTom N.V.,archive
Man Investments Limited,0.79,NL0000352565,2015-04-08,Fugro N.V.,archive
Man Investments Limited,0.46,NL0000360618,2015-04-08,SBM Offshore N.V.,archive
Marshall Wace LLP,0.52,LU0323134006,2015-04-08,ArcelorMittal S.A.,archive
Marshall Wace LLP,1.24,NL0000360618,2015-04-08,SBM Offshore N.V.,archive
Susquehanna International Holdings LLC,0.61,LU0569974404,2015-04-08,Aperam S.A.,archive
"WorldQuant, LLC",0.61,NL0000289213,2015-04-08,Wereldhave N.V.,archive
"AQR Capital Management, LLC",0.95,LU0323134006,2015-04-07,ArcelorMittal S.A.,archive
"AQR Capital Management, LLC",2.85,NL0000352565,2015-04-07,Fugro N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.46,NL0000360618,2015-04-07,SBM Offshore N.V.,archive
BlueCrest Capital Management Limited,0.77,NL0000360618,2015-04-07,SBM Offshore N.V.,archive
BNP Paribas S.A.,0.83,LU0569974404,2015-04-07,Aperam S.A.,archive
Man Investments Limited,0.9,NL0000352565,2015-04-07,Fugro N.V.,archive
Marshall Wace LLP,0.47,NL0000395903,2015-04-07,Wolters Kluwer N.V.,archive
Susquehanna International Holdings LLC,0.58,LU0569974404,2015-04-07,Aperam S.A.,archive
BlackRock Investment Management (UK) Limited,0.81,NL0010776944,2015-04-02,Brunel International N.V.,archive
"D.E. Shaw & Co., L.P.",0.7,NL0000360618,2015-04-02,SBM Offshore N.V.,archive
Man Investments Limited,0.8,NL0000352565,2015-04-02,Fugro N.V.,archive
"WorldQuant, LLC",0.5,NL0000360618,2015-04-02,SBM Offshore N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.98,LU0569974404,2015-04-01,Aperam S.A.,archive
BlackRock Investment Management (UK) Limited,0.78,LU0569974404,2015-04-01,Aperam S.A.,archive
Man Investments Limited,0.72,NL0000352565,2015-04-01,Fugro N.V.,archive
Marshall Wace LLP,1.05,NL0000360618,2015-04-01,SBM Offshore N.V.,archive
Kynikos Associates LP,0.59,NL0000360618,2015-03-31,SBM Offshore N.V.,archive
Man Investments Limited,0.56,NL0000352565,2015-03-31,Fugro N.V.,archive
Marshall Wace LLP,0.95,NL0000360618,2015-03-31,SBM Offshore N.V.,archive
Millennium International Management LP,0.61,LU0323134006,2015-03-31,ArcelorMittal S.A.,archive
Oxford Asset Management,0.49,NL0000352565,2015-03-31,Fugro N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.59,NL0000360618,2015-03-30,SBM Offshore N.V.,archive
JPMorgan Asset Management (UK) Ltd.,0.5,NL0010776944,2015-03-30,Brunel International N.V.,archive
Man Investments Limited,0.56,NL0000360618,2015-03-30,SBM Offshore N.V.,archive
Marshall Wace LLP,0.88,NL0000360618,2015-03-30,SBM Offshore N.V.,archive
Numeric Investors LLC,0.49,NL0000852531,2015-03-30,Kendrion N.V.,archive
CQS (UK) LLP,1.38,LU0569974404,2015-03-27,Aperam S.A.,archive
Marshall Wace LLP,0.58,NL0000395903,2015-03-27,Wolters Kluwer N.V.,archive
Odey Asset Management LLP,0.85,LU0323134006,2015-03-27,ArcelorMittal S.A.,archive
"WorldQuant, LLC",0.5,NL0000289213,2015-03-27,Wereldhave N.V.,archive
"AQR Capital Management, LLC",2.92,NL0000352565,2015-03-26,Fugro N.V.,archive
"BlackRock Advisors, LLC",0.8,LU0569974404,2015-03-26,Aperam S.A.,archive
JPMorgan Asset Management (UK) Ltd.,0.51,NL0000289213,2015-03-26,Wereldhave N.V.,archive
Marshall Wace LLP,0.72,NL0000360618,2015-03-26,SBM Offshore N.V.,archive
Susquehanna International Holdings LLC,0.61,LU0569974404,2015-03-26,Aperam S.A.,archive
"WorldQuant, LLC",0.45,NL0000360618,2015-03-26,SBM Offshore N.V.,archive
"WorldQuant, LLC",0.49,NL0000289213,2015-03-26,Wereldhave N.V.,archive
"AQR Capital Management, LLC",2.84,NL0000352565,2015-03-25,Fugro N.V.,archive
"AQR Capital Management, LLC",3.3,NL0000360618,2015-03-25,SBM Offshore N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.68,NL0000360618,2015-03-25,SBM Offshore N.V.,archive
BlackRock Investment Management (UK) Limited,0.7,NL0010776944,2015-03-25,Brunel International N.V.,archive
BNP Paribas S.A.,0.76,LU0569974404,2015-03-25,Aperam S.A.,archive
CQS (UK) LLP,1.41,LU0569974404,2015-03-25,Aperam S.A.,archive
Marshall Wace LLP,0.62,NL0000360618,2015-03-25,SBM Offshore N.V.,archive
Marshall Wace LLP,0.67,NL0000395903,2015-03-25,Wolters Kluwer N.V.,archive
"AQR Capital Management, LLC",2.77,NL0000352565,2015-03-24,Fugro N.V.,archive
"WorldQuant, LLC",0.5,NL0000289213,2015-03-24,Wereldhave N.V.,archive
"AQR Capital Management, LLC",2.69,NL0000352565,2015-03-23,Fugro N.V.,archive
BlueCrest Capital Management Limited,0.84,NL0000360618,2015-03-23,SBM Offshore N.V.,archive
"D.E. Shaw & Co., L.P.",0.62,NL0000360618,2015-03-23,SBM Offshore N.V.,archive
JPMorgan Asset Management (UK) Ltd.,1.13,NL0000387058,2015-03-23,TomTom N.V.,archive
Man Investments Limited,0.47,NL0000360618,2015-03-23,SBM Offshore N.V.,archive
Millennium International Management LP,0.51,LU0323134006,2015-03-23,ArcelorMittal S.A.,archive
"AQR Capital Management, LLC",0.84,LU0323134006,2015-03-20,ArcelorMittal S.A.,archive
"AQR Capital Management, LLC",2.82,NL0000352565,2015-03-20,Fugro N.V.,archive
BNP Paribas S.A.,0.67,LU0569974404,2015-03-20,Aperam S.A.,archive
"D.E. Shaw & Co., L.P.",0.56,NL0000360618,2015-03-20,SBM Offshore N.V.,archive
JPMorgan Asset Management (UK) Ltd.,1.08,NL0000387058,2015-03-20,TomTom N.V.,archive
Marshall Wace LLP,0.54,NL0000360618,2015-03-20,SBM Offshore N.V.,archive
Oxford Asset Management,0.56,NL0000352565,2015-03-20,Fugro N.V.,archive
"WorldQuant, LLC",0.57,NL0000360618,2015-03-20,SBM Offshore N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.78,NL0000360618,2015-03-19,SBM Offshore N.V.,archive
Marshall Wace LLP,0.78,NL0000395903,2015-03-19,Wolters Kluwer N.V.,archive
"AQR Capital Management, LLC",2.54,NL0000352565,2015-03-18,Fugro N.V.,archive
"AQR Capital Management, LLC",3.25,NL0000360618,2015-03-18,SBM Offshore N.V.,archive
"Discovery Capital Management, LLC",2.03,NL0000360618,2015-03-18,SBM Offshore N.V.,archive
JPMorgan Asset Management (UK) Ltd.,0.84,NL0000387058,2015-03-18,TomTom N.V.,archive
Marshall Wace LLP,0.69,NL0000360618,2015-03-18,SBM Offshore N.V.,archive
Wellington Management Company LLP,1.22,NL0000288876,2015-03-18,Eurocommercial Properties N.V.,archive
"AQR Capital Management, LLC",0.5,NL0009432491,2015-03-17,Koninklijke Vopak N.V.,archive
"BlackRock Advisors, LLC",0.7,LU0569974404,2015-03-17,Aperam S.A.,archive
Marshall Wace LLP,0.86,NL0000395903,2015-03-17,Wolters Kluwer N.V.,archive
Wellington Management Company LLP,1.17,NL0000288876,2015-03-17,Eurocommercial Properties N.V.,archive
"BlackRock Institutional Trust Company, National Association",1.0,LU0569974404,2015-03-16,Aperam S.A.,archive
"BlackRock Institutional Trust Company, National Association",0.89,NL0000360618,2015-03-16,SBM Offshore N.V.,archive
BNP Paribas S.A.,0.98,LU0569974404,2015-03-16,Aperam S.A.,archive
Marshall Wace LLP,0.73,NL0000360618,2015-03-16,SBM Offshore N.V.,archive
Wellington Management Company LLP,1.06,NL0000288876,2015-03-16,Eurocommercial Properties N.V.,archive
"WorldQuant, LLC",0.61,NL0000360618,2015-03-16,SBM Offshore N.V.,archive
BNP Paribas S.A.,1.02,LU0569974404,2015-03-13,Aperam S.A.,archive
Marshall Wace LLP,0.71,LU0569974404,2015-03-13,Aperam S.A.,archive
Marshall Wace LLP,0.84,NL0000360618,2015-03-13,SBM Offshore N.V.,archive
Marshall Wace LLP,0.99,NL0000360618,2015-03-12,SBM Offshore N.V.,archive
"AQR Capital Management, LLC",0.7,LU0323134006,2015-03-11,ArcelorMittal S.A.,archive
"AQR Capital Management, LLC",2.44,NL0000352565,2015-03-11,Fugro N.V.,archive
Man Investments Limited,0.58,NL0000360618,2015-03-11,SBM Offshore N.V.,archive
Marshall Wace LLP,1.13,NL0000360618,2015-03-11,SBM Offshore N.V.,archive
Numeric Investors LLC,0.51,NL0000852531,2015-03-11,Kendrion N.V.,archive
"AQR Capital Management, LLC",0.69,LU0323134006,2015-03-10,ArcelorMittal S.A.,archive
Marshall Wace LLP,1.24,NL0000360618,2015-03-10,SBM Offshore N.V.,archive
Oxford Asset Management,0.61,NL0000352565,2015-03-10,Fugro N.V.,archive
UBS Global Asset Management (UK) Ltd.,2.71,NL0000352565,2015-03-10,Fugro N.V.,archive
Marshall Wace LLP,1.39,NL0000360618,2015-03-09,SBM Offshore N.V.,archive
Odey Asset Management LLP,0.76,LU0323134006,2015-03-09,ArcelorMittal S.A.,archive
"WorldQuant, LLC",0.57,NL0000360618,2015-03-09,SBM Offshore N.V.,archive
"AQR Capital Management, LLC",0.7,LU0323134006,2015-03-06,ArcelorMittal S.A.,archive
"BlackRock Advisors, LLC",0.61,LU0569974404,2015-03-06,Aperam S.A.,archive
"BlueMountain Capital Management, LLC",1.02,NL0000387058,2015-03-06,TomTom N.V.,archive
Marshall Wace LLP,0.61,LU0569974404,2015-03-06,Aperam S.A.,archive
