isin,net_short_position,position_date,position_holder,issuer_name,source
NL0011821392,1.71,2026-02-13,Marshall Wace LLP,Signify N.V.,current
NL0015002MS2,0.68,2026-02-13,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,current
CY0200751713,0.61,2026-02-13,"Two Sigma Investments, LP",Theon International Plc,current
NL0012817175,1.51,2026-02-13,Voleon Capital Management LP,Alfen N.V.,current
NL0012817175,3.01,2026-02-13,"WorldQuant, LLC",Alfen N.V.,current
NL0010801007,0.73,2026-02-12,"BlackRock Advisors, LLC",IMCD N.V.,current
NL0010801007,1.45,2026-02-12,"BlackRock Financial Management, Inc.",IMCD N.V.,current
NL0011821392,1.58,2026-02-12,Citadel Advisors LLC,Signify N.V.,current
CH1216478797,1.38,2026-02-12,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,current
NL0015002MS2,0.5,2026-02-12,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,current
NL0011821392,0.78,2026-02-12,"PDT Partners, LLC",Signify N.V.,current
LU2290522684,0.6,2026-02-12,"Two Sigma Investments, LP",InPost S.A.,current
NL0013267909,0.94,2026-02-12,UBS Asset Management (Americas) LLC,Akzo Nobel N.V.,current
NL0012817175,1.43,2026-02-12,Voleon Capital Management LP,Alfen N.V.,current
NL0012817175,2.9,2026-02-12,"WorldQuant, LLC",Alfen N.V.,current
NL0010801007,0.5,2026-02-11,Acadian Asset Management LLC.,IMCD N.V.,current
NL0013267909,1.08,2026-02-11,AKO Capital LLP,Akzo Nobel N.V.,current
NL0010801007,0.9,2026-02-11,"BlackRock Advisors, LLC",IMCD N.V.,current
NL0012817175,1.57,2026-02-11,"D. E. Shaw & Co., L.P.",Alfen N.V.,current
NL0010801007,0.6,2026-02-11,"Two Sigma Investments, LP",IMCD N.V.,current
NL0013267909,0.86,2026-02-11,UBS Asset Management (Americas) LLC,Akzo Nobel N.V.,current
NL0012817175,1.39,2026-02-11,Voleon Capital Management LP,Alfen N.V.,current
NL0000289213,0.58,2026-02-10,Citadel Advisors LLC,Wereldhave N.V.,current
NL0009739416,0.79,2026-02-10,"D. E. Shaw & Co., L.P.",PostNL N.V.,current
NL0013267909,1.1,2026-02-10,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,current
NL0013267909,0.57,2026-02-10,Marshall Wace LLP,Akzo Nobel N.V.,current
NL0011821392,1.64,2026-02-10,Marshall Wace LLP,Signify N.V.,current
CY0200751713,0.5,2026-02-10,Qube Research & Technologies Ltd.,Theon International Plc,current
NL0006237562,1.09,2026-02-10,Squarepoint Ops LLC,ARCADIS N.V.,current
NL0012817175,1.41,2026-02-10,Voleon Capital Management LP,Alfen N.V.,current
NL0015002IE0,2.16,2026-02-10,Voleon Capital Management LP,Avantium N.V.,current
NL0015002IE0,2.26,2026-02-09,Voleon Capital Management LP,Avantium N.V.,current
NL0009739416,0.59,2026-02-06,Citadel Advisors LLC,PostNL N.V.,current
NL0010391025,0.6,2026-02-06,"D. E. Shaw & Co., L.P.",Pharming Group N.V.,current
NL0011872650,1.59,2026-02-06,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,current
NL0010801007,0.5,2026-02-06,"PDT Partners, LLC",IMCD N.V.,current
NL0006237562,0.6,2026-02-05,"AQR Capital Management, LLC",ARCADIS N.V.,current
NL0010801007,1.05,2026-02-05,"BlackRock Advisors, LLC",IMCD N.V.,current
NL0011821392,0.93,2026-02-05,Citadel Advisors Europe Limited,Signify N.V.,current
NL0011821392,1.6,2026-02-05,Citadel Advisors LLC,Signify N.V.,current
NL0013267909,1.02,2026-02-05,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,current
NL0013267909,0.7,2026-02-05,UBS Asset Management (Americas) LLC,Akzo Nobel N.V.,current
NL0010801007,1.5,2026-02-04,"BlackRock Financial Management, Inc.",IMCD N.V.,current
NL0010801007,0.66,2026-02-04,Caisse de dépôt et placement du Québec,IMCD N.V.,current
NL0010391025,0.59,2026-02-04,"D. E. Shaw & Co., L.P.",Pharming Group N.V.,current
NL0010391025,0.89,2026-02-04,Lazard Asset Management LLC,Pharming Group N.V.,current
NL0009739416,0.82,2026-02-04,Marshall Wace LLP,PostNL N.V.,current
NL0011821392,1.51,2026-02-04,Marshall Wace LLP,Signify N.V.,current
NL0012817175,1.38,2026-02-04,Voleon Capital Management LP,Alfen N.V.,current
NL0015002IE0,2.38,2026-02-04,Voleon Capital Management LP,Avantium N.V.,current
NL0013267909,1.12,2026-02-03,AKO Capital LLP,Akzo Nobel N.V.,current
NL0010801007,0.9,2026-02-03,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,current
NL0011821392,0.8,2026-02-03,Citadel Advisors Europe Limited,Signify N.V.,current
NL0011821392,1.5,2026-02-03,Citadel Advisors LLC,Signify N.V.,current
CH1216478797,1.41,2026-02-03,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,current
NL0013267909,0.7,2026-02-03,Kintbury Capital LLP,Akzo Nobel N.V.,current
NL0010391025,0.9,2026-02-03,Lazard Asset Management LLC,Pharming Group N.V.,current
NL0013267909,0.63,2026-02-03,Marshall Wace LLP,Akzo Nobel N.V.,current
JE00BRX98089,0.5,2026-02-03,Qube Research & Technologies Ltd.,CVC Capital Partners plc,current
NL0012817175,1.46,2026-02-03,Voleon Capital Management LP,Alfen N.V.,current
NL0011821392,0.91,2026-02-02,"AQR Capital Management, LLC",Signify N.V.,current
NL0010391025,0.66,2026-02-02,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,current
NL0011821392,0.74,2026-02-02,Citadel Advisors Europe Limited,Signify N.V.,current
NL0011821392,1.42,2026-02-02,Citadel Advisors LLC,Signify N.V.,current
NL0006237562,0.5,2026-02-02,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,current
NL0013267909,0.93,2026-02-02,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,current
NL0010391025,0.89,2026-02-02,Lazard Asset Management LLC,Pharming Group N.V.,current
NL0009739416,0.78,2026-02-02,Marshall Wace LLP,PostNL N.V.,current
NL0011821392,1.45,2026-02-02,Marshall Wace LLP,Signify N.V.,current
NL0011821392,0.8,2026-02-02,"PDT Partners, LLC",Signify N.V.,current
NL0015002IE0,2.4,2026-02-02,Voleon Capital Management LP,Avantium N.V.,current
NL0015000IY2,0.5,2026-01-30,"AQR Capital Management, LLC",Universal Music Group N.V.,current
NL0011821392,0.63,2026-01-30,Citadel Advisors Europe Limited,Signify N.V.,current
NL0011821392,1.25,2026-01-30,Citadel Advisors LLC,Signify N.V.,current
NL0011872650,0.9,2026-01-30,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,current
NL0013267909,0.83,2026-01-30,Marshall Wace LLP,Akzo Nobel N.V.,current
NL0011821392,1.39,2026-01-30,Marshall Wace LLP,Signify N.V.,current
NL0011821392,0.76,2026-01-30,"PDT Partners, LLC",Signify N.V.,current
NL0006237562,1.19,2026-01-30,Squarepoint Ops LLC,ARCADIS N.V.,current
NL0013267909,0.6,2026-01-30,UBS Asset Management (Americas) LLC,Akzo Nobel N.V.,current
NL0013267909,0.69,2026-01-29,"AQR Capital Management, LLC",Akzo Nobel N.V.,current
NL0010391025,0.72,2026-01-29,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,current
NL0011821392,1.1,2026-01-29,Citadel Advisors LLC,Signify N.V.,current
NL0013267909,0.8,2026-01-29,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,current
NL0011872650,1.68,2026-01-29,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,current
NL0013267909,0.79,2026-01-29,Marshall Wace LLP,Akzo Nobel N.V.,current
NL0010801007,1.1,2026-01-28,"BlackRock Advisors, LLC",IMCD N.V.,current
NL0011821392,1.03,2026-01-28,Citadel Advisors LLC,Signify N.V.,current
NL0000395903,0.61,2026-01-28,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,current
NL0013267909,0.67,2026-01-28,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,current
NL00150003E1,0.78,2026-01-28,"PDT Partners, LLC",Fugro N.V.,current
NL0013267909,1.07,2026-01-27,AKO Capital LLP,Akzo Nobel N.V.,current
NL0010801007,0.57,2026-01-27,Caisse de dépôt et placement du Québec,IMCD N.V.,current
NL0011821392,0.9,2026-01-27,Citadel Advisors LLC,Signify N.V.,current
NL0011821392,0.78,2026-01-27,Eleva Capital SAS,Signify N.V.,current
NL0011872650,1.72,2026-01-27,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,current
NL0013267909,0.81,2026-01-27,Marshall Wace LLP,Akzo Nobel N.V.,current
NL0013267909,0.51,2026-01-27,UBS Asset Management (Americas) LLC,Akzo Nobel N.V.,current
NL00150003E1,0.5,2026-01-27,Voleon Capital Management LP,Fugro N.V.,current
NL0009739416,0.62,2026-01-26,Citadel Advisors LLC,PostNL N.V.,current
NL0013267909,0.51,2026-01-26,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,current
NL0013267909,0.5,2026-01-26,Kintbury Capital LLP,Akzo Nobel N.V.,current
NL0011821392,1.49,2026-01-26,Marshall Wace LLP,Signify N.V.,current
NL0012817175,1.5,2026-01-26,Voleon Capital Management LP,Alfen N.V.,current
NL0012817175,2.72,2026-01-26,"WorldQuant, LLC",Alfen N.V.,current
NL0015002IE0,2.34,2026-01-23,Voleon Capital Management LP,Avantium N.V.,current
NL0006237562,0.5,2026-01-22,"AQR Capital Management, LLC",ARCADIS N.V.,current
NL0012817175,1.69,2026-01-22,"D. E. Shaw & Co., L.P.",Alfen N.V.,current
NL0009739416,0.89,2026-01-22,"D. E. Shaw & Co., L.P.",PostNL N.V.,current
NL0010391025,0.91,2026-01-22,Lazard Asset Management LLC,Pharming Group N.V.,current
NL0012817175,1.49,2026-01-22,Voleon Capital Management LP,Alfen N.V.,current
NL0015002IE0,2.09,2026-01-22,Voleon Capital Management LP,Avantium N.V.,current
NL0010801007,1.02,2026-01-21,"BlackRock Advisors, LLC",IMCD N.V.,current
NL0010391025,0.87,2026-01-21,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,current
NL0009739416,0.89,2026-01-21,Marshall Wace LLP,PostNL N.V.,current
NL0010801007,0.51,2026-01-21,"Two Sigma Investments, LP",IMCD N.V.,current
NL0015002IE0,2.1,2026-01-21,Voleon Capital Management LP,Avantium N.V.,current
NL0012817175,2.61,2026-01-21,"WorldQuant, LLC",Alfen N.V.,current
NL0011821392,0.81,2026-01-20,Citadel Advisors LLC,Signify N.V.,current
NL0000289213,0.6,2026-01-20,Citadel Advisors LLC,Wereldhave N.V.,current
LU2290522684,0.71,2026-01-20,"Connor, Clark & Lunn Investment Management Ltd.",InPost S.A.,current
NL0009739416,0.9,2026-01-20,"D. E. Shaw & Co., L.P.",PostNL N.V.,current
NL0013267909,0.7,2026-01-20,Marshall Wace LLP,Akzo Nobel N.V.,current
NL0011821392,0.77,2026-01-19,Citadel Advisors LLC,Signify N.V.,current
NL0012866412,0.78,2026-01-19,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,current
NL0012817175,1.55,2026-01-19,Voleon Capital Management LP,Alfen N.V.,current
NL0015002IE0,2.01,2026-01-19,Voleon Capital Management LP,Avantium N.V.,current
NL0012817175,2.53,2026-01-19,"WorldQuant, LLC",Alfen N.V.,current
NL0010801007,1.4,2026-01-16,"BlackRock Financial Management, Inc.",IMCD N.V.,current
CH1216478797,1.38,2026-01-16,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,current
NL0009739416,0.9,2026-01-16,Marshall Wace LLP,PostNL N.V.,current
NL0009739416,0.59,2026-01-15,Citadel Advisors LLC,PostNL N.V.,current
NL0012866412,0.81,2026-01-15,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,current
NL0000395903,0.51,2026-01-15,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,current
NL0013267909,0.62,2026-01-15,Marshall Wace LLP,Akzo Nobel N.V.,current
NL0012866412,0.78,2026-01-14,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,current
NL0011821392,1.59,2026-01-14,Marshall Wace LLP,Signify N.V.,current
NL00150003E1,0.8,2026-01-14,"PDT Partners, LLC",Fugro N.V.,current
NL0006237562,1.28,2026-01-14,Squarepoint Ops LLC,ARCADIS N.V.,current
NL0013267909,0.79,2026-01-13,"AQR Capital Management, LLC",Akzo Nobel N.V.,current
NL0013267909,0.57,2026-01-13,Marshall Wace LLP,Akzo Nobel N.V.,current
NL0009739416,0.81,2026-01-13,Marshall Wace LLP,PostNL N.V.,current
NL0006237562,1.3,2026-01-13,Squarepoint Ops LLC,ARCADIS N.V.,current
NL0012817175,2.41,2026-01-13,"WorldQuant, LLC",Alfen N.V.,current
NL0012817175,1.7,2026-01-12,"D. E. Shaw & Co., L.P.",Alfen N.V.,current
NL0011872650,0.89,2026-01-12,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,current
NL0012866412,0.8,2026-01-12,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,current
NL0012817175,1.42,2026-01-12,Voleon Capital Management LP,Alfen N.V.,current
NL0012817175,2.37,2026-01-12,"WorldQuant, LLC",Alfen N.V.,current
NL0010391025,0.91,2026-01-09,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,current
NL0011821392,0.6,2026-01-09,Citadel Advisors LLC,Signify N.V.,current
NL0012817175,1.69,2026-01-09,"D. E. Shaw & Co., L.P.",Alfen N.V.,current
NL0009739416,0.88,2026-01-09,"D. E. Shaw & Co., L.P.",PostNL N.V.,current
GB00BP6MXD84,0.6,2026-01-09,"Elliott Investment Management, L.P",Shell plc,current
NL0011821392,0.69,2026-01-09,"PDT Partners, LLC",Signify N.V.,current
NL0006237562,1.29,2026-01-09,Squarepoint Ops LLC,ARCADIS N.V.,current
NL0010801007,1.39,2026-01-08,"BlackRock Financial Management, Inc.",IMCD N.V.,current
NL0011821392,0.57,2026-01-08,Citadel Advisors LLC,Signify N.V.,current
LU2290522684,0.61,2026-01-08,"Connor, Clark & Lunn Investment Management Ltd.",InPost S.A.,current
NL0012817175,1.7,2026-01-08,"D. E. Shaw & Co., L.P.",Alfen N.V.,current
NL0012866412,0.78,2026-01-08,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,current
NL0009739416,0.9,2026-01-08,"D. E. Shaw & Co., L.P.",PostNL N.V.,current
NL0011821392,0.7,2026-01-08,"PDT Partners, LLC",Signify N.V.,current
CY0200751713,0.59,2026-01-08,"Two Sigma Investments, LP",Theon International Plc,current
NL0012817175,1.33,2026-01-08,Voleon Capital Management LP,Alfen N.V.,current
NL0012817175,2.23,2026-01-08,"WorldQuant, LLC",Alfen N.V.,current
NL0013267909,0.82,2026-01-07,"AQR Capital Management, LLC",Akzo Nobel N.V.,current
NL0009739416,0.61,2026-01-07,Citadel Advisors LLC,PostNL N.V.,current
NL0011821392,0.6,2026-01-07,Citadel Advisors LLC,Signify N.V.,current
LU2290522684,0.59,2026-01-07,"Connor, Clark & Lunn Investment Management Ltd.",InPost S.A.,current
NL0009739416,0.89,2026-01-07,"D. E. Shaw & Co., L.P.",PostNL N.V.,current
NL0013267909,0.77,2026-01-06,"AQR Capital Management, LLC",Akzo Nobel N.V.,current
NL0010801007,1.41,2026-01-06,"BlackRock Financial Management, Inc.",IMCD N.V.,current
NL0011821392,1.67,2026-01-06,Marshall Wace LLP,Signify N.V.,current
CY0200751713,0.6,2026-01-06,"Two Sigma Investments, LP",Theon International Plc,current
NL0010801007,1.39,2026-01-05,"BlackRock Financial Management, Inc.",IMCD N.V.,current
CH1216478797,1.4,2026-01-05,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,current
CY0200751713,0.59,2026-01-05,"Two Sigma Investments, LP",Theon International Plc,current
NL0012817175,1.22,2026-01-05,Voleon Capital Management LP,Alfen N.V.,current
NL0012817175,2.14,2026-01-05,"WorldQuant, LLC",Alfen N.V.,current
NL0013267909,0.8,2026-01-02,"AQR Capital Management, LLC",Akzo Nobel N.V.,current
LU2290522684,0.6,2026-01-02,"Connor, Clark & Lunn Investment Management Ltd.",InPost S.A.,current
NL0012817175,1.68,2026-01-02,"D. E. Shaw & Co., L.P.",Alfen N.V.,current
NL0009739416,0.78,2026-01-02,Marshall Wace LLP,PostNL N.V.,current
NL0011821392,1.78,2026-01-02,Marshall Wace LLP,Signify N.V.,current
NL00150003E1,0.7,2026-01-02,"PDT Partners, LLC",Fugro N.V.,current
LU2290522684,0.54,2026-01-02,"Two Sigma Investments, LP",InPost S.A.,current
CY0200751713,0.6,2026-01-02,"Two Sigma Investments, LP",Theon International Plc,current
NL0012817175,2.08,2026-01-02,"WorldQuant, LLC",Alfen N.V.,current
NL0015002IE0,1.89,2025-12-31,Voleon Capital Management LP,Avantium N.V.,current
NL0011821392,0.5,2025-12-30,Citadel Advisors LLC,Signify N.V.,current
NL00150003E1,0.69,2025-12-30,"PDT Partners, LLC",Fugro N.V.,current
NL0012817175,1.18,2025-12-30,Voleon Capital Management LP,Alfen N.V.,current
NL0012817175,2.11,2025-12-30,"WorldQuant, LLC",Alfen N.V.,current
NL0012817175,1.77,2025-12-29,"D. E. Shaw & Co., L.P.",Alfen N.V.,current
NL0012866412,0.8,2025-12-29,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,current
NL0015002IE0,1.94,2025-12-29,Voleon Capital Management LP,Avantium N.V.,current
NL0012866412,0.79,2025-12-24,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,current
NL0012817175,1.02,2025-12-24,Voleon Capital Management LP,Alfen N.V.,current
NL0010801007,0.8,2025-12-23,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,current
NL0010801007,1.4,2025-12-23,"BlackRock Financial Management, Inc.",IMCD N.V.,current
NL0013267909,0.62,2025-12-22,LMR Partners LLP,Akzo Nobel N.V.,current
NL0011821392,1.88,2025-12-22,Marshall Wace LLP,Signify N.V.,current
NL0015002IE0,2.07,2025-12-22,Voleon Capital Management LP,Avantium N.V.,current
LU1598757687,0.5,2025-12-19,"AQR Capital Management, LLC",ArcelorMittal S.A.,current
NL0012817175,0.99,2025-12-19,Voleon Capital Management LP,Alfen N.V.,current
NL00150003E1,0.68,2025-12-18,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,current
NL0015002IE0,2.18,2025-12-18,Voleon Capital Management LP,Avantium N.V.,current
NL0009739416,0.5,2025-12-17,Citadel Advisors LLC,PostNL N.V.,current
NL0011872650,1.88,2025-12-17,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,current
NL00150003E1,0.78,2025-12-17,"PDT Partners, LLC",Fugro N.V.,current
NL0010801007,0.7,2025-12-16,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,current
NL0015002IE0,2.29,2025-12-16,Voleon Capital Management LP,Avantium N.V.,current
NL0012817175,2.0,2025-12-16,"WorldQuant, LLC",Alfen N.V.,current
CH1216478797,1.3,2025-12-15,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,current
NL0010801007,1.39,2025-12-12,"BlackRock Financial Management, Inc.",IMCD N.V.,current
NL0000289213,0.59,2025-12-12,Citadel Advisors LLC,Wereldhave N.V.,current
NL0009739416,0.99,2025-12-12,"D. E. Shaw & Co., L.P.",PostNL N.V.,current
NL0006237562,1.3,2025-12-12,Squarepoint Ops LLC,ARCADIS N.V.,current
NL0006237562,1.29,2025-12-11,Squarepoint Ops LLC,ARCADIS N.V.,current
NL0012817175,1.93,2025-12-11,"WorldQuant, LLC",Alfen N.V.,current
NL0013267909,0.51,2025-12-10,LMR Partners LLP,Akzo Nobel N.V.,current
NL0010801007,1.4,2025-12-09,"BlackRock Financial Management, Inc.",IMCD N.V.,current
NL0012866412,0.88,2025-12-09,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,current
NL0006237562,1.3,2025-12-09,Squarepoint Ops LLC,ARCADIS N.V.,current
NL0015002IE0,2.31,2025-12-09,Voleon Capital Management LP,Avantium N.V.,current
NL0012866412,0.91,2025-12-08,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,current
NL0012817175,1.8,2025-12-08,"WorldQuant, LLC",Alfen N.V.,current
NL0013267909,0.7,2025-12-05,"AQR Capital Management, LLC",Akzo Nobel N.V.,current
NL0010801007,1.39,2025-12-05,"BlackRock Financial Management, Inc.",IMCD N.V.,current
NL0011821392,1.9,2025-12-05,Marshall Wace LLP,Signify N.V.,current
NL0011821392,0.81,2025-12-04,"AQR Capital Management, LLC",Signify N.V.,current
NL0011821392,1.89,2025-12-04,Marshall Wace LLP,Signify N.V.,current
NL0012817175,1.08,2025-12-04,Voleon Capital Management LP,Alfen N.V.,current
NL0015002IE0,2.23,2025-12-04,Voleon Capital Management LP,Avantium N.V.,current
NL0010801007,1.4,2025-12-03,"BlackRock Financial Management, Inc.",IMCD N.V.,current
NL0010391025,0.83,2025-12-03,Lazard Asset Management LLC,Pharming Group N.V.,current
NL0015002IE0,2.1,2025-12-03,Voleon Capital Management LP,Avantium N.V.,current
NL0015002IE0,2.01,2025-12-02,Voleon Capital Management LP,Avantium N.V.,current
NL0012817175,1.74,2025-12-02,"WorldQuant, LLC",Alfen N.V.,current
NL0011872650,0.99,2025-12-01,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,current
NL00150003E1,0.8,2025-12-01,"PDT Partners, LLC",Fugro N.V.,current
NL0012817175,1.19,2025-12-01,Voleon Capital Management LP,Alfen N.V.,current
NL0012817175,1.69,2025-12-01,"WorldQuant, LLC",Alfen N.V.,current
NL0010801007,0.9,2025-11-28,"BlackRock Advisors, LLC",IMCD N.V.,current
NL0000289213,0.6,2025-11-28,Citadel Advisors LLC,Wereldhave N.V.,current
CH1216478797,1.2,2025-11-28,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,current
NL0012817175,1.78,2025-11-28,"WorldQuant, LLC",Alfen N.V.,current
NL0011821392,1.71,2025-11-27,Marshall Wace LLP,Signify N.V.,current
NL0012817175,1.27,2025-11-27,Voleon Capital Management LP,Alfen N.V.,current
NL0015002IE0,1.97,2025-11-27,Voleon Capital Management LP,Avantium N.V.,current
NL0012817175,1.84,2025-11-27,"WorldQuant, LLC",Alfen N.V.,current
NL0012866412,0.81,2025-11-26,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,current
NL0010801007,0.89,2025-11-25,"BlackRock Advisors, LLC",IMCD N.V.,current
NL0006237562,1.2,2025-11-25,Squarepoint Ops LLC,ARCADIS N.V.,current
NL0012817175,1.36,2025-11-25,Voleon Capital Management LP,Alfen N.V.,current
NL0015002IE0,2.07,2025-11-25,Voleon Capital Management LP,Avantium N.V.,current
NL0012817175,1.93,2025-11-25,"WorldQuant, LLC",Alfen N.V.,current
NL0012817175,1.82,2025-11-24,"D. E. Shaw & Co., L.P.",Alfen N.V.,current
NL0011872650,1.0,2025-11-24,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,current
NL0011821392,1.62,2025-11-24,Marshall Wace LLP,Signify N.V.,current
NL0012817175,1.41,2025-11-24,Voleon Capital Management LP,Alfen N.V.,current
NL0015002IE0,2.14,2025-11-24,Voleon Capital Management LP,Avantium N.V.,current
NL0011821392,0.61,2025-11-21,Eleva Capital SAS,Signify N.V.,current
