position_holder,issuer_name,net_short_position,isin,position_date,source
"WorldQuant, LLC",TomTom N.V.,0.54,NL0000387058,2015-06-22,archive
"AQR Capital Management, LLC",Fugro N.V.,3.25,NL0000352565,2015-06-19,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.7,NL0000360618,2015-06-18,archive
"Hound Partners, LLC",TomTom N.V.,1.59,NL0000387058,2015-06-18,archive
JPMorgan Asset Management (UK) Ltd.,Wereldhave N.V.,0.67,NL0000289213,2015-06-18,archive
Marshall Wace LLP,SBM Offshore N.V.,0.96,NL0000360618,2015-06-18,archive
"BlackRock Advisors, LLC",Aperam S.A.,0.69,LU0569974404,2015-06-17,archive
"Hound Partners, LLC",TomTom N.V.,1.72,NL0000387058,2015-06-17,archive
Man Investments Limited,SBM Offshore N.V.,0.56,NL0000360618,2015-06-17,archive
"WorldQuant, LLC",Wereldhave N.V.,0.56,NL0000289213,2015-06-17,archive
Adage Capital Management L.P.,Aperam S.A.,4.07,LU0569974404,2015-06-15,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2.68,NL0000360618,2015-06-15,archive
BNP Paribas S.A.,Aperam S.A.,0.52,LU0569974404,2015-06-15,archive
HBK Investments LP,ArcelorMittal S.A.,0.5,LU0323134006,2015-06-11,archive
Man Investments Limited,SBM Offshore N.V.,0.68,NL0000360618,2015-06-11,archive
Marshall Wace LLP,Wolters Kluwer N.V.,0.81,NL0000395903,2015-06-11,archive
HBK Investments LP,ArcelorMittal S.A.,0.49,LU0323134006,2015-06-10,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.69,NL0000360618,2015-06-09,archive
HBK Investments LP,ArcelorMittal S.A.,0.5,LU0323134006,2015-06-09,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.48,NL0000360618,2015-06-09,archive
"WorldQuant, LLC",Wereldhave N.V.,0.68,NL0000289213,2015-06-09,archive
AKO Capital LLP,ARCADIS N.V.,1.16,NL0006237562,2015-06-08,archive
"BlackRock Institutional Trust Company, National Association",TomTom N.V.,0.48,NL0000387058,2015-06-08,archive
Man Investments Limited,Fugro N.V.,0.82,NL0000352565,2015-06-08,archive
Odey Asset Management LLP,ArcelorMittal S.A.,0.69,LU0323134006,2015-06-08,archive
AKO Capital LLP,SBM Offshore N.V.,1.69,NL0000360618,2015-06-05,archive
"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.78,LU0569974404,2015-06-05,archive
Odey Asset Management LLP,ArcelorMittal S.A.,0.75,LU0323134006,2015-06-04,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.56,NL0000360618,2015-06-04,archive
AKO Capital LLP,SBM Offshore N.V.,1.59,NL0000360618,2015-06-03,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,0.59,NL0000337319,2015-06-03,archive
Marshall Wace LLP,SBM Offshore N.V.,1.04,NL0000360618,2015-06-03,archive
Odey Asset Management LLP,ArcelorMittal S.A.,0.67,LU0323134006,2015-06-02,archive
"WorldQuant, LLC",Wereldhave N.V.,0.7,NL0000289213,2015-06-02,archive
BNP Paribas S.A.,Aperam S.A.,0.43,LU0569974404,2015-06-01,archive
"Basso Capital Management, L.P",Aperam S.A.,0.69,LU0569974404,2015-05-29,archive
"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.8,LU0569974404,2015-05-29,archive
Man Investments Limited,SBM Offshore N.V.,0.7,NL0000360618,2015-05-29,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,0.63,NL0000337319,2015-05-29,archive
Marshall Wace LLP,Wolters Kluwer N.V.,0.71,NL0000395903,2015-05-29,archive
AKO Capital LLP,ARCADIS N.V.,1.04,NL0006237562,2015-05-28,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2.78,NL0000360618,2015-05-28,archive
"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.5,NL0000360618,2015-05-28,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.71,NL0000360618,2015-05-28,archive
Man Investments Limited,SBM Offshore N.V.,0.65,NL0000360618,2015-05-28,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,0.5,NL0000337319,2015-05-27,archive
Marshall Wace LLP,SBM Offshore N.V.,1.16,NL0000360618,2015-05-27,archive
"WorldQuant, LLC",Wereldhave N.V.,0.67,NL0000289213,2015-05-27,archive
Man Investments Limited,Fugro N.V.,0.73,NL0000352565,2015-05-26,archive
Man Investments Limited,SBM Offshore N.V.,0.54,NL0000360618,2015-05-26,archive
Adage Capital Management L.P.,Aperam S.A.,4.1,LU0569974404,2015-05-22,archive
Marshall Wace LLP,SBM Offshore N.V.,1.28,NL0000360618,2015-05-22,archive
BlackRock Investment Management (UK) Limited,Brunel International N.V.,0.9,NL0010776944,2015-05-21,archive
Man Investments Limited,Fugro N.V.,0.63,NL0000352565,2015-05-21,archive
Man Investments Limited,Fugro N.V.,0.57,NL0000352565,2015-05-20,archive
"AQR Capital Management, LLC",ArcelorMittal S.A.,1.05,LU0323134006,2015-05-19,archive
Marshall Wace LLP,Wolters Kluwer N.V.,0.61,NL0000395903,2015-05-19,archive
Wellington Management Company LLP,Eurocommercial Properties N.V.,0.14,NL0000288876,2015-05-19,archive
"BlackRock Advisors, LLC",Aperam S.A.,0.78,LU0569974404,2015-05-18,archive
"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.78,LU0569974404,2015-05-18,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.6,NL0000360618,2015-05-18,archive
UBS Global Asset Management (UK) Ltd.,SBM Offshore N.V.,0.46,NL0000360618,2015-05-18,archive
AKO Capital LLP,ARCADIS N.V.,0.93,NL0006237562,2015-05-15,archive
"AQR Capital Management, LLC",ArcelorMittal S.A.,1.04,LU0323134006,2015-05-15,archive
Wellington Management Company LLP,Eurocommercial Properties N.V.,0.93,NL0000288876,2015-05-15,archive
"WorldQuant, LLC",Wereldhave N.V.,0.7,NL0000289213,2015-05-15,archive
"AQR Capital Management, LLC",ArcelorMittal S.A.,1.05,LU0323134006,2015-05-14,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.54,NL0000360618,2015-05-14,archive
Man Investments Limited,Fugro N.V.,0.49,NL0000352565,2015-05-14,archive
Marshall Wace LLP,SBM Offshore N.V.,1.36,NL0000360618,2015-05-14,archive
Odey Asset Management LLP,ArcelorMittal S.A.,0.72,LU0323134006,2015-05-14,archive
Wellington Management Company LLP,Eurocommercial Properties N.V.,1.14,NL0000288876,2015-05-14,archive
BlackRock Investment Management (UK) Limited,Aperam S.A.,0.49,LU0569974404,2015-05-13,archive
Marshall Wace LLP,Wolters Kluwer N.V.,0.53,NL0000395903,2015-05-13,archive
"AQR Capital Management, LLC",Fugro N.V.,3.11,NL0000352565,2015-05-11,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2.89,NL0000360618,2015-05-11,archive
BNP Paribas S.A.,Aperam S.A.,0.53,LU0569974404,2015-05-11,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.42,NL0000360618,2015-05-11,archive
Marshall Wace LLP,SBM Offshore N.V.,1.49,NL0000360618,2015-05-11,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.6,NL0000360618,2015-05-11,archive
"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.88,LU0569974404,2015-05-08,archive
Man Investments Limited,Fugro N.V.,0.57,NL0000352565,2015-05-08,archive
Marshall Wace LLP,ArcelorMittal S.A.,0.49,LU0323134006,2015-05-08,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.57,NL0000360618,2015-05-08,archive
"WorldQuant, LLC",Wereldhave N.V.,0.6,NL0000289213,2015-05-08,archive
AKO Capital LLP,ARCADIS N.V.,0.88,NL0006237562,2015-05-07,archive
BlueCrest Capital Management Limited,SBM Offshore N.V.,0.48,NL0000360618,2015-05-07,archive
CQS (UK) LLP,Aperam S.A.,1.09,LU0569974404,2015-05-07,archive
Marshall Wace LLP,SBM Offshore N.V.,1.58,NL0000360618,2015-05-07,archive
Citadel Europe LLP,AEGON Ltd.,0.49,NL0000303709,2015-05-06,archive
CQS (UK) LLP,Aperam S.A.,1.2,LU0569974404,2015-05-06,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.3,NL0000360618,2015-05-06,archive
"Discovery Capital Management, LLC",SBM Offshore N.V.,1.66,NL0000360618,2015-05-06,archive
Man Investments Limited,SBM Offshore N.V.,0.44,NL0000360618,2015-05-06,archive
Adage Capital Management L.P.,Aperam S.A.,4.01,LU0569974404,2015-05-05,archive
BNP Paribas S.A.,Aperam S.A.,0.44,LU0569974404,2015-05-05,archive
CQS (UK) LLP,Aperam S.A.,1.17,LU0569974404,2015-05-05,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.22,NL0000360618,2015-05-05,archive
Man Investments Limited,Fugro N.V.,0.87,NL0000352565,2015-05-04,archive
Man Investments Limited,SBM Offshore N.V.,0.59,NL0000360618,2015-05-04,archive
BlackRock Investment Management (UK) Limited,Aperam S.A.,0.59,LU0569974404,2015-04-30,archive
Man Investments Limited,Fugro N.V.,0.94,NL0000352565,2015-04-30,archive
Marshall Wace LLP,SBM Offshore N.V.,1.68,NL0000360618,2015-04-30,archive
Adage Capital Management L.P.,Aperam S.A.,3.84,LU0569974404,2015-04-29,archive
"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.99,LU0569974404,2015-04-29,archive
"BlackRock Institutional Trust Company, National Association",TomTom N.V.,0.59,NL0000387058,2015-04-29,archive
CQS (UK) LLP,Aperam S.A.,1.33,LU0569974404,2015-04-29,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2.96,NL0000360618,2015-04-28,archive
Marshall Wace LLP,ArcelorMittal S.A.,0.58,LU0323134006,2015-04-28,archive
Marshall Wace LLP,SBM Offshore N.V.,1.77,NL0000360618,2015-04-28,archive
Adage Capital Management L.P.,Aperam S.A.,3.91,LU0569974404,2015-04-27,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.13,NL0000360618,2015-04-27,archive
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,1.53,NL0000387058,2015-04-27,archive
"AQR Capital Management, LLC",Fugro N.V.,3.01,NL0000352565,2015-04-24,archive
"AQR Capital Management, LLC",Koninklijke Vopak N.V.,0.6,NL0009432491,2015-04-24,archive
Marshall Wace LLP,ArcelorMittal S.A.,0.66,LU0323134006,2015-04-24,archive
"WorldQuant, LLC",Wereldhave N.V.,0.59,NL0000289213,2015-04-24,archive
"AQR Capital Management, LLC",Koninklijke Vopak N.V.,0.59,NL0009432491,2015-04-23,archive
"Discovery Capital Management, LLC",TomTom N.V.,0.54,NL0000387058,2015-04-23,archive
JPMorgan Asset Management (UK) Ltd.,Koninklijke Heijmans N.V.,0.0,NL0009269109,2015-04-23,archive
"AQR Capital Management, LLC",Koninklijke Vopak N.V.,0.6,NL0009432491,2015-04-22,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,3.07,NL0000360618,2015-04-22,archive
"Basso Capital Management, L.P",Aperam S.A.,0.53,LU0569974404,2015-04-22,archive
"BlackRock Institutional Trust Company, National Association",Aperam S.A.,1.0,LU0569974404,2015-04-22,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.03,NL0000360618,2015-04-22,archive
"Discovery Capital Management, LLC",TomTom N.V.,0.61,NL0000387058,2015-04-22,archive
Man Investments Limited,SBM Offshore N.V.,0.62,NL0000360618,2015-04-22,archive
Marshall Wace LLP,ArcelorMittal S.A.,0.78,LU0323134006,2015-04-22,archive
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,1.43,NL0000387058,2015-04-21,archive
Marshall Wace LLP,ArcelorMittal S.A.,0.8,LU0323134006,2015-04-21,archive
"BlackRock Institutional Trust Company, National Association",TomTom N.V.,0.62,NL0000387058,2015-04-20,archive
Marshall Wace LLP,SBM Offshore N.V.,1.86,NL0000360618,2015-04-20,archive
Numeric Investors LLC,Kendrion N.V.,0.47,NL0000852531,2015-04-20,archive
Susquehanna International Holdings LLC,Aperam S.A.,0.38,LU0569974404,2015-04-20,archive
"BlackRock Institutional Trust Company, National Association",TomTom N.V.,0.57,NL0000387058,2015-04-17,archive
BNP Paribas S.A.,Aperam S.A.,0.54,LU0569974404,2015-04-17,archive
CQS (UK) LLP,Aperam S.A.,1.54,LU0569974404,2015-04-17,archive
Marshall Wace LLP,SBM Offshore N.V.,1.74,NL0000360618,2015-04-17,archive
Marshall Wace LLP,TomTom N.V.,0.4,NL0000387058,2015-04-17,archive
BlueCrest Capital Management Limited,SBM Offshore N.V.,0.57,NL0000360618,2015-04-16,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,0.93,NL0000360618,2015-04-16,archive
Marshall Wace LLP,Aperam S.A.,0.48,LU0569974404,2015-04-16,archive
Marshall Wace LLP,ArcelorMittal S.A.,0.75,LU0323134006,2015-04-16,archive
Marshall Wace LLP,SBM Offshore N.V.,1.65,NL0000360618,2015-04-16,archive
Marshall Wace LLP,TomTom N.V.,0.52,NL0000387058,2015-04-16,archive
"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.99,LU0569974404,2015-04-15,archive
"BlueMountain Capital Management, LLC",TomTom N.V.,0.41,NL0000387058,2015-04-15,archive
BNP Paribas S.A.,Aperam S.A.,0.72,LU0569974404,2015-04-15,archive
Man Investments Limited,Fugro N.V.,1.03,NL0000352565,2015-04-15,archive
Marshall Wace LLP,Aperam S.A.,0.53,LU0569974404,2015-04-15,archive
Marshall Wace LLP,SBM Offshore N.V.,1.54,NL0000360618,2015-04-15,archive
Marshall Wace LLP,TomTom N.V.,0.63,NL0000387058,2015-04-15,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,3.15,NL0000360618,2015-04-14,archive
"Discovery Capital Management, LLC",SBM Offshore N.V.,1.49,NL0000360618,2015-04-14,archive
Marshall Wace LLP,TomTom N.V.,0.72,NL0000387058,2015-04-14,archive
Millennium International Management LP,ArcelorMittal S.A.,0.46,LU0323134006,2015-04-14,archive
"Angelo, Gordon & Co. L.P.",Aperam S.A.,0.54,LU0569974404,2015-04-13,archive
"BlueMountain Capital Management, LLC",TomTom N.V.,0.68,NL0000387058,2015-04-13,archive
BNP Paribas S.A.,Aperam S.A.,0.63,LU0569974404,2015-04-13,archive
Man Investments Limited,Fugro N.V.,0.92,NL0000352565,2015-04-13,archive
UBS Global Asset Management (UK) Ltd.,SBM Offshore N.V.,0.5,NL0000360618,2015-04-13,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.47,NL0000360618,2015-04-13,archive
"BlackRock Institutional Trust Company, National Association",Aperam S.A.,1.0,LU0569974404,2015-04-10,archive
"BlueMountain Capital Management, LLC",TomTom N.V.,0.9,NL0000387058,2015-04-10,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,0.81,NL0000360618,2015-04-10,archive
"Hound Partners, LLC",TomTom N.V.,1.99,NL0000387058,2015-04-10,archive
Man Investments Limited,Fugro N.V.,0.87,NL0000352565,2015-04-10,archive
Man Investments Limited,SBM Offshore N.V.,0.56,NL0000360618,2015-04-10,archive
Marshall Wace LLP,ArcelorMittal S.A.,0.61,LU0323134006,2015-04-10,archive
Millennium International Management LP,ArcelorMittal S.A.,0.57,LU0323134006,2015-04-10,archive
UBS Global Asset Management (UK) Ltd.,Fugro N.V.,2.67,NL0000352565,2015-04-10,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,3.2,NL0000360618,2015-04-09,archive
BlackRock Investment Management (UK) Limited,Aperam S.A.,0.67,LU0569974404,2015-04-09,archive
BlueCrest Capital Management Limited,SBM Offshore N.V.,0.69,NL0000360618,2015-04-09,archive
Citadel Europe LLP,AEGON Ltd.,0.5,NL0000303709,2015-04-09,archive
JPMorgan Asset Management (UK) Ltd.,Brunel International N.V.,0.44,NL0010776944,2015-04-09,archive
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,1.52,NL0000387058,2015-04-09,archive
Marshall Wace LLP,Aperam S.A.,0.68,LU0569974404,2015-04-09,archive
Marshall Wace LLP,SBM Offshore N.V.,1.32,NL0000360618,2015-04-09,archive
Numeric Investors LLC,Kendrion N.V.,0.51,NL0000852531,2015-04-09,archive
"AQR Capital Management, LLC",Fugro N.V.,2.91,NL0000352565,2015-04-08,archive
"Hound Partners, LLC",TomTom N.V.,1.71,NL0000387058,2015-04-08,archive
Man Investments Limited,Fugro N.V.,0.79,NL0000352565,2015-04-08,archive
Man Investments Limited,SBM Offshore N.V.,0.46,NL0000360618,2015-04-08,archive
Marshall Wace LLP,ArcelorMittal S.A.,0.52,LU0323134006,2015-04-08,archive
Marshall Wace LLP,SBM Offshore N.V.,1.24,NL0000360618,2015-04-08,archive
Susquehanna International Holdings LLC,Aperam S.A.,0.61,LU0569974404,2015-04-08,archive
"WorldQuant, LLC",Wereldhave N.V.,0.61,NL0000289213,2015-04-08,archive
"AQR Capital Management, LLC",ArcelorMittal S.A.,0.95,LU0323134006,2015-04-07,archive
"AQR Capital Management, LLC",Fugro N.V.,2.85,NL0000352565,2015-04-07,archive
"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.46,NL0000360618,2015-04-07,archive
BlueCrest Capital Management Limited,SBM Offshore N.V.,0.77,NL0000360618,2015-04-07,archive
BNP Paribas S.A.,Aperam S.A.,0.83,LU0569974404,2015-04-07,archive
Man Investments Limited,Fugro N.V.,0.9,NL0000352565,2015-04-07,archive
Marshall Wace LLP,Wolters Kluwer N.V.,0.47,NL0000395903,2015-04-07,archive
Susquehanna International Holdings LLC,Aperam S.A.,0.58,LU0569974404,2015-04-07,archive
BlackRock Investment Management (UK) Limited,Brunel International N.V.,0.81,NL0010776944,2015-04-02,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,0.7,NL0000360618,2015-04-02,archive
Man Investments Limited,Fugro N.V.,0.8,NL0000352565,2015-04-02,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.5,NL0000360618,2015-04-02,archive
"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.98,LU0569974404,2015-04-01,archive
BlackRock Investment Management (UK) Limited,Aperam S.A.,0.78,LU0569974404,2015-04-01,archive
Man Investments Limited,Fugro N.V.,0.72,NL0000352565,2015-04-01,archive
Marshall Wace LLP,SBM Offshore N.V.,1.05,NL0000360618,2015-04-01,archive
Kynikos Associates LP,SBM Offshore N.V.,0.59,NL0000360618,2015-03-31,archive
Man Investments Limited,Fugro N.V.,0.56,NL0000352565,2015-03-31,archive
Marshall Wace LLP,SBM Offshore N.V.,0.95,NL0000360618,2015-03-31,archive
Millennium International Management LP,ArcelorMittal S.A.,0.61,LU0323134006,2015-03-31,archive
Oxford Asset Management,Fugro N.V.,0.49,NL0000352565,2015-03-31,archive
"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.59,NL0000360618,2015-03-30,archive
JPMorgan Asset Management (UK) Ltd.,Brunel International N.V.,0.5,NL0010776944,2015-03-30,archive
Man Investments Limited,SBM Offshore N.V.,0.56,NL0000360618,2015-03-30,archive
Marshall Wace LLP,SBM Offshore N.V.,0.88,NL0000360618,2015-03-30,archive
Numeric Investors LLC,Kendrion N.V.,0.49,NL0000852531,2015-03-30,archive
CQS (UK) LLP,Aperam S.A.,1.38,LU0569974404,2015-03-27,archive
Marshall Wace LLP,Wolters Kluwer N.V.,0.58,NL0000395903,2015-03-27,archive
Odey Asset Management LLP,ArcelorMittal S.A.,0.85,LU0323134006,2015-03-27,archive
"WorldQuant, LLC",Wereldhave N.V.,0.5,NL0000289213,2015-03-27,archive
"AQR Capital Management, LLC",Fugro N.V.,2.92,NL0000352565,2015-03-26,archive
"BlackRock Advisors, LLC",Aperam S.A.,0.8,LU0569974404,2015-03-26,archive
JPMorgan Asset Management (UK) Ltd.,Wereldhave N.V.,0.51,NL0000289213,2015-03-26,archive
Marshall Wace LLP,SBM Offshore N.V.,0.72,NL0000360618,2015-03-26,archive
Susquehanna International Holdings LLC,Aperam S.A.,0.61,LU0569974404,2015-03-26,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.45,NL0000360618,2015-03-26,archive
"WorldQuant, LLC",Wereldhave N.V.,0.49,NL0000289213,2015-03-26,archive
"AQR Capital Management, LLC",Fugro N.V.,2.84,NL0000352565,2015-03-25,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,3.3,NL0000360618,2015-03-25,archive
"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.68,NL0000360618,2015-03-25,archive
BlackRock Investment Management (UK) Limited,Brunel International N.V.,0.7,NL0010776944,2015-03-25,archive
BNP Paribas S.A.,Aperam S.A.,0.76,LU0569974404,2015-03-25,archive
CQS (UK) LLP,Aperam S.A.,1.41,LU0569974404,2015-03-25,archive
Marshall Wace LLP,SBM Offshore N.V.,0.62,NL0000360618,2015-03-25,archive
Marshall Wace LLP,Wolters Kluwer N.V.,0.67,NL0000395903,2015-03-25,archive
"AQR Capital Management, LLC",Fugro N.V.,2.77,NL0000352565,2015-03-24,archive
"WorldQuant, LLC",Wereldhave N.V.,0.5,NL0000289213,2015-03-24,archive
"AQR Capital Management, LLC",Fugro N.V.,2.69,NL0000352565,2015-03-23,archive
BlueCrest Capital Management Limited,SBM Offshore N.V.,0.84,NL0000360618,2015-03-23,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,0.62,NL0000360618,2015-03-23,archive
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,1.13,NL0000387058,2015-03-23,archive
Man Investments Limited,SBM Offshore N.V.,0.47,NL0000360618,2015-03-23,archive
Millennium International Management LP,ArcelorMittal S.A.,0.51,LU0323134006,2015-03-23,archive
"AQR Capital Management, LLC",ArcelorMittal S.A.,0.84,LU0323134006,2015-03-20,archive
"AQR Capital Management, LLC",Fugro N.V.,2.82,NL0000352565,2015-03-20,archive
BNP Paribas S.A.,Aperam S.A.,0.67,LU0569974404,2015-03-20,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,0.56,NL0000360618,2015-03-20,archive
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,1.08,NL0000387058,2015-03-20,archive
Marshall Wace LLP,SBM Offshore N.V.,0.54,NL0000360618,2015-03-20,archive
Oxford Asset Management,Fugro N.V.,0.56,NL0000352565,2015-03-20,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.57,NL0000360618,2015-03-20,archive
"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.78,NL0000360618,2015-03-19,archive
Marshall Wace LLP,Wolters Kluwer N.V.,0.78,NL0000395903,2015-03-19,archive
"AQR Capital Management, LLC",Fugro N.V.,2.54,NL0000352565,2015-03-18,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,3.25,NL0000360618,2015-03-18,archive
"Discovery Capital Management, LLC",SBM Offshore N.V.,2.03,NL0000360618,2015-03-18,archive
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,0.84,NL0000387058,2015-03-18,archive
Marshall Wace LLP,SBM Offshore N.V.,0.69,NL0000360618,2015-03-18,archive
Wellington Management Company LLP,Eurocommercial Properties N.V.,1.22,NL0000288876,2015-03-18,archive
