issuer_name,position_date,net_short_position,isin,position_holder,source
Fugro N.V.,2019-09-05,1.33,NL0000352565,HBK Investments LP,archive
BE Semiconductor Industries N.V.,2019-09-05,1.09,NL0012866412,Jupiter Investment Management Limited,archive
Koninklijke BAM Groep N.V.,2019-09-05,1.09,NL0000337319,Lancaster Investment Management LLP,archive
AMG Critical Materials N.V.,2019-09-05,0.94,NL0000888691,Marshall Wace LLP,archive
Flow Traders Ltd.,2019-09-05,0.55,NL0011279492,Marshall Wace LLP,archive
Fugro N.V.,2019-09-05,2.96,NL0000352565,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2019-09-05,1.59,NL0000337319,Marshall Wace LLP,archive
PostNL N.V.,2019-09-05,2.79,NL0009739416,Marshall Wace LLP,archive
Wereldhave N.V.,2019-09-05,1.32,NL0000289213,Marshall Wace LLP,archive
Unibail-Rodamco-Westfield SE,2019-09-05,0.53,FR0013326246,Millennium International Management LP,archive
Wereldhave N.V.,2019-09-05,1.13,NL0000289213,Millennium International Management LP,archive
AMG Critical Materials N.V.,2019-09-05,1.04,NL0000888691,"WorldQuant, LLC",archive
Koninklijke Heijmans N.V.,2019-09-05,0.54,NL0009269109,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2019-09-04,1.4,NL0000888691,AHL Partners LLP,archive
PostNL N.V.,2019-09-04,0.97,NL0009739416,AHL Partners LLP,archive
Fugro N.V.,2019-09-04,0.64,NL0000352565,"BlackRock Institutional Trust Company, National Association",archive
Koninklijke BAM Groep N.V.,2019-09-04,0.59,NL0000337319,Citadel Advisors II LLC,archive
Lakefront Biotherapeutics NV,2019-09-04,1.0,BE0003818359,"D. E. Shaw & Co., L.P.",archive
Fugro N.V.,2019-09-04,1.4,NL0000352565,HBK Investments LP,archive
BE Semiconductor Industries N.V.,2019-09-04,1.66,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2019-09-04,2.09,NL0000352565,Sculptor Capital Management Europe Limited,archive
AMG Critical Materials N.V.,2019-09-03,1.58,NL0000888691,AHL Partners LLP,archive
SBM Offshore N.V.,2019-09-03,2.2,NL0000360618,"AQR Capital Management, LLC",archive
Lakefront Biotherapeutics NV,2019-09-03,0.71,BE0003818359,Citadel Advisors LLC,archive
Fugro N.V.,2019-09-03,1.51,NL0000352565,HBK Investments LP,archive
Fugro N.V.,2019-09-03,3.08,NL0000352565,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2019-09-03,1.41,NL0000337319,Marshall Wace LLP,archive
TomTom N.V.,2019-09-03,0.5,NL0013332471,Marshall Wace LLP,archive
Unibail-Rodamco-Westfield SE,2019-09-03,0.49,FR0013326246,Numeric Investors LLC,archive
AMG Critical Materials N.V.,2019-09-03,1.19,NL0000888691,"WorldQuant, LLC",archive
Flow Traders Ltd.,2019-09-03,0.46,NL0011279492,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2019-09-02,1.69,NL0000888691,AHL Partners LLP,archive
Koninklijke BAM Groep N.V.,2019-09-02,0.61,NL0000337319,Citadel Advisors II LLC,archive
AMG Critical Materials N.V.,2019-09-02,0.81,NL0000888691,Marshall Wace LLP,archive
Aperam S.A.,2019-09-02,0.51,LU0569974404,Marshall Wace LLP,archive
Signify N.V.,2019-09-02,1.11,NL0011821392,Millennium International Management LP,archive
Wereldhave N.V.,2019-09-02,0.49,NL0000289213,Otus Capital Management Ltd.,archive
PostNL N.V.,2019-08-30,1.08,NL0009739416,AHL Partners LLP,archive
PostNL N.V.,2019-08-30,1.18,NL0009739416,Capital Fund Management S.A.,archive
AMG Critical Materials N.V.,2019-08-30,0.77,NL0000888691,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2019-08-30,1.32,NL0000337319,Marshall Wace LLP,archive
PostNL N.V.,2019-08-30,2.99,NL0009739416,Marshall Wace LLP,archive
Signify N.V.,2019-08-30,1.09,NL0011821392,Millennium International Management LP,archive
Koninklijke BAM Groep N.V.,2019-08-29,0.5,NL0000337319,Citadel Advisors II LLC,archive
Fugro N.V.,2019-08-29,3.19,NL0000352565,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2019-08-29,1.22,NL0000337319,Marshall Wace LLP,archive
Signify N.V.,2019-08-29,1.1,NL0011821392,Millennium International Management LP,archive
Fugro N.V.,2019-08-29,0.88,NL0000352565,"WorldQuant, LLC",archive
PostNL N.V.,2019-08-28,1.15,NL0009739416,AHL Partners LLP,archive
Lakefront Biotherapeutics NV,2019-08-28,1.66,BE0003818359,"AQR Capital Management, LLC",archive
OCI N.V.,2019-08-28,1.4,NL0010558797,"AQR Capital Management, LLC",archive
Lakefront Biotherapeutics NV,2019-08-28,0.67,BE0003818359,Citadel Advisors LLC,archive
AMG Critical Materials N.V.,2019-08-28,0.58,NL0000888691,"D. E. Shaw & Co., L.P.",archive
BE Semiconductor Industries N.V.,2019-08-28,1.76,NL0012866412,Marshall Wace LLP,archive
Wereldhave N.V.,2019-08-28,0.91,NL0000289213,Toscafund Asset Management LLP,archive
AMG Critical Materials N.V.,2019-08-28,1.27,NL0000888691,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2019-08-27,1.6,NL0000888691,"Arrowstreet Capital, Limited Partnership",archive
Wereldhave N.V.,2019-08-27,0.67,NL0000289213,"D. E. Shaw & Co., L.P.",archive
BE Semiconductor Industries N.V.,2019-08-27,1.18,NL0012866412,Jupiter Investment Management Limited,archive
Fugro N.V.,2019-08-27,3.29,NL0000352565,Marshall Wace LLP,archive
Wereldhave N.V.,2019-08-27,1.47,NL0000289213,Marshall Wace LLP,archive
PostNL N.V.,2019-08-27,0.48,NL0009739416,Numeric Investors LLC,archive
Koninklijke BAM Groep N.V.,2019-08-27,0.7,NL0000337319,"WorldQuant, LLC",archive
SBM Offshore N.V.,2019-08-26,2.11,NL0000360618,"AQR Capital Management, LLC",archive
PostNL N.V.,2019-08-26,0.79,NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",archive
Lakefront Biotherapeutics NV,2019-08-26,0.95,BE0003818359,"D. E. Shaw & Co., L.P.",archive
Wereldhave N.V.,2019-08-26,1.08,NL0000289213,Millennium International Management LP,archive
Koninklijke BAM Groep N.V.,2019-08-26,0.59,NL0000337319,"WorldQuant, LLC",archive
Fugro N.V.,2019-08-23,0.75,NL0000352565,"BlackRock Institutional Trust Company, National Association",archive
Lakefront Biotherapeutics NV,2019-08-23,0.72,BE0003818359,Citadel Advisors LLC,archive
AMG Critical Materials N.V.,2019-08-23,1.54,NL0000888691,"Connor, Clark & Lunn Investment Management Ltd.",archive
Koninklijke BAM Groep N.V.,2019-08-23,0.64,NL0000337319,"Lucerne Capital Management, L.P.",archive
Flow Traders Ltd.,2019-08-23,0.69,NL0011279492,Marshall Wace LLP,archive
Fugro N.V.,2019-08-23,3.35,NL0000352565,Marshall Wace LLP,archive
Fugro N.V.,2019-08-23,0.8,NL0000352565,Systematica Investments Limited,archive
AMG Critical Materials N.V.,2019-08-23,0.5,NL0000888691,Voleon Capital Management LP,archive
AMG Critical Materials N.V.,2019-08-23,1.18,NL0000888691,"WorldQuant, LLC",archive
PostNL N.V.,2019-08-22,1.29,NL0009739416,AHL Partners LLP,archive
SBM Offshore N.V.,2019-08-22,2.04,NL0000360618,"AQR Capital Management, LLC",archive
Fugro N.V.,2019-08-22,1.75,NL0000352565,JPMorgan Asset Management (UK) Ltd.,archive
Koninklijke BAM Groep N.V.,2019-08-22,1.15,NL0000337319,Marshall Wace LLP,archive
Signify N.V.,2019-08-22,0.6,NL0011821392,Millennium Capital Partners LLP,archive
Koninklijke Heijmans N.V.,2019-08-22,0.29,NL0009269109,Susquehanna International Holdings LLC,archive
AMG Critical Materials N.V.,2019-08-22,1.08,NL0000888691,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2019-08-21,1.5,NL0000888691,"Arrowstreet Capital, Limited Partnership",archive
Fugro N.V.,2019-08-21,3.47,NL0000352565,Marshall Wace LLP,archive
Pharming Group N.V.,2019-08-21,0.45,NL0010391025,"PDT Partners, LLC",archive
Koninklijke Heijmans N.V.,2019-08-21,0.54,NL0009269109,Susquehanna International Holdings LLC,archive
Pharming Group N.V.,2019-08-21,0.48,NL0010391025,TT International,archive
Flow Traders Ltd.,2019-08-21,0.58,NL0011279492,"WorldQuant, LLC",archive
PostNL N.V.,2019-08-20,1.37,NL0009739416,AHL Partners LLP,archive
Fugro N.V.,2019-08-20,0.99,NL0000352565,Capital Fund Management S.A.,archive
PostNL N.V.,2019-08-20,1.29,NL0009739416,Capital Fund Management S.A.,archive
Koninklijke BAM Groep N.V.,2019-08-20,1.21,NL0000337319,Marshall Wace LLP,archive
TomTom N.V.,2019-08-20,0.48,NL0013332471,Marshall Wace LLP,archive
Signify N.V.,2019-08-20,1.0,NL0011821392,Millennium International Management LP,archive
PostNL N.V.,2019-08-20,0.58,NL0009739416,Numeric Investors LLC,archive
Koninklijke Heijmans N.V.,2019-08-20,0.47,NL0009269109,Susquehanna International Holdings LLC,archive
AMG Critical Materials N.V.,2019-08-20,0.97,NL0000888691,"WorldQuant, LLC",archive
SBM Offshore N.V.,2019-08-19,1.93,NL0000360618,"AQR Capital Management, LLC",archive
Fugro N.V.,2019-08-19,0.85,NL0000352565,"BlackRock Institutional Trust Company, National Association",archive
Lakefront Biotherapeutics NV,2019-08-19,0.6,BE0003818359,Citadel Advisors LLC,archive
PostNL N.V.,2019-08-19,0.89,NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",archive
Wereldhave N.V.,2019-08-19,1.3,NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",archive
Koninklijke BAM Groep N.V.,2019-08-19,0.46,NL0000337319,Dalton Strategic Partnership LLP,archive
Fugro N.V.,2019-08-19,1.46,NL0000352565,HBK Investments LP,archive
BE Semiconductor Industries N.V.,2019-08-19,1.28,NL0012866412,Jupiter Investment Management Limited,archive
Flow Traders Ltd.,2019-08-19,0.79,NL0011279492,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2019-08-19,1.16,NL0000337319,Marshall Wace LLP,archive
Wereldhave N.V.,2019-08-19,1.52,NL0000289213,Marshall Wace LLP,archive
PostNL N.V.,2019-08-19,0.6,NL0009739416,Numeric Investors LLC,archive
Pharming Group N.V.,2019-08-19,0.59,NL0010391025,"PDT Partners, LLC",archive
PostNL N.V.,2019-08-19,0.68,NL0009739416,"PDT Partners, LLC",archive
Koninklijke Heijmans N.V.,2019-08-19,0.59,NL0009269109,Susquehanna International Holdings LLC,archive
AMG Critical Materials N.V.,2019-08-19,1.01,NL0000888691,"WorldQuant, LLC",archive
PostNL N.V.,2019-08-16,1.48,NL0009739416,AHL Partners LLP,archive
Lakefront Biotherapeutics NV,2019-08-16,1.01,BE0003818359,"D. E. Shaw & Co., L.P.",archive
Fugro N.V.,2019-08-16,1.53,NL0000352565,HBK Investments LP,archive
BE Semiconductor Industries N.V.,2019-08-16,1.82,NL0012866412,Marshall Wace LLP,archive
PostNL N.V.,2019-08-16,3.0,NL0009739416,Marshall Wace LLP,archive
Signify N.V.,2019-08-16,0.7,NL0011821392,Marshall Wace LLP,archive
Wereldhave N.V.,2019-08-16,1.49,NL0000289213,Marshall Wace LLP,archive
Wereldhave N.V.,2019-08-16,1.13,NL0000289213,Millennium International Management LP,archive
PostNL N.V.,2019-08-16,0.48,NL0009739416,RAM Active Investments SA,archive
AMG Critical Materials N.V.,2019-08-16,0.49,NL0000888691,Susquehanna International Holdings LLC,archive
Wereldhave N.V.,2019-08-16,0.84,NL0000289213,Toscafund Asset Management LLP,archive
Fugro N.V.,2019-08-16,0.92,NL0000352565,"WorldQuant, LLC",archive
PostNL N.V.,2019-08-15,1.56,NL0009739416,AHL Partners LLP,archive
OCI N.V.,2019-08-15,1.3,NL0010558797,"AQR Capital Management, LLC",archive
AMG Critical Materials N.V.,2019-08-15,2.77,NL0000888691,"Eminence Capital, LP",archive
AMG Critical Materials N.V.,2019-08-15,0.81,NL0000888691,Marshall Wace LLP,archive
Fugro N.V.,2019-08-15,3.59,NL0000352565,Marshall Wace LLP,archive
Koninklijke Ahold Delhaize N.V.,2019-08-15,0.48,NL0011794037,Marshall Wace LLP,archive
PostNL N.V.,2019-08-15,2.99,NL0009739416,Marshall Wace LLP,archive
Signify N.V.,2019-08-15,0.51,NL0011821392,Millennium Capital Partners LLP,archive
Signify N.V.,2019-08-15,0.93,NL0011821392,Millennium International Management LP,archive
AMG Critical Materials N.V.,2019-08-15,0.55,NL0000888691,Susquehanna International Holdings LLC,archive
Wereldhave N.V.,2019-08-15,2.22,NL0000289213,"Woodson Capital Master Fund, LP",archive
AMG Critical Materials N.V.,2019-08-15,1.17,NL0000888691,"WorldQuant, LLC",archive
Fugro N.V.,2019-08-14,0.91,NL0000352565,B&G Master Fund Plc,archive
Lakefront Biotherapeutics NV,2019-08-14,0.5,BE0003818359,Citadel Advisors LLC,archive
Pharming Group N.V.,2019-08-14,0.44,NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",archive
AMG Critical Materials N.V.,2019-08-14,3.39,NL0000888691,"Eminence Capital, LP",archive
Fugro N.V.,2019-08-14,1.6,NL0000352565,HBK Investments LP,archive
ARCADIS N.V.,2019-08-14,0.6,NL0006237562,Kuvari Partners LLP,archive
Fugro N.V.,2019-08-14,3.63,NL0000352565,Marshall Wace LLP,archive
PostNL N.V.,2019-08-14,3.04,NL0009739416,Marshall Wace LLP,archive
PostNL N.V.,2019-08-14,0.72,NL0009739416,"PDT Partners, LLC",archive
Wereldhave N.V.,2019-08-14,2.11,NL0000289213,"Woodson Capital Master Fund, LP",archive
PostNL N.V.,2019-08-13,1.68,NL0009739416,AHL Partners LLP,archive
SBM Offshore N.V.,2019-08-13,1.8,NL0000360618,"AQR Capital Management, LLC",archive
PostNL N.V.,2019-08-13,1.39,NL0009739416,Capital Fund Management S.A.,archive
BE Semiconductor Industries N.V.,2019-08-13,0.63,NL0012866412,Citadel Europe LLP,archive
Lakefront Biotherapeutics NV,2019-08-13,0.91,BE0003818359,"D. E. Shaw & Co., L.P.",archive
Koninklijke BAM Groep N.V.,2019-08-13,0.55,NL0000337319,Dalton Strategic Partnership LLP,archive
Fugro N.V.,2019-08-13,1.46,NL0000352565,HBK Investments LP,archive
Fugro N.V.,2019-08-13,3.56,NL0000352565,Marshall Wace LLP,archive
PostNL N.V.,2019-08-13,3.17,NL0009739416,Marshall Wace LLP,archive
Flow Traders Ltd.,2019-08-13,0.18,NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",archive
Fugro N.V.,2019-08-13,2.1,NL0000352565,Sculptor Capital Management Europe Limited,archive
AMG Critical Materials N.V.,2019-08-13,0.67,NL0000888691,Susquehanna International Holdings LLC,archive
Fugro N.V.,2019-08-12,0.89,NL0000352565,B&G Master Fund Plc,archive
AMG Critical Materials N.V.,2019-08-12,0.6,NL0000888691,"D. E. Shaw & Co., L.P.",archive
BE Semiconductor Industries N.V.,2019-08-12,1.7,NL0012866412,Marshall Wace LLP,archive
PostNL N.V.,2019-08-12,3.24,NL0009739416,Marshall Wace LLP,archive
Signify N.V.,2019-08-12,0.6,NL0011821392,Marshall Wace LLP,archive
Wereldhave N.V.,2019-08-12,1.5,NL0000289213,Marshall Wace LLP,archive
Flow Traders Ltd.,2019-08-12,0.61,NL0011279492,"WorldQuant, LLC",archive
Fugro N.V.,2019-08-12,0.81,NL0000352565,"WorldQuant, LLC",archive
PostNL N.V.,2019-08-09,1.76,NL0009739416,AHL Partners LLP,archive
Koninklijke Vopak N.V.,2019-08-09,1.6,NL0009432491,"AQR Capital Management, LLC",archive
Fugro N.V.,2019-08-09,0.8,NL0000352565,"Connor, Clark & Lunn Investment Management Ltd.",archive
Pharming Group N.V.,2019-08-09,0.58,NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",archive
PostNL N.V.,2019-08-09,0.98,NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",archive
Fugro N.V.,2019-08-09,1.5,NL0000352565,HBK Investments LP,archive
BE Semiconductor Industries N.V.,2019-08-09,1.38,NL0012866412,Jupiter Investment Management Limited,archive
PostNL N.V.,2019-08-09,3.31,NL0009739416,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2019-08-09,1.29,NL0000888691,"WorldQuant, LLC",archive
Flow Traders Ltd.,2019-08-09,0.58,NL0011279492,"WorldQuant, LLC",archive
Fugro N.V.,2019-08-09,0.74,NL0000352565,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2019-08-08,1.4,NL0000888691,"Arrowstreet Capital, Limited Partnership",archive
PostNL N.V.,2019-08-08,1.48,NL0009739416,Capital Fund Management S.A.,archive
PostNL N.V.,2019-08-08,3.4,NL0009739416,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2019-08-08,0.71,NL0000888691,Susquehanna International Holdings LLC,archive
PostNL N.V.,2019-08-08,0.5,NL0009739416,Systematica Investments Limited,archive
Wereldhave N.V.,2019-08-08,0.7,NL0000289213,Wellington Management Company LLP,archive
Flow Traders Ltd.,2019-08-08,0.6,NL0011279492,"WorldQuant, LLC",archive
Fugro N.V.,2019-08-08,0.63,NL0000352565,"WorldQuant, LLC",archive
Fugro N.V.,2019-08-07,0.97,NL0000352565,"BlackRock Institutional Trust Company, National Association",archive
Lakefront Biotherapeutics NV,2019-08-07,0.8,BE0003818359,"D. E. Shaw & Co., L.P.",archive
Wereldhave N.V.,2019-08-07,0.7,NL0000289213,"D. E. Shaw & Co., L.P.",archive
Fugro N.V.,2019-08-07,1.46,NL0000352565,HBK Investments LP,archive
AMG Critical Materials N.V.,2019-08-07,0.77,NL0000888691,Marshall Wace LLP,archive
PostNL N.V.,2019-08-07,3.55,NL0009739416,Marshall Wace LLP,archive
Signify N.V.,2019-08-07,0.59,NL0011821392,Marshall Wace LLP,archive
Wereldhave N.V.,2019-08-07,1.49,NL0000289213,Marshall Wace LLP,archive
Wereldhave N.V.,2019-08-07,0.52,NL0000289213,Wellington Management Company LLP,archive
AMG Critical Materials N.V.,2019-08-07,1.36,NL0000888691,"WorldQuant, LLC",archive
PostNL N.V.,2019-08-06,1.88,NL0009739416,AHL Partners LLP,archive
Pharming Group N.V.,2019-08-06,0.69,NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",archive
PostNL N.V.,2019-08-06,1.09,NL0009739416,"Connor, Clark & Lunn Investment Management Ltd.",archive
Fugro N.V.,2019-08-06,1.39,NL0000352565,HBK Investments LP,archive
BE Semiconductor Industries N.V.,2019-08-06,1.6,NL0012866412,Marshall Wace LLP,archive
Fugro N.V.,2019-08-06,3.41,NL0000352565,Marshall Wace LLP,archive
Wereldhave N.V.,2019-08-06,1.0,NL0000289213,Millennium International Management LP,archive
Unibail-Rodamco-Westfield SE,2019-08-06,0.55,FR0013326246,Numeric Investors LLC,archive
AMG Critical Materials N.V.,2019-08-06,0.79,NL0000888691,"PDT Partners, LLC",archive
PostNL N.V.,2019-08-06,0.37,NL0009739416,Voleon Capital Management LP,archive
AMG Critical Materials N.V.,2019-08-06,1.18,NL0000888691,"WorldQuant, LLC",archive
PostNL N.V.,2019-08-06,0.44,NL0009739416,"WorldQuant, LLC",archive
PostNL N.V.,2019-08-05,1.99,NL0009739416,AHL Partners LLP,archive
Fugro N.V.,2019-08-05,1.41,NL0000352565,HBK Investments LP,archive
BE Semiconductor Industries N.V.,2019-08-05,1.46,NL0012866412,Jupiter Investment Management Limited,archive
AMG Critical Materials N.V.,2019-08-05,0.85,NL0000888691,Marshall Wace LLP,archive
PostNL N.V.,2019-08-05,3.68,NL0009739416,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2019-08-05,2.27,NL0000888691,"Public Equity Partners Management, L.P.",archive
Aperam S.A.,2019-08-05,0.49,LU0569974404,Renaissance Technologies LLC,archive
Fugro N.V.,2019-08-05,2.03,NL0000352565,Sculptor Capital Management Europe Limited,archive
AMG Critical Materials N.V.,2019-08-05,1.07,NL0000888691,"WorldQuant, LLC",archive
Flow Traders Ltd.,2019-08-05,0.51,NL0011279492,"WorldQuant, LLC",archive
PostNL N.V.,2019-08-02,2.01,NL0009739416,AHL Partners LLP,archive
AMG Critical Materials N.V.,2019-08-02,1.3,NL0000888691,"Arrowstreet Capital, Limited Partnership",archive
Signify N.V.,2019-08-02,1.9,NL0011821392,BlackRock Investment Management (UK) Limited,archive
AMG Critical Materials N.V.,2019-08-02,0.5,NL0000888691,"D. E. Shaw & Co., L.P.",archive
Fugro N.V.,2019-08-02,1.32,NL0000352565,HBK Investments LP,archive
AMG Critical Materials N.V.,2019-08-02,0.92,NL0000888691,Marshall Wace LLP,archive
Flow Traders Ltd.,2019-08-02,0.81,NL0011279492,Marshall Wace LLP,archive
Signify N.V.,2019-08-02,0.68,NL0011821392,Marshall Wace LLP,archive
Wereldhave N.V.,2019-08-02,1.57,NL0000289213,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2019-08-02,2.42,NL0000888691,"Public Equity Partners Management, L.P.",archive
Aperam S.A.,2019-08-02,0.5,LU0569974404,Renaissance Technologies LLC,archive
BE Semiconductor Industries N.V.,2019-08-02,3.51,NL0012866412,Scopia Capital Management LP,archive
Fugro N.V.,2019-08-02,1.94,NL0000352565,Sculptor Capital Management Europe Limited,archive
AMG Critical Materials N.V.,2019-08-02,0.85,NL0000888691,Susquehanna International Holdings LLC,archive
AMG Critical Materials N.V.,2019-08-02,0.85,NL0000888691,"WorldQuant, LLC",archive
AMG Critical Materials N.V.,2019-08-01,1.21,NL0000888691,"Arrowstreet Capital, Limited Partnership",archive
Fugro N.V.,2019-08-01,1.06,NL0000352565,"BlackRock Institutional Trust Company, National Association",archive
Wereldhave N.V.,2019-08-01,0.57,NL0000289213,"Bloom Tree Partners, LLC",archive
PostNL N.V.,2019-08-01,1.59,NL0009739416,Capital Fund Management S.A.,archive
Fugro N.V.,2019-08-01,0.76,NL0000352565,"Connor, Clark & Lunn Investment Management Ltd.",archive
Pharming Group N.V.,2019-08-01,0.77,NL0010391025,"Connor, Clark & Lunn Investment Management Ltd.",archive
