net_short_position,isin,position_holder,position_date,issuer_name,source
0.71,NL0000352565,BlackRock Investment Management (UK) Limited,2014-03-12,Fugro N.V.,archive
0.52,NL0000352565,Marshall Wace LLP,2014-03-12,Fugro N.V.,archive
0.83,NL0000360618,Marshall Wace LLP,2014-03-12,SBM Offshore N.V.,archive
2.05,NL0000352565,AKO Capital LLP,2014-03-11,Fugro N.V.,archive
0.67,NL0009269109,BlackRock Investment Management (UK) Limited,2014-03-11,Koninklijke Heijmans N.V.,archive
3.03,LU0569974404,Adage Capital Management L.P.,2014-03-10,Aperam S.A.,archive
2.14,NL0000352565,AKO Capital LLP,2014-03-10,Fugro N.V.,archive
2.35,NL0000352565,AKO Capital LLP,2014-03-07,Fugro N.V.,archive
0.68,NL0000352565,BlackRock Investment Management (UK) Limited,2014-03-07,Fugro N.V.,archive
0.64,NL0000352565,Lansdowne Partners Limited,2014-03-07,Fugro N.V.,archive
0.48,NL0010583399,Susquehanna International Holdings LLC,2014-03-07,Corbion N.V.,archive
0.4,NL0000387058,AKO Capital LLP,2014-03-06,TomTom N.V.,archive
0.72,NL0000360618,Marshall Wace LLP,2014-03-06,SBM Offshore N.V.,archive
0.56,NL0000387058,AKO Capital LLP,2014-03-05,TomTom N.V.,archive
0.76,NL0000352565,BlackRock Investment Management (UK) Limited,2014-03-05,Fugro N.V.,archive
0.55,NL0000352565,Lansdowne Partners Limited,2014-03-05,Fugro N.V.,archive
3.27,LU0569974404,Adage Capital Management L.P.,2014-03-04,Aperam S.A.,archive
0.68,NL0000289213,"BlackRock Institutional Trust Company, National Association",2014-03-04,Wereldhave N.V.,archive
0.6,NL0000360618,Marshall Wace LLP,2014-03-04,SBM Offshore N.V.,archive
0.57,NL0010583399,Susquehanna International Holdings LLC,2014-03-04,Corbion N.V.,archive
0.66,NL0000387058,AKO Capital LLP,2014-03-03,TomTom N.V.,archive
0.52,NL0000360618,Marshall Wace LLP,2014-03-03,SBM Offshore N.V.,archive
0.88,NL0000387058,AKO Capital LLP,2014-02-27,TomTom N.V.,archive
0.43,NL0000387058,"Marble Arch Investments, LP",2014-02-27,TomTom N.V.,archive
0.96,NL0000387058,AKO Capital LLP,2014-02-26,TomTom N.V.,archive
0.49,NL0000352565,Marshall Wace LLP,2014-02-26,Fugro N.V.,archive
1.35,NL0000387058,AKO Capital LLP,2014-02-25,TomTom N.V.,archive
0.64,NL0010583399,Susquehanna International Holdings LLC,2014-02-25,Corbion N.V.,archive
1.48,NL0000387058,AKO Capital LLP,2014-02-21,TomTom N.V.,archive
1.56,NL0000387058,AKO Capital LLP,2014-02-20,TomTom N.V.,archive
0.45,NL0000337319,JPMorgan Asset Management (UK) Ltd.,2014-02-20,Koninklijke BAM Groep N.V.,archive
1.69,NL0000387058,AKO Capital LLP,2014-02-19,TomTom N.V.,archive
0.6,NL0000387058,"Marble Arch Investments, LP",2014-02-19,TomTom N.V.,archive
2.05,NL0000387058,AKO Capital LLP,2014-02-18,TomTom N.V.,archive
0.78,NL0000387058,"Marble Arch Investments, LP",2014-02-18,TomTom N.V.,archive
2.26,NL0000387058,AKO Capital LLP,2014-02-17,TomTom N.V.,archive
2.38,NL0000387058,AKO Capital LLP,2014-02-14,TomTom N.V.,archive
0.96,NL0000387058,"Marble Arch Investments, LP",2014-02-14,TomTom N.V.,archive
0.99,NL0009269109,"BlackRock Institutional Trust Company, National Association",2014-02-13,Koninklijke Heijmans N.V.,archive
1.15,NL0000387058,"Marble Arch Investments, LP",2014-02-13,TomTom N.V.,archive
0.62,NL0000352565,The Children's Investment Fund Management (UK) LLP,2014-02-13,Fugro N.V.,archive
0.49,NL0009269109,BlackRock Advisors (UK) Limited,2014-02-12,Koninklijke Heijmans N.V.,archive
0.55,NL0000352565,The Children's Investment Fund Management (UK) LLP,2014-02-12,Fugro N.V.,archive
0.66,NL0000352565,Adelphi Capital LLP,2014-02-11,Fugro N.V.,archive
0.77,NL0000387058,"Cadian Capital Management GP, LLC",2014-02-11,TomTom N.V.,archive
0.5,NL0000352565,Marshall Wace LLP,2014-02-10,Fugro N.V.,archive
0.74,NL0010583399,Susquehanna International Holdings LLC,2014-02-07,Corbion N.V.,archive
0.49,NL0000352565,TT International,2014-02-07,Fugro N.V.,archive
3.51,LU0569974404,Adage Capital Management L.P.,2014-02-06,Aperam S.A.,archive
0.72,NL0000352565,Citadel Europe LLP,2014-02-06,Fugro N.V.,archive
0.89,NL0010583399,Susquehanna International Holdings LLC,2014-02-05,Corbion N.V.,archive
0.9,NL0010583399,Susquehanna International Holdings LLC,2014-02-03,Corbion N.V.,archive
0.54,NL0009432491,Fil Investment Services (UK) Limited,2014-01-31,Koninklijke Vopak N.V.,archive
0.89,NL0010583399,Susquehanna International Holdings LLC,2014-01-30,Corbion N.V.,archive
3.25,LU0569974404,Adage Capital Management L.P.,2014-01-29,Aperam S.A.,archive
0.83,NL0000352565,Citadel Europe LLP,2014-01-29,Fugro N.V.,archive
0.4,NL0000352565,Egerton Capital (UK) LLP,2014-01-29,Fugro N.V.,archive
0.49,NL0009432491,Scopia Capital Management LP,2014-01-29,Koninklijke Vopak N.V.,archive
0.58,NL0009432491,Scopia Capital Management LP,2014-01-28,Koninklijke Vopak N.V.,archive
0.54,NL0000337319,JPMorgan Asset Management (UK) Ltd.,2014-01-27,Koninklijke BAM Groep N.V.,archive
0.58,NL0000352565,Adelphi Capital LLP,2014-01-24,Fugro N.V.,archive
0.16,NL0010391025,Susquehanna International Holdings LLC,2014-01-24,Pharming Group N.V.,archive
0.68,NL0000352565,BlackRock Investment Management (UK) Limited,2014-01-23,Fugro N.V.,archive
0.96,NL0010583399,Susquehanna International Holdings LLC,2014-01-23,Corbion N.V.,archive
0.5,NL0010391025,Susquehanna International Holdings LLC,2014-01-23,Pharming Group N.V.,archive
1.09,NL0009269109,"BlackRock Institutional Trust Company, National Association",2014-01-20,Koninklijke Heijmans N.V.,archive
0.58,NL0000352565,Egerton Capital (UK) LLP,2014-01-17,Fugro N.V.,archive
0.59,NL0009269109,BlackRock Advisors (UK) Limited,2014-01-15,Koninklijke Heijmans N.V.,archive
0.7,NL0000352565,BlackRock Investment Management (UK) Limited,2014-01-15,Fugro N.V.,archive
1.04,NL0010583399,Susquehanna International Holdings LLC,2014-01-15,Corbion N.V.,archive
0.69,NL0000352565,BlackRock Investment Management (UK) Limited,2014-01-14,Fugro N.V.,archive
0.85,NL0000387058,"Cadian Capital Management GP, LLC",2014-01-14,TomTom N.V.,archive
0.73,NL0000387058,"Cadian Capital Management GP, LLC",2014-01-10,TomTom N.V.,archive
0.49,NL0000337319,Saemor Capital B.V.,2014-01-10,Koninklijke BAM Groep N.V.,archive
1.5,NL0000352565,"AQR Capital Management, LLC",2014-01-09,Fugro N.V.,archive
0.44,NL0000360618,Marshall Wace LLP,2014-01-09,SBM Offshore N.V.,archive
2.93,LU0569974404,Adage Capital Management L.P.,2014-01-08,Aperam S.A.,archive
0.57,NL0000360618,Marshall Wace LLP,2014-01-08,SBM Offshore N.V.,archive
2.54,NL0000352565,AKO Capital LLP,2014-01-07,Fugro N.V.,archive
0.76,NL0000352565,Egerton Capital (UK) LLP,2014-01-07,Fugro N.V.,archive
0.99,NL0010583399,Susquehanna International Holdings LLC,2014-01-07,Corbion N.V.,archive
2.8,LU0569974404,Adage Capital Management L.P.,2014-01-06,Aperam S.A.,archive
0.69,NL0000360618,Marshall Wace LLP,2014-01-06,SBM Offshore N.V.,archive
0.72,NL0000360618,Marshall Wace LLP,2014-01-03,SBM Offshore N.V.,archive
1.09,NL0010583399,Susquehanna International Holdings LLC,2014-01-03,Corbion N.V.,archive
0.8,NL0000387058,"Discovery Capital Management, LLC",2014-01-02,TomTom N.V.,archive
1.1,NL0010583399,Susquehanna International Holdings LLC,2013-12-31,Corbion N.V.,archive
0.6,NL0000387058,"Cadian Capital Management GP, LLC",2013-12-30,TomTom N.V.,archive
0.64,NL0000360618,Marshall Wace LLP,2013-12-30,SBM Offshore N.V.,archive
0.53,NL0000387058,"Cadian Capital Management GP, LLC",2013-12-27,TomTom N.V.,archive
0.52,NL0000337319,Saemor Capital B.V.,2013-12-27,Koninklijke BAM Groep N.V.,archive
0.7,NL0000352565,BlackRock Investment Management (UK) Limited,2013-12-20,Fugro N.V.,archive
0.5,NL0000360618,Marshall Wace LLP,2013-12-20,SBM Offshore N.V.,archive
2.64,LU0569974404,Adage Capital Management L.P.,2013-12-19,Aperam S.A.,archive
0.0,NL0000888691,Elliott Management Corporation,2013-12-18,AMG Critical Materials N.V.,archive
0.51,NL0000352565,TT International,2013-12-18,Fugro N.V.,archive
0.64,NL0000352565,BlackRock Investment Management (UK) Limited,2013-12-17,Fugro N.V.,archive
0.65,NL0000352565,Egerton Capital (UK) LLP,2013-12-17,Fugro N.V.,archive
0.4,NL0000395903,GLG Partners LP,2013-12-17,Wolters Kluwer N.V.,archive
1.29,NL0010583399,Susquehanna International Holdings LLC,2013-12-16,Corbion N.V.,archive
2.52,NL0000387058,AKO Capital LLP,2013-12-11,TomTom N.V.,archive
2.46,NL0000387058,AKO Capital LLP,2013-12-10,TomTom N.V.,archive
1.33,NL0010583399,Susquehanna International Holdings LLC,2013-12-10,Corbion N.V.,archive
3.03,LU0569974404,Adage Capital Management L.P.,2013-12-06,Aperam S.A.,archive
2.33,NL0000387058,AKO Capital LLP,2013-12-06,TomTom N.V.,archive
0.8,NL0000288876,Wellington Management Company LLP,2013-12-04,Eurocommercial Properties N.V.,archive
0.79,NL0000288876,Wellington Management Company LLP,2013-12-03,Eurocommercial Properties N.V.,archive
0.5,NL0000395903,GLG Partners LP,2013-12-02,Wolters Kluwer N.V.,archive
0.79,NL0000289213,"BlackRock Institutional Trust Company, National Association",2013-11-29,Wereldhave N.V.,archive
0.46,NL0000352565,BlackRock Investment Management (UK) Limited,2013-11-29,Fugro N.V.,archive
1.48,NL0010583399,Susquehanna International Holdings LLC,2013-11-28,Corbion N.V.,archive
1.39,NL0010583399,Susquehanna International Holdings LLC,2013-11-27,Corbion N.V.,archive
1.48,NL0010583399,Susquehanna International Holdings LLC,2013-11-26,Corbion N.V.,archive
1.59,NL0010583399,Susquehanna International Holdings LLC,2013-11-22,Corbion N.V.,archive
2.83,LU0569974404,Adage Capital Management L.P.,2013-11-19,Aperam S.A.,archive
1.67,NL0010583399,Susquehanna International Holdings LLC,2013-11-19,Corbion N.V.,archive
1.4,NL0000352565,"AQR Capital Management, LLC",2013-11-15,Fugro N.V.,archive
0.7,NL0009269109,BlackRock Investment Management (UK) Limited,2013-11-14,Koninklijke Heijmans N.V.,archive
1.88,NL0010583399,Susquehanna International Holdings LLC,2013-11-14,Corbion N.V.,archive
0.7,NL0000352565,Citadel Europe LLP,2013-11-12,Fugro N.V.,archive
0.51,NL0000352565,BlackRock Investment Management (UK) Limited,2013-11-08,Fugro N.V.,archive
0.63,NL0000352565,Citadel Europe LLP,2013-11-08,Fugro N.V.,archive
0.44,NL0009739416,"AQR Capital Management, LLC",2013-11-06,PostNL N.V.,archive
0.0,NL0009269109,"Lucerne Capital Management, L.P.",2013-11-06,Koninklijke Heijmans N.V.,archive
0.49,NL0000352565,Marshall Wace LLP,2013-11-06,Fugro N.V.,archive
0.61,NL0009269109,BlackRock Advisors (UK) Limited,2013-11-04,Koninklijke Heijmans N.V.,archive
0.57,NL0000352565,Marshall Wace LLP,2013-11-04,Fugro N.V.,archive
2.79,LU0569974404,Adage Capital Management L.P.,2013-11-01,Aperam S.A.,archive
0.41,NL0000292324,Carlson Capital UK LLP,2013-10-31,NSI N.V.,archive
0.66,NL0000352565,Marshall Wace LLP,2013-10-31,Fugro N.V.,archive
0.6,NL0009432491,Scopia Capital Management LP,2013-10-31,Koninklijke Vopak N.V.,archive
0.5,NL0000292324,Carlson Capital UK LLP,2013-10-30,NSI N.V.,archive
0.88,NL0000289213,"BlackRock Institutional Trust Company, National Association",2013-10-29,Wereldhave N.V.,archive
0.5,NL0000352565,Citadel Europe LLP,2013-10-29,Fugro N.V.,archive
0.79,NL0000352565,Marshall Wace LLP,2013-10-29,Fugro N.V.,archive
0.49,NL0000337319,Marshall Wace LLP,2013-10-29,Koninklijke BAM Groep N.V.,archive
2.22,NL0000387058,AKO Capital LLP,2013-10-28,TomTom N.V.,archive
0.6,NL0009269109,BlackRock Investment Management (UK) Limited,2013-10-28,Koninklijke Heijmans N.V.,archive
0.8,NL0000352565,Marshall Wace LLP,2013-10-28,Fugro N.V.,archive
2.43,NL0000352565,AKO Capital LLP,2013-10-25,Fugro N.V.,archive
2.47,NL0000387058,AKO Capital LLP,2013-10-25,TomTom N.V.,archive
0.79,NL0000352565,Marshall Wace LLP,2013-10-25,Fugro N.V.,archive
0.53,NL0009432491,Scopia Capital Management LP,2013-10-25,Koninklijke Vopak N.V.,archive
2.61,NL0000387058,AKO Capital LLP,2013-10-24,TomTom N.V.,archive
2.75,NL0000387058,AKO Capital LLP,2013-10-23,TomTom N.V.,archive
0.59,NL0009269109,BlackRock Advisors (UK) Limited,2013-10-23,Koninklijke Heijmans N.V.,archive
2.32,NL0000352565,AKO Capital LLP,2013-10-22,Fugro N.V.,archive
1.27,NL0000387058,"Marble Arch Investments, LP",2013-10-22,TomTom N.V.,archive
2.56,LU0569974404,Adage Capital Management L.P.,2013-10-21,Aperam S.A.,archive
2.88,NL0000387058,AKO Capital LLP,2013-10-21,TomTom N.V.,archive
2.94,NL0000387058,AKO Capital LLP,2013-10-18,TomTom N.V.,archive
1.35,NL0000387058,"Marble Arch Investments, LP",2013-10-18,TomTom N.V.,archive
0.59,NL0000337319,Marshall Wace LLP,2013-10-18,Koninklijke BAM Groep N.V.,archive
1.31,NL0000352565,"AQR Capital Management, LLC",2013-10-17,Fugro N.V.,archive
0.59,NL0009739416,"AQR Capital Management, LLC",2013-10-17,PostNL N.V.,archive
0.49,NL0000352565,"Arrowstreet Capital, Limited Partnership",2013-10-17,Fugro N.V.,archive
0.6,NL0000337319,Marshall Wace LLP,2013-10-17,Koninklijke BAM Groep N.V.,archive
2.36,LU0569974404,Adage Capital Management L.P.,2013-10-16,Aperam S.A.,archive
0.61,NL0009269109,BlackRock Advisors (UK) Limited,2013-10-16,Koninklijke Heijmans N.V.,archive
0.83,NL0000352565,Marshall Wace LLP,2013-10-16,Fugro N.V.,archive
2.23,LU0569974404,Adage Capital Management L.P.,2013-10-15,Aperam S.A.,archive
0.49,NL0000292324,Thames River Capital LLP,2013-10-15,NSI N.V.,archive
2.2,NL0000352565,AKO Capital LLP,2013-10-14,Fugro N.V.,archive
3.06,NL0000387058,AKO Capital LLP,2013-10-14,TomTom N.V.,archive
0.56,NL0000337319,Marshall Wace LLP,2013-10-14,Koninklijke BAM Groep N.V.,archive
0.6,NL0000337319,Marshall Wace LLP,2013-10-11,Koninklijke BAM Groep N.V.,archive
0.5,NL0000292324,Thames River Capital LLP,2013-10-11,NSI N.V.,archive
1.98,LU0569974404,Adage Capital Management L.P.,2013-10-10,Aperam S.A.,archive
3.11,NL0000387058,AKO Capital LLP,2013-10-10,TomTom N.V.,archive
3.25,NL0000387058,AKO Capital LLP,2013-10-09,TomTom N.V.,archive
1.81,LU0569974404,Adage Capital Management L.P.,2013-10-07,Aperam S.A.,archive
3.39,NL0000387058,AKO Capital LLP,2013-10-07,TomTom N.V.,archive
0.59,NL0000352565,"Arrowstreet Capital, Limited Partnership",2013-10-07,Fugro N.V.,archive
3.49,NL0000387058,AKO Capital LLP,2013-10-03,TomTom N.V.,archive
0.57,NL0000337319,Marshall Wace LLP,2013-10-03,Koninklijke BAM Groep N.V.,archive
1.23,NL0000352565,"AQR Capital Management, LLC",2013-10-02,Fugro N.V.,archive
0.66,NL0009739416,"AQR Capital Management, LLC",2013-10-02,PostNL N.V.,archive
0.37,NL0000337319,"WorldQuant, LLC",2013-10-02,Koninklijke BAM Groep N.V.,archive
0.67,NL0000337319,JPMorgan Asset Management (UK) Ltd.,2013-10-01,Koninklijke BAM Groep N.V.,archive
0.72,NL0000352565,Marshall Wace LLP,2013-09-30,Fugro N.V.,archive
0.68,NL0000337319,Marshall Wace LLP,2013-09-24,Koninklijke BAM Groep N.V.,archive
0.59,NL0009269109,BlackRock Investment Management (UK) Limited,2013-09-23,Koninklijke Heijmans N.V.,archive
0.62,NL0000352565,Marshall Wace LLP,2013-09-23,Fugro N.V.,archive
1.19,NL0000352565,"AQR Capital Management, LLC",2013-09-20,Fugro N.V.,archive
3.59,NL0000387058,AKO Capital LLP,2013-09-18,TomTom N.V.,archive
0.7,NL0000337319,Marshall Wace LLP,2013-09-18,Koninklijke BAM Groep N.V.,archive
3.62,NL0000387058,AKO Capital LLP,2013-09-17,TomTom N.V.,archive
0.79,NL0009739416,"AQR Capital Management, LLC",2013-09-17,PostNL N.V.,archive
3.71,NL0000387058,AKO Capital LLP,2013-09-16,TomTom N.V.,archive
3.93,NL0000387058,AKO Capital LLP,2013-09-13,TomTom N.V.,archive
0.49,NL0000352565,Marshall Wace LLP,2013-09-13,Fugro N.V.,archive
4.14,NL0000387058,AKO Capital LLP,2013-09-12,TomTom N.V.,archive
0.69,NL0009269109,BlackRock Investment Management (UK) Limited,2013-09-11,Koninklijke Heijmans N.V.,archive
0.63,NL0000337319,Marshall Wace LLP,2013-09-10,Koninklijke BAM Groep N.V.,archive
0.47,NL0009739416,Oxford Asset Management,2013-09-10,PostNL N.V.,archive
0.5,NL0000337319,"WorldQuant, LLC",2013-09-09,Koninklijke BAM Groep N.V.,archive
2.16,NL0000352565,AKO Capital LLP,2013-09-06,Fugro N.V.,archive
0.87,NL0009739416,"AQR Capital Management, LLC",2013-09-06,PostNL N.V.,archive
1.21,NL0000352565,"AQR Capital Management, LLC",2013-09-04,Fugro N.V.,archive
0.48,NL0000395903,GLG Partners LP,2013-09-04,Wolters Kluwer N.V.,archive
0.58,NL0009739416,Oxford Asset Management,2013-09-04,PostNL N.V.,archive
0.47,NL0009432491,Scopia Capital Management LP,2013-09-04,Koninklijke Vopak N.V.,archive
0.5,NL0000395903,GLG Partners LP,2013-09-03,Wolters Kluwer N.V.,archive
0.5,NL0000337319,Marshall Wace LLP,2013-09-03,Koninklijke BAM Groep N.V.,archive
1.19,NL0000352565,"AQR Capital Management, LLC",2013-08-30,Fugro N.V.,archive
0.67,NL0009739416,Oxford Asset Management,2013-08-30,PostNL N.V.,archive
1.16,NL0009269109,"BlackRock Institutional Trust Company, National Association",2013-08-27,Koninklijke Heijmans N.V.,archive
0.59,NL0000352565,Marshall Wace LLP,2013-08-27,Fugro N.V.,archive
0.77,NL0009739416,Oxford Asset Management,2013-08-27,PostNL N.V.,archive
0.67,NL0000352565,Marshall Wace LLP,2013-08-26,Fugro N.V.,archive
0.85,NL0009739416,Oxford Asset Management,2013-08-22,PostNL N.V.,archive
0.49,NL0000360618,"AQR Capital Management, LLC",2013-08-21,SBM Offshore N.V.,archive
0.6,NL0000352565,"Arrowstreet Capital, Limited Partnership",2013-08-21,Fugro N.V.,archive
0.46,NL0009739416,Highbridge Capital Management LLC,2013-08-21,PostNL N.V.,archive
0.54,NL0009739416,Highbridge Capital Management LLC,2013-08-20,PostNL N.V.,archive
2.24,NL0000352565,AKO Capital LLP,2013-08-19,Fugro N.V.,archive
0.64,NL0009739416,Highbridge Capital Management LLC,2013-08-19,PostNL N.V.,archive
1.3,LU0569974404,Adage Capital Management L.P.,2013-08-16,Aperam S.A.,archive
1.23,NL0000352565,"AQR Capital Management, LLC",2013-08-16,Fugro N.V.,archive
0.9,NL0000289213,"BlackRock Institutional Trust Company, National Association",2013-08-16,Wereldhave N.V.,archive
0.98,NL0009739416,Oxford Asset Management,2013-08-16,PostNL N.V.,archive
0.7,NL0000352565,Marshall Wace LLP,2013-08-15,Fugro N.V.,archive
0.68,NL0000352565,Marshall Wace LLP,2013-08-14,Fugro N.V.,archive
0.54,NL0009739416,Highbridge Capital Management LLC,2013-08-13,PostNL N.V.,archive
0.7,NL0000352565,Marshall Wace LLP,2013-08-13,Fugro N.V.,archive
1.26,NL0009269109,"BlackRock Institutional Trust Company, National Association",2013-08-12,Koninklijke Heijmans N.V.,archive
2.19,NL0000352565,AKO Capital LLP,2013-08-09,Fugro N.V.,archive
0.67,NL0000352565,Marshall Wace LLP,2013-08-09,Fugro N.V.,archive
1.09,NL0009739416,Oxford Asset Management,2013-08-09,PostNL N.V.,archive
0.78,NL0009269109,BlackRock Advisors (UK) Limited,2013-08-08,Koninklijke Heijmans N.V.,archive
1.19,NL0000352565,"AQR Capital Management, LLC",2013-08-06,Fugro N.V.,archive
0.53,NL0000360618,"AQR Capital Management, LLC",2013-08-06,SBM Offshore N.V.,archive
0.48,LU0569974404,"Bocage Capital, LLC",2013-08-06,Aperam S.A.,archive
0.51,NL0000352565,Marshall Wace LLP,2013-08-06,Fugro N.V.,archive
0.29,LU0569974404,TT International,2013-08-06,Aperam S.A.,archive
0.8,NL0000289213,"BlackRock Institutional Trust Company, National Association",2013-08-05,Wereldhave N.V.,archive
0.42,NL0000395903,Odey Asset Management LLP,2013-08-05,Wolters Kluwer N.V.,archive
1.1,NL0009739416,Oxford Asset Management,2013-08-05,PostNL N.V.,archive
0.5,LU0569974404,TT International,2013-08-05,Aperam S.A.,archive
0.75,NL0000292324,Thames River Capital LLP,2013-08-02,NSI N.V.,archive
0.49,NL0000888691,Oxford Asset Management,2013-08-01,AMG Critical Materials N.V.,archive
0.7,NL0000289213,"BlackRock Institutional Trust Company, National Association",2013-07-31,Wereldhave N.V.,archive
1.08,NL0009739416,Oxford Asset Management,2013-07-31,PostNL N.V.,archive
0.91,NL0009739416,"AQR Capital Management, LLC",2013-07-29,PostNL N.V.,archive
0.74,NL0000395903,Odey Asset Management LLP,2013-07-24,Wolters Kluwer N.V.,archive
0.49,NL0000337319,"BlackRock Institutional Trust Company, National Association",2013-07-23,Koninklijke BAM Groep N.V.,archive
1.19,NL0009739416,Oxford Asset Management,2013-07-23,PostNL N.V.,archive
1.2,NL0009739416,Oxford Asset Management,2013-07-22,PostNL N.V.,archive
0.68,NL0000360618,"AQR Capital Management, LLC",2013-07-19,SBM Offshore N.V.,archive
1.19,NL0009739416,Oxford Asset Management,2013-07-19,PostNL N.V.,archive
0.71,LU0569974404,TT International,2013-07-19,Aperam S.A.,archive
1.29,NL0009739416,Oxford Asset Management,2013-07-18,PostNL N.V.,archive
0.88,LU0569974404,TT International,2013-07-18,Aperam S.A.,archive
2.09,NL0000352565,AKO Capital LLP,2013-07-17,Fugro N.V.,archive
0.59,NL0000352565,"Arrowstreet Capital, Limited Partnership",2013-07-17,Fugro N.V.,archive
0.5,NL0000888691,Oxford Asset Management,2013-07-17,AMG Critical Materials N.V.,archive
0.81,NL0009739416,"AQR Capital Management, LLC",2013-07-16,PostNL N.V.,archive
0.59,NL0000337319,"BlackRock Institutional Trust Company, National Association",2013-07-11,Koninklijke BAM Groep N.V.,archive
1.97,NL0000352565,AKO Capital LLP,2013-07-09,Fugro N.V.,archive
0.49,NL0009739416,Archipel Asset Management AB,2013-07-09,PostNL N.V.,archive
1.39,NL0009739416,Oxford Asset Management,2013-07-09,PostNL N.V.,archive
0.89,NL0000292324,Thames River Capital LLP,2013-07-04,NSI N.V.,archive
0.94,LU0569974404,TT International,2013-07-03,Aperam S.A.,archive
0.61,LU0569974404,"Bocage Capital, LLC",2013-07-02,Aperam S.A.,archive
1.21,NL0000352565,"AQR Capital Management, LLC",2013-06-26,Fugro N.V.,archive
0.69,NL0000337319,"BlackRock Institutional Trust Company, National Association",2013-06-26,Koninklijke BAM Groep N.V.,archive
1.39,NL0009269109,"BlackRock Institutional Trust Company, National Association",2013-06-24,Koninklijke Heijmans N.V.,archive
0.91,NL0000292324,Thames River Capital LLP,2013-06-24,NSI N.V.,archive
0.63,LU0569974404,TT International,2013-06-24,Aperam S.A.,archive
1.46,NL0000387058,"Marble Arch Investments, LP",2013-06-20,TomTom N.V.,archive
0.84,NL0000395903,Odey Asset Management LLP,2013-06-20,Wolters Kluwer N.V.,archive
1.59,NL0000387058,"Marble Arch Investments, LP",2013-06-18,TomTom N.V.,archive
1.8,NL0000352565,AKO Capital LLP,2013-06-17,Fugro N.V.,archive
0.78,NL0000292324,Thames River Capital LLP,2013-06-17,NSI N.V.,archive
1.66,NL0000387058,"Marble Arch Investments, LP",2013-06-14,TomTom N.V.,archive
1.48,NL0009739416,Oxford Asset Management,2013-06-14,PostNL N.V.,archive
1.72,NL0000387058,"Marble Arch Investments, LP",2013-06-13,TomTom N.V.,archive
0.59,NL0000292324,Thames River Capital LLP,2013-06-13,NSI N.V.,archive
1.6,NL0000352565,AKO Capital LLP,2013-06-12,Fugro N.V.,archive
1.81,NL0000387058,"Marble Arch Investments, LP",2013-06-12,TomTom N.V.,archive
0.89,NL0009269109,BlackRock Advisors (UK) Limited,2013-06-11,Koninklijke Heijmans N.V.,archive
1.58,NL0009739416,Oxford Asset Management,2013-06-10,PostNL N.V.,archive
4.2,NL0000387058,AKO Capital LLP,2013-06-07,TomTom N.V.,archive
0.78,NL0000337319,"BlackRock Institutional Trust Company, National Association",2013-06-07,Koninklijke BAM Groep N.V.,archive
0.81,NL0000288876,Wellington Management Company LLP,2013-06-07,Eurocommercial Properties N.V.,archive
4.1,NL0000387058,AKO Capital LLP,2013-06-05,TomTom N.V.,archive
0.37,NL0009739416,"BlackRock Institutional Trust Company, National Association",2013-06-05,PostNL N.V.,archive
0.6,NL0000395903,Odey Asset Management LLP,2013-06-05,Wolters Kluwer N.V.,archive
4.04,NL0000387058,AKO Capital LLP,2013-06-04,TomTom N.V.,archive
0.57,LU0569974404,"Bocage Capital, LLC",2013-06-04,Aperam S.A.,archive
0.28,NL0009739416,Marshall Wace LLP,2013-06-04,PostNL N.V.,archive
1.67,NL0009739416,Oxford Asset Management,2013-06-04,PostNL N.V.,archive
1.5,NL0000352565,AKO Capital LLP,2013-06-03,Fugro N.V.,archive
0.73,NL0009739416,"AQR Capital Management, LLC",2013-06-03,PostNL N.V.,archive
0.69,NL0009739416,"AQR Capital Management, LLC",2013-05-31,PostNL N.V.,archive
0.61,NL0000289213,"BlackRock Institutional Trust Company, National Association",2013-05-31,Wereldhave N.V.,archive
0.78,NL0000360618,"AQR Capital Management, LLC",2013-05-30,SBM Offshore N.V.,archive
0.33,NL0000888691,Numeric Investors LLC,2013-05-30,AMG Critical Materials N.V.,archive
0.79,NL0009269109,BlackRock Investment Management (UK) Limited,2013-05-28,Koninklijke Heijmans N.V.,archive
0.8,NL0000337319,"BlackRock Institutional Trust Company, National Association",2013-05-24,Koninklijke BAM Groep N.V.,archive
0.49,NL0000888691,Oxford Asset Management,2013-05-24,AMG Critical Materials N.V.,archive
0.59,NL0009739416,"BlackRock Institutional Trust Company, National Association",2013-05-23,PostNL N.V.,archive
0.58,NL0000888691,Numeric Investors LLC,2013-05-23,AMG Critical Materials N.V.,archive
0.51,NL0009432491,Scopia Capital Management LP,2013-05-23,Koninklijke Vopak N.V.,archive
0.58,NL0009739416,Archipel Asset Management AB,2013-05-22,PostNL N.V.,archive
0.75,NL0000337319,"BlackRock Institutional Trust Company, National Association",2013-05-20,Koninklijke BAM Groep N.V.,archive
0.69,NL0000888691,Numeric Investors LLC,2013-05-20,AMG Critical Materials N.V.,archive
0.82,NL0000360618,"AQR Capital Management, LLC",2013-05-17,SBM Offshore N.V.,archive
0.62,NL0009739416,"BlackRock Institutional Trust Company, National Association",2013-05-17,PostNL N.V.,archive
0.0,NL0000009082,Magnetar Financial LLC,2013-05-17,Koninklijke KPN N.V.,archive
0.0,NL0000009082,Marshall Wace LLP,2013-05-17,Koninklijke KPN N.V.,archive
0.43,NL0000009082,Susquehanna International Holdings LLC,2013-05-17,Koninklijke KPN N.V.,archive
