net_short_position,isin,position_holder,position_date,issuer_name,source
0.79,NL0012817175,Voleon Capital Management LP,2024-03-26,Alfen N.V.,archive
0.64,NL0013267909,AKO Capital LLP,2024-03-25,Akzo Nobel N.V.,archive
0.89,NL0000009538,Citadel Advisors LLC,2024-03-25,Koninklijke Philips N.V.,archive
1.7,NL0000888691,Marshall Wace LLP,2024-03-25,AMG Critical Materials N.V.,archive
0.58,BMG3602E1084,Qube Research & Technologies Ltd.,2024-03-25,Flow Traders Ltd.,archive
0.55,NL0011872650,JPMorgan Asset Management (UK) Ltd.,2024-03-22,Basic-Fit N.V.,archive
0.58,NL0009739416,JPMorgan Asset Management (UK) Ltd.,2024-03-22,PostNL N.V.,archive
1.59,NL0012817175,Qube Research & Technologies Ltd.,2024-03-22,Alfen N.V.,archive
0.69,NL0010558797,Qube Research & Technologies Ltd.,2024-03-22,OCI N.V.,archive
0.81,NL0012817175,Voleon Capital Management LP,2024-03-22,Alfen N.V.,archive
1.1,NL0000379121,AKO Capital LLP,2024-03-21,Randstad N.V.,archive
0.49,NL0013332471,Citadel Advisors LLC,2024-03-21,TomTom N.V.,archive
0.62,NL00150002Q7,GSA Capital Partners LLP,2024-03-21,Vivoryon Therapeutics N.V.,archive
0.8,NL0011872643,Marshall Wace LLP,2024-03-21,ASR Nederland N.V.,archive
1.1,BMG3602E1084,Marshall Wace LLP,2024-03-21,Flow Traders Ltd.,archive
0.51,LU0569974404,Qube Research & Technologies Ltd.,2024-03-21,Aperam S.A.,archive
0.47,NL0009739416,Qube Research & Technologies Ltd.,2024-03-21,PostNL N.V.,archive
0.5,NL0012817175,"Connor, Clark & Lunn Investment Management Ltd.",2024-03-20,Alfen N.V.,archive
1.29,NL0010391025,Millennium International Management LP,2024-03-20,Pharming Group N.V.,archive
0.61,BMG3602E1084,Qube Research & Technologies Ltd.,2024-03-20,Flow Traders Ltd.,archive
0.79,NL0012817175,Voleon Capital Management LP,2024-03-20,Alfen N.V.,archive
0.6,NL0012817175,Wellington Management International Ltd.,2024-03-20,Alfen N.V.,archive
0.51,NL0013267909,AKO Capital LLP,2024-03-19,Akzo Nobel N.V.,archive
0.6,LU1598757687,Marshall Wace LLP,2024-03-19,ArcelorMittal S.A.,archive
1.51,NL0012817175,Millennium International Management LP,2024-03-19,Alfen N.V.,archive
1.31,NL0010391025,Millennium International Management LP,2024-03-19,Pharming Group N.V.,archive
1.68,NL0000888691,Marshall Wace LLP,2024-03-18,AMG Critical Materials N.V.,archive
0.49,NL0000852523,Marshall Wace LLP,2024-03-18,TKH Group N.V.,archive
0.3,NL0011821392,Qube Research & Technologies Ltd.,2024-03-18,Signify N.V.,archive
1.48,NL0010391025,Citadel Advisors LLC,2024-03-15,Pharming Group N.V.,archive
0.51,NL0000009538,Greenvale Capital LLP,2024-03-15,Koninklijke Philips N.V.,archive
0.5,NL0000852523,Marshall Wace LLP,2024-03-15,TKH Group N.V.,archive
1.28,NL0010391025,Millennium International Management LP,2024-03-15,Pharming Group N.V.,archive
1.67,NL0012817175,Qube Research & Technologies Ltd.,2024-03-15,Alfen N.V.,archive
0.57,BMG3602E1084,Qube Research & Technologies Ltd.,2024-03-15,Flow Traders Ltd.,archive
0.58,NL0009739416,Qube Research & Technologies Ltd.,2024-03-15,PostNL N.V.,archive
0.5,NL0012817175,Walleye Capital LLC,2024-03-15,Alfen N.V.,archive
2.69,NL0011872650,BlackRock Investment Management (UK) Limited,2024-03-14,Basic-Fit N.V.,archive
1.67,NL0010391025,Citadel Advisors LLC,2024-03-14,Pharming Group N.V.,archive
0.53,NL00150002Q7,GSA Capital Partners LLP,2024-03-14,Vivoryon Therapeutics N.V.,archive
0.71,NL0011872643,Marshall Wace LLP,2024-03-14,ASR Nederland N.V.,archive
0.49,NL0000852523,Marshall Wace LLP,2024-03-14,TKH Group N.V.,archive
1.5,NL0010391025,Millennium International Management LP,2024-03-14,Pharming Group N.V.,archive
0.6,NL0009739416,Qube Research & Technologies Ltd.,2024-03-14,PostNL N.V.,archive
0.57,NL0011821392,Qube Research & Technologies Ltd.,2024-03-14,Signify N.V.,archive
0.47,NL0012817175,Walleye Capital LLC,2024-03-14,Alfen N.V.,archive
1.5,NL0010391025,Citadel Advisors LLC,2024-03-13,Pharming Group N.V.,archive
0.5,LU1598757687,Marshall Wace LLP,2024-03-13,ArcelorMittal S.A.,archive
1.77,NL0012817175,Qube Research & Technologies Ltd.,2024-03-13,Alfen N.V.,archive
0.45,NL0012817175,SIH Partners LLLP,2024-03-13,Alfen N.V.,archive
0.89,NL0012817175,Voleon Capital Management LP,2024-03-13,Alfen N.V.,archive
0.56,NL0012817175,"WorldQuant, LLC",2024-03-13,Alfen N.V.,archive
1.44,NL0010391025,Citadel Advisors LLC,2024-03-12,Pharming Group N.V.,archive
1.43,NL0010391025,Millennium International Management LP,2024-03-12,Pharming Group N.V.,archive
0.51,NL0012817175,SIH Partners LLLP,2024-03-12,Alfen N.V.,archive
1.39,NL0011821392,AKO Capital LLP,2024-03-11,Signify N.V.,archive
1.0,NL0012817175,Canada Pension Plan Investment Board,2024-03-11,Alfen N.V.,archive
1.83,NL0012817175,Qube Research & Technologies Ltd.,2024-03-11,Alfen N.V.,archive
0.61,NL0011821392,Qube Research & Technologies Ltd.,2024-03-11,Signify N.V.,archive
0.6,NL0012817175,"WorldQuant, LLC",2024-03-11,Alfen N.V.,archive
1.43,NL0011821392,AKO Capital LLP,2024-03-08,Signify N.V.,archive
0.94,NL0012817175,Canada Pension Plan Investment Board,2024-03-08,Alfen N.V.,archive
1.41,NL0012817175,Millennium International Management LP,2024-03-08,Alfen N.V.,archive
1.37,NL0010391025,Millennium International Management LP,2024-03-08,Pharming Group N.V.,archive
1.77,NL0000888691,Marshall Wace LLP,2024-03-07,AMG Critical Materials N.V.,archive
0.7,NL0015000RT3,Marshall Wace LLP,2024-03-07,NEPI Rockcastle N.V.,archive
0.9,NL0013332471,Marshall Wace LLP,2024-03-07,TomTom N.V.,archive
0.5,NL0011821392,Qube Research & Technologies Ltd.,2024-03-07,Signify N.V.,archive
0.85,NL0012817175,Canada Pension Plan Investment Board,2024-03-06,Alfen N.V.,archive
0.92,NL0000009538,Citadel Advisors LLC,2024-03-06,Koninklijke Philips N.V.,archive
0.49,NL0010558797,Citadel Advisors LLC,2024-03-06,OCI N.V.,archive
0.59,NL0012817175,Jupiter Investment Management Limited,2024-03-06,Alfen N.V.,archive
1.8,NL0000888691,Marshall Wace LLP,2024-03-06,AMG Critical Materials N.V.,archive
0.99,NL0000009538,Marshall Wace LLP,2024-03-06,Koninklijke Philips N.V.,archive
1.21,NL0009739416,Marshall Wace LLP,2024-03-06,PostNL N.V.,archive
0.27,NL0012866412,Millennium Capital Management France SAS,2024-03-06,BE Semiconductor Industries N.V.,archive
0.43,NL0012817175,SIH Partners LLLP,2024-03-06,Alfen N.V.,archive
1.57,NL0011821392,AKO Capital LLP,2024-03-05,Signify N.V.,archive
0.5,NL0010558797,Citadel Advisors LLC,2024-03-05,OCI N.V.,archive
1.31,NL0010391025,Citadel Advisors LLC,2024-03-05,Pharming Group N.V.,archive
0.0,NL00150002Q7,Janus Henderson Investors UK Limited,2024-03-05,Vivoryon Therapeutics N.V.,archive
1.0,NL0000009538,Marshall Wace LLP,2024-03-05,Koninklijke Philips N.V.,archive
1.18,NL0009739416,Marshall Wace LLP,2024-03-05,PostNL N.V.,archive
1.79,NL0012817175,Qube Research & Technologies Ltd.,2024-03-05,Alfen N.V.,archive
0.5,NL0012817175,SIH Partners LLLP,2024-03-05,Alfen N.V.,archive
0.0,NL00150002Q7,Adage Capital Management L.P.,2024-03-04,Vivoryon Therapeutics N.V.,archive
0.74,NL0012817175,Canada Pension Plan Investment Board,2024-03-04,Alfen N.V.,archive
1.2,NL0010391025,Citadel Advisors LLC,2024-03-04,Pharming Group N.V.,archive
1.24,NL00150002Q7,Janus Henderson Investors UK Limited,2024-03-04,Vivoryon Therapeutics N.V.,archive
1.71,NL0000888691,Marshall Wace LLP,2024-03-04,AMG Critical Materials N.V.,archive
0.62,NL0011872643,Marshall Wace LLP,2024-03-04,ASR Nederland N.V.,archive
0.63,NL0015000RT3,Marshall Wace LLP,2024-03-04,NEPI Rockcastle N.V.,archive
0.51,NL0000852523,Marshall Wace LLP,2024-03-04,TKH Group N.V.,archive
0.49,NL0012969182,Qube Research & Technologies Ltd.,2024-03-04,Adyen N.V.,archive
0.92,NL00150002Q7,Adage Capital Management L.P.,2024-03-01,Vivoryon Therapeutics N.V.,archive
0.89,NL0011821392,BlackRock Investment Management (UK) Limited,2024-03-01,Signify N.V.,archive
0.65,NL0012817175,Canada Pension Plan Investment Board,2024-03-01,Alfen N.V.,archive
0.81,NL0000009538,Citadel Advisors LLC,2024-03-01,Koninklijke Philips N.V.,archive
0.49,NL0010558797,Citadel Advisors LLC,2024-03-01,OCI N.V.,archive
0.49,NL0000852523,Marshall Wace LLP,2024-03-01,TKH Group N.V.,archive
1.89,NL0012817175,Qube Research & Technologies Ltd.,2024-03-01,Alfen N.V.,archive
0.56,NL0009739416,Qube Research & Technologies Ltd.,2024-03-01,PostNL N.V.,archive
0.87,NL00150002Q7,Adage Capital Management L.P.,2024-02-29,Vivoryon Therapeutics N.V.,archive
1.13,NL0010391025,Citadel Advisors LLC,2024-02-29,Pharming Group N.V.,archive
1.67,NL0000888691,Marshall Wace LLP,2024-02-29,AMG Critical Materials N.V.,archive
0.54,NL0011872643,Marshall Wace LLP,2024-02-29,ASR Nederland N.V.,archive
0.59,NL0012817175,"PDT Partners, LLC",2024-02-29,Alfen N.V.,archive
1.96,NL0012817175,Qube Research & Technologies Ltd.,2024-02-29,Alfen N.V.,archive
0.41,NL0011821202,Qube Research & Technologies Ltd.,2024-02-29,ING Groep N.V.,archive
0.77,NL0010558797,Qube Research & Technologies Ltd.,2024-02-29,OCI N.V.,archive
0.46,NL0000360618,Qube Research & Technologies Ltd.,2024-02-29,SBM Offshore N.V.,archive
1.0,NL0000379121,AKO Capital LLP,2024-02-28,Randstad N.V.,archive
0.78,NL0000009538,Citadel Advisors LLC,2024-02-28,Koninklijke Philips N.V.,archive
0.49,NL0012817175,"Connor, Clark & Lunn Investment Management Ltd.",2024-02-28,Alfen N.V.,archive
1.72,NL0000888691,Marshall Wace LLP,2024-02-28,AMG Critical Materials N.V.,archive
2.0,NL0012817175,Qube Research & Technologies Ltd.,2024-02-28,Alfen N.V.,archive
0.94,NL0012817175,Voleon Capital Management LP,2024-02-28,Alfen N.V.,archive
0.49,NL0000360618,"AQR Capital Management, LLC",2024-02-27,SBM Offshore N.V.,archive
1.0,NL0010391025,Citadel Advisors LLC,2024-02-27,Pharming Group N.V.,archive
2.97,NL00150002Q7,Janus Henderson Investors UK Limited,2024-02-27,Vivoryon Therapeutics N.V.,archive
1.81,NL0000888691,Marshall Wace LLP,2024-02-27,AMG Critical Materials N.V.,archive
2.16,NL0012817175,Qube Research & Technologies Ltd.,2024-02-27,Alfen N.V.,archive
0.66,NL0009739416,Qube Research & Technologies Ltd.,2024-02-27,PostNL N.V.,archive
0.74,NL00150002Q7,Adage Capital Management L.P.,2024-02-26,Vivoryon Therapeutics N.V.,archive
0.98,NL0000888691,"D. E. Shaw & Co., L.P.",2024-02-26,AMG Critical Materials N.V.,archive
2.8,NL00150002Q7,Janus Henderson Investors UK Limited,2024-02-26,Vivoryon Therapeutics N.V.,archive
1.93,NL0000888691,Marshall Wace LLP,2024-02-26,AMG Critical Materials N.V.,archive
1.23,NL0009739416,Marshall Wace LLP,2024-02-26,PostNL N.V.,archive
1.3,NL0012817175,Millennium International Management LP,2024-02-26,Alfen N.V.,archive
0.97,NL0010558797,Qube Research & Technologies Ltd.,2024-02-26,OCI N.V.,archive
0.49,NL0011821392,Qube Research & Technologies Ltd.,2024-02-26,Signify N.V.,archive
0.5,NL0012817175,"Connor, Clark & Lunn Investment Management Ltd.",2024-02-23,Alfen N.V.,archive
0.49,NL0000009538,Greenvale Capital LLP,2024-02-23,Koninklijke Philips N.V.,archive
1.11,NL0009739416,Marshall Wace LLP,2024-02-23,PostNL N.V.,archive
2.24,NL0012817175,Qube Research & Technologies Ltd.,2024-02-23,Alfen N.V.,archive
0.51,NL0000360618,Qube Research & Technologies Ltd.,2024-02-23,SBM Offshore N.V.,archive
0.83,NL0012817175,Voleon Capital Management LP,2024-02-23,Alfen N.V.,archive
0.59,NL0012817175,Walleye Capital LLC,2024-02-23,Alfen N.V.,archive
2.29,NL0011872650,BlackRock Investment Management (UK) Limited,2024-02-22,Basic-Fit N.V.,archive
0.53,NL0012817175,Canada Pension Plan Investment Board,2024-02-22,Alfen N.V.,archive
0.8,NL0000009538,Citadel Advisors LLC,2024-02-22,Koninklijke Philips N.V.,archive
0.58,NL0013332471,Citadel Advisors LLC,2024-02-22,TomTom N.V.,archive
2.72,NL00150002Q7,Janus Henderson Investors UK Limited,2024-02-22,Vivoryon Therapeutics N.V.,archive
2.02,NL0000888691,Marshall Wace LLP,2024-02-22,AMG Critical Materials N.V.,archive
1.21,NL0012817175,Millennium International Management LP,2024-02-22,Alfen N.V.,archive
0.52,NL0011821392,Qube Research & Technologies Ltd.,2024-02-22,Signify N.V.,archive
0.5,NL0012817175,"WorldQuant, LLC",2024-02-22,Alfen N.V.,archive
2.31,NL0011872650,BlackRock Investment Management (UK) Limited,2024-02-21,Basic-Fit N.V.,archive
0.39,NL0012817175,Citadel Advisors LLC,2024-02-21,Alfen N.V.,archive
0.53,NL0010558797,Citadel Advisors LLC,2024-02-21,OCI N.V.,archive
0.91,NL0010391025,Citadel Advisors LLC,2024-02-21,Pharming Group N.V.,archive
0.54,NL0000009538,Greenvale Capital LLP,2024-02-21,Koninklijke Philips N.V.,archive
2.61,NL00150002Q7,Janus Henderson Investors UK Limited,2024-02-21,Vivoryon Therapeutics N.V.,archive
0.44,NL0000360618,JPMorgan Asset Management (UK) Ltd.,2024-02-21,SBM Offshore N.V.,archive
0.5,NL0015000RT3,Marshall Wace LLP,2024-02-21,NEPI Rockcastle N.V.,archive
0.51,NL0011821202,Qube Research & Technologies Ltd.,2024-02-21,ING Groep N.V.,archive
0.47,NL0011821392,Qube Research & Technologies Ltd.,2024-02-21,Signify N.V.,archive
0.49,NL0011540547,Capital Fund Management S.A.,2024-02-20,ABN AMRO Bank NV,archive
0.55,NL0012817175,Citadel Advisors LLC,2024-02-20,Alfen N.V.,archive
0.78,NL0000009538,Citadel Advisors LLC,2024-02-20,Koninklijke Philips N.V.,archive
1.0,NL0000888691,"D. E. Shaw & Co., L.P.",2024-02-20,AMG Critical Materials N.V.,archive
1.93,NL0000888691,Marshall Wace LLP,2024-02-20,AMG Critical Materials N.V.,archive
1.0,BMG3602E1084,Marshall Wace LLP,2024-02-20,Flow Traders Ltd.,archive
0.46,NL0011821202,Marshall Wace LLP,2024-02-20,ING Groep N.V.,archive
1.02,NL0009739416,Marshall Wace LLP,2024-02-20,PostNL N.V.,archive
1.14,NL0012817175,Millennium International Management LP,2024-02-20,Alfen N.V.,archive
0.69,NL0012817175,"PDT Partners, LLC",2024-02-20,Alfen N.V.,archive
0.61,NL0012817175,Walleye Capital LLC,2024-02-20,Alfen N.V.,archive
0.13,NL0000009082,BNP Paribas S.A.,2024-02-19,Koninklijke KPN N.V.,archive
0.66,NL0012817175,Citadel Advisors LLC,2024-02-19,Alfen N.V.,archive
0.5,NL0000302636,Marshall Wace LLP,2024-02-19,Van Lanschot Kempen N.V.,archive
1.06,NL0012817175,Millennium International Management LP,2024-02-19,Alfen N.V.,archive
0.46,NL0009739416,Millennium International Management LP,2024-02-19,PostNL N.V.,archive
2.1,NL0012817175,Qube Research & Technologies Ltd.,2024-02-19,Alfen N.V.,archive
0.73,NL0012817175,Citadel Advisors LLC,2024-02-16,Alfen N.V.,archive
0.8,NL0010391025,Citadel Advisors LLC,2024-02-16,Pharming Group N.V.,archive
0.49,NL0012817175,"Connor, Clark & Lunn Investment Management Ltd.",2024-02-16,Alfen N.V.,archive
0.57,NL0000360618,JPMorgan Asset Management (UK) Ltd.,2024-02-16,SBM Offshore N.V.,archive
0.9,BMG3602E1084,Marshall Wace LLP,2024-02-16,Flow Traders Ltd.,archive
0.95,NL0009739416,Marshall Wace LLP,2024-02-16,PostNL N.V.,archive
0.82,NL0012817175,Millennium International Management LP,2024-02-16,Alfen N.V.,archive
1.4,NL0010391025,Millennium International Management LP,2024-02-16,Pharming Group N.V.,archive
0.7,NL0012817175,"PDT Partners, LLC",2024-02-16,Alfen N.V.,archive
0.43,NL0012866412,"Point72 Asset Management, L.P.",2024-02-16,BE Semiconductor Industries N.V.,archive
1.07,NL0010558797,Qube Research & Technologies Ltd.,2024-02-16,OCI N.V.,archive
0.73,NL0009739416,Qube Research & Technologies Ltd.,2024-02-16,PostNL N.V.,archive
0.0,NL0000009082,Syquant Capital,2024-02-16,Koninklijke KPN N.V.,archive
0.59,NL0012817175,Walleye Capital LLC,2024-02-16,Alfen N.V.,archive
0.59,NL0000009082,BNP Paribas S.A.,2024-02-15,Koninklijke KPN N.V.,archive
0.0,NL0000009082,Citadel Advisors Europe Limited,2024-02-15,Koninklijke KPN N.V.,archive
0.73,NL0010391025,Citadel Advisors LLC,2024-02-15,Pharming Group N.V.,archive
0.96,NL0000888691,"D. E. Shaw & Co., L.P.",2024-02-15,AMG Critical Materials N.V.,archive
0.21,NL0000009082,LMR Partners LLP,2024-02-15,Koninklijke KPN N.V.,archive
1.8,NL0000888691,Marshall Wace LLP,2024-02-15,AMG Critical Materials N.V.,archive
0.49,NL0000302636,Marshall Wace LLP,2024-02-15,Van Lanschot Kempen N.V.,archive
0.79,NL0012817175,Millennium International Management LP,2024-02-15,Alfen N.V.,archive
0.62,NL0009739416,Millennium International Management LP,2024-02-15,PostNL N.V.,archive
2.0,NL0012817175,Qube Research & Technologies Ltd.,2024-02-15,Alfen N.V.,archive
1.13,NL0010558797,Qube Research & Technologies Ltd.,2024-02-15,OCI N.V.,archive
0.49,NL0012817175,Capital Fund Management S.A.,2024-02-14,Alfen N.V.,archive
0.68,NL0010391025,Citadel Advisors LLC,2024-02-14,Pharming Group N.V.,archive
0.64,NL0009739416,JPMorgan Asset Management (UK) Ltd.,2024-02-14,PostNL N.V.,archive
0.81,BMG3602E1084,Marshall Wace LLP,2024-02-14,Flow Traders Ltd.,archive
0.85,NL0012817175,Millennium International Management LP,2024-02-14,Alfen N.V.,archive
1.3,NL0010391025,Millennium International Management LP,2024-02-14,Pharming Group N.V.,archive
0.66,NL0012817175,"PDT Partners, LLC",2024-02-14,Alfen N.V.,archive
0.56,NL0012866412,"Point72 Asset Management, L.P.",2024-02-14,BE Semiconductor Industries N.V.,archive
1.96,NL0012817175,Qube Research & Technologies Ltd.,2024-02-14,Alfen N.V.,archive
0.47,LU1598757687,Qube Research & Technologies Ltd.,2024-02-14,ArcelorMittal S.A.,archive
0.68,NL0009739416,Qube Research & Technologies Ltd.,2024-02-14,PostNL N.V.,archive
0.65,NL0012817175,Voleon Capital Management LP,2024-02-14,Alfen N.V.,archive
0.85,NL0000009082,Citadel Advisors Europe Limited,2024-02-13,Koninklijke KPN N.V.,archive
0.58,NL0012817175,Citadel Advisors LLC,2024-02-13,Alfen N.V.,archive
0.81,NL0000009538,Citadel Advisors LLC,2024-02-13,Koninklijke Philips N.V.,archive
0.5,NL0010391025,Citadel Advisors LLC,2024-02-13,Pharming Group N.V.,archive
2.51,NL00150002Q7,Janus Henderson Investors UK Limited,2024-02-13,Vivoryon Therapeutics N.V.,archive
0.68,NL0000360618,JPMorgan Asset Management (UK) Ltd.,2024-02-13,SBM Offshore N.V.,archive
0.65,NL0000009082,LMR Partners LLP,2024-02-13,Koninklijke KPN N.V.,archive
0.46,NL0013267909,Marshall Wace LLP,2024-02-13,Akzo Nobel N.V.,archive
1.73,NL0000888691,Marshall Wace LLP,2024-02-13,AMG Critical Materials N.V.,archive
0.78,BMG3602E1084,Marshall Wace LLP,2024-02-13,Flow Traders Ltd.,archive
0.5,NL0000302636,Marshall Wace LLP,2024-02-13,Van Lanschot Kempen N.V.,archive
0.91,NL0012817175,Millennium International Management LP,2024-02-13,Alfen N.V.,archive
1.19,NL0010391025,Millennium International Management LP,2024-02-13,Pharming Group N.V.,archive
0.58,NL0009739416,Millennium International Management LP,2024-02-13,PostNL N.V.,archive
0.65,NL0012866412,"Point72 Asset Management, L.P.",2024-02-13,BE Semiconductor Industries N.V.,archive
1.87,NL0012817175,Qube Research & Technologies Ltd.,2024-02-13,Alfen N.V.,archive
0.51,LU1598757687,Qube Research & Technologies Ltd.,2024-02-13,ArcelorMittal S.A.,archive
0.71,NL0012817175,Voleon Capital Management LP,2024-02-13,Alfen N.V.,archive
0.5,NL0012817175,Capital Fund Management S.A.,2024-02-12,Alfen N.V.,archive
0.51,NL0009739416,JPMorgan Asset Management (UK) Ltd.,2024-02-12,PostNL N.V.,archive
1.65,NL0000888691,Marshall Wace LLP,2024-02-12,AMG Critical Materials N.V.,archive
0.83,NL0009739416,Marshall Wace LLP,2024-02-12,PostNL N.V.,archive
0.89,NL0013332471,Marshall Wace LLP,2024-02-12,TomTom N.V.,archive
1.11,NL0012817175,Millennium International Management LP,2024-02-12,Alfen N.V.,archive
0.9,NL0010391025,Millennium International Management LP,2024-02-12,Pharming Group N.V.,archive
0.77,NL0012866412,"Point72 Asset Management, L.P.",2024-02-12,BE Semiconductor Industries N.V.,archive
0.5,NL0011821392,Qube Research & Technologies Ltd.,2024-02-12,Signify N.V.,archive
0.55,NL0012817175,Wellington Management International Ltd.,2024-02-12,Alfen N.V.,archive
0.99,NL0011821392,BlackRock Investment Management (UK) Limited,2024-02-09,Signify N.V.,archive
0.49,NL0010558797,Citadel Advisors LLC,2024-02-09,OCI N.V.,archive
0.64,NL0000009538,Greenvale Capital LLP,2024-02-09,Koninklijke Philips N.V.,archive
0.9,NL0000009538,Marshall Wace LLP,2024-02-09,Koninklijke Philips N.V.,archive
0.43,NL0012047823,Millennium Capital Management (Hong Kong) Limited,2024-02-09,Avantium N.V.,archive
0.37,NL0012047823,Pentwater Capital Management LP,2024-02-09,Avantium N.V.,archive
0.89,NL0012866412,"Point72 Asset Management, L.P.",2024-02-09,BE Semiconductor Industries N.V.,archive
0.58,NL0012969182,Qube Research & Technologies Ltd.,2024-02-09,Adyen N.V.,archive
1.99,NL0012817175,Qube Research & Technologies Ltd.,2024-02-09,Alfen N.V.,archive
2.44,NL0011872650,BlackRock Investment Management (UK) Limited,2024-02-08,Basic-Fit N.V.,archive
0.73,NL0000009538,Greenvale Capital LLP,2024-02-08,Koninklijke Philips N.V.,archive
1.28,NL0012817175,Millennium International Management LP,2024-02-08,Alfen N.V.,archive
0.69,NL0009739416,Millennium International Management LP,2024-02-08,PostNL N.V.,archive
1.1,NL0012047823,Pentwater Capital Management LP,2024-02-08,Avantium N.V.,archive
0.6,NL0012817175,Walleye Capital LLC,2024-02-08,Alfen N.V.,archive
1.63,NL0011821392,AKO Capital LLP,2024-02-07,Signify N.V.,archive
0.99,NL0000009082,BNP Paribas S.A.,2024-02-07,Koninklijke KPN N.V.,archive
0.64,NL0012817175,Citadel Advisors LLC,2024-02-07,Alfen N.V.,archive
0.46,LU0569974404,"ExodusPoint Capital Management, LP",2024-02-07,Aperam S.A.,archive
2.39,NL00150002Q7,Janus Henderson Investors UK Limited,2024-02-07,Vivoryon Therapeutics N.V.,archive
0.9,NL0000009082,LMR Partners LLP,2024-02-07,Koninklijke KPN N.V.,archive
1.57,NL0000888691,Marshall Wace LLP,2024-02-07,AMG Critical Materials N.V.,archive
1.3,NL0012817175,Millennium International Management LP,2024-02-07,Alfen N.V.,archive
0.78,NL0009739416,Qube Research & Technologies Ltd.,2024-02-07,PostNL N.V.,archive
0.91,NL0000379121,AKO Capital LLP,2024-02-06,Randstad N.V.,archive
1.47,NL0012817175,"Arrowstreet Capital, Limited Partnership",2024-02-06,Alfen N.V.,archive
0.73,NL0000009082,BNP Paribas S.A.,2024-02-06,Koninklijke KPN N.V.,archive
0.74,NL0012817175,Citadel Advisors LLC,2024-02-06,Alfen N.V.,archive
0.66,NL0000009082,LMR Partners LLP,2024-02-06,Koninklijke KPN N.V.,archive
1.03,NL0012047823,Pentwater Capital Management LP,2024-02-06,Avantium N.V.,archive
0.69,NL0009739416,Qube Research & Technologies Ltd.,2024-02-06,PostNL N.V.,archive
1.42,NL0011821392,AKO Capital LLP,2024-02-05,Signify N.V.,archive
0.57,NL0000009082,BNP Paribas S.A.,2024-02-05,Koninklijke KPN N.V.,archive
1.61,NL0000009082,Citadel Advisors Europe Limited,2024-02-05,Koninklijke KPN N.V.,archive
0.82,NL0012817175,Citadel Advisors LLC,2024-02-05,Alfen N.V.,archive
0.54,NL0000009082,LMR Partners LLP,2024-02-05,Koninklijke KPN N.V.,archive
0.52,NL0013267909,Marshall Wace LLP,2024-02-05,Akzo Nobel N.V.,archive
0.69,NL0011821202,Marshall Wace LLP,2024-02-05,ING Groep N.V.,archive
0.81,NL0000009538,Marshall Wace LLP,2024-02-05,Koninklijke Philips N.V.,archive
0.71,NL0012817175,"PDT Partners, LLC",2024-02-05,Alfen N.V.,archive
0.72,NL0009739416,Qube Research & Technologies Ltd.,2024-02-05,PostNL N.V.,archive
0.72,NL0000009538,Citadel Advisors LLC,2024-02-02,Koninklijke Philips N.V.,archive
0.68,NL0013332471,Citadel Advisors LLC,2024-02-02,TomTom N.V.,archive
1.61,NL0000888691,Marshall Wace LLP,2024-02-02,AMG Critical Materials N.V.,archive
1.31,NL0013332471,Otus Capital Management Ltd.,2024-02-02,TomTom N.V.,archive
1.18,NL0012047823,Pentwater Capital Management LP,2024-02-02,Avantium N.V.,archive
1.04,NL0012747059,Whitebox Advisors LLC,2024-02-02,CM.com N.V.,archive
1.2,NL0011821392,AKO Capital LLP,2024-02-01,Signify N.V.,archive
1.45,NL0000009082,Citadel Advisors Europe Limited,2024-02-01,Koninklijke KPN N.V.,archive
0.74,NL0009739416,Marshall Wace LLP,2024-02-01,PostNL N.V.,archive
0.91,NL0013332471,Marshall Wace LLP,2024-02-01,TomTom N.V.,archive
1.2,NL0013332471,Otus Capital Management Ltd.,2024-02-01,TomTom N.V.,archive
0.99,NL0012817175,Voleon Capital Management LP,2024-02-01,Alfen N.V.,archive
0.79,NL0000009082,Citadel Advisors Europe Limited,2024-01-31,Koninklijke KPN N.V.,archive
0.69,NL0000009538,Citadel Advisors LLC,2024-01-31,Koninklijke Philips N.V.,archive
1.55,NL0000888691,Marshall Wace LLP,2024-01-31,AMG Critical Materials N.V.,archive
0.75,NL0012047823,Millennium Capital Management (Hong Kong) Limited,2024-01-31,Avantium N.V.,archive
1.28,NL0012047823,Pentwater Capital Management LP,2024-01-31,Avantium N.V.,archive
2.0,NL0012817175,Qube Research & Technologies Ltd.,2024-01-31,Alfen N.V.,archive
1.03,NL0010558797,Qube Research & Technologies Ltd.,2024-01-31,OCI N.V.,archive
0.63,NL0009739416,Qube Research & Technologies Ltd.,2024-01-31,PostNL N.V.,archive
0.92,NL0000009082,Syquant Capital,2024-01-31,Koninklijke KPN N.V.,archive
0.6,BMG3602E1084,Canada Pension Plan Investment Board,2024-01-30,Flow Traders Ltd.,archive
0.64,NL0000009082,Citadel Advisors Europe Limited,2024-01-30,Koninklijke KPN N.V.,archive
0.91,NL0012817175,Citadel Advisors LLC,2024-01-30,Alfen N.V.,archive
1.02,NL0000888691,"D. E. Shaw & Co., L.P.",2024-01-30,AMG Critical Materials N.V.,archive
0.41,NL0012817175,Marshall Wace LLP,2024-01-30,Alfen N.V.,archive
0.73,NL0000009538,Marshall Wace LLP,2024-01-30,Koninklijke Philips N.V.,archive
