position_holder,isin,net_short_position,issuer_name,position_date,source
"AQR Capital Management, LLC",NL0000352565,1.3,Fugro N.V.,2014-09-17,archive
"AQR Capital Management, LLC",NL0000360618,1.74,SBM Offshore N.V.,2014-09-17,archive
Adage Capital Management L.P.,LU0569974404,3.12,Aperam S.A.,2014-09-16,archive
Egerton Capital (UK) LLP,NL0000360618,0.73,SBM Offshore N.V.,2014-09-15,archive
Marshall Wace LLP,NL0000360618,0.9,SBM Offshore N.V.,2014-09-15,archive
BNP Paribas S.A.,LU0569974404,0.47,Aperam S.A.,2014-09-12,archive
"AQR Capital Management, LLC",NL0000360618,1.62,SBM Offshore N.V.,2014-09-11,archive
TT International,NL0000337319,0.43,Koninklijke BAM Groep N.V.,2014-09-10,archive
Marshall Wace LLP,NL0000337319,2.81,Koninklijke BAM Groep N.V.,2014-09-09,archive
Marshall Wace LLP,NL0000360618,0.85,SBM Offshore N.V.,2014-09-09,archive
Odey Asset Management LLP,LU0323134006,0.49,ArcelorMittal S.A.,2014-09-08,archive
"AQR Capital Management, LLC",NL0000352565,1.24,Fugro N.V.,2014-09-03,archive
"AQR Capital Management, LLC",NL0000360618,1.53,SBM Offshore N.V.,2014-09-03,archive
BNP Paribas S.A.,LU0569974404,0.5,Aperam S.A.,2014-09-03,archive
"Lucerne Capital Management, L.P.",NL0000337319,0.51,Koninklijke BAM Groep N.V.,2014-09-03,archive
Marshall Wace LLP,NL0000352565,1.0,Fugro N.V.,2014-09-02,archive
Marshall Wace LLP,NL0000360618,0.72,SBM Offshore N.V.,2014-09-02,archive
"AQR Capital Management, LLC",NL0000352565,1.19,Fugro N.V.,2014-08-29,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,0.5,Fugro N.V.,2014-08-29,archive
Fil Investment Services (UK) Limited,NL0009432491,0.59,Koninklijke Vopak N.V.,2014-08-29,archive
"Lucerne Capital Management, L.P.",NL0000337319,0.65,Koninklijke BAM Groep N.V.,2014-08-28,archive
Marshall Wace LLP,NL0000337319,2.73,Koninklijke BAM Groep N.V.,2014-08-28,archive
Marshall Wace LLP,NL0000360618,0.61,SBM Offshore N.V.,2014-08-28,archive
Marshall Wace LLP,NL0000360618,0.59,SBM Offshore N.V.,2014-08-26,archive
Marshall Wace LLP,NL0000360618,0.6,SBM Offshore N.V.,2014-08-25,archive
CQS (UK) LLP,LU0569974404,1.72,Aperam S.A.,2014-08-22,archive
AKO Capital LLP,NL0000360618,1.41,SBM Offshore N.V.,2014-08-21,archive
Marshall Wace LLP,NL0000360618,0.53,SBM Offshore N.V.,2014-08-21,archive
AKO Capital LLP,NL0000360618,1.08,SBM Offshore N.V.,2014-08-20,archive
BNP Paribas S.A.,LU0569974404,0.49,Aperam S.A.,2014-08-20,archive
Marshall Wace LLP,NL0000360618,0.63,SBM Offshore N.V.,2014-08-20,archive
TT International,NL0000337319,0.51,Koninklijke BAM Groep N.V.,2014-08-20,archive
"AQR Capital Management, LLC",NL0000360618,1.48,SBM Offshore N.V.,2014-08-18,archive
"AQR Capital Management, LLC",NL0000360618,1.5,SBM Offshore N.V.,2014-08-15,archive
Marshall Wace LLP,NL0000352565,0.99,Fugro N.V.,2014-08-15,archive
Marshall Wace LLP,NL0000337319,2.6,Koninklijke BAM Groep N.V.,2014-08-15,archive
Marshall Wace LLP,NL0000360618,0.54,SBM Offshore N.V.,2014-08-15,archive
Egerton Capital (UK) LLP,NL0000360618,0.57,SBM Offshore N.V.,2014-08-14,archive
Marshall Wace LLP,NL0000337319,2.59,Koninklijke BAM Groep N.V.,2014-08-14,archive
Adelphi Capital LLP,NL0000352565,0.39,Fugro N.V.,2014-08-13,archive
TT International,NL0000337319,0.42,Koninklijke BAM Groep N.V.,2014-08-13,archive
"WorldQuant, LLC",NL0000337319,0.38,Koninklijke BAM Groep N.V.,2014-08-13,archive
"Lucerne Capital Management, L.P.",NL0000337319,0.54,Koninklijke BAM Groep N.V.,2014-08-12,archive
Marshall Wace LLP,NL0000352565,1.0,Fugro N.V.,2014-08-12,archive
Marshall Wace LLP,NL0000337319,2.64,Koninklijke BAM Groep N.V.,2014-08-12,archive
"WorldQuant, LLC",NL0000337319,0.55,Koninklijke BAM Groep N.V.,2014-08-12,archive
CQS (UK) LLP,LU0569974404,1.82,Aperam S.A.,2014-08-11,archive
GAM Investment Management Lugano SA,NL0000352565,0.6,Fugro N.V.,2014-08-11,archive
"Lucerne Capital Management, L.P.",NL0000337319,0.38,Koninklijke BAM Groep N.V.,2014-08-11,archive
Marshall Wace LLP,NL0000337319,2.54,Koninklijke BAM Groep N.V.,2014-08-11,archive
"WorldQuant, LLC",NL0000337319,0.67,Koninklijke BAM Groep N.V.,2014-08-11,archive
Adelphi Capital LLP,NL0009432491,0.6,Koninklijke Vopak N.V.,2014-08-08,archive
AKO Capital LLP,NL0000360618,0.91,SBM Offshore N.V.,2014-08-08,archive
CQS (UK) LLP,LU0569974404,1.75,Aperam S.A.,2014-08-08,archive
"Lucerne Capital Management, L.P.",NL0000337319,0.5,Koninklijke BAM Groep N.V.,2014-08-08,archive
Marshall Wace LLP,NL0000337319,2.19,Koninklijke BAM Groep N.V.,2014-08-08,archive
"WorldQuant, LLC",NL0000337319,0.8,Koninklijke BAM Groep N.V.,2014-08-08,archive
"AQR Capital Management, LLC",NL0000352565,1.29,Fugro N.V.,2014-08-07,archive
"Discovery Capital Management, LLC",NL0000387058,0.79,TomTom N.V.,2014-08-07,archive
Marshall Wace LLP,NL0000337319,1.8,Koninklijke BAM Groep N.V.,2014-08-07,archive
Odey Asset Management LLP,LU0323134006,0.5,ArcelorMittal S.A.,2014-08-07,archive
Oxford Asset Management,NL0000337319,0.62,Koninklijke BAM Groep N.V.,2014-08-06,archive
"WorldQuant, LLC",NL0000337319,0.72,Koninklijke BAM Groep N.V.,2014-08-06,archive
Adelphi Capital LLP,NL0009432491,0.51,Koninklijke Vopak N.V.,2014-08-05,archive
GAM Investment Management Lugano SA,NL0000352565,0.56,Fugro N.V.,2014-08-05,archive
"Discovery Capital Management, LLC",LU0323134006,0.46,ArcelorMittal S.A.,2014-08-04,archive
"WorldQuant, LLC",NL0000337319,0.62,Koninklijke BAM Groep N.V.,2014-08-04,archive
AKO Capital LLP,NL0000360618,0.82,SBM Offshore N.V.,2014-08-01,archive
Marshall Wace LLP,NL0000352565,0.9,Fugro N.V.,2014-08-01,archive
Marshall Wace LLP,NL0000337319,1.6,Koninklijke BAM Groep N.V.,2014-08-01,archive
AKO Capital LLP,NL0000360618,0.74,SBM Offshore N.V.,2014-07-31,archive
"AQR Capital Management, LLC",NL0000360618,1.4,SBM Offshore N.V.,2014-07-31,archive
BlackRock Investment Management (UK) Limited,NL0000352565,0.59,Fugro N.V.,2014-07-31,archive
Marshall Wace LLP,NL0000352565,0.86,Fugro N.V.,2014-07-31,archive
Marshall Wace LLP,NL0000337319,1.55,Koninklijke BAM Groep N.V.,2014-07-31,archive
"WorldQuant, LLC",NL0000337319,0.53,Koninklijke BAM Groep N.V.,2014-07-31,archive
BlackRock Investment Management (UK) Limited,NL0000352565,0.6,Fugro N.V.,2014-07-30,archive
Marshall Wace LLP,NL0000352565,0.79,Fugro N.V.,2014-07-30,archive
Marshall Wace LLP,NL0000337319,1.46,Koninklijke BAM Groep N.V.,2014-07-30,archive
Adage Capital Management L.P.,LU0569974404,2.72,Aperam S.A.,2014-07-25,archive
BNP Paribas S.A.,LU0569974404,0.57,Aperam S.A.,2014-07-25,archive
CQS (UK) LLP,LU0569974404,1.82,Aperam S.A.,2014-07-25,archive
Marshall Wace LLP,NL0000337319,1.31,Koninklijke BAM Groep N.V.,2014-07-25,archive
BNP Paribas S.A.,LU0569974404,0.62,Aperam S.A.,2014-07-24,archive
"Discovery Capital Management, LLC",LU0323134006,0.5,ArcelorMittal S.A.,2014-07-24,archive
"AQR Capital Management, LLC",NL0000360618,1.32,SBM Offshore N.V.,2014-07-23,archive
BlackRock Investment Management (UK) Limited,NL0000352565,0.84,Fugro N.V.,2014-07-23,archive
Marshall Wace LLP,NL0000337319,1.22,Koninklijke BAM Groep N.V.,2014-07-23,archive
"AQR Capital Management, LLC",NL0000352565,1.32,Fugro N.V.,2014-07-22,archive
Marshall Wace LLP,NL0000337319,1.1,Koninklijke BAM Groep N.V.,2014-07-22,archive
TT International,NL0000337319,0.72,Koninklijke BAM Groep N.V.,2014-07-22,archive
"WorldQuant, LLC",NL0000337319,0.44,Koninklijke BAM Groep N.V.,2014-07-22,archive
"AQR Capital Management, LLC",NL0000360618,1.23,SBM Offshore N.V.,2014-07-21,archive
AKO Capital LLP,NL0000352565,0.26,Fugro N.V.,2014-07-18,archive
Marshall Wace LLP,NL0000337319,1.08,Koninklijke BAM Groep N.V.,2014-07-18,archive
"WorldQuant, LLC",NL0000337319,0.55,Koninklijke BAM Groep N.V.,2014-07-18,archive
BNP Paribas S.A.,LU0569974404,0.51,Aperam S.A.,2014-07-16,archive
Marshall Wace LLP,NL0000337319,1.19,Koninklijke BAM Groep N.V.,2014-07-16,archive
AKO Capital LLP,NL0000352565,0.5,Fugro N.V.,2014-07-15,archive
AKO Capital LLP,NL0000360618,0.65,SBM Offshore N.V.,2014-07-15,archive
Marshall Wace LLP,NL0000352565,0.82,Fugro N.V.,2014-07-15,archive
Marshall Wace LLP,NL0000337319,1.23,Koninklijke BAM Groep N.V.,2014-07-15,archive
AKO Capital LLP,NL0000352565,0.7,Fugro N.V.,2014-07-14,archive
AKO Capital LLP,NL0000360618,0.57,SBM Offshore N.V.,2014-07-14,archive
Marshall Wace LLP,NL0000337319,1.08,Koninklijke BAM Groep N.V.,2014-07-14,archive
"WorldQuant, LLC",NL0000337319,0.62,Koninklijke BAM Groep N.V.,2014-07-14,archive
AKO Capital LLP,NL0000352565,0.82,Fugro N.V.,2014-07-11,archive
Marshall Wace LLP,NL0000352565,0.72,Fugro N.V.,2014-07-11,archive
Marshall Wace LLP,NL0000337319,0.99,Koninklijke BAM Groep N.V.,2014-07-11,archive
"WorldQuant, LLC",NL0000337319,0.51,Koninklijke BAM Groep N.V.,2014-07-11,archive
Adelphi Capital LLP,NL0000352565,0.63,Fugro N.V.,2014-07-10,archive
AKO Capital LLP,NL0000352565,1.05,Fugro N.V.,2014-07-10,archive
AKO Capital LLP,NL0000337319,0.29,Koninklijke BAM Groep N.V.,2014-07-10,archive
"AQR Capital Management, LLC",NL0000352565,1.29,Fugro N.V.,2014-07-10,archive
BlackRock Investment Management (UK) Limited,NL0000352565,0.91,Fugro N.V.,2014-07-10,archive
Citadel Europe LLP,NL0000352565,0.36,Fugro N.V.,2014-07-10,archive
Marshall Wace LLP,NL0000352565,0.64,Fugro N.V.,2014-07-10,archive
Marshall Wace LLP,NL0000337319,0.89,Koninklijke BAM Groep N.V.,2014-07-10,archive
"AQR Capital Management, LLC",NL0000352565,1.37,Fugro N.V.,2014-07-09,archive
Marshall Wace LLP,NL0000337319,0.74,Koninklijke BAM Groep N.V.,2014-07-09,archive
"AQR Capital Management, LLC",NL0000352565,1.46,Fugro N.V.,2014-07-08,archive
Marshall Wace LLP,NL0000337319,0.58,Koninklijke BAM Groep N.V.,2014-07-08,archive
TT International,NL0000337319,0.53,Koninklijke BAM Groep N.V.,2014-07-07,archive
"BlackRock Institutional Trust Company, National Association",NL0009269109,0.57,Koninklijke Heijmans N.V.,2014-07-03,archive
AKO Capital LLP,NL0000352565,1.45,Fugro N.V.,2014-07-01,archive
CQS (UK) LLP,LU0569974404,1.77,Aperam S.A.,2014-07-01,archive
Lansdowne Partners (UK) LLP,NL0000352565,0.76,Fugro N.V.,2014-07-01,archive
Lansdowne Partners Limited,NL0000352565,0.0,Fugro N.V.,2014-07-01,archive
Odey Asset Management LLP,LU0323134006,0.52,ArcelorMittal S.A.,2014-07-01,archive
BlackRock Investment Management (UK) Limited,NL0000352565,0.8,Fugro N.V.,2014-06-27,archive
BlackRock Investment Management (UK) Limited,NL0009269109,0.48,Koninklijke Heijmans N.V.,2014-06-27,archive
"AQR Capital Management, LLC",NL0000360618,1.0,SBM Offshore N.V.,2014-06-24,archive
"BlackRock Institutional Trust Company, National Association",NL0009269109,0.68,Koninklijke Heijmans N.V.,2014-06-20,archive
CQS (UK) LLP,LU0569974404,1.52,Aperam S.A.,2014-06-18,archive
CQS (UK) LLP,LU0569974404,1.42,Aperam S.A.,2014-06-17,archive
Marshall Wace LLP,NL0000352565,0.39,Fugro N.V.,2014-06-17,archive
"AQR Capital Management, LLC",NL0000360618,0.9,SBM Offshore N.V.,2014-06-16,archive
CQS (UK) LLP,LU0569974404,1.27,Aperam S.A.,2014-06-13,archive
BlackRock Investment Management (UK) Limited,NL0000352565,0.7,Fugro N.V.,2014-06-12,archive
Citadel Europe LLP,NL0000352565,0.79,Fugro N.V.,2014-06-11,archive
BlackRock Investment Management (UK) Limited,NL0000352565,0.69,Fugro N.V.,2014-06-10,archive
CQS (UK) LLP,LU0569974404,1.3,Aperam S.A.,2014-06-10,archive
Marshall Wace LLP,NL0000352565,0.58,Fugro N.V.,2014-06-10,archive
TT International,NL0000387058,0.48,TomTom N.V.,2014-06-10,archive
"AQR Capital Management, LLC",NL0000360618,0.81,SBM Offshore N.V.,2014-06-09,archive
BNP Paribas S.A.,LU0569974404,0.35,Aperam S.A.,2014-06-09,archive
CQS (UK) LLP,LU0569974404,1.2,Aperam S.A.,2014-06-09,archive
BlackRock Investment Management (UK) Limited,NL0000352565,0.7,Fugro N.V.,2014-06-06,archive
Citadel Europe LLP,NL0000352565,0.8,Fugro N.V.,2014-06-06,archive
CQS (UK) LLP,LU0569974404,1.06,Aperam S.A.,2014-06-06,archive
UBS Global Asset Management (UK) Ltd.,NL0000352565,0.32,Fugro N.V.,2014-06-06,archive
Marshall Wace LLP,NL0000352565,0.65,Fugro N.V.,2014-06-05,archive
"BlackRock Institutional Trust Company, National Association",NL0009269109,0.79,Koninklijke Heijmans N.V.,2014-06-04,archive
BlackRock Investment Management (UK) Limited,NL0009269109,0.59,Koninklijke Heijmans N.V.,2014-06-04,archive
BNP Paribas S.A.,LU0569974404,0.51,Aperam S.A.,2014-06-04,archive
Marshall Wace LLP,NL0000352565,0.7,Fugro N.V.,2014-06-04,archive
TT International,NL0000387058,0.59,TomTom N.V.,2014-06-04,archive
Marshall Wace LLP,NL0000352565,0.69,Fugro N.V.,2014-06-03,archive
Adelphi Capital LLP,NL0000352565,0.71,Fugro N.V.,2014-06-02,archive
Odey Asset Management LLP,LU0323134006,0.5,ArcelorMittal S.A.,2014-05-30,archive
AKO Capital LLP,NL0000352565,1.73,Fugro N.V.,2014-05-28,archive
CQS (UK) LLP,LU0569974404,0.96,Aperam S.A.,2014-05-23,archive
CQS (UK) LLP,LU0569974404,0.81,Aperam S.A.,2014-05-20,archive
"AQR Capital Management, LLC",NL0000360618,0.7,SBM Offshore N.V.,2014-05-19,archive
BlackRock Investment Management (UK) Limited,NL0000352565,0.67,Fugro N.V.,2014-05-16,archive
BNP Paribas S.A.,LU0569974404,0.45,Aperam S.A.,2014-05-16,archive
CQS (UK) LLP,LU0569974404,0.69,Aperam S.A.,2014-05-15,archive
Lansdowne Partners Limited,NL0000352565,0.74,Fugro N.V.,2014-05-15,archive
"BlackRock Institutional Trust Company, National Association",NL0000289213,0.48,Wereldhave N.V.,2014-05-13,archive
TT International,NL0000387058,0.68,TomTom N.V.,2014-05-13,archive
Marshall Wace LLP,NL0000352565,0.71,Fugro N.V.,2014-05-12,archive
BNP Paribas S.A.,LU0569974404,0.56,Aperam S.A.,2014-05-09,archive
UBS Global Asset Management (UK) Ltd.,NL0000352565,0.75,Fugro N.V.,2014-05-09,archive
BNP Paribas S.A.,LU0569974404,0.63,Aperam S.A.,2014-05-08,archive
Marshall Wace LLP,NL0000352565,0.62,Fugro N.V.,2014-05-08,archive
BlackRock Investment Management (UK) Limited,NL0000352565,0.7,Fugro N.V.,2014-05-06,archive
Marshall Wace LLP,NL0000352565,0.57,Fugro N.V.,2014-05-06,archive
"AQR Capital Management, LLC",NL0000360618,0.61,SBM Offshore N.V.,2014-05-05,archive
"WorldQuant, LLC",NL0000352565,0.45,Fugro N.V.,2014-05-05,archive
TT International,NL0000387058,0.82,TomTom N.V.,2014-04-29,archive
Fil Investment Services (UK) Limited,NL0009432491,0.62,Koninklijke Vopak N.V.,2014-04-28,archive
Marshall Wace LLP,NL0009739416,0.46,PostNL N.V.,2014-04-28,archive
"WorldQuant, LLC",NL0000352565,0.57,Fugro N.V.,2014-04-28,archive
Marshall Wace LLP,NL0009739416,0.56,PostNL N.V.,2014-04-25,archive
"WorldQuant, LLC",NL0000352565,0.65,Fugro N.V.,2014-04-25,archive
Marshall Wace LLP,NL0009739416,0.65,PostNL N.V.,2014-04-24,archive
TT International,NL0000387058,0.68,TomTom N.V.,2014-04-24,archive
TT International,NL0000387058,0.76,TomTom N.V.,2014-04-23,archive
"AQR Capital Management, LLC",NL0000360618,0.53,SBM Offshore N.V.,2014-04-17,archive
BlackRock Investment Management (UK) Limited,NL0000352565,0.69,Fugro N.V.,2014-04-15,archive
Marshall Wace LLP,NL0000352565,0.47,Fugro N.V.,2014-04-15,archive
Adage Capital Management L.P.,LU0569974404,2.57,Aperam S.A.,2014-04-11,archive
Marshall Wace LLP,NL0000352565,0.54,Fugro N.V.,2014-04-11,archive
"WorldQuant, LLC",NL0000352565,0.73,Fugro N.V.,2014-04-11,archive
"WorldQuant, LLC",NL0000352565,0.66,Fugro N.V.,2014-04-10,archive
Adage Capital Management L.P.,LU0569974404,2.97,Aperam S.A.,2014-04-08,archive
Marshall Wace LLP,NL0000352565,0.67,Fugro N.V.,2014-04-08,archive
AKO Capital LLP,NL0000337319,1.16,Koninklijke BAM Groep N.V.,2014-04-07,archive
"WorldQuant, LLC",NL0000352565,0.51,Fugro N.V.,2014-04-07,archive
AKO Capital LLP,NL0000337319,1.06,Koninklijke BAM Groep N.V.,2014-04-04,archive
Marshall Wace LLP,NL0009739416,0.72,PostNL N.V.,2014-04-04,archive
AKO Capital LLP,NL0000337319,0.92,Koninklijke BAM Groep N.V.,2014-04-03,archive
Marshall Wace LLP,NL0009739416,0.54,PostNL N.V.,2014-04-03,archive
AKO Capital LLP,NL0000337319,0.8,Koninklijke BAM Groep N.V.,2014-04-02,archive
Adage Capital Management L.P.,LU0569974404,3.03,Aperam S.A.,2014-04-01,archive
Adage Capital Management L.P.,LU0569974404,2.84,Aperam S.A.,2014-03-31,archive
AKO Capital LLP,NL0000337319,0.7,Koninklijke BAM Groep N.V.,2014-03-31,archive
AKO Capital LLP,NL0000337319,0.62,Koninklijke BAM Groep N.V.,2014-03-28,archive
TT International,NL0000387058,0.81,TomTom N.V.,2014-03-28,archive
AKO Capital LLP,NL0000337319,0.5,Koninklijke BAM Groep N.V.,2014-03-27,archive
The Children's Investment Fund Management (UK) LLP,NL0000352565,0.49,Fugro N.V.,2014-03-27,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,0.49,Fugro N.V.,2014-03-26,archive
"BlackRock Institutional Trust Company, National Association",NL0000289213,0.59,Wereldhave N.V.,2014-03-26,archive
BNP Paribas S.A.,LU0569974404,0.71,Aperam S.A.,2014-03-26,archive
The Children's Investment Fund Management (UK) LLP,NL0000352565,0.55,Fugro N.V.,2014-03-26,archive
BNP Paribas S.A.,LU0569974404,0.66,Aperam S.A.,2014-03-25,archive
Oxford Asset Management,NL0009739416,0.44,PostNL N.V.,2014-03-25,archive
Oxford Asset Management,NL0009739416,0.5,PostNL N.V.,2014-03-24,archive
BNP Paribas S.A.,LU0569974404,0.7,Aperam S.A.,2014-03-21,archive
"Cadian Capital Management GP, LLC",NL0000387058,0.45,TomTom N.V.,2014-03-21,archive
"Cadian Capital Management GP, LLC",NL0000387058,0.66,TomTom N.V.,2014-03-20,archive
Marshall Wace LLP,NL0000352565,0.7,Fugro N.V.,2014-03-19,archive
Marshall Wace LLP,NL0000360618,0.39,SBM Offshore N.V.,2014-03-19,archive
Marshall Wace LLP,NL0000360618,0.54,SBM Offshore N.V.,2014-03-18,archive
Susquehanna International Holdings LLC,NL0010583399,0.49,Corbion N.V.,2014-03-18,archive
Marshall Wace LLP,NL0000352565,0.62,Fugro N.V.,2014-03-17,archive
Susquehanna International Holdings LLC,NL0010583399,0.5,Corbion N.V.,2014-03-14,archive
TT International,NL0000387058,0.65,TomTom N.V.,2014-03-14,archive
Adage Capital Management L.P.,LU0569974404,2.72,Aperam S.A.,2014-03-13,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,0.5,Fugro N.V.,2014-03-13,archive
BNP Paribas S.A.,LU0569974404,0.63,Aperam S.A.,2014-03-13,archive
AKO Capital LLP,NL0000352565,1.81,Fugro N.V.,2014-03-12,archive
"BlackRock Institutional Trust Company, National Association",NL0009269109,0.89,Koninklijke Heijmans N.V.,2014-03-12,archive
BlackRock Investment Management (UK) Limited,NL0000352565,0.71,Fugro N.V.,2014-03-12,archive
Marshall Wace LLP,NL0000352565,0.52,Fugro N.V.,2014-03-12,archive
Marshall Wace LLP,NL0000360618,0.83,SBM Offshore N.V.,2014-03-12,archive
AKO Capital LLP,NL0000352565,2.05,Fugro N.V.,2014-03-11,archive
BlackRock Investment Management (UK) Limited,NL0009269109,0.67,Koninklijke Heijmans N.V.,2014-03-11,archive
Adage Capital Management L.P.,LU0569974404,3.03,Aperam S.A.,2014-03-10,archive
AKO Capital LLP,NL0000352565,2.14,Fugro N.V.,2014-03-10,archive
AKO Capital LLP,NL0000352565,2.35,Fugro N.V.,2014-03-07,archive
BlackRock Investment Management (UK) Limited,NL0000352565,0.68,Fugro N.V.,2014-03-07,archive
Lansdowne Partners Limited,NL0000352565,0.64,Fugro N.V.,2014-03-07,archive
Susquehanna International Holdings LLC,NL0010583399,0.48,Corbion N.V.,2014-03-07,archive
AKO Capital LLP,NL0000387058,0.4,TomTom N.V.,2014-03-06,archive
Marshall Wace LLP,NL0000360618,0.72,SBM Offshore N.V.,2014-03-06,archive
AKO Capital LLP,NL0000387058,0.56,TomTom N.V.,2014-03-05,archive
BlackRock Investment Management (UK) Limited,NL0000352565,0.76,Fugro N.V.,2014-03-05,archive
Lansdowne Partners Limited,NL0000352565,0.55,Fugro N.V.,2014-03-05,archive
Adage Capital Management L.P.,LU0569974404,3.27,Aperam S.A.,2014-03-04,archive
"BlackRock Institutional Trust Company, National Association",NL0000289213,0.68,Wereldhave N.V.,2014-03-04,archive
Marshall Wace LLP,NL0000360618,0.6,SBM Offshore N.V.,2014-03-04,archive
Susquehanna International Holdings LLC,NL0010583399,0.57,Corbion N.V.,2014-03-04,archive
AKO Capital LLP,NL0000387058,0.66,TomTom N.V.,2014-03-03,archive
Marshall Wace LLP,NL0000360618,0.52,SBM Offshore N.V.,2014-03-03,archive
AKO Capital LLP,NL0000387058,0.88,TomTom N.V.,2014-02-27,archive
"Marble Arch Investments, LP",NL0000387058,0.43,TomTom N.V.,2014-02-27,archive
AKO Capital LLP,NL0000387058,0.96,TomTom N.V.,2014-02-26,archive
Marshall Wace LLP,NL0000352565,0.49,Fugro N.V.,2014-02-26,archive
AKO Capital LLP,NL0000387058,1.35,TomTom N.V.,2014-02-25,archive
Susquehanna International Holdings LLC,NL0010583399,0.64,Corbion N.V.,2014-02-25,archive
