isin,position_date,position_holder,net_short_position,issuer_name,source
NL0012817175,2025-11-17,Qube Research & Technologies Ltd.,0.98,Alfen N.V.,archive
NL00150003E1,2025-11-14,Citadel Advisors LLC,0.69,Fugro N.V.,archive
NL0012817175,2025-11-14,Qube Research & Technologies Ltd.,1.17,Alfen N.V.,archive
NL0015002IE0,2025-11-14,Voleon Capital Management LP,2.22,Avantium N.V.,archive
NL0000888691,2025-11-13,Citadel Advisors LLC,0.46,AMG Critical Materials N.V.,archive
NL0012866412,2025-11-13,"D. E. Shaw & Co., L.P.",0.79,BE Semiconductor Industries N.V.,archive
LU2290522684,2025-11-13,Marshall Wace LLP,1.87,InPost S.A.,archive
NL0012817175,2025-11-13,"PDT Partners, LLC",0.98,Alfen N.V.,archive
NL0012817175,2025-11-13,Qube Research & Technologies Ltd.,0.98,Alfen N.V.,archive
NL0015002IE0,2025-11-13,Voleon Capital Management LP,2.17,Avantium N.V.,archive
NL00150003E1,2025-11-13,Wellington Management International Ltd.,0.58,Fugro N.V.,archive
BMG3602E1084,2025-11-13,"WorldQuant, LLC",0.5,Flow Traders Ltd.,archive
NL0011821392,2025-11-12,Citadel Advisors Europe Limited,0.48,Signify N.V.,archive
NL0011821392,2025-11-12,Citadel Advisors LLC,0.66,Signify N.V.,archive
NL0012817175,2025-11-12,GSA Capital Partners LLP,0.9,Alfen N.V.,archive
NL0010391025,2025-11-12,Millennium International Management LP,0.71,Pharming Group N.V.,archive
NL0015002IE0,2025-11-12,Voleon Capital Management LP,2.08,Avantium N.V.,archive
NL0000888691,2025-11-11,Citadel Advisors LLC,0.54,AMG Critical Materials N.V.,archive
NL0012866412,2025-11-11,"D. E. Shaw & Co., L.P.",0.81,BE Semiconductor Industries N.V.,archive
NL0012817175,2025-11-11,GSA Capital Partners LLP,0.89,Alfen N.V.,archive
NL0010391025,2025-11-11,Millennium International Management LP,0.64,Pharming Group N.V.,archive
NL0012817175,2025-11-11,"PDT Partners, LLC",1.07,Alfen N.V.,archive
NL0015002IE0,2025-11-11,Voleon Capital Management LP,1.97,Avantium N.V.,archive
NL0013267909,2025-11-10,"BlackRock Advisors, LLC",0.48,Akzo Nobel N.V.,archive
NL0011821392,2025-11-10,Citadel Advisors LLC,0.77,Signify N.V.,archive
LU2290522684,2025-11-10,Marshall Wace LLP,1.9,InPost S.A.,archive
NL0012817175,2025-11-10,Qube Research & Technologies Ltd.,0.89,Alfen N.V.,archive
NL0013267909,2025-11-07,"AQR Capital Management, LLC",0.49,Akzo Nobel N.V.,archive
NL0010391025,2025-11-07,Citadel Advisors LLC,0.64,Pharming Group N.V.,archive
LU2290522684,2025-11-07,"Connor, Clark & Lunn Investment Management Ltd.",0.5,InPost S.A.,archive
NL0006237562,2025-11-07,"D. E. Shaw & Co., L.P.",0.51,ARCADIS N.V.,archive
LU2290522684,2025-11-07,Marshall Wace LLP,1.86,InPost S.A.,archive
NL0010391025,2025-11-07,Millennium International Management LP,0.55,Pharming Group N.V.,archive
NL0009739416,2025-11-07,"PDT Partners, LLC",0.69,PostNL N.V.,archive
NL0012817175,2025-11-07,Qube Research & Technologies Ltd.,1.0,Alfen N.V.,archive
NL0000888691,2025-11-06,Citadel Advisors LLC,0.48,AMG Critical Materials N.V.,archive
NL00150003E1,2025-11-06,Citadel Advisors LLC,0.78,Fugro N.V.,archive
NL0010391025,2025-11-06,Citadel Advisors LLC,0.78,Pharming Group N.V.,archive
NL0012866412,2025-11-06,"D. E. Shaw & Co., L.P.",0.79,BE Semiconductor Industries N.V.,archive
NL0011821392,2025-11-06,"D. E. Shaw & Co., L.P.",0.51,Signify N.V.,archive
NL0010391025,2025-11-06,Marshall Wace LLP,0.39,Pharming Group N.V.,archive
NL0010391025,2025-11-06,Millennium International Management LP,1.17,Pharming Group N.V.,archive
NL0011821392,2025-11-06,"Point72 Europe (London), LLP",0.46,Signify N.V.,archive
NL0012817175,2025-11-06,Qube Research & Technologies Ltd.,0.98,Alfen N.V.,archive
NL0011821392,2025-11-05,"BlackRock Financial Management, Inc.",0.51,Signify N.V.,archive
NL0000852523,2025-11-05,Capital Fund Management S.A.,0.46,TKH Group N.V.,archive
NL0012817175,2025-11-05,GSA Capital Partners LLP,0.9,Alfen N.V.,archive
LU2290522684,2025-11-05,Marshall Wace LLP,1.79,InPost S.A.,archive
NL0010391025,2025-11-05,Marshall Wace LLP,0.73,Pharming Group N.V.,archive
NL0010391025,2025-11-05,Millennium International Management LP,1.63,Pharming Group N.V.,archive
NL0012817175,2025-11-05,"PDT Partners, LLC",1.17,Alfen N.V.,archive
NL00150003E1,2025-11-05,Wellington Management International Ltd.,0.69,Fugro N.V.,archive
NL0011821392,2025-11-04,"BlackRock Advisors, LLC",0.69,Signify N.V.,archive
NL0010801007,2025-11-04,"BlackRock Institutional Trust Company, National Association",0.6,IMCD N.V.,archive
NL0000852523,2025-11-04,Capital Fund Management S.A.,0.5,TKH Group N.V.,archive
NL0010391025,2025-11-04,Citadel Advisors LLC,1.07,Pharming Group N.V.,archive
LU2290522684,2025-11-04,Marshall Wace LLP,1.8,InPost S.A.,archive
NL0010391025,2025-11-04,Millennium International Management LP,1.52,Pharming Group N.V.,archive
NL0009739416,2025-11-04,"PDT Partners, LLC",0.7,PostNL N.V.,archive
NL0011821392,2025-11-03,"BlackRock Financial Management, Inc.",0.49,Signify N.V.,archive
NL0012866412,2025-11-03,Canada Pension Plan Investment Board,1.11,BE Semiconductor Industries N.V.,archive
NL0000888691,2025-11-03,Citadel Advisors LLC,0.5,AMG Critical Materials N.V.,archive
NL00150003E1,2025-11-03,Citadel Advisors LLC,0.85,Fugro N.V.,archive
NL0011872650,2025-11-03,Wellington Management International Ltd.,0.9,Basic-Fit N.V.,archive
NL00150003E1,2025-11-03,Wellington Management International Ltd.,0.79,Fugro N.V.,archive
NL0000852564,2025-10-31,"BlackRock Advisors, LLC",0.7,Aalberts N.V.,archive
NL0011821392,2025-10-31,"BlackRock Financial Management, Inc.",0.5,Signify N.V.,archive
NL0010801007,2025-10-31,"BlackRock Institutional Trust Company, National Association",0.59,IMCD N.V.,archive
NL0011821392,2025-10-31,"Point72 Europe (London), LLP",0.68,Signify N.V.,archive
NL0011821392,2025-10-30,Citadel Advisors Europe Limited,0.58,Signify N.V.,archive
NL0011821392,2025-10-30,Citadel Advisors LLC,0.88,Signify N.V.,archive
NL0012866412,2025-10-30,"D. E. Shaw & Co., L.P.",0.88,BE Semiconductor Industries N.V.,archive
NL0006237562,2025-10-30,Eleva Capital SAS,0.25,ARCADIS N.V.,archive
NL0000009165,2025-10-30,Marshall Wace LLP,0.49,Heineken N.V.,archive
NL0010391025,2025-10-30,Millennium International Management LP,1.32,Pharming Group N.V.,archive
NL0011821392,2025-10-30,"Point72 Europe (London), LLP",0.54,Signify N.V.,archive
NL0013267909,2025-10-29,"BlackRock Advisors, LLC",0.59,Akzo Nobel N.V.,archive
NL0010776944,2025-10-29,Citadel Advisors LLC,0.49,Brunel International N.V.,archive
NL0010391025,2025-10-29,Citadel Advisors LLC,1.17,Pharming Group N.V.,archive
NL0011872650,2025-10-29,Marchant MC Ltd.,0.54,Basic-Fit N.V.,archive
NL0010391025,2025-10-29,Marshall Wace LLP,0.6,Pharming Group N.V.,archive
NL0000379121,2025-10-29,Marshall Wace LLP,0.71,Randstad N.V.,archive
NL0010391025,2025-10-29,Millennium International Management LP,1.29,Pharming Group N.V.,archive
NL00150003E1,2025-10-29,Wellington Management International Ltd.,0.94,Fugro N.V.,archive
NL0000888691,2025-10-28,Actus Ray Partners Limited,0.59,AMG Critical Materials N.V.,archive
NL0013267909,2025-10-28,"BlackRock Advisors, LLC",0.6,Akzo Nobel N.V.,archive
NL0011821392,2025-10-28,Citadel Advisors Europe Limited,0.67,Signify N.V.,archive
NL0011821392,2025-10-28,Citadel Advisors LLC,1.09,Signify N.V.,archive
NL0010391025,2025-10-28,Millennium International Management LP,1.34,Pharming Group N.V.,archive
NL0011821392,2025-10-28,"Point72 Europe (London), LLP",0.33,Signify N.V.,archive
NL0011821392,2025-10-27,Citadel Advisors Europe Limited,0.85,Signify N.V.,archive
LU0569974404,2025-10-27,Citadel Advisors LLC,0.47,Aperam S.A.,archive
NL0011821392,2025-10-27,Citadel Advisors LLC,1.15,Signify N.V.,archive
NL0009739416,2025-10-27,"PDT Partners, LLC",0.61,PostNL N.V.,archive
NL0009739416,2025-10-24,Citadel Advisors LLC,0.67,PostNL N.V.,archive
LU2290522684,2025-10-24,Marshall Wace LLP,1.7,InPost S.A.,archive
NL0011821392,2025-10-24,Millennium International Management LP,0.38,Signify N.V.,archive
NL0012817175,2025-10-24,"PDT Partners, LLC",1.24,Alfen N.V.,archive
BE0003818359,2025-10-24,Qube Research & Technologies Ltd.,0.59,Galapagos NV,archive
NL0013267909,2025-10-23,BlackRock Investment Management (UK) Limited,0.61,Akzo Nobel N.V.,archive
NL0012866412,2025-10-23,Canada Pension Plan Investment Board,1.07,BE Semiconductor Industries N.V.,archive
NL0010776944,2025-10-23,Citadel Advisors LLC,0.51,Brunel International N.V.,archive
NL0012866412,2025-10-23,"D. E. Shaw & Co., L.P.",0.93,BE Semiconductor Industries N.V.,archive
NL0012817175,2025-10-23,GSA Capital Partners LLP,0.8,Alfen N.V.,archive
LU2290522684,2025-10-23,Kintbury Capital LLP,0.49,InPost S.A.,archive
NL0010391025,2025-10-23,Marshall Wace LLP,0.56,Pharming Group N.V.,archive
NL0000379121,2025-10-23,Marshall Wace LLP,0.69,Randstad N.V.,archive
NL0011821392,2025-10-23,Millennium Capital (DIFC) Limited,0.45,Signify N.V.,archive
NL00150003E1,2025-10-23,Millennium International Management LP,0.94,Fugro N.V.,archive
NL0010391025,2025-10-23,Millennium International Management LP,1.48,Pharming Group N.V.,archive
NL0011821392,2025-10-23,Millennium International Management LP,0.64,Signify N.V.,archive
NL0011821392,2025-10-23,"Point72 Europe (London), LLP",0.69,Signify N.V.,archive
NL0010776944,2025-10-22,Citadel Advisors LLC,0.49,Brunel International N.V.,archive
NL0012866412,2025-10-22,"D. E. Shaw & Co., L.P.",0.89,BE Semiconductor Industries N.V.,archive
LU2290522684,2025-10-22,Kintbury Capital LLP,0.55,InPost S.A.,archive
NL00150003E1,2025-10-22,Millennium International Management LP,0.89,Fugro N.V.,archive
NL0010391025,2025-10-22,Millennium International Management LP,1.56,Pharming Group N.V.,archive
NL0011821392,2025-10-22,Millennium International Management LP,0.74,Signify N.V.,archive
NL0012817175,2025-10-22,Qube Research & Technologies Ltd.,1.05,Alfen N.V.,archive
NL0015002IE0,2025-10-22,Voleon Capital Management LP,1.8,Avantium N.V.,archive
NL0012866412,2025-10-21,"Arrowstreet Capital, Limited Partnership",0.49,BE Semiconductor Industries N.V.,archive
NL0013267909,2025-10-21,BlackRock Investment Management (UK) Limited,0.53,Akzo Nobel N.V.,archive
LU0569974404,2025-10-21,Citadel Advisors LLC,0.5,Aperam S.A.,archive
NL00150003E1,2025-10-21,Citadel Advisors LLC,0.7,Fugro N.V.,archive
NL0009739416,2025-10-21,Citadel Advisors LLC,0.77,PostNL N.V.,archive
NL0012866412,2025-10-21,"D. E. Shaw & Co., L.P.",0.9,BE Semiconductor Industries N.V.,archive
NL0000379121,2025-10-21,Marshall Wace LLP,0.7,Randstad N.V.,archive
NL00150003E1,2025-10-21,Millennium International Management LP,0.91,Fugro N.V.,archive
NL0012817175,2025-10-21,"PDT Partners, LLC",1.39,Alfen N.V.,archive
BE0003818359,2025-10-21,Qube Research & Technologies Ltd.,0.6,Galapagos NV,archive
NL0011821392,2025-10-21,Squarepoint Ops LLC,0.48,Signify N.V.,archive
NL00150003E1,2025-10-20,Millennium International Management LP,0.86,Fugro N.V.,archive
NL0010391025,2025-10-20,Millennium International Management LP,1.63,Pharming Group N.V.,archive
NL0011821392,2025-10-20,Millennium International Management LP,0.62,Signify N.V.,archive
NL0010776944,2025-10-20,Qube Research & Technologies Ltd.,0.01,Brunel International N.V.,archive
NL0009739416,2025-10-20,Winton Capital Management Limited,0.51,PostNL N.V.,archive
NL00150003E1,2025-10-17,"PDT Partners, LLC",0.78,Fugro N.V.,archive
NL0012817175,2025-10-17,Qube Research & Technologies Ltd.,0.9,Alfen N.V.,archive
NL00150003E1,2025-10-16,Citadel Advisors LLC,0.68,Fugro N.V.,archive
NL0000009165,2025-10-16,Marshall Wace LLP,0.5,Heineken N.V.,archive
NL0010391025,2025-10-16,Millennium International Management LP,1.75,Pharming Group N.V.,archive
BE0003818359,2025-10-15,"Arrowstreet Capital, Limited Partnership",1.59,Galapagos NV,archive
NL0010391025,2025-10-15,Millennium International Management LP,1.81,Pharming Group N.V.,archive
NL0012817175,2025-10-15,"PDT Partners, LLC",1.48,Alfen N.V.,archive
NL0011821392,2025-10-15,"Point72 Europe (London), LLP",0.74,Signify N.V.,archive
NL0012817175,2025-10-15,Qube Research & Technologies Ltd.,0.8,Alfen N.V.,archive
NL0012817175,2025-10-15,Trexquant Investment LP,0.49,Alfen N.V.,archive
NL0015002IE0,2025-10-15,Voleon Capital Management LP,1.7,Avantium N.V.,archive
NL0012866412,2025-10-14,"Arrowstreet Capital, Limited Partnership",0.59,BE Semiconductor Industries N.V.,archive
NL00150003E1,2025-10-14,Citadel Advisors LLC,0.71,Fugro N.V.,archive
NL0010391025,2025-10-14,Citadel Advisors LLC,1.23,Pharming Group N.V.,archive
NL0012817175,2025-10-14,GSA Capital Partners LLP,0.7,Alfen N.V.,archive
NL0009739416,2025-10-14,JPMorgan Asset Management (UK) Ltd.,0.51,PostNL N.V.,archive
NL0011821392,2025-10-14,Millennium International Management LP,0.51,Signify N.V.,archive
NL0011821392,2025-10-14,"Point72 Europe (London), LLP",0.65,Signify N.V.,archive
NL0010776944,2025-10-13,Citadel Advisors LLC,0.51,Brunel International N.V.,archive
NL00150003E1,2025-10-13,Citadel Advisors LLC,0.69,Fugro N.V.,archive
NL0012817175,2025-10-13,GSA Capital Partners LLP,0.69,Alfen N.V.,archive
NL0000009165,2025-10-13,Marshall Wace LLP,0.49,Heineken N.V.,archive
LU2290522684,2025-10-13,Marshall Wace LLP,1.6,InPost S.A.,archive
NL00150003E1,2025-10-13,Millennium International Management LP,0.79,Fugro N.V.,archive
NL0010391025,2025-10-13,Millennium International Management LP,1.99,Pharming Group N.V.,archive
NL0010776944,2025-10-10,Citadel Advisors LLC,0.49,Brunel International N.V.,archive
NL00150003E1,2025-10-10,Citadel Advisors LLC,0.7,Fugro N.V.,archive
NL0009739416,2025-10-10,Citadel Advisors LLC,0.89,PostNL N.V.,archive
NL0010391025,2025-10-10,Millennium International Management LP,2.05,Pharming Group N.V.,archive
NL0012817175,2025-10-10,"PDT Partners, LLC",1.56,Alfen N.V.,archive
NL00150003E1,2025-10-10,"PDT Partners, LLC",0.8,Fugro N.V.,archive
NL0009739416,2025-10-10,"PDT Partners, LLC",0.51,PostNL N.V.,archive
NL0012817175,2025-10-10,Qube Research & Technologies Ltd.,0.79,Alfen N.V.,archive
NL0015002IE0,2025-10-10,Voleon Capital Management LP,1.61,Avantium N.V.,archive
NL0012866412,2025-10-09,"Arrowstreet Capital, Limited Partnership",0.68,BE Semiconductor Industries N.V.,archive
NL00150003E1,2025-10-09,Citadel Advisors LLC,0.69,Fugro N.V.,archive
NL0010391025,2025-10-09,Citadel Advisors LLC,1.17,Pharming Group N.V.,archive
NL0011821392,2025-10-09,Citadel Advisors LLC,1.2,Signify N.V.,archive
NL0000379121,2025-10-09,Marshall Wace LLP,0.6,Randstad N.V.,archive
NL0012817175,2025-10-09,"PDT Partners, LLC",1.61,Alfen N.V.,archive
NL0012817175,2025-10-09,Qube Research & Technologies Ltd.,0.65,Alfen N.V.,archive
NL0015002IE0,2025-10-09,Voleon Capital Management LP,1.44,Avantium N.V.,archive
LU0569974404,2025-10-08,Citadel Advisors LLC,0.49,Aperam S.A.,archive
NL0011821392,2025-10-08,Citadel Advisors LLC,1.19,Signify N.V.,archive
NL0012817175,2025-10-08,"PDT Partners, LLC",1.74,Alfen N.V.,archive
NL0012817175,2025-10-08,Qube Research & Technologies Ltd.,0.83,Alfen N.V.,archive
NL0015002IE0,2025-10-08,Voleon Capital Management LP,1.33,Avantium N.V.,archive
NL0011872650,2025-10-08,Wellington Management International Ltd.,0.82,Basic-Fit N.V.,archive
NL0010391025,2025-10-07,Citadel Advisors LLC,1.22,Pharming Group N.V.,archive
NL0011821392,2025-10-07,Citadel Advisors LLC,1.22,Signify N.V.,archive
NL0012866412,2025-10-07,"D. E. Shaw & Co., L.P.",0.81,BE Semiconductor Industries N.V.,archive
LU2290522684,2025-10-07,Marshall Wace LLP,1.5,InPost S.A.,archive
NL0000379121,2025-10-07,Marshall Wace LLP,0.59,Randstad N.V.,archive
NL0000352565,2025-10-07,Numeric Investors LLC,0.62,Fugro N.V.,archive
NL0012817175,2025-10-07,"PDT Partners, LLC",1.86,Alfen N.V.,archive
NL0012817175,2025-10-07,Qube Research & Technologies Ltd.,0.91,Alfen N.V.,archive
NL00150003E1,2025-10-07,Wellington Management International Ltd.,0.8,Fugro N.V.,archive
NL0012866412,2025-10-06,"Arrowstreet Capital, Limited Partnership",0.79,BE Semiconductor Industries N.V.,archive
NL0011821392,2025-10-06,"BlackRock Advisors, LLC",0.79,Signify N.V.,archive
NL0010391025,2025-10-06,Citadel Advisors LLC,1.15,Pharming Group N.V.,archive
LU2290522684,2025-10-06,Kintbury Capital LLP,0.68,InPost S.A.,archive
NL0011872650,2025-10-06,"PDT Partners, LLC",0.49,Basic-Fit N.V.,archive
NL0012866412,2025-10-03,"AQR Capital Management, LLC",0.49,BE Semiconductor Industries N.V.,archive
LU0569974404,2025-10-03,Citadel Advisors LLC,0.5,Aperam S.A.,archive
NL0015002AH0,2025-10-03,Citadel Advisors LLC,0.49,Havas N.V.,archive
NL0010391025,2025-10-03,Citadel Advisors LLC,1.04,Pharming Group N.V.,archive
LU2290522684,2025-10-03,Kintbury Capital LLP,0.78,InPost S.A.,archive
NL0011872650,2025-10-03,Marchant MC Ltd.,0.46,Basic-Fit N.V.,archive
NL0012817175,2025-10-03,Millennium Capital (DIFC) Limited,0.05,Alfen N.V.,archive
NL0012817175,2025-10-03,Qube Research & Technologies Ltd.,0.82,Alfen N.V.,archive
NL0000009538,2025-10-02,"AQR Capital Management, LLC",0.59,Koninklijke Philips N.V.,archive
NL0011821392,2025-10-02,Citadel Advisors Europe Limited,0.92,Signify N.V.,archive
NL0012866412,2025-10-02,"D. E. Shaw & Co., L.P.",0.7,BE Semiconductor Industries N.V.,archive
NL0011872650,2025-10-02,Marchant MC Ltd.,0.53,Basic-Fit N.V.,archive
NL0010391025,2025-10-02,Millennium International Management LP,1.96,Pharming Group N.V.,archive
NL0015002IE0,2025-10-02,Voleon Capital Management LP,1.21,Avantium N.V.,archive
NL0009739416,2025-10-02,"WorldQuant, LLC",0.49,PostNL N.V.,archive
NL0010801007,2025-10-01,"AQR Capital Management, LLC",0.59,IMCD N.V.,archive
NL0000888691,2025-10-01,Citadel Advisors LLC,0.48,AMG Critical Materials N.V.,archive
NL0011821392,2025-10-01,Citadel Advisors LLC,1.1,Signify N.V.,archive
NL0010391025,2025-10-01,Highbridge Capital Management LLC,0.39,Pharming Group N.V.,archive
NL0010776944,2025-10-01,Marshall Wace LLP,0.47,Brunel International N.V.,archive
LU2290522684,2025-10-01,Marshall Wace LLP,1.43,InPost S.A.,archive
NL0011821392,2025-10-01,Millennium Capital (DIFC) Limited,0.5,Signify N.V.,archive
LU0569974404,2025-10-01,Millennium International Management LP,0.42,Aperam S.A.,archive
NL0012817175,2025-10-01,Qube Research & Technologies Ltd.,1.01,Alfen N.V.,archive
NL0012817175,2025-10-01,Trexquant Investment LP,0.69,Alfen N.V.,archive
NL0000888691,2025-09-30,Citadel Advisors LLC,0.5,AMG Critical Materials N.V.,archive
NL00150003E1,2025-09-30,Citadel Advisors LLC,0.72,Fugro N.V.,archive
NL0012817175,2025-09-30,GSA Capital Partners LLP,0.79,Alfen N.V.,archive
NL0010391025,2025-09-30,Highbridge Capital Management LLC,0.53,Pharming Group N.V.,archive
NL00150003E1,2025-09-30,Millennium International Management LP,0.89,Fugro N.V.,archive
NL0010391025,2025-09-30,Millennium International Management LP,2.02,Pharming Group N.V.,archive
NL0012817175,2025-09-30,"PDT Partners, LLC",1.99,Alfen N.V.,archive
NL0009739416,2025-09-30,"WorldQuant, LLC",0.57,PostNL N.V.,archive
NL0010801007,2025-09-29,"BlackRock Institutional Trust Company, National Association",0.79,IMCD N.V.,archive
NL0010391025,2025-09-29,Citadel Advisors LLC,1.1,Pharming Group N.V.,archive
NL0010391025,2025-09-29,Citadel Securities (Europe) Limited,0.38,Pharming Group N.V.,archive
NL0011821392,2025-09-29,Millennium Capital (DIFC) Limited,0.49,Signify N.V.,archive
NL00150003E1,2025-09-29,"PDT Partners, LLC",0.7,Fugro N.V.,archive
NL0012817175,2025-09-26,"AQR Capital Management, LLC",0.48,Alfen N.V.,archive
NL0012866412,2025-09-26,"Arrowstreet Capital, Limited Partnership",0.89,BE Semiconductor Industries N.V.,archive
NL0010801007,2025-09-26,"BlackRock Institutional Trust Company, National Association",0.8,IMCD N.V.,archive
LU0569974404,2025-09-26,Citadel Advisors LLC,0.48,Aperam S.A.,archive
NL0010391025,2025-09-26,Citadel Advisors LLC,1.01,Pharming Group N.V.,archive
NL0009739416,2025-09-26,Citadel Advisors LLC,0.9,PostNL N.V.,archive
NL0010391025,2025-09-26,Citadel Securities (Europe) Limited,0.54,Pharming Group N.V.,archive
NL00150003E1,2025-09-26,Marshall Wace LLP,0.48,Fugro N.V.,archive
LU2290522684,2025-09-26,Marshall Wace LLP,1.33,InPost S.A.,archive
