isin,position_date,issuer_name,position_holder,net_short_position,source
NL0000352565,2015-03-31,Fugro N.V.,Oxford Asset Management,0.49,archive
NL0000360618,2015-03-30,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.59,archive
NL0010776944,2015-03-30,Brunel International N.V.,JPMorgan Asset Management (UK) Ltd.,0.5,archive
NL0000360618,2015-03-30,SBM Offshore N.V.,Man Investments Limited,0.56,archive
NL0000360618,2015-03-30,SBM Offshore N.V.,Marshall Wace LLP,0.88,archive
NL0000852531,2015-03-30,Kendrion N.V.,Numeric Investors LLC,0.49,archive
LU0569974404,2015-03-27,Aperam S.A.,CQS (UK) LLP,1.38,archive
NL0000395903,2015-03-27,Wolters Kluwer N.V.,Marshall Wace LLP,0.58,archive
LU0323134006,2015-03-27,ArcelorMittal S.A.,Odey Asset Management LLP,0.85,archive
NL0000289213,2015-03-27,Wereldhave N.V.,"WorldQuant, LLC",0.5,archive
NL0000352565,2015-03-26,Fugro N.V.,"AQR Capital Management, LLC",2.92,archive
LU0569974404,2015-03-26,Aperam S.A.,"BlackRock Advisors, LLC",0.8,archive
NL0000289213,2015-03-26,Wereldhave N.V.,JPMorgan Asset Management (UK) Ltd.,0.51,archive
NL0000360618,2015-03-26,SBM Offshore N.V.,Marshall Wace LLP,0.72,archive
LU0569974404,2015-03-26,Aperam S.A.,Susquehanna International Holdings LLC,0.61,archive
NL0000360618,2015-03-26,SBM Offshore N.V.,"WorldQuant, LLC",0.45,archive
NL0000289213,2015-03-26,Wereldhave N.V.,"WorldQuant, LLC",0.49,archive
NL0000352565,2015-03-25,Fugro N.V.,"AQR Capital Management, LLC",2.84,archive
NL0000360618,2015-03-25,SBM Offshore N.V.,"AQR Capital Management, LLC",3.3,archive
NL0000360618,2015-03-25,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.68,archive
NL0010776944,2015-03-25,Brunel International N.V.,BlackRock Investment Management (UK) Limited,0.7,archive
LU0569974404,2015-03-25,Aperam S.A.,BNP Paribas S.A.,0.76,archive
LU0569974404,2015-03-25,Aperam S.A.,CQS (UK) LLP,1.41,archive
NL0000360618,2015-03-25,SBM Offshore N.V.,Marshall Wace LLP,0.62,archive
NL0000395903,2015-03-25,Wolters Kluwer N.V.,Marshall Wace LLP,0.67,archive
NL0000352565,2015-03-24,Fugro N.V.,"AQR Capital Management, LLC",2.77,archive
NL0000289213,2015-03-24,Wereldhave N.V.,"WorldQuant, LLC",0.5,archive
NL0000352565,2015-03-23,Fugro N.V.,"AQR Capital Management, LLC",2.69,archive
NL0000360618,2015-03-23,SBM Offshore N.V.,BlueCrest Capital Management Limited,0.84,archive
NL0000360618,2015-03-23,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",0.62,archive
NL0000387058,2015-03-23,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,1.13,archive
NL0000360618,2015-03-23,SBM Offshore N.V.,Man Investments Limited,0.47,archive
LU0323134006,2015-03-23,ArcelorMittal S.A.,Millennium International Management LP,0.51,archive
LU0323134006,2015-03-20,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.84,archive
NL0000352565,2015-03-20,Fugro N.V.,"AQR Capital Management, LLC",2.82,archive
LU0569974404,2015-03-20,Aperam S.A.,BNP Paribas S.A.,0.67,archive
NL0000360618,2015-03-20,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",0.56,archive
NL0000387058,2015-03-20,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,1.08,archive
NL0000360618,2015-03-20,SBM Offshore N.V.,Marshall Wace LLP,0.54,archive
NL0000352565,2015-03-20,Fugro N.V.,Oxford Asset Management,0.56,archive
NL0000360618,2015-03-20,SBM Offshore N.V.,"WorldQuant, LLC",0.57,archive
NL0000360618,2015-03-19,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.78,archive
NL0000395903,2015-03-19,Wolters Kluwer N.V.,Marshall Wace LLP,0.78,archive
NL0000352565,2015-03-18,Fugro N.V.,"AQR Capital Management, LLC",2.54,archive
NL0000360618,2015-03-18,SBM Offshore N.V.,"AQR Capital Management, LLC",3.25,archive
NL0000360618,2015-03-18,SBM Offshore N.V.,"Discovery Capital Management, LLC",2.03,archive
NL0000387058,2015-03-18,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,0.84,archive
NL0000360618,2015-03-18,SBM Offshore N.V.,Marshall Wace LLP,0.69,archive
NL0000288876,2015-03-18,Eurocommercial Properties N.V.,Wellington Management Company LLP,1.22,archive
NL0009432491,2015-03-17,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.5,archive
LU0569974404,2015-03-17,Aperam S.A.,"BlackRock Advisors, LLC",0.7,archive
NL0000395903,2015-03-17,Wolters Kluwer N.V.,Marshall Wace LLP,0.86,archive
NL0000288876,2015-03-17,Eurocommercial Properties N.V.,Wellington Management Company LLP,1.17,archive
LU0569974404,2015-03-16,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",1.0,archive
NL0000360618,2015-03-16,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.89,archive
LU0569974404,2015-03-16,Aperam S.A.,BNP Paribas S.A.,0.98,archive
NL0000360618,2015-03-16,SBM Offshore N.V.,Marshall Wace LLP,0.73,archive
NL0000288876,2015-03-16,Eurocommercial Properties N.V.,Wellington Management Company LLP,1.06,archive
NL0000360618,2015-03-16,SBM Offshore N.V.,"WorldQuant, LLC",0.61,archive
LU0569974404,2015-03-13,Aperam S.A.,BNP Paribas S.A.,1.02,archive
LU0569974404,2015-03-13,Aperam S.A.,Marshall Wace LLP,0.71,archive
NL0000360618,2015-03-13,SBM Offshore N.V.,Marshall Wace LLP,0.84,archive
NL0000360618,2015-03-12,SBM Offshore N.V.,Marshall Wace LLP,0.99,archive
LU0323134006,2015-03-11,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.7,archive
NL0000352565,2015-03-11,Fugro N.V.,"AQR Capital Management, LLC",2.44,archive
NL0000360618,2015-03-11,SBM Offshore N.V.,Man Investments Limited,0.58,archive
NL0000360618,2015-03-11,SBM Offshore N.V.,Marshall Wace LLP,1.13,archive
NL0000852531,2015-03-11,Kendrion N.V.,Numeric Investors LLC,0.51,archive
LU0323134006,2015-03-10,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.69,archive
NL0000360618,2015-03-10,SBM Offshore N.V.,Marshall Wace LLP,1.24,archive
NL0000352565,2015-03-10,Fugro N.V.,Oxford Asset Management,0.61,archive
NL0000352565,2015-03-10,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,2.71,archive
NL0000360618,2015-03-09,SBM Offshore N.V.,Marshall Wace LLP,1.39,archive
LU0323134006,2015-03-09,ArcelorMittal S.A.,Odey Asset Management LLP,0.76,archive
NL0000360618,2015-03-09,SBM Offshore N.V.,"WorldQuant, LLC",0.57,archive
LU0323134006,2015-03-06,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.7,archive
LU0569974404,2015-03-06,Aperam S.A.,"BlackRock Advisors, LLC",0.61,archive
NL0000387058,2015-03-06,TomTom N.V.,"BlueMountain Capital Management, LLC",1.02,archive
LU0569974404,2015-03-06,Aperam S.A.,Marshall Wace LLP,0.61,archive
NL0000360618,2015-03-06,SBM Offshore N.V.,Marshall Wace LLP,1.43,archive
NL0000387058,2015-03-06,TomTom N.V.,Marshall Wace LLP,0.89,archive
NL0000395903,2015-03-06,Wolters Kluwer N.V.,Marshall Wace LLP,0.92,archive
LU0323134006,2015-03-06,ArcelorMittal S.A.,Odey Asset Management LLP,0.67,archive
LU0569974404,2015-03-05,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.92,archive
NL0000387058,2015-03-05,TomTom N.V.,"BlueMountain Capital Management, LLC",1.1,archive
NL0000289213,2015-03-05,Wereldhave N.V.,JPMorgan Asset Management (UK) Ltd.,0.28,archive
LU0569974404,2015-03-05,Aperam S.A.,Marshall Wace LLP,0.55,archive
NL0000352565,2015-03-05,Fugro N.V.,Oxford Asset Management,0.52,archive
NL0000360618,2015-03-04,SBM Offshore N.V.,"AQR Capital Management, LLC",3.33,archive
NL0000360618,2015-03-04,SBM Offshore N.V.,Marshall Wace LLP,1.58,archive
NL0000387058,2015-03-03,TomTom N.V.,"BlueMountain Capital Management, LLC",1.59,archive
NL0000387058,2015-03-03,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,0.64,archive
NL0000360618,2015-03-03,SBM Offshore N.V.,Kynikos Associates LP,0.6,archive
NL0000352565,2015-03-03,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,2.56,archive
LU0569974404,2015-03-02,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.81,archive
NL0000360618,2015-03-02,SBM Offshore N.V.,Marshall Wace LLP,1.69,archive
NL0000352565,2015-03-02,Fugro N.V.,Oxford Asset Management,0.38,archive
NL0000352565,2015-03-02,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,2.34,archive
NL0000352565,2015-02-27,Fugro N.V.,BlueCrest Capital Management Limited,0.44,archive
LU0569974404,2015-02-27,Aperam S.A.,BNP Paribas S.A.,0.92,archive
NL0000352565,2015-02-27,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,2.19,archive
LU0569974404,2015-02-26,Aperam S.A.,BlackRock Investment Management (UK) Limited,0.8,archive
NL0000360618,2015-02-26,SBM Offshore N.V.,BlueCrest Capital Management Limited,0.99,archive
LU0569974404,2015-02-26,Aperam S.A.,CQS (UK) LLP,1.33,archive
NL0010558797,2015-02-25,OCI N.V.,"AQR Capital Management, LLC",0.44,archive
NL0000387058,2015-02-25,TomTom N.V.,Marshall Wace LLP,0.9,archive
LU0569974404,2015-02-24,Aperam S.A.,BlackRock Investment Management (UK) Limited,0.72,archive
NL0000360618,2015-02-24,SBM Offshore N.V.,"Discovery Capital Management, LLC",1.82,archive
NL0000387058,2015-02-24,TomTom N.V.,Marshall Wace LLP,0.83,archive
NL0000352565,2015-02-24,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,1.97,archive
NL0009432491,2015-02-23,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.49,archive
LU0569974404,2015-02-23,Aperam S.A.,BNP Paribas S.A.,0.84,archive
NL0000360618,2015-02-23,SBM Offshore N.V.,Marshall Wace LLP,1.75,archive
LU0569974404,2015-02-20,Aperam S.A.,BlackRock Investment Management (UK) Limited,0.61,archive
NL0000387058,2015-02-20,TomTom N.V.,Marshall Wace LLP,0.72,archive
NL0000395903,2015-02-19,Wolters Kluwer N.V.,Marshall Wace LLP,0.86,archive
NL0000360618,2015-02-19,SBM Offshore N.V.,"WorldQuant, LLC",0.64,archive
NL0000360618,2015-02-18,SBM Offshore N.V.,"AQR Capital Management, LLC",3.27,archive
LU0569974404,2015-02-18,Aperam S.A.,BlackRock Investment Management (UK) Limited,0.54,archive
NL0000352565,2015-02-18,Fugro N.V.,Marshall Wace LLP,0.46,archive
NL0000352565,2015-02-18,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,1.65,archive
LU0569974404,2015-02-17,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.7,archive
NL0000360618,2015-02-17,SBM Offshore N.V.,BlueCrest Capital Management Limited,1.09,archive
NL0000352565,2015-02-17,Fugro N.V.,Marshall Wace LLP,0.57,archive
NL0000337319,2015-02-17,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.49,archive
NL0000352565,2015-02-17,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,1.57,archive
NL0000360618,2015-02-17,SBM Offshore N.V.,"WorldQuant, LLC",0.76,archive
NL0000289213,2015-02-16,Wereldhave N.V.,JPMorgan Asset Management (UK) Ltd.,0.53,archive
NL0000352565,2015-02-16,Fugro N.V.,Marshall Wace LLP,0.62,archive
NL0000337319,2015-02-16,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.51,archive
NL0000352565,2015-02-16,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,1.47,archive
NL0000360618,2015-02-16,SBM Offshore N.V.,"WorldQuant, LLC",0.8,archive
LU0323134006,2015-02-13,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.68,archive
NL0000352565,2015-02-13,Fugro N.V.,"AQR Capital Management, LLC",2.31,archive
NL0010558797,2015-02-13,OCI N.V.,"AQR Capital Management, LLC",0.51,archive
NL0000360618,2015-02-13,SBM Offshore N.V.,"AQR Capital Management, LLC",3.3,archive
NL0000360618,2015-02-13,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.9,archive
LU0569974404,2015-02-13,Aperam S.A.,BNP Paribas S.A.,0.95,archive
LU0569974404,2015-02-13,Aperam S.A.,CQS (UK) LLP,1.21,archive
NL0000352565,2015-02-13,Fugro N.V.,Marshall Wace LLP,0.75,archive
NL0000337319,2015-02-13,Koninklijke BAM Groep N.V.,Marshall Wace LLP,0.76,archive
NL0000387058,2015-02-13,TomTom N.V.,Marshall Wace LLP,0.6,archive
NL0000352565,2015-02-13,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,1.32,archive
NL0010583399,2015-02-12,Corbion N.V.,BlackRock Investment Management (UK) Limited,0.49,archive
LU0569974404,2015-02-12,Aperam S.A.,BNP Paribas S.A.,0.84,archive
NL0000352565,2015-02-12,Fugro N.V.,Marshall Wace LLP,0.91,archive
NL0000337319,2015-02-12,Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.2,archive
NL0000387058,2015-02-12,TomTom N.V.,Marshall Wace LLP,0.71,archive
NL0000352565,2015-02-12,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,1.09,archive
LU0569974404,2015-02-11,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.6,archive
NL0000352565,2015-02-11,Fugro N.V.,BlueCrest Capital Management Limited,0.51,archive
NL0000352565,2015-02-11,Fugro N.V.,Marshall Wace LLP,1.04,archive
NL0000387058,2015-02-11,TomTom N.V.,TT International,0.41,archive
LU0323134006,2015-02-10,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.79,archive
NL0000352565,2015-02-10,Fugro N.V.,"AQR Capital Management, LLC",2.25,archive
NL0000360618,2015-02-10,SBM Offshore N.V.,"AQR Capital Management, LLC",3.28,archive
NL0000352565,2015-02-10,Fugro N.V.,Marshall Wace LLP,1.12,archive
NL0000360618,2015-02-10,SBM Offshore N.V.,Marshall Wace LLP,1.86,archive
NL0000352565,2015-02-10,Fugro N.V.,Oxford Asset Management,0.59,archive
NL0000352565,2015-02-10,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,0.97,archive
NL0000360618,2015-02-09,SBM Offshore N.V.,AKO Capital LLP,1.31,archive
NL0000360618,2015-02-09,SBM Offshore N.V.,"AQR Capital Management, LLC",3.3,archive
NL0000360618,2015-02-09,SBM Offshore N.V.,BlueCrest Capital Management Limited,1.1,archive
LU0569974404,2015-02-09,Aperam S.A.,BNP Paribas S.A.,0.92,archive
NL0000352565,2015-02-09,Fugro N.V.,Marshall Wace LLP,1.27,archive
NL0000337319,2015-02-09,Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.38,archive
NL0000352565,2015-02-09,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,0.83,archive
NL0000360618,2015-02-09,SBM Offshore N.V.,"WorldQuant, LLC",0.74,archive
NL0000289213,2015-02-09,Wereldhave N.V.,"WorldQuant, LLC",0.49,archive
NL0000360618,2015-02-06,SBM Offshore N.V.,"AQR Capital Management, LLC",3.29,archive
LU0569974404,2015-02-06,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.59,archive
NL0000360618,2015-02-06,SBM Offshore N.V.,Egerton Capital (UK) LLP,0.48,archive
NL0000337319,2015-02-06,Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.45,archive
NL0000387058,2015-02-06,TomTom N.V.,Marshall Wace LLP,0.91,archive
NL0000289213,2015-02-06,Wereldhave N.V.,"WorldQuant, LLC",0.5,archive
NL0000360618,2015-02-05,SBM Offshore N.V.,BlueCrest Capital Management Limited,1.07,archive
NL0000352565,2015-02-05,Fugro N.V.,Marshall Wace LLP,1.39,archive
NL0000360618,2015-02-05,SBM Offshore N.V.,Marshall Wace LLP,1.74,archive
NL0000395903,2015-02-05,Wolters Kluwer N.V.,Marshall Wace LLP,0.91,archive
NL0000352565,2015-02-04,Fugro N.V.,"AQR Capital Management, LLC",2.3,archive
NL0009432491,2015-02-04,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.59,archive
NL0000360618,2015-02-04,SBM Offshore N.V.,"AQR Capital Management, LLC",3.37,archive
NL0000360618,2015-02-04,SBM Offshore N.V.,BlueCrest Capital Management Limited,1.1,archive
NL0000337319,2015-02-04,Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.57,archive
NL0000360618,2015-02-04,SBM Offshore N.V.,Marshall Wace LLP,1.67,archive
NL0000352565,2015-02-03,Fugro N.V.,"AQR Capital Management, LLC",2.21,archive
NL0000360618,2015-02-03,SBM Offshore N.V.,Egerton Capital (UK) LLP,0.67,archive
NL0000360618,2015-02-03,SBM Offshore N.V.,Man Investments Limited,0.66,archive
NL0000352565,2015-02-03,Fugro N.V.,Marshall Wace LLP,1.47,archive
NL0000387058,2015-02-03,TomTom N.V.,Marshall Wace LLP,0.82,archive
LU0569974404,2015-02-02,Aperam S.A.,Adage Capital Management L.P.,4.31,archive
LU0569974404,2015-02-02,Aperam S.A.,BlackRock Investment Management (UK) Limited,0.44,archive
NL0000360618,2015-02-02,SBM Offshore N.V.,Man Investments Limited,0.7,archive
NL0000352565,2015-02-02,Fugro N.V.,Marshall Wace LLP,1.59,archive
NL0000337319,2015-02-02,Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.67,archive
NL0000360618,2015-02-02,SBM Offshore N.V.,Marshall Wace LLP,1.78,archive
NL0000395903,2015-02-02,Wolters Kluwer N.V.,Marshall Wace LLP,0.82,archive
NL0000360618,2015-01-30,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.8,archive
NL0000352565,2015-01-30,Fugro N.V.,Marshall Wace LLP,1.68,archive
NL0000360618,2015-01-30,SBM Offshore N.V.,Marshall Wace LLP,1.8,archive
NL0000387058,2015-01-30,TomTom N.V.,Marshall Wace LLP,0.71,archive
NL0000387058,2015-01-30,TomTom N.V.,TT International,0.54,archive
NL0000352565,2015-01-30,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,0.66,archive
LU0569974404,2015-01-29,Aperam S.A.,Adage Capital Management L.P.,4.41,archive
LU0323134006,2015-01-29,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.82,archive
NL0000352565,2015-01-29,Fugro N.V.,"AQR Capital Management, LLC",2.12,archive
NL0009269109,2015-01-29,Koninklijke Heijmans N.V.,JPMorgan Asset Management (UK) Ltd.,0.6,archive
NL0000352565,2015-01-29,Fugro N.V.,Marshall Wace LLP,1.79,archive
NL0000337319,2015-01-29,Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.78,archive
NL0000360618,2015-01-29,SBM Offshore N.V.,Marshall Wace LLP,1.72,archive
NL0000395903,2015-01-29,Wolters Kluwer N.V.,Marshall Wace LLP,0.71,archive
NL0000360618,2015-01-28,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",0.79,archive
NL0000395903,2015-01-28,Wolters Kluwer N.V.,Marshall Wace LLP,0.68,archive
NL0000360618,2015-01-28,SBM Offshore N.V.,"WorldQuant, LLC",0.61,archive
NL0000352565,2015-01-27,Fugro N.V.,Marshall Wace LLP,1.87,archive
NL0000337319,2015-01-27,Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.85,archive
NL0000360618,2015-01-27,SBM Offshore N.V.,Marshall Wace LLP,1.6,archive
NL0000395903,2015-01-27,Wolters Kluwer N.V.,Marshall Wace LLP,0.54,archive
NL0000352565,2015-01-27,Fugro N.V.,UBS Global Asset Management (UK) Ltd.,0.52,archive
NL0000352565,2015-01-26,Fugro N.V.,"AQR Capital Management, LLC",2.05,archive
NL0009432491,2015-01-26,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",0.6,archive
NL0000360618,2015-01-26,SBM Offshore N.V.,"AQR Capital Management, LLC",3.4,archive
NL0000352565,2015-01-26,Fugro N.V.,Marshall Wace LLP,1.72,archive
NL0000337319,2015-01-26,Koninklijke BAM Groep N.V.,Marshall Wace LLP,1.93,archive
NL0000387058,2015-01-26,TomTom N.V.,Marshall Wace LLP,0.61,archive
NL0000352565,2015-01-26,Fugro N.V.,Oxford Asset Management,0.61,archive
NL0000360618,2015-01-23,SBM Offshore N.V.,"AQR Capital Management, LLC",3.32,archive
NL0000360618,2015-01-23,SBM Offshore N.V.,Marshall Wace LLP,1.53,archive
NL0000352565,2015-01-22,Fugro N.V.,"AQR Capital Management, LLC",2.16,archive
NL0000360618,2015-01-22,SBM Offshore N.V.,"AQR Capital Management, LLC",3.24,archive
LU0569974404,2015-01-22,Aperam S.A.,"BlackRock Advisors, LLC",0.5,archive
NL0000352565,2015-01-22,Fugro N.V.,Marshall Wace LLP,1.69,archive
NL0000337319,2015-01-22,Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.07,archive
NL0000360618,2015-01-22,SBM Offshore N.V.,Marshall Wace LLP,1.46,archive
NL0000387058,2015-01-22,TomTom N.V.,Marshall Wace LLP,0.5,archive
NL0000360618,2015-01-22,SBM Offshore N.V.,"WorldQuant, LLC",0.58,archive
LU0569974404,2015-01-21,Aperam S.A.,Adage Capital Management L.P.,4.66,archive
NL0000352565,2015-01-21,Fugro N.V.,"AQR Capital Management, LLC",2.22,archive
LU0569974404,2015-01-21,Aperam S.A.,CQS (UK) LLP,1.11,archive
NL0000352565,2015-01-21,Fugro N.V.,Marshall Wace LLP,1.58,archive
NL0000337319,2015-01-21,Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.15,archive
NL0000360618,2015-01-21,SBM Offshore N.V.,Marshall Wace LLP,1.34,archive
NL0000360618,2015-01-20,SBM Offshore N.V.,BlueCrest Capital Management Limited,1.05,archive
NL0000352565,2015-01-20,Fugro N.V.,Marshall Wace LLP,1.42,archive
NL0000337319,2015-01-20,Koninklijke BAM Groep N.V.,Marshall Wace LLP,2.21,archive
NL0000360618,2015-01-20,SBM Offshore N.V.,"WorldQuant, LLC",0.6,archive
LU0569974404,2015-01-19,Aperam S.A.,Marshall Wace LLP,0.43,archive
NL0000352565,2015-01-19,Fugro N.V.,Marshall Wace LLP,1.25,archive
NL0000352565,2015-01-19,Fugro N.V.,Oxford Asset Management,0.51,archive
LU0569974404,2015-01-16,Aperam S.A.,Adage Capital Management L.P.,4.78,archive
NL0000360618,2015-01-16,SBM Offshore N.V.,"AQR Capital Management, LLC",3.13,archive
LU0569974404,2015-01-16,Aperam S.A.,"BlackRock Institutional Trust Company, National Association",0.69,archive
NL0010776944,2015-01-16,Brunel International N.V.,BlackRock Investment Management (UK) Limited,0.6,archive
LU0569974404,2015-01-16,Aperam S.A.,BNP Paribas S.A.,0.8,archive
LU0569974404,2015-01-16,Aperam S.A.,CQS (UK) LLP,1.08,archive
LU0569974404,2015-01-16,Aperam S.A.,Marshall Wace LLP,0.52,archive
NL0000352565,2015-01-16,Fugro N.V.,Marshall Wace LLP,1.14,archive
NL0000360618,2015-01-16,SBM Offshore N.V.,"WorldQuant, LLC",0.58,archive
