isin,position_holder,position_date,net_short_position,issuer_name,source
NL0011821392,TT International,2018-01-04,0.5,Signify N.V.,archive
NL0000337319,"WorldQuant, LLC",2018-01-04,2.33,Koninklijke BAM Groep N.V.,archive
NL0009432491,"WorldQuant, LLC",2018-01-04,0.49,Koninklijke Vopak N.V.,archive
NL0000337319,AHL Partners LLP,2018-01-03,0.81,Koninklijke BAM Groep N.V.,archive
NL0000352565,AXA Investment Managers Chorus Limited,2018-01-03,1.08,Fugro N.V.,archive
NL0009432491,BlackRock Investment Management (UK) Limited,2018-01-03,0.59,Koninklijke Vopak N.V.,archive
BE0003818359,Jupiter Investment Management Limited,2018-01-03,0.38,Lakefront Biotherapeutics NV,archive
NL0000352565,Marshall Wace LLP,2018-01-03,0.57,Fugro N.V.,archive
NL0000337319,Marshall Wace LLP,2018-01-03,1.15,Koninklijke BAM Groep N.V.,archive
BE0003818359,Oxford Asset Management,2018-01-03,0.5,Lakefront Biotherapeutics NV,archive
NL0000289213,"WorldQuant, LLC",2018-01-03,0.5,Wereldhave N.V.,archive
NL0000352565,Marshall Wace LLP,2018-01-02,0.66,Fugro N.V.,archive
NL0009269109,Susquehanna International Holdings LLC,2018-01-02,0.52,Koninklijke Heijmans N.V.,archive
NL0000352565,"WorldQuant, LLC",2018-01-02,0.98,Fugro N.V.,archive
BE0003818359,"AQR Capital Management, LLC",2017-12-29,0.8,Lakefront Biotherapeutics NV,archive
NL0011279492,"Connor, Clark & Lunn Investment Management Ltd.",2017-12-29,1.0,Flow Traders Ltd.,archive
NL0006237562,Marshall Wace LLP,2017-12-29,0.79,ARCADIS N.V.,archive
NL0000352565,Marshall Wace LLP,2017-12-29,0.78,Fugro N.V.,archive
NL0009269109,Susquehanna International Holdings LLC,2017-12-29,0.49,Koninklijke Heijmans N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-12-29,2.2,Koninklijke BAM Groep N.V.,archive
NL0000337319,BlackRock Investment Management (UK) Limited,2017-12-28,0.48,Koninklijke BAM Groep N.V.,archive
NL0000337319,Marshall Wace LLP,2017-12-28,1.04,Koninklijke BAM Groep N.V.,archive
NL0010558797,Marshall Wace LLP,2017-12-28,0.51,OCI N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-12-28,2.15,Koninklijke BAM Groep N.V.,archive
NL0000352565,AHL Partners LLP,2017-12-27,0.99,Fugro N.V.,archive
NL0000352565,Arrowgrass Capital Partners LLP,2017-12-27,0.6,Fugro N.V.,archive
NL0000337319,BlackRock Investment Management (UK) Limited,2017-12-27,0.5,Koninklijke BAM Groep N.V.,archive
NL0000337319,Canada Pension Plan Investment Board,2017-12-27,1.0,Koninklijke BAM Groep N.V.,archive
NL0000337319,Citadel Advisors II LLC,2017-12-27,0.49,Koninklijke BAM Groep N.V.,archive
NL0000352565,HBK Investments LP,2017-12-27,1.59,Fugro N.V.,archive
NL0000337319,"PDT Partners, LLC",2017-12-27,0.52,Koninklijke BAM Groep N.V.,archive
NL0009432491,"WorldQuant, LLC",2017-12-27,0.5,Koninklijke Vopak N.V.,archive
NL0009739416,"WorldQuant, LLC",2017-12-27,0.48,PostNL N.V.,archive
NL0000009082,BNP Paribas S.A.,2017-12-25,0.8,Koninklijke KPN N.V.,archive
NL0000337319,Citadel Advisors II LLC,2017-12-22,0.58,Koninklijke BAM Groep N.V.,archive
NL0009739416,"WorldQuant, LLC",2017-12-22,0.5,PostNL N.V.,archive
BE0003818359,"AQR Capital Management, LLC",2017-12-21,0.71,Lakefront Biotherapeutics NV,archive
NL0000337319,BlackRock Investment Management (UK) Limited,2017-12-21,0.49,Koninklijke BAM Groep N.V.,archive
NL0000337319,Canada Pension Plan Investment Board,2017-12-21,0.91,Koninklijke BAM Groep N.V.,archive
NL0000352565,Marshall Wace LLP,2017-12-21,0.81,Fugro N.V.,archive
NL0000352565,Oxford Asset Management,2017-12-21,0.43,Fugro N.V.,archive
NL0000337319,"PDT Partners, LLC",2017-12-21,0.49,Koninklijke BAM Groep N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-12-21,2.02,Koninklijke BAM Groep N.V.,archive
BE0003818359,"AQR Capital Management, LLC",2017-12-20,0.6,Lakefront Biotherapeutics NV,archive
NL0000352565,BNP Paribas S.A.,2017-12-20,0.53,Fugro N.V.,archive
NL0000337319,Canada Pension Plan Investment Board,2017-12-20,0.84,Koninklijke BAM Groep N.V.,archive
NL0000289213,Capital Fund Management S.A.,2017-12-20,0.59,Wereldhave N.V.,archive
NL0000339760,Highbridge Capital Management LLC,2017-12-20,0.57,BE Semiconductor Industries N.V.,archive
NL0000337319,Marshall Wace LLP,2017-12-20,0.93,Koninklijke BAM Groep N.V.,archive
NL0006237562,AKO Capital LLP,2017-12-19,0.9,ARCADIS N.V.,archive
BE0003818359,"AQR Capital Management, LLC",2017-12-19,0.52,Lakefront Biotherapeutics NV,archive
NL0000360618,"BlackRock Institutional Trust Company, National Association",2017-12-19,0.49,SBM Offshore N.V.,archive
NL0000339760,BNP Paribas S.A.,2017-12-19,0.52,BE Semiconductor Industries N.V.,archive
NL0000337319,Citadel Advisors II LLC,2017-12-19,0.68,Koninklijke BAM Groep N.V.,archive
NL0011279492,GSA Capital Partners LLP,2017-12-19,1.01,Flow Traders Ltd.,archive
NL0000352565,HBK Investments LP,2017-12-19,1.69,Fugro N.V.,archive
NL0000339760,Highbridge Capital Management LLC,2017-12-19,0.47,BE Semiconductor Industries N.V.,archive
NL0000337319,Marshall Wace LLP,2017-12-19,0.87,Koninklijke BAM Groep N.V.,archive
NL0000352565,Oxford Asset Management,2017-12-19,0.59,Fugro N.V.,archive
NL0011872650,BlackRock Investment Management (UK) Limited,2017-12-18,0.89,Basic-Fit N.V.,archive
NL0000352565,Marshall Wace LLP,2017-12-18,0.76,Fugro N.V.,archive
NL0009432491,Marshall Wace LLP,2017-12-18,0.6,Koninklijke Vopak N.V.,archive
NL0010558797,Marshall Wace LLP,2017-12-18,0.44,OCI N.V.,archive
NL0000289213,Marshall Wace LLP,2017-12-18,1.29,Wereldhave N.V.,archive
NL0000352565,Sculptor Capital Management Europe Limited,2017-12-18,1.39,Fugro N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-12-18,1.9,Koninklijke BAM Groep N.V.,archive
NL0000339760,Highbridge Capital Management LLC,2017-12-15,0.5,BE Semiconductor Industries N.V.,archive
BE0003818359,Millennium International Management LP,2017-12-15,0.55,Lakefront Biotherapeutics NV,archive
NL0011821392,Scopia Capital Management LP,2017-12-15,2.05,Signify N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-12-15,1.83,Koninklijke BAM Groep N.V.,archive
NL0010558797,"AQR Capital Management, LLC",2017-12-14,1.19,OCI N.V.,archive
NL0000339760,CQS (UK) LLP,2017-12-14,1.19,BE Semiconductor Industries N.V.,archive
NL0006237562,Marshall Wace LLP,2017-12-14,0.82,ARCADIS N.V.,archive
NL0000337319,Marshall Wace LLP,2017-12-14,0.71,Koninklijke BAM Groep N.V.,archive
NL0000337319,RAM Active Investments SA,2017-12-14,0.56,Koninklijke BAM Groep N.V.,archive
NL0010558797,"AQR Capital Management, LLC",2017-12-13,1.2,OCI N.V.,archive
NL0000360618,"AQR Capital Management, LLC",2017-12-13,1.99,SBM Offshore N.V.,archive
NL0000352565,"Arrowstreet Capital, Limited Partnership",2017-12-13,0.46,Fugro N.V.,archive
NL0000360618,"BlackRock Institutional Trust Company, National Association",2017-12-13,0.5,SBM Offshore N.V.,archive
NL0000009082,BNP Paribas S.A.,2017-12-13,0.79,Koninklijke KPN N.V.,archive
LU0569974404,CQS (UK) LLP,2017-12-13,0.48,Aperam S.A.,archive
NL0000339760,CQS (UK) LLP,2017-12-13,1.38,BE Semiconductor Industries N.V.,archive
NL0000352565,Marshall Wace LLP,2017-12-13,0.61,Fugro N.V.,archive
NL0000289213,Millennium International Management LP,2017-12-13,0.6,Wereldhave N.V.,archive
NL0000337319,"PDT Partners, LLC",2017-12-13,0.58,Koninklijke BAM Groep N.V.,archive
NL0011279492,Pelham Global Financials Master Fund Ltd.,2017-12-13,0.5,Flow Traders Ltd.,archive
NL0011821392,Scopia Capital Management LP,2017-12-13,1.91,Signify N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-12-13,1.74,Koninklijke BAM Groep N.V.,archive
NL0009739416,"WorldQuant, LLC",2017-12-13,0.48,PostNL N.V.,archive
BE0003818359,AHL Partners LLP,2017-12-12,1.01,Lakefront Biotherapeutics NV,archive
NL0006237562,AKO Capital LLP,2017-12-12,0.8,ARCADIS N.V.,archive
NL0009739416,AXA Investment Managers Chorus Limited,2017-12-12,0.48,PostNL N.V.,archive
NL0000337319,Citadel Advisors II LLC,2017-12-12,0.78,Koninklijke BAM Groep N.V.,archive
NL0000339760,CQS (UK) LLP,2017-12-12,1.45,BE Semiconductor Industries N.V.,archive
NL0009432491,Jupiter Investment Management Limited,2017-12-12,0.51,Koninklijke Vopak N.V.,archive
NL0009739416,"WorldQuant, LLC",2017-12-12,0.55,PostNL N.V.,archive
NL0000337319,AHL Partners LLP,2017-12-11,0.7,Koninklijke BAM Groep N.V.,archive
NL0000352565,Arrowgrass Capital Partners LLP,2017-12-11,0.48,Fugro N.V.,archive
NL0000337319,Citadel Advisors II LLC,2017-12-11,0.8,Koninklijke BAM Groep N.V.,archive
NL0000352565,HBK Investments LP,2017-12-11,1.77,Fugro N.V.,archive
NL0010558797,Marshall Wace LLP,2017-12-11,0.82,OCI N.V.,archive
NL0000352565,Myriad Opportunities Master Fund Limited,2017-12-11,0.5,Fugro N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-12-11,1.61,Koninklijke BAM Groep N.V.,archive
NL0010773842,B&G Master Fund Plc,2017-12-08,0.61,NN Group N.V.,archive
NL0000360618,"BlackRock Institutional Trust Company, National Association",2017-12-08,0.49,SBM Offshore N.V.,archive
NL0000009082,BNP Paribas S.A.,2017-12-08,0.8,Koninklijke KPN N.V.,archive
NL0000352565,Capital Fund Management S.A.,2017-12-08,0.8,Fugro N.V.,archive
NL0000337319,Citadel Advisors II LLC,2017-12-08,0.76,Koninklijke BAM Groep N.V.,archive
NL0000339760,"Davidson Kempner European Partners, LLP",2017-12-08,0.61,BE Semiconductor Industries N.V.,archive
NL0011279492,GSA Capital Partners LLP,2017-12-08,0.92,Flow Traders Ltd.,archive
NL0011279492,Marshall Wace LLP,2017-12-08,1.39,Flow Traders Ltd.,archive
NL0000337319,Marshall Wace LLP,2017-12-08,0.67,Koninklijke BAM Groep N.V.,archive
NL0009432491,Marshall Wace LLP,2017-12-08,0.57,Koninklijke Vopak N.V.,archive
NL0000289213,Millennium International Management LP,2017-12-08,0.59,Wereldhave N.V.,archive
NL0000337319,"PDT Partners, LLC",2017-12-08,0.66,Koninklijke BAM Groep N.V.,archive
NL0009269109,Susquehanna International Holdings LLC,2017-12-08,0.5,Koninklijke Heijmans N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-12-08,1.54,Koninklijke BAM Groep N.V.,archive
NL0000352565,"Arrowstreet Capital, Limited Partnership",2017-12-07,0.58,Fugro N.V.,archive
NL0000337319,BlackRock Investment Management (UK) Limited,2017-12-07,0.56,Koninklijke BAM Groep N.V.,archive
NL0000337319,Citadel Advisors II LLC,2017-12-07,0.67,Koninklijke BAM Groep N.V.,archive
NL0011279492,GSA Capital Partners LLP,2017-12-07,0.88,Flow Traders Ltd.,archive
NL0000337319,Marshall Wace LLP,2017-12-07,0.58,Koninklijke BAM Groep N.V.,archive
NL0000337319,"PDT Partners, LLC",2017-12-07,0.82,Koninklijke BAM Groep N.V.,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",2017-12-07,1.83,Flow Traders Ltd.,archive
NL0011821392,Tybourne Capital Management (HK) Limited,2017-12-07,1.95,Signify N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-12-07,1.44,Koninklijke BAM Groep N.V.,archive
NL0009739416,"WorldQuant, LLC",2017-12-07,0.6,PostNL N.V.,archive
NL0000352565,AHL Partners LLP,2017-12-06,1.08,Fugro N.V.,archive
BE0003818359,AHL Partners LLP,2017-12-06,0.92,Lakefront Biotherapeutics NV,archive
NL0000352565,"Arrowstreet Capital, Limited Partnership",2017-12-06,0.69,Fugro N.V.,archive
NL0009739416,AXA Investment Managers Chorus Limited,2017-12-06,0.58,PostNL N.V.,archive
NL0000337319,"Davidson Kempner European Partners, LLP",2017-12-06,0.57,Koninklijke BAM Groep N.V.,archive
NL0000352565,HBK Investments LP,2017-12-06,1.82,Fugro N.V.,archive
NL0000352565,Marshall Wace LLP,2017-12-06,0.5,Fugro N.V.,archive
NL0000289213,Marshall Wace LLP,2017-12-06,1.38,Wereldhave N.V.,archive
NL0000337319,"PDT Partners, LLC",2017-12-06,0.64,Koninklijke BAM Groep N.V.,archive
NL0000337319,RAM Active Investments SA,2017-12-06,0.67,Koninklijke BAM Groep N.V.,archive
NL0000352565,"Arrowstreet Capital, Limited Partnership",2017-12-05,0.78,Fugro N.V.,archive
NL0000337319,BlackRock Investment Management (UK) Limited,2017-12-05,0.61,Koninklijke BAM Groep N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-12-05,1.26,Koninklijke BAM Groep N.V.,archive
NL0010558797,"AQR Capital Management, LLC",2017-12-04,1.18,OCI N.V.,archive
NL0000360618,"BlackRock Institutional Trust Company, National Association",2017-12-04,0.59,SBM Offshore N.V.,archive
NL0000352565,HBK Investments LP,2017-12-04,1.79,Fugro N.V.,archive
BE0003818359,AHL Partners LLP,2017-12-01,0.83,Lakefront Biotherapeutics NV,archive
NL0000352565,"Arrowstreet Capital, Limited Partnership",2017-12-01,0.97,Fugro N.V.,archive
NL0011279492,Marshall Wace LLP,2017-12-01,1.49,Flow Traders Ltd.,archive
NL0000352565,Marshall Wace LLP,2017-12-01,0.45,Fugro N.V.,archive
NL0000352565,"WorldQuant, LLC",2017-12-01,1.08,Fugro N.V.,archive
NL0000360618,"AQR Capital Management, LLC",2017-11-30,2.08,SBM Offshore N.V.,archive
NL0009739416,Canada Pension Plan Investment Board,2017-11-30,0.5,PostNL N.V.,archive
NL0009432491,Citadel Advisors II LLC,2017-11-30,0.47,Koninklijke Vopak N.V.,archive
NL0000352565,Marshall Wace LLP,2017-11-30,0.54,Fugro N.V.,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",2017-11-30,1.73,Flow Traders Ltd.,archive
NL0009739416,"WorldQuant, LLC",2017-11-30,0.57,PostNL N.V.,archive
NL0000352565,"Arrowstreet Capital, Limited Partnership",2017-11-29,1.08,Fugro N.V.,archive
NL0011821392,GLG Partners LP,2017-11-29,0.09,Signify N.V.,archive
NL0011279492,GSA Capital Partners LLP,2017-11-29,0.91,Flow Traders Ltd.,archive
NL0000352565,HBK Investments LP,2017-11-29,1.88,Fugro N.V.,archive
NL0000352565,Marshall Wace LLP,2017-11-29,0.73,Fugro N.V.,archive
NL0009432491,Marshall Wace LLP,2017-11-29,0.68,Koninklijke Vopak N.V.,archive
NL0000289213,Marshall Wace LLP,2017-11-29,1.4,Wereldhave N.V.,archive
NL0000352565,"WorldQuant, LLC",2017-11-29,1.1,Fugro N.V.,archive
BE0003818359,AHL Partners LLP,2017-11-28,0.7,Lakefront Biotherapeutics NV,archive
NL0000360618,"BlackRock Institutional Trust Company, National Association",2017-11-28,0.6,SBM Offshore N.V.,archive
NL0000352565,Capital Fund Management S.A.,2017-11-28,0.7,Fugro N.V.,archive
NL0011821392,GLG Partners LP,2017-11-28,0.71,Signify N.V.,archive
NL0000289213,Marshall Wace LLP,2017-11-28,1.39,Wereldhave N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-11-28,1.32,Koninklijke BAM Groep N.V.,archive
NL0009739416,"WorldQuant, LLC",2017-11-28,0.63,PostNL N.V.,archive
NL0011279492,Argonaut Capital Partners,2017-11-27,0.52,Flow Traders Ltd.,archive
NL0011794037,Lone Pine Capital LLC,2017-11-27,0.46,Koninklijke Ahold Delhaize N.V.,archive
NL0000352565,Marshall Wace LLP,2017-11-27,0.89,Fugro N.V.,archive
NL0010558797,Marshall Wace LLP,2017-11-27,0.71,OCI N.V.,archive
NL0000289213,Marshall Wace LLP,2017-11-27,1.4,Wereldhave N.V.,archive
NL0000289213,"WorldQuant, LLC",2017-11-27,0.49,Wereldhave N.V.,archive
NL0009432491,BlackRock Investment Management (UK) Limited,2017-11-24,0.6,Koninklijke Vopak N.V.,archive
NL0011821392,GLG Partners LP,2017-11-24,0.69,Signify N.V.,archive
NL0000352565,HBK Investments LP,2017-11-24,1.92,Fugro N.V.,archive
LU1598757687,Marshall Wace LLP,2017-11-24,0.49,ArcelorMittal S.A.,archive
BE0003818359,AHL Partners LLP,2017-11-23,0.61,Lakefront Biotherapeutics NV,archive
NL0011279492,GSA Capital Partners LLP,2017-11-23,0.81,Flow Traders Ltd.,archive
BE0003818359,Jupiter Investment Management Limited,2017-11-23,0.58,Lakefront Biotherapeutics NV,archive
NL0000352565,Marshall Wace LLP,2017-11-23,0.99,Fugro N.V.,archive
NL0009739416,"WorldQuant, LLC",2017-11-23,0.51,PostNL N.V.,archive
NL0000352565,AHL Partners LLP,2017-11-22,1.15,Fugro N.V.,archive
NL0011279492,"Connor, Clark & Lunn Investment Management Ltd.",2017-11-22,0.9,Flow Traders Ltd.,archive
LU0569974404,CQS (UK) LLP,2017-11-22,0.51,Aperam S.A.,archive
NL0011279492,GSA Capital Partners LLP,2017-11-22,0.79,Flow Traders Ltd.,archive
NL0000352565,HBK Investments LP,2017-11-22,1.89,Fugro N.V.,archive
BE0003818359,Jupiter Investment Management Limited,2017-11-22,0.6,Lakefront Biotherapeutics NV,archive
NL0011279492,Marshall Wace LLP,2017-11-22,1.59,Flow Traders Ltd.,archive
NL0000352565,Marshall Wace LLP,2017-11-22,1.02,Fugro N.V.,archive
NL0000289213,Marshall Wace LLP,2017-11-22,1.39,Wereldhave N.V.,archive
NL0011279492,Marshall Wace LLP,2017-11-21,1.6,Flow Traders Ltd.,archive
NL0000352565,Marshall Wace LLP,2017-11-21,1.14,Fugro N.V.,archive
NL0009432491,Marshall Wace LLP,2017-11-21,0.79,Koninklijke Vopak N.V.,archive
NL0000289213,Marshall Wace LLP,2017-11-21,1.4,Wereldhave N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-11-21,1.22,Koninklijke BAM Groep N.V.,archive
NL0000337319,BlackRock Investment Management (UK) Limited,2017-11-20,0.58,Koninklijke BAM Groep N.V.,archive
NL0000352565,Marshall Wace LLP,2017-11-20,1.25,Fugro N.V.,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",2017-11-20,1.59,Flow Traders Ltd.,archive
NL0000352565,"WorldQuant, LLC",2017-11-20,1.05,Fugro N.V.,archive
BE0003818359,AHL Partners LLP,2017-11-17,0.51,Lakefront Biotherapeutics NV,archive
NL0011794037,"AQR Capital Management, LLC",2017-11-17,0.2,Koninklijke Ahold Delhaize N.V.,archive
NL0000352565,"BlackRock Institutional Trust Company, National Association",2017-11-17,0.51,Fugro N.V.,archive
NL0000337319,Canada Pension Plan Investment Board,2017-11-17,0.7,Koninklijke BAM Groep N.V.,archive
NL0000289213,Capital Fund Management S.A.,2017-11-17,0.69,Wereldhave N.V.,archive
NL0009432491,Citadel Advisors II LLC,2017-11-17,0.59,Koninklijke Vopak N.V.,archive
BE0003818359,Jupiter Investment Management Limited,2017-11-17,0.5,Lakefront Biotherapeutics NV,archive
NL0000352565,Marshall Wace LLP,2017-11-17,1.38,Fugro N.V.,archive
NL0000352565,Oxford Asset Management,2017-11-17,0.6,Fugro N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-11-17,1.1,Koninklijke BAM Groep N.V.,archive
NL0000289213,"WorldQuant, LLC",2017-11-17,0.5,Wereldhave N.V.,archive
NL0000339760,CQS (UK) LLP,2017-11-16,1.51,BE Semiconductor Industries N.V.,archive
NL0011279492,GSA Capital Partners LLP,2017-11-16,0.8,Flow Traders Ltd.,archive
NL0000352565,HBK Investments LP,2017-11-16,1.98,Fugro N.V.,archive
NL0000352565,Marshall Wace LLP,2017-11-16,1.48,Fugro N.V.,archive
NL0000289213,Millennium International Management LP,2017-11-16,0.69,Wereldhave N.V.,archive
NL0000352565,"WorldQuant, LLC",2017-11-16,0.95,Fugro N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-11-16,1.06,Koninklijke BAM Groep N.V.,archive
NL0009432491,Citadel Advisors II LLC,2017-11-15,0.6,Koninklijke Vopak N.V.,archive
NL0000352565,"Clinton Group, Inc",2017-11-15,0.49,Fugro N.V.,archive
NL0000352565,HBK Investments LP,2017-11-15,2.01,Fugro N.V.,archive
NL0006237562,Marshall Wace LLP,2017-11-15,0.7,ARCADIS N.V.,archive
NL0009432491,Marshall Wace LLP,2017-11-15,0.82,Koninklijke Vopak N.V.,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",2017-11-15,1.72,Flow Traders Ltd.,archive
NL0000352565,"WorldQuant, LLC",2017-11-15,0.86,Fugro N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-11-15,0.98,Koninklijke BAM Groep N.V.,archive
NL0000352565,AXA Investment Managers Chorus Limited,2017-11-14,1.1,Fugro N.V.,archive
NL0000337319,BlackRock Investment Management (UK) Limited,2017-11-14,0.69,Koninklijke BAM Groep N.V.,archive
NL0000289213,Capital Fund Management S.A.,2017-11-14,0.7,Wereldhave N.V.,archive
NL0011279492,GSA Capital Partners LLP,2017-11-14,0.78,Flow Traders Ltd.,archive
NL0000352565,HBK Investments LP,2017-11-14,1.97,Fugro N.V.,archive
LU1598757687,Marshall Wace LLP,2017-11-14,0.51,ArcelorMittal S.A.,archive
NL0010558797,Marshall Wace LLP,2017-11-14,0.69,OCI N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-11-14,0.88,Koninklijke BAM Groep N.V.,archive
NL0000352565,AHL Partners LLP,2017-11-13,1.25,Fugro N.V.,archive
NL0000352565,Capital Fund Management S.A.,2017-11-13,0.61,Fugro N.V.,archive
NL0000352565,"Clinton Group, Inc",2017-11-13,0.5,Fugro N.V.,archive
NL0000352565,HBK Investments LP,2017-11-13,1.89,Fugro N.V.,archive
NL0010776944,JPMorgan Asset Management (UK) Ltd.,2017-11-13,0.38,Brunel International N.V.,archive
LU1598757687,Marshall Wace LLP,2017-11-13,0.49,ArcelorMittal S.A.,archive
NL0009432491,Marshall Wace LLP,2017-11-13,0.74,Koninklijke Vopak N.V.,archive
NL0011660485,Renaissance Technologies LLC,2017-11-13,0.8,Sif Holding N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-11-13,0.73,Koninklijke BAM Groep N.V.,archive
NL0009269109,Citadel GP LLC,2017-11-10,0.47,Koninklijke Heijmans N.V.,archive
NL0011821392,GLG Partners LP,2017-11-10,0.71,Signify N.V.,archive
NL0000352565,HBK Investments LP,2017-11-10,1.92,Fugro N.V.,archive
LU1598757687,Marshall Wace LLP,2017-11-10,0.5,ArcelorMittal S.A.,archive
NL0000352565,Marshall Wace LLP,2017-11-10,1.53,Fugro N.V.,archive
NL0000337319,"WorldQuant, LLC",2017-11-10,0.6,Koninklijke BAM Groep N.V.,archive
NL0000352565,AHL Partners LLP,2017-11-09,1.37,Fugro N.V.,archive
NL0011872650,BlackRock Investment Management (UK) Limited,2017-11-09,0.99,Basic-Fit N.V.,archive
NL0000289213,Capital Fund Management S.A.,2017-11-09,0.69,Wereldhave N.V.,archive
NL0009269109,Citadel GP LLC,2017-11-09,0.52,Koninklijke Heijmans N.V.,archive
NL0000337319,"Davidson Kempner European Partners, LLP",2017-11-09,0.69,Koninklijke BAM Groep N.V.,archive
NL0011279492,GSA Capital Partners LLP,2017-11-09,0.62,Flow Traders Ltd.,archive
NL0000352565,Marshall Wace LLP,2017-11-09,1.43,Fugro N.V.,archive
NL0009432491,Marshall Wace LLP,2017-11-09,0.61,Koninklijke Vopak N.V.,archive
NL0000360618,"AQR Capital Management, LLC",2017-11-08,2.18,SBM Offshore N.V.,archive
NL0000360618,"BlackRock Institutional Trust Company, National Association",2017-11-08,0.59,SBM Offshore N.V.,archive
NL0000352565,HBK Investments LP,2017-11-08,1.81,Fugro N.V.,archive
NL0011794037,Lone Pine Capital LLC,2017-11-08,0.51,Koninklijke Ahold Delhaize N.V.,archive
NL0011279492,Marshall Wace LLP,2017-11-08,1.51,Flow Traders Ltd.,archive
NL0000289213,Marshall Wace LLP,2017-11-08,1.32,Wereldhave N.V.,archive
NL0000352565,Myriad Opportunities Master Fund Limited,2017-11-08,0.48,Fugro N.V.,archive
NL0000352565,AHL Partners LLP,2017-11-07,1.49,Fugro N.V.,archive
NL0011821392,Aravt Global,2017-11-07,0.53,Signify N.V.,archive
NL0000352565,AXA Investment Managers Chorus Limited,2017-11-07,1.0,Fugro N.V.,archive
NL0000352565,HBK Investments LP,2017-11-07,1.72,Fugro N.V.,archive
NL0010776944,JPMorgan Asset Management (UK) Ltd.,2017-11-07,0.58,Brunel International N.V.,archive
NL0009432491,Marshall Wace LLP,2017-11-07,0.5,Koninklijke Vopak N.V.,archive
NL0000352565,Myriad Opportunities Master Fund Limited,2017-11-07,0.53,Fugro N.V.,archive
NL0000352565,Oxford Asset Management,2017-11-07,0.5,Fugro N.V.,archive
NL0000352565,"WorldQuant, LLC",2017-11-07,0.79,Fugro N.V.,archive
NL0000352565,AHL Partners LLP,2017-11-06,1.54,Fugro N.V.,archive
NL0009432491,Citadel Advisors II LLC,2017-11-06,0.52,Koninklijke Vopak N.V.,archive
NL0011279492,"Connor, Clark & Lunn Investment Management Ltd.",2017-11-06,0.82,Flow Traders Ltd.,archive
NL0010776944,GSA Capital Partners LLP,2017-11-06,0.49,Brunel International N.V.,archive
NL0010776944,JPMorgan Asset Management (UK) Ltd.,2017-11-06,0.67,Brunel International N.V.,archive
NL0010558797,Marshall Wace LLP,2017-11-06,0.78,OCI N.V.,archive
NL0000352565,Sculptor Capital Management Europe Limited,2017-11-06,1.48,Fugro N.V.,archive
NL0000352565,"WorldQuant, LLC",2017-11-06,0.84,Fugro N.V.,archive
NL0000352565,"Arrowstreet Capital, Limited Partnership",2017-11-03,1.19,Fugro N.V.,archive
NL0000360618,"Connor, Clark & Lunn Investment Management Ltd.",2017-11-03,0.49,SBM Offshore N.V.,archive
NL0000339760,CQS (UK) LLP,2017-11-03,1.41,BE Semiconductor Industries N.V.,archive
NL0011821392,GLG Partners LP,2017-11-03,0.6,Signify N.V.,archive
NL0010776944,GSA Capital Partners LLP,2017-11-03,0.51,Brunel International N.V.,archive
NL0000352565,HBK Investments LP,2017-11-03,1.69,Fugro N.V.,archive
NL0010776944,JPMorgan Asset Management (UK) Ltd.,2017-11-03,0.77,Brunel International N.V.,archive
NL0000352565,Marshall Wace LLP,2017-11-03,1.36,Fugro N.V.,archive
NL0011660485,Renaissance Technologies LLC,2017-11-03,0.79,Sif Holding N.V.,archive
NL0000352565,Sculptor Capital Management Europe Limited,2017-11-03,1.28,Fugro N.V.,archive
NL0009432491,"AQR Capital Management, LLC",2017-11-02,2.73,Koninklijke Vopak N.V.,archive
NL0000352565,AXA Investment Managers Chorus Limited,2017-11-02,0.92,Fugro N.V.,archive
NL0000352565,Marshall Wace LLP,2017-11-02,1.49,Fugro N.V.,archive
NL0000289213,Millennium International Management LP,2017-11-02,0.79,Wereldhave N.V.,archive
NL0000352565,Sculptor Capital Management Europe Limited,2017-11-02,1.1,Fugro N.V.,archive
NL0000289213,"WorldQuant, LLC",2017-11-02,0.49,Wereldhave N.V.,archive
NL0010558797,"AQR Capital Management, LLC",2017-11-01,1.21,OCI N.V.,archive
NL0011279492,GSA Capital Partners LLP,2017-11-01,0.53,Flow Traders Ltd.,archive
