isin,position_holder,position_date,net_short_position,issuer_name,source
NL00150002Q7,Janus Henderson Investors UK Limited,2024-03-05,0.0,Vivoryon Therapeutics N.V.,archive
NL0000009538,Marshall Wace LLP,2024-03-05,1.0,Koninklijke Philips N.V.,archive
NL0009739416,Marshall Wace LLP,2024-03-05,1.18,PostNL N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2024-03-05,1.79,Alfen N.V.,archive
NL0012817175,SIH Partners LLLP,2024-03-05,0.5,Alfen N.V.,archive
NL00150002Q7,Adage Capital Management L.P.,2024-03-04,0.0,Vivoryon Therapeutics N.V.,archive
NL0012817175,Canada Pension Plan Investment Board,2024-03-04,0.74,Alfen N.V.,archive
NL0010391025,Citadel Advisors LLC,2024-03-04,1.2,Pharming Group N.V.,archive
NL00150002Q7,Janus Henderson Investors UK Limited,2024-03-04,1.24,Vivoryon Therapeutics N.V.,archive
NL0000888691,Marshall Wace LLP,2024-03-04,1.71,AMG Critical Materials N.V.,archive
NL0011872643,Marshall Wace LLP,2024-03-04,0.62,ASR Nederland N.V.,archive
NL0015000RT3,Marshall Wace LLP,2024-03-04,0.63,NEPI Rockcastle N.V.,archive
NL0000852523,Marshall Wace LLP,2024-03-04,0.51,TKH Group N.V.,archive
NL0012969182,Qube Research & Technologies Ltd.,2024-03-04,0.49,Adyen N.V.,archive
NL00150002Q7,Adage Capital Management L.P.,2024-03-01,0.92,Vivoryon Therapeutics N.V.,archive
NL0011821392,BlackRock Investment Management (UK) Limited,2024-03-01,0.89,Signify N.V.,archive
NL0012817175,Canada Pension Plan Investment Board,2024-03-01,0.65,Alfen N.V.,archive
NL0000009538,Citadel Advisors LLC,2024-03-01,0.81,Koninklijke Philips N.V.,archive
NL0010558797,Citadel Advisors LLC,2024-03-01,0.49,OCI N.V.,archive
NL0000852523,Marshall Wace LLP,2024-03-01,0.49,TKH Group N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2024-03-01,1.89,Alfen N.V.,archive
NL0009739416,Qube Research & Technologies Ltd.,2024-03-01,0.56,PostNL N.V.,archive
NL00150002Q7,Adage Capital Management L.P.,2024-02-29,0.87,Vivoryon Therapeutics N.V.,archive
NL0010391025,Citadel Advisors LLC,2024-02-29,1.13,Pharming Group N.V.,archive
NL0000888691,Marshall Wace LLP,2024-02-29,1.67,AMG Critical Materials N.V.,archive
NL0011872643,Marshall Wace LLP,2024-02-29,0.54,ASR Nederland N.V.,archive
NL0012817175,"PDT Partners, LLC",2024-02-29,0.59,Alfen N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2024-02-29,1.96,Alfen N.V.,archive
NL0011821202,Qube Research & Technologies Ltd.,2024-02-29,0.41,ING Groep N.V.,archive
NL0010558797,Qube Research & Technologies Ltd.,2024-02-29,0.77,OCI N.V.,archive
NL0000360618,Qube Research & Technologies Ltd.,2024-02-29,0.46,SBM Offshore N.V.,archive
NL0000379121,AKO Capital LLP,2024-02-28,1.0,Randstad N.V.,archive
NL0000009538,Citadel Advisors LLC,2024-02-28,0.78,Koninklijke Philips N.V.,archive
NL0012817175,"Connor, Clark & Lunn Investment Management Ltd.",2024-02-28,0.49,Alfen N.V.,archive
NL0000888691,Marshall Wace LLP,2024-02-28,1.72,AMG Critical Materials N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2024-02-28,2.0,Alfen N.V.,archive
NL0012817175,Voleon Capital Management LP,2024-02-28,0.94,Alfen N.V.,archive
NL0000360618,"AQR Capital Management, LLC",2024-02-27,0.49,SBM Offshore N.V.,archive
NL0010391025,Citadel Advisors LLC,2024-02-27,1.0,Pharming Group N.V.,archive
NL00150002Q7,Janus Henderson Investors UK Limited,2024-02-27,2.97,Vivoryon Therapeutics N.V.,archive
NL0000888691,Marshall Wace LLP,2024-02-27,1.81,AMG Critical Materials N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2024-02-27,2.16,Alfen N.V.,archive
NL0009739416,Qube Research & Technologies Ltd.,2024-02-27,0.66,PostNL N.V.,archive
NL00150002Q7,Adage Capital Management L.P.,2024-02-26,0.74,Vivoryon Therapeutics N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2024-02-26,0.98,AMG Critical Materials N.V.,archive
NL00150002Q7,Janus Henderson Investors UK Limited,2024-02-26,2.8,Vivoryon Therapeutics N.V.,archive
NL0000888691,Marshall Wace LLP,2024-02-26,1.93,AMG Critical Materials N.V.,archive
NL0009739416,Marshall Wace LLP,2024-02-26,1.23,PostNL N.V.,archive
NL0012817175,Millennium International Management LP,2024-02-26,1.3,Alfen N.V.,archive
NL0010558797,Qube Research & Technologies Ltd.,2024-02-26,0.97,OCI N.V.,archive
NL0011821392,Qube Research & Technologies Ltd.,2024-02-26,0.49,Signify N.V.,archive
NL0012817175,"Connor, Clark & Lunn Investment Management Ltd.",2024-02-23,0.5,Alfen N.V.,archive
NL0000009538,Greenvale Capital LLP,2024-02-23,0.49,Koninklijke Philips N.V.,archive
NL0009739416,Marshall Wace LLP,2024-02-23,1.11,PostNL N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2024-02-23,2.24,Alfen N.V.,archive
NL0000360618,Qube Research & Technologies Ltd.,2024-02-23,0.51,SBM Offshore N.V.,archive
NL0012817175,Voleon Capital Management LP,2024-02-23,0.83,Alfen N.V.,archive
NL0012817175,Walleye Capital LLC,2024-02-23,0.59,Alfen N.V.,archive
NL0011872650,BlackRock Investment Management (UK) Limited,2024-02-22,2.29,Basic-Fit N.V.,archive
NL0012817175,Canada Pension Plan Investment Board,2024-02-22,0.53,Alfen N.V.,archive
NL0000009538,Citadel Advisors LLC,2024-02-22,0.8,Koninklijke Philips N.V.,archive
NL0013332471,Citadel Advisors LLC,2024-02-22,0.58,TomTom N.V.,archive
NL00150002Q7,Janus Henderson Investors UK Limited,2024-02-22,2.72,Vivoryon Therapeutics N.V.,archive
NL0000888691,Marshall Wace LLP,2024-02-22,2.02,AMG Critical Materials N.V.,archive
NL0012817175,Millennium International Management LP,2024-02-22,1.21,Alfen N.V.,archive
NL0011821392,Qube Research & Technologies Ltd.,2024-02-22,0.52,Signify N.V.,archive
NL0012817175,"WorldQuant, LLC",2024-02-22,0.5,Alfen N.V.,archive
NL0011872650,BlackRock Investment Management (UK) Limited,2024-02-21,2.31,Basic-Fit N.V.,archive
NL0012817175,Citadel Advisors LLC,2024-02-21,0.39,Alfen N.V.,archive
NL0010558797,Citadel Advisors LLC,2024-02-21,0.53,OCI N.V.,archive
NL0010391025,Citadel Advisors LLC,2024-02-21,0.91,Pharming Group N.V.,archive
NL0000009538,Greenvale Capital LLP,2024-02-21,0.54,Koninklijke Philips N.V.,archive
NL00150002Q7,Janus Henderson Investors UK Limited,2024-02-21,2.61,Vivoryon Therapeutics N.V.,archive
NL0000360618,JPMorgan Asset Management (UK) Ltd.,2024-02-21,0.44,SBM Offshore N.V.,archive
NL0015000RT3,Marshall Wace LLP,2024-02-21,0.5,NEPI Rockcastle N.V.,archive
NL0011821202,Qube Research & Technologies Ltd.,2024-02-21,0.51,ING Groep N.V.,archive
NL0011821392,Qube Research & Technologies Ltd.,2024-02-21,0.47,Signify N.V.,archive
NL0011540547,Capital Fund Management S.A.,2024-02-20,0.49,ABN AMRO Bank NV,archive
NL0012817175,Citadel Advisors LLC,2024-02-20,0.55,Alfen N.V.,archive
NL0000009538,Citadel Advisors LLC,2024-02-20,0.78,Koninklijke Philips N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2024-02-20,1.0,AMG Critical Materials N.V.,archive
NL0000888691,Marshall Wace LLP,2024-02-20,1.93,AMG Critical Materials N.V.,archive
BMG3602E1084,Marshall Wace LLP,2024-02-20,1.0,Flow Traders Ltd.,archive
NL0011821202,Marshall Wace LLP,2024-02-20,0.46,ING Groep N.V.,archive
NL0009739416,Marshall Wace LLP,2024-02-20,1.02,PostNL N.V.,archive
NL0012817175,Millennium International Management LP,2024-02-20,1.14,Alfen N.V.,archive
NL0012817175,"PDT Partners, LLC",2024-02-20,0.69,Alfen N.V.,archive
NL0012817175,Walleye Capital LLC,2024-02-20,0.61,Alfen N.V.,archive
NL0000009082,BNP Paribas S.A.,2024-02-19,0.13,Koninklijke KPN N.V.,archive
NL0012817175,Citadel Advisors LLC,2024-02-19,0.66,Alfen N.V.,archive
NL0000302636,Marshall Wace LLP,2024-02-19,0.5,Van Lanschot Kempen N.V.,archive
NL0012817175,Millennium International Management LP,2024-02-19,1.06,Alfen N.V.,archive
NL0009739416,Millennium International Management LP,2024-02-19,0.46,PostNL N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2024-02-19,2.1,Alfen N.V.,archive
NL0012817175,Citadel Advisors LLC,2024-02-16,0.73,Alfen N.V.,archive
NL0010391025,Citadel Advisors LLC,2024-02-16,0.8,Pharming Group N.V.,archive
NL0012817175,"Connor, Clark & Lunn Investment Management Ltd.",2024-02-16,0.49,Alfen N.V.,archive
NL0000360618,JPMorgan Asset Management (UK) Ltd.,2024-02-16,0.57,SBM Offshore N.V.,archive
BMG3602E1084,Marshall Wace LLP,2024-02-16,0.9,Flow Traders Ltd.,archive
NL0009739416,Marshall Wace LLP,2024-02-16,0.95,PostNL N.V.,archive
NL0012817175,Millennium International Management LP,2024-02-16,0.82,Alfen N.V.,archive
NL0010391025,Millennium International Management LP,2024-02-16,1.4,Pharming Group N.V.,archive
NL0012817175,"PDT Partners, LLC",2024-02-16,0.7,Alfen N.V.,archive
NL0012866412,"Point72 Asset Management, L.P.",2024-02-16,0.43,BE Semiconductor Industries N.V.,archive
NL0010558797,Qube Research & Technologies Ltd.,2024-02-16,1.07,OCI N.V.,archive
NL0009739416,Qube Research & Technologies Ltd.,2024-02-16,0.73,PostNL N.V.,archive
NL0000009082,Syquant Capital,2024-02-16,0.0,Koninklijke KPN N.V.,archive
NL0012817175,Walleye Capital LLC,2024-02-16,0.59,Alfen N.V.,archive
NL0000009082,BNP Paribas S.A.,2024-02-15,0.59,Koninklijke KPN N.V.,archive
NL0000009082,Citadel Advisors Europe Limited,2024-02-15,0.0,Koninklijke KPN N.V.,archive
NL0010391025,Citadel Advisors LLC,2024-02-15,0.73,Pharming Group N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2024-02-15,0.96,AMG Critical Materials N.V.,archive
NL0000009082,LMR Partners LLP,2024-02-15,0.21,Koninklijke KPN N.V.,archive
NL0000888691,Marshall Wace LLP,2024-02-15,1.8,AMG Critical Materials N.V.,archive
NL0000302636,Marshall Wace LLP,2024-02-15,0.49,Van Lanschot Kempen N.V.,archive
NL0012817175,Millennium International Management LP,2024-02-15,0.79,Alfen N.V.,archive
NL0009739416,Millennium International Management LP,2024-02-15,0.62,PostNL N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2024-02-15,2.0,Alfen N.V.,archive
NL0010558797,Qube Research & Technologies Ltd.,2024-02-15,1.13,OCI N.V.,archive
NL0012817175,Capital Fund Management S.A.,2024-02-14,0.49,Alfen N.V.,archive
NL0010391025,Citadel Advisors LLC,2024-02-14,0.68,Pharming Group N.V.,archive
NL0009739416,JPMorgan Asset Management (UK) Ltd.,2024-02-14,0.64,PostNL N.V.,archive
BMG3602E1084,Marshall Wace LLP,2024-02-14,0.81,Flow Traders Ltd.,archive
NL0012817175,Millennium International Management LP,2024-02-14,0.85,Alfen N.V.,archive
NL0010391025,Millennium International Management LP,2024-02-14,1.3,Pharming Group N.V.,archive
NL0012817175,"PDT Partners, LLC",2024-02-14,0.66,Alfen N.V.,archive
NL0012866412,"Point72 Asset Management, L.P.",2024-02-14,0.56,BE Semiconductor Industries N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2024-02-14,1.96,Alfen N.V.,archive
LU1598757687,Qube Research & Technologies Ltd.,2024-02-14,0.47,ArcelorMittal S.A.,archive
NL0009739416,Qube Research & Technologies Ltd.,2024-02-14,0.68,PostNL N.V.,archive
NL0012817175,Voleon Capital Management LP,2024-02-14,0.65,Alfen N.V.,archive
NL0000009082,Citadel Advisors Europe Limited,2024-02-13,0.85,Koninklijke KPN N.V.,archive
NL0012817175,Citadel Advisors LLC,2024-02-13,0.58,Alfen N.V.,archive
NL0000009538,Citadel Advisors LLC,2024-02-13,0.81,Koninklijke Philips N.V.,archive
NL0010391025,Citadel Advisors LLC,2024-02-13,0.5,Pharming Group N.V.,archive
NL00150002Q7,Janus Henderson Investors UK Limited,2024-02-13,2.51,Vivoryon Therapeutics N.V.,archive
NL0000360618,JPMorgan Asset Management (UK) Ltd.,2024-02-13,0.68,SBM Offshore N.V.,archive
NL0000009082,LMR Partners LLP,2024-02-13,0.65,Koninklijke KPN N.V.,archive
NL0013267909,Marshall Wace LLP,2024-02-13,0.46,Akzo Nobel N.V.,archive
NL0000888691,Marshall Wace LLP,2024-02-13,1.73,AMG Critical Materials N.V.,archive
BMG3602E1084,Marshall Wace LLP,2024-02-13,0.78,Flow Traders Ltd.,archive
NL0000302636,Marshall Wace LLP,2024-02-13,0.5,Van Lanschot Kempen N.V.,archive
NL0012817175,Millennium International Management LP,2024-02-13,0.91,Alfen N.V.,archive
NL0010391025,Millennium International Management LP,2024-02-13,1.19,Pharming Group N.V.,archive
NL0009739416,Millennium International Management LP,2024-02-13,0.58,PostNL N.V.,archive
NL0012866412,"Point72 Asset Management, L.P.",2024-02-13,0.65,BE Semiconductor Industries N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2024-02-13,1.87,Alfen N.V.,archive
LU1598757687,Qube Research & Technologies Ltd.,2024-02-13,0.51,ArcelorMittal S.A.,archive
NL0012817175,Voleon Capital Management LP,2024-02-13,0.71,Alfen N.V.,archive
NL0012817175,Capital Fund Management S.A.,2024-02-12,0.5,Alfen N.V.,archive
NL0009739416,JPMorgan Asset Management (UK) Ltd.,2024-02-12,0.51,PostNL N.V.,archive
NL0000888691,Marshall Wace LLP,2024-02-12,1.65,AMG Critical Materials N.V.,archive
NL0009739416,Marshall Wace LLP,2024-02-12,0.83,PostNL N.V.,archive
NL0013332471,Marshall Wace LLP,2024-02-12,0.89,TomTom N.V.,archive
NL0012817175,Millennium International Management LP,2024-02-12,1.11,Alfen N.V.,archive
NL0010391025,Millennium International Management LP,2024-02-12,0.9,Pharming Group N.V.,archive
NL0012866412,"Point72 Asset Management, L.P.",2024-02-12,0.77,BE Semiconductor Industries N.V.,archive
NL0011821392,Qube Research & Technologies Ltd.,2024-02-12,0.5,Signify N.V.,archive
NL0012817175,Wellington Management International Ltd.,2024-02-12,0.55,Alfen N.V.,archive
NL0011821392,BlackRock Investment Management (UK) Limited,2024-02-09,0.99,Signify N.V.,archive
NL0010558797,Citadel Advisors LLC,2024-02-09,0.49,OCI N.V.,archive
NL0000009538,Greenvale Capital LLP,2024-02-09,0.64,Koninklijke Philips N.V.,archive
NL0000009538,Marshall Wace LLP,2024-02-09,0.9,Koninklijke Philips N.V.,archive
NL0012047823,Millennium Capital Management (Hong Kong) Limited,2024-02-09,0.43,Avantium N.V.,archive
NL0012047823,Pentwater Capital Management LP,2024-02-09,0.37,Avantium N.V.,archive
NL0012866412,"Point72 Asset Management, L.P.",2024-02-09,0.89,BE Semiconductor Industries N.V.,archive
NL0012969182,Qube Research & Technologies Ltd.,2024-02-09,0.58,Adyen N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2024-02-09,1.99,Alfen N.V.,archive
NL0011872650,BlackRock Investment Management (UK) Limited,2024-02-08,2.44,Basic-Fit N.V.,archive
NL0000009538,Greenvale Capital LLP,2024-02-08,0.73,Koninklijke Philips N.V.,archive
NL0012817175,Millennium International Management LP,2024-02-08,1.28,Alfen N.V.,archive
NL0009739416,Millennium International Management LP,2024-02-08,0.69,PostNL N.V.,archive
NL0012047823,Pentwater Capital Management LP,2024-02-08,1.1,Avantium N.V.,archive
NL0012817175,Walleye Capital LLC,2024-02-08,0.6,Alfen N.V.,archive
NL0011821392,AKO Capital LLP,2024-02-07,1.63,Signify N.V.,archive
NL0000009082,BNP Paribas S.A.,2024-02-07,0.99,Koninklijke KPN N.V.,archive
NL0012817175,Citadel Advisors LLC,2024-02-07,0.64,Alfen N.V.,archive
LU0569974404,"ExodusPoint Capital Management, LP",2024-02-07,0.46,Aperam S.A.,archive
NL00150002Q7,Janus Henderson Investors UK Limited,2024-02-07,2.39,Vivoryon Therapeutics N.V.,archive
NL0000009082,LMR Partners LLP,2024-02-07,0.9,Koninklijke KPN N.V.,archive
NL0000888691,Marshall Wace LLP,2024-02-07,1.57,AMG Critical Materials N.V.,archive
NL0012817175,Millennium International Management LP,2024-02-07,1.3,Alfen N.V.,archive
NL0009739416,Qube Research & Technologies Ltd.,2024-02-07,0.78,PostNL N.V.,archive
NL0000379121,AKO Capital LLP,2024-02-06,0.91,Randstad N.V.,archive
NL0012817175,"Arrowstreet Capital, Limited Partnership",2024-02-06,1.47,Alfen N.V.,archive
NL0000009082,BNP Paribas S.A.,2024-02-06,0.73,Koninklijke KPN N.V.,archive
NL0012817175,Citadel Advisors LLC,2024-02-06,0.74,Alfen N.V.,archive
NL0000009082,LMR Partners LLP,2024-02-06,0.66,Koninklijke KPN N.V.,archive
NL0012047823,Pentwater Capital Management LP,2024-02-06,1.03,Avantium N.V.,archive
NL0009739416,Qube Research & Technologies Ltd.,2024-02-06,0.69,PostNL N.V.,archive
NL0011821392,AKO Capital LLP,2024-02-05,1.42,Signify N.V.,archive
NL0000009082,BNP Paribas S.A.,2024-02-05,0.57,Koninklijke KPN N.V.,archive
NL0000009082,Citadel Advisors Europe Limited,2024-02-05,1.61,Koninklijke KPN N.V.,archive
NL0012817175,Citadel Advisors LLC,2024-02-05,0.82,Alfen N.V.,archive
NL0000009082,LMR Partners LLP,2024-02-05,0.54,Koninklijke KPN N.V.,archive
NL0013267909,Marshall Wace LLP,2024-02-05,0.52,Akzo Nobel N.V.,archive
NL0011821202,Marshall Wace LLP,2024-02-05,0.69,ING Groep N.V.,archive
NL0000009538,Marshall Wace LLP,2024-02-05,0.81,Koninklijke Philips N.V.,archive
NL0012817175,"PDT Partners, LLC",2024-02-05,0.71,Alfen N.V.,archive
NL0009739416,Qube Research & Technologies Ltd.,2024-02-05,0.72,PostNL N.V.,archive
NL0000009538,Citadel Advisors LLC,2024-02-02,0.72,Koninklijke Philips N.V.,archive
NL0013332471,Citadel Advisors LLC,2024-02-02,0.68,TomTom N.V.,archive
NL0000888691,Marshall Wace LLP,2024-02-02,1.61,AMG Critical Materials N.V.,archive
NL0013332471,Otus Capital Management Ltd.,2024-02-02,1.31,TomTom N.V.,archive
NL0012047823,Pentwater Capital Management LP,2024-02-02,1.18,Avantium N.V.,archive
NL0012747059,Whitebox Advisors LLC,2024-02-02,1.04,CM.com N.V.,archive
NL0011821392,AKO Capital LLP,2024-02-01,1.2,Signify N.V.,archive
NL0000009082,Citadel Advisors Europe Limited,2024-02-01,1.45,Koninklijke KPN N.V.,archive
NL0009739416,Marshall Wace LLP,2024-02-01,0.74,PostNL N.V.,archive
NL0013332471,Marshall Wace LLP,2024-02-01,0.91,TomTom N.V.,archive
NL0013332471,Otus Capital Management Ltd.,2024-02-01,1.2,TomTom N.V.,archive
NL0012817175,Voleon Capital Management LP,2024-02-01,0.99,Alfen N.V.,archive
NL0000009082,Citadel Advisors Europe Limited,2024-01-31,0.79,Koninklijke KPN N.V.,archive
NL0000009538,Citadel Advisors LLC,2024-01-31,0.69,Koninklijke Philips N.V.,archive
NL0000888691,Marshall Wace LLP,2024-01-31,1.55,AMG Critical Materials N.V.,archive
NL0012047823,Millennium Capital Management (Hong Kong) Limited,2024-01-31,0.75,Avantium N.V.,archive
NL0012047823,Pentwater Capital Management LP,2024-01-31,1.28,Avantium N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2024-01-31,2.0,Alfen N.V.,archive
NL0010558797,Qube Research & Technologies Ltd.,2024-01-31,1.03,OCI N.V.,archive
NL0009739416,Qube Research & Technologies Ltd.,2024-01-31,0.63,PostNL N.V.,archive
NL0000009082,Syquant Capital,2024-01-31,0.92,Koninklijke KPN N.V.,archive
BMG3602E1084,Canada Pension Plan Investment Board,2024-01-30,0.6,Flow Traders Ltd.,archive
NL0000009082,Citadel Advisors Europe Limited,2024-01-30,0.64,Koninklijke KPN N.V.,archive
NL0012817175,Citadel Advisors LLC,2024-01-30,0.91,Alfen N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2024-01-30,1.02,AMG Critical Materials N.V.,archive
NL0012817175,Marshall Wace LLP,2024-01-30,0.41,Alfen N.V.,archive
NL0000009538,Marshall Wace LLP,2024-01-30,0.73,Koninklijke Philips N.V.,archive
NL0012047823,Millennium Capital Management (Hong Kong) Limited,2024-01-30,0.66,Avantium N.V.,archive
NL0012047823,Pentwater Capital Management LP,2024-01-30,0.77,Avantium N.V.,archive
NL0000009082,Syquant Capital,2024-01-30,0.86,Koninklijke KPN N.V.,archive
NL0012817175,Walleye Capital LLC,2024-01-30,0.58,Alfen N.V.,archive
NL0011821392,AKO Capital LLP,2024-01-29,1.11,Signify N.V.,archive
NL0000009082,BNP Paribas S.A.,2024-01-29,0.44,Koninklijke KPN N.V.,archive
NL0013332471,Citadel Advisors LLC,2024-01-29,0.8,TomTom N.V.,archive
NL0012817175,Marshall Wace LLP,2024-01-29,0.56,Alfen N.V.,archive
NL0000009538,Marshall Wace LLP,2024-01-29,0.67,Koninklijke Philips N.V.,archive
NL0009739416,Marshall Wace LLP,2024-01-29,0.89,PostNL N.V.,archive
NL0012047823,Millennium Capital Management (Hong Kong) Limited,2024-01-29,0.57,Avantium N.V.,archive
NL0012047823,Pentwater Capital Management LP,2024-01-29,0.65,Avantium N.V.,archive
NL0012866412,"Point72 Asset Management, L.P.",2024-01-29,1.1,BE Semiconductor Industries N.V.,archive
NL0010558797,Qube Research & Technologies Ltd.,2024-01-29,0.98,OCI N.V.,archive
NL0011821392,AKO Capital LLP,2024-01-26,0.99,Signify N.V.,archive
NL0000009082,BNP Paribas S.A.,2024-01-26,0.51,Koninklijke KPN N.V.,archive
BMG3602E1084,Capital Fund Management S.A.,2024-01-26,0.5,Flow Traders Ltd.,archive
NL0000009538,Citadel Advisors LLC,2024-01-26,0.75,Koninklijke Philips N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2024-01-26,0.97,AMG Critical Materials N.V.,archive
NL0009739416,Marshall Wace LLP,2024-01-26,0.93,PostNL N.V.,archive
NL0012866412,"Point72 Asset Management, L.P.",2024-01-26,1.09,BE Semiconductor Industries N.V.,archive
NL0009739416,Qube Research & Technologies Ltd.,2024-01-26,0.52,PostNL N.V.,archive
NL0000360618,Systematica Investments Limited,2024-01-26,0.5,SBM Offshore N.V.,archive
NL00150003E1,Balyasny Asset Management (UK) LLP,2024-01-25,0.92,Fugro N.V.,archive
NL0012817175,"Connor, Clark & Lunn Investment Management Ltd.",2024-01-25,0.51,Alfen N.V.,archive
BMG3602E1084,Marshall Wace LLP,2024-01-25,0.6,Flow Traders Ltd.,archive
NL0010801007,Marshall Wace LLP,2024-01-25,0.49,IMCD N.V.,archive
NL0000009538,Marshall Wace LLP,2024-01-25,0.51,Koninklijke Philips N.V.,archive
NL0012866412,"Point72 Asset Management, L.P.",2024-01-25,1.1,BE Semiconductor Industries N.V.,archive
NL0000009082,Syquant Capital,2024-01-25,1.0,Koninklijke KPN N.V.,archive
NL0012817175,Voleon Capital Management LP,2024-01-25,1.07,Alfen N.V.,archive
NL0012747059,Whitebox Advisors LLC,2024-01-25,0.94,CM.com N.V.,archive
NL0000360618,Balyasny Asset Management (UK) LLP,2024-01-24,0.7,SBM Offshore N.V.,archive
NL0013332471,Citadel Advisors LLC,2024-01-24,0.71,TomTom N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2024-01-24,1.04,AMG Critical Materials N.V.,archive
NL0000888691,Marshall Wace LLP,2024-01-24,1.4,AMG Critical Materials N.V.,archive
NL0013332471,Marshall Wace LLP,2024-01-24,0.8,TomTom N.V.,archive
NL0012817175,Millennium International Management LP,2024-01-24,1.2,Alfen N.V.,archive
NL0012817175,"PDT Partners, LLC",2024-01-24,0.6,Alfen N.V.,archive
NL0000009082,Syquant Capital,2024-01-24,0.99,Koninklijke KPN N.V.,archive
NL0000379121,AKO Capital LLP,2024-01-23,0.83,Randstad N.V.,archive
NL0012747059,Highbridge Capital Management LLC,2024-01-23,0.49,CM.com N.V.,archive
NL0009739416,Millennium International Management LP,2024-01-23,0.7,PostNL N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2024-01-23,1.94,Alfen N.V.,archive
NL0012747059,Whitebox Advisors LLC,2024-01-23,0.88,CM.com N.V.,archive
NL0000379121,AKO Capital LLP,2024-01-22,0.76,Randstad N.V.,archive
NL0011540547,Capital Fund Management S.A.,2024-01-22,0.52,ABN AMRO Bank NV,archive
NL0000009082,Citadel Advisors Europe Limited,2024-01-22,0.57,Koninklijke KPN N.V.,archive
NL00150002Q7,Janus Henderson Investors UK Limited,2024-01-22,2.23,Vivoryon Therapeutics N.V.,archive
NL0000888691,Marshall Wace LLP,2024-01-22,1.31,AMG Critical Materials N.V.,archive
BMG3602E1084,Marshall Wace LLP,2024-01-22,0.59,Flow Traders Ltd.,archive
NL0009739416,Marshall Wace LLP,2024-01-22,1.0,PostNL N.V.,archive
NL0010391025,Millennium International Management LP,2024-01-22,0.83,Pharming Group N.V.,archive
NL0012817175,Qube Research & Technologies Ltd.,2024-01-22,2.0,Alfen N.V.,archive
NL0000009082,Syquant Capital,2024-01-22,1.01,Koninklijke KPN N.V.,archive
NL00150003E1,Balyasny Asset Management (UK) LLP,2024-01-19,0.81,Fugro N.V.,archive
NL0013332471,Citadel Advisors LLC,2024-01-19,0.61,TomTom N.V.,archive
NL0000888691,"D. E. Shaw & Co., L.P.",2024-01-19,1.13,AMG Critical Materials N.V.,archive
NL0010583399,JPMorgan Asset Management (UK) Ltd.,2024-01-19,0.48,Corbion N.V.,archive
NL0012817175,Marshall Wace LLP,2024-01-19,0.69,Alfen N.V.,archive
NL0012817175,Citadel Advisors LLC,2024-01-18,0.86,Alfen N.V.,archive
NL0000009538,Citadel Advisors LLC,2024-01-18,0.62,Koninklijke Philips N.V.,archive
NL00150002Q7,Janus Henderson Investors UK Limited,2024-01-18,2.1,Vivoryon Therapeutics N.V.,archive
NL0000888691,Marshall Wace LLP,2024-01-18,1.2,AMG Critical Materials N.V.,archive
NL0011821202,Marshall Wace LLP,2024-01-18,0.71,ING Groep N.V.,archive
NL0010391025,Millennium International Management LP,2024-01-18,0.72,Pharming Group N.V.,archive
NL0009739416,Millennium International Management LP,2024-01-18,0.6,PostNL N.V.,archive
NL0012866412,"Point72 Asset Management, L.P.",2024-01-18,1.04,BE Semiconductor Industries N.V.,archive
NL00150002Q7,Janus Henderson Investors UK Limited,2024-01-17,2.02,Vivoryon Therapeutics N.V.,archive
NL0000009082,Syquant Capital,2024-01-17,0.81,Koninklijke KPN N.V.,archive
NL00150002Q7,Adage Capital Management L.P.,2024-01-16,0.61,Vivoryon Therapeutics N.V.,archive
NL0000009082,BNP Paribas S.A.,2024-01-16,0.46,Koninklijke KPN N.V.,archive
NL0000009082,Citadel Advisors Europe Limited,2024-01-16,0.61,Koninklijke KPN N.V.,archive
NL0010801007,Marshall Wace LLP,2024-01-16,0.5,IMCD N.V.,archive
NL0009739416,Millennium International Management LP,2024-01-16,0.52,PostNL N.V.,archive
NL0013332471,Otus Capital Management Ltd.,2024-01-16,1.1,TomTom N.V.,archive
NL0000009082,BNP Paribas S.A.,2024-01-15,0.54,Koninklijke KPN N.V.,archive
NL0000009082,Citadel Advisors Europe Limited,2024-01-15,0.55,Koninklijke KPN N.V.,archive
NL0012817175,Citadel Advisors LLC,2024-01-15,0.7,Alfen N.V.,archive
