net_short_position,isin,position_date,position_holder,issuer_name,source
1.15,LU0569974404,2022-03-08,Millennium Capital Partners LLP,Aperam S.A.,archive
0.52,NL0009739416,2022-03-08,Millennium Capital Partners LLP,PostNL N.V.,archive
0.48,NL0015000CZ2,2022-03-08,Otus Capital Management Ltd.,Ebusco Holding N.V.,archive
0.79,NL0012817175,2022-03-08,Voleon Capital Management LP,Alfen N.V.,archive
0.78,NL0012747059,2022-03-07,Highbridge Capital Management LLC,CM.com N.V.,archive
0.75,NL0011540547,2022-03-07,Marshall Wace LLP,ABN AMRO Bank NV,archive
1.6,NL0009739416,2022-03-07,Marshall Wace LLP,PostNL N.V.,archive
0.51,NL0012817175,2022-03-07,Millennium Capital Partners LLP,Alfen N.V.,archive
0.48,NL0009739416,2022-03-07,Millennium Capital Partners LLP,PostNL N.V.,archive
0.65,NL0000337319,2022-03-07,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
1.17,NL0011872650,2022-03-04,Citadel Advisors Europe Limited,Basic-Fit N.V.,archive
0.87,NL0011540547,2022-03-04,Marshall Wace LLP,ABN AMRO Bank NV,archive
0.93,NL0012817175,2022-03-04,Marshall Wace LLP,Alfen N.V.,archive
0.69,BE0003818359,2022-03-04,Marshall Wace LLP,Galapagos NV,archive
0.62,NL0012817175,2022-03-04,Millennium Capital Partners LLP,Alfen N.V.,archive
1.04,LU0569974404,2022-03-04,Millennium Capital Partners LLP,Aperam S.A.,archive
0.56,LU0569974404,2022-03-04,Millennium International Management LP,Aperam S.A.,archive
0.46,NL0012866412,2022-03-04,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,archive
0.49,NL0012866412,2022-03-04,Renaissance Technologies LLC,BE Semiconductor Industries N.V.,archive
0.53,NL0011821392,2022-03-04,Sandbar Assets Management LLP,Signify N.V.,archive
0.86,NL0012817175,2022-03-04,Voleon Capital Management LP,Alfen N.V.,archive
0.4,NL0009739416,2022-03-04,"WorldQuant, LLC",PostNL N.V.,archive
0.4,NL0000289213,2022-03-03,Adelphi Capital LLP,Wereldhave N.V.,archive
0.61,NL0012817175,2022-03-03,AllianceBernstein L.P.,Alfen N.V.,archive
0.5,NL0010801007,2022-03-03,"AQR Capital Management, LLC",IMCD N.V.,archive
0.8,NL0012817175,2022-03-03,Marshall Wace LLP,Alfen N.V.,archive
0.71,NL0012817175,2022-03-03,Millennium Capital Partners LLP,Alfen N.V.,archive
0.96,LU0569974404,2022-03-03,Millennium Capital Partners LLP,Aperam S.A.,archive
0.5,NL0012866412,2022-03-03,Renaissance Technologies LLC,BE Semiconductor Industries N.V.,archive
0.9,NL0012817175,2022-03-03,Voleon Capital Management LP,Alfen N.V.,archive
1.2,NL0011279492,2022-03-03,"WorldQuant, LLC",Flow Traders Ltd.,archive
0.53,NL0000337319,2022-03-03,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
0.51,NL0009739416,2022-03-03,"WorldQuant, LLC",PostNL N.V.,archive
0.67,NL0000289213,2022-03-02,Adelphi Capital LLP,Wereldhave N.V.,archive
0.98,NL0012817175,2022-03-02,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,archive
0.49,NL0000337319,2022-03-02,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
0.5,NL0000289213,2022-03-02,Franklin Templeton Investment Management Limited,Wereldhave N.V.,archive
0.95,NL0011540547,2022-03-02,Marshall Wace LLP,ABN AMRO Bank NV,archive
0.69,NL0012866412,2022-03-02,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,archive
0.89,NL0012817175,2022-03-02,Voleon Capital Management LP,Alfen N.V.,archive
3.77,NL0000289213,2022-03-02,"Woodson Capital Master Fund, LP",Wereldhave N.V.,archive
0.47,NL0012817175,2022-03-01,"BlackRock Institutional Trust Company, National Association",Alfen N.V.,archive
0.64,NL0011872650,2022-03-01,CapeView Capital LLP,Basic-Fit N.V.,archive
1.59,NL0009739416,2022-03-01,Marshall Wace LLP,PostNL N.V.,archive
0.67,NL0012817175,2022-03-01,Millennium Capital Partners LLP,Alfen N.V.,archive
0.53,NL0009739416,2022-03-01,Millennium Capital Partners LLP,PostNL N.V.,archive
0.49,NL0009739416,2022-03-01,Millennium International Management LP,PostNL N.V.,archive
0.78,NL0012866412,2022-03-01,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,archive
0.89,NL0000888691,2022-02-28,Capital Fund Management S.A.,AMG Critical Materials N.V.,archive
1.21,NL0011872650,2022-02-28,Citadel Advisors Europe Limited,Basic-Fit N.V.,archive
0.48,NL0011279492,2022-02-28,"D. E. Shaw & Co., L.P.",Flow Traders Ltd.,archive
0.27,LU2290522684,2022-02-28,Kuvari Partners LLP,InPost S.A.,archive
1.06,NL0011540547,2022-02-28,Marshall Wace LLP,ABN AMRO Bank NV,archive
0.73,NL0012817175,2022-02-28,Marshall Wace LLP,Alfen N.V.,archive
0.49,BE0003818359,2022-02-28,Qube Research & Technologies Ltd.,Galapagos NV,archive
0.56,NL0000337319,2022-02-25,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
0.5,LU2290522684,2022-02-25,Kuvari Partners LLP,InPost S.A.,archive
0.49,NL0000009538,2022-02-25,Marshall Wace LLP,Koninklijke Philips N.V.,archive
0.67,NL0009739416,2022-02-25,Millennium Capital Partners LLP,PostNL N.V.,archive
0.8,NL0012817175,2022-02-25,Rye Bay Capital LLP,Alfen N.V.,archive
1.19,NL0011872650,2022-02-24,Citadel Advisors Europe Limited,Basic-Fit N.V.,archive
1.15,NL0011540547,2022-02-24,Marshall Wace LLP,ABN AMRO Bank NV,archive
1.67,NL0009739416,2022-02-24,Marshall Wace LLP,PostNL N.V.,archive
0.59,NL0013332471,2022-02-24,Marshall Wace LLP,TomTom N.V.,archive
0.51,NL0009739416,2022-02-24,Millennium International Management LP,PostNL N.V.,archive
0.49,NL0012866412,2022-02-24,Renaissance Technologies LLC,BE Semiconductor Industries N.V.,archive
0.91,NL0012817175,2022-02-24,Voleon Capital Management LP,Alfen N.V.,archive
0.67,NL0012747059,2022-02-24,Whitebox Advisors LLC,CM.com N.V.,archive
0.74,NL0000289213,2022-02-23,Adelphi Capital LLP,Wereldhave N.V.,archive
0.5,NL0011279492,2022-02-23,"D. E. Shaw & Co., L.P.",Flow Traders Ltd.,archive
0.71,BE0003818359,2022-02-23,Marshall Wace LLP,Galapagos NV,archive
0.59,NL0000009538,2022-02-23,Marshall Wace LLP,Koninklijke Philips N.V.,archive
0.5,NL0012817175,2022-02-23,Millennium Capital Partners LLP,Alfen N.V.,archive
0.7,NL0009739416,2022-02-23,Millennium Capital Partners LLP,PostNL N.V.,archive
0.63,NL0012866412,2022-02-23,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,archive
0.5,NL0012866412,2022-02-23,Renaissance Technologies LLC,BE Semiconductor Industries N.V.,archive
3.89,NL0000289213,2022-02-23,"Woodson Capital Master Fund, LP",Wereldhave N.V.,archive
0.89,NL0000289213,2022-02-22,Adelphi Capital LLP,Wereldhave N.V.,archive
0.51,NL0012817175,2022-02-22,"BlackRock Institutional Trust Company, National Association",Alfen N.V.,archive
0.93,NL0000888691,2022-02-22,Capital Fund Management S.A.,AMG Critical Materials N.V.,archive
0.58,NL0012866412,2022-02-22,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,archive
0.49,NL0012866412,2022-02-22,Renaissance Technologies LLC,BE Semiconductor Industries N.V.,archive
0.83,NL0012817175,2022-02-22,Voleon Capital Management LP,Alfen N.V.,archive
1.12,NL0011279492,2022-02-22,"WorldQuant, LLC",Flow Traders Ltd.,archive
0.68,NL0009739416,2022-02-22,"WorldQuant, LLC",PostNL N.V.,archive
0.72,NL0013332471,2022-02-22,"WorldQuant, LLC",TomTom N.V.,archive
0.99,NL0000289213,2022-02-21,Adelphi Capital LLP,Wereldhave N.V.,archive
0.5,NL0012866412,2022-02-21,"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,archive
1.78,NL0009739416,2022-02-21,Marshall Wace LLP,PostNL N.V.,archive
0.88,LU0569974404,2022-02-21,Millennium Capital Partners LLP,Aperam S.A.,archive
0.67,NL0009739416,2022-02-21,Millennium Capital Partners LLP,PostNL N.V.,archive
0.64,NL0012866412,2022-02-21,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,archive
0.39,NL0000888691,2022-02-21,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,archive
0.79,NL0012817175,2022-02-21,Voleon Capital Management LP,Alfen N.V.,archive
1.15,NL0000289213,2022-02-18,Adelphi Capital LLP,Wereldhave N.V.,archive
0.98,NL0000360618,2022-02-18,Marshall Wace LLP,SBM Offshore N.V.,archive
0.7,NL0009739416,2022-02-18,Millennium Capital Partners LLP,PostNL N.V.,archive
0.7,NL0012866412,2022-02-18,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,archive
0.5,NL0012866412,2022-02-18,Renaissance Technologies LLC,BE Semiconductor Industries N.V.,archive
0.62,NL0012817175,2022-02-18,Voleon Capital Management LP,Alfen N.V.,archive
1.3,NL0000289213,2022-02-17,Adelphi Capital LLP,Wereldhave N.V.,archive
0.67,NL0000337319,2022-02-17,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
0.46,NL0012817175,2022-02-17,"D. E. Shaw & Co., L.P.",Alfen N.V.,archive
0.6,NL0000009538,2022-02-17,Marshall Wace LLP,Koninklijke Philips N.V.,archive
1.85,NL0009739416,2022-02-17,Marshall Wace LLP,PostNL N.V.,archive
0.69,NL0009739416,2022-02-17,Millennium Capital Partners LLP,PostNL N.V.,archive
0.48,LU0569974404,2022-02-17,Millennium International Management LP,Aperam S.A.,archive
0.57,NL0012866412,2022-02-17,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,archive
0.49,NL00150003E1,2022-02-17,"WorldQuant, LLC",Fugro N.V.,archive
1.48,NL0000289213,2022-02-16,Adelphi Capital LLP,Wereldhave N.V.,archive
0.88,NL0000888691,2022-02-16,Capital Fund Management S.A.,AMG Critical Materials N.V.,archive
0.45,NL0000337319,2022-02-16,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
1.2,NL0011540547,2022-02-16,Marshall Wace LLP,ABN AMRO Bank NV,archive
0.67,NL0012817175,2022-02-16,Marshall Wace LLP,Alfen N.V.,archive
0.98,LU0569974404,2022-02-16,Millennium Capital Partners LLP,Aperam S.A.,archive
3.92,NL0000289213,2022-02-16,"Woodson Capital Master Fund, LP",Wereldhave N.V.,archive
1.01,NL0011279492,2022-02-16,"WorldQuant, LLC",Flow Traders Ltd.,archive
0.74,NL0009739416,2022-02-16,"WorldQuant, LLC",PostNL N.V.,archive
1.63,NL0000289213,2022-02-15,Adelphi Capital LLP,Wereldhave N.V.,archive
0.5,NL0000337319,2022-02-15,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
0.49,NL0000888691,2022-02-15,"Connor, Clark & Lunn Investment Management Ltd.",AMG Critical Materials N.V.,archive
0.68,NL0013332471,2022-02-15,"WorldQuant, LLC",TomTom N.V.,archive
1.72,NL0000289213,2022-02-14,Adelphi Capital LLP,Wereldhave N.V.,archive
0.35,NL0011872643,2022-02-14,Citadel Advisors LLC,ASR Nederland N.V.,archive
0.65,NL0013332471,2022-02-14,Marshall Wace LLP,TomTom N.V.,archive
1.05,LU0569974404,2022-02-14,Millennium Capital Partners LLP,Aperam S.A.,archive
0.66,NL0012866412,2022-02-14,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,archive
0.53,NL0000888691,2022-02-14,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,archive
0.94,NL0012817175,2022-02-14,Rye Bay Capital LLP,Alfen N.V.,archive
0.91,NL0011279492,2022-02-14,"WorldQuant, LLC",Flow Traders Ltd.,archive
0.88,NL0009739416,2022-02-14,"WorldQuant, LLC",PostNL N.V.,archive
0.7,NL0013332471,2022-02-14,"WorldQuant, LLC",TomTom N.V.,archive
0.44,NL0015000K93,2022-02-11,Adelphi Capital LLP,Eurocommercial Properties N.V.,archive
0.52,NL0011872650,2022-02-11,CapeView Capital LLP,Basic-Fit N.V.,archive
1.11,NL0011540547,2022-02-11,Marshall Wace LLP,ABN AMRO Bank NV,archive
1.98,NL0009739416,2022-02-11,Marshall Wace LLP,PostNL N.V.,archive
0.89,LU0569974404,2022-02-11,Millennium Capital Partners LLP,Aperam S.A.,archive
0.76,NL0015000K93,2022-02-10,Adelphi Capital LLP,Eurocommercial Properties N.V.,archive
1.83,NL0000289213,2022-02-10,Adelphi Capital LLP,Wereldhave N.V.,archive
1.05,NL0011540547,2022-02-10,Marshall Wace LLP,ABN AMRO Bank NV,archive
0.88,NL0012817175,2022-02-10,Marshall Wace LLP,Alfen N.V.,archive
0.63,BE0003818359,2022-02-10,Marshall Wace LLP,Galapagos NV,archive
1.02,NL0000360618,2022-02-10,Marshall Wace LLP,SBM Offshore N.V.,archive
0.75,NL0012817175,2022-02-10,Rye Bay Capital LLP,Alfen N.V.,archive
4.04,NL0000289213,2022-02-10,"Woodson Capital Master Fund, LP",Wereldhave N.V.,archive
0.82,NL0011279492,2022-02-10,"WorldQuant, LLC",Flow Traders Ltd.,archive
0.92,NL0009739416,2022-02-10,"WorldQuant, LLC",PostNL N.V.,archive
0.69,NL0013332471,2022-02-10,"WorldQuant, LLC",TomTom N.V.,archive
2.02,NL0000289213,2022-02-09,Adelphi Capital LLP,Wereldhave N.V.,archive
0.49,NL0010801007,2022-02-09,"AQR Capital Management, LLC",IMCD N.V.,archive
0.49,NL0013332471,2022-02-09,Citadel Advisors LLC,TomTom N.V.,archive
0.89,NL0011540547,2022-02-09,Marshall Wace LLP,ABN AMRO Bank NV,archive
0.74,NL0013332471,2022-02-09,Marshall Wace LLP,TomTom N.V.,archive
0.56,NL0012817175,2022-02-09,Rye Bay Capital LLP,Alfen N.V.,archive
1.0,NL0009739416,2022-02-09,"WorldQuant, LLC",PostNL N.V.,archive
0.97,NL0015000K93,2022-02-08,Adelphi Capital LLP,Eurocommercial Properties N.V.,archive
0.84,NL0012747059,2022-02-08,Highbridge Capital Management LLC,CM.com N.V.,archive
0.52,NL0000009538,2022-02-08,Marshall Wace LLP,Koninklijke Philips N.V.,archive
0.7,NL0011279492,2022-02-08,"WorldQuant, LLC",Flow Traders Ltd.,archive
0.91,NL0000888691,2022-02-07,Capital Fund Management S.A.,AMG Critical Materials N.V.,archive
0.54,NL0013332471,2022-02-07,Citadel Advisors LLC,TomTom N.V.,archive
0.99,NL0012817175,2022-02-07,Marshall Wace LLP,Alfen N.V.,archive
0.51,BE0003818359,2022-02-07,Marshall Wace LLP,Galapagos NV,archive
2.0,NL0009739416,2022-02-07,Marshall Wace LLP,PostNL N.V.,archive
0.86,NL0013332471,2022-02-07,Marshall Wace LLP,TomTom N.V.,archive
0.71,NL0009739416,2022-02-07,Millennium Capital Partners LLP,PostNL N.V.,archive
0.92,NL0012866412,2022-02-07,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,archive
1.16,NL0009739416,2022-02-07,"WorldQuant, LLC",PostNL N.V.,archive
0.72,NL0013332471,2022-02-07,"WorldQuant, LLC",TomTom N.V.,archive
1.02,NL0015000K93,2022-02-04,Adelphi Capital LLP,Eurocommercial Properties N.V.,archive
2.25,NL0000289213,2022-02-04,Adelphi Capital LLP,Wereldhave N.V.,archive
0.72,NL0013332471,2022-02-04,Citadel Advisors LLC,TomTom N.V.,archive
0.97,NL0013332471,2022-02-04,Marshall Wace LLP,TomTom N.V.,archive
0.99,LU0569974404,2022-02-04,Millennium Capital Partners LLP,Aperam S.A.,archive
0.69,NL0009739416,2022-02-04,Millennium Capital Partners LLP,PostNL N.V.,archive
0.88,NL0012866412,2022-02-04,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,archive
0.59,NL00150003E1,2022-02-04,"WorldQuant, LLC",Fugro N.V.,archive
0.62,NL0013332471,2022-02-04,"WorldQuant, LLC",TomTom N.V.,archive
1.58,NL0015000K93,2022-02-03,Adelphi Capital LLP,Eurocommercial Properties N.V.,archive
2.47,NL0000289213,2022-02-03,Adelphi Capital LLP,Wereldhave N.V.,archive
0.83,NL0012817175,2022-02-03,AllianceBernstein L.P.,Alfen N.V.,archive
0.86,NL0000888691,2022-02-03,Capital Fund Management S.A.,AMG Critical Materials N.V.,archive
0.92,NL0011540547,2022-02-03,Marshall Wace LLP,ABN AMRO Bank NV,archive
1.0,NL0012817175,2022-02-03,Marshall Wace LLP,Alfen N.V.,archive
1.9,NL0009739416,2022-02-03,Marshall Wace LLP,PostNL N.V.,archive
0.72,NL0009739416,2022-02-03,Millennium Capital Partners LLP,PostNL N.V.,archive
0.52,LU0569974404,2022-02-03,Millennium International Management LP,Aperam S.A.,archive
0.5,NL0015000CZ2,2022-02-03,Otus Capital Management Ltd.,Ebusco Holding N.V.,archive
0.53,BE0003818359,2022-02-03,Qube Research & Technologies Ltd.,Galapagos NV,archive
0.61,NL0011279492,2022-02-03,"WorldQuant, LLC",Flow Traders Ltd.,archive
1.29,NL0009739416,2022-02-03,"WorldQuant, LLC",PostNL N.V.,archive
1.65,NL0015000K93,2022-02-02,Adelphi Capital LLP,Eurocommercial Properties N.V.,archive
2.65,NL0000289213,2022-02-02,Adelphi Capital LLP,Wereldhave N.V.,archive
0.78,NL0012817175,2022-02-02,AllianceBernstein L.P.,Alfen N.V.,archive
0.5,LU1598757687,2022-02-01,"D. E. Shaw & Co. (London), LLP",ArcelorMittal S.A.,archive
0.99,NL0012817175,2022-02-01,Marshall Wace LLP,Alfen N.V.,archive
1.11,NL0013332471,2022-02-01,Marshall Wace LLP,TomTom N.V.,archive
0.67,NL0009739416,2022-02-01,Millennium Capital Partners LLP,PostNL N.V.,archive
0.49,NL0009739416,2022-02-01,Millennium International Management LP,PostNL N.V.,archive
0.9,NL0012866412,2022-02-01,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,archive
0.45,BE0003818359,2022-02-01,Qube Research & Technologies Ltd.,Galapagos NV,archive
1.88,NL0015000K93,2022-01-31,Adelphi Capital LLP,Eurocommercial Properties N.V.,archive
0.71,NL0009739416,2022-01-31,Millennium Capital Partners LLP,PostNL N.V.,archive
0.7,BE0003818359,2022-01-31,Qube Research & Technologies Ltd.,Galapagos NV,archive
0.58,NL0013332471,2022-01-31,"WorldQuant, LLC",TomTom N.V.,archive
0.53,NL0011872643,2022-01-28,Citadel Advisors LLC,ASR Nederland N.V.,archive
0.8,NL0011540547,2022-01-28,Marshall Wace LLP,ABN AMRO Bank NV,archive
1.02,NL0013332471,2022-01-28,Marshall Wace LLP,TomTom N.V.,archive
0.5,NL0009739416,2022-01-28,Millennium International Management LP,PostNL N.V.,archive
0.83,NL0012866412,2022-01-28,"Point72 Europe (London), LLP",BE Semiconductor Industries N.V.,archive
0.6,NL00150003E1,2022-01-28,"WorldQuant, LLC",Fugro N.V.,archive
1.38,NL0009739416,2022-01-28,"WorldQuant, LLC",PostNL N.V.,archive
1.93,NL0015000K93,2022-01-27,Adelphi Capital LLP,Eurocommercial Properties N.V.,archive
0.44,BE0003818359,2022-01-27,Canada Pension Plan Investment Board,Galapagos NV,archive
0.46,FR0013326246,2022-01-27,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,archive
0.47,NL0006237562,2022-01-27,Pelham Capital Ltd.,ARCADIS N.V.,archive
0.69,BE0003818359,2022-01-27,Qube Research & Technologies Ltd.,Galapagos NV,archive
0.89,NL0000888691,2022-01-27,Systematica Investments Limited,AMG Critical Materials N.V.,archive
0.59,NL0011279492,2022-01-27,"WorldQuant, LLC",Flow Traders Ltd.,archive
0.43,NL0000888691,2022-01-26,Citadel Advisors LLC,AMG Critical Materials N.V.,archive
0.43,NL0009739416,2022-01-26,Citadel Advisors LLC,PostNL N.V.,archive
0.7,NL0012747059,2022-01-26,Highbridge Capital Management LLC,CM.com N.V.,archive
0.52,FR0013326246,2022-01-26,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,archive
1.01,LU0569974404,2022-01-26,Millennium Capital Partners LLP,Aperam S.A.,archive
0.29,NL0000289213,2022-01-26,Millennium International Management LP,Wereldhave N.V.,archive
0.66,NL0012817175,2022-01-26,Odey Asset Management LLP,Alfen N.V.,archive
0.49,NL0000888691,2022-01-26,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,archive
0.59,NL00150003E1,2022-01-26,"WorldQuant, LLC",Fugro N.V.,archive
0.6,NL0012817175,2022-01-25,AllianceBernstein L.P.,Alfen N.V.,archive
0.59,NL0012747059,2022-01-25,Highbridge Capital Management LLC,CM.com N.V.,archive
0.47,NL0009739416,2022-01-25,Kuvari Partners LLP,PostNL N.V.,archive
1.88,NL0009739416,2022-01-25,Marshall Wace LLP,PostNL N.V.,archive
0.99,LU0569974404,2022-01-25,Millennium Capital Partners LLP,Aperam S.A.,archive
0.68,NL0009739416,2022-01-25,Millennium Capital Partners LLP,PostNL N.V.,archive
0.55,NL0012817175,2022-01-25,Odey Asset Management LLP,Alfen N.V.,archive
0.77,BE0003818359,2022-01-25,Qube Research & Technologies Ltd.,Galapagos NV,archive
0.93,NL0000888691,2022-01-25,Systematica Investments Limited,AMG Critical Materials N.V.,archive
0.5,NL0012817175,2022-01-24,AllianceBernstein L.P.,Alfen N.V.,archive
0.51,NL0000888691,2022-01-24,Citadel Advisors LLC,AMG Critical Materials N.V.,archive
0.52,NL0013332471,2022-01-24,Citadel Advisors LLC,TomTom N.V.,archive
0.58,NL0000888691,2022-01-24,"Connor, Clark & Lunn Investment Management Ltd.",AMG Critical Materials N.V.,archive
0.61,FR0013326246,2022-01-24,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,archive
0.71,NL0011540547,2022-01-24,Marshall Wace LLP,ABN AMRO Bank NV,archive
1.04,NL0012817175,2022-01-24,Marshall Wace LLP,Alfen N.V.,archive
0.47,LU0569974404,2022-01-24,Millennium International Management LP,Aperam S.A.,archive
0.58,NL0000888691,2022-01-24,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,archive
1.57,NL0009739416,2022-01-24,"WorldQuant, LLC",PostNL N.V.,archive
0.72,NL0000888691,2022-01-21,Capital Fund Management S.A.,AMG Critical Materials N.V.,archive
0.49,NL0000888691,2022-01-21,Citadel Advisors LLC,AMG Critical Materials N.V.,archive
0.5,NL0009739416,2022-01-21,Citadel Advisors LLC,PostNL N.V.,archive
0.58,FR0013326246,2022-01-21,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,archive
0.99,NL0012817175,2022-01-21,Marshall Wace LLP,Alfen N.V.,archive
1.92,NL0009739416,2022-01-21,Marshall Wace LLP,PostNL N.V.,archive
0.66,NL0000888691,2022-01-21,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,archive
0.6,NL00150003E1,2022-01-21,"WorldQuant, LLC",Fugro N.V.,archive
1.44,NL0009739416,2022-01-21,"WorldQuant, LLC",PostNL N.V.,archive
