position_holder,net_short_position,position_date,issuer_name,isin,source
Marshall Wace LLP,0.59,2017-09-05,Fugro N.V.,NL0000352565,archive
"WorldQuant, LLC",1.26,2017-09-05,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,0.93,2017-09-04,Koninklijke BAM Groep N.V.,NL0000337319,archive
AHL Partners LLP,0.69,2017-09-04,Lakefront Biotherapeutics NV,BE0003818359,archive
Lansdowne Partners (UK) LLP,0.69,2017-09-04,Koninklijke Ahold Delhaize N.V.,NL0011794037,archive
"Algert Global, LLC",0.49,2017-09-01,Koninklijke BAM Groep N.V.,NL0000337319,archive
HBK Investments LP,1.51,2017-09-01,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.19,2017-09-01,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,1.14,2017-09-01,Flow Traders Ltd.,NL0011279492,archive
Marshall Wace LLP,0.61,2017-09-01,OCI N.V.,NL0010558797,archive
Marshall Wace LLP,0.67,2017-09-01,PostNL N.V.,NL0009739416,archive
"WorldQuant, LLC",1.33,2017-09-01,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,1.51,2017-08-31,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,0.86,2017-08-31,Koninklijke BAM Groep N.V.,NL0000337319,archive
AHL Partners LLP,0.77,2017-08-31,Lakefront Biotherapeutics NV,BE0003818359,archive
"AQR Capital Management, LLC",1.71,2017-08-31,Koninklijke Vopak N.V.,NL0009432491,archive
"AQR Capital Management, LLC",2.7,2017-08-31,SBM Offshore N.V.,NL0000360618,archive
"BlackRock Institutional Trust Company, National Association",0.69,2017-08-31,Fugro N.V.,NL0000352565,archive
BlackRock Investment Management (UK) Limited,1.31,2017-08-31,Brunel International N.V.,NL0010776944,archive
HBK Investments LP,1.48,2017-08-31,Fugro N.V.,NL0000352565,archive
Millennium International Management LP,0.48,2017-08-31,Lakefront Biotherapeutics NV,BE0003818359,archive
Renaissance Technologies LLC,0.7,2017-08-31,Sif Holding N.V.,NL0011660485,archive
Capital Fund Management S.A.,0.52,2017-08-30,Fugro N.V.,NL0000352565,archive
JPMorgan Asset Management (UK) Ltd.,0.82,2017-08-30,TomTom N.V.,NL0000387058,archive
Marshall Wace LLP,0.77,2017-08-30,PostNL N.V.,NL0009739416,archive
Renaissance Technologies LLC,0.64,2017-08-30,Sif Holding N.V.,NL0011660485,archive
AHL Partners LLP,0.72,2017-08-29,Koninklijke BAM Groep N.V.,NL0000337319,archive
"Arrowstreet Capital, Limited Partnership",0.9,2017-08-29,Fugro N.V.,NL0000352565,archive
BlackRock Investment Management (UK) Limited,1.21,2017-08-29,Brunel International N.V.,NL0010776944,archive
BlueCrest Capital Management Limited,0.53,2017-08-29,Van Lanschot Kempen N.V.,NL0000302636,archive
Macquarie Funds Management Hong Kong Limited,0.8,2017-08-29,Brunel International N.V.,NL0010776944,archive
Marshall Wace LLP,1.19,2017-08-29,Wereldhave N.V.,NL0000289213,archive
Renaissance Technologies LLC,0.57,2017-08-29,Sif Holding N.V.,NL0011660485,archive
"WorldQuant, LLC",1.22,2017-08-29,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.0,2017-08-28,Flow Traders Ltd.,NL0011279492,archive
Millennium International Management LP,0.98,2017-08-28,Wereldhave N.V.,NL0000289213,archive
AHL Partners LLP,0.62,2017-08-25,Koninklijke BAM Groep N.V.,NL0000337319,archive
AHL Partners LLP,0.86,2017-08-25,Lakefront Biotherapeutics NV,BE0003818359,archive
"AQR Capital Management, LLC",1.62,2017-08-25,Koninklijke Vopak N.V.,NL0009432491,archive
"AQR Capital Management, LLC",2.69,2017-08-25,SBM Offshore N.V.,NL0000360618,archive
HBK Investments LP,1.51,2017-08-25,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.2,2017-08-25,Wereldhave N.V.,NL0000289213,archive
AHL Partners LLP,1.41,2017-08-24,Fugro N.V.,NL0000352565,archive
HBK Investments LP,1.49,2017-08-24,Fugro N.V.,NL0000352565,archive
Linden Advisors LP,0.54,2017-08-24,Koninklijke BAM Groep N.V.,NL0000337319,archive
AHL Partners LLP,1.36,2017-08-23,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,0.51,2017-08-23,Koninklijke BAM Groep N.V.,NL0000337319,archive
"Algert Global, LLC",0.5,2017-08-23,Koninklijke BAM Groep N.V.,NL0000337319,archive
"BlackRock Institutional Trust Company, National Association",0.59,2017-08-23,SBM Offshore N.V.,NL0000360618,archive
BlackRock Investment Management (UK) Limited,0.99,2017-08-23,Koninklijke BAM Groep N.V.,NL0000337319,archive
Capital Fund Management S.A.,0.5,2017-08-23,Flow Traders Ltd.,NL0011279492,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.5,2017-08-23,SBM Offshore N.V.,NL0000360618,archive
Marshall Wace LLP,1.29,2017-08-23,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,0.88,2017-08-23,PostNL N.V.,NL0009739416,archive
AKO Capital LLP,0.49,2017-08-22,TKH Group N.V.,NL0000852523,archive
"Algert Global, LLC",0.49,2017-08-22,Koninklijke BAM Groep N.V.,NL0000337319,archive
"AQR Capital Management, LLC",0.7,2017-08-22,OCI N.V.,NL0010558797,archive
"Arrowstreet Capital, Limited Partnership",0.8,2017-08-22,Fugro N.V.,NL0000352565,archive
JPMorgan Asset Management (UK) Ltd.,0.84,2017-08-22,Brunel International N.V.,NL0010776944,archive
JPMorgan Asset Management (UK) Ltd.,1.3,2017-08-22,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.91,2017-08-22,Flow Traders Ltd.,NL0011279492,archive
"WorldQuant, LLC",1.15,2017-08-22,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,1.22,2017-08-21,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,0.45,2017-08-21,SBM Offshore N.V.,NL0000360618,archive
"AQR Capital Management, LLC",1.51,2017-08-21,Koninklijke Vopak N.V.,NL0009432491,archive
HBK Investments LP,1.52,2017-08-21,Fugro N.V.,NL0000352565,archive
JPMorgan Asset Management (UK) Ltd.,0.55,2017-08-21,Brunel International N.V.,NL0010776944,archive
Lansdowne Partners (UK) LLP,0.7,2017-08-21,Koninklijke Ahold Delhaize N.V.,NL0011794037,archive
"WorldQuant, LLC",1.07,2017-08-21,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,1.1,2017-08-18,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,0.9,2017-08-18,Lakefront Biotherapeutics NV,BE0003818359,archive
BlackRock Investment Management (UK) Limited,1.24,2017-08-18,Basic-Fit N.V.,NL0011872650,archive
BlackRock Investment Management (UK) Limited,0.79,2017-08-18,Wereldhave N.V.,NL0000289213,archive
Marshall Wace LLP,0.93,2017-08-18,PostNL N.V.,NL0009739416,archive
Millennium International Management LP,1.01,2017-08-18,Wereldhave N.V.,NL0000289213,archive
Oxford Asset Management,0.59,2017-08-18,Lakefront Biotherapeutics NV,BE0003818359,archive
"WorldQuant, LLC",0.98,2017-08-18,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,0.99,2017-08-17,Fugro N.V.,NL0000352565,archive
"BlackRock Institutional Trust Company, National Association",0.64,2017-08-17,SBM Offshore N.V.,NL0000360618,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.62,2017-08-17,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.35,2017-08-17,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,0.51,2017-08-17,OCI N.V.,NL0010558797,archive
"WorldQuant, LLC",0.82,2017-08-17,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,0.88,2017-08-16,Fugro N.V.,NL0000352565,archive
"BlackRock Institutional Trust Company, National Association",0.74,2017-08-16,Fugro N.V.,NL0000352565,archive
BlackRock Investment Management (UK) Limited,1.08,2017-08-16,Koninklijke BAM Groep N.V.,NL0000337319,archive
BlackRock Investment Management (UK) Limited,0.82,2017-08-16,Wereldhave N.V.,NL0000289213,archive
Marshall Wace LLP,1.19,2017-08-16,Wereldhave N.V.,NL0000289213,archive
"WorldQuant, LLC",0.61,2017-08-16,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,0.77,2017-08-15,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,0.81,2017-08-15,Lakefront Biotherapeutics NV,BE0003818359,archive
AKO Capital LLP,0.51,2017-08-15,TKH Group N.V.,NL0000852523,archive
"Algert Global, LLC",0.5,2017-08-15,Koninklijke BAM Groep N.V.,NL0000337319,archive
"Arrowstreet Capital, Limited Partnership",0.7,2017-08-15,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.4,2017-08-15,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,0.8,2017-08-15,Flow Traders Ltd.,NL0011279492,archive
Millennium International Management LP,0.53,2017-08-15,Lakefront Biotherapeutics NV,BE0003818359,archive
Millennium International Management LP,0.97,2017-08-15,Wereldhave N.V.,NL0000289213,archive
AHL Partners LLP,0.66,2017-08-14,Fugro N.V.,NL0000352565,archive
"AQR Capital Management, LLC",2.78,2017-08-14,SBM Offshore N.V.,NL0000360618,archive
BlackRock Investment Management (UK) Limited,1.13,2017-08-14,Basic-Fit N.V.,NL0011872650,archive
BlackRock Investment Management (UK) Limited,0.75,2017-08-14,Wereldhave N.V.,NL0000289213,archive
BNP Paribas S.A.,0.73,2017-08-14,Koninklijke KPN N.V.,NL0000009082,archive
AHL Partners LLP,0.55,2017-08-11,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,0.74,2017-08-11,Lakefront Biotherapeutics NV,BE0003818359,archive
BlackRock Investment Management (UK) Limited,1.07,2017-08-11,Basic-Fit N.V.,NL0011872650,archive
HBK Investments LP,1.46,2017-08-11,Fugro N.V.,NL0000352565,archive
Jupiter Investment Management Limited,0.49,2017-08-11,Koninklijke KPN N.V.,NL0000009082,archive
AHL Partners LLP,0.45,2017-08-10,Fugro N.V.,NL0000352565,archive
"AQR Capital Management, LLC",1.41,2017-08-10,Koninklijke Vopak N.V.,NL0009432491,archive
"BlackRock Institutional Trust Company, National Association",0.6,2017-08-10,Fugro N.V.,NL0000352565,archive
"BlackRock Institutional Trust Company, National Association",0.71,2017-08-10,SBM Offshore N.V.,NL0000360618,archive
BlackRock Investment Management (UK) Limited,1.11,2017-08-10,Koninklijke BAM Groep N.V.,NL0000337319,archive
JPMorgan Asset Management (UK) Ltd.,1.29,2017-08-10,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.7,2017-08-10,Flow Traders Ltd.,NL0011279492,archive
Marshall Wace LLP,0.83,2017-08-10,PostNL N.V.,NL0009739416,archive
Marshall Wace LLP,1.22,2017-08-10,Wereldhave N.V.,NL0000289213,archive
Millennium International Management LP,1.08,2017-08-10,Wereldhave N.V.,NL0000289213,archive
"AQR Capital Management, LLC",0.6,2017-08-09,OCI N.V.,NL0010558797,archive
Marshall Wace LLP,1.19,2017-08-09,Wereldhave N.V.,NL0000289213,archive
Millennium International Management LP,0.49,2017-08-09,Lakefront Biotherapeutics NV,BE0003818359,archive
Oxford Asset Management,0.69,2017-08-09,Lakefront Biotherapeutics NV,BE0003818359,archive
AHL Partners LLP,0.62,2017-08-08,Lakefront Biotherapeutics NV,BE0003818359,archive
"AQR Capital Management, LLC",0.5,2017-08-08,AEGON Ltd.,NL0000303709,archive
BlackRock Investment Management (UK) Limited,1.09,2017-08-08,Koninklijke BAM Groep N.V.,NL0000337319,archive
CQS (UK) LLP,3.43,2017-08-08,Aperam S.A.,LU0569974404,archive
Macquarie Funds Management Hong Kong Limited,0.78,2017-08-08,Brunel International N.V.,NL0010776944,archive
Marshall Wace LLP,0.61,2017-08-08,Flow Traders Ltd.,NL0011279492,archive
Marshall Wace LLP,0.7,2017-08-08,PostNL N.V.,NL0009739416,archive
Capital Fund Management S.A.,0.6,2017-08-07,Wereldhave N.V.,NL0000289213,archive
HBK Investments LP,1.3,2017-08-07,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,0.5,2017-08-04,Fugro N.V.,NL0000352565,archive
"Arrowstreet Capital, Limited Partnership",0.6,2017-08-04,Fugro N.V.,NL0000352565,archive
BlackRock Investment Management (UK) Limited,0.49,2017-08-04,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,1.3,2017-08-04,ARCADIS N.V.,NL0006237562,archive
Renaissance Technologies LLC,0.49,2017-08-04,ASM International N.V.,NL0000334118,archive
AHL Partners LLP,0.51,2017-08-03,Lakefront Biotherapeutics NV,BE0003818359,archive
HBK Investments LP,1.26,2017-08-03,Fugro N.V.,NL0000352565,archive
JPMorgan Asset Management (UK) Ltd.,1.36,2017-08-03,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.51,2017-08-03,Flow Traders Ltd.,NL0011279492,archive
Renaissance Technologies LLC,0.5,2017-08-03,ASM International N.V.,NL0000334118,archive
"AQR Capital Management, LLC",1.3,2017-08-02,Koninklijke Vopak N.V.,NL0009432491,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.52,2017-08-02,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.22,2017-08-02,Wereldhave N.V.,NL0000289213,archive
Adage Capital Management L.P.,0.42,2017-07-31,ArcelorMittal S.A.,LU1598757687,archive
B&G Master Fund Plc,0.5,2017-07-31,NN Group N.V.,NL0010773842,archive
BNP Paribas S.A.,0.49,2017-07-31,Aperam S.A.,LU0569974404,archive
BNP Paribas S.A.,0.49,2017-07-31,BE Semiconductor Industries N.V.,NL0000339760,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.49,2017-07-31,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.29,2017-07-31,ARCADIS N.V.,NL0006237562,archive
Millennium International Management LP,0.51,2017-07-31,Lakefront Biotherapeutics NV,BE0003818359,archive
Tybourne Capital Management (HK) Limited,1.81,2017-07-31,Signify N.V.,NL0011821392,archive
"AQR Capital Management, LLC",2.81,2017-07-28,SBM Offshore N.V.,NL0000360618,archive
"BlackRock Institutional Trust Company, National Association",0.6,2017-07-28,SBM Offshore N.V.,NL0000360618,archive
GSA Capital Partners LLP,0.5,2017-07-28,Brunel International N.V.,NL0010776944,archive
Marshall Wace LLP,1.31,2017-07-28,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,0.48,2017-07-28,Koninklijke BAM Groep N.V.,NL0000337319,archive
CQS (UK) LLP,0.93,2017-07-27,BE Semiconductor Industries N.V.,NL0000339760,archive
"Lucerne Capital Management, L.P.",0.25,2017-07-27,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,1.41,2017-07-27,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,1.13,2017-07-27,Wereldhave N.V.,NL0000289213,archive
Pictet Asset Management S.A.,0.49,2017-07-27,Aperam S.A.,LU0569974404,archive
BNP Paribas S.A.,0.5,2017-07-26,Aperam S.A.,LU0569974404,archive
BNP Paribas S.A.,0.5,2017-07-26,BE Semiconductor Industries N.V.,NL0000339760,archive
Marshall Wace LLP,0.57,2017-07-26,Koninklijke BAM Groep N.V.,NL0000337319,archive
Marshall Wace LLP,0.96,2017-07-26,Wereldhave N.V.,NL0000289213,archive
BlackRock Investment Management (UK) Limited,1.1,2017-07-25,Koninklijke BAM Groep N.V.,NL0000337319,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.51,2017-07-25,Fugro N.V.,NL0000352565,archive
CQS (UK) LLP,0.84,2017-07-25,BE Semiconductor Industries N.V.,NL0000339760,archive
Marshall Wace LLP,0.81,2017-07-25,Wereldhave N.V.,NL0000289213,archive
"AQR Capital Management, LLC",1.2,2017-07-24,Koninklijke Vopak N.V.,NL0009432491,archive
Marshall Wace LLP,0.6,2017-07-21,PostNL N.V.,NL0009739416,archive
Millennium International Management LP,0.42,2017-07-21,Lakefront Biotherapeutics NV,BE0003818359,archive
"AQR Capital Management, LLC",2.71,2017-07-20,SBM Offshore N.V.,NL0000360618,archive
BlackRock Investment Management (UK) Limited,0.5,2017-07-20,ARCADIS N.V.,NL0006237562,archive
BlackRock Investment Management (UK) Limited,1.0,2017-07-20,Koninklijke BAM Groep N.V.,NL0000337319,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.48,2017-07-20,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.59,2017-07-20,PostNL N.V.,NL0009739416,archive
Marshall Wace LLP,0.79,2017-07-20,Wereldhave N.V.,NL0000289213,archive
Millennium International Management LP,0.53,2017-07-20,Lakefront Biotherapeutics NV,BE0003818359,archive
Oxford Asset Management,0.71,2017-07-20,Lakefront Biotherapeutics NV,BE0003818359,archive
"Arrowstreet Capital, Limited Partnership",0.5,2017-07-19,Fugro N.V.,NL0000352565,archive
Millennium International Management LP,0.43,2017-07-19,NSI N.V.,NL0012365084,archive
AKO Capital LLP,0.78,2017-07-18,TKH Group N.V.,NL0000852523,archive
Lone Pine Capital LLC,0.48,2017-07-18,Koninklijke Ahold Delhaize N.V.,NL0011794037,archive
Marshall Wace LLP,1.68,2017-07-18,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,0.6,2017-07-18,PostNL N.V.,NL0009739416,archive
Marshall Wace LLP,0.8,2017-07-18,Wereldhave N.V.,NL0000289213,archive
Millennium International Management LP,0.67,2017-07-18,Lakefront Biotherapeutics NV,BE0003818359,archive
Millennium International Management LP,0.5,2017-07-18,NSI N.V.,NL0012365084,archive
Oxford Asset Management,0.49,2017-07-18,SBM Offshore N.V.,NL0000360618,archive
AKO Capital LLP,0.81,2017-07-17,TKH Group N.V.,NL0000852523,archive
HBK Investments LP,1.13,2017-07-17,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.78,2017-07-17,Wereldhave N.V.,NL0000289213,archive
Millennium International Management LP,1.19,2017-07-17,Wereldhave N.V.,NL0000289213,archive
Marshall Wace LLP,1.7,2017-07-14,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,0.81,2017-07-14,Wereldhave N.V.,NL0000289213,archive
"Philadelphia Financial Management of San Francisco, LLC",1.03,2017-07-14,Flow Traders Ltd.,NL0011279492,archive
Adage Capital Management L.P.,0.52,2017-07-13,ArcelorMittal S.A.,LU1598757687,archive
AHL Partners LLP,0.52,2017-07-13,SBM Offshore N.V.,NL0000360618,archive
AKO Capital LLP,1.07,2017-07-13,TKH Group N.V.,NL0000852523,archive
"AQR Capital Management, LLC",2.61,2017-07-13,SBM Offshore N.V.,NL0000360618,archive
Marshall Wace LLP,1.1,2017-07-13,Wereldhave N.V.,NL0000289213,archive
Millennium International Management LP,0.7,2017-07-13,Lakefront Biotherapeutics NV,BE0003818359,archive
Millennium International Management LP,0.48,2017-07-13,NSI N.V.,NL0012365084,archive
AKO Capital LLP,1.13,2017-07-12,TKH Group N.V.,NL0000852523,archive
"AQR Capital Management, LLC",1.1,2017-07-12,Koninklijke Vopak N.V.,NL0009432491,archive
BlackRock Investment Management (UK) Limited,1.1,2017-07-12,Brunel International N.V.,NL0010776944,archive
BlackRock Investment Management (UK) Limited,0.62,2017-07-12,Wereldhave N.V.,NL0000289213,archive
Millennium International Management LP,0.69,2017-07-12,Lakefront Biotherapeutics NV,BE0003818359,archive
Oxford Asset Management,0.59,2017-07-12,SBM Offshore N.V.,NL0000360618,archive
Marshall Wace LLP,0.61,2017-07-11,Koninklijke BAM Groep N.V.,NL0000337319,archive
Marshall Wace LLP,1.09,2017-07-11,Wereldhave N.V.,NL0000289213,archive
Adage Capital Management L.P.,0.44,2017-07-10,ArcelorMittal S.A.,LU1598757687,archive
"BlackRock Institutional Trust Company, National Association",0.5,2017-07-10,SBM Offshore N.V.,NL0000360618,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.5,2017-07-07,Fugro N.V.,NL0000352565,archive
"Valiant Capital Management, LP",0.45,2017-07-07,SBM Offshore N.V.,NL0000360618,archive
Adage Capital Management L.P.,0.51,2017-07-06,ArcelorMittal S.A.,LU1598757687,archive
"AQR Capital Management, LLC",2.52,2017-07-06,SBM Offshore N.V.,NL0000360618,archive
"BlackRock Institutional Trust Company, National Association",0.47,2017-07-06,SBM Offshore N.V.,NL0000360618,archive
HBK Investments LP,1.04,2017-07-06,Fugro N.V.,NL0000352565,archive
Lone Pine Capital LLC,0.59,2017-07-06,Koninklijke Ahold Delhaize N.V.,NL0011794037,archive
Marshall Wace LLP,1.61,2017-07-06,ARCADIS N.V.,NL0006237562,archive
BlackRock Investment Management (UK) Limited,1.09,2017-07-05,Brunel International N.V.,NL0010776944,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.48,2017-07-05,Fugro N.V.,NL0000352565,archive
Millennium International Management LP,0.5,2017-07-05,NSI N.V.,NL0012365084,archive
Oxford Asset Management,0.61,2017-07-05,SBM Offshore N.V.,NL0000360618,archive
Oxford Asset Management,0.58,2017-07-04,SBM Offshore N.V.,NL0000360618,archive
BlackRock Investment Management (UK) Limited,1.1,2017-07-03,Brunel International N.V.,NL0010776944,archive
BlackRock Investment Management (UK) Limited,0.5,2017-07-03,Wereldhave N.V.,NL0000289213,archive
Marshall Wace LLP,1.53,2017-07-03,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,0.51,2017-07-03,PostNL N.V.,NL0009739416,archive
Oxford Asset Management,0.6,2017-07-03,SBM Offshore N.V.,NL0000360618,archive
Marshall Wace LLP,1.47,2017-06-30,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,0.59,2017-06-30,Koninklijke BAM Groep N.V.,NL0000337319,archive
Marshall Wace LLP,1.1,2017-06-30,Wereldhave N.V.,NL0000289213,archive
Oxford Asset Management,0.59,2017-06-30,SBM Offshore N.V.,NL0000360618,archive
Adage Capital Management L.P.,0.46,2017-06-29,Aperam S.A.,LU0569974404,archive
HBK Investments LP,0.96,2017-06-29,Fugro N.V.,NL0000352565,archive
"AQR Capital Management, LLC",1.1,2017-06-28,Koninklijke KPN N.V.,NL0000009082,archive
"BlackRock Institutional Trust Company, National Association",0.59,2017-06-28,SBM Offshore N.V.,NL0000360618,archive
Capital Fund Management S.A.,0.59,2017-06-28,Wereldhave N.V.,NL0000289213,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.5,2017-06-28,Fugro N.V.,NL0000352565,archive
