net_short_position,issuer_name,position_holder,position_date,isin,source
0.7,Wereldhave N.V.,"WorldQuant, LLC",2018-06-22,NL0000289213,archive
0.61,Wereldhave N.V.,Citadel Advisors II LLC,2018-06-21,NL0000289213,archive
0.79,BE Semiconductor Industries N.V.,CQS (UK) LLP,2018-06-21,NL0012866412,archive
1.82,ARCADIS N.V.,Marshall Wace LLP,2018-06-21,NL0006237562,archive
1.1,Wereldhave N.V.,Millennium International Management LP,2018-06-21,NL0000289213,archive
0.49,Pharming Group N.V.,"WorldQuant, LLC",2018-06-21,NL0010391025,archive
0.62,Fugro N.V.,BlueCrest Capital Management Limited,2018-06-20,NL0000352565,archive
0.58,Wereldhave N.V.,Citadel Advisors II LLC,2018-06-20,NL0000289213,archive
1.3,Fugro N.V.,HBK Investments LP,2018-06-20,NL0000352565,archive
1.2,Fugro N.V.,Jupiter Investment Management Limited,2018-06-20,NL0000352565,archive
0.5,Pharming Group N.V.,"WorldQuant, LLC",2018-06-20,NL0010391025,archive
0.65,Wereldhave N.V.,"WorldQuant, LLC",2018-06-20,NL0000289213,archive
0.9,PostNL N.V.,Capital Fund Management S.A.,2018-06-19,NL0009739416,archive
0.49,Wereldhave N.V.,Citadel Advisors II LLC,2018-06-19,NL0000289213,archive
0.59,Aperam S.A.,CQS (UK) LLP,2018-06-19,LU0569974404,archive
2.12,ARCADIS N.V.,Lansdowne Partners (UK) LLP,2018-06-19,NL0006237562,archive
0.82,Fugro N.V.,Marshall Wace LLP,2018-06-19,NL0000352565,archive
0.79,PostNL N.V.,Marshall Wace LLP,2018-06-19,NL0009739416,archive
0.46,Pharming Group N.V.,"PDT Partners, LLC",2018-06-19,NL0010391025,archive
1.2,Fugro N.V.,AHL Partners LLP,2018-06-18,NL0000352565,archive
0.68,NN Group N.V.,B&G Master Fund Plc,2018-06-18,NL0010773842,archive
1.12,Fugro N.V.,Jupiter Investment Management Limited,2018-06-18,NL0000352565,archive
2.01,ARCADIS N.V.,Lansdowne Partners (UK) LLP,2018-06-18,NL0006237562,archive
0.81,PostNL N.V.,Marshall Wace LLP,2018-06-18,NL0009739416,archive
0.7,TomTom N.V.,Marshall Wace LLP,2018-06-18,NL0000387058,archive
2.58,Wereldhave N.V.,Marshall Wace LLP,2018-06-18,NL0000289213,archive
0.88,AMG Critical Materials N.V.,Millennium International Management LP,2018-06-18,NL0000888691,archive
0.53,Pharming Group N.V.,"PDT Partners, LLC",2018-06-18,NL0010391025,archive
0.59,Galapagos NV,"WorldQuant, LLC",2018-06-18,BE0003818359,archive
2.49,Galapagos NV,"AQR Capital Management, LLC",2018-06-15,BE0003818359,archive
0.69,TomTom N.V.,"Arrowstreet Capital, Limited Partnership",2018-06-15,NL0000387058,archive
0.82,PostNL N.V.,Jupiter Investment Management Limited,2018-06-15,NL0009739416,archive
1.92,ARCADIS N.V.,Lansdowne Partners (UK) LLP,2018-06-15,NL0006237562,archive
0.74,Fugro N.V.,Marshall Wace LLP,2018-06-15,NL0000352565,archive
0.72,PostNL N.V.,Marshall Wace LLP,2018-06-15,NL0009739416,archive
0.5,AMG Critical Materials N.V.,Millennium Capital Partners LLP,2018-06-15,NL0000888691,archive
0.9,AMG Critical Materials N.V.,Millennium International Management LP,2018-06-15,NL0000888691,archive
0.6,Pharming Group N.V.,"PDT Partners, LLC",2018-06-15,NL0010391025,archive
0.86,PostNL N.V.,"WorldQuant, LLC",2018-06-15,NL0009739416,archive
1.79,Fugro N.V.,Capital Fund Management S.A.,2018-06-14,NL0000352565,archive
0.69,OCI N.V.,Capital Fund Management S.A.,2018-06-14,NL0010558797,archive
0.5,ARCADIS N.V.,GSA Capital Partners LLP,2018-06-14,NL0006237562,archive
0.59,Wereldhave N.V.,GSA Capital Partners LLP,2018-06-14,NL0000289213,archive
0.55,AMG Critical Materials N.V.,Millennium International Management LP,2018-06-14,NL0000888691,archive
0.06,Unibail-Rodamco-Westfield SE,Omni Partners LLP,2018-06-14,FR0013326246,archive
0.73,Pharming Group N.V.,"PDT Partners, LLC",2018-06-14,NL0010391025,archive
3.35,BE Semiconductor Industries N.V.,Scopia Capital Management LP,2018-06-14,NL0012866412,archive
0.81,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2018-06-14,NL0000337319,archive
2.5,Galapagos NV,"AQR Capital Management, LLC",2018-06-13,BE0003818359,archive
0.8,Fugro N.V.,Citadel Europe LLP,2018-06-13,NL0000352565,archive
1.0,Fugro N.V.,Jupiter Investment Management Limited,2018-06-13,NL0000352565,archive
0.65,AMG Critical Materials N.V.,Millennium International Management LP,2018-06-13,NL0000888691,archive
0.81,Pharming Group N.V.,"PDT Partners, LLC",2018-06-13,NL0010391025,archive
3.1,BE Semiconductor Industries N.V.,Scopia Capital Management LP,2018-06-13,NL0012866412,archive
2.49,Galapagos NV,"AQR Capital Management, LLC",2018-06-12,BE0003818359,archive
2.19,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",2018-06-12,NL0009432491,archive
0.91,BE Semiconductor Industries N.V.,CQS (UK) LLP,2018-06-12,NL0012866412,archive
0.7,PostNL N.V.,Jupiter Investment Management Limited,2018-06-12,NL0009739416,archive
0.61,PostNL N.V.,Marshall Wace LLP,2018-06-12,NL0009739416,archive
0.61,TomTom N.V.,Marshall Wace LLP,2018-06-12,NL0000387058,archive
0.74,AMG Critical Materials N.V.,Millennium International Management LP,2018-06-12,NL0000888691,archive
0.47,Fugro N.V.,RAM Active Investments SA,2018-06-12,NL0000352565,archive
2.95,BE Semiconductor Industries N.V.,Scopia Capital Management LP,2018-06-12,NL0012866412,archive
0.5,PostNL N.V.,Systematica Investments Limited,2018-06-12,NL0009739416,archive
0.89,AEGON Ltd.,Viking Global Investors LP,2018-06-12,NL0000303709,archive
1.81,Fugro N.V.,Capital Fund Management S.A.,2018-06-11,NL0000352565,archive
0.7,OCI N.V.,Capital Fund Management S.A.,2018-06-11,NL0010558797,archive
1.7,ARCADIS N.V.,Marshall Wace LLP,2018-06-11,NL0006237562,archive
0.49,AMG Critical Materials N.V.,Millennium Capital Partners LLP,2018-06-11,NL0000888691,archive
2.88,BE Semiconductor Industries N.V.,Scopia Capital Management LP,2018-06-11,NL0012866412,archive
1.19,Fugro N.V.,AHL Partners LLP,2018-06-08,NL0000352565,archive
2.5,Galapagos NV,"AQR Capital Management, LLC",2018-06-08,BE0003818359,archive
2.21,SBM Offshore N.V.,"AQR Capital Management, LLC",2018-06-08,NL0000360618,archive
0.51,Fugro N.V.,BlackRock Investment Management (UK) Limited,2018-06-08,NL0000352565,archive
0.62,PostNL N.V.,Jupiter Investment Management Limited,2018-06-08,NL0009739416,archive
0.58,Koninklijke BAM Groep N.V.,Linden Advisors LP,2018-06-08,NL0000337319,archive
1.46,Koninklijke BAM Groep N.V.,Marshall Wace LLP,2018-06-08,NL0000337319,archive
0.52,PostNL N.V.,Marshall Wace LLP,2018-06-08,NL0009739416,archive
0.89,AMG Critical Materials N.V.,Millennium International Management LP,2018-06-08,NL0000888691,archive
0.99,Pharming Group N.V.,"PDT Partners, LLC",2018-06-08,NL0010391025,archive
0.54,BE Semiconductor Industries N.V.,Pictet Asset Management S.A.,2018-06-08,NL0012866412,archive
0.71,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2018-06-08,NL0000337319,archive
2.49,Galapagos NV,"AQR Capital Management, LLC",2018-06-07,BE0003818359,archive
1.79,Fugro N.V.,Capital Fund Management S.A.,2018-06-07,NL0000352565,archive
0.69,OCI N.V.,Capital Fund Management S.A.,2018-06-07,NL0010558797,archive
0.86,Koninklijke BAM Groep N.V.,Citadel Advisors II LLC,2018-06-07,NL0000337319,archive
0.62,Fugro N.V.,Marshall Wace LLP,2018-06-07,NL0000352565,archive
0.53,TomTom N.V.,Marshall Wace LLP,2018-06-07,NL0000387058,archive
0.8,Fugro N.V.,Systematica Investments Limited,2018-06-07,NL0000352565,archive
0.99,AEGON Ltd.,Viking Global Investors LP,2018-06-07,NL0000303709,archive
0.67,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2018-06-07,NL0000337319,archive
0.7,TomTom N.V.,"Arrowstreet Capital, Limited Partnership",2018-06-06,NL0000387058,archive
0.8,PostNL N.V.,Capital Fund Management S.A.,2018-06-06,NL0009739416,archive
0.91,Koninklijke BAM Groep N.V.,Citadel Advisors II LLC,2018-06-06,NL0000337319,archive
1.4,Signify N.V.,Lone Pine Capital LLC,2018-06-06,NL0011821392,archive
1.02,Pharming Group N.V.,"PDT Partners, LLC",2018-06-06,NL0010391025,archive
0.57,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2018-06-06,NL0000337319,archive
0.97,PostNL N.V.,"WorldQuant, LLC",2018-06-06,NL0009739416,archive
0.59,Galapagos NV,AHL Partners LLP,2018-06-05,BE0003818359,archive
1.2,Koninklijke KPN N.V.,"AQR Capital Management, LLC",2018-06-05,NL0000009082,archive
0.69,TomTom N.V.,"Arrowstreet Capital, Limited Partnership",2018-06-05,NL0000387058,archive
0.49,PostNL N.V.,"BlueMountain Capital Management, LLC",2018-06-05,NL0009739416,archive
0.86,Koninklijke BAM Groep N.V.,Citadel Advisors II LLC,2018-06-05,NL0000337319,archive
0.48,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",2018-06-05,NL0000289213,archive
0.59,Fugro N.V.,Lazard Asset Management LLC,2018-06-05,NL0000352565,archive
1.03,Signify N.V.,Lone Pine Capital LLC,2018-06-05,NL0011821392,archive
0.55,Fugro N.V.,Marshall Wace LLP,2018-06-05,NL0000352565,archive
0.47,Wereldhave N.V.,Odey Asset Management LLP,2018-06-05,NL0000289213,archive
0.52,Unibail-Rodamco-Westfield SE,Omni Partners LLP,2018-06-05,FR0013326246,archive
0.99,Pharming Group N.V.,"PDT Partners, LLC",2018-06-05,NL0010391025,archive
0.57,PostNL N.V.,"BlueMountain Capital Management, LLC",2018-06-04,NL0009739416,archive
0.58,Wereldhave N.V.,Citadel Advisors II LLC,2018-06-04,NL0000289213,archive
0.53,PostNL N.V.,Jupiter Investment Management Limited,2018-06-04,NL0009739416,archive
0.97,AMG Critical Materials N.V.,Millennium International Management LP,2018-06-04,NL0000888691,archive
1.0,Wereldhave N.V.,Millennium International Management LP,2018-06-04,NL0000289213,archive
0.52,Wereldhave N.V.,"WorldQuant, LLC",2018-06-04,NL0000289213,archive
0.78,AEGON Ltd.,B&G Master Fund Plc,2018-06-01,NL0000303709,archive
0.64,PostNL N.V.,"BlueMountain Capital Management, LLC",2018-06-01,NL0009739416,archive
0.61,Wereldhave N.V.,Citadel Advisors II LLC,2018-06-01,NL0000289213,archive
2.72,BE Semiconductor Industries N.V.,Scopia Capital Management LP,2018-06-01,NL0012866412,archive
2.16,Signify N.V.,Scopia Capital Management LP,2018-06-01,NL0011821392,archive
0.69,Galapagos NV,"WorldQuant, LLC",2018-06-01,BE0003818359,archive
0.49,Wereldhave N.V.,"WorldQuant, LLC",2018-06-01,NL0000289213,archive
0.8,AEGON Ltd.,B&G Master Fund Plc,2018-05-31,NL0000303709,archive
0.72,PostNL N.V.,"BlueMountain Capital Management, LLC",2018-05-31,NL0009739416,archive
0.51,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",2018-05-31,NL0000289213,archive
2.67,Wereldhave N.V.,Marshall Wace LLP,2018-05-31,NL0000289213,archive
1.0,AMG Critical Materials N.V.,Millennium International Management LP,2018-05-31,NL0000888691,archive
0.46,Galapagos NV,Millennium International Management LP,2018-05-31,BE0003818359,archive
1.06,Pharming Group N.V.,"PDT Partners, LLC",2018-05-31,NL0010391025,archive
0.49,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",2018-05-30,NL0000289213,archive
0.99,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",2018-05-30,NL0012866412,archive
0.92,Wereldhave N.V.,Millennium International Management LP,2018-05-30,NL0000289213,archive
1.12,Fugro N.V.,"WorldQuant, LLC",2018-05-30,NL0000352565,archive
0.72,Galapagos NV,"WorldQuant, LLC",2018-05-30,BE0003818359,archive
0.68,Galapagos NV,AHL Partners LLP,2018-05-29,BE0003818359,archive
0.59,Fugro N.V.,BlueCrest Capital Management Limited,2018-05-29,NL0000352565,archive
0.72,Wereldhave N.V.,"Clinton Group, Inc",2018-05-29,NL0000289213,archive
0.51,Wereldhave N.V.,"D. E. Shaw & Co., L.P.",2018-05-29,NL0000289213,archive
0.88,RHI Magnesita N.V.,"Goldman Sachs Group Inc., The",2018-05-29,NL0012650360,archive
1.59,Koninklijke BAM Groep N.V.,Marshall Wace LLP,2018-05-29,NL0000337319,archive
0.51,Koninklijke BAM Groep N.V.,Oxford Asset Management,2018-05-29,NL0000337319,archive
0.71,Fugro N.V.,Systematica Investments Limited,2018-05-29,NL0000352565,archive
0.5,Wereldhave N.V.,"WorldQuant, LLC",2018-05-29,NL0000289213,archive
0.69,Flow Traders Ltd.,Capital Fund Management S.A.,2018-05-28,NL0011279492,archive
0.7,PostNL N.V.,Capital Fund Management S.A.,2018-05-28,NL0009739416,archive
1.61,ARCADIS N.V.,Marshall Wace LLP,2018-05-28,NL0006237562,archive
2.75,Wereldhave N.V.,Marshall Wace LLP,2018-05-28,NL0000289213,archive
1.04,Fugro N.V.,"WorldQuant, LLC",2018-05-28,NL0000352565,archive
1.1,Koninklijke KPN N.V.,"AQR Capital Management, LLC",2018-05-25,NL0000009082,archive
1.59,ARCADIS N.V.,Marshall Wace LLP,2018-05-25,NL0006237562,archive
2.85,Wereldhave N.V.,Marshall Wace LLP,2018-05-25,NL0000289213,archive
0.49,Galapagos NV,Oxford Asset Management,2018-05-25,BE0003818359,archive
0.61,Fugro N.V.,RAM Active Investments SA,2018-05-25,NL0000352565,archive
0.69,Fugro N.V.,Systematica Investments Limited,2018-05-25,NL0000352565,archive
2.1,SBM Offshore N.V.,"AQR Capital Management, LLC",2018-05-24,NL0000360618,archive
0.79,TomTom N.V.,"Arrowstreet Capital, Limited Partnership",2018-05-24,NL0000387058,archive
0.69,Wereldhave N.V.,GSA Capital Partners LLP,2018-05-24,NL0000289213,archive
1.21,Fugro N.V.,HBK Investments LP,2018-05-24,NL0000352565,archive
0.39,Signify N.V.,Kintbury Capital LLP,2018-05-24,NL0011821392,archive
2.97,Wereldhave N.V.,Marshall Wace LLP,2018-05-24,NL0000289213,archive
0.5,AMG Critical Materials N.V.,Millennium Capital Partners LLP,2018-05-24,NL0000888691,archive
0.91,AMG Critical Materials N.V.,Millennium International Management LP,2018-05-24,NL0000888691,archive
0.81,Wereldhave N.V.,Millennium International Management LP,2018-05-24,NL0000289213,archive
0.5,Galapagos NV,Oxford Asset Management,2018-05-24,BE0003818359,archive
0.9,Fugro N.V.,"WorldQuant, LLC",2018-05-24,NL0000352565,archive
0.49,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2018-05-24,NL0000337319,archive
1.03,PostNL N.V.,"WorldQuant, LLC",2018-05-24,NL0009739416,archive
0.6,Fugro N.V.,BlueCrest Capital Management Limited,2018-05-23,NL0000352565,archive
0.8,PostNL N.V.,"BlueMountain Capital Management, LLC",2018-05-23,NL0009739416,archive
0.7,Flow Traders Ltd.,Capital Fund Management S.A.,2018-05-23,NL0011279492,archive
1.0,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",2018-05-23,NL0012866412,archive
1.61,ARCADIS N.V.,Marshall Wace LLP,2018-05-23,NL0006237562,archive
0.49,Galapagos NV,Oxford Asset Management,2018-05-23,BE0003818359,archive
0.53,Pharming Group N.V.,Oxford Asset Management,2018-05-23,NL0010391025,archive
0.83,Fugro N.V.,"WorldQuant, LLC",2018-05-23,NL0000352565,archive
0.78,Koninklijke BAM Groep N.V.,Citadel Advisors II LLC,2018-05-22,NL0000337319,archive
0.6,OCI N.V.,Marshall Wace LLP,2018-05-22,NL0010558797,archive
0.57,Galapagos NV,Millennium International Management LP,2018-05-22,BE0003818359,archive
1.16,Pharming Group N.V.,"PDT Partners, LLC",2018-05-22,NL0010391025,archive
0.98,PostNL N.V.,"WorldQuant, LLC",2018-05-22,NL0009739416,archive
2.09,SBM Offshore N.V.,"AQR Capital Management, LLC",2018-05-21,NL0000360618,archive
1.86,ARCADIS N.V.,Lansdowne Partners (UK) LLP,2018-05-21,NL0006237562,archive
1.58,ARCADIS N.V.,Marshall Wace LLP,2018-05-21,NL0006237562,archive
0.61,Galapagos NV,Millennium International Management LP,2018-05-21,BE0003818359,archive
1.09,Pharming Group N.V.,"PDT Partners, LLC",2018-05-21,NL0010391025,archive
1.66,Signify N.V.,Tybourne Capital Management (HK) Limited,2018-05-21,NL0011821392,archive
2.1,SBM Offshore N.V.,"AQR Capital Management, LLC",2018-05-18,NL0000360618,archive
0.47,OCI N.V.,"Arrowstreet Capital, Limited Partnership",2018-05-18,NL0010558797,archive
0.5,Wereldhave N.V.,Citadel Advisors II LLC,2018-05-18,NL0000289213,archive
3.0,Wereldhave N.V.,Marshall Wace LLP,2018-05-18,NL0000289213,archive
1.13,Pharming Group N.V.,"PDT Partners, LLC",2018-05-18,NL0010391025,archive
0.79,Fugro N.V.,Systematica Investments Limited,2018-05-18,NL0000352565,archive
1.74,Signify N.V.,Tybourne Capital Management (HK) Limited,2018-05-18,NL0011821392,archive
0.59,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2018-05-18,NL0000337319,archive
0.7,Galapagos NV,AHL Partners LLP,2018-05-17,BE0003818359,archive
2.29,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",2018-05-17,NL0009432491,archive
0.9,RHI Magnesita N.V.,"Goldman Sachs Group Inc., The",2018-05-17,NL0012650360,archive
0.49,Pharming Group N.V.,Marshall Wace LLP,2018-05-17,NL0010391025,archive
0.48,BE Semiconductor Industries N.V.,"PDT Partners, LLC",2018-05-17,NL0012866412,archive
1.27,Pharming Group N.V.,"PDT Partners, LLC",2018-05-17,NL0010391025,archive
2.17,Signify N.V.,Tybourne Capital Management (HK) Limited,2018-05-17,NL0011821392,archive
1.01,Koninklijke KPN N.V.,"AQR Capital Management, LLC",2018-05-16,NL0000009082,archive
0.49,Aperam S.A.,"Arrowstreet Capital, Limited Partnership",2018-05-16,LU0569974404,archive
0.77,Wereldhave N.V.,GSA Capital Partners LLP,2018-05-16,NL0000289213,archive
1.7,ARCADIS N.V.,Lansdowne Partners (UK) LLP,2018-05-16,NL0006237562,archive
0.63,Pharming Group N.V.,Marshall Wace LLP,2018-05-16,NL0010391025,archive
2.92,Wereldhave N.V.,Marshall Wace LLP,2018-05-16,NL0000289213,archive
0.89,AMG Critical Materials N.V.,Millennium International Management LP,2018-05-16,NL0000888691,archive
0.5,Wereldhave N.V.,Odey Asset Management LLP,2018-05-16,NL0000289213,archive
1.16,Pharming Group N.V.,"PDT Partners, LLC",2018-05-16,NL0010391025,archive
0.75,Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",2018-05-16,NL0011279492,archive
1.28,Fugro N.V.,AHL Partners LLP,2018-05-15,NL0000352565,archive
0.99,Koninklijke KPN N.V.,"AQR Capital Management, LLC",2018-05-15,NL0000009082,archive
0.79,PostNL N.V.,"BlueMountain Capital Management, LLC",2018-05-15,NL0009739416,archive
0.79,OCI N.V.,Capital Fund Management S.A.,2018-05-15,NL0010558797,archive
1.18,Fugro N.V.,HBK Investments LP,2018-05-15,NL0000352565,archive
0.46,Fugro N.V.,Marshall Wace LLP,2018-05-15,NL0000352565,archive
2.75,Wereldhave N.V.,Marshall Wace LLP,2018-05-15,NL0000289213,archive
0.9,AMG Critical Materials N.V.,Millennium International Management LP,2018-05-15,NL0000888691,archive
0.58,Fugro N.V.,Arrowgrass Capital Partners LLP,2018-05-14,NL0000352565,archive
1.31,Fugro N.V.,HBK Investments LP,2018-05-14,NL0000352565,archive
0.59,OCI N.V.,Marshall Wace LLP,2018-05-14,NL0010558797,archive
0.84,Pharming Group N.V.,Marshall Wace LLP,2018-05-14,NL0010391025,archive
0.89,AMG Critical Materials N.V.,Millennium International Management LP,2018-05-14,NL0000888691,archive
1.25,Pharming Group N.V.,"PDT Partners, LLC",2018-05-14,NL0010391025,archive
0.48,Koninklijke BAM Groep N.V.,Systematica Investments Limited,2018-05-14,NL0000337319,archive
1.31,ARCADIS N.V.,AKO Capital LLP,2018-05-11,NL0006237562,archive
1.0,Koninklijke KPN N.V.,"AQR Capital Management, LLC",2018-05-11,NL0000009082,archive
0.87,RHI Magnesita N.V.,"Goldman Sachs Group Inc., The",2018-05-11,NL0012650360,archive
0.5,Fugro N.V.,Marshall Wace LLP,2018-05-11,NL0000352565,archive
0.6,OCI N.V.,Marshall Wace LLP,2018-05-11,NL0010558797,archive
1.19,OCI N.V.,"AQR Capital Management, LLC",2018-05-10,NL0010558797,archive
0.6,Flow Traders Ltd.,Capital Fund Management S.A.,2018-05-10,NL0011279492,archive
1.21,Fugro N.V.,HBK Investments LP,2018-05-10,NL0000352565,archive
0.6,Fugro N.V.,Lazard Asset Management LLC,2018-05-10,NL0000352565,archive
1.68,ARCADIS N.V.,Marshall Wace LLP,2018-05-10,NL0006237562,archive
1.6,Koninklijke BAM Groep N.V.,Marshall Wace LLP,2018-05-10,NL0000337319,archive
0.9,AMG Critical Materials N.V.,Millennium International Management LP,2018-05-10,NL0000888691,archive
0.59,Galapagos NV,Millennium International Management LP,2018-05-10,BE0003818359,archive
1.31,Fugro N.V.,Oxford Asset Management,2018-05-10,NL0000352565,archive
1.36,Pharming Group N.V.,"PDT Partners, LLC",2018-05-10,NL0010391025,archive
2.09,SBM Offshore N.V.,"AQR Capital Management, LLC",2018-05-09,NL0000360618,archive
0.79,Fugro N.V.,Canada Pension Plan Investment Board,2018-05-09,NL0000352565,archive
1.09,Pharming Group N.V.,Marshall Wace LLP,2018-05-09,NL0010391025,archive
2.61,Wereldhave N.V.,Marshall Wace LLP,2018-05-09,NL0000289213,archive
0.6,Galapagos NV,Millennium International Management LP,2018-05-09,BE0003818359,archive
1.01,AEGON Ltd.,Viking Global Investors LP,2018-05-09,NL0000303709,archive
0.78,Fugro N.V.,"WorldQuant, LLC",2018-05-09,NL0000352565,archive
0.54,Fugro N.V.,BlueCrest Capital Management Limited,2018-05-08,NL0000352565,archive
0.88,PostNL N.V.,"BlueMountain Capital Management, LLC",2018-05-08,NL0009739416,archive
0.57,Signify N.V.,Kintbury Capital LLP,2018-05-08,NL0011821392,archive
1.27,Pharming Group N.V.,Marshall Wace LLP,2018-05-08,NL0010391025,archive
0.48,Fugro N.V.,Myriad Opportunities Master Fund Limited,2018-05-08,NL0000352565,archive
0.57,BE Semiconductor Industries N.V.,"PDT Partners, LLC",2018-05-08,NL0012866412,archive
0.89,Fugro N.V.,Systematica Investments Limited,2018-05-08,NL0000352565,archive
1.09,PostNL N.V.,"WorldQuant, LLC",2018-05-08,NL0009739416,archive
