issuer_name,isin,net_short_position,position_holder,position_date,source
PostNL N.V.,NL0009739416,0.43,Citadel Advisors LLC,2022-01-26,archive
CM.com N.V.,NL0012747059,0.7,Highbridge Capital Management LLC,2022-01-26,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.52,Kintbury Capital LLP,2022-01-26,archive
Aperam S.A.,LU0569974404,1.01,Millennium Capital Partners LLP,2022-01-26,archive
Wereldhave N.V.,NL0000289213,0.29,Millennium International Management LP,2022-01-26,archive
Alfen N.V.,NL0012817175,0.66,Odey Asset Management LLP,2022-01-26,archive
AMG Critical Materials N.V.,NL0000888691,0.49,Qube Research & Technologies Ltd.,2022-01-26,archive
Fugro N.V.,NL00150003E1,0.59,"WorldQuant, LLC",2022-01-26,archive
Alfen N.V.,NL0012817175,0.6,AllianceBernstein L.P.,2022-01-25,archive
CM.com N.V.,NL0012747059,0.59,Highbridge Capital Management LLC,2022-01-25,archive
PostNL N.V.,NL0009739416,0.47,Kuvari Partners LLP,2022-01-25,archive
PostNL N.V.,NL0009739416,1.88,Marshall Wace LLP,2022-01-25,archive
Aperam S.A.,LU0569974404,0.99,Millennium Capital Partners LLP,2022-01-25,archive
PostNL N.V.,NL0009739416,0.68,Millennium Capital Partners LLP,2022-01-25,archive
Alfen N.V.,NL0012817175,0.55,Odey Asset Management LLP,2022-01-25,archive
Galapagos NV,BE0003818359,0.77,Qube Research & Technologies Ltd.,2022-01-25,archive
AMG Critical Materials N.V.,NL0000888691,0.93,Systematica Investments Limited,2022-01-25,archive
Alfen N.V.,NL0012817175,0.5,AllianceBernstein L.P.,2022-01-24,archive
AMG Critical Materials N.V.,NL0000888691,0.51,Citadel Advisors LLC,2022-01-24,archive
TomTom N.V.,NL0013332471,0.52,Citadel Advisors LLC,2022-01-24,archive
AMG Critical Materials N.V.,NL0000888691,0.58,"Connor, Clark & Lunn Investment Management Ltd.",2022-01-24,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.61,Kintbury Capital LLP,2022-01-24,archive
ABN AMRO Bank NV,NL0011540547,0.71,Marshall Wace LLP,2022-01-24,archive
Alfen N.V.,NL0012817175,1.04,Marshall Wace LLP,2022-01-24,archive
Aperam S.A.,LU0569974404,0.47,Millennium International Management LP,2022-01-24,archive
AMG Critical Materials N.V.,NL0000888691,0.58,Qube Research & Technologies Ltd.,2022-01-24,archive
PostNL N.V.,NL0009739416,1.57,"WorldQuant, LLC",2022-01-24,archive
AMG Critical Materials N.V.,NL0000888691,0.72,Capital Fund Management S.A.,2022-01-21,archive
AMG Critical Materials N.V.,NL0000888691,0.49,Citadel Advisors LLC,2022-01-21,archive
PostNL N.V.,NL0009739416,0.5,Citadel Advisors LLC,2022-01-21,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.58,Kintbury Capital LLP,2022-01-21,archive
Alfen N.V.,NL0012817175,0.99,Marshall Wace LLP,2022-01-21,archive
PostNL N.V.,NL0009739416,1.92,Marshall Wace LLP,2022-01-21,archive
AMG Critical Materials N.V.,NL0000888691,0.66,Qube Research & Technologies Ltd.,2022-01-21,archive
Fugro N.V.,NL00150003E1,0.6,"WorldQuant, LLC",2022-01-21,archive
PostNL N.V.,NL0009739416,1.44,"WorldQuant, LLC",2022-01-21,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.49,Marshall Wace LLP,2022-01-20,archive
Aperam S.A.,LU0569974404,1.08,Millennium Capital Partners LLP,2022-01-20,archive
AMG Critical Materials N.V.,NL0000888691,0.52,Citadel Advisors LLC,2022-01-19,archive
Pharming Group N.V.,NL0010391025,0.49,Citadel Advisors LLC,2022-01-19,archive
Alfen N.V.,NL0012817175,0.82,Marshall Wace LLP,2022-01-19,archive
AMG Critical Materials N.V.,NL0000888691,0.79,Qube Research & Technologies Ltd.,2022-01-19,archive
AMG Critical Materials N.V.,NL0000888691,0.46,Citadel Advisors LLC,2022-01-18,archive
BE Semiconductor Industries N.V.,NL0012866412,0.41,Lone Pine Capital LLC,2022-01-18,archive
Alfen N.V.,NL0012817175,0.75,Marshall Wace LLP,2022-01-18,archive
PostNL N.V.,NL0009739416,1.35,"WorldQuant, LLC",2022-01-18,archive
Alfen N.V.,NL0012817175,0.88,Marshall Wace LLP,2022-01-17,archive
AMG Critical Materials N.V.,NL0000888691,1.09,Systematica Investments Limited,2022-01-17,archive
PostNL N.V.,NL0009739416,1.27,"WorldQuant, LLC",2022-01-17,archive
Alfen N.V.,NL0012817175,0.92,Marshall Wace LLP,2022-01-14,archive
PostNL N.V.,NL0009739416,1.87,Marshall Wace LLP,2022-01-14,archive
Galapagos NV,BE0003818359,0.89,Qube Research & Technologies Ltd.,2022-01-14,archive
Fugro N.V.,NL00150003E1,0.57,"WorldQuant, LLC",2022-01-14,archive
PostNL N.V.,NL0009739416,1.09,"WorldQuant, LLC",2022-01-14,archive
TomTom N.V.,NL0013332471,0.69,"WorldQuant, LLC",2022-01-14,archive
AMG Critical Materials N.V.,NL0000888691,0.54,Citadel Advisors LLC,2022-01-13,archive
BE Semiconductor Industries N.V.,NL0012866412,0.57,Lone Pine Capital LLC,2022-01-13,archive
PostNL N.V.,NL0009739416,1.91,Marshall Wace LLP,2022-01-13,archive
Aperam S.A.,LU0569974404,1.19,Millennium Capital Partners LLP,2022-01-13,archive
PostNL N.V.,NL0009739416,0.55,Millennium Capital Partners LLP,2022-01-13,archive
AMG Critical Materials N.V.,NL0000888691,0.84,Qube Research & Technologies Ltd.,2022-01-13,archive
PostNL N.V.,NL0009739416,0.93,"WorldQuant, LLC",2022-01-13,archive
IMCD N.V.,NL0010801007,0.5,"AQR Capital Management, LLC",2022-01-12,archive
Basic-Fit N.V.,NL0011872650,1.23,Citadel Advisors Europe Limited,2022-01-12,archive
Alfen N.V.,NL0012817175,0.69,Marshall Wace LLP,2022-01-12,archive
PostNL N.V.,NL0009739416,2.06,Marshall Wace LLP,2022-01-12,archive
Aperam S.A.,LU0569974404,1.2,Millennium Capital Partners LLP,2022-01-12,archive
Pharming Group N.V.,NL0010391025,1.25,Pictet Asset Management Limited,2022-01-12,archive
Fugro N.V.,NL00150003E1,0.67,"WorldQuant, LLC",2022-01-12,archive
AMG Critical Materials N.V.,NL0000888691,0.65,Capital Fund Management S.A.,2022-01-11,archive
Basic-Fit N.V.,NL0011872650,1.17,Citadel Advisors Europe Limited,2022-01-11,archive
AMG Critical Materials N.V.,NL0000888691,1.18,Systematica Investments Limited,2022-01-11,archive
Alfen N.V.,NL0012817175,0.48,Voleon Capital Management LP,2022-01-11,archive
TomTom N.V.,NL0013332471,0.71,"WorldQuant, LLC",2022-01-11,archive
Basic-Fit N.V.,NL0011872650,1.21,Citadel Advisors Europe Limited,2022-01-10,archive
AMG Critical Materials N.V.,NL0000888691,0.64,Citadel Advisors LLC,2022-01-10,archive
Basic-Fit N.V.,NL0011872650,0.39,"D. E. Shaw & Co. (London), LLP",2022-01-10,archive
PostNL N.V.,NL0009739416,2.19,Marshall Wace LLP,2022-01-10,archive
AMG Critical Materials N.V.,NL0000888691,0.79,Qube Research & Technologies Ltd.,2022-01-10,archive
PostNL N.V.,NL0009739416,0.8,"WorldQuant, LLC",2022-01-10,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.48,Citadel Advisors LLC,2022-01-07,archive
Pharming Group N.V.,NL0010391025,0.53,Citadel Advisors LLC,2022-01-07,archive
ARCADIS N.V.,NL0006237562,0.49,Lansdowne Partners (UK) LLP,2022-01-07,archive
ABN AMRO Bank NV,NL0011540547,0.63,Marshall Wace LLP,2022-01-07,archive
PostNL N.V.,NL0009739416,2.26,Marshall Wace LLP,2022-01-07,archive
Aperam S.A.,LU0569974404,1.1,Millennium Capital Partners LLP,2022-01-07,archive
AMG Critical Materials N.V.,NL0000888691,0.85,Qube Research & Technologies Ltd.,2022-01-07,archive
AMG Critical Materials N.V.,NL0000888691,0.56,Citadel Advisors LLC,2022-01-06,archive
Alfen N.V.,NL0012817175,0.7,Marshall Wace LLP,2022-01-06,archive
Galapagos NV,BE0003818359,0.98,Qube Research & Technologies Ltd.,2022-01-06,archive
AMG Critical Materials N.V.,NL0000888691,0.56,Capital Fund Management S.A.,2022-01-05,archive
Basic-Fit N.V.,NL0011872650,1.08,Citadel Advisors Europe Limited,2022-01-05,archive
AMG Critical Materials N.V.,NL0000888691,0.48,Citadel Advisors LLC,2022-01-05,archive
TomTom N.V.,NL0013332471,0.47,Citadel Advisors LLC,2022-01-05,archive
PostNL N.V.,NL0009739416,0.66,Kuvari Partners LLP,2022-01-05,archive
BE Semiconductor Industries N.V.,NL0012866412,0.66,Lone Pine Capital LLC,2022-01-05,archive
ABN AMRO Bank NV,NL0011540547,0.54,Marshall Wace LLP,2022-01-05,archive
PostNL N.V.,NL0009739416,2.35,Marshall Wace LLP,2022-01-05,archive
Galapagos NV,BE0003818359,1.0,Qube Research & Technologies Ltd.,2022-01-05,archive
Alfen N.V.,NL0012817175,0.5,Voleon Capital Management LP,2022-01-05,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.68,Kintbury Capital LLP,2022-01-04,archive
BE Semiconductor Industries N.V.,NL0012866412,0.76,Lone Pine Capital LLC,2022-01-04,archive
PostNL N.V.,NL0009739416,0.61,Millennium Capital Partners LLP,2022-01-04,archive
AMG Critical Materials N.V.,NL0000888691,0.92,Qube Research & Technologies Ltd.,2022-01-04,archive
Galapagos NV,BE0003818359,0.99,Qube Research & Technologies Ltd.,2022-01-04,archive
Alfen N.V.,NL0012817175,0.49,Voleon Capital Management LP,2022-01-04,archive
Fugro N.V.,NL00150003E1,0.78,"WorldQuant, LLC",2022-01-04,archive
TomTom N.V.,NL0013332471,0.63,"WorldQuant, LLC",2022-01-04,archive
Basic-Fit N.V.,NL0011872650,0.98,Citadel Advisors Europe Limited,2022-01-03,archive
Basic-Fit N.V.,NL0011872650,0.0,Citadel Europe LLP,2022-01-03,archive
TomTom N.V.,NL0013332471,0.47,HRTEU Limited,2022-01-03,archive
BE Semiconductor Industries N.V.,NL0012866412,0.87,Lone Pine Capital LLC,2022-01-03,archive
PostNL N.V.,NL0009739416,2.46,Marshall Wace LLP,2022-01-03,archive
PostNL N.V.,NL0009739416,0.59,Millennium Capital Partners LLP,2022-01-03,archive
AMG Critical Materials N.V.,NL0000888691,0.82,Qube Research & Technologies Ltd.,2022-01-03,archive
PostNL N.V.,NL0009739416,0.75,"WorldQuant, LLC",2022-01-03,archive
AMG Critical Materials N.V.,NL0000888691,0.68,"Connor, Clark & Lunn Investment Management Ltd.",2021-12-31,archive
BE Semiconductor Industries N.V.,NL0012866412,0.97,Lone Pine Capital LLC,2021-12-31,archive
PostNL N.V.,NL0009739416,0.6,Millennium Capital Partners LLP,2021-12-31,archive
Galapagos NV,BE0003818359,0.49,"AQR Capital Management, LLC",2021-12-30,archive
AMG Critical Materials N.V.,NL0000888691,0.58,Citadel Advisors LLC,2021-12-30,archive
AMG Critical Materials N.V.,NL0000888691,0.72,Qube Research & Technologies Ltd.,2021-12-30,archive
Fugro N.V.,NL00150003E1,0.81,"WorldQuant, LLC",2021-12-30,archive
PostNL N.V.,NL0009739416,0.62,"WorldQuant, LLC",2021-12-29,archive
Wereldhave N.V.,NL0000289213,0.5,Millennium International Management LP,2021-12-28,archive
Alfen N.V.,NL0012817175,0.69,Marshall Wace LLP,2021-12-27,archive
PostNL N.V.,NL0009739416,2.59,Marshall Wace LLP,2021-12-27,archive
Galapagos NV,BE0003818359,1.09,Qube Research & Technologies Ltd.,2021-12-27,archive
TomTom N.V.,NL0013332471,0.51,Citadel Advisors LLC,2021-12-23,archive
TomTom N.V.,NL0013332471,0.9,Marshall Wace LLP,2021-12-23,archive
AMG Critical Materials N.V.,NL0000888691,0.49,"PDT Partners, LLC",2021-12-23,archive
PostNL N.V.,NL0009739416,0.51,"WorldQuant, LLC",2021-12-23,archive
PostNL N.V.,NL0009739416,2.61,Marshall Wace LLP,2021-12-22,archive
AMG Critical Materials N.V.,NL0000888691,0.61,Qube Research & Technologies Ltd.,2021-12-22,archive
Wereldhave N.V.,NL0000289213,1.03,Toscafund Asset Management LLP,2021-12-22,archive
TomTom N.V.,NL0013332471,0.58,"WorldQuant, LLC",2021-12-22,archive
ArcelorMittal S.A.,LU1598757687,0.31,B&G Master Fund Plc,2021-12-21,archive
Koninklijke BAM Groep N.V.,NL0000337319,0.52,Citadel Advisors LLC,2021-12-21,archive
PostNL N.V.,NL0009739416,0.52,Millennium Capital Partners LLP,2021-12-21,archive
TomTom N.V.,NL0013332471,0.6,"WorldQuant, LLC",2021-12-21,archive
ArcelorMittal S.A.,LU1598757687,0.62,B&G Master Fund Plc,2021-12-20,archive
AMG Critical Materials N.V.,NL0000888691,0.62,Citadel Advisors LLC,2021-12-20,archive
PostNL N.V.,NL0009739416,2.57,Marshall Wace LLP,2021-12-20,archive
Aperam S.A.,LU0569974404,1.01,Millennium Capital Partners LLP,2021-12-20,archive
Galapagos NV,BE0003818359,1.14,Qube Research & Technologies Ltd.,2021-12-20,archive
Alfen N.V.,NL0012817175,0.51,Voleon Capital Management LP,2021-12-20,archive
Galapagos NV,BE0003818359,0.78,AHL Partners LLP,2021-12-17,archive
ArcelorMittal S.A.,LU1598757687,0.94,B&G Master Fund Plc,2021-12-17,archive
Basic-Fit N.V.,NL0011872650,0.92,Citadel Europe LLP,2021-12-17,archive
Alfen N.V.,NL0012817175,0.5,"D. E. Shaw & Co., L.P.",2021-12-17,archive
Basic-Fit N.V.,NL0011872650,0.46,Highbridge Capital Management LLC,2021-12-17,archive
TomTom N.V.,NL0013332471,0.5,HRTEU Limited,2021-12-17,archive
PostNL N.V.,NL0009739416,2.61,Marshall Wace LLP,2021-12-17,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.0,Millennium International Management LP,2021-12-17,archive
Fugro N.V.,NL00150003E1,0.7,"WorldQuant, LLC",2021-12-17,archive
TomTom N.V.,NL0013332471,0.58,"WorldQuant, LLC",2021-12-17,archive
ArcelorMittal S.A.,LU1598757687,1.25,B&G Master Fund Plc,2021-12-16,archive
Basic-Fit N.V.,NL0011872650,0.83,Citadel Europe LLP,2021-12-16,archive
PostNL N.V.,NL0009739416,0.59,Kuvari Partners LLP,2021-12-16,archive
TomTom N.V.,NL0013332471,0.81,Marshall Wace LLP,2021-12-16,archive
PostNL N.V.,NL0009739416,0.48,Millennium Capital Partners LLP,2021-12-16,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.55,Millennium International Management LP,2021-12-16,archive
Galapagos NV,BE0003818359,0.88,Qube Research & Technologies Ltd.,2021-12-16,archive
Flow Traders Ltd.,NL0011279492,0.6,"WorldQuant, LLC",2021-12-16,archive
Alfen N.V.,NL0012817175,1.0,"Arrowstreet Capital, Limited Partnership",2021-12-15,archive
ArcelorMittal S.A.,LU1598757687,1.56,B&G Master Fund Plc,2021-12-15,archive
Basic-Fit N.V.,NL0011872650,0.78,Citadel Europe LLP,2021-12-15,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.71,Kintbury Capital LLP,2021-12-15,archive
SBM Offshore N.V.,NL0000360618,0.99,Marshall Wace LLP,2021-12-15,archive
Aperam S.A.,LU0569974404,0.9,Millennium Capital Partners LLP,2021-12-15,archive
Aperam S.A.,LU0569974404,0.51,Millennium International Management LP,2021-12-15,archive
ArcelorMittal S.A.,LU1598757687,1.87,B&G Master Fund Plc,2021-12-14,archive
AMG Critical Materials N.V.,NL0000888691,0.5,Citadel Advisors LLC,2021-12-14,archive
Basic-Fit N.V.,NL0011872650,0.84,Citadel Europe LLP,2021-12-14,archive
Alfen N.V.,NL0012817175,0.49,"D. E. Shaw & Co., L.P.",2021-12-14,archive
TomTom N.V.,NL0013332471,0.79,Marshall Wace LLP,2021-12-14,archive
AMG Critical Materials N.V.,NL0000888691,0.52,Qube Research & Technologies Ltd.,2021-12-14,archive
Galapagos NV,BE0003818359,0.93,Qube Research & Technologies Ltd.,2021-12-14,archive
Alfen N.V.,NL0012817175,0.5,"D. E. Shaw & Co., L.P.",2021-12-13,archive
PostNL N.V.,NL0009739416,2.5,Marshall Wace LLP,2021-12-13,archive
Aperam S.A.,LU0569974404,0.81,Millennium Capital Partners LLP,2021-12-13,archive
AMG Critical Materials N.V.,NL0000888691,0.47,"WorldQuant, LLC",2021-12-13,archive
Flow Traders Ltd.,NL0011279492,0.51,"WorldQuant, LLC",2021-12-13,archive
TomTom N.V.,NL0013332471,0.46,"WorldQuant, LLC",2021-12-13,archive
AMG Critical Materials N.V.,NL0000888691,0.45,Citadel Advisors LLC,2021-12-10,archive
Basic-Fit N.V.,NL0011872650,0.77,Citadel Europe LLP,2021-12-10,archive
AMG Critical Materials N.V.,NL0000888691,0.59,"WorldQuant, LLC",2021-12-10,archive
PostNL N.V.,NL0009739416,0.49,"WorldQuant, LLC",2021-12-10,archive
TomTom N.V.,NL0013332471,0.5,"WorldQuant, LLC",2021-12-10,archive
Basic-Fit N.V.,NL0011872650,0.81,Citadel Europe LLP,2021-12-09,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.61,Kintbury Capital LLP,2021-12-09,archive
AMG Critical Materials N.V.,NL0000888691,0.5,Citadel Advisors LLC,2021-12-08,archive
TomTom N.V.,NL0013332471,0.8,Marshall Wace LLP,2021-12-08,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.59,Marshall Wace LLP,2021-12-08,archive
Alfen N.V.,NL0012817175,0.48,"D. E. Shaw & Co., L.P.",2021-12-07,archive
Alfen N.V.,NL0012817175,0.79,Marshall Wace LLP,2021-12-07,archive
Galapagos NV,BE0003818359,1.07,Qube Research & Technologies Ltd.,2021-12-07,archive
AMG Critical Materials N.V.,NL0000888691,0.68,"WorldQuant, LLC",2021-12-07,archive
Alfen N.V.,NL0012817175,0.5,"D. E. Shaw & Co., L.P.",2021-12-06,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.58,Kintbury Capital LLP,2021-12-06,archive
PostNL N.V.,NL0009739416,2.41,Marshall Wace LLP,2021-12-06,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.64,Marshall Wace LLP,2021-12-06,archive
Signify N.V.,NL0011821392,0.32,Pictet Asset Management S.A.,2021-12-06,archive
AMG Critical Materials N.V.,NL0000888691,1.2,Systematica Investments Limited,2021-12-06,archive
AMG Critical Materials N.V.,NL0000888691,0.71,"WorldQuant, LLC",2021-12-06,archive
PostNL N.V.,NL0009739416,0.58,"WorldQuant, LLC",2021-12-06,archive
Basic-Fit N.V.,NL0011872650,0.7,Citadel Europe LLP,2021-12-03,archive
Aperam S.A.,LU0569974404,0.75,Millennium Capital Partners LLP,2021-12-03,archive
PostNL N.V.,NL0009739416,0.55,Millennium Capital Partners LLP,2021-12-03,archive
CM.com N.V.,NL0012747059,0.79,Whitebox Advisors LLC,2021-12-03,archive
Fugro N.V.,NL00150003E1,0.69,"WorldQuant, LLC",2021-12-03,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.63,Kintbury Capital LLP,2021-12-02,archive
PostNL N.V.,NL0009739416,2.35,Marshall Wace LLP,2021-12-02,archive
PostNL N.V.,NL0009739416,0.6,Millennium Capital Partners LLP,2021-12-02,archive
IMCD N.V.,NL0010801007,0.49,Millennium International Management LP,2021-12-02,archive
Galapagos NV,BE0003818359,1.1,Qube Research & Technologies Ltd.,2021-12-02,archive
AMG Critical Materials N.V.,NL0000888691,0.69,"WorldQuant, LLC",2021-12-02,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.51,Kintbury Capital LLP,2021-12-01,archive
TomTom N.V.,NL0013332471,0.73,Marshall Wace LLP,2021-12-01,archive
IMCD N.V.,NL0010801007,0.5,Millennium International Management LP,2021-12-01,archive
SBM Offshore N.V.,NL0000360618,0.51,"AQR Capital Management, LLC",2021-11-30,archive
Fugro N.V.,NL00150003E1,1.61,BlackRock Investment Management (UK) Limited,2021-11-30,archive
PostNL N.V.,NL0009739416,0.59,Millennium Capital Partners LLP,2021-11-30,archive
Koninklijke Vopak N.V.,NL0009432491,0.0,Millennium International Management LP,2021-11-30,archive
Koninklijke Vopak N.V.,NL0009432491,0.32,Qube Research & Technologies Ltd.,2021-11-30,archive
Basic-Fit N.V.,NL0011872650,0.69,Citadel Europe LLP,2021-11-29,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.62,Kintbury Capital LLP,2021-11-29,archive
Alfen N.V.,NL0012817175,0.88,Marshall Wace LLP,2021-11-29,archive
Koninklijke Vopak N.V.,NL0009432491,2.0,Millennium International Management LP,2021-11-29,archive
Galapagos NV,BE0003818359,1.09,Qube Research & Technologies Ltd.,2021-11-29,archive
Koninklijke Vopak N.V.,NL0009432491,0.59,Qube Research & Technologies Ltd.,2021-11-29,archive
Fugro N.V.,NL00150003E1,0.75,"WorldQuant, LLC",2021-11-29,archive
PostNL N.V.,NL0009739416,0.64,"WorldQuant, LLC",2021-11-29,archive
AMG Critical Materials N.V.,NL0000888691,0.49,Citadel Advisors LLC,2021-11-26,archive
TomTom N.V.,NL0013332471,0.49,Citadel Advisors LLC,2021-11-26,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.77,Kintbury Capital LLP,2021-11-26,archive
PostNL N.V.,NL0009739416,0.38,Kuvari Partners LLP,2021-11-26,archive
PostNL N.V.,NL0009739416,0.61,Millennium Capital Partners LLP,2021-11-26,archive
Koninklijke Vopak N.V.,NL0009432491,1.81,Millennium International Management LP,2021-11-26,archive
Galapagos NV,BE0003818359,1.1,Qube Research & Technologies Ltd.,2021-11-26,archive
Koninklijke Vopak N.V.,NL0009432491,0.6,Qube Research & Technologies Ltd.,2021-11-26,archive
AMG Critical Materials N.V.,NL0000888691,0.77,"WorldQuant, LLC",2021-11-26,archive
PostNL N.V.,NL0009739416,2.27,Marshall Wace LLP,2021-11-25,archive
SBM Offshore N.V.,NL0000360618,1.0,Marshall Wace LLP,2021-11-25,archive
Koninklijke Vopak N.V.,NL0009432491,1.6,Millennium International Management LP,2021-11-25,archive
AMG Critical Materials N.V.,NL0000888691,0.8,"WorldQuant, LLC",2021-11-25,archive
PostNL N.V.,NL0009739416,0.53,"WorldQuant, LLC",2021-11-25,archive
Unibail-Rodamco-Westfield SE,FR0013326246,0.78,Marshall Wace LLP,2021-11-24,archive
Koninklijke Vopak N.V.,NL0009432491,1.39,Millennium International Management LP,2021-11-24,archive
Signify N.V.,NL0011821392,0.46,Citadel Europe LLP,2021-11-23,archive
PostNL N.V.,NL0009739416,2.37,Marshall Wace LLP,2021-11-23,archive
Koninklijke Vopak N.V.,NL0009432491,1.18,Millennium International Management LP,2021-11-23,archive
CM.com N.V.,NL0012747059,0.8,Whitebox Advisors LLC,2021-11-23,archive
AMG Critical Materials N.V.,NL0000888691,0.59,Citadel Advisors LLC,2021-11-22,archive
TomTom N.V.,NL0013332471,0.5,Citadel Advisors LLC,2021-11-22,archive
PostNL N.V.,NL0009739416,0.52,Kuvari Partners LLP,2021-11-22,archive
PostNL N.V.,NL0009739416,2.4,Marshall Wace LLP,2021-11-22,archive
Koninklijke Vopak N.V.,NL0009432491,0.99,Millennium International Management LP,2021-11-22,archive
CM.com N.V.,NL0012747059,0.78,Whitebox Advisors LLC,2021-11-22,archive
