issuer_name,position_holder,net_short_position,isin,position_date,source
Alfen N.V.,Voleon Capital Management LP,0.79,NL0012817175,2024-03-26,archive
Koninklijke Philips N.V.,Citadel Advisors LLC,0.89,NL0000009538,2024-03-25,archive
AMG Critical Materials N.V.,Marshall Wace LLP,1.7,NL0000888691,2024-03-25,archive
Flow Traders Ltd.,Qube Research & Technologies Ltd.,0.58,BMG3602E1084,2024-03-25,archive
PostNL N.V.,JPMorgan Asset Management (UK) Ltd.,0.58,NL0009739416,2024-03-22,archive
Alfen N.V.,Qube Research & Technologies Ltd.,1.59,NL0012817175,2024-03-22,archive
OCI N.V.,Qube Research & Technologies Ltd.,0.69,NL0010558797,2024-03-22,archive
Alfen N.V.,Voleon Capital Management LP,0.81,NL0012817175,2024-03-22,archive
Randstad N.V.,AKO Capital LLP,1.1,NL0000379121,2024-03-21,archive
TomTom N.V.,Citadel Advisors LLC,0.49,NL0013332471,2024-03-21,archive
Vivoryon Therapeutics N.V.,GSA Capital Partners LLP,0.62,NL00150002Q7,2024-03-21,archive
ASR Nederland N.V.,Marshall Wace LLP,0.8,NL0011872643,2024-03-21,archive
Flow Traders Ltd.,Marshall Wace LLP,1.1,BMG3602E1084,2024-03-21,archive
Aperam S.A.,Qube Research & Technologies Ltd.,0.51,LU0569974404,2024-03-21,archive
PostNL N.V.,Qube Research & Technologies Ltd.,0.47,NL0009739416,2024-03-21,archive
Alfen N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.5,NL0012817175,2024-03-20,archive
Pharming Group N.V.,Millennium International Management LP,1.29,NL0010391025,2024-03-20,archive
Flow Traders Ltd.,Qube Research & Technologies Ltd.,0.61,BMG3602E1084,2024-03-20,archive
Alfen N.V.,Voleon Capital Management LP,0.79,NL0012817175,2024-03-20,archive
Alfen N.V.,Wellington Management International Ltd.,0.6,NL0012817175,2024-03-20,archive
ArcelorMittal S.A.,Marshall Wace LLP,0.6,LU1598757687,2024-03-19,archive
Alfen N.V.,Millennium International Management LP,1.51,NL0012817175,2024-03-19,archive
Pharming Group N.V.,Millennium International Management LP,1.31,NL0010391025,2024-03-19,archive
AMG Critical Materials N.V.,Marshall Wace LLP,1.68,NL0000888691,2024-03-18,archive
TKH Group N.V.,Marshall Wace LLP,0.49,NL0000852523,2024-03-18,archive
Signify N.V.,Qube Research & Technologies Ltd.,0.3,NL0011821392,2024-03-18,archive
Pharming Group N.V.,Citadel Advisors LLC,1.48,NL0010391025,2024-03-15,archive
Koninklijke Philips N.V.,Greenvale Capital LLP,0.51,NL0000009538,2024-03-15,archive
TKH Group N.V.,Marshall Wace LLP,0.5,NL0000852523,2024-03-15,archive
Pharming Group N.V.,Millennium International Management LP,1.28,NL0010391025,2024-03-15,archive
Alfen N.V.,Qube Research & Technologies Ltd.,1.67,NL0012817175,2024-03-15,archive
Flow Traders Ltd.,Qube Research & Technologies Ltd.,0.57,BMG3602E1084,2024-03-15,archive
PostNL N.V.,Qube Research & Technologies Ltd.,0.58,NL0009739416,2024-03-15,archive
Alfen N.V.,Walleye Capital LLC,0.5,NL0012817175,2024-03-15,archive
Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,2.69,NL0011872650,2024-03-14,archive
Pharming Group N.V.,Citadel Advisors LLC,1.67,NL0010391025,2024-03-14,archive
Vivoryon Therapeutics N.V.,GSA Capital Partners LLP,0.53,NL00150002Q7,2024-03-14,archive
ASR Nederland N.V.,Marshall Wace LLP,0.71,NL0011872643,2024-03-14,archive
TKH Group N.V.,Marshall Wace LLP,0.49,NL0000852523,2024-03-14,archive
Pharming Group N.V.,Millennium International Management LP,1.5,NL0010391025,2024-03-14,archive
PostNL N.V.,Qube Research & Technologies Ltd.,0.6,NL0009739416,2024-03-14,archive
Signify N.V.,Qube Research & Technologies Ltd.,0.57,NL0011821392,2024-03-14,archive
Alfen N.V.,Walleye Capital LLC,0.47,NL0012817175,2024-03-14,archive
Pharming Group N.V.,Citadel Advisors LLC,1.5,NL0010391025,2024-03-13,archive
ArcelorMittal S.A.,Marshall Wace LLP,0.5,LU1598757687,2024-03-13,archive
Alfen N.V.,Qube Research & Technologies Ltd.,1.77,NL0012817175,2024-03-13,archive
Alfen N.V.,SIH Partners LLLP,0.45,NL0012817175,2024-03-13,archive
Alfen N.V.,Voleon Capital Management LP,0.89,NL0012817175,2024-03-13,archive
Alfen N.V.,"WorldQuant, LLC",0.56,NL0012817175,2024-03-13,archive
Pharming Group N.V.,Citadel Advisors LLC,1.44,NL0010391025,2024-03-12,archive
Pharming Group N.V.,Millennium International Management LP,1.43,NL0010391025,2024-03-12,archive
Alfen N.V.,SIH Partners LLLP,0.51,NL0012817175,2024-03-12,archive
Signify N.V.,AKO Capital LLP,1.39,NL0011821392,2024-03-11,archive
Alfen N.V.,Canada Pension Plan Investment Board,1.0,NL0012817175,2024-03-11,archive
Alfen N.V.,Qube Research & Technologies Ltd.,1.83,NL0012817175,2024-03-11,archive
Signify N.V.,Qube Research & Technologies Ltd.,0.61,NL0011821392,2024-03-11,archive
Alfen N.V.,"WorldQuant, LLC",0.6,NL0012817175,2024-03-11,archive
Signify N.V.,AKO Capital LLP,1.43,NL0011821392,2024-03-08,archive
Alfen N.V.,Canada Pension Plan Investment Board,0.94,NL0012817175,2024-03-08,archive
Alfen N.V.,Millennium International Management LP,1.41,NL0012817175,2024-03-08,archive
Pharming Group N.V.,Millennium International Management LP,1.37,NL0010391025,2024-03-08,archive
AMG Critical Materials N.V.,Marshall Wace LLP,1.77,NL0000888691,2024-03-07,archive
NEPI Rockcastle N.V.,Marshall Wace LLP,0.7,NL0015000RT3,2024-03-07,archive
TomTom N.V.,Marshall Wace LLP,0.9,NL0013332471,2024-03-07,archive
Signify N.V.,Qube Research & Technologies Ltd.,0.5,NL0011821392,2024-03-07,archive
Alfen N.V.,Canada Pension Plan Investment Board,0.85,NL0012817175,2024-03-06,archive
Koninklijke Philips N.V.,Citadel Advisors LLC,0.92,NL0000009538,2024-03-06,archive
OCI N.V.,Citadel Advisors LLC,0.49,NL0010558797,2024-03-06,archive
Alfen N.V.,Jupiter Investment Management Limited,0.59,NL0012817175,2024-03-06,archive
AMG Critical Materials N.V.,Marshall Wace LLP,1.8,NL0000888691,2024-03-06,archive
Koninklijke Philips N.V.,Marshall Wace LLP,0.99,NL0000009538,2024-03-06,archive
PostNL N.V.,Marshall Wace LLP,1.21,NL0009739416,2024-03-06,archive
BE Semiconductor Industries N.V.,Millennium Capital Management France SAS,0.27,NL0012866412,2024-03-06,archive
Alfen N.V.,SIH Partners LLLP,0.43,NL0012817175,2024-03-06,archive
Signify N.V.,AKO Capital LLP,1.57,NL0011821392,2024-03-05,archive
OCI N.V.,Citadel Advisors LLC,0.5,NL0010558797,2024-03-05,archive
Pharming Group N.V.,Citadel Advisors LLC,1.31,NL0010391025,2024-03-05,archive
Vivoryon Therapeutics N.V.,Janus Henderson Investors UK Limited,0.0,NL00150002Q7,2024-03-05,archive
Koninklijke Philips N.V.,Marshall Wace LLP,1.0,NL0000009538,2024-03-05,archive
PostNL N.V.,Marshall Wace LLP,1.18,NL0009739416,2024-03-05,archive
Alfen N.V.,Qube Research & Technologies Ltd.,1.79,NL0012817175,2024-03-05,archive
Alfen N.V.,SIH Partners LLLP,0.5,NL0012817175,2024-03-05,archive
Vivoryon Therapeutics N.V.,Adage Capital Management L.P.,0.0,NL00150002Q7,2024-03-04,archive
Alfen N.V.,Canada Pension Plan Investment Board,0.74,NL0012817175,2024-03-04,archive
Pharming Group N.V.,Citadel Advisors LLC,1.2,NL0010391025,2024-03-04,archive
Vivoryon Therapeutics N.V.,Janus Henderson Investors UK Limited,1.24,NL00150002Q7,2024-03-04,archive
AMG Critical Materials N.V.,Marshall Wace LLP,1.71,NL0000888691,2024-03-04,archive
ASR Nederland N.V.,Marshall Wace LLP,0.62,NL0011872643,2024-03-04,archive
NEPI Rockcastle N.V.,Marshall Wace LLP,0.63,NL0015000RT3,2024-03-04,archive
TKH Group N.V.,Marshall Wace LLP,0.51,NL0000852523,2024-03-04,archive
Adyen N.V.,Qube Research & Technologies Ltd.,0.49,NL0012969182,2024-03-04,archive
Vivoryon Therapeutics N.V.,Adage Capital Management L.P.,0.92,NL00150002Q7,2024-03-01,archive
Signify N.V.,BlackRock Investment Management (UK) Limited,0.89,NL0011821392,2024-03-01,archive
Alfen N.V.,Canada Pension Plan Investment Board,0.65,NL0012817175,2024-03-01,archive
Koninklijke Philips N.V.,Citadel Advisors LLC,0.81,NL0000009538,2024-03-01,archive
OCI N.V.,Citadel Advisors LLC,0.49,NL0010558797,2024-03-01,archive
TKH Group N.V.,Marshall Wace LLP,0.49,NL0000852523,2024-03-01,archive
Alfen N.V.,Qube Research & Technologies Ltd.,1.89,NL0012817175,2024-03-01,archive
PostNL N.V.,Qube Research & Technologies Ltd.,0.56,NL0009739416,2024-03-01,archive
Vivoryon Therapeutics N.V.,Adage Capital Management L.P.,0.87,NL00150002Q7,2024-02-29,archive
Pharming Group N.V.,Citadel Advisors LLC,1.13,NL0010391025,2024-02-29,archive
AMG Critical Materials N.V.,Marshall Wace LLP,1.67,NL0000888691,2024-02-29,archive
ASR Nederland N.V.,Marshall Wace LLP,0.54,NL0011872643,2024-02-29,archive
Alfen N.V.,"PDT Partners, LLC",0.59,NL0012817175,2024-02-29,archive
Alfen N.V.,Qube Research & Technologies Ltd.,1.96,NL0012817175,2024-02-29,archive
ING Groep N.V.,Qube Research & Technologies Ltd.,0.41,NL0011821202,2024-02-29,archive
OCI N.V.,Qube Research & Technologies Ltd.,0.77,NL0010558797,2024-02-29,archive
SBM Offshore N.V.,Qube Research & Technologies Ltd.,0.46,NL0000360618,2024-02-29,archive
Randstad N.V.,AKO Capital LLP,1.0,NL0000379121,2024-02-28,archive
Koninklijke Philips N.V.,Citadel Advisors LLC,0.78,NL0000009538,2024-02-28,archive
Alfen N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.49,NL0012817175,2024-02-28,archive
AMG Critical Materials N.V.,Marshall Wace LLP,1.72,NL0000888691,2024-02-28,archive
Alfen N.V.,Qube Research & Technologies Ltd.,2.0,NL0012817175,2024-02-28,archive
Alfen N.V.,Voleon Capital Management LP,0.94,NL0012817175,2024-02-28,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",0.49,NL0000360618,2024-02-27,archive
Pharming Group N.V.,Citadel Advisors LLC,1.0,NL0010391025,2024-02-27,archive
Vivoryon Therapeutics N.V.,Janus Henderson Investors UK Limited,2.97,NL00150002Q7,2024-02-27,archive
AMG Critical Materials N.V.,Marshall Wace LLP,1.81,NL0000888691,2024-02-27,archive
Alfen N.V.,Qube Research & Technologies Ltd.,2.16,NL0012817175,2024-02-27,archive
PostNL N.V.,Qube Research & Technologies Ltd.,0.66,NL0009739416,2024-02-27,archive
Vivoryon Therapeutics N.V.,Adage Capital Management L.P.,0.74,NL00150002Q7,2024-02-26,archive
AMG Critical Materials N.V.,"D. E. Shaw & Co., L.P.",0.98,NL0000888691,2024-02-26,archive
Vivoryon Therapeutics N.V.,Janus Henderson Investors UK Limited,2.8,NL00150002Q7,2024-02-26,archive
AMG Critical Materials N.V.,Marshall Wace LLP,1.93,NL0000888691,2024-02-26,archive
PostNL N.V.,Marshall Wace LLP,1.23,NL0009739416,2024-02-26,archive
Alfen N.V.,Millennium International Management LP,1.3,NL0012817175,2024-02-26,archive
OCI N.V.,Qube Research & Technologies Ltd.,0.97,NL0010558797,2024-02-26,archive
Signify N.V.,Qube Research & Technologies Ltd.,0.49,NL0011821392,2024-02-26,archive
Alfen N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.5,NL0012817175,2024-02-23,archive
Koninklijke Philips N.V.,Greenvale Capital LLP,0.49,NL0000009538,2024-02-23,archive
PostNL N.V.,Marshall Wace LLP,1.11,NL0009739416,2024-02-23,archive
Alfen N.V.,Qube Research & Technologies Ltd.,2.24,NL0012817175,2024-02-23,archive
SBM Offshore N.V.,Qube Research & Technologies Ltd.,0.51,NL0000360618,2024-02-23,archive
Alfen N.V.,Voleon Capital Management LP,0.83,NL0012817175,2024-02-23,archive
Alfen N.V.,Walleye Capital LLC,0.59,NL0012817175,2024-02-23,archive
Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,2.29,NL0011872650,2024-02-22,archive
Alfen N.V.,Canada Pension Plan Investment Board,0.53,NL0012817175,2024-02-22,archive
Koninklijke Philips N.V.,Citadel Advisors LLC,0.8,NL0000009538,2024-02-22,archive
TomTom N.V.,Citadel Advisors LLC,0.58,NL0013332471,2024-02-22,archive
Vivoryon Therapeutics N.V.,Janus Henderson Investors UK Limited,2.72,NL00150002Q7,2024-02-22,archive
AMG Critical Materials N.V.,Marshall Wace LLP,2.02,NL0000888691,2024-02-22,archive
Alfen N.V.,Millennium International Management LP,1.21,NL0012817175,2024-02-22,archive
Signify N.V.,Qube Research & Technologies Ltd.,0.52,NL0011821392,2024-02-22,archive
Alfen N.V.,"WorldQuant, LLC",0.5,NL0012817175,2024-02-22,archive
Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,2.31,NL0011872650,2024-02-21,archive
Alfen N.V.,Citadel Advisors LLC,0.39,NL0012817175,2024-02-21,archive
OCI N.V.,Citadel Advisors LLC,0.53,NL0010558797,2024-02-21,archive
Pharming Group N.V.,Citadel Advisors LLC,0.91,NL0010391025,2024-02-21,archive
Koninklijke Philips N.V.,Greenvale Capital LLP,0.54,NL0000009538,2024-02-21,archive
Vivoryon Therapeutics N.V.,Janus Henderson Investors UK Limited,2.61,NL00150002Q7,2024-02-21,archive
SBM Offshore N.V.,JPMorgan Asset Management (UK) Ltd.,0.44,NL0000360618,2024-02-21,archive
NEPI Rockcastle N.V.,Marshall Wace LLP,0.5,NL0015000RT3,2024-02-21,archive
ING Groep N.V.,Qube Research & Technologies Ltd.,0.51,NL0011821202,2024-02-21,archive
Signify N.V.,Qube Research & Technologies Ltd.,0.47,NL0011821392,2024-02-21,archive
ABN AMRO Bank NV,Capital Fund Management S.A.,0.49,NL0011540547,2024-02-20,archive
Alfen N.V.,Citadel Advisors LLC,0.55,NL0012817175,2024-02-20,archive
Koninklijke Philips N.V.,Citadel Advisors LLC,0.78,NL0000009538,2024-02-20,archive
AMG Critical Materials N.V.,"D. E. Shaw & Co., L.P.",1.0,NL0000888691,2024-02-20,archive
AMG Critical Materials N.V.,Marshall Wace LLP,1.93,NL0000888691,2024-02-20,archive
Flow Traders Ltd.,Marshall Wace LLP,1.0,BMG3602E1084,2024-02-20,archive
ING Groep N.V.,Marshall Wace LLP,0.46,NL0011821202,2024-02-20,archive
PostNL N.V.,Marshall Wace LLP,1.02,NL0009739416,2024-02-20,archive
Alfen N.V.,Millennium International Management LP,1.14,NL0012817175,2024-02-20,archive
Alfen N.V.,"PDT Partners, LLC",0.69,NL0012817175,2024-02-20,archive
Alfen N.V.,Walleye Capital LLC,0.61,NL0012817175,2024-02-20,archive
Koninklijke KPN N.V.,BNP Paribas S.A.,0.13,NL0000009082,2024-02-19,archive
Alfen N.V.,Citadel Advisors LLC,0.66,NL0012817175,2024-02-19,archive
Van Lanschot Kempen N.V.,Marshall Wace LLP,0.5,NL0000302636,2024-02-19,archive
Alfen N.V.,Millennium International Management LP,1.06,NL0012817175,2024-02-19,archive
PostNL N.V.,Millennium International Management LP,0.46,NL0009739416,2024-02-19,archive
Alfen N.V.,Qube Research & Technologies Ltd.,2.1,NL0012817175,2024-02-19,archive
Alfen N.V.,Citadel Advisors LLC,0.73,NL0012817175,2024-02-16,archive
Pharming Group N.V.,Citadel Advisors LLC,0.8,NL0010391025,2024-02-16,archive
Alfen N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.49,NL0012817175,2024-02-16,archive
SBM Offshore N.V.,JPMorgan Asset Management (UK) Ltd.,0.57,NL0000360618,2024-02-16,archive
Flow Traders Ltd.,Marshall Wace LLP,0.9,BMG3602E1084,2024-02-16,archive
PostNL N.V.,Marshall Wace LLP,0.95,NL0009739416,2024-02-16,archive
Alfen N.V.,Millennium International Management LP,0.82,NL0012817175,2024-02-16,archive
Pharming Group N.V.,Millennium International Management LP,1.4,NL0010391025,2024-02-16,archive
Alfen N.V.,"PDT Partners, LLC",0.7,NL0012817175,2024-02-16,archive
BE Semiconductor Industries N.V.,"Point72 Asset Management, L.P.",0.43,NL0012866412,2024-02-16,archive
OCI N.V.,Qube Research & Technologies Ltd.,1.07,NL0010558797,2024-02-16,archive
PostNL N.V.,Qube Research & Technologies Ltd.,0.73,NL0009739416,2024-02-16,archive
Koninklijke KPN N.V.,Syquant Capital,0.0,NL0000009082,2024-02-16,archive
Alfen N.V.,Walleye Capital LLC,0.59,NL0012817175,2024-02-16,archive
Koninklijke KPN N.V.,BNP Paribas S.A.,0.59,NL0000009082,2024-02-15,archive
Koninklijke KPN N.V.,Citadel Advisors Europe Limited,0.0,NL0000009082,2024-02-15,archive
Pharming Group N.V.,Citadel Advisors LLC,0.73,NL0010391025,2024-02-15,archive
AMG Critical Materials N.V.,"D. E. Shaw & Co., L.P.",0.96,NL0000888691,2024-02-15,archive
Koninklijke KPN N.V.,LMR Partners LLP,0.21,NL0000009082,2024-02-15,archive
AMG Critical Materials N.V.,Marshall Wace LLP,1.8,NL0000888691,2024-02-15,archive
Van Lanschot Kempen N.V.,Marshall Wace LLP,0.49,NL0000302636,2024-02-15,archive
Alfen N.V.,Millennium International Management LP,0.79,NL0012817175,2024-02-15,archive
PostNL N.V.,Millennium International Management LP,0.62,NL0009739416,2024-02-15,archive
Alfen N.V.,Qube Research & Technologies Ltd.,2.0,NL0012817175,2024-02-15,archive
OCI N.V.,Qube Research & Technologies Ltd.,1.13,NL0010558797,2024-02-15,archive
Alfen N.V.,Capital Fund Management S.A.,0.49,NL0012817175,2024-02-14,archive
Pharming Group N.V.,Citadel Advisors LLC,0.68,NL0010391025,2024-02-14,archive
PostNL N.V.,JPMorgan Asset Management (UK) Ltd.,0.64,NL0009739416,2024-02-14,archive
Flow Traders Ltd.,Marshall Wace LLP,0.81,BMG3602E1084,2024-02-14,archive
Alfen N.V.,Millennium International Management LP,0.85,NL0012817175,2024-02-14,archive
Pharming Group N.V.,Millennium International Management LP,1.3,NL0010391025,2024-02-14,archive
Alfen N.V.,"PDT Partners, LLC",0.66,NL0012817175,2024-02-14,archive
BE Semiconductor Industries N.V.,"Point72 Asset Management, L.P.",0.56,NL0012866412,2024-02-14,archive
Alfen N.V.,Qube Research & Technologies Ltd.,1.96,NL0012817175,2024-02-14,archive
ArcelorMittal S.A.,Qube Research & Technologies Ltd.,0.47,LU1598757687,2024-02-14,archive
PostNL N.V.,Qube Research & Technologies Ltd.,0.68,NL0009739416,2024-02-14,archive
Alfen N.V.,Voleon Capital Management LP,0.65,NL0012817175,2024-02-14,archive
Koninklijke KPN N.V.,Citadel Advisors Europe Limited,0.85,NL0000009082,2024-02-13,archive
Alfen N.V.,Citadel Advisors LLC,0.58,NL0012817175,2024-02-13,archive
Koninklijke Philips N.V.,Citadel Advisors LLC,0.81,NL0000009538,2024-02-13,archive
Pharming Group N.V.,Citadel Advisors LLC,0.5,NL0010391025,2024-02-13,archive
Vivoryon Therapeutics N.V.,Janus Henderson Investors UK Limited,2.51,NL00150002Q7,2024-02-13,archive
SBM Offshore N.V.,JPMorgan Asset Management (UK) Ltd.,0.68,NL0000360618,2024-02-13,archive
Koninklijke KPN N.V.,LMR Partners LLP,0.65,NL0000009082,2024-02-13,archive
Akzo Nobel N.V.,Marshall Wace LLP,0.46,NL0013267909,2024-02-13,archive
AMG Critical Materials N.V.,Marshall Wace LLP,1.73,NL0000888691,2024-02-13,archive
Flow Traders Ltd.,Marshall Wace LLP,0.78,BMG3602E1084,2024-02-13,archive
Van Lanschot Kempen N.V.,Marshall Wace LLP,0.5,NL0000302636,2024-02-13,archive
Alfen N.V.,Millennium International Management LP,0.91,NL0012817175,2024-02-13,archive
Pharming Group N.V.,Millennium International Management LP,1.19,NL0010391025,2024-02-13,archive
PostNL N.V.,Millennium International Management LP,0.58,NL0009739416,2024-02-13,archive
BE Semiconductor Industries N.V.,"Point72 Asset Management, L.P.",0.65,NL0012866412,2024-02-13,archive
Alfen N.V.,Qube Research & Technologies Ltd.,1.87,NL0012817175,2024-02-13,archive
ArcelorMittal S.A.,Qube Research & Technologies Ltd.,0.51,LU1598757687,2024-02-13,archive
Alfen N.V.,Voleon Capital Management LP,0.71,NL0012817175,2024-02-13,archive
Alfen N.V.,Capital Fund Management S.A.,0.5,NL0012817175,2024-02-12,archive
PostNL N.V.,JPMorgan Asset Management (UK) Ltd.,0.51,NL0009739416,2024-02-12,archive
AMG Critical Materials N.V.,Marshall Wace LLP,1.65,NL0000888691,2024-02-12,archive
PostNL N.V.,Marshall Wace LLP,0.83,NL0009739416,2024-02-12,archive
TomTom N.V.,Marshall Wace LLP,0.89,NL0013332471,2024-02-12,archive
Alfen N.V.,Millennium International Management LP,1.11,NL0012817175,2024-02-12,archive
Pharming Group N.V.,Millennium International Management LP,0.9,NL0010391025,2024-02-12,archive
BE Semiconductor Industries N.V.,"Point72 Asset Management, L.P.",0.77,NL0012866412,2024-02-12,archive
Signify N.V.,Qube Research & Technologies Ltd.,0.5,NL0011821392,2024-02-12,archive
Alfen N.V.,Wellington Management International Ltd.,0.55,NL0012817175,2024-02-12,archive
Signify N.V.,BlackRock Investment Management (UK) Limited,0.99,NL0011821392,2024-02-09,archive
OCI N.V.,Citadel Advisors LLC,0.49,NL0010558797,2024-02-09,archive
Koninklijke Philips N.V.,Greenvale Capital LLP,0.64,NL0000009538,2024-02-09,archive
Koninklijke Philips N.V.,Marshall Wace LLP,0.9,NL0000009538,2024-02-09,archive
Avantium N.V.,Millennium Capital Management (Hong Kong) Limited,0.43,NL0012047823,2024-02-09,archive
Avantium N.V.,Pentwater Capital Management LP,0.37,NL0012047823,2024-02-09,archive
BE Semiconductor Industries N.V.,"Point72 Asset Management, L.P.",0.89,NL0012866412,2024-02-09,archive
Adyen N.V.,Qube Research & Technologies Ltd.,0.58,NL0012969182,2024-02-09,archive
