issuer_name,net_short_position,position_date,isin,position_holder,source
Pharming Group N.V.,1.48,2021-04-29,NL0010391025,Pictet Asset Management Limited,archive
Euronext N.V.,0.56,2021-04-29,NL0006294274,"Samlyn Capital, LLC",archive
STMicroelectronics N.V.,0.71,2021-04-29,NL0000226223,Sculptor Capital Management Europe Limited,archive
Fugro N.V.,0.63,2021-04-29,NL00150004A7,"WorldQuant, LLC",archive
ARCADIS N.V.,0.69,2021-04-28,NL0006237562,Marshall Wace LLP,archive
Basic-Fit N.V.,0.53,2021-04-27,NL0011872650,Marshall Wace LLP,archive
Fugro N.V.,0.73,2021-04-27,NL00150004A7,"WorldQuant, LLC",archive
BE Semiconductor Industries N.V.,0.01,2021-04-26,NL0012866412,GLG Partners LP,archive
Koninklijke Vopak N.V.,0.49,2021-04-26,NL0009432491,"Point72 Europe (London), LLP",archive
Basic-Fit N.V.,0.47,2021-04-23,NL0011872650,JPMorgan Asset Management (UK) Ltd.,archive
ABN AMRO Bank NV,0.77,2021-04-23,NL0011540547,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.42,2021-04-23,LU1598757687,Polar Asset Management Partners Inc.,archive
Fugro N.V.,0.61,2021-04-23,NL00150004A7,"WorldQuant, LLC",archive
ARCADIS N.V.,0.78,2021-04-22,NL0006237562,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,2.12,2021-04-21,NL0012866412,Citadel Europe LLP,archive
BE Semiconductor Industries N.V.,0.52,2021-04-21,NL0012866412,Mirabella Financial Services LLP,archive
Koninklijke Vopak N.V.,0.53,2021-04-21,NL0009432491,"Point72 Europe (London), LLP",archive
Alfen N.V.,0.82,2021-04-20,NL0012817175,"Arrowstreet Capital, Limited Partnership",archive
Aperam S.A.,0.51,2021-04-20,LU0569974404,Citadel Europe LLP,archive
Signify N.V.,0.72,2021-04-20,NL0011821392,Millennium Capital Partners LLP,archive
BE Semiconductor Industries N.V.,0.49,2021-04-16,NL0012866412,Mirabella Financial Services LLP,archive
Fugro N.V.,0.5,2021-04-16,NL00150004A7,"WorldQuant, LLC",archive
Galapagos NV,0.64,2021-04-14,BE0003818359,Avidity Partners Management LP,archive
AMG Critical Materials N.V.,0.96,2021-04-14,NL0000888691,"Connor, Clark & Lunn Investment Management Ltd.",archive
ABN AMRO Bank NV,0.86,2021-04-14,NL0011540547,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,0.48,2021-04-14,NL0000337319,Marshall Wace LLP,archive
Alfen N.V.,0.72,2021-04-13,NL0012817175,"Arrowstreet Capital, Limited Partnership",archive
Galapagos NV,0.47,2021-04-13,BE0003818359,"WorldQuant, LLC",archive
Aperam S.A.,0.49,2021-04-12,LU0569974404,Citadel Europe LLP,archive
SBM Offshore N.V.,0.8,2021-04-12,NL0000360618,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,0.51,2021-04-12,NL0012866412,Mirabella Financial Services LLP,archive
Galapagos NV,0.5,2021-04-12,BE0003818359,"WorldQuant, LLC",archive
IMCD N.V.,0.49,2021-04-09,NL0010801007,"AQR Capital Management, LLC",archive
ABN AMRO Bank NV,0.92,2021-04-09,NL0011540547,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,0.49,2021-04-09,NL0012866412,Mirabella Financial Services LLP,archive
Galapagos NV,0.49,2021-04-09,BE0003818359,"WorldQuant, LLC",archive
IMCD N.V.,0.5,2021-04-08,NL0010801007,"AQR Capital Management, LLC",archive
BE Semiconductor Industries N.V.,0.9,2021-04-08,NL0012866412,"Davidson Kempner European Partners, LLP",archive
AMG Critical Materials N.V.,0.0,2021-04-08,NL0000888691,JPMorgan Asset Management (UK) Ltd.,archive
ABN AMRO Bank NV,1.0,2021-04-08,NL0011540547,Marshall Wace LLP,archive
Basic-Fit N.V.,0.9,2021-04-08,NL0011872650,Marshall Wace LLP,archive
TomTom N.V.,0.49,2021-04-08,NL0013332471,Marshall Wace LLP,archive
Pharming Group N.V.,0.58,2021-04-08,NL0010391025,"PDT Partners, LLC",archive
AMG Critical Materials N.V.,0.79,2021-04-07,NL0000888691,JPMorgan Asset Management (UK) Ltd.,archive
IMCD N.V.,0.49,2021-04-06,NL0010801007,"AQR Capital Management, LLC",archive
BE Semiconductor Industries N.V.,0.0,2021-04-06,NL0012866412,CQS (UK) LLP,archive
ARCADIS N.V.,0.49,2021-04-06,NL0006237562,Marshall Wace Asia Limited,archive
ARCADIS N.V.,0.89,2021-04-06,NL0006237562,Marshall Wace LLP,archive
Signify N.V.,0.69,2021-04-06,NL0011821392,Millennium Capital Partners LLP,archive
BE Semiconductor Industries N.V.,0.51,2021-04-06,NL0012866412,Mirabella Financial Services LLP,archive
ARCADIS N.V.,0.89,2021-04-01,NL0006237562,Lansdowne Partners (UK) LLP,archive
ABN AMRO Bank NV,0.99,2021-04-01,NL0011540547,Marshall Wace LLP,archive
SBM Offshore N.V.,0.79,2021-04-01,NL0000360618,Marshall Wace LLP,archive
Eurocommercial Properties N.V.,1.78,2021-03-31,NL0000288876,Adelphi Capital LLP,archive
Alfen N.V.,0.6,2021-03-31,NL0012817175,"Arrowstreet Capital, Limited Partnership",archive
Basic-Fit N.V.,0.57,2021-03-31,NL0011872650,JPMorgan Asset Management (UK) Ltd.,archive
ABN AMRO Bank NV,1.0,2021-03-31,NL0011540547,Marshall Wace LLP,archive
Galapagos NV,0.51,2021-03-31,BE0003818359,"WorldQuant, LLC",archive
TomTom N.V.,0.5,2021-03-30,NL0013332471,Marshall Wace LLP,archive
Signify N.V.,0.71,2021-03-30,NL0011821392,Millennium Capital Partners LLP,archive
Fugro N.V.,0.49,2021-03-30,NL00150004A7,"WorldQuant, LLC",archive
Galapagos NV,0.59,2021-03-29,BE0003818359,Avidity Partners Management LP,archive
TomTom N.V.,0.49,2021-03-26,NL0013332471,Marshall Wace LLP,archive
Fugro N.V.,0.51,2021-03-26,NL00150004A7,"WorldQuant, LLC",archive
IMCD N.V.,0.5,2021-03-25,NL0010801007,"AQR Capital Management, LLC",archive
Galapagos NV,0.68,2021-03-25,BE0003818359,Avidity Partners Management LP,archive
ArcelorMittal S.A.,1.89,2021-03-25,LU1598757687,B&G Master Fund Plc,archive
ARCADIS N.V.,0.97,2021-03-25,NL0006237562,Marshall Wace LLP,archive
TomTom N.V.,0.5,2021-03-25,NL0013332471,Marshall Wace LLP,archive
Alfen N.V.,0.5,2021-03-24,NL0012817175,"Arrowstreet Capital, Limited Partnership",archive
Galapagos NV,0.71,2021-03-24,BE0003818359,Avidity Partners Management LP,archive
Aperam S.A.,0.57,2021-03-23,LU0569974404,Citadel Europe LLP,archive
ARCADIS N.V.,0.59,2021-03-23,NL0006237562,Marshall Wace Asia Limited,archive
ABN AMRO Bank NV,1.17,2021-03-23,NL0011540547,Marshall Wace LLP,archive
ABN AMRO Bank NV,1.28,2021-03-22,NL0011540547,Marshall Wace LLP,archive
Pharming Group N.V.,0.6,2021-03-22,NL0010391025,"PDT Partners, LLC",archive
SBM Offshore N.V.,0.66,2021-03-19,NL0000360618,Marshall Wace Asia Limited,archive
SBM Offshore N.V.,0.82,2021-03-19,NL0000360618,Marshall Wace LLP,archive
Signify N.V.,0.63,2021-03-19,NL0011821392,Millennium Capital Partners LLP,archive
Signify N.V.,0.72,2021-03-19,NL0011821392,Millennium International Management LP,archive
ARCADIS N.V.,1.08,2021-03-18,NL0006237562,Marshall Wace LLP,archive
Pharming Group N.V.,0.46,2021-03-18,NL0010391025,"WorldQuant, LLC",archive
ARCADIS N.V.,0.68,2021-03-16,NL0006237562,Marshall Wace Asia Limited,archive
ABN AMRO Bank NV,1.32,2021-03-16,NL0011540547,Marshall Wace LLP,archive
Signify N.V.,0.58,2021-03-16,NL0011821392,Millennium Capital Partners LLP,archive
Signify N.V.,0.46,2021-03-16,NL0011821392,Millennium International Management LP,archive
Pharming Group N.V.,0.58,2021-03-16,NL0010391025,"WorldQuant, LLC",archive
ABN AMRO Bank NV,1.29,2021-03-15,NL0011540547,Marshall Wace LLP,archive
AMG Critical Materials N.V.,0.79,2021-03-15,NL0000888691,Systematica Investments Limited,archive
Signify N.V.,0.61,2021-03-12,NL0011821392,Millennium Capital Partners LLP,archive
Signify N.V.,0.52,2021-03-12,NL0011821392,Millennium International Management LP,archive
Pharming Group N.V.,0.69,2021-03-12,NL0010391025,"WorldQuant, LLC",archive
ABN AMRO Bank NV,1.35,2021-03-11,NL0011540547,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,0.59,2021-03-11,NL0000337319,Marshall Wace LLP,archive
Signify N.V.,0.49,2021-03-11,NL0011821392,Millennium International Management LP,archive
Koninklijke KPN N.V.,0.53,2021-03-10,NL0000009082,"D. E. Shaw & Co. (London), LLP",archive
