issuer_name,position_date,isin,position_holder,net_short_position,source
PostNL N.V.,2022-02-22,NL0009739416,"WorldQuant, LLC",0.68,archive
TomTom N.V.,2022-02-22,NL0013332471,"WorldQuant, LLC",0.72,archive
Wereldhave N.V.,2022-02-21,NL0000289213,Adelphi Capital LLP,0.99,archive
BE Semiconductor Industries N.V.,2022-02-21,NL0012866412,"D. E. Shaw & Co., L.P.",0.5,archive
PostNL N.V.,2022-02-21,NL0009739416,Marshall Wace LLP,1.78,archive
Aperam S.A.,2022-02-21,LU0569974404,Millennium Capital Partners LLP,0.88,archive
PostNL N.V.,2022-02-21,NL0009739416,Millennium Capital Partners LLP,0.67,archive
BE Semiconductor Industries N.V.,2022-02-21,NL0012866412,"Point72 Europe (London), LLP",0.64,archive
AMG Critical Materials N.V.,2022-02-21,NL0000888691,Qube Research & Technologies Ltd.,0.39,archive
Alfen N.V.,2022-02-21,NL0012817175,Voleon Capital Management LP,0.79,archive
Wereldhave N.V.,2022-02-18,NL0000289213,Adelphi Capital LLP,1.15,archive
SBM Offshore N.V.,2022-02-18,NL0000360618,Marshall Wace LLP,0.98,archive
PostNL N.V.,2022-02-18,NL0009739416,Millennium Capital Partners LLP,0.7,archive
BE Semiconductor Industries N.V.,2022-02-18,NL0012866412,"Point72 Europe (London), LLP",0.7,archive
BE Semiconductor Industries N.V.,2022-02-18,NL0012866412,Renaissance Technologies LLC,0.5,archive
Alfen N.V.,2022-02-18,NL0012817175,Voleon Capital Management LP,0.62,archive
Wereldhave N.V.,2022-02-17,NL0000289213,Adelphi Capital LLP,1.3,archive
Koninklijke BAM Groep N.V.,2022-02-17,NL0000337319,Citadel Advisors LLC,0.67,archive
Alfen N.V.,2022-02-17,NL0012817175,"D. E. Shaw & Co., L.P.",0.46,archive
Koninklijke Philips N.V.,2022-02-17,NL0000009538,Marshall Wace LLP,0.6,archive
PostNL N.V.,2022-02-17,NL0009739416,Marshall Wace LLP,1.85,archive
PostNL N.V.,2022-02-17,NL0009739416,Millennium Capital Partners LLP,0.69,archive
Aperam S.A.,2022-02-17,LU0569974404,Millennium International Management LP,0.48,archive
BE Semiconductor Industries N.V.,2022-02-17,NL0012866412,"Point72 Europe (London), LLP",0.57,archive
Fugro N.V.,2022-02-17,NL00150003E1,"WorldQuant, LLC",0.49,archive
Wereldhave N.V.,2022-02-16,NL0000289213,Adelphi Capital LLP,1.48,archive
AMG Critical Materials N.V.,2022-02-16,NL0000888691,Capital Fund Management S.A.,0.88,archive
Koninklijke BAM Groep N.V.,2022-02-16,NL0000337319,Citadel Advisors LLC,0.45,archive
ABN AMRO Bank NV,2022-02-16,NL0011540547,Marshall Wace LLP,1.2,archive
Alfen N.V.,2022-02-16,NL0012817175,Marshall Wace LLP,0.67,archive
Aperam S.A.,2022-02-16,LU0569974404,Millennium Capital Partners LLP,0.98,archive
Wereldhave N.V.,2022-02-16,NL0000289213,"Woodson Capital Master Fund, LP",3.92,archive
Flow Traders Ltd.,2022-02-16,NL0011279492,"WorldQuant, LLC",1.01,archive
PostNL N.V.,2022-02-16,NL0009739416,"WorldQuant, LLC",0.74,archive
Wereldhave N.V.,2022-02-15,NL0000289213,Adelphi Capital LLP,1.63,archive
Koninklijke BAM Groep N.V.,2022-02-15,NL0000337319,Citadel Advisors LLC,0.5,archive
AMG Critical Materials N.V.,2022-02-15,NL0000888691,"Connor, Clark & Lunn Investment Management Ltd.",0.49,archive
TomTom N.V.,2022-02-15,NL0013332471,"WorldQuant, LLC",0.68,archive
Wereldhave N.V.,2022-02-14,NL0000289213,Adelphi Capital LLP,1.72,archive
ASR Nederland N.V.,2022-02-14,NL0011872643,Citadel Advisors LLC,0.35,archive
TomTom N.V.,2022-02-14,NL0013332471,Marshall Wace LLP,0.65,archive
Aperam S.A.,2022-02-14,LU0569974404,Millennium Capital Partners LLP,1.05,archive
BE Semiconductor Industries N.V.,2022-02-14,NL0012866412,"Point72 Europe (London), LLP",0.66,archive
AMG Critical Materials N.V.,2022-02-14,NL0000888691,Qube Research & Technologies Ltd.,0.53,archive
Alfen N.V.,2022-02-14,NL0012817175,Rye Bay Capital LLP,0.94,archive
Flow Traders Ltd.,2022-02-14,NL0011279492,"WorldQuant, LLC",0.91,archive
PostNL N.V.,2022-02-14,NL0009739416,"WorldQuant, LLC",0.88,archive
TomTom N.V.,2022-02-14,NL0013332471,"WorldQuant, LLC",0.7,archive
Eurocommercial Properties N.V.,2022-02-11,NL0015000K93,Adelphi Capital LLP,0.44,archive
Basic-Fit N.V.,2022-02-11,NL0011872650,CapeView Capital LLP,0.52,archive
ABN AMRO Bank NV,2022-02-11,NL0011540547,Marshall Wace LLP,1.11,archive
PostNL N.V.,2022-02-11,NL0009739416,Marshall Wace LLP,1.98,archive
Aperam S.A.,2022-02-11,LU0569974404,Millennium Capital Partners LLP,0.89,archive
Eurocommercial Properties N.V.,2022-02-10,NL0015000K93,Adelphi Capital LLP,0.76,archive
Wereldhave N.V.,2022-02-10,NL0000289213,Adelphi Capital LLP,1.83,archive
ABN AMRO Bank NV,2022-02-10,NL0011540547,Marshall Wace LLP,1.05,archive
Alfen N.V.,2022-02-10,NL0012817175,Marshall Wace LLP,0.88,archive
Galapagos NV,2022-02-10,BE0003818359,Marshall Wace LLP,0.63,archive
SBM Offshore N.V.,2022-02-10,NL0000360618,Marshall Wace LLP,1.02,archive
Alfen N.V.,2022-02-10,NL0012817175,Rye Bay Capital LLP,0.75,archive
Wereldhave N.V.,2022-02-10,NL0000289213,"Woodson Capital Master Fund, LP",4.04,archive
Flow Traders Ltd.,2022-02-10,NL0011279492,"WorldQuant, LLC",0.82,archive
PostNL N.V.,2022-02-10,NL0009739416,"WorldQuant, LLC",0.92,archive
TomTom N.V.,2022-02-10,NL0013332471,"WorldQuant, LLC",0.69,archive
Wereldhave N.V.,2022-02-09,NL0000289213,Adelphi Capital LLP,2.02,archive
IMCD N.V.,2022-02-09,NL0010801007,"AQR Capital Management, LLC",0.49,archive
TomTom N.V.,2022-02-09,NL0013332471,Citadel Advisors LLC,0.49,archive
ABN AMRO Bank NV,2022-02-09,NL0011540547,Marshall Wace LLP,0.89,archive
TomTom N.V.,2022-02-09,NL0013332471,Marshall Wace LLP,0.74,archive
Alfen N.V.,2022-02-09,NL0012817175,Rye Bay Capital LLP,0.56,archive
PostNL N.V.,2022-02-09,NL0009739416,"WorldQuant, LLC",1.0,archive
Eurocommercial Properties N.V.,2022-02-08,NL0015000K93,Adelphi Capital LLP,0.97,archive
CM.com N.V.,2022-02-08,NL0012747059,Highbridge Capital Management LLC,0.84,archive
Koninklijke Philips N.V.,2022-02-08,NL0000009538,Marshall Wace LLP,0.52,archive
Flow Traders Ltd.,2022-02-08,NL0011279492,"WorldQuant, LLC",0.7,archive
AMG Critical Materials N.V.,2022-02-07,NL0000888691,Capital Fund Management S.A.,0.91,archive
TomTom N.V.,2022-02-07,NL0013332471,Citadel Advisors LLC,0.54,archive
Alfen N.V.,2022-02-07,NL0012817175,Marshall Wace LLP,0.99,archive
Galapagos NV,2022-02-07,BE0003818359,Marshall Wace LLP,0.51,archive
PostNL N.V.,2022-02-07,NL0009739416,Marshall Wace LLP,2.0,archive
TomTom N.V.,2022-02-07,NL0013332471,Marshall Wace LLP,0.86,archive
PostNL N.V.,2022-02-07,NL0009739416,Millennium Capital Partners LLP,0.71,archive
BE Semiconductor Industries N.V.,2022-02-07,NL0012866412,"Point72 Europe (London), LLP",0.92,archive
PostNL N.V.,2022-02-07,NL0009739416,"WorldQuant, LLC",1.16,archive
TomTom N.V.,2022-02-07,NL0013332471,"WorldQuant, LLC",0.72,archive
Eurocommercial Properties N.V.,2022-02-04,NL0015000K93,Adelphi Capital LLP,1.02,archive
Wereldhave N.V.,2022-02-04,NL0000289213,Adelphi Capital LLP,2.25,archive
TomTom N.V.,2022-02-04,NL0013332471,Citadel Advisors LLC,0.72,archive
TomTom N.V.,2022-02-04,NL0013332471,Marshall Wace LLP,0.97,archive
Aperam S.A.,2022-02-04,LU0569974404,Millennium Capital Partners LLP,0.99,archive
PostNL N.V.,2022-02-04,NL0009739416,Millennium Capital Partners LLP,0.69,archive
BE Semiconductor Industries N.V.,2022-02-04,NL0012866412,"Point72 Europe (London), LLP",0.88,archive
Fugro N.V.,2022-02-04,NL00150003E1,"WorldQuant, LLC",0.59,archive
TomTom N.V.,2022-02-04,NL0013332471,"WorldQuant, LLC",0.62,archive
Eurocommercial Properties N.V.,2022-02-03,NL0015000K93,Adelphi Capital LLP,1.58,archive
Wereldhave N.V.,2022-02-03,NL0000289213,Adelphi Capital LLP,2.47,archive
Alfen N.V.,2022-02-03,NL0012817175,AllianceBernstein L.P.,0.83,archive
AMG Critical Materials N.V.,2022-02-03,NL0000888691,Capital Fund Management S.A.,0.86,archive
ABN AMRO Bank NV,2022-02-03,NL0011540547,Marshall Wace LLP,0.92,archive
Alfen N.V.,2022-02-03,NL0012817175,Marshall Wace LLP,1.0,archive
PostNL N.V.,2022-02-03,NL0009739416,Marshall Wace LLP,1.9,archive
PostNL N.V.,2022-02-03,NL0009739416,Millennium Capital Partners LLP,0.72,archive
Aperam S.A.,2022-02-03,LU0569974404,Millennium International Management LP,0.52,archive
Ebusco Holding N.V.,2022-02-03,NL0015000CZ2,Otus Capital Management Ltd.,0.5,archive
Galapagos NV,2022-02-03,BE0003818359,Qube Research & Technologies Ltd.,0.53,archive
Flow Traders Ltd.,2022-02-03,NL0011279492,"WorldQuant, LLC",0.61,archive
PostNL N.V.,2022-02-03,NL0009739416,"WorldQuant, LLC",1.29,archive
Eurocommercial Properties N.V.,2022-02-02,NL0015000K93,Adelphi Capital LLP,1.65,archive
Wereldhave N.V.,2022-02-02,NL0000289213,Adelphi Capital LLP,2.65,archive
Alfen N.V.,2022-02-02,NL0012817175,AllianceBernstein L.P.,0.78,archive
ArcelorMittal S.A.,2022-02-01,LU1598757687,"D. E. Shaw & Co. (London), LLP",0.5,archive
Alfen N.V.,2022-02-01,NL0012817175,Marshall Wace LLP,0.99,archive
TomTom N.V.,2022-02-01,NL0013332471,Marshall Wace LLP,1.11,archive
PostNL N.V.,2022-02-01,NL0009739416,Millennium Capital Partners LLP,0.67,archive
PostNL N.V.,2022-02-01,NL0009739416,Millennium International Management LP,0.49,archive
BE Semiconductor Industries N.V.,2022-02-01,NL0012866412,"Point72 Europe (London), LLP",0.9,archive
Galapagos NV,2022-02-01,BE0003818359,Qube Research & Technologies Ltd.,0.45,archive
Eurocommercial Properties N.V.,2022-01-31,NL0015000K93,Adelphi Capital LLP,1.88,archive
PostNL N.V.,2022-01-31,NL0009739416,Millennium Capital Partners LLP,0.71,archive
Galapagos NV,2022-01-31,BE0003818359,Qube Research & Technologies Ltd.,0.7,archive
TomTom N.V.,2022-01-31,NL0013332471,"WorldQuant, LLC",0.58,archive
ASR Nederland N.V.,2022-01-28,NL0011872643,Citadel Advisors LLC,0.53,archive
ABN AMRO Bank NV,2022-01-28,NL0011540547,Marshall Wace LLP,0.8,archive
TomTom N.V.,2022-01-28,NL0013332471,Marshall Wace LLP,1.02,archive
PostNL N.V.,2022-01-28,NL0009739416,Millennium International Management LP,0.5,archive
BE Semiconductor Industries N.V.,2022-01-28,NL0012866412,"Point72 Europe (London), LLP",0.83,archive
Fugro N.V.,2022-01-28,NL00150003E1,"WorldQuant, LLC",0.6,archive
PostNL N.V.,2022-01-28,NL0009739416,"WorldQuant, LLC",1.38,archive
Eurocommercial Properties N.V.,2022-01-27,NL0015000K93,Adelphi Capital LLP,1.93,archive
Galapagos NV,2022-01-27,BE0003818359,Canada Pension Plan Investment Board,0.44,archive
Unibail-Rodamco-Westfield SE,2022-01-27,FR0013326246,Kintbury Capital LLP,0.46,archive
ARCADIS N.V.,2022-01-27,NL0006237562,Pelham Capital Ltd.,0.47,archive
Galapagos NV,2022-01-27,BE0003818359,Qube Research & Technologies Ltd.,0.69,archive
AMG Critical Materials N.V.,2022-01-27,NL0000888691,Systematica Investments Limited,0.89,archive
Flow Traders Ltd.,2022-01-27,NL0011279492,"WorldQuant, LLC",0.59,archive
AMG Critical Materials N.V.,2022-01-26,NL0000888691,Citadel Advisors LLC,0.43,archive
PostNL N.V.,2022-01-26,NL0009739416,Citadel Advisors LLC,0.43,archive
CM.com N.V.,2022-01-26,NL0012747059,Highbridge Capital Management LLC,0.7,archive
Unibail-Rodamco-Westfield SE,2022-01-26,FR0013326246,Kintbury Capital LLP,0.52,archive
Aperam S.A.,2022-01-26,LU0569974404,Millennium Capital Partners LLP,1.01,archive
Wereldhave N.V.,2022-01-26,NL0000289213,Millennium International Management LP,0.29,archive
Alfen N.V.,2022-01-26,NL0012817175,Odey Asset Management LLP,0.66,archive
AMG Critical Materials N.V.,2022-01-26,NL0000888691,Qube Research & Technologies Ltd.,0.49,archive
Fugro N.V.,2022-01-26,NL00150003E1,"WorldQuant, LLC",0.59,archive
Alfen N.V.,2022-01-25,NL0012817175,AllianceBernstein L.P.,0.6,archive
CM.com N.V.,2022-01-25,NL0012747059,Highbridge Capital Management LLC,0.59,archive
PostNL N.V.,2022-01-25,NL0009739416,Kuvari Partners LLP,0.47,archive
PostNL N.V.,2022-01-25,NL0009739416,Marshall Wace LLP,1.88,archive
Aperam S.A.,2022-01-25,LU0569974404,Millennium Capital Partners LLP,0.99,archive
PostNL N.V.,2022-01-25,NL0009739416,Millennium Capital Partners LLP,0.68,archive
Alfen N.V.,2022-01-25,NL0012817175,Odey Asset Management LLP,0.55,archive
Galapagos NV,2022-01-25,BE0003818359,Qube Research & Technologies Ltd.,0.77,archive
AMG Critical Materials N.V.,2022-01-25,NL0000888691,Systematica Investments Limited,0.93,archive
Alfen N.V.,2022-01-24,NL0012817175,AllianceBernstein L.P.,0.5,archive
AMG Critical Materials N.V.,2022-01-24,NL0000888691,Citadel Advisors LLC,0.51,archive
TomTom N.V.,2022-01-24,NL0013332471,Citadel Advisors LLC,0.52,archive
AMG Critical Materials N.V.,2022-01-24,NL0000888691,"Connor, Clark & Lunn Investment Management Ltd.",0.58,archive
Unibail-Rodamco-Westfield SE,2022-01-24,FR0013326246,Kintbury Capital LLP,0.61,archive
ABN AMRO Bank NV,2022-01-24,NL0011540547,Marshall Wace LLP,0.71,archive
Alfen N.V.,2022-01-24,NL0012817175,Marshall Wace LLP,1.04,archive
Aperam S.A.,2022-01-24,LU0569974404,Millennium International Management LP,0.47,archive
AMG Critical Materials N.V.,2022-01-24,NL0000888691,Qube Research & Technologies Ltd.,0.58,archive
PostNL N.V.,2022-01-24,NL0009739416,"WorldQuant, LLC",1.57,archive
AMG Critical Materials N.V.,2022-01-21,NL0000888691,Capital Fund Management S.A.,0.72,archive
AMG Critical Materials N.V.,2022-01-21,NL0000888691,Citadel Advisors LLC,0.49,archive
PostNL N.V.,2022-01-21,NL0009739416,Citadel Advisors LLC,0.5,archive
Unibail-Rodamco-Westfield SE,2022-01-21,FR0013326246,Kintbury Capital LLP,0.58,archive
Alfen N.V.,2022-01-21,NL0012817175,Marshall Wace LLP,0.99,archive
PostNL N.V.,2022-01-21,NL0009739416,Marshall Wace LLP,1.92,archive
AMG Critical Materials N.V.,2022-01-21,NL0000888691,Qube Research & Technologies Ltd.,0.66,archive
Fugro N.V.,2022-01-21,NL00150003E1,"WorldQuant, LLC",0.6,archive
PostNL N.V.,2022-01-21,NL0009739416,"WorldQuant, LLC",1.44,archive
Unibail-Rodamco-Westfield SE,2022-01-20,FR0013326246,Marshall Wace LLP,0.49,archive
Aperam S.A.,2022-01-20,LU0569974404,Millennium Capital Partners LLP,1.08,archive
AMG Critical Materials N.V.,2022-01-19,NL0000888691,Citadel Advisors LLC,0.52,archive
Pharming Group N.V.,2022-01-19,NL0010391025,Citadel Advisors LLC,0.49,archive
Alfen N.V.,2022-01-19,NL0012817175,Marshall Wace LLP,0.82,archive
AMG Critical Materials N.V.,2022-01-19,NL0000888691,Qube Research & Technologies Ltd.,0.79,archive
AMG Critical Materials N.V.,2022-01-18,NL0000888691,Citadel Advisors LLC,0.46,archive
BE Semiconductor Industries N.V.,2022-01-18,NL0012866412,Lone Pine Capital LLC,0.41,archive
Alfen N.V.,2022-01-18,NL0012817175,Marshall Wace LLP,0.75,archive
PostNL N.V.,2022-01-18,NL0009739416,"WorldQuant, LLC",1.35,archive
Alfen N.V.,2022-01-17,NL0012817175,Marshall Wace LLP,0.88,archive
AMG Critical Materials N.V.,2022-01-17,NL0000888691,Systematica Investments Limited,1.09,archive
PostNL N.V.,2022-01-17,NL0009739416,"WorldQuant, LLC",1.27,archive
Alfen N.V.,2022-01-14,NL0012817175,Marshall Wace LLP,0.92,archive
PostNL N.V.,2022-01-14,NL0009739416,Marshall Wace LLP,1.87,archive
Galapagos NV,2022-01-14,BE0003818359,Qube Research & Technologies Ltd.,0.89,archive
Fugro N.V.,2022-01-14,NL00150003E1,"WorldQuant, LLC",0.57,archive
PostNL N.V.,2022-01-14,NL0009739416,"WorldQuant, LLC",1.09,archive
TomTom N.V.,2022-01-14,NL0013332471,"WorldQuant, LLC",0.69,archive
AMG Critical Materials N.V.,2022-01-13,NL0000888691,Citadel Advisors LLC,0.54,archive
BE Semiconductor Industries N.V.,2022-01-13,NL0012866412,Lone Pine Capital LLC,0.57,archive
PostNL N.V.,2022-01-13,NL0009739416,Marshall Wace LLP,1.91,archive
Aperam S.A.,2022-01-13,LU0569974404,Millennium Capital Partners LLP,1.19,archive
PostNL N.V.,2022-01-13,NL0009739416,Millennium Capital Partners LLP,0.55,archive
AMG Critical Materials N.V.,2022-01-13,NL0000888691,Qube Research & Technologies Ltd.,0.84,archive
PostNL N.V.,2022-01-13,NL0009739416,"WorldQuant, LLC",0.93,archive
IMCD N.V.,2022-01-12,NL0010801007,"AQR Capital Management, LLC",0.5,archive
Basic-Fit N.V.,2022-01-12,NL0011872650,Citadel Advisors Europe Limited,1.23,archive
Alfen N.V.,2022-01-12,NL0012817175,Marshall Wace LLP,0.69,archive
PostNL N.V.,2022-01-12,NL0009739416,Marshall Wace LLP,2.06,archive
Aperam S.A.,2022-01-12,LU0569974404,Millennium Capital Partners LLP,1.2,archive
Pharming Group N.V.,2022-01-12,NL0010391025,Pictet Asset Management Limited,1.25,archive
Fugro N.V.,2022-01-12,NL00150003E1,"WorldQuant, LLC",0.67,archive
AMG Critical Materials N.V.,2022-01-11,NL0000888691,Capital Fund Management S.A.,0.65,archive
Basic-Fit N.V.,2022-01-11,NL0011872650,Citadel Advisors Europe Limited,1.17,archive
AMG Critical Materials N.V.,2022-01-11,NL0000888691,Systematica Investments Limited,1.18,archive
Alfen N.V.,2022-01-11,NL0012817175,Voleon Capital Management LP,0.48,archive
TomTom N.V.,2022-01-11,NL0013332471,"WorldQuant, LLC",0.71,archive
Basic-Fit N.V.,2022-01-10,NL0011872650,Citadel Advisors Europe Limited,1.21,archive
AMG Critical Materials N.V.,2022-01-10,NL0000888691,Citadel Advisors LLC,0.64,archive
Basic-Fit N.V.,2022-01-10,NL0011872650,"D. E. Shaw & Co. (London), LLP",0.39,archive
PostNL N.V.,2022-01-10,NL0009739416,Marshall Wace LLP,2.19,archive
AMG Critical Materials N.V.,2022-01-10,NL0000888691,Qube Research & Technologies Ltd.,0.79,archive
PostNL N.V.,2022-01-10,NL0009739416,"WorldQuant, LLC",0.8,archive
Koninklijke BAM Groep N.V.,2022-01-07,NL0000337319,Citadel Advisors LLC,0.48,archive
Pharming Group N.V.,2022-01-07,NL0010391025,Citadel Advisors LLC,0.53,archive
ARCADIS N.V.,2022-01-07,NL0006237562,Lansdowne Partners (UK) LLP,0.49,archive
ABN AMRO Bank NV,2022-01-07,NL0011540547,Marshall Wace LLP,0.63,archive
PostNL N.V.,2022-01-07,NL0009739416,Marshall Wace LLP,2.26,archive
Aperam S.A.,2022-01-07,LU0569974404,Millennium Capital Partners LLP,1.1,archive
AMG Critical Materials N.V.,2022-01-07,NL0000888691,Qube Research & Technologies Ltd.,0.85,archive
AMG Critical Materials N.V.,2022-01-06,NL0000888691,Citadel Advisors LLC,0.56,archive
Alfen N.V.,2022-01-06,NL0012817175,Marshall Wace LLP,0.7,archive
Galapagos NV,2022-01-06,BE0003818359,Qube Research & Technologies Ltd.,0.98,archive
AMG Critical Materials N.V.,2022-01-05,NL0000888691,Capital Fund Management S.A.,0.56,archive
Basic-Fit N.V.,2022-01-05,NL0011872650,Citadel Advisors Europe Limited,1.08,archive
AMG Critical Materials N.V.,2022-01-05,NL0000888691,Citadel Advisors LLC,0.48,archive
TomTom N.V.,2022-01-05,NL0013332471,Citadel Advisors LLC,0.47,archive
PostNL N.V.,2022-01-05,NL0009739416,Kuvari Partners LLP,0.66,archive
BE Semiconductor Industries N.V.,2022-01-05,NL0012866412,Lone Pine Capital LLC,0.66,archive
ABN AMRO Bank NV,2022-01-05,NL0011540547,Marshall Wace LLP,0.54,archive
PostNL N.V.,2022-01-05,NL0009739416,Marshall Wace LLP,2.35,archive
Galapagos NV,2022-01-05,BE0003818359,Qube Research & Technologies Ltd.,1.0,archive
Alfen N.V.,2022-01-05,NL0012817175,Voleon Capital Management LP,0.5,archive
Unibail-Rodamco-Westfield SE,2022-01-04,FR0013326246,Kintbury Capital LLP,0.68,archive
BE Semiconductor Industries N.V.,2022-01-04,NL0012866412,Lone Pine Capital LLC,0.76,archive
PostNL N.V.,2022-01-04,NL0009739416,Millennium Capital Partners LLP,0.61,archive
AMG Critical Materials N.V.,2022-01-04,NL0000888691,Qube Research & Technologies Ltd.,0.92,archive
Galapagos NV,2022-01-04,BE0003818359,Qube Research & Technologies Ltd.,0.99,archive
Alfen N.V.,2022-01-04,NL0012817175,Voleon Capital Management LP,0.49,archive
Fugro N.V.,2022-01-04,NL00150003E1,"WorldQuant, LLC",0.78,archive
TomTom N.V.,2022-01-04,NL0013332471,"WorldQuant, LLC",0.63,archive
Basic-Fit N.V.,2022-01-03,NL0011872650,Citadel Advisors Europe Limited,0.98,archive
Basic-Fit N.V.,2022-01-03,NL0011872650,Citadel Europe LLP,0.0,archive
TomTom N.V.,2022-01-03,NL0013332471,HRTEU Limited,0.47,archive
BE Semiconductor Industries N.V.,2022-01-03,NL0012866412,Lone Pine Capital LLC,0.87,archive
PostNL N.V.,2022-01-03,NL0009739416,Marshall Wace LLP,2.46,archive
PostNL N.V.,2022-01-03,NL0009739416,Millennium Capital Partners LLP,0.59,archive
AMG Critical Materials N.V.,2022-01-03,NL0000888691,Qube Research & Technologies Ltd.,0.82,archive
PostNL N.V.,2022-01-03,NL0009739416,"WorldQuant, LLC",0.75,archive
AMG Critical Materials N.V.,2021-12-31,NL0000888691,"Connor, Clark & Lunn Investment Management Ltd.",0.68,archive
BE Semiconductor Industries N.V.,2021-12-31,NL0012866412,Lone Pine Capital LLC,0.97,archive
PostNL N.V.,2021-12-31,NL0009739416,Millennium Capital Partners LLP,0.6,archive
Galapagos NV,2021-12-30,BE0003818359,"AQR Capital Management, LLC",0.49,archive
AMG Critical Materials N.V.,2021-12-30,NL0000888691,Citadel Advisors LLC,0.58,archive
